"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							5244	1173	0	0	48625	0	424	15	983	87777	68317	147	68464	0	1061	0	0	0	19313	1200	87777	0	0	14372	0	0	3500	0	15215	53102			0	32374	31313	241	0	0	0	0	19313	
242																																							1074	983	0	0	11997	0	274	0	520	40707	29777	17	35617	0	197	0	5323	0	5090	120	40707	0	0	4742	0	0	120	0	7027	22750			0	25711	25514	108	345	0	0	500	5090	
279																																							4089	2786	32	29164	9234	0	5550	0	7439	200549	139552	875	173449	0	841	0	33022	0	27100	1	200549	0	0	26957	0	0	0	0	10132	129420			0	140137	139296	142	2959	0	0	0	27100	
354																																							0	305	0	0	5998	0	65	0	139	9394	8438	2	8456	0	185	0	0	0	938	25	9394	0	0	497	0	0	500	0	2526	5913			0	3072	2887	-84	0	0	16	0	938	
457																																							1297	507	0	153	278	0	307	96	1190	42104	33734	74	37855	0	493	0	2400	0	4249	60	42104	0	0	249	0	0	3940	0	5737	27997			0	38769	38276	0	0	0	1647	0	4249	
505																																							23159	1176	125	0	75781	0	10408	1289	12662	403787	343871	4119	368990	54	4169	1595	21000	0	34743	6480	403787	0	0	19635	0	0	10653	0	52919	290952			0	281761	277592	-2025	0	0	0	0	34797	
1155																																							16249	4473	0	51	31050	0	4143	2803	5515	211507	175404	2068	192445	0	2081	0	0	0	19062	1600	211507	0	0	12470	0	0	4900	513	26927	148477			0	148791	146710	92	0	0	0	14973	19062	
1351																																							0	3482	0	68072	2645	0	1719	430	1558	155930	130840	408	131595	0	1317	0	0	0	24335	240	155930	0	0	23581	0	0	530	0	17045	113795			0	79341	78024	-16	0	0	347	0	24335	
1454																																							184701	12203	0	0	350501	0	4979	0	10689	808872	735916	1390	737306	0	2870	0	0	0	71566	1000	808872	0	0	70230	0	0	1214	262	198229	537687			0	248407	245537	-878	0	0	0	0	71566	
