"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
37	9518	0	6593	15206	0	25458	0	0	0	0	38015	0	541		18923	2233	2751	18865	37474	0	0	102	0	0	4324	10514	7427	2885	14838	0	501	361	251	6227	1113	0	501	0	true							
242	6025	0	475	8381	0	14310	0	0	0	0	19329	0	3414		4579	4856	1628	13835	15915	0	0	129	0	0	658	2243	1849	1036	2901	2153	259	250	0	1207	2661	0	2412	0	true							
279	39272	0	0	14873	0	51665	0	0	0	0	115658	0	0		30905	1690	13355	51665	115658	0	0	5139	0	0	14442	28461	23389	1569	42902	1080	3585	2170	0	36955	6836	0	4665	0	true							
354	2289	0	75	2909	0	2909	0	0	0	0	5230	0	1018		1727	913	0	2834	4212	0	0	0	0	0	380	1648	0	0	2028	0	0	0	0	301	0	0	0	0	false							
457	7200	0	529	6122	0	9389	0	0	0	0	26575	0	2814		5625	10983	2162	8860	23761	0	0	351	0	0	1777	3598	2139	878	5375	0	0	0	0	2767	0	0	0	0	true							
505	220863	1	10495	31286	0	50001	0	0	0	0	371335	0	101169		18199	118080	4748	39505	270166	0	0	1516	0	0	5002	16527	5572	977	21316	1302	2010	1002	0	9879	4314	0	3312	0	false							
1155	721	0	10833	34667	0	133998	0	0	0	0	72425	0	5871		31088	12112	8459	122167	66070	998	484	2855	0	0	18225	10069	19892	1435	22744	4769	758	4444	0	18533	9971	0	4617	0	true							
1351	6440	0	8985	20388	0	35065	0	0	0	0	90853	0	6177		35841	18530	8163	26080	84676	0	0	3032	0	0	9744	31664	15434	0	41408	1599	5101	2340	0	21001	9041	0	6700	0	false							
1454	746	0	14586	181892	0	320996	0	0	0	0	302280	3152	18930		37302	214490	25293	306410	280198	0	0	8687	0	0	17372	19493	13803	4411	30768	23203	5195	2913	653	17777	31964	0	7224	0	true							
1669	31177	0	24782	68913	0	143530	0	0	0	0	98541	0	353		25998	24201	9648	118719	98148	29	40	2209	0	0	10762	17619	6584	3443	27792	730	2880	759	387	12410	4756	0	3610	0	false							
1856	1432	0	549	3075	0	5088	0	0	2550	0	59688	0	330		11569	26997	0	4539	32651	0	26707	0	2550	0	6183	14836	4153	1245	21018	302	1024	3518	0	14848	4844	0	1325	16424	false							
2040	15697	3	4865	23249	0	48240	0	0	16358	0	109386	0	4059		26600	53765	3968	43372	105327	0	0	940	16358	6019	3063	12802	13805	5299	15865	0	4635	320	0	8369	4955	0	4635	747	true							
2161	30046	0	1277	34426	0	74654	0	0	0	0	63054	0	596		9377	8409	7054	73377	62458	0	0	0	0	0	3410	9788	3467	257	13198	1057	4922	1444	255	7545	7678	0	5979	0	true							
2376	748726	0	81331	36645	0	222783	0	0	450356	0	2723261	0	454400		443503	763003	123651	139000	2149445	2452	119416	48735	450356	450356	114001	512118	305317	61097	622610	34207	125190	44488	15113	549030	218998	0	159090	104756	true	11752	18691	344676	280295	319263	104756	
2554	3830	0	248	6	0	5253	0	0	0	0	7071	0	481		3036	0	0	5005	6590	0	0	0	0	0	895	1837	371	138	2732	0	0	0	0	205	0	0	0	0	false							
2732	56601	0	5264	125852	0	159758	0	0	6920	0	342716	0	11260		39626	139772	11035	154494	331456	0	0	3533	6920	6920	15426	36861	14262	3155	52089	38102	30096	8188	253	30078	76639	0	68198	0	true							
2750	14354	0	3629	4840	0	13938	0	0	0	0	30959	0	6807		8234	553	1333	10309	24152	0	0	107	0	0	3384	5461	4217	354	8469	0	1631	1005	0	5182	2636	0	1631	0	true							
3252	14440	0	51768	29142	0	81310	0	0	12879	0	73826	0	19752		11619	14332	5314	29542	52086	0	1988	0	12879	12043	14129	10211	4821	5742	24340	6171	3041	567	371	23285	10150	0	9212	493	false							
3458	2512	0	3703	4846	0	12428	0	0	2000	0	30503	0	5108		10811	3135	1090	8725	25395	0	0	146	2000	1000	1065	9160	8723	1360	10225	1000	1746	1801	0	9497	4547	0	2746	0	false							
3720	40788	0	20656	45596	0	121878	0	0	0	0	97718	0	3100		21066	7976	5529	101222	94618	0	0	1649	0	0	11930	17855	1303	6	29564	2153	14860	847	0	10028	17860	0	17013	0	true							
3971	103366	0	122	35403	0	51254	0	0	58406	0	507584	0	9538		110044	209554	19031	51075	462174	57	35872	5927	58406	23613	37154	54270	58533	21222	91424	5253	9221	6244	2767	61135	23485	0	14474	2379	true							
4156	21828	0	19747	43829	0	98708	0	0	13795	0	90608	0	12028		18925	24341	4328	78961	76828	0	1752	1709	13795	13795	10147	18634	8883	3188	28781	896	2349	342	0	21927	3587	0	3245	1744	true							
4231	17910	0	12733	25523	0	43326	0	0	0	0	55511	0	1657		14595	5767	12080	30593	53854	0	0	6749	0	0	3990	11995	6865	5747	15985	1443	0	541	1251	14003	3236	0	1443	0	false							
5069	36831	0	0	52813	0	56640	0	0	46150	0	212099	0	249		43053	8610	955	56640	167042	0	44808	480	46150	14878	22789	60769	40741	4240	83558	4413	26644	7062	0	85486	38119	0	31057	27088	false							
5135	19636	0	38385	62798	0	127517	0	0	67028	0	280104	0	13604		112352	51881	16814	89132	195889	0	70611	7102	66730	66730	41109	133150	6063	419	174259	7644	18358	1844	0	68389	27846	298	26002	3318	true							
5210	707401	15	34022	67576	0	115863	0	0	0	0	1229138	0	82168		202390	169266	62035	81826	1146735	0	235	18483	0	0	49625	102409	134304	14191	128126	9274	19241	22080	1347	98139	51942	0	24366	4332	true	22603	26372	104870	64396	452051	148800	
5461	310307	0	7089	39686	0	51263	0	0	59194	0	496950	0	17164		6941	156984	3030	44174	479786	0	0	1837	59194	59194	5654	8010	2039	613	13664	3139	9953	251	0	9375	13343	0	13092	0	true							
5751	9683	2	4886	23837	0	47196	0	0	4053	0	120032	0	25263		18701	65091	9030	42308	91937	0	2832	4229	4053	1834	11035	15075	10622	1816	26110	1443	3757	1510	0	19847	6710	0	5200	0	true							
6039	37529	0	13608	105681	0	126564	0	0	0	0	119278	0	4547		39404	15107	11950	112956	114731	0	0	2500	0	0	13476	37136	9266	548	50612	3022	1874	1319	0	21022	6215	0	4896	99	false							
6329	53927	0	14778	221911	0	275986	0	0	11304	0	387051	0	8323		94811	65497	13151	261208	378728	0	0	3750	11304	5690	45000	127984	44568	5029	172984	7024	28666	7676	1680	127770	45046	0	35690	22097	false							
7009	0	0	0	92106	0	92106	0	0	0	0	752769	0	0		0	752769	0	92106	752769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
7045	23961	0	12445	23661	0	116743	0	0	0	0	78367	0	4969		20583	20289	6247	104298	73398	0	0	254	0	0	4090	6689	15352	4475	10779	263	0	3248	0	10023	3511	0	263	0	true							
7072	74640	1	1252	38713	0	61735	0	0	3452	0	202096	0	15583		46355	38887	18550	60482	186513	0	0	4856	3452	2475	13225	33332	21214	6285	46556	0	11081	2558	876	27700	14515	0	11081	0	true							
7456	27169	0	17548	17808	0	38713	0	0	0	0	44945	0	1624		11070	0	2265	21165	43321	0	0	136	0	0	2446	9322	4103	212	11768	0	1693	0	0	5013	1693	0	1693	0	true							
7634	7637	0	1974	11441	0	17390	0	0	0	0	39740	0	153		12894	810	4902	15416	39487	0	100	2736	0	0	4667	18411	1821	605	23078	513	4988	287	0	12611	5788	0	5501	0	false							
8033	22809	0	2455	47460	0	78619	0	0	0	0	128463	0	959		39377	68	6402	76164	103159	0	24345	3027	0	0	14083	44873	24805	8868	35043	6500	990	3465	2005	53250	12960	0	7490	24345	true							
8462	1318	0	8915	65061	0	110071	0	0	0	0	43570	0	12273		9930	5850	3478	100906	31297	250	0	1284	0	0	10719	9962	1332	0	19850	5873	8516	0	0	12083	14389	0	14389	0	true							
8631	18154	0	332	15686	0	21432	0	0	0	0	35133	0	987		8354	2620	2732	21100	34146	0	0	994	0	0	2361	6419	2097	1814	8779	0	1357	311	0	4337	1668	0	1357	0	true							
9357	109571	117	747	39129	0	46066	0	0	7237	0	320303	6787	0		1418	206429	1864	45202	313516	0	0	456	7237	7237	1044	1192	238	202	2235	825	802	0	0	1258	1627	0	1627	0	true							
9553	18306	0	16099	19901	0	47438	0	0	1638	0	57533	0	3553		16081	8548	6078	31339	51505	0	2475	0	1638	1389	4010	15721	7359	250	19731	427	1982	929	0	11260	3338	0	2409	1732	true							
9807	523199	0	24020	96873	0	152171	0	0	0	0	1787828	0	363612		80605	809897	72536	128151	1424216	0	0	2987	0	0	15586	146209	132121	3250	161795	123923	30242	2691	710	216561	157566	0	154165	190704	true	7695	12242	469657	340240	333597	189602	
9955	12364	30	4098	26339	0	46384	0	0	1728	0	70476	0	19869		7317	44173	1160	42256	50607	0	0	0	1728	1728	5441	5822	2303	372	11263	0	0	0	0	6622	0	0	0	0	true							
10250	136582	0	4944	26293	0	60828	0	0	0	0	325628	0	7329		44632	102741	28258	54903	317802	981	497	10641	0	0	6568	25704	34097	3757	32272	0	3775	10436	1969	25493	16180	0	3775	746	true							
10849	64751	0	1906	10809	0	27426	0	0	0	0	219786	0	42042		46743	21905	8795	25512	177744	8	0	2371	0	0	27954	56938	21324	742	79003	7004	15658	3511	0	60214	26173	0	22661	5119	false							
11145	33052	0	39468	54802	0	113681	0	0	1069	0	103086	0	12980		17249	31405	7341	74065	90106	148	0	3867	0	0	3147	5146	14117	5429	8293	1571	1118	5427	2673	10590	10790	0	2689	0	true							
11640	190171	6	5900	16635	0	29501	0	0	0	0	302649	0	43200		35188	29702	18083	23595	259449	0	0	9931	0	0	10287	21993	19843	11766	32213	4049	6122	5675	3042	28701	18888	0	10171	0	true							
11837	5346	0	22912	8406	0	41650	0	0	0	0	34146	0	186		13426	6488	2771	18738	33960	0	0	2124	0	0	2700	9553	4574	4596	12253	0	261	627	0	7998	888	0	261	0	false							
12030	39157	0	21086	94350	0	130733	0	0	0	0	181014	0	1502		56336	46208	18837	109647	179312	0	200	7105	0	0	20999	51500	12838	3618	72499	2908	2168	1330	288	32619	6694	0	5076	0	false							
12142	31183	0	15650	66871	0	128234	0	0	0	0	77582	0	1950		20624	12157	7543	112584	75632	0	0	1720	0	0	12712	14994	1422	0	24827	2981	1827	306	0	8504	5114	0	4528	0	false							
12179	6446	0	106	7181	0	10460	0	0	0	0	23904	0	502		7436	7348	1483	10354	23402	0	0	108	0	0	1110	2385	4639	1474	3495	0	502	0	0	2172	502	0	502	0	true							
12311	10303820	43	2594899	6647435	0	8349673	0	0	3564054	0	74286683	0	2310255		3949799	57965752	656097	5753246	71976428	1485	0	108681	3564054	3553806	336989	1901733	2877777	127388	2238722	148312	204960	415272	4680	1294088	773224	0	353271	0	true	594585	483681	22094986	33712790	611232	9676467	
12647	26207	0	1722	39059	0	48731	0	0	10506	0	90228	0	5666		14780	28596	5158	47009	84562	0	0	864	10506	2832	5383	10754	5792	0	16137	1653	4168	7674	0	7149	13496	0	5821	0	false							
12656	2321	0	753	4293	0	6585	0	0	0	0	8896	0	1289		2760	1224	872	5832	7607	0	0	225	0	0	1081	2677	1367	226	3758	0	0	0	0	2591	0	0	0	0	true							
12937	11410	0	0	37585	0	52234	0	0	5097	0	112427	0	0		7168	32971	4523	52234	112427	0	0	3254	5097	5097	8473	11748	1655	228	20221	29850	11906	685	3500	14936	45941	0	41756	0	true							
12946	65875	17	100259	98096	0	282500	0	0	0	0	986129	0	329467		134144	354753	48692	182224	656662	0	0	21647	0	0	71636	135401	72697	18189	205601	110306	104794	48276	4202	163779	267578	0	214779	0	true	34892	37253	148942	95760	59168	6707	
13103	468191	0	30468	80735	0	197983	0	0	40166	0	1501795	0	370837		181544	657256	66488	167325	1129601	190	1357	23826	40166	15000	27619	102512	105521	32440	130131	22673	55157	21120	9305	86549	108255	0	77830	0	true	8791	75187	310217	109332	181956	152254	
13251	3316	0	2716	6966	0	13386	0	0	0	0	28142	0	1361		6620	17334	1231	10670	26781	0	0	0	0	0	1417	4893	932	0	6310	0	251	0	0	621	251	0	251	0	true							
13457	3432	0	674	4411	0	7635	0	0	0	0	9548	0	786		2112	1524	1103	6961	8762	0	0	0	0	0	504	2458	672	0	2962	0	958	0	0	1522	958	0	958	0	false							
14052	10069	0	1932	15409	0	22843	0	0	0	0	29862	0	3013		4842	10923	2405	20911	26849	0	0	812	0	0	1886	3946	1370	0	5832	289	263	1116	0	2361	1668	0	552	0	true							
14155	19868	0	1566	50008	0	94009	0	0	2171	0	95004	0	10281		14305	39799	5831	92443	84723	0	0	286	0	0	4886	12520	7944	2275	17406	2796	1453	1616	1848	13320	7712	0	4248	0	true							
14650	7574	0	4677	9714	0	16902	0	0	0	0	12800	0	163		3018	995	1072	12225	12637	0	0	246	0	0	2171	1320	368	0	3491	0	372	0	0	841	372	0	372	0	false							
14753	14855	0	878	14209	0	14209	0	0	0	0	25070	0	2138		6827	0	2988	13331	22932	0	0	653	0	0	2413	6293	735	12	8706	500	262	0	0	2626	762	0	762	0	false							
14865	78613	7	23183	192285	0	192285	0	0	0	0	163946	0	14831		22482	43175	11199	169095	149010	0	105	3102	0	0	18735	10692	7535	2535	25831	803	1293	565	0	17015	2661	0	2096	0	true							
14977	5543	0	0	6362	0	10890	0	0	0	0	30055	0	0		8210	1412	3330	10890	30055	0	0	1225	0	0	4782	9556	3324	345	14338	1370	3722	0	0	9798	5092	0	5092	0	false							
16551	44935	0	9021	58854	0	102291	0	0	7016	0	172920	0	13292		57540	43551	24285	92091	159628	1179	0	7553	7016	99	10576	25137	35397	2931	35713	1687	3299	4612	794	16502	10392	0	4986	0	true							
16748	17170	0	2906	21933	0	26969	0	0	0	0	44893	0	1406		11019	8675	3871	24063	43487	0	0	1406	0	0	2502	4654	8982	943	6932	368	817	783	0	6061	1968	0	1185	0	false							
17110	0	0	0	0	0	0	0	0	0	0	98607	0	6518		15040	0	6080	0	92089	0	0	3677	0	0	49435	0	0	0	49345	49172	0	0	0	34395	49172	0	49172	0	false							
17147	4435476	0	200413	303643	0	605524	0	0	512107	0	6935758	0	1199748		914733	1029472	155964	404425	5736010	686	0	31084	512107	310873	229482	519175	416675	79305	738198	49453	141649	32823	2249	329904	226174	0	191102	0	true	5216	48197	630150	271443	1815270	2369394	
17259	11624	0	2408	10362	0	17439	0	0	0	0	31317	0	3344		9590	1659	4682	15031	27973	0	0	1859	0	0	1746	8189	4505	627	9935	0	1041	1424	503	5477	2968	0	1041	0	false							
17950	59024	252	36973	76387	0	161430	0	0	55023	0	281311	261	49731		32109	127684	11423	124205	207445	0	23874	4822	32778	32778	9828	31235	10419	2929	41063	21266	16542	1624	760	22302	40192	22000	37808	0	true							
17978	56403	0	0	3051	0	29736	0	0	0	0	159836	0	913		50383	3695	33975	29736	146835	0	12088	14816	0	0	11759	36676	12174	17644	48435	14244	4325	0	2916	27870	21485	0	18569	0	true							
18050	76377	0	46492	190658	0	257304	0	0	0	0	237016	0	5095		44129	51158	10747	210812	231921	0	0	3077	0	0	19421	36373	18988	2065	55354	9170	13779	9174	512	32717	32635	0	22586	0	false							
18135	30623	0	0	89025	0	115554	0	0	23623	0	123901	0	0		11664	58448	3868	115554	123901	0	0	208	23623	23623	3876	7608	3954	1600	11327	5622	9094	3077	0	5373	17793	0	14716	0	true							
18827	266670	0	83891	321331	0	517762	0	0	156	0	527979	0	91117		71872	111092	22298	432064	436719	1807	143	4736	156	156	16274	37365	33691	15073	53638	3128	36733	6421	1533	30530	47815	0	39861	0	true	39580	48531	22741	60086	4335	239605	
18836	18187	0	1826	32075	0	41023	0	0	2555	0	90249	0	2625		35894	13051	13433	39197	87624	0	0	4684	2555	1135	16175	17889	13085	8906	28575	251	1617	529	559	20161	2956	0	1868	0	true							
18854	83059	0	29957	197892	0	229664	0	0	35032	0	412383	0	68714		30221	102069	3239	199707	305711	0	37958	1169	35032	35032	56948	73489	39467	1573	130437	19654	22052	13291	782	141255	55779	0	41706	37958	true							
19356	9177	0	5866	22051	0	38157	0	0	8099	0	39498	0	828		9834	5865	1549	32271	30571	20	8099	0	0	0	2690	5923	5105	552	7987	577	4252	5097	260	4436	10186	4002	4829	0	false							
19936	15263	0	30822	59690	0	154180	0	0	0	0	123860	0	11646		19158	59972	8860	123358	112214	0	0	4088	0	0	8364	17185	8720	5821	25530	1482	2029	3511	1512	20932	8534	0	3510	0	true							
19972	72679	0	0	0	0	0	0	0	0	0	72679	0	0		0	0	0	0	72679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	12630	0	1643	22052	0	31096	0	0	8712	0	53364	0	5890		23727	3642	7639	29453	47474	0	0	1084	8712	3156	4831	15230	11276	1056	18637	0	1830	2869	0	8666	4699	0	1830	1741	true							
20633	59213	0	22215	26247	0	119329	0	0	0	0	130545	0	873		27666	15009	11450	97109	129672	5	0	3558	0	0	6444	15887	20349	8742	22163	262	1886	2495	258	23756	4901	0	2147	3169	true							
20857	8949	0	8559	24871	0	52569	0	0	0	0	53173	0	9233		4588	34361	2330	44010	43940	0	0	0	0	0	3131	3529	1406	200	6660	1343	0	253	0	3678	1596	0	1343	0	true							
21256	1098	0	3235	2824	0	6707	0	0	0	0	3808	0	309		1102	556	1556	3472	3499	0	0	827	0	0	70	342	754	162	412	0	0	0	827	226	827	0	0	0	true							
21359	12781	0	2455	10207	0	17613	0	0	0	0	28852	0	1394		4066	9694	3728	15158	27458	0	0	0	0	0	1123	4445	605	204	5568	0	0	0	0	2311	0	0	0	0	true							
21658	21915	10	4521	21541	0	65349	0	0	1	0	81382	0	1471		32912	8234	16163	60818	79911	0	0	5195	1	1	16535	12586	12726	3261	29121	3782	712	562	1069	12196	6125	0	4494	0	true							
22048	22003	0	18595	90415	0	90415	0	0	16729	0	91582	0	13933		22457	0	6557	71820	77649	0	0	2872	16729	16729	22274	24771	10726	126	47045	5881	4298	1503	0	35440	11682	0	10179	0	true							
22543	17187	20	7829	32975	0	69486	0	0	0	0	52072	0	784		6846	23087	2975	61637	51288	0	0	1132	0	0	1989	3993	3000	1298	5982	0	1150	367	0	3434	1517	0	1150	0	true							
22552	14121	0	3968	15994	0	31761	0	0	5600	0	46841	0	3927		13556	3627	3526	27793	42914	0	0	567	5600	0	2926	2386	22219	16	5312	0	263	1283	0	13991	1546	0	263	498	true							
22730	147	0	14175	62038	0	92690	0	0	0	0	72892	0	5634		11447	55597	3364	78515	67258	0	0	681	0	0	3973	4798	4222	2094	8035	0	1186	876	0	3639	2062	0	1186	0	true							
22936	14218	0	2943	64612	0	85212	0	0	0	0	88559	0	1075		21047	33968	6632	82269	87484	0	0	1656	0	0	4968	14727	12969	30	19695	2779	2272	2628	0	11647	7679	0	5051	0	true							
23456	19435	0	9227	23909	0	84193	0	0	0	0	95989	0	12472		35356	12403	13452	74966	83517	0	0	4238	0	0	5892	17025	22458	7544	22917	2725	7076	1176	255	17563	11232	0	9801	0	true							
23504	1339343	0	48708	500077	0	561220	0	0	314213	0	2998903	0	462118		119774	1333341	17105	512512	2536785	0	0	5069	272697	272697	44045	140866	19302	5445	184911	13308	45571	15430	42252	89884	116561	288	58879	8267	true	58408	5404	393097	571134	420262	675169	
23643	14622	0	16049	36483	0	76594	0	0	0	0	95730	0	9714		28859	2327	7299	60545	85916	0	100	2387	0	0	11248	29031	15208	0	40279	733	14946	5423	2192	26628	23294	0	15679	0	false							
23755	57884	45	5857	45133	0	88110	0	0	0	0	94073	32	9795		11813	14266	6014	82208	84246	0	0	1524	0	0	3931	7497	4248	2097	11427	1005	0	3145	0	5960	4150	0	1005	0	false							
24006	473895	3	13175	132447	0	322462	0	0	60000	0	916997	0	25894		170360	49885	59186	309284	891103	0	0	14964	60000	30000	30352	130094	91430	85558	160446	4913	18719	14665	17486	167074	55783	0	23632	0	true	47966	86620	28569	21316	396326	40939	
24378	19422	0	0	7151	0	12397	0	0	0	0	41874	0	502		16156	35	6507	12397	41372	0	0	1569	0	0	2462	4473	8283	6900	5793	299	0	0	0	5962	299	0	299	0	false							
24453	16789	0	2822	78139	0	97557	0	0	12583	0	160809	0	11446		18226	107850	3974	94735	148366	0	997	2950	12583	5896	3739	10771	8176	3741	14510	7457	809	1477	0	8201	9743	0	8266	1242	true							
24659	23659	0	875	14005	0	23843	0	0	0	0	33932	0	1520		5893	711	3125	22808	32412	160	0	966	0	0	1597	4131	3249	0	5728	329	0	256	0	3084	585	0	329	0	true							
24668	254075	0	20259	58617	0	78101	0	0	0	245	1339076	0	151065		70159	651195	35928	56861	1181330	981	6436	21670	0	0	166579	43034	20570	2851	121673	124820	64550	11084	320	162873	200774	0	103357	0	false							
24949	47785	0	9556	94939	0	136374	0	0	0	0	200563	0	4342		66872	57656	13632	126573	196221	245	0	3020	0	0	18158	34461	36947	211	52557	1122	2840	1383	0	22905	5345	0	3962	0	true							
25357	12873	0	10189	51113	0	194285	0	0	20152	0	151101	324	7378		56661	30375	9091	184096	143399	0	0	3642	20152	20152	33049	49772	12297	4327	82821	1198	3078	3369	763	42784	8408	0	4276	0	true							
25647	11211	2	0	14193	0	16005	0	0	0	0	92424	0	33		18139	8021	5398	16003	68365	0	24026	2785	0	0	5026	20875	34250	6013	25901	562	2355	2820	1290	48025	7027	0	2917	24026	false							
26176	41754	0	737	24594	0	37675	0	0	22239	0	236408	0	18649		27572	35057	4711	36938	212725	0	5034	1869	22239	20356	32411	77742	30259	1225	110153	5704	7256	3994	1005	114065	17959	0	12960	11676	true							
26242	209843	1	47205	61717	0	123202	0	0	0	0	296302	0	6270		35950	20221	13425	75996	290032	0	0	3396	0	0	12871	38413	7321	381	51284	789	4004	2457	0	23036	7250	0	4793	0	true							
26457	2894	0	1582	4657	0	8400	0	0	0	0	18929	0	4366		3710	9214	478	6818	14318	0	245	0	0	0	1528	3404	1192	196	4932	0	501	0	0	2610	501	0	501	0	true							
26765	12395	0	11091	147813	0	207327	0	0	0	0	262028	0	13352		8777	177289	2497	195987	248676	249	0	1291	0	0	6604	17861	9156	2624	24465	7861	20413	6260	1565	27468	36099	0	28274	0	true							
27070	180590	0	1551	40505	0	40505	0	0	0	0	422174	0	6625		134255	0	59003	38954	414877	0	672	18047	0	0	71578	95328	44923	3110	155011	8210	12975	3381	2080	80684	26646	0	19359	0	false							
27548	232749	0	42123	71407	0	194948	0	0	103543	0	504868	0	42940		35092	174670	17000	143040	459453	9785	2475	356	103543	103543	15099	28501	25900	7606	43600	9740	5246	4844	513	42013	20343	0	14986	2237	true							
27614	67771	0	1895	87958	0	158399	0	0	0	0	172032	0	26504		36655	40639	19629	156504	145528	0	0	5587	0	0	8637	13993	20347	8346	19912	1750	5797	3692	1058	14669	12297	0	7547	0	true							
27847	52676	0	29221	98324	0	158510	0	0	4004	0	348940	0	37090		112114	35774	30189	129289	296750	0	15100	13101	0	0	36327	72650	98284	6211	108977	8484	22063	15913	558	101358	47018	4004	30547	15100	true							
28013	432692	0	159786	145835	0	243878	0	0	170835	0	2757752	0	139489		484549	1352591	91420	84092	2618263	0	0	36266	170835	81666	137409	382099	224791	78663	519508	15417	92395	37345	4350	338413	149507	0	107812	0	true	50286	33806	1199896	152695	431220	1472	
28152	26217	0	5039	29411	0	48242	0	0	801	0	78972	0	11144		18187	29409	7774	43203	67828	0	0	1569	0	0	2482	9180	10254	1174	11662	255	0	0	0	4904	255	801	255	0	true							
28255	37445	0	40566	85889	0	236436	0	0	0	0	119571	0	1251		12703	31404	2357	195526	118215	344	105	483	0	0	7388	17499	5110	1996	24887	7885	4210	5974	662	19289	18731	0	12095	0	false							
28406	213191	0	3288	89776	0	142461	0	0	368623	0	2002933	0	171075		437702	981483	44248	139173	1746742	0	85116	18675	368623	368623	206415	207490	215805	29219	413904	6821	60510	73396	8604	221226	149332	0	67331	82418	true	22826	36314	423339	558142	188108	25083	
28675	14055	0	10142	28327	0	29471	0	0	25391	0	79247	0	8072		37390	16230	4889	19329	71175	0	0	1146	23266	6037	4602	12394	16446	10360	16996	2741	1997	422	0	6412	5160	2125	4738	0	false							
28732	17970	0	2211	28627	0	35650	0	0	0	0	51730	0	7754		8128	16013	3610	33439	43976	0	0	1340	0	0	3641	7383	3681	108	11024	503	2000	431	0	6685	2934	0	2502	0	false							
29476	2484	0	0	5557	0	16563	0	0	0	0	55396	0	523		9753	1432	4013	16563	45877	0	8996	2366	0	0	2238	9176	20649	5303	11414	9000	1746	3116	252	27613	14114	0	9000	8996	true							
29636	79274	0	33174	63414	0	118888	0	0	0	0	648510	0	130324		81225	378220	30550	85714	518186	0	0	0	0	0	30300	72971	27015	6122	103271	36388	13742	2832	1646	55183	54608	0	50130	0	false							
29878	714849	0	0	33424	0	134631	0	0	0	0	1057474	0	0		177456	21326	82063	134631	1057474	0	0	24455	0	0	43874	159676	59707	19829	203550	5451	18011	8034	6718	105629	38214	0	23462	0	true	19407	90231	20341	985	704919	9930	
30052	2982	0	0	8355	0	10622	0	0	0	0	13671	0	0		1341	6691	142	10622	13671	0	0	0	0	0	537	1124	289	0	1661	0	2048	0	0	608	2048	0	2048	0	false							
30502	405084	14	16529	38530	0	84154	0	0	0	0	636899	0	95174		66035	122777	23114	65911	537007	1700	4718	5594	0	0	17127	35866	37393	7661	52918	852	7829	1865	445	32012	10991	0	8681	4472	true							
