"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37																		
242																		
279																		
354																		
457																		
505								49636	0		0	0	1605		0	218	47813	
1155																		
1351																		
1454								147747	4873		0	0	5096		0	1727	136051	
1557																		
1669																		
1829								8278	2084		0	0	1894		0	1887	2413	
1856																		
2040																		
2161																		
2376								9790	0		0	0	3049		0	6254	487	
2554																		
2732								71195	0		0	0	2749		0	14508	53938	
2750																		
3177								115514	324		0	0	8028		0	904	106258	
3252																		
3458																		
3720																		
3971								67025	397		0	0	4673		0	14025	47930	
4156																		
4231																		
4437																		
4839								22737	1353		0	0	2085		0	17465	1834	
5069								42306	101		0	0	194		0	1166	40845	
5135								41406	1854		0	0	4209		0	329	35014	
5210								46089	5521		0	0	7481		0	3885	29202	
5461								49249	5988		0	0	7785		0	5022	30454	
5751																		
6039																		
6141																		
6329								41824	20		0	0	8349		0	7227	26228	
7009								6853	91		2000	0	14		0	4723	25	
7045																		
7072																		
7157																		
7456																		
7634																		
8033																		
8462																		
8631																		
9357								52479	7542		0	0	266		0	1840	42831	
9553																		
9807								54609	5895		0	0	5126		0	12804	30784	
9955																		
10250								32701	3337		0	0	1553		10811	0	17000	
10849								32331	1		0	0	1641		0	10039	20650	
11145																		
11275								77447	6737		0	0	5293		0	2128	63289	
11640								27527	712		0	0	3881		0	11728	11206	
11837																		
12030								40708	0		0	0	4920		0	15404	20384	
12142																		
12179																		
12311	1059391	616894	0	2281	0	110409	329807	1059391	291099	2281			325795	110409			329807	
12647																		
12656								674	58		0	0	343		0	268	5	
12937																		
12946								22892	12938		0	0	8121		0	1816	17	
12955																		
13103								36394	0		0	0	3649		0	13049	19696	
13251																		
13457																		
14052																		
14155																		
14650																		
14753																		
14865								21286	2523		0	0	3050		0	8820	6893	
14977																		
16551								7518	8		0	0	2908		0	4602	0	
16748																		
16953																		
17110																		
17147								107249	0		0	0	50230		0	53544	3475	
17259								6523	0		0	0	808		0	5715	0	
17464								124831	17668		0	0	20214		0	9198	77751	
17950								12288	0		0	0	2499		0	7032	2757	
17978								7379	806		0	0	2763		0	3810	0	
18050								20628	3002		0	0	4019		0	2645	10962	
18135																		
18377																		
18827								91203	12741		0	0	11145		0	45150	22167	
18836																		
18854								75755	4224		0	0	2217		0	26858	42456	
19356																		
19730								177078	18303		0	0	17507		0	7060	134208	
19936																		
19972																		
20053																		
20512																		
20633								14101	2337		0	0	3750		0	7927	87	
20857																		
21256																		
21359																		
21630																		
21658																		
22048																		
22543																		
22552																		
22730																		
22936								37642	0		0	0	2004		0	682	34956	
23045																		
23456																		
23504								105878	39064		0	0	17961		0	8326	40527	
23643																		
23755																		
24006								66527	2549		0	0	4988		0	2654	56336	
24378																		
24453								53374	821		0	0	897		0	1810	49846	
24659																		
24668								39687	3481		0	0	3955		0	21598	10653	
24855																		
24949								112096	0		0	0	4882		0	8240	98974	
25357								6016	18		0	0	2822		0	1556	1620	
25647																		
26176								5434	310		0	0	785		0	1918	2421	
26242								9427	0		0	0	2922		0	3637	2868	
26457																		
26765								32514	2693		0	0	1689		0	20240	7892	
27070								28333	0		0	0	1536		0	21552	5245	
27548								15037	10		0	0	6088		0	5649	3290	
27614								11307	2350		0	0	2969		0	1484	4504	
27847								32424	243		0	0	2986		0	4883	24312	
28013								85779	0		0	0	11001		0	18572	56206	
28152																		
28255								23157	1181		0	0	1793		0	10212	9971	
28349																		
28406								14861	4525		0	0	4055		0	893	5388	
28675																		
28732																		
29476								712	0		0	0	412		0	300	0	
29636								21424	3293		0	0	7573		0	10558	0	
29878								39551	0		0	0	2815		0	9313	27423	
30052																		
30418								295968	0		0	0	1		0	25	295942	
30502								69638	5022		0	115	3510		0	1108	59883	
30650																		
30810								10036127	319716		19851	0	418		50290	408523	9237329	
30874								9589	2005		0	0	2545		0	181	4858	
31134																		
31255								27376	3436		0	0	1267		0	1071	21602	
31657																		
31826																		
31835																		
32234																		
32766																		
32971																		
33147								19026	531		0	0	3176		0	623	14696	
33259								75956	0		0	0	2020		0	5893	68043	
33268								2898	1022		0	0	1082		0	400	394	
33370																		
33839								8179	0		0	0	260		0	7919	0	
33857																		
34425								13663	0		0	0	2208		0	6278	5177	
34434								9313	2768		0	0	3185		0	2396	964	
34452																		
34537								100692	20749		0	0	36137		0	12815	30991	
34555																		
34742								16025	0		0	0	1674		0	9727	4624	
34836																		
35057								16563	0		0	0	858		3578	0	12127	
35301	71142893	252187	8476	27698706	0	571520	42612004	43194393	10869	0			0	571520			42612004	
35570								162521	49831		0	291	36981		0	17374	58044	
35646																		
35842																		
35879																		
36456																		
36933																		
37051																		
37341																		
37435								108079	4		0	0	14908		0	37458	55709	
37640								61072	0		0	0	8186		0	52299	587	
37659																		
37743																		
37949																		
38740																		
39327								94247	3394		0	0	5089		0	26408	59356	
39475								96238	39710		0	0	29430		0	9168	17930	
39756								39713	12972		0	0	2665		0	2243	21833	
40033																		
40350																		
40499								16180	5994		0	0	7470		0	2120	596	
40855																		
41245																		
41553																		
41629																		
41825																		
41937																		
41955																		
42037																		
42354																		
42372								19099	0		0	0	921		0	5228	12950	
42420								72224	26438		0	0	40955		0	1740	3091	
42448								19144	165		0	0	6824		0	166	11989	
42457																		
43052																		
43351								3347	0		0	0	391		0	2956	0	
43744																		
43856																		
43959																		
44040								7559	0		0	0	1339		0	2765	3455	
44433								23021	0		0	0	979		0	15412	6630	
44741								17254	2		0	0	2537		0	1058	13657	
44750																		
44929																		
45038																		
45047																		
45056																		
45430																		
45458																		
45551								15860	0		0	0	3222		0	5138	7500	
45560								32077	11176		0	0	4004		0	4337	12560	
45775																		
46053																		
46941																		
47247																		
47256																		
47452																		
47500								5301	692		0	0	1132		0	2431	1046	
48057																		
48150																		
48374								14833	2575		0	0	6804		0	680	4774	
48440																		
49054																		
49148																		
49241								15443	141		0	0	5767		0	660	8875	
49344																		
49643																		
49652																		
49821								34268	6460		0	0	6240		0	1973	19595	
49858																		
49951																		
50144																		
50461																		
50546																		
50854																		
50872																		
50957																		
51253								22114	145		0	0	1856		0	20113	0	
51356																		
51459																		
51842																		
52719								2752844	0		0	25	0		392470	0	2360349	
52951																		
53033								328364	23252		0	725	5072		40384	8952	249979	
53051																		
53752																		
54049																		
54058								3202	1037		0	0	1180		0	985	0	
54375								38001	0		0	0	10870		0	26800	331	
54441																		
54656								11380	0		0	0	3401		0	6301	1678	
54973								176975	33274		0	0	59826		0	11204	72671	
55336								17742	2889		0	0	5654		0	768	8431	
55635																		
55653																		
55970								81286	1092		0	0	2140		0	4351	73703	
56258																		
56351								103146	11257		0	0	26307		0	2257	63325	
56427																		
56548								17909	1538		0	0	751		0	6464	9156	
56557								92152	40705		0	6110	4385		0	6725	34227	
56717								6914	3354		0	0	1720		0	1496	344	
57040																		
57228																		
57451								19744	0		0	0	2488		490	8541	8225	
58177																		
58207																		
58225																		
58243								87612	31941		0	1395	14558		0	7048	32670	
58355																		
58551																		
58636																		
58757																		
58971								444623	56808		0	0	17303		0	640	369872	
59316								11716	6537		0	0	3995		0	679	505	
59352								28325	1636		0	0	2548		0	11195	12946	
59370								17936	543		0	0	1544		0	2288	13561	
59754																		
60143	7271127	1097469	0	181197	0	44798	5947663	7123350	754926	33420			342543	44798			5947663	
60330								32681	12		0	0	7119		0	13960	11590	
60545																		
60554																		
60648																		
61122								63939	5925		0	0	6273		0	33622	18119	
61177																		
61355								9659	4295		0	0	3102		0	1929	333	
61476																		
61757																		
61832																		
61953																		
62044																		
62110																		
62147																		
62772								10603	2		0	0	2805		0	4788	3008	
63050																		
63069	1856229	384167	11535	3517	128875	64292	1263843	1856229	294126	15052			90041	193167			1263843	
63201																		
63573								9898	2028		0	0	535		0	5625	1710	
63733								29352	694		0	0	8760		0	16328	3570	
63742																		
63751																		
64150																		
64543								14846	0		0	0	4417		0	10348	81	
64552																		
64730																		
65205								93902	1151		0	0	1757		0	24540	66454	
65241																		
65513	242995	413	0	4649	121	7346	230466	242995	0	4649			413	7467			230466	
65559								35188	5165		0	0	3102		0	429	26492	
65746								35143	1		0	0	4485		0	30657	0	
65858								30455	11363		0	0	16039		0	592	2461	
66154																		
66275																		
66677																		
67142																		
67151								30058	3180		0	0	2093		0	22429	2356	
67209								25536	1958		0	0	1811		496	11189	10082	
67254																		
67311								406674	164359		0	879	147868		759	38619	54190	
67656								20815	2532		0	0	2892		0	4093	11298	
67870																		
68345																		
68448																		
68671																		
68756								9115	2759		0	0	3523		0	2314	519	
68831																		
68840																		
68859								56125	1827		0	0	3598		0	5455	45245	
68943																		
69333								26594	5950		0	0	7990		0	5417	7237	
69678								62144	50		0	0	3729		0	26178	32187	
70058																		
70218																		
70414								11068	0		0	0	2133		0	6809	2126	
70638																		
70955																		
71073																		
71318								18946	5339		0	0	2224		0	1789	9594	
71457								6959	0		0	0	1172		0	3346	2441	
71859																		
72258								33368	0		0	0	1864		0	343	31161	
72351																		
72454																		
72678								6551	14		0	0	1501		0	5036	0	
73116								12431	3462		0	0	2030		0	585	6354	
73152																		
73554																		
73956																		
74056																		
74140								18276	6119		0	0	7870		0	3734	553	
74159																		
74403								29392	3248		0	0	3719		0	936	21489	
74449																		
75053								28964	5		0	0	2168		0	1211	25580	
75259								30453	0		0	0	344		0	29578	531	
75446								8961	890		0	0	2489		0	4485	1097	
75455																		
75558								18462	1081		0	0	5326		0	7254	4801	
75633	23941348	1055622	0	1646956	0	27354	21211416	23941348	761023	1646956			294599	27354			21211416	
75651																		
76153																		
76443																		
76854																		
77150																		
77253																		
77422																		
77851								34002	6070		0	0	3734		0	14528	9670	
78157																		
78241																		
78559																		
78858								71990	4197		0	0	1196		0	559	66038	
79042																		
79127																		
79145																		
79257																		
79855																		
80020																		
80150								15566	0		0	0	1947		12979	0	640	
80374																		
80431																		
80552																		
80936																		
81175																		
81429																		
82033																		
82257																		
82350																		
82659																		
83151																		
83236																		
83375								18769	9902		0	0	3388		0	258	5221	
83638	161912	20187	0	512	0	36846	104367	161912	14042	512			6145	36846			104367	
83834																		
83852																		
83955																		
84046																		
84251																		
84541								41344	0		0	0	8498		0	13927	18919	
84804																		
85052																		
85258																		
85454																		
85472								52135	15554		0	0	8274		0	10042	18265	
85931																		
86349																		
86358																		
86554																		
86675								59392	43		0	0	1898		0	8887	48564	
87047																		
87159																		
87177																		
87234								16793	0		0	0	2417		0	1782	12594	
87476																		
87579								25452	0		0	0	2478		0	12902	10072	
88231								35336	1548		0	0	2831		0	5624	25333	
88240								1503	0		0	0	340		0	1163	0	
88259																		
88352																		
88455								10959	1353		0	0	2688		0	912	6006	
88530																		
88772								20802	0		0	0	2318		0	13848	4636	
88950																		
89032																		
89135																		
89751								11510	5533		0	0	4160		0	1278	539	
89854																		
89957																		
90047																		
90177																		
90328								7243	0		0	0	3893		1406	0	1944	
90337								44405	42		0	0	7264		0	4388	32711	
90579								30759	1447		0	0	2551		0	112	26649	
90645																		
91101								41825	8480		0	0	5361		0	11825	16159	
91156																		
91615																		
91651																		
91754								12816	0		0	0	1059		0	7608	4149	
91950																		
92144																		
92676								12522	3557		0	0	1270		0	2720	4975	
92706																		
92902																		
93244																		
93543																		
93619																		
93758																		
94139								19802	1819		0	0	11880		0	4238	1865	
94456																		
