"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
37	0	0	0	0	0	0	5	0				0	12	0		2							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	3	5	2	
242	0	0	0	0	0	0	14	0				0	40	0		0				0		0	0	0	40	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	14	
279	0	0	0	0	0	0	6	0				6	13	0		11							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	0	0	
354	0	0	0	0	0	0	19	10				1	0	0		0				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	6	0	2	
457	0	69	0	0	0	0	75	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	0	6	
505	0	0	0	0	0	0	3	0				2	31	0		3				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				6	0	22	0	
1155	0	0	0	0	0	0	17	3				3	15	0		10							0	0	0	0			1	0	1	0	0	0			0	0	0	0	0	4	0	0				0	0	4	6	
1351	0	0	0	0	0	0	29	10				2	178	35		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				97	9	46	8	
1454	0	0	0	0	0	0	14	2				9	414	377		22				0		2	0	0	0	0			0	0	1	0	14	0			0	0	0	0	0	0	0	0				0	1	1	1	
1669	0	0	0	0	0	0	20	0				1	189	5		0							0	0	0	0			0	0	1	0	32	0			0	0	0	0	0	0	0	0				55	8	97	10	
1856	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2161	0	0	0	0	0	0	7	3				2	18	1		11				2		0	0	0	0	0			1	0	0	0	4	0			0	0	0	0	0	0	0	0				1	0	0	2	
2732	0	0	0	0	0	0	7	7				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2750	0	0	0	0	0	0	5	0				3	292	0		292				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	1	
3252	8	8	0	0	0	0	163	32				11	550	49		212				212		11	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				24	32	257	79	
3458	0	0	0	0	0	0	10	0				0	149	133		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	9	7	1	
3720	0	0	0	0	0	0	9	0				0	17	0		1				0		0	0	0	0	0			0	0	0	9	0	0			0	0	0	0	0	0	0	0				0	0	16	0	
3971	0	0	0	0	105	12	80	29				0	145	0		0				0		0	0	0	0	2			0	0	3	1	20	0			0	30	0	0	0	0	0	0				0	0	20	3	
4156	0	0	0	0	0	0	30	22				0	0	0		0				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
4231	0	0	0	0	0	0	6	0				0	26	0		0							0	0	0	0			0	0	0	0	17	0			0	0	0	0	0	0	0	0				0	1	9	5	
5069	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	7	0	0	0	0	0	11	1				1	1703	12		1614				1614		1	0	0	0	0			4	0	3	0	1	0			0	0	8	0	15	0	0	0				10	1	32	5	
5210	0	0	0	0	0	0	92	64				11	2124	1990		44				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	6				0	0	90	10	
5461	0	0	0	0	0	0	113	1				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	99	0	0	0	0	0	5				0	0	3	8	
