"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							19573	5239	65522	0	0	3928	5	14684	332878	280841	285	281126	0	3173	0	0	51752	800	332878	0	0	49063	0	0	800	0	70373	210468			0	197534	194361	1089	0	0	0	0	51752	0	29566	
1856																																							14321	548	33928	0	98	433	0	2736	91574	47278	105	79683	0	282	32300	0	11890	500	91573	0	0	213	0	0	13732	0	3457	43821			-3000	35965	35683	445	3827	0	0	0	11890	0	0	
2161																																							43549	6600	8764	0	0	8050	76	6821	266600	194474	4183	243997	0	1993	45340	0	22603	1000	266600	0	0	15423	0	0	6208	0	53685	140789			-254	167561	165568	226	27172	0	0	0	22603	0	0	
2732																																							198695	14962	45269	0	1112	3112	0	3078	686145	580080	3367	583447	0	5040	0	0	102698	0	686145	0	0	96255	0	0	5789	0	151777	428303			0	424957	419917	654	0	0	0	0	102698	0	0	
2750																																							1502	688	7858	0	0	244	0	2939	64183	55173	452	56575	0	426	950	0	7608	113	64183	0	0	506	0	0	6900	0	5277	49896			0	44969	44543	89	1474	0	0	0	7608	4935	0	
3252																																							4331	7545	104194	0	0	455	241	4930	237107	202020	321	207441	0	4529	5100	0	29666	200	237107	0	0	28211	0	0	300	0	37504	164516			0	106940	102411	955	13000	0	0	0	29666	0	0	
3458																																							2476	2015	6614	0	0	1535	0	1714	63666	53113	275	58239	0	546	4351	0	5428	100	63667	0	0	4161	0	0	1101	0	6731	46382			0	44581	44035	66	1000	0	0	500	5428	0	4277	
3720																																							56325	5754	76335	0	0	3518	609	11062	311894	263231	2214	270085	0	1713	0	0	41809	2400	311894	0	0	22165	0	0	18600	616	67661	195570			-3200	157588	155875	1844	0	0	0	4640	41809	0	1800	
3971																																							63326	5656	53365	1327	7848	6788	698	27647	840765	628013	10885	733760	0	6666	94862	0	107005	2	840765	0	0	5586	0	0	100923	0	166450	461563			0	679372	672706	494	379	0	0	0	107005	1025	0	
4156																																							9287	7155	37528	0	1783	6240	22	8465	264210	217706	763	238472	0	2557	12500	0	25738	1200	264210	0	0	16768	0	0	6657	254	56132	161574			0	173746	171189	1113	22180	0	0	7503	25738	107	0	
4231																																							32282	3576	46521	0	0	972	878	675	130312	110451	679	111130	0	761	0	0	19182	500	130312	0	0	5522	0	0	12100	0	33780	76672			0	46169	45408	1060	0	0	0	0	19182		0	
5069																																							115127	582	15246	0	0	37271	0	6599	412451	209887	8551	218438	0	7158	0	0	194013	4500	412451	0	0	183710	0	0	4129	0	53413	156474			0	243758	236600	1674	0	0	0	0	194013	1026	0	
5135																																							42664	10945	80922	0	1042	6800	2733	17228	545033	429567	2855	463792	0	4835	31370	0	81241	651	545033	0	0	56162	0	0	24391	0	82250	347317			0	387534	382699	37	0	0	0	0	81241	0	0	
5210																																							278490	21163	313671	1911	40028	35176	680	91698	2489219	2123351	17006	2238086	0	19200	45008	0	251133	4798	2489219	0	0	139841	0	0	108340	10043	87318	2036033			0	1700883	1681683	-1846	0	0	0	52721	251133	1070	13606	
5461																																							13727	17085	170098	0	85	12708	0	16720	755920	662739	6680	679419	0	6505	10000	0	76501	2059	755920	0	0	65433	0	0	4241	0	292006	370733			0	532002	525497	4768	0	0	0	0	76501	0	0	
5751																																							6903	3988	54234	0	1150	2257	43	6272	229826	188255	1868	190123	0	2421	0	0	39703	600	229826	0	0	29019	0	0	8752	119	34706	153549			0	157133	154712	1332	0	0	0	0	39703	148	0	
6039																																							34252	5041	28156	768	0	6562	340	3817	340617	304864	2492	307356	0	3827	0	0	33261	469	340617	0	0	1947	0	0	30568	0	200302	104562			0	240508	236681	277	25000	0	0	0	33261	0	0	
6329																																							151855	26702	55248	0	0	29471	684	27227	1158039	1049025	12390	1066415	0	15817	5000	0	91624	2600	1158039	0	0	50993	0	0	37400	6765	336131	712894			0	875902	860085	631	2	0	0	0	91624	0	0	
7009																																							252146	538	295209	0	0	2391	0	9823	945036	841730	9741	851471	0	0	0	0	93565	500	945036	0	0	90944	0	0	552	0	210230	631500			0	374080	374080	1569	0	0	0	0	93565	10849	0	
7045																																							7611	7713	132801	0	0	1861	0	2546	238715	210475	1732	212207	0	1081	0	0	26508	100	238715	0	0	20992	0	0	2325	0	32163	178312			0	87264	86183	3091	0	0	0	0	26508		0	
7072																																							625	5848	17102	0	5452	10619	0	16895	351483	290762	4571	311855	0	2848	16522	0	39628	0	351483	0	0	35503	0	0	4060	10547	53968	236794			0	258848	256000	65	7833	0	0	0	39628	0	20562	
7456																																							2981	2330	25041	0	0	839	0	3779	108493	97870	301	98171	0	885	0	0	10322	400	108493	0	0	2911	0	0	6600	0	20678	77192			0	71925	71040	411	2483	0	0	0	10322	0	0	
7634																																							10182	907	11707	0	0	459	220	742	77661	66246	248	66494	0	1216	0	0	11167	200	77661	0	0	2563	0	0	8060	0	14243	52003			0	54660	53444	344	0	0	0	0	11167	0	0	
8033																																							33192	3202	3639	0	0	6019	258	6328	344216	281030	4572	297738	0	1705	12136	0	46478	774	344216	0	0	38410	0	0	7226	0	75398	205632			0	283983	282278	68	9300	0	0	0	46478		0	
8462																																							5902	11428	94690	0	0	323	0	771	178076	149352	256	149608	0	1887	0	0	28468	350	178076	0	0	25361	0	0	350	0	70315	79037			0	61769	59882	2407	5080	0	0	0	28468	0	0	
8631																																							11048	2104	5166	0	0	3243	0	3262	65613	57496	780	58276	0	410	0	0	7337	500	65613	0	0	5969	0	0	800	0	20107	37389			0	38388	37978	68	2812	0	0	0	7337	0	0	
9357																																							44337	5162	42707	887	33366	1278	0	4998	971866	718650	5899	870178	0	4792	114629	0	101689	500	971867	0	0	44086	0	0	56160	0	207433	511217			0	842564	837772	943	350	0	31000	0	101689	1009	0	
9553																																							3121	2059	36767	0	0	869	0	9939	202284	122864	1383	182884	0	1211	58597	0	19400	400	202284	0	0	16614	0	0	1700	0	19134	103730			0	120925	119714	686	0	0	40	0	19400		29815	
9807																																							321270	17712	364122	29	0	22924	13339	147637	2546314	2127481	14756	2177469	0	31585	0	0	368845	20000	2546314	0	0	231380	0	0	112272	0	169486	1957995			0	1689573	1657988	5193	0	0	0	35232	368845	1293	0	
9955																																							27058	1222	50813	0	0	3507	0	4073	179423	131195	361	155522	0	1844	23966	0	23901	110	179423	0	0	19915	0	0	3023	0	32791	98404			0	94594	92750	853	0	0	0	0	23901	0	0	
10250																																							30983	9055	147195	0	0	9049	0	4285	565333	514116	2571	516687	0	4751	0	0	48646	1500	565333	0	0	10232	0	0	32000	368	159647	354469			0	369149	364398	4914	0	0	0	0	48646		0	
10849																																							15026	1542	71644	0	694	6252	618	3085	258376	228716	554	229270	0	2031	0	0	29106	16	258376	0	0	11823	0	0	15375	0	35635	193080			0	161546	159515	1892	0	0	0	0	29106	0	0	
11145																																							62406	16086	25724	85	450	5709	346	9786	347424	290948	2705	319048	0	2650	25395	0	28376	1000	347424	0	0	14184	0	0	13000	0	69042	221906			0	229482	226832	192	0	0	0	0	28376		0	
11640																																							4204	8163	111680	0	0	3854	0	19329	362343	308679	3255	311934	0	3199	0	0	50409	650	362343	0	0	5559	0	0	41845	0	79160	229519			0	218312	215113	2355	0	0	0	0	50409	0	0	
11837																																							738	837	56332	0	0	1272	620	1051	112958	95086	389	96222	0	826	0	0	16736	314	112958	0	0	3279	0	0	11686	0	12227	82859			0	52934	52108	1457	0	0	747	0	16736		0	
12030																																							38099	26596	32916	0	0	3556	2130	14545	453964	381004	3860	384864	0	11803	0	0	69100	300	453964	0	0	68402	0	0	300	0	139810	241194			0	339814	328011	98	6948	0	0	0	69100		1163	
12142																																							10283	9055	83689	0	0	5025	499	8913	262917	231229	4511	235740	0	1655	0	0	27177	1250	262917	0	0	10076	0	0	16650	0	86948	144281			0	142914	141259	-799	4075	0	0	0	27177	0	119	
12311	5506506	818327	14803897	0	2358145	953117	5544	4534266	120113536	1952862	107580089	383568	1796029	4151002	407090	12149879	39999	120113536	1078063	258521	1878718	903064	780000	9162059	1302751		0	81087389	79291360	289103	0	190675	12533447	1579	8556917	0												100619939										0	0						32928677	67691262							0		0					
12647																																							36848	3632	0	0	699	3998	0	2972	184116	161207	256	165463	0	1073	4000	0	18653	250	184116	0	0	1347	0	0	17056	1085	53235	107972			0	115496	114423	0	0	0	0	0	18653		20459	
12656																																							3024	1310	0	0	0	162	18	205	19092	17029	51	17080	0	190	0	0	2012	72	19092	0	0	1552	0	0	388	0	5578	11451			0	11776	11586	0	0	0	0	0	2012	72	2715	
12946																																							51918	24805	248303	31	19308	31713	814	40334	1797327	1500320	18379	1612401	0	20864	93702	0	184926	1	1797327	0	0	113203	12973	0	68103	14893	261822	1238498			0	1369297	1348433	3619	0	0	0	0	184926	3802	0	
13103																																							110401	24614	260279	1424	30678	21709	774	53205	2745813	2288667	57068	2432559	17294	18198	85072	0	295961	500	2745814	0	0	270365	0	0	34019	1114	449110	1839557			0	2104439	2086241	-8923	0	0	0	1752	313255	155374	0	
13251																																							13252	2623	2302	0	0	823	102	1367	53976	47438	341	47779	0	574	0	0	6197	25	53976	0	0	3676	0	0	2475	0	11542	35896			0	33918	33344	21	163	0	0	0	6197		0	
13457																																							6646	427	5521	0	0	6	0	1176	25039	18397	208	18605	0	96	0	0	6434	50	25039	0	0	494	0	0	5852	0	4908	13489			0	11359	11263	38	0	0	0	0	6434		0	
14155																																							14981	4783	14228	0	0	7262	84	7908	257860	224862	1397	230759	0	3457	4500	0	27101	176	257860	0	0	26290	0	0	160	1086	34994	189869			0	210985	207528	475	0	0	0	0	27101		0	
14650																																							2210	1366	0	0	90	289	0	2118	45812	40166	397	40563	0	845	0	0	5249	200	45812	0	0	4749	0	0	300	0	12048	28118			0	34419	33574	0	1875	0	0	0	5249	0	4290	
14753																																							5880	3202	6434	0	0	97	0	803	52929	47068	240	47308	0	530	0	0	5621	300	52929	0	0	2988	0	977	1277	0	16594	30474			0	22238	21708	79	10877	0	0	0	5621	34	3894	
14865																																							116802	13543	12533	0	1450	9558	0	18806	692812	553032	3458	640265	0	5012	83775	0	52547	730	692812	0	0	36920	0	0	14869	0	150827	402205			0	523310	518298	28	0	0	0	0	52547		1822	
14977																																							7272	550	0	0	0	1594	0	943	51220	41106	127	41233	0	549	0	0	9987	0	51220	0	0	9987	0	0	0	0	8927	32179			0	40009	39460	0	1401	0	0	0	9987		0	
16551																																							44828	5209	39113	400	4828	10384	323	8264	378337	329081	1304	333385	0	3517	3000	0	44951	175	378336	0	0	23711	0	0	19825	869	88946	240135			0	248888	245371	1240	0	0	0	0	44951	0	18748	
16748																																							19115	1116	9309	0	246	2401	680	2798	88538	77402	903	78305	0	653	0	0	10233	400	88538	0	0	7001	0	0	2600	1405	26487	50915			0	44803	44150	232	0	0	0	0	10233	0	7318	
17110																																							23945	3946	0	0	0	1989	0	3745	176428	140118	6448	146566	0	279	0	0	29862	300	176428	0	0	22576	0	0	6986	0	0	140118			0	64156	63877	0	0	0	0	0	29862	78826	100	
17147																																							269307	164632	1820809	0	576361	129393	6942	517577	13715687	10939725	199850	11806829	0	126726	399522	0	1908858	10871	13715687	0	0	530486	1250	125	1298953	3183	2221179	8718546			0	9243833	9117107	68423	0	0	80000	187732	1908858	0	1109126	
17259																																							4838	927	8465	0	0	1658	0	2719	62278	54392	1853	56245	0	179	0	0	6032	769	62277	0	0	4192	0	0	769	0	12251	42141			0	33748	33569	302	9122	0	0	0	6032	0	980	
17950																																							17186	7478	292692	0	5799	9009	1429	8226	678663	601634	5075	606709	0	5285	0	0	71954	725	678663	0	0	30576	0	0	32837	1521	133610	468024			0	340608	335323	7816	0	0	0	0	71954		0	
17978																																							53100	2734	0	0	0	5855	1088	4872	307648	183440	716	184737	0	1440	581	0	122911	0	307648	0	0	122911	0	0	0	0	5921	177519			0	134694	133254	0	0	0	0	0	122911		106745	
18050																																							22661	7678	228443	0	0	9923	0	10535	684369	601694	4319	606013	0	6051	0	0	78356	1214	684369	0	0	62043	0	0	7671	1469	250742	350952			0	394588	388537	7428	0	0	0	0	78356	0	15123	
18827																																							122944	28239	102546	2870	10577	31051	164	55302	1693391	1454723	14797	1539520	0	11087	70000	0	153871	563	1693391	0	0	47435	0	0	104756	0	361712	1093011			0	1349730	1338643	1117	0	0	0	0	153871	1055	0	
18836																																							15432	2091	11548	0	0	4560	1672	6407	173150	149117	2236	154894	0	1480	3541	0	18256	180	173150	0	0	16236	0	0	1676	0	38336	110781			0	132920	131440	164	0	0	0	0	18256	0	0	
18854																																							75524	8578	0	0	623	9481	0	8467	972436	864065	4194	868259	0	11131	0	0	104177	40	972436	0	0	89939	0	0	14198	315	272008	592057			0	880579	869448	0	0	0	0	0	104177	0	0	
19356																																							307	1381	14202	0	800	1394	0	3894	91630	79279	563	81842	0	819	2000	0	9788	2025	91630	0	0	3854	0	0	3950	0	24762	54517			0	70239	69420	-41	232	0	0	0	9788		0	
19936																																							81635	3337	85497	0	0	4361	587	9098	382857	338958	1943	348488	0	4136	7587	0	34369	420	382857	0	0	19289	0	0	13580	0	74459	264499			0	197390	193254	1080	0	0	0	0	34369	0	5088	
19972																																							24701	11370	0	0	0	447	0	3883	110954	88277	1182	89459	0	400	0	0	21495	0	110954	0	0	21495	0	0	0	0	0	88277			0	44224	43824	0	0	0	0	0	21495	0	26729	
20053																																							12692	6719	10768	0	0	434	0	2515	133752	113189	490	117679	0	1440	4000	0	16073	150	133752	0	0	9675	0	0	6053	0	24669	88520			0	102064	100624	195	0	0	0	0	16073		0	
20633																																							25372	3634	42662	0	0	5879	9122	13130	322668	274359	3201	286564	0	3878	9004	0	36104	1106	322668	0	0	32194	0	0	2816	0	33428	240931			0	225689	221811	-12	270	0	0	0	36104	788	0	
20857																																							879	2627	54022	0	142	1079	0	2494	148662	120558	312	131804	0	1253	8334	0	16858	200	148662	0	0	593	0	0	13800	122	21274	99284			0	88550	87297	2265	0	0	2600	0	16858	0	0	
21256																																							2490	196	2577	0	0	163	0	424	10804	9532	8	9540	0	66	0	0	1264	105	10804	0	0	660	0	0	495	0	3175	6357			0	4702	4636	4	318	0	0	0	1264	0	0	
21359																																							12418	2605	7955	0	123	301	0	1226	61349	54702	182	54892	0	408	8	0	6457	550	61349	0	0	2349	0	0	3350	0	12817	41885			0	36889	36481	208	0	0	0	0	6457	0	240	
21658																																							13315	2763	38464	0	0	1962	78	4869	196474	169362	1479	176347	0	2088	5506	0	20127	100	196474	0	0	14622	0	0	4157	0	27016	142346			0	135728	133640	1248	364	0	0	0	20127	1019	0	
22048																																							2805	5330	32183	0	0	3776	119	8679	244196	208136	2200	220128	0	2248	9792	0	24068	1000	244196	0	0	16227	0	0	6525	0	44196	163940			0	193552	191304	316	0	0	0	0	24068	0	0	
22543																																							4820	1733	21060	0	2097	4267	208	3738	306749	258569	2778	281347	0	1645	20000	0	25402	602	306749	0	0	12927	0	0	11698	2815	92914	165655			0	212826	211181	175	53750	0	0	0	25402	1080	0	
22552																																							6708	10384	278	0	0	2491	200	2172	108830	89209	480	99489	0	1058	9800	0	9341	100	108830	0	0	2338	0	0	6900	0	20443	68766			0	85426	84368	3	2000	0	0	0	9341	0	229	
22730																																							1429	3013	106180	0	0	3155	0	4953	214342	184910	1741	192094	0	1395	344	0	22248	250	214342	0	0	18338	0	0	300	0	70524	114386			0	96869	95474	3360	138	0	0	5099	22248	0	0	
23456																																							2176	1215	69134	0	0	3078	0	2345	248483	217864	805	218981	0	2146	312	0	29502	126	248483	0	0	26169	0	0	1012	3120	33791	184073			0	158857	156711	2195	10465	0	0	0	29502	0	239	
23504																																							615575	94892	466081	0	109398	78983	0	250171	6322033	5370526	145698	5732577	119	43474	215000	0	589337	600	6322033	0	0	287392	0	0	310094	10000	2247761	3122765			0	4639473	4595999	-8749	0	0	0	1353	589456	0	100934	
23643																																							1362	1994	79825	0	0	1485	577	7075	234476	211225	297	211522	0	1062	0	0	22954	200	234476	0	0	19674	0	0	2300	620	46013	165212			0	134475	133413	780	8125	0	0	0	22954	0	0	
23755																																							34580	1647	66248	0	1281	5662	703	5208	275129	246790	1738	252528	0	1902	4000	0	22602	110	275130	0	0	16537	0	0	4615	0	65420	181370			0	161091	159189	1340	396	0	0	0	22602	215	0	
24006																																							152831	8005	31140	0	6315	21660	0	45352	1790028	1421949	18900	1566625	20	8672	117682	0	223383	0	1790028	8094	8094	135110	0	0	105390	0	184693	1237256			-10901	1216084	1207412	-6216	1352	0	0	0	223403	0	307867	
24378																																							7740	815	6060	0	0	1614	0	1169	67534	59974	219	60193	0	184	0	0	7341	0	67534	0	0	7315	0	0	0	0	8806	51168			0	46143	45959	26	2094	0	0	0	7341		2083	
24453																																							110824	5933	15546	0	2150	13842	0	4058	410764	369047	1620	370667	0	5391	0	0	40097	929	410764	0	0	8772	0	0	29977	4750	45945	323101			0	258133	252742	419	919	0	0	0	40097	0	0	
24659																																							28455	1664	0	0	2058	801	0	918	107553	97582	520	98102	0	601	0	0	9451	50	107553	0	0	1451	0	0	7950	0	26924	70658			0	57242	56641	0	8782	0	0	0	9451		8234	
24668																																							160947	27462	384229	0	974	18609	200	13466	1926125	1653996	6763	1664901	0	16344	0	0	261223	625	1926124	0	0	92128	0	0	156588	2905	324867	1329129			0	1333677	1317333	11882	0	0	0	4142	261223	0	0	
24949																																							97106	8928	38573	0	914	4616	123	16105	491470	405249	3720	442854	0	7133	33885	0	48616	1800	491470	0	0	12288	0	0	33223	3630	123353	281896			0	328122	320989	1305	486	0	0	0	48616	0	0	
25357																																							12760	7120	44536	0	2598	5316	922	9974	458864	411714	654	412368	0	4847	0	0	46496	1608	458864	0	0	7284	558	0	36907	0	68776	342938			0	369588	364741	697	1097	0	0	0	46496		9242	
25647																																							32363	4889	16694	0	0	6188	0	5004	360903	230091	5161	339322	0	2273	104070	0	21581	12	360903	0	0	-4078	0	0	25079	0	49231	180860			0	298038	295765	568	0	0	0	0	21581		0	
26176																																							68306	1411	10371	0	8	2714	0	11688	497028	329037	2230	446767	0	3215	115500	0	50261	1	497028	0	0	20926	84	0	30063	40653	48689	280348			-910	365008	361793	181	0	0	0	0	50261	0	0	
26457																																							5600	194	10114	0	0	128	0	309	38067	34479	75	34554	0	222	0	0	3513	100	38067	0	0	3156	0	0	250	0	6938	27541			0	21944	21722	7	0	0	0	0	3513	0	0	
26765																																							275577	23052	89736	0	11317	44310	3262	87326	2467881	2178493	6167	2184660	0	23921	0	0	283221	2360	2467881	0	0	5330	0	0	273632	510	931165	1247328			0	1955601	1931680	1899	0	0	0	0	283221	0	1111	
27070																																							46324	6794	153374	303	29776	10569	0	21074	834407	672977	5890	691867	0	4217	13000	0	142540	0	834407	0	0	139274	0	0	0	524	70847	602130			0	569567	565350	3266	319	0	0	0	142540	0	0	
27548																																							44591	16718	315232	0	15541	20095	1	26160	1121927	965478	9188	1003666	0	9943	29000	0	118260	250	1121926	0	0	53631	0	0	55853	11826	257548	707930			0	679177	669234	8526	0	0	0	0	118260	2529	0	
27614																																							8848	7012	213116	0	2906	8077	0	13024	508665	437816	3706	461522	0	1318	20000	0	47143	1515	508665	0	0	34828	0	0	6139	0	115556	322260			0	257000	255682	4661	0	0	0	0	47143		0	
27847																																							14895	9704	137860	0	0	10059	735	24108	686087	598967	3813	612851	0	6026	10071	0	73236	430	686087	0	0	59530	0	0	7982	0	136293	462674			0	494619	488593	5294	0	0	0	0	73236	0	133	
28013																																							332286	18273	1171430	0	42395	71580	0	241954	5596227	4176267	33116	4898142	109	38716	611891	0	697976	0	5596227	12800	1868	262920	0	0	439642	0	729672	3446595			-18993	3731617	3692901	14407	0	0	0	75000	698085	4502	8106	
28152																																							9582	7294	29536	0	0	1499	220	5968	172971	153869	2207	156925	0	1448	849	0	16046	105	172971	0	0	3717	0	0	11000	324	45919	107950			0	119996	118548	1224	0	0	0	0	16046	0	0	
28675																																							7045	932	92372	0	508	1886	0	2244	189734	138044	1001	169045	0	782	30000	0	20689	0	189734	0	0	19842	0	0	0	0	7972	130072			0	85509	84727	847	0	0	0	0	20689	20	0	
28732																																							20745	9648	8651	0	0	3218	0	2041	116959	101933	1289	103222	0	1052	0	0	13737	250	116959	0	0	12995	0	0	307	0	41489	60444			0	72683	71631	185	658	0	0	0	13737	0	367	
29476																																							356	969	2300	0	199	2063	171	3573	97778	82478	610	85741	0	1241	2653	0	12037	0	97778	0	0	5992	0	0	6068	0	6813	75665			-42	80626	79385	19	5400	0	0	0	12037		3362	
29636																																							42543	13710	582188	17	13687	25141	3413	41610	1373958	1051267	15584	1258829	0	4494	15000	0	115129	1	1373958	0	0	5307	0	0	106806	0	253763	797504			0	655633	651139	3015	0	0	0	176978	115129	510	0	
29878																																							166648	16850	39589	0	0	19415	4080	21873	2027347	1332546	26898	1371444	0	16590	12000	0	655903	0	2027347	0	0	656002	0	0	0	0	43436	1289110			0	1775482	1758892	-99	0	0	0	0	655903		0	
