"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					103	0	44262					0			0	20775	0	0	0									
242	0	0					242	0	11665					4297			0	6971	5	0	0									
279	0	0					1004	41447	7658					8481			14736	2986	1	0	0									
354	0	0					4	0	6138					0			0	544	0	0	0									
457	0	0					177	165	393					2000			163	393	0	0	0									
505	0	0					4216	0	71146					35500			0	34065	0	0	0									
1155	0	1534					1156	87	27217					0			0	8154	0	0	12055									
1351	0	0					0	81463	4928					0			47495	0	0	0	0									
1454	0	7987					1070	0	305594					0			0	99450	26	0	0									
1557	0	0					279	0	24995					1722			0	3636	0	0	0									
1669	0	6606					915	48827	73430					0			22627	0	0	0	0									
1829	0	0					1516	0	83156					5969			0	19847	1964	0	3378									
1856	0	0					1525	0	22757					30000			0	0	0	0	0									
2040	0	0					1546	0	60749					0			0	26903	0	0	6925									
2161	0	0					823	1	27674					0			0	14941	0	0	0									
2376	0	0					42770	41873	316516					862052			0	0	0	0	0									
2554	0	0					48	0	2704					0			0	1827	0	0	0									
2732	0	0					174	0	91164					0			0	68171	0	0	0									
2750	0	0					555	0	16314					6800			0	3811	3943	0	0									
3177	0	36					6320	8517	121974					113622			7883	0	20	0	0									
3252	0	0					324	712	67416					2500			712	17104	0	0	0									
3458	0	0					188	3026	12896					0			3026	0	0	0	7150									
3720	0	0					270	435	40684					0			435	9774	0	0	2496									
3971	0	0					1994	0	78176					5041			0	0	502	0	0									
4156	0	502					2044	0	49069					16000			0	24058	0	0	2203									
4231	0	0					0	0	44837					0			0	11649	0	0	0									
4437	0	0					765	0	88866					2598			0	20309	0	0	2575									
4839	0	0					1082	0	72184					19000			0	20170	0	0	8078									
5005	0	0					4167	38528	57281					36425			0	0	0	0	0									
5069	0	1258					0	0	34028					0			0	14267	5746	0	0									
5135	0	2300					1245	0	23498					22771			0	3316	0	0	0									
5210	0	0					4317	90314	140676					51000			0	42871	1053	0	51250									
5461	0	998					1988	0	127782					25600			0	61346	0	0	0									
5751	0	4400					625	0	60816					0			0	20109	0	0	0									
6039	0	0					101	0	10102					0			0	284	7	0	0									
6141	0	0					0	20149	0					0			11065	0	0	0	0									
6329	0	0					519	0	41226					0			0	6842	0	0	0									
7009	0	100688					0	0	490727					0			0	66789	9553	0	0									
7045	0	0					725	0	87015					0			0	34978	0	0	0									
7072	0	0					1250	5343	8652					6000			4180	1879	6512	0	0									
7157	0	1505					23	0	21096					0			0	13792	0	0	0									
7456	0	0					292	7434	10922					0			7434	0	0	0	0									
7634	0	0					71	6	6471					0			0	3491	0	0	0									
8033	0	0					1392	0	8250					15100			0	2290	0	0	0									
8462	0	0					21	0	87965					0			0	14709	0	0	0									
8631	0	0					125	0	13710					0			0	0	0	0	0									
9357	0	0					1891	0	41301					28400			0	0	994	0	0									
9553	0	0					2143	0	62599					41757			0	25136	12800	0	0									
9807	49972	20013					18005	320482	206308					240000			90052	151267	0	0	45841									
9955	0	0					1149	0	33386					4730			0	28118	0	0	0									
10250	0	0					876	0	61225					0			0	16970	0	0	0									
10849	0	1471					549	0	59527					0			0	1614	0	0	0									
10858	0	0					1452	0	100877					5000			0	1790	42	0	50407									
11145	0	0					1456	0	18415					13548			0	8910	0	0	0									
11275	0	0					6587	34527	35423					113010			29935	0	0	0	35877									
11640	0	0					2704	0	110911					20000			0	60412	0	0	0									
11837	0	0					440	0	59249					7000			0	7807	0	0	0									
12030	0	0					7005	3975	14371					0			3011	0	0	0	0									
12142	0	0					484	950	79015					0			941	25958	0	0	0									
12179	0	306					710	137	1487					1430			0	0	576	0	0									
12245	0	0					461	0	37077					6900			0	17290	0	0	0									
12311	0	51254	0	0	0	108131	316172	2172229	6453279	0	55954667	346495	50064975	1103939	82246	310235	9642	571334	14175	0	626944	234772	819677	1845569	2682399	0	1579481	0	316593	
12647	0	0					310	9928	0					0			8970	0	0	0	0									
12656	0	0					29	904	0					0			653	0	0	0	0									
12937	0	0					690	0	0					1981			0	0	0	0	0									
12946	0	0					1443	0	137647					1493			0	94262	1237	0	0									
12955	0	0					457	1225	4					2292			1225	0	0	0	0									
13103	0	0					11182	4903	296308					107720			4778	2082	124294	0	0									
13251	0	0					305	0	3368					0			0	3130	0	0	0									
13457	0	0					0	0	6534					0			0	5692	141	0	0									
14052	0	0					152	0	9151					1000			0	2913	0	0	0									
14155	0	0					799	0	5767					4400			0	3404	0	0	0									
14650	0	0					68	3703	23					0			2701	0	0	0	0									
14753	0	0					9	15062	5366					0			10696	4657	0	0	0									
14865	0	0					541	5097	14156					0			5097	2653	0	0	0									
14977	0	0					82	22	6734					1533			0	0	0	0	0									
16458	1028	1965					774	64703	60384					41			49321	19050	0	0	0									
16551	0	0					1878	9243	32304					12000			9243	20907	0	0	0									
16748	0	0					289	8350	6651					0			8350	0	0	0	0									
16944	0	1029					0	0	20195					0			0	11966	0	0	0									
16953	0	0					0	4455	10530					0			4455	0	0	0	0									
17110	100	0					219	100	19151					0			0	0	19151	0	0									
17147	0	0					32790	324399	582215					92819			115943	187094	0	0	161779									
17259	0	0					449	0	20002					3000			0	12817	0	0	0									
17464	0	0					10099	707	217221					50000			707	0	508	0	0									
17950	0	0					1020	92	153711					0			75	53676	0	0	0									
17978	79366	0					3955	156322	2223					14443			1416	0	0	0	0									
18050	0	0					474	16236	126967					190			16236	16620	0	0	0									
18135	0	0					1126	25474	58717					18600			2175	32151	0	0	19062									
18377	0	0					79	249	10041					0			249	0	0	0	0									
18827	0	0					819	0	66268					0			0	12149	11691	0	0									
18836	0	0					615	0	20105					2030			0	3019	0	0	0									
18854	0	0					734	0	3021					0			0	990	0	0	0									
19356	0	0					163	0	40104					1959			0	18424	0	0	0									
