"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37																		
242																		
279																		
354																		
457																		
505								12449	0		0	0	1200		0	255	10994	
1155																		
1351																		
1454								192002	5298		0	0	6879		0	71	179754	
1557																		
1669																		
1829								8071	2303		0	0	1866		0	1393	2509	
1856																		
2040																		
2161																		
2376								32350	0		0	0	3161		0	26373	2816	
2554																		
2732								36864	0		0	0	3129		0	11882	21853	
2750																		
3252																		
3458																		
3720																		
3971								50328	888		0	0	4410		0	21452	23578	
4156																		
4231																		
4839								9275	1064		0	0	1949		0	3318	2944	
5069								63344	495		0	0	152		0	1160	61537	
5135								74911	0		0	0	3616		0	310	70985	
5210								18931	6858		0	0	6921		0	3813	1339	
5461								45629	9357		0	0	8120		0	5799	22353	
5751																		
6039																		
6141																		
6329								56323	3		0	0	8505		0	19134	28681	
7009								356773	206		2000	0	15		0	6817	347735	
7045																		
7072																		
7157																		
7456																		
7634																		
8033																		
8462																		
8631																		
9357								9274	6875		0	0	259		0	938	1202	
9553																		
9807								49690	8475		0	0	5034		0	10445	25736	
9955																		
10250								18483	3648		0	0	1366		9659	0	3810	
10849								27142	86		0	0	1179		0	5549	20328	
11145																		
11640								14268	1202		0	0	3492		0	3330	6244	
11837																		
12030								55544	2		0	0	4063		0	21089	30390	
12142																		
12179																		
12311	1247148	1004058	0	3909	0	121619	117562	1247148	387240	3909			616818	121619			117562	
12647																		
12656								1897	47		0	0	346		0	1499	5	
12937																		
12946								33084	14049		0	0	6921		0	3886	8228	
12955																		
13103								19126	0		0	0	3241		0	15022	863	
13251																		
13457																		
14052																		
14155																		
14650																		
14753																		
14865								36602	3728		0	0	2659		0	17372	12843	
14977																		
16551								15822	0		0	0	2714		0	13108	0	
16748																		
17110																		
17147								146206	0		0	0	55570		0	84220	6416	
17259								7715	0		0	0	703		0	7012	0	
17464								72305	25753		0	0	24456		0	2781	19315	
17950								17277	0		0	0	2221		0	7081	7975	
17978								8327	1320		0	0	2568		0	4439	0	
18050								27551	5811		0	0	4427		0	2827	14486	
18135																		
18377																		
18827								99303	7236		0	0	9298		0	53267	29502	
18836																		
18854								103714	5306		0	0	2158		0	29472	66778	
19356																		
19730								116508	27490		0	0	16437		0	4649	67932	
19936																		
19972																		
20053																		
20633								5856	1935		0	0	2751		0	1054	116	
20857																		
21256																		
21359																		
21630																		
21658																		
22048																		
22543																		
22552																		
22730																		
22936								18995	0		0	0	2025		0	810	16160	
23456																		
23504								113840	76420		0	0	20924		0	6200	10296	
23643																		
23755																		
24006								42953	4983		0	0	4942		0	3320	29708	
24378																		
24453								52396	727		0	0	868		0	8160	42641	
24659																		
24668								27436	4786		0	0	3513		0	8351	10786	
24949								86324	0		0	0	3938		0	10422	71964	
25357								11636	1906		0	0	2721		0	3165	3844	
25647																		
26176								18430	760		0	0	697		0	10904	6069	
26242								23605	0		0	0	2725		0	5554	15326	
26457																		
26765								16193	3176		0	0	1686		0	6247	5084	
27070								13755	0		0	0	1708		0	11206	841	
27548								22974	14		0	0	10701		0	6360	5899	
27614								7593	1489		0	0	2811		0	541	2752	
27847								21921	264		0	0	3497		0	4043	14117	
28013								96289	0		0	0	11268		0	16989	68032	
28152																		
28255								19754	2954		0	0	3668		0	3631	9501	
28406								26350	8853		0	0	3702		0	2223	11572	
28675																		
28732																		
29476								835	0		0	0	635		0	200	0	
29636								70292	7741		0	0	6129		0	56422	0	
29878								96755	0		0	0	2376		0	20257	74122	
30052																		
30502								44854	5965		0	0	4035		0	2335	32519	
30650																		
30810								11840657	729135		26997	0	419		50513	403761	10629832	
31134																		
31255								26439	2974		0	0	1130		0	408	21927	
31657																		
31826																		
31835																		
32234																		
32766																		
32971																		
33147								65347	845		0	0	3929		0	473	60100	
33259								104531	0		0	0	1806		0	7618	95107	
33268								6712	1191		0	0	1057		0	1061	3403	
33370																		
33839								8187	0		0	0	236		0	7951	0	
33857								26152	591		0	0	2113		0	8278	15170	
34425								14976	0		0	0	1895		0	6249	6832	
34434								10821	3355		0	0	2562		0	4372	532	
34452																		
34537								109317	40342		0	0	39241		0	10511	19223	
34555																		
34742								12138	19		0	0	1915		0	9788	416	
35057								24035	0		0	0	928		4208	0	18899	
35301	71641394	283814	934	45646534	0	138053	25572059	25772027	61915	0			0	138053			25572059	
35570								165245	56694		0	324	32770		0	14045	61412	
35646																		
35879																		
36456																		
36933																		
37051																		
37341																		
37435								186185	1		0	0	16687		0	35131	134366	
37640								62494	0		0	0	11346		0	50923	225	
37659																		
37949																		
38740																		
39327								69427	4539		0	0	4465		0	29914	30509	
39756								28866	5584		0	0	2692		0	6801	13789	
40033																		
40350																		
40499								51612	10737		0	0	8376		0	290	32209	
40855																		
41245																		
41553																		
41629																		
41825																		
41937																		
41955																		
42037																		
42354																		
42372								30073	0		0	0	1072		0	4556	24445	
42420								112375	26538		0	0	55652		0	5912	24273	
42448								55280	769		0	0	6888		0	424	47199	
42457																		
43052																		
43351								4316	0		0	0	575		0	3741	0	
43856																		
43959																		
44040								17515	0		0	0	1550		0	3991	11974	
44433								4640	0		0	0	626		0	2230	1784	
44741								22603	0		0	0	3124		0	1809	17670	
44750																		
44929																		
45038																		
45047																		
45056																		
45430																		
45458																		
45551								22817	1		0	0	3605		0	17321	1890	
45560								106632	12449		0	0	3882		0	47188	43113	
45775																		
46053																		
46941																		
47247								38829	2		0	0	2258		0	36569	0	
47256																		
47452																		
47500								8738	1256		0	0	1123		0	5474	885	
48057																		
48150																		
48374								15208	4310		0	0	5050		0	817	5031	
48440																		
49054																		
49148																		
49241								15042	454		0	0	6288		0	1298	7002	
49344																		
49652																		
49858																		
49951																		
50144																		
50461																		
50872																		
50957																		
51253								36190	36		0	0	2356		0	33798	0	
51356																		
51459																		
51842																		
52719								3086913	0		0	294	0		387773	0	2698846	
52951																		
53033								339312	20676		0	0	9185		83079	7222	219150	
53051																		
53752																		
54049																		
54058								5174	3912		0	0	1068		0	194	0	
54441																		
54656								17812	0		0	0	4103		0	9405	4304	
54973								189211	59753		0	0	71052		0	6805	51601	
55336								16746	2552		0	0	5385		0	1711	7098	
55635																		
55653																		
55970								58495	3282		0	0	1950		0	4377	48886	
56258																		
56351								68726	14575		0	0	20328		0	10854	22969	
56548								11292	1470		0	0	801		0	8467	554	
56557								95915	39402		0	4657	5051		0	20296	26509	
56717								11965	5264		0	0	1759		0	1709	3233	
57040																		
57228																		
57451								17684	0		0	0	2304		245	8915	6220	
58177																		
58207																		
58225																		
58243								144726	40849		0	1142	15527		0	8322	78886	
58355																		
58551																		
58636																		
58757																		
58971								423414	78698		0	0	17862		0	871	325983	
59316								17174	5231		0	0	9005		0	1102	1836	
59352								22022	2061		0	0	2758		0	16424	779	
59370								24627	618		0	0	1243		0	3934	18832	
59754																		
60143	7309747	1316932	0	244137	0	2613	5746065	7096643	955210	31033			361722	2613			5746065	
60330								31055	0		0	0	6821		0	1452	22782	
60545																		
60554																		
60648																		
61122								63310	10022		0	0	5367		0	15085	32836	
61355								17077	11448		0	0	3450		0	1799	380	
61476																		
61757																		
61832																		
61953																		
62044																		
62110																		
62147																		
62772								21660	10		0	0	2517		0	5469	13664	
63050																		
63069	2590282	341899	2433	15031	142418	38747	2049754	2590282	230010	17464			111889	181165			2049754	
63201																		
63573								16641	1647		0	0	425		0	12630	1939	
63733								30754	392		0	0	5709		0	24653	0	
63742																		
63751																		
64150																		
64543								13665	0		0	0	3830		0	9826	9	
64552																		
64730																		
65205								77136	1204		0	0	1520		0	3033	71379	
65241																		
65513	188436	639	0	3987	0	5820	177990	188436	0	3987			639	5820			177990	
65559								37486	3149		0	0	2385		0	565	31387	
65746								22158	0		0	0	3502		0	12861	5795	
65858								37867	18438		0	0	17924		0	579	926	
66154																		
66275																		
66677																		
67142																		
67151								46042	4597		0	0	2006		245	34510	4684	
67209								17366	3570		0	0	2146		248	11259	143	
67254																		
67656								73519	3418		0	0	2696		0	18396	49009	
67870																		
68448																		
68671																		
68756								29381	3824		0	0	3086		0	2700	19771	
68831																		
68840																		
68859								63804	2360		0	0	3487		0	5508	52449	
69333								38050	8485		0	0	8456		0	16150	4959	
69678								104581	466		0	0	3280		0	80776	20059	
70058																		
70218																		
70414								14236	0		0	0	2113		0	8515	3608	
70638																		
70955																		
71073																		
71318								29951	7285		0	0	2832		0	2447	17387	
71457								12664	0		0	0	1184		0	3324	8156	
71859																		
72258								65834	0		0	0	1260		0	248	64326	
72351																		
72454																		
72678								5556	6		0	0	1743		0	3807	0	
73116								14684	3547		0	0	1984		0	564	8589	
73152																		
73554																		
73956																		
74056																		
74140								22870	8970		0	0	8226		0	3919	1755	
74403								18709	4472		0	0	3329		0	1322	9586	
74449																		
75053								10647	0		0	0	1689		0	2552	6406	
75259								56814	0		0	0	389		0	55553	872	
75446								11984	19		0	0	2709		0	9256	0	
75455																		
75558								36412	5238		0	0	4525		0	24147	2502	
75633	13156204	1505881	0	1886995	0	58033	9705295	13156204	1173747	1886995			332134	58033			9705295	
75651																		
76153																		
76443																		
76854																		
77150																		
77253																		
77422																		
77851								49639	18583		0	0	3922		0	17589	9545	
78157																		
78241																		
78559																		
79042																		
79127																		
79145																		
79257																		
79855																		
80020																		
80150								18435	0		0	0	1383		16090	0	962	
80374																		
80431																		
80552																		
80936																		
81175																		
81429																		
82033																		
82257																		
82350																		
82659																		
83151																		
83236																		
83375								34457	8500		0	0	3545		0	249	22163	
83638	135265	12075	0	2367	0	18790	102033	135265	8541	2367			3534	18790			102033	
83834																		
83852																		
83955																		
84046																		
84541								72850	0		0	0	7713		0	20154	44983	
84804																		
85052																		
85258																		
85454																		
85472								302379	42249		0	0	23019		0	17062	220049	
85931																		
86349																		
86358																		
86554																		
86675								92491	17		0	0	2305		0	7706	82463	
87047																		
87159																		
87177																		
87234								36445	0		0	0	2328		0	16404	17713	
87476																		
87579								18614	0		0	0	794		1138	12821	3861	
88231								42074	2241		0	0	2752		0	9058	28023	
88240								2704	0		0	0	377		0	2327	0	
88259																		
88352																		
88455								14409	5324		0	0	3004		0	755	5326	
88530																		
88772								29350	0		0	0	1706		0	14576	13068	
88950																		
89032																		
89135																		
89854																		
89957																		
90047																		
90177																		
90328								26609	2		0	0	5629		0	1710	19268	
90337								72150	1		0	0	5671		0	5584	60894	
90579								26878	2004		0	0	2601		0	3677	18596	
90645																		
91101								42761	12082		0	0	5772		0	14952	9955	
91615																		
91651																		
91754								16103	0		0	0	1143		0	7960	7000	
91950																		
92144																		
92676								19291	2807		0	0	1759		0	1045	13680	
92706																		
92902																		
93244																		
93543																		
93619																		
93758																		
94139								54558	3718		0	0	18190		0	7647	25003	
94522								54084	6896		0	0	3539		0	8583	35066	
94755																		
94858																		
95051																		
95659																		
95677																		
96553																		
97055																		
97279																		
97457																		
97804								15639	890		0	0	3012		0	9059	2678	
97943																		
98351																		
98463								81630	10471		0	0	5180		0	20536	45443	
98717																		
99143																		
99255																		
99376								435919	3573		0	0	1780		0	27309	403257	
99442								11249	0		0	0	2375		8710	164	0	
99536								67203	5255		0	0	5482		0	2869	53597	
99853																		
100236																		
100357								10237	5216		0	0	3619		0	606	796	
100562								305612	3593		0	0	35408		0	56751	209860	
