"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFDK675	RCFDL189	RCFDL194	RCFDL195	RCFDL196	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	RCONL189	RCONL190	RCONL194	RCONL195	RCONL196	RCONL197	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	AVG CNSL TOTAL ASSET CALENDAR QTR	AVG METHOD USED	AVG TANGIBLE EQT CALENDAR QTR	HOLDING LT UNSCD DEBE ISS OTHR INS I	BANKER'S BANK CERTIFICATION	BNKRS BNK DEDUCTIONS	BNKR BNK DEDUCTION LIMIT	CUSTODIAL BANK CERTIFICATION	CUST BANK DED	CUST BANK DED LIMIT	CRITICIZED CLASSIFIED SPECIAL	CRITICIZED CLASSIFIED SUBSTANDARD	CRITICIZED CLASSIFIED DOUBTFUL	CRITICIZED CLASSIFIED LOSS	SUBPRIME CNSMR LN	LEVERAGED LN AND SCTY	OREO RCV US GOVT GRNT INS PRV	CMRL IND LN GRNT INS US GOVT	CREDIT CARD LN GRNT INS US GOVT	OTHR LN GRNT INS US GOVT	AMT INST LARGE CNTRPTY EXP	TOT AMT INST 20 LARGE CNTRPTY EXP	NTRAD 1-4 FAM RES ML	LN RESTRUCTURED IN TDR THAT COMPLY	CNSLD TOT LIAB BEFORE EXCLUSIONS	CNSLD TOT ALLOW EXCLUSIONS	CNSLD  UNSEC MAT LE 1 YR	TOTAL FOR DEP INCLUDED IN B	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	AMT NONINT ACTS GT 250K DODD FRANK A	NBR NONINT ACT GT 250K DODD FRANK AC	AVG CNSL TOTAL ASSET CALENDAR QTR	AVG METHOD USED	AVG TANGIBLE EQT CALENDAR QTR	HOLDING LT UNSCD DEBE ISS OTHR INS I	BANKER'S BANK CERTIFICATION	BNKRS BNK DEDUCTIONS	BNKR BNK DEDUCTION LIMIT	CUSTODIAL BANK CERTIFICATION	CUST BANK DED	CUST BANK DED LIMIT	CRITICIZED CLASSIFIED SPECIAL	CRITICIZED CLASSIFIED SUBSTANDARD	CRITICIZED CLASSIFIED DOUBTFUL	CRITICIZED CLASSIFIED LOSS	SUBPRIME CNSMR LN	LEVERAGED LN AND SCTY	OREO RCV US GOVT GRNT INS PRV	CMRL IND LN GRNT INS US GOVT	CREDIT CARD LN GRNT INS US GOVT	OTHR LN GRNT INS US GOVT	AMT INST LARGE CNTRPTY EXP	TOT AMT INST 20 LARGE CNTRPTY EXP	NTRAD 1-4 FAM RES ML	CNST LND DEV OTHR UNFND CMT	CNST LND DEV OTHR GRNT US GOVT	NBRKD DEP GT 250K	CNST LND DEV OTHR FUND GRNT US GOVT	MFMLY RES NFRM NRES FUND GRNT US GOV	CE LN SCD 1ST LIEN FML FUND GRNT US 	CE LN JR LIEN OEND FUND GRNT US GOVT	LN RESTRUCTURED IN TDR THAT COMPLY	CNSL RECIPROCAL BRKR DEP	CNSLD TOT LIAB BEFORE EXCLUSIONS	CNSLD TOT ALLOW EXCLUSIONS	CNSLD  UNSEC MAT LE 1 YR	CNSLD EST UNINS DEP	PB/PSA FDIC CERTIFICATE NUMBER	
37																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4614	312	0	0	58309	5327	5409	11	68333	0	0	0	0	0	0	0	0	0	0	1160	3	86640	1	17468	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
242																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1770	134	0	0	24560	2675	4067	8	30397	0	0	0	0	0	0	0	0	0	0	963	2	39192	1	4546	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
279																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	12268	364	369	1	93628	7432	7523	20	113788	0	0	0	0	0	0	0	0	0	0	0	0	141013	1	24950	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
354																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	0	0	0	0	8187	716	1740	5	9927	0	0	0	0	0	0	0	0	0	0	603	2	10799	1	1052	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
457																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2415	110	0	0	26414	2447	6773	16	35602	0	0	0	0	0	0	0	0	0	0	653	2	41232	1	3890	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
505																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6567	410	259	1	199923	18795	128278	130	335027	0	0	0	0	0	0	0	0	0	611	10518	22	411520	1	32716	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1155																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	12945	606	868	3	143461	12088	31005	69	188279	0	0	0	0	0	0	0	0	0	0	2813	6	219458	1	17905	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1351																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	9515	275	653	1	70856	7964	65021	124	146045	0	0	0	0	0	0	0	0	0	0	1676	5	165181	1	20740	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1454																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	22512	1611	1870	6	342932	32544	200445	266	567759	0	0	0	0	0	0	0	0	0	0	80859	92	634143	1	59786	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1557																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1865	272	0	0	36953	2580	27267	38	66085	0	0	0	0	0	0	0	0	0	0	15136	16	73602	1	6248	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1669																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	11050	494	0	0	140182	12325	58932	51	210164	0	0	0	0	0	0	0	0	0	0	19030	17	256281	1	43360	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1829																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	18661	1530	3442	5	245222	22055	78435	127	345760	0	0	0	0	0	0	0	0	0	597	26525	45	400067	1	34423	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1856																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	0	0	0	0	68318	985	875	2	69193	0	0	0	0	0	0	0	0	0	0	0	0	115502	1	14882	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2040																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6488	424	0	0	124501	7788	44075	65	175065	0	0	0	0	0	0	0	0	0	18153	4536	8	198769	2	20487	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2161																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7211	291	254	1	75828	6490	37202	50	120495	0	0	0	0	0	0	0	0	0	0	4446	8	136361	1	14912	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2376																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						166000	0	69439	3626	2293	7	1018229	55179	298804	533	1388765	0	0	0	0	0	0	0	0	0	0	19954	38	2750356	1	417636	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2554																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	17	1	0	0	10826	779	288	1	11131	0	0	0	0	0	0	0	0	0	0	0	0	12739	2	913	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2732																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	14646	633	584	2	216352	9588	227472	233	459053	0	0	0	0	0	0	0	0	0	0	31695	52	546206	1	77486	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2750																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1788	120	0	0	31717	2014	13407	29	46912	0	0	0	0	0	0	0	0	0	0	1876	5	58481	1	5558	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3177																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						60701	0	46543	1655	5736	13	500986	45126	264292	273	817556	0	0	0	0	3622	0	0	0	0	0	18594	43	1050989	2	98729	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3252																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6008	257	266	1	71749	6658	66503	66	144526	0	0	0	0	0	0	0	0	0	5142	6366	17	167464	1	19932	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3458																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	674	24	0	0	21181	1947	7840	8	29695	0	0	0	0	0	0	0	0	0	0	0	0	38109	1	3402	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3720																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6268	289	592	2	119734	12589	49063	62	175657	0	0	0	0	0	0	0	0	0	0	3424	7	209529	1	29813	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3971																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	31853	1323	1299	4	455688	45309	61216	138	550056	0	0	0	0	0	0	0	0	0	0	16836	21	682872	1	90623	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4156																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5694	255	642	2	127528	9121	37074	57	170938	0	0	0	0	0	0	0	0	0	15158	7293	14	205207	1	19008	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4231																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	12284	249	6738	17	69494	6317	16777	27	105293	0	0	0	0	0	0	0	0	0	0	3091	9	119083	1	14604	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4437																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	10729	630	607	2	160672	13996	45690	73	217698	0	0	0	0	0	0	0	0	0	3247	6940	12	252431	1	26054	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4839																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	20874	468	1694	2	193507	25275	56725	93	272823	23	0	0	0	0	0	0	0	0	0	6607	13	333911	1	33908	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5005																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	17712	1012	517	2	196568	15812	33882	75	248679	0	0	0	0	0	0	0	0	0	0	9535	17	324504	1	25781	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5069																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	694	24	529	2	149764	1502	79974	134	230961	0	0	0	0	0	0	0	0	0	0	4251	7	394718	1	137690	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5135																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	17267	792	1085	4	205078	11887	81881	137	305311	0	0	0	0	0	0	0	0	0	0	24654	32	374728	1	42008	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5210																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						58526	0	57111	7346	1106	4	638870	10666	138369	222	835455	0	0	0	0	0	0	0	0	0	1546	26123	51	1022971	1	87531	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5461																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3311	153	1100	1	200712	12214	225132	271	430255	0	0	0	0	0	0	0	0	0	23940	58738	97	501438	1	45719	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5751																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7157	330	0	0	102635	5677	58365	76	168157	0	0	0	0	0	0	0	0	0	0	6394	13	201214	1	24285	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6039																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7246	494	264	1	54033	4466	16032	28	77575	0	0	0	0	0	0	0	0	0	0	9598	12	84314	1	8290	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6141																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1207	48	0	0	28801	2257	25746	33	55754	0	0	0	0	0	0	0	0	0	0	10040	10	59267	1	5242	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6329																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	12591	594	1119	3	319058	30009	85732	178	418500	0	0	0	0	0	0	0	0	0	0	16081	37	443920	1	33617	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7009																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	716	22	3655	4	152066	4974	610747	458	767185	0	0	0	0	0	0	0	0	0	0	97052	3	832438	1	58430	0	false			true	328305	106709	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7045																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5175	435	888	2	82967	9349	64758	44	153788	0	0	0	0	0	0	0	0	0	0	6400	9	172794	1	16335	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7072																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	19053	602	290	1	100134	7067	7084	20	126561	0	0	0	0	0	0	0	0	0	0	462	1	167185	2	30285	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7157																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3030	98	266	1	32012	2999	7641	12	42949	0	0	0	0	0	0	0	0	0	0	1519	2	47708	1	4537	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7456																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2572	342	0	0	41083	3745	19126	25	62781	0	0	0	0	0	0	0	0	0	0	4822	9	68097	1	5187	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7634																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4838	178	264	1	43124	2604	6244	13	54470	0	0	0	0	0	0	0	0	0	0	797	2	59521	2	6145	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8033																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6194	181	668	2	104330	5063	36647	54	147839	0	0	0	0	0	0	0	0	0	0	12362	14	184149	2	17710	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8462																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3736	169	661	2	60705	5241	85376	92	150478	0	0	0	0	0	0	0	0	0	0	25540	30	169908	1	15717	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8631																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2629	106	439	1	42983	3586	10502	20	56553	0	0	0	0	0	0	0	0	0	0	2914	7	62433	1	6697	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1133	59	0	0	101184	4113	223545	160	325862	0	0	0	0	0	0	0	0	0	0	58256	86	427269	1	47406	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9553																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7111	219	0	0	71514	4040	26865	61	105490	0	0	0	0	0	0	0	0	0	0	11874	26	150066	2	10192	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9807																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						269402	0	61276	2855	3817	12	1020585	43941	567069	621	1652747	0	0	0	0	0	0	0	0	0	0	106292	131	2180552	1	268503	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1842	171	0	0	69542	6011	32561	50	103945	0	0	0	0	0	0	0	0	0	0	6809	11	120553	1	13845	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
10250																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	42236	2105	3429	11	225646	27922	56113	116	327424	0	0	0	0	0	0	0	0	0	0	6170	13	354339	1	20192	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
10849																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	8565	358	258	1	172953	8657	49071	88	230847	0	0	0	0	0	0	0	0	0	0	10990	18	253840	1	27171	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									0						
10858																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6146	631	0	0	171769	19222	170731	198	348646	0	0	0	0	0	0	0	0	0	0	31928	57	420604	1	31093	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11145																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6936	361	1716	3	99529	13663	53302	65	161483	0	0	0	0	0	0	0	0	0	0	3630	9	188911	1	17048	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11275																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						157625	0	36879	1403	2546	7	774119	43530	285829	516	1099375	1	4760	0	0	0	0	0	0	0	149658	77378	117	1333157	1	132954	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF														0	
11640																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	14971	625	3493	11	146845	9617	152569	156	317878	0	0	0	0	0	0	0	0	0	0	42735	39	362532	1	34672	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11837																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3714	213	0	0	45124	3294	34965	22	83803	0	0	0	0	0	0	0	0	0	0	1604	4	102812	1	11183	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12030																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	20785	1179	634	2	191973	16671	52813	87	266205	0	0	0	0	0	0	0	0	0	0	26021	33	310301	1	41613	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12142																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7597	301	353	1	122141	10105	65644	112	195735	0	0	0	0	0	0	0	0	0	0	15877	29	211949	1	20552	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12179																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2451	153	273	1	24483	1720	2762	5	29970	0	0	0	0	0	0	0	0	0	0	0	0	39803	1	6922	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12245																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7518	314	0	0	78346	8975	19219	27	105083	0	0	0	0	0	0	0	0	0	3774	1301	4	126639	1	13358	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12311	51146502	555453	47724	0	0	35000	0	238679	148903	196880	55482529	1	5106653	0	false			true	3527931	117832	CONF	CONF	CONF	CONF	CONF	CONF	324	159199	0	0	CONF	CONF	CONF	12164				555453	22926095	0	922479	64481	11049	34	29439930	3326866	20217591	15524											542589	2835944	2910											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	620782	30772	473170	27396	53802	157151	5860								
12647																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5069	195	256	1	61399	3722	24260	30	90984	0	0	0	0	0	0	0	0	0	0	4544	9	103260	1	9486	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12656																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	756	40	0	0	15381	1425	293	1	16430	0	0	0	0	0	0	0	0	0	0	293	1	17879	1	1559	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12937																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4621	173	2014	3	76645	3410	89148	87	172428	0	0	0	0	0	0	0	0	0	0	8178	19	210788	1	29804	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12946																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	28771	895	3385	9	380013	26054	272676	271	684845	0	0	0	0	0	0	0	0	0	1462	54630	66	771846	2	73893	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5363	260	0	0	80440	7491	31510	56	117313	0	0	0	0	0	0	0	0	0	0	7699	12	130307	1	13488	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13103																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						179666	0	54334	2946	5851	14	565241	46472	417981	482	1043407	0	0	0	0	0	0	0	0	0	0	8072	18	1352943	1	175949	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13251																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2247	332	0	0	35916	2980	0	0	38163	0	0	0	0	0	0	0	0	0	0	0	0	42049	1	3906	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13457																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1279	71	0	0	14178	1360	3122	7	18579	0	0	0	0	0	0	0	0	0	0	0	0	24861	1	5981	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14052																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2639	98	287	1	40740	5509	6011	13	49677	0	0	0	0	0	0	0	0	0	0	1025	2	59987	1	6981	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14155																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5195	284	291	1	89613	9221	14912	23	110024	13	0	0	0	0	0	0	0	0	7526	1669	4	126148	1	14706	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14650																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1334	61	0	0	19379	2439	6200	6	26913	0	0	0	0	0	0	0	0	0	0	1898	2	29636	1	3029	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14753																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4015	142	0	0	29405	3231	8950	16	42370	0	0	0	0	0	0	0	0	0	0	4487	7	45206	1	2759	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14865																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	10786	566	252	1	187047	17470	64064	116	262148	0	0	0	0	0	0	0	0	0	12286	16648	26	293687	1	29572	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14977																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2652	113	0	0	29029	1573	6521	18	38202	0	0	0	0	0	0	0	0	0	0	0	0	47335	1	7837	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
16458																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	8814	580	2141	6	158392	14155	87585	124	256932	0	0	0	0	0	0	0	0	0	0	15767	28	287564	1	33461	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
16551																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	22721	1327	3366	11	139172	16496	31383	48	196642	0	0	0	0	0	0	0	0	0	0	6652	11	229532	1	21576	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
