"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
1669																																							13457	7478	689	64712	60279	0	2451	88	10163	239398	193970	708	195327	0	3258	0	649	0	44071	800	239398	0	0	40874	0	0	800	0	40374	153596			0	83339	80081	1597	0	0	0	0	44071	
1829																																							51170	5372	344	0	74803	0	3736	37	7010	407355	335558	1973	363916	0	4059	8144	23482	0	43439	390	407355	0	0	38329	0	0	3100	0	79529	256029			0	260798	256739	1620	0	0	0	2903	43439	
1856																																							53145	572	0	1033	34649	0	424	33	3498	144714	68707	282	122989	0	809	98	54000	0	21726	500	144715	0	0	3676	0	0	17782	0	2167	66540			0	52071	51262	-232	0	0	0	0	21726	
2040																																							5316	3225	0	0	42403	0	3163	314	6980	192905	147656	1171	172143	0	3800	0	20000	0	20762	480	192905	0	0	15547	0	0	4270	158	15769	131887			0	126346	122546	465	8800	0	0	3316	20762	
2161																																							6898	9089	0	1	43768	0	2345	98	4534	131855	116032	1797	117829	0	596	0	0	0	14026	1000	131855	0	0	10890	0	0	1356	0	20855	95177			0	59018	58422	780	6700	0	0	0	14026	
2376																																							1811	6982	0	34308	589041	0	15538	6079	119225	2567121	1374429	29465	2155532	65	28819	0	720291	0	411524	500	2567121	0	0	413843	1720	0	19997	0	57009	1317421			-28195	1821236	1792417	5379	0	0	31347	0	411589	
2554																																							3376	773	0	0	1892	0	97	0	152	12109	10311	21	10948	0	100	289	0	0	1162	50	12110	0	0	147	0	0	975	0	3188	7123			0	5630	5530	-10	0	0	616	0	1162	
2732																																							56162	15291	1112	0	82849	0	4782	2064	5290	523409	444750	1471	446221	0	6173	0	0	0	77188	0	523409	0	0	70237	0	0	5789	0	86576	358174			0	362032	355859	1162	0	0	0	0	77188	
2750																																							1597	448	0	0	15296	0	302	175	2873	59593	44704	216	54081	0	595	0	8305	0	5512	121	59593	0	0	961	0	0	4400	0	4177	40527			0	39497	38902	30	0	0	856	0	5512	
3252																																							735	4773	0	631	67136	0	771	174	3227	152928	122982	333	132815	0	1558	0	3500	0	20113	200	152928	0	0	18686	0	0	300	0	14475	108507			0	77039	75481	927	0	0	6000	0	20113	
3458																																							3905	2289	0	2480	7374	0	318	151	606	33286	25728	158	29956	0	309	0	700	0	3330	100	33286	0	0	2065	0	0	1101	0	3526	22202			0	15696	15387	64	776	0	0	3370	3330	
3720																																							23275	6370	0	3508	45614	0	5183	740	5941	205356	166737	1687	176514	0	1475	0	5506	0	28842	2400	205356	0	0	14622	0	0	10800	471	25752	140985			0	115729	114254	1020	0	0	0	2584	28842	
3953																																							3160	2881	0	0	4	0	2163	5502	1395	53095	51012	214	51492	0	2139	0	266	0	1603	500	53095	0	0	-2577	0	0	3680	1639	16039	34973			0	32575	30436	0	5915	0	0	0	1603	
4156																																							1058	3715	0	0	44590	0	7197	327	7780	203086	166852	522	182582	0	1908	1783	14000	0	20504	1200	203086	0	0	11862	0	0	6657	898	28401	138451			0	124586	122678	785	13060	0	0	1208	20504	
4231																																							0	13622	0	0	40220	0	934	2080	1228	128697	113363	567	113930	0	943	0	0	0	14767	500	128697	0	0	2050	0	0	12100	0	17599	95765			0	71556	70613	117	0	0	0	0	14767	
4437																																							9731	6463	0	380	92684	0	5390	1570	7665	264812	231422	907	237890	0	3091	0	3389	0	26922	963	264812	0	0	20712	0	0	3750	0	26576	204846			0	144020	140929	1497	0	0	0	2172	26922	
4839																																							302	6569	0	0	55605	118	5974	7955	4228	322757	265129	1639	290835	0	4687	0	19000	0	31923	1875	322758	0	0	16887	0	0	12929	0	34141	230988			0	234593	229906	232	12100	0	0	5067	31923	
5005																																							25938	3109	561	0	71974	0	6589	2649	15821	330830	257680	4587	315215	0	1593	2646	52948	0	15615	0	330830	0	0	-5992	0	0	19921	13081	32296	225384			0	188853	187260	1686	1202	0	0	0	15615	
5069																																							37205	2319	0	0	40404	0	18035	20598	6755	441819	314117	3524	317641	0	16750	0	0	0	124178	4500	441819	0	0	115046	0	0	4128	0	19767	294350			0	333253	316503	504	0	0	0	0	124178	
5135																																							73824	2838	0	0	27813	0	4890	280	11494	362765	300183	1178	323140	0	3678	1042	21779	0	39625	651	362765	0	0	19498	0	0	19349	0	44638	255544			0	244262	240584	127	0	0	0	0	39625	
5210																																							8200	14422	0	10032	208474	0	14410	4437	49561	988859	785010	5613	905585	0	15482	0	69000	0	83274	4798	988859	0	0	72450	0	0	5455	337	53906	731104			0	694468	678986	571	0	0	0	45962	83274	
5331																																							14610	19942	0	0	202908	0	12527	3250	10088	395776	235200	3323	363023	0	1862	0	50000	0	32753	2580	395776	0	0	17737	0	0	16610	0	53578	181622			0	134313	132451	-4174	0	0	0	74500	32753	
5461																																							17350	17542	65	0	78647	697	11621	1242	12056	469390	403631	2962	422193	0	4501	0	15600	0	47197	2059	469390	0	0	38564	0	0	4241	0	129609	274022			0	334671	330170	2333	0	0	0	0	47197	
5751																																							0	2943	0	0	52876	0	182	0	3982	124573	97224	637	97861	0	1067	0	0	0	26712	600	124573	0	0	23153	0	0	700	0	8173	89051			0	52231	51164	2259	13426	0	0	0	26712	
6039																																							23765	3488	0	0	3730	0	1393	2822	2641	89425	80415	302	80717	0	1146	0	0	0	8708	469	89425	0	0	2613	0	0	5600	0	22108	58307			0	52132	50986	26	600	0	0	0	8708	
6141																																							0	7563	0	16818	0	0	167	170	556	62682	57524	120	57644	0	402	0	0	0	5038	400	62682	0	0	638	0	0	4000	0	24082	33442			0	23560	23158	0	14250	0	0	0	5038	
6329																																							16236	18748	0	0	33142	0	15552	10479	15680	428492	394304	1687	395991	0	7346	0	0	0	32501	2600	428492	0	0	9391	0	0	20000	0	109670	284634			0	323512	316166	510	2489	0	0	0	32501	
6972																																							67891	11097	233	109611	101472	0	31788	1297	19748	780348	679983	11456	691439	0	15960	0	0	0	88909	2600	780348	0	0	7952	0	0	85600	0	170417	509566			0	453171	437211	-7243	0	0	0	0	88909	
7009																																							5351	368	0	0	423260	0	692	0	10663	721934	666594	4732	671326	0	0	0	0	0	50608	500	721934	5	0	47692	0	0	552	0	59381	607213			0	281595	281595	1864	0	0	0	0	50608	
7045																																							8487	1957	0	0	69966	0	1524	335	1866	155806	138822	949	139771	0	908	0	0	0	16035	100	155806	0	0	12728	0	0	2325	0	21180	117642			0	72579	71671	882	0	0	0	0	16035	
7157																																							0	672	0	0	18039	0	176	29	586	48779	44151	238	44389	0	370	0	0	0	4390	200	48779	0	0	3884	0	0	200	0	6586	37565			0	27073	26703	106	2574	0	0	0	4390	
7456																																							577	2656	0	5527	13836	0	566	0	1060	59978	53347	74	54942	0	382	0	0	0	5036	400	59978	0	0	907	0	0	3300	0	13889	39457			0	36138	35756	429	0	0	1521	0	5036	
7634																																							8812	623	0	10	6016	0	593	2403	757	62101	54638	94	56732	0	1185	0	2000	0	5369	200	62101	0	0	-2965	0	0	8060	0	5871	48767			0	44072	42887	74	0	0	0	0	5369	
8033																																							11610	2736	0	0	10789	0	2807	382	3788	165804	134567	1678	149619	0	914	0	13374	0	16185	774	165804	0	0	10824	0	0	4476	0	26268	108299			0	133281	132367	111	1325	0	0	0	16185	
8462																																							5037	23225	0	0	81129	0	396	0	999	153292	136942	148	137090	0	494	0	0	0	16202	350	153292	0	0	13728	0	0	350	0	45294	91648			0	37450	36956	1774	5550	0	0	0	16202	
8631																																							1524	4183	0	0	10043	0	1471	848	2642	58419	51521	394	51915	0	462	0	0	0	6504	500	58419	0	0	5211	0	0	800	0	17104	34417			0	34764	34302	-7	3406	0	0	0	6504	
9357																																							334	11254	2033	0	58199	0	700	0	6138	430149	271025	1905	359296	0	5585	26051	80800	0	70853	500	430149	0	0	15361	0	0	54660	161091	94583	176442			0	169850	164265	332	84	0	0	5566	70853	
9553																																							4675	4786	0	0	30123	0	1443	0	4573	122484	80545	1896	112969	0	791	0	19218	0	9515	400	122484	0	0	7739	0	0	1200	0	15998	64546			0	77675	76884	176	0	0	11310	0	9515	
9807																																							152726	17833	0	325083	168640	17	8760	146271	120913	2301019	1766226	13093	2108506	0	60617	0	285999	0	192513	20000	2301019	0	0	120255	900	0	112272	0	45931	1720295			0	1420493	1359876	-60014	0	0	0	43188	192513	
9955																																							12217	2654	205	0	30119	0	1499	0	2337	108894	92458	86	95756	0	1349	0	3212	0	13138	110	108894	0	0	9580	0	0	3023	0	18483	73975			0	61212	59863	425	0	0	0	0	13138	
10250																																							22696	7179	0	0	46860	0	11120	14246	13218	376526	349267	1042	350309	0	10822	0	0	0	26217	1500	376526	0	0	-4057	0	0	28200	0	55174	294093			0	272029	261207	574	0	0	0	0	26217	
10849																																							31705	3447	0	0	18412	0	3530	20466	6354	267652	232064	976	241325	0	2955	694	8285	0	26327	16	267652	0	0	10909	0	0	15375	0	44488	187576			0	175630	172675	27	10369	0	0	0	26327	
10858																																							23193	13995	0	0	77170	0	5984	211	5644	403650	312389	3893	368999	0	2598	2957	5210	0	34651	2500	403650	0	0	15844	0	0	14755	5064	61225	251164			0	272030	269432	1552	0	0	0	47507	34651	
11145																																							2225	3930	0	0	18579	110	5618	1928	6331	169378	141650	918	152021	0	1598	449	9453	0	17357	1000	169378	0	0	10931	0	0	5000	0	19366	122284			0	131206	129608	426	600	0	0	0	17357	
11640																																							11179	9756	0	0	101681	0	5348	396	13365	320654	265868	1633	287501	0	2849	0	20000	0	33153	650	320654	0	0	4702	0	0	25720	0	57957	207911			0	181778	178929	2081	0	0	0	0	33153	
11837																																							8643	1392	0	0	58731	0	730	3615	1985	104092	85008	401	92409	0	1076	0	7000	0	11683	314	104092	0	0	162	0	0	10686	0	5453	79554			0	30072	28996	521	0	0	0	0	11683	
12030																																							34138	5449	0	3577	2432	0	3046	5102	10137	313355	274123	1841	275964	0	10189	0	0	0	37391	300	313355	0	0	36776	0	0	300	0	54661	219462			0	257043	246854	15	2620	0	0	0	37391	
12142																																							6636	8317	0	550	53349	0	5973	133	3657	185048	155085	2344	164636	0	1755	0	0	0	20412	1250	185048	0	0	5396	0	0	13250	0	44184	110901			0	104238	102483	516	3950	0	0	7207	20412	
12245																																							42	2095	0	0	32395	0	1375	450	1321	116659	94220	732	102936	0	1371	0	6900	0	13723	1419	116659	0	0	8139	0	0	3581	0	14845	79375			0	79993	78622	584	359	0	1084	0	13723	
12311	543347	703500	317705	640551	7746564	0	556206	37818	3104958	54183383	719009	49512121	597540	944660	388920	1645314	1160044	4073722	39999	54183383	313970	252962	-1389409	379688	0	5586403	1618392		0	38776424	37831764	-163271	0	1430937	4671262	1105678	0	1105678				640551	7746564					54183383	43194577		49512121				1645314					313970	252962						4787298	38407279							0	0	3600	1430937		
12647																																							534	22961	0	5225	0	0	4039	1343	1245	105035	92595	208	95453	0	872	0	2650	0	9582	125	105035	0	0	1628	0	0	7829	270	16078	76517			0	70290	69418	0	0	0	0	0	9582	
12656																																							9	496	0	1005	0	0	186	116	267	16697	15234	55	15289	0	249	0	0	0	1408	72	16697	0	0	948	0	0	388	0	2884	12350			0	12894	12645	0	1973	0	0	0	1408	
12937																																							45615	2416	0	0	0	0	11281	0	2077	220598	181466	3078	188019	0	1784	0	3475	0	32579	750	220598	0	0	26579	0	0	5250	144	74265	107201			0	158849	157065	0	2000	0	0	0	32579	
12946																																							2290	10559	697	0	168295	34	11978	6459	19443	734076	634089	5657	658212	0	10811	9959	17466	0	75864	1	734076	0	0	57859	1168	0	17119	121	68718	565371			0	511160	500349	885	2724	0	1000	0	75864	
12955																																							14000	1441	0	2225	5	0	2830	695	1278	120941	104078	311	108524	0	1138	0	4135	0	12417	1567	120941	0	0	2617	0	0	8233	6961	24909	79168			0	92644	91506	0	0	0	0	0	12417	
13103																																							46669	13440	6088	5256	272208	0	16974	3327	34625	1338757	1027392	24395	1159524	2795	9659	5318	107737	0	176438	500	1338757	0	0	141581	0	0	34019	1877	34400	992992			0	942020	932361	338	614	0	0	0	179233	
13251																																							10117	3543	0	0	4871	0	49	641	871	40743	37176	148	37324	0	548	0	0	0	3418	25	40742	0	0	1565	0	0	1725	0	6037	31139			0	18620	18072	103	2579	0	0	0	3418	
13457																																							650	747	0	0	4919	0	9	0	1740	21158	15014	181	15195	0	139	0	0	0	5963	50	21158	0	0	5682	0	0	152	0	2627	12387			0	11832	11693	79	1400	0	0	0	5963	
14052																																							8473	1558	0	0	12409	0	1683	315	2360	61992	54326	86	55412	0	876	0	1000	0	6580	1000	61992	0	0	4023	0	0	1500	0	11691	42635			0	35580	34704	57	490	0	0	0	6580	
14155																																							10	3047	0	0	6328	0	5791	1842	4918	117530	97694	592	103411	0	1550	0	5125	0	14119	176	117530	0	0	13618	0	0	160	0	13367	84327			0	96930	95380	165	214	0	0	0	14119	
14650																																							3522	1152	0	3374	24	0	240	0	1656	26099	22835	448	23283	0	383	90	0	0	2816	200	26099	0	0	2315	0	0	300	0	6204	16631			0	15014	14631	1	1410	0	0	0	2816	
14753																																							1230	2498	0	12587	10115	0	153	0	541	42656	38506	430	38936	0	408	0	0	0	3720	300	42656	0	0	1027	0	977	1277	0	10471	28035			0	15543	15135	139	397	0	0	0	3720	
14865																																							5710	5864	279	5490	22131	0	6677	1472	9788	260348	230508	1366	231874	0	2591	0	0	0	28474	730	260348	0	0	13828	0	0	13492	0	54706	175802			0	202498	199907	424	3030	0	0	0	28474	
14977																																							13483	329	0	36	8231	0	2165	0	803	46031	38130	101	38317	0	329	0	86	0	7714	0	46031	0	0	7600	0	0	0	0	9226	28904			0	21313	20984	114	0	0	0	0	7714	
16458																																							27428	2222	0	44759	73336	0	11236	106	2830	294206	258790	795	259647	0	2494	0	62	0	34559	941	294206	0	0	29544	0	0	2059	777	17872	240918			0	133853	131359	2015	153	0	0	0	34559	
16551																																							13601	5249	700	522	27794	911	3637	3906	7002	230524	201004	276	208280	0	2474	693	7000	0	22244	175	230524	0	0	11701	0	0	9576	0	31540	169464			0	168983	166509	792	0	0	0	0	22244	
16748																																							2994	4114	371	7185	10902	0	1472	22	2342	57155	50037	500	50537	0	449	0	0	0	6618	400	57155	0	0	3371	0	0	2600	0	13309	36728			0	28137	27688	247	65	0	0	0	6618	
16944																																							2016	5988	0	0	18038	0	165	472	376	40548	36132	282	36414	0	239	0	0	0	4134	1000	40548	0	0	1262	0	0	1500	0	6454	29678			0	13732	13493	372	0	0	0	0	4134	
16953																																							7779	1441	0	2365	8647	0	84	0	409	35002	29593	66	29659	0	108	0	0	0	5343	100	35002	0	0	2321	0	0	2775	0	6886	22707			0	14385	14277	147	0	0	0	0	5343	
17110																																							12651	4279	0	100	23284	0	1424	0	2828	107720	86533	2518	89051	0	279	0	0	0	18669	300	107720	0	0	11383	0	0	6986	0	0	86533			0	63433	63154	0	0	0	0	0	18669	
17147																																							50931	73311	8607	427909	516665	0	49259	16289	215956	4154904	3154726	24681	3552955	0	70898	132452	217243	0	601949	10871	4154904	0	0	155068	3144	125	430636	17864	652925	2501801			0	2713415	2642517	5249	0	0	0	156305	601949	
17259																																							2797	1264	0	0	24735	0	2185	83	2589	66967	54183	1430	59490	0	205	0	3500	0	7477	769	66967	0	0	5190	0	0	769	0	6437	47746			0	33519	33314	749	0	0	377	0	7477	
17464																																							94759	33657	0	1334	209505	1154	34181	21270	53730	1303273	1087339	23752	1171091	0	43905	0	60000	0	132182	750	1303273	0	0	-98017	0	0	226740	506	158657	928682			0	897059	853154	2709	23	0	0	0	132182	
17950																																							3542	4816	0	168	136421	0	5419	716	4325	303802	272095	2525	274665	0	2881	1695	45	0	29137	725	303802	0	0	13076	0	0	13050	492	43940	228155			0	149089	146208	2286	0	0	0	0	29137	
18050																																							5363	15966	544	18453	160146	0	12194	2119	3361	411931	364989	3387	369859	0	2889	0	493	0	42072	1214	411931	0	0	30260	0	0	7671	62	125438	239550			0	196612	193723	2927	0	0	990	0	42072	
18135																																							84	3916	0	14169	48460	0	12093	864	7758	235866	174215	570	214700	0	1448	0	22125	0	21166	456	235866	0	0	13161	0	0	6056	2320	57548	116667			0	127950	126502	1493	19700	0	0	17790	21166	
18377																																							17508	8	0	0	8614	0	1083	0	389	47659	44078	97	44175	0	249	0	0	0	3484	0	47659	0	0	3312	0	0	0	0	0	44078			0	20306	20057	172	0	0	0	0	3484	
18827																																							13267	5965	1177	0	53663	2564	3788	2099	4523	388197	347661	1321	348982	0	4664	0	0	0	39215	528	388197	0	0	33953	0	0	7248	0	54352	293309			0	305815	301151	-2514	0	0	0	0	39215	
18836																																							3530	4126	0	0	14126	0	4475	3422	6367	154459	136794	1502	141125	0	2316	0	2829	0	13334	180	154459	0	0	11363	0	0	1676	0	19937	116857			0	116654	114338	115	4075	0	0	0	13334	
18854																																							26626	3969	0	0	4986	0	3849	402	3127	211563	187713	3163	190876	0	1937	0	0	0	20687	40	211563	0	0	14596	0	0	6060	0	59623	128090			0	170541	168604	-9	0	0	0	0	20687	
18957																																							4434	720	0	0	1379	0	168	120	420	24450	23335	21	23789	0	446	0	433	0	661	200	24450	0	0	-345	0	0	805	0	2990	20345			0	17566	17120	1	89	0	0	0	661	
19356																																							48	2263	0	0	32209	0	717	1025	1313	75077	62988	1025	66815	0	874	0	2045	0	8262	2025	75077	0	0	2990	0	0	3200	0	10732	52256			0	38376	37502	47	0	0	757	0	8262	
19730																																							214027	38241	5040	2118	142399	0	69505	11496	118545	2135175	1872750	10147	1914978	0	36960	17847	32081	0	220197	4083	2135175	0	0	58454	0	0	156304	9380	413182	1459568			0	1541097	1504137	1356	2440	0	0	0	220197	
19936																																							59910	4559	0	7740	17479	0	5717	2508	5745	240976	212668	596	219765	0	3179	0	0	0	21211	420	240976	0	0	7917	0	0	12406	0	44093	168575			0	140497	137318	468	0	0	0	6501	21211	
19972																																							15139	14443	0	19987	0	0	353	0	3311	88439	74328	783	75111	0	300	0	0	0	13328	0	88439	0	0	792	0	0	12536	0	60	74268			0	35506	35206	0	0	0	0	0	13328	
20053																																							4332	2056	193	0	9191	0	431	569	1556	69980	59542	246	61489	0	770	1320	1701	0	8491	150	69980	0	0	2263	0	0	6053	0	13156	46386			0	50680	49910	25	422	0	0	0	8491	
20512																																							798	1503	0	145	37715	0	692	322	5133	97869	82929	5461	88390	0	572	0	0	0	9479	410	97869	0	0	8574	0	0	775	0	15588	67341			0	50428	49856	-280	1705	0	0	0	9479	
20633																																							894	7210	0	4897	74916	0	5861	3221	10557	320020	284073	2285	292358	0	2775	0	6000	0	27662	1106	320020	0	0	25123	0	0	1394	0	39634	244439			0	211124	208349	39	4115	0	0	0	27662	
20857																																							9285	3383	0	0	123161	0	1331	0	3421	193599	163398	164	171548	0	449	142	7986	0	22051	200	193599	0	0	7446	0	0	9800	0	93343	70055			0	53325	52876	4605	0	0	0	0	22051	
21256																																							1894	136	0	0	1128	0	61	166	644	9384	8289	5	8294	0	143	0	0	0	1089	105	9383	0	0	470	0	0	495	0	2297	5992			0	5091	4948	19	407	0	0	0	1089	
21359																																							1044	937	0	0	5254	0	80	52	669	23787	20776	34	21107	0	201	0	297	0	2680	550	23787	0	0	1199	0	0	700	0	2570	18206			0	15952	15751	231	0	0	0	0	2680	
21630																																							626	1866	0	0	42084	0	1546	28	894	87026	70606	743	78201	0	299	0	3940	0	8825	281	87026	0	0	5049	0	0	1919	0	14070	56536			0	36881	36582	1576	3400	0	0	2912	8825	
21658																																							4622	3283	0	0	40875	0	1456	603	4004	147981	131754	1097	132942	0	1377	0	91	0	15039	100	147981	0	0	10317	0	0	4157	0	10	131744			0	94074	92697	465	441	0	0	0	15039	
22048																																							4599	3243	0	0	61012	0	4012	278	7951	191141	149136	1458	172070	0	3095	0	13994	0	19071	1000	191141	0	0	10903	0	0	6400	0	22765	126371			0	113141	110046	768	0	0	0	7482	19071	
22356																																							3684	8425	2741	0	228388	0	7405	1728	10193	391151	288482	3868	347377	0	2180	0	41000	0	43774	500	391151	0	0	5542	0	0	35303	348	47156	241326			0	130419	128239	2429	0	0	0	14027	43774	
22543																																							10300	2132	0	0	7612	0	1402	0	1105	83322	69014	137	69151	0	957	0	0	0	14171	602	83322	0	0	10356	0	0	3398	0	18470	50544			0	51339	50382	-185	10389	0	0	0	14171	
22552																																							240	2126	0	285	8805	0	343	183	1532	85738	77388	396	77884	0	979	0	100	0	7854	100	85738	0	0	2671	0	0	4900	0	11582	65806			0	66443	65464	183	6760	0	0	0	7854	
22730																																							9273	1113	0	0	29424	0	2806	210	2845	116869	99787	829	104253	0	711	0	0	0	12616	250	116869	0	0	11662	0	0	300	0	26606	73181			0	71530	70819	404	379	0	0	3637	12616	
22936																																							26762	1691	0	0	14136	0	3704	16936	2737	217062	202933	767	207283	0	5976	0	3583	0	9779	725	217062	0	0	-10078	0	0	19128	0	35926	167007			0	156572	150596	4	500	0	0	0	9779	
