"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	977	120	34	0	1248	425	0			0	0	
242	168	0	1	0	169	2	0			0	0	
279	565	181	28	0	497	141	0			0	0	
354	167	0	9	0	197	39	0			0	0	
457	447	111	39	0	378	81	0			0	0	
505	4316	270	234	0	3902	90	0			0	0	
1155	2584	301	218	0	2711	646	0			0	0	
1351	1479	85	78	0	1382	66	0	0	0	0	0	
1454	2739	240	16	0	2913	430	0			0	0	
1557	383	150	0	0	581	348	0	0	0	0	0	
1669	2865	198	49	0	3258	640	0			0	0	
1829	4267	381	3	0	4060	177	0			0	0	
1856	944	135	0	0	809	0	0			0	0	
2040	3971	1018	45	0	3800	892	0			0	0	
2161	605	3	19	0	596	13	0			0	0	
2376	32504	4500	61	0	28819	876	0			0	0	
2554	120	19	1	0	100	0	0			0	0	
2732	6908	1550	689	0	6173	1504	0			0	0	
2750	821	722	0	0	595	496	0			0	0	
3177	3312	574	29	0	3376	667	0			0	0	
3252	1785	400	308	0	1558	481	0			0	0	
3458	349	45	1	0	309	6	0			0	0	
3720	1565	115	3	0	1475	28	0			0	0	
3971	13465	3813	1471	0	12904	4723	0			0	0	
4156	1731	90	56	0	1908	323	0			0	0	
4231	751	1306	20	0	943	1518	0			0	0	
4437	3000	340	480	0	3091	911	0			0	0	
4839	5291	1750	45	0	4687	1191	0			0	0	
5005	210	210	0	0	1593	0	-1593			0	0	
5069	16750	0	0	0	16750	0	0			0	0	
5135	3661	750	20	0	3678	787	0			0	0	
5210	15993	3375	416	0	15482	3280	0			0	0	
5331	2292	600	50	0	1863	221	0			0	0	
5461	5474	4167	167	0	4501	3361	0			0	0	
5751	676	440	4	0	1067	835	0			0	0	
6039	1300	566	13	0	1146	425	0			0	0	
6141	375	113	22	0	402	162	0			0	0	
6329	7306	6850	410	0	7346	7300	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	996	140	38	0	908	90	0			0	0	
7072	1640	600	1	0	1590	551	0			0	0	
7157	331	52	37	0	370	128	0			0	0	
7456	407	20	5	0	382	0	0	0	0	0	0	
7634	1117	250	29	0	1185	347	0			0	0	
8033	1019	770	27	0	914	692	0			0	0	
8462	499	16	12	0	494	23	0			0	0	
8631	460	20	16	0	462	38	0			0	0	
9357	5001	0	67	0	5585	651	0			0	0	
9553	850	100	22	0	791	63	0			0	0	
9807	59159	5675	1087	0	60617	8220	0			0	0	
9955	1448	85	27	0	1349	13	0			0	0	
