"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK167	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCFDK212	RCFDK267	RCFNK289	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK167	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK212	RCONK256	RCONK267	RIADG377	
1557																																																																							0	7949	0		17059			3244	0	0	0	33922	0	0	0	2817	0	0	12012	80	261	427	177	1872	0	2457	9214	3106	7384	8246	698								0	0		0	0	0	0	0	1661	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	3	0	0	0	0	0	0	0	537	0	0	0	0	0			0	0	0	0			0	0	652			0	0	0		
1669																																																																							0	239	224		1800			8904	0	0	2034	83339	0	0	0	42716	1485	26204	6507	53	514	1300	1490	17607	21494	2458	6327	9887	6816	11959	853								0	0			0	0	752	323	11107	1390			0			0	122																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	85	0	0	0	0	0	0	0	6732	0	0	0	0	0			0	0	0				0	0	5548			0	731	0		
1829																																																																							0	0	14322	0	0	17472	0	17472	8654	0	0	260798	294	21368	0	98429	11886	17776	40048	2299	2137	6987	6718	42265	37222	24994	10618	34761	29035	46149	12530	0	0	0	0	0	0	0	854	835	0		0	0	1417	1114	36365	48023	0	21368	0			0	683																							0	0	0	0	0	0	0	0	0	0	0	0		29418	36	0	36	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0			0	0	288			0	0	0		
1856																																																																							0	5423	0		281			37155	0	0	0	52071	0	0	0	1555	84	1127	1558	49	6	106	584	719	64	867	642	8077	19408	21304	208								0	0			0	0	0	4980	1498	507			0			0	25																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	3	0	0	0	0	0	0	0	281	0	0	0	0	0			0	0	0				0	0	304			0	0	0		
2040																																																																							0	3313	10486		1459			10550	1980	0	7	126504	0	0	0	23338	779	1696	59589	3879	4319	12602	1143	83	480	22974	28417	32688	8916	5065	1127								5	0			0	0	1255	6189	31279	33364			0			433	113																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	19	0	0	0	0	0	0	0	291	0	0	0	4310	0			15	0	0				13	2	2190			0	863	0		
2161																																																																							0	55	0		3761			14299	0	0	0	59018	0	0	0	29289	107	19416	18797	1305	9124	5453	3613	6228	3541	2936	5432	7010	8202	5939	194								372	0			0	0	288	0	2085	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	39	0	0	0	0	0	0	0	3810	0	0	0	0	0			0	0	0	0			0	0	4913			0	0	0		
2376																																																																							0	0	554667	0	0	12569	0	12569	7188	0	0	1821237	7072	0	1259	170545	13753	30504	101630	1719	10279	17219	10811	51934	74096	25159	72166	71591	136817	1079581	258691	0	0	0	0	0	0	0	0	0	0		0	0	27943	40481	70801	924705	0	0	0			0	4027																							0	0	0	0	0	0	0	0	0	0	0	0		1444382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	5657			0	0	0		
2554																																																																							0	2034	0		1706			872	0	0	4	5630	0	0	0	438	16	204	1196	72	132	3	84	32	115	2953	153	538	747	799	0								0	0			0	0	0	0	146	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	116	0	0	0	0	0	0	0	201	0	0	0	0	0			0	0	0	0			0	0	97			0	0	0		
2732																																																																							0	2345	79782	0	0	35443	0	35443	6423	0	0	362032	227	4864	0	31251	638	11998	71198	8779	3603	4598	1349	699	11026	64889	41111	104108	22564	8954	76758	0	0	0	0	0	0	0	0	0	0		0	0	175	8873	96841	93115	0	4864	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	149	0	149	0	0	0	0	0	0	0	1701	0	0	0	0	776	0	0	0	0	0	0			0	0	659			0	0	0		
2750																																																																							0	7177	447		23590			2417	0	0	0	39497	0	0	0	2145	181	250	22256	501	658	666	320	0	0	18539	5663	4728	5807	535	159								0	137			0	0	81	0	646	1161			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		11167		0	46	0	0	0	0	0	0	0	893	0	0	0	0	0			0	0	0	0			0	0	576			0	0	0		
3252																																																																							0	18664	0		33045			10070	0	0	2003	77039	0	97	0	595	0	301	0	123	233	67	50	102	0	20720	31743	16307	5718	844	7								0	0			0	0	0	472	0	6454			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		21551		0	27	0	0	0	0	0	0	0	1751	0	0	0	0	0			0	0	0	0			0	0	3861			0	0	0		
3458																																																																							0	5551	358		1041			2926	0	0	105	15696	0	13	0	2776	20	0	3961	249	294	1527	512	20	174	2850	1708	4377	2718	873	197								0	0			0	0	0	0	869	1100			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		4013		0	0	0	0	0	0	0	0	0	440	0	0	358	0	0			0	0	0	0			0	0	497			0	197	0		
3720																																																																							0	8051	238		5800			11704	3301	0	3488	116200	0	0	1777	25069	1031	1290	29840	2465	3789	7392	9043	2138	0	10622	15193	25644	35202	3178	409								0	285			0	0	1730	7111	28476	12689			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		21098		0	698	0	0	0	0	0	0	0	5058	0	0	0	0	0			0	0	0	0			0	0	1471			0	0	0		
3953																																																																							0	1544	250		3426			12296	0	0	0	34214	0	0	0	2890	814	115	11006	102	416	1678	581	0	0	16725	3360	1519	814	353	1240								0	0			0	0	2392	53	5642	3156			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	3663		0	190	0	0	0	0	0	0	0	1256	0	0	0	0	0			0	0	0	0			0	0	305			0	0	0	0	
4156																																																																							0	15833	9835		10646			13730	1694	0	0	125484	0	894	0	27807	1341	34	26655	1148	1906	4908	2135	15184	2330	8454	19031	32488	24129	12356	839								0	0			0	0	1772	2747	8451	28755			0			62	0																							0	0	0	0	0	0	0	0	0	0	0	0		37737		0	0	0	0	0	0	0	0	0	1053	0	0	0	0	0			0	0	0	0			0	0	926			0	0	0		
4231																																																																							0	12666	0		1152			4228	0	0	431	71556	0	0	0	12847	0	0	26014	866	1665	8682	1118	171	0	6293	18086	25616	3793	684	0								0	0			0	0	29	2172	9824	21426			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	23	0	0	0	0	0	0	0	2016	0	0	0	0	0			0	0	0				0	0	4742			0	0	0		
4437																																																																							0	6481	631		763			11262	7852	0	141	144020	209	0	0	49248	4479	37203	27109	2964	12342	22241	4952	2982	1585	39365	6353	28272	9186	4181	156								0	1969			0	0	303	12126	35787	7073			0			402	325																							0	0	0	0	0	0	0	0	0	0	0	0		135640		0	31	0	0	0	0	0	0	0	1575	0	2365	0	516	485			17	0	0				10	7	4508			0	0	0		
4839																																																																							0	71	49356	0	0	11052	0	11052	5302	0	0	234593	0	0	0	26441	1279	3337	84461	6500	4317	11528	3232	864	0	48060	30175	72640	50398	4393	0	0	0	0	0	0	0	0	0	351	0		0	0	2274	14119	79071	43247	0	0	0			838	0																							0	0	0	0	0	0	0	0	0	0	0	0		50506	628	0	628	0	0	0	0	0	0	0	214	0	0	1559	534	382	100	0	0	0	0	0			0	0	1188			0	100	0		
5005																																																																							0	0	12703	0	0	2813	0	2813	4398	0	0	201934	0	0	0	99239	4068	26005	10024	2922	9344	12176	8034	9141	55392	9990	1823	34067	37440	17004	1223	0	0	0	0	0	0	0	0	82	0		0	0	3266	1226	41289	32735	0	0	0			0	1722																							0	0	0	0	0	0	0	0	0	0	0	0	0	93361	37	0	37	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0			0	0	73			0	0	0	0	
5069																																																																							0	0	10044	0	0	1650	0	1650	1795	0	0	333253	4648	0	0	31353	302	7625	207395	2503	998	227	20000	0	0	139883	67123	12390	69118	675	0	0	0	0	0	0	0	0	0	0	20000		0	0	9062	28271	208145	47279	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		208192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0			0	0	0			0	0	0		
5135																																																																							0	60265	2231	0	29898	34877	0	34877	0	0	0	244262	0	0	0	53053	3760	10791	110162	9522	19040	21054	939	2371	82	68680	52838	50696	6387	7104	3548	0	0	0	0	0	0	0	492	0	0		0	0	1894	8862	28033	10781	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		47632	0	0	0	0	0	0	0	0	0	0	4003	0	0	0	0	0	0	0	0	0	0	0			0	0	6113			0	0	0		
5210																																																																							0	16835	32360	0	2392	31936	0	31936	52532	0	17606	694805	0	0	0	282209	27465	110740	47215	13633	28678	22403	48414	87940	79828	90024	44212	124689	70151	46522	25465	0	0	0	0	0	0	0	0	4732	0		0	0	5130	19556	99162	87660	0	0	0			0	773																							0	0	0	0	0	0	0	0	0	0	0	0		86250	4211	0	4211	0	0	0	0	0	0	0	782	0	0	0	0	0	0	0	0	0	0	0			0	0	10237			0	0	0		
5331																																																																							0	0	58424	0	0	4072	0	4072	8828	0	0	134313	112	0	814	17984	424	4207	19804	2955	1364	6424	4477	442	1969	20034	7928	45240	34753	5245	0	0	0	0	0	0	0	0	0	81	0		0	0	1066	11741	8391	21124	0	0	0			154	0																							0	0	0	0	0	0	0	0	0	0	0	0		84821	1972	0	1972	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0			0	0	316			0	0	0		
5461																																																																							0	13363	6100	0	5507	44462	0	44462	15308	0	0	334671	236	0	26148	27826	2183	3160	102757	532	1561	7541	11891	1306	795	40332	60339	86708	92333	17202	308	0	0	0	0	0	0	0	0	181	0		0	0	924	15383	91345	92600	0	0	0			148	1001																							0	0	0	0	0	0	0	0	0	0	0	0		102123	11078	0	11078	0	0	0	0	0	0	0	647	0	226	0	997	184	0	0	0	0	0	0			0	0	8000			0	0	0		
5751																																																																							0	8409	337		20311			6114	0	0	509	52231	0	740	0	10694	0	1329	9070	148	234	759	545	5017	3985	9185	3972	4668	10041	8868	3631								0	7			0	0	0	341	461	119			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		10061		0	7	0	0	0	0	0	0	0	1919	0	0	0	0	0			0	0	0	0			0	0	2263			0	0	0		
