"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RIADG377	
1669																																																																0	1174		5097			14701	0		2133	156982	0	0	0	74451	2436	49338	18815	714	2963	383	1464	23501	44969	4595	14834	7486	18327	19946	17244				0	0			0	0	4897	68	26461	6597			0			0	457														0	0	0	0	0		0	60	0	0	0	0	0	0	0	8309	0	0	0	0	0			0	0		0	0	10598	0		
1856																																																															1533	379	2423		637			3889	0		235	41351	1	30	0	13796	14	13314	6708	2122	1319	1611	7536	731	478	13924	2383	6699	1901	227	0				0	0			0	0	0	8727	11	5677			0			0	0														10334	0	0	0	0		0	1	0	0	0	0	0	0	0	133	0	0	0	0	0			0	0		0	0	3867	0		
2040																																																															0	3412	10123		5433			27404	995		2325	130726	0	0	0	17816	719	129	18069	1308	1918	4270	3562	5902	520	18518	8136	42948	20754	19689	2704				0	7			0	0	287	3453	36275	21632			0			0	235														110593	0	0	0	811		0	15	0	0	0	0	0	0	0	170	0	0	0	366	0			445	445		0	0	660	0		
2161																																																															0	8293	6702		5900			14369	0		0	112212	0	0	0	42850	422	38770	34504	1585	6170	10664	17503	6417	505	14463	12286	13083	18297	7642	736				321	6			0	0	819	0	4175	22065			0			0	23	0	0	0	0	0	0	0	0	0	0	0	0		0				63		0	26	0	0	0	0	0	0	0	2155	0	0	0	0	0			31	0	0	15	16	4109	32		
2376																																																															0	0	1849104	0	0	18999	0	18999	4706		0	3511812	0	0	11753	260629	3755	22989	87217	17913	6928	2456	8385	44861	173167	55911	39111	274504	429298	2302150	146578	0	0	0	0	0	0		0	0	0	8482	52527	1313596	0	0	0			0	1959	0	0	0	0	0	0	0	0	0	0	0	0		2714342				257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	14	0		
2554																																																																5029	0		2282			1959	0		282	11276	0	0	0	415	0	316	1533	8	0	0	32	284	91	3318	994	916	2431	2406	796				0	0			0	0	0	0	672	0			0			0	0														3655	0	0	0	0		0	0	0	0	0	0	0	0	0	264	0	0	0	0	0			0	0	0	0	0	373	0		
2732																																																																0	157006		0			34500	6737		0	426956	325	0	9380	20230	259	4637	68745	1027	2459	6211	9960	340	0	93998	26711	100194	171094	12381	1239				0	0			0	0	6280	44444	45691	111046			0			0	0													0	0	0	0	0	30		0	645	0	0	0	0	0	0	0	58	0	0	0	30	0			0	0	0	0	0	385	0	0	
2750																																																															300	8480	521		25141			2207	0		796	47833	0	0	0	2114	66	12	25296	59	47	1578	430	0	0	19973	5326	11432	7459	637	109				0	54			0	0	170	1040	997	3254			0			0	0													0	23795	0	0	0	0		0	2123	0	0	0	0	0	0	0	317	0	0	0	0	0			0	0	0	0	0	253	0	0	
3252																																																															0	29763	0		47971			10885	0		2111	104747	0	217	0	242	0	233	0	36	197	3	6	0	0	47563	34975	7113	9769	979	0				0	0			0	0	0	682	0	6473			0			0	0														32744	0	0	0	0		0	453	0	0	0	0	0	0	0	1469	0	0	0	0	0			0	0	0	0	0	4481	0		
3458																																																																9255	25		8680			10226	0		0	40763	0	0	0	6180	30	0	7026	79	471	2322	3205	0	103	1823	4667	11125	14746	2220	0				0	0			0	0	712	275	2093	422			0			0	0														0	0	0	0	112		0	0	0	0	0	0	0	0	0	1684	0	0	0	0	0			0	0	0	0	0	1181	112		
3720																																																																11244	2177		10177			15007	2260		1692	151078	0	0	423	34134	982	135	34540	1047	2244	10111	18141	2393	139	24092	13738	28788	47753	2362	69				0	277			0	0	4796	6975	25447	28494			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		50606				694		0	175	0	0	0	0	0	0	0	2775	0	0	0	0	694			0	0	0	0	0	4466	0		
3971																																																																25197	95026		12129			64485	20963		0	638728	0	29587	1606	106015	5202	43063	84190	2608	7467	17972	14389	40061	20945	147880	30812	97793	176860	71227	1045				0	434			0	0	3814	53057	32296	173083			0			6010	1709														268513	639492	663258	15718	8353		0	13	0	0	0	0	0	0	0	223	0	95	0	0	0			2248	2101	146	0	0	17204	0		
4156																																																																20736	18179		10903			19779	3187		0	160157	0	498	0	45695	932	18754	32018	637	1999	1397	4739	23526	13397	17097	25660	10042	22323	35489	3313				0	0			0	0	2381	2761	3162	30180			0			0	0														25475	0	0	0	0		0	0	0	0	0	0	0	0	0	854	0	0	0	0	0			0	0	0	0	0	910	0		
4231																																																															0	4975	1025		255			2023	0		5	43291	0	0	0	13692	104	1	9813	650	3141	4984	4028	724	0	1480	4542	16955	4778	1780	0				0	0			0	0	151	655	7620	8741			0			0	0														0	0	0	0	437		0	49	0	0	0	0	0	0	0	988	0	0	0	0	437			0	0		0	0	3008	0		
5069																																																																4450	1756		0			5386	1769		0	278124	1876	0	0	23463	16250	11420	217309	18285	4240	90	0	0	0	137531	92605	10915	2423	0	0				0	0			0	0	61962	25277	68036	71651			0			0	0														72700	0	0	0	6376		0	0	0	0	0	0	0	0	0	0	0	0	0	6376	0			0	0	0	0	0	0	0		
5135																																																															0	81624	5599		75510			28099	0		0	352430	0	0	0	78117	983	9396	149084	12517	23763	32581	7324	1101	60	137239	53032	61576	12802	3678	2800				609	0			0	0	3028	10182	38908	15866			0			135	0														38140	0	0	0	3144		1921	71	0	0	0	0	0	0	0	4457	0	0	0	0	0			2951	1582	1341	12	5	7456	58		
5210																																																															0	63783	38158	0	6850	71434	0	71434	110363		92949	1302873	0	0	0	394974	36568	142677	83690	30884	38490	30028	42827	104512	147695	203031	61469	176700	253989	177303	32528	0	0	0	0	5856	0		6927	4499	6076	17388	205516	241467	0	0	0			0	661	0	0	0	0	0	0	0	0	0	0	0	0		685765				3883	2948	0	2948	0	0	0	0	0	0	0	631	0	0	0	0	3883	0	0	0	0	0	0	0	7912	0		
5461																																																																26788	51312		13454			39950	7793		0	428048	573	0	17925	33863	1691	205	54551	1654	875	3844	4748	11476	9620	26020	40260	73985	115579	137336	156				0	282			0	0	1571	8227	50812	177256			0			0	0													0	276003	0	0	0	0		0	8707	0	0	0	0	0	0	0	40	0	0	0	0	0			0	0	0	0	0	6875	0	0	
5751																																																																25182	7476		21606			30035	2733		376	147833	0	1195	0	27575	120	23309	29482	1809	4165	641	2387	7018	11145	41227	28785	14379	13401	11479	9941				0	36			0	0	513	1557	16094	9521			0			0	0														27431	0	0	0	0		0	175	0	0	0	0	0	0	0	2294	0	0	0	0	0			0	0	0	0	0	1345	0		
6039																																																															0	36773	2094		4016			16256	803		256	201690	0	0	0	26827	638	6109	47531	1540	2399	4157	8116	6104	4289	17466	26127	23319	26441	48733	31602				532	349			0	0	3630	15812	47360	39267			0			608	0	0	0	0	0	0	0	0	0	0	0	0	0		0				619		0	1288	0	0	0	0	0	0	0	1117	0	0	0	0	0			0	0	0	0	0	4672	11		
6329																																																																5799	15091	0	1848	50743	0	50743	3440		533	653282	0	0	0	124599	4124	2750	128908	5436	15572	33298	65362	1453	524	33946	81100	139487	205358	64470	518	0	0	0	0	1266	0		0	0	35183	64128	100522	30959	0	0	0			49	831	0	0	0	0	0	0	0	0	0	0	0	0	1163	40496				49	476	59	476	0	0	0	0	0	0	0	167297	0	0	0	0	0	0	0	0	0	0	0	0	47215	0	0	
7009																																																															0	0	0		0			77167	0		0	252529	0	0	0	0	0	0	246740	0	0	0	0	0	0	246740	0	5789	0	0	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	175362	0		
7045																																																															0	5518	0		7374			4971	691		358	79316	0	0	0	37560	213	36877	4649	1139	3021	6891	4349	2102	19609	2116	5309	12252	13832	3128	4705				492	18			0	0	657	24	4792	6029			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		31450				0		0	0	0	0	0	0	0	0	0	6535	0	0	0	0	0			0	0	0	0	0	4084	0		
7072																																																																1617	15355		157			14873	5000		0	267000	0	0	1	160252	4909	105089	17967	10126	23647	5552	9802	45826	63936	21468	8106	11296	14848	20916	28615				0	2702			4240	2243	2406	11419	22661	24177			0			855	826														122520	0	0	0	4833		0	0	0	0	0	0	0	0	0	99	0	0	0	2093	1885			0	0		0	0	1373	0		
7456																																																															0	14790	0		31710			11358	0		67	73897	0	0	0	6436	461	0	35606	0	581	1626	4003	226	0	31989	4892	11393	17371	334	1482				0	13			0	0	1096	214	2631	3624			0			0	0														0	0	0	0	0		0	5	0	0	0	0	0	0	0	714	0	0	0	0	0			0	0	0	0	0	778	0		
7634																																																																2632	0		2780			6363	0		0	52350	0	0	0	13821	234	538	20090	841	1541	2759	5100	3491	0	10455	7562	8167	9459	2273	467				0	0			0	0	1355	1096	539	13049			0			0	0														1574	0	0	0	0		0	262	0	0	0	0	0	0	0	153	0	0	0	0	0			0	0		0	0	10066	0		
8033																																																																7232	3954		2500			13110	0		0	233052	0	0	0	101242	4367	8745	120549	19369	16319	24396	38823	1047	0	58893	25968	14052	25796	5173	0				0	0			0	0	32227	29147	26536	7818			0			989	0													0	18136	0	0	0	3586		0	139	0	0	0	0	0	0	0	1319	0	0	0	2597	0			0	0		0	0	3461	0	0	
8462																																																															0	9106	0		13214			14123	0		0	58360	0	0	0	9518	5	2392	13811	1745	113	151	217	2597	4695	16980	10994	9572	7809	1924	267				0	0			0	0	296	0	2059	1523			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0	6302	0	0	0	0	0			0	0	0	0	0	2214	0		
8631																																																																239	0		739			4948	0		259	36553	0	0	0	15972	200	277	2418	279	143	333	948	6186	8043	1652	472	2627	3169	7985	3746				0	0			0	0	0	1041	1279	7089			0			79	0														0	0	0	0	79		0	59	0	0	0	0	0	0	0	3312	0	0	0	0	0			0	0		0	0	1416	0		
9357																																																																679	15605	0	0	167954	0	167954	1730		0	331295	0	251	0	60	35	0	146179	0	0	0	0	0	60	201125	9846	43409	57838	18533	0	0	0	0	0	53	0		0	0	7141	0	42240	25390	0	251	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203492				0	267	65890	267	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	3929	0	0	
9553																																																															0	31382	1818		48135			6975	0		0	101447	0	0	0	6083	436	70	48810	421	274	1078	3172	831	237	52744	1969	11777	13375	10716	4488				0	0			0	0	1078	0	3027	0			0			0	0														69111	0	0	0	0		0	1171	0	0	0	0	0	0	0	689	0	0	0	0	0			0	0	0	0	0	653	0		
9807																																																																0	383018	0	0	45541	0	45541	50222		0	1694360	2056	0	0	327632	18984	79618	430476	17248	20282	24019	30964	106691	125646	168244	224702	445827	338451	179552	740	0	0	0	0	31	0		0	0	60980	304382	109558	395461	0	0	0			5218	2138	0	0	0	0	0	0	0	0	0	0	0	0	0	507860				108840	227	0	227	0	58954	0	0	0	0	0	0	32901	10884	16388	12316	30977	156	0	0	0	0	0	0	380	156	0	
9955																																																																19810	43		8685			12675	1129		0	87189	0	1076	0	3966	0	560	36484	535	597	2123	26	379	306	21338	15795	30991	10546	4217	0				0	0			0	0	0	0	4771	33617			0			0	0														39931	0	0	0	0		0	69	0	0	0	0	0	0	0	594	0	0	0	0	0			0	0	0	0	0	754	0		
10250																																																																961	13498		0			74372	12672		0	285722	0	0	0	39340	3934	20359	46250	1846	1524	11026	16999	7855	90	34042	21442	50453	94761	43933	1218				202	535			0	0	5273	24846	59897	40217			0			0	0														142220	0	0	0	816		0	40	0	0	0	0	0	0	0	6617	0	0	0	226	545			0	0	0	0	0	3318	45		
10849																																																															0	17425	12927		3103			5115	132		3014	132348	70	0	0	30248	0	21903	17963	343	2694	19929	7140	141	0	18378	5749	31539	33999	12505	0				0	0			0	0	4548	5651	29372	19586			0			0	0														0	0	0	0	0		0	3	0	0	0	0	0	0	0	385	0	0	0	0	0			0	0		0	0	909	0		
11145																																																																2367	202		71			14206	4560		1468	212121	0	0	0	60286	302	15662	16930	3870	10408	8213	13310	23244	653	14641	5395	37612	43561	48533	466				0	18			0	0	3046	7969	43541	23640			0			916	424	0	0	0	0	0	0	0	0	0	0	0	0	0	24055				1632		0	0	0	0	0	0	0	0	0	2763	0	0	0	631	0			0	0		0	0	47682	85	0	
11640																																																															0	28748	7225		45618			22342	1434		0	226404	0	0	0	28029	856	20367	89712	1613	6790	1416	2455	7137	8618	59097	38005	26691	19196	26714	28645				0	0			0	0	7267	38788	24241	10616			0			29	0													0	91581	0	0	0	824		0	182	0	0	0	0	0	0	0	3322	0	0	0	795	0			0	0	0	0	0	7736	0	0	
11837																																																																1472	1185		144			10794	798		998	43757	63	0	0	9860	1150	0	13890	1	964	3997	3810	583	505	11781	12226	6378	2279	1296	0				93	0			0	0	839	4999	3994	6755			0			0	0														2396	0	0	0	13		0	138	0	0	0	0	0	0	0	155	0	0	0	0	0			13	0		0	13	446	0		
12030																																																															0	45974	1470		3873			26604	0		0	272181	0	0	0	64082	233	6382	51673	2412	5731	21990	14565	19112	250	38469	34430	74964	29438	21842	8147				92	191			0	0	2196	6009	78175	21371			0			0	0														0	0	0	0	617		765	780	0	0	0	0	0	0	0	10078	0	0	0	617	0			0	0	0	0	0	10288	0		
12142																																																																3731	10337		3627			21168	1237		0	125843	0	94	0	36570	1912	1652	42692	2486	5388	8552	18615	1311	218	16959	17859	23343	26116	4947	44				490	0			0	0	1580	11722	7054	16615			0			0	0													0	0	0	0	0	558		0	0	0	0	0	0	0	0	0	3205	0	119	0	0	439			0	0		0	0	6501	0	0	
