"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFDK675	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	TEXTA545	
757779																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10833	682	0	0	96061	8581	5895	14	112789	0	0	0	0	0	0	0	0	0	675	651	2	127043	1	14628	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
758703																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		629478	0	121368	7464	14062	37	1204998	76426	618389	848	1958817	0	0	0	0	0	0	0	0	0	0	117073	124	2306557	1	224436	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
758842																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6680	280	1178	4	71207	7345	31033	32	110098	0	0	0	0	0	0	0	0	0	0	1415	1	115789	1	8766	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
758851																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1953	155	0	0	19748	893	7734	6	29435	0	0	0	0	0	0	0	0	0	0	5778	3	38434	1	5467	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
759045																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	21077	1060	269	1	166036	7258	144173	105	331555	0	0	0	0	0	0	0	0	0	0	94966	34	341411	1	48643	4	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
759072																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		34865	0	3072	76	251	1	2761464	1837602	262106	261	3026893	0	0	0	0	0	0	0	0	937	0	138278	44	4222242	1	519998	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
759250																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2105	233	0	0	28448	2107	5591	11	36143	0	0	0	0	0	0	0	0	0	0	2530	3	40055	1	3247	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
759540																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	791	59	881	1	66027	3100	13699	22	81398	0	0	0	0	0	0	0	0	0	0	1973	4	92228	1	8067	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
759625																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	50567	1342	6718	18	202281	18947	19644	44	279210	0	0	0	0	0	0	0	0	310	0	5463	12	306644	1	24044	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
760210																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6565	204	0	0	56843	4651	9603	16	73012	0	0	0	0	0	0	0	0	0	2250	1711	3	83163	1	9542	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
760331																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	13955	904	839	3	298108	30970	69519	83	382421	0	0	0	0	0	0	0	0	0	0	1013	3	414780	1	29933	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
760340																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1587	76	0	0	31582	2293	8864	15	42033	0	0	0	0	0	0	0	0	0	8807	7123	13	52758	1	3963	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
760434																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5274	165	253	1	67127	5764	14864	28	87518	0	0	0	0	0	0	0	0	0	0	1518	4	95620	1	7934	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
760649																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4866	218	0	0	59084	3936	22820	37	86770	0	0	0	0	0	0	0	0	0	1527	2895	6	95617	1	7198	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
760854																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	26959	1842	531	2	418282	50561	101864	143	547639	3	0	0	0	0	0	0	0	0	0	13150	19	628356	1	53753	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
760939																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3267	340	783	3	29281	4457	1992	5	35323	0	0	0	0	0	0	0	0	0	0	0	0	35323	1	4465	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
760957																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7218	303	251	1	43230	4935	5945	8	56645	0	0	0	0	0	0	0	0	0	0	0	0	62123	1	5413	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
761244																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5378	406	517	2	139577	32372	36395	42	181867	0	0	0	0	0	0	0	0	0	0	1628	4	205218	1	21011	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
761347																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1865	203	0	0	42581	5994	7608	15	52054	0	0	0	0	0	0	0	0	0	0	3131	3	58352	1	6927	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
761459																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11299	727	256	1	109117	8875	33068	54	153740	0	0	0	0	0	0	0	0	0	0	4444	8	154892	1	11015	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
761543																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7731	272	0	0	122285	9935	27194	41	157210	0	0	0	0	0	0	0	0	0	0	2502	5	189741	1	20432	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
761806	14279658	61237	0	0	0	0	102579	0	0	0	18835521	1	1455237	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	129	40075	0	0	CONF	CONF	CONF	61237	1860515	0	574968	36087	25227	74	9607571	1530259	4010654	4011											0	1197092	1251											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	179526	0	400442	0	10404	7240	138		
761833																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6824	373	310	1	76068	9027	6308	18	89510	0	0	0	0	0	0	0	0	0	0	1550	5	99761	1	6595	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
761851																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	24322	1078	2297	8	147949	7818	16334	43	190902	0	0	0	0	0	0	0	0	0	0	2121	6	209700	2	17552	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
761954																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2033	91	326	1	57917	4778	13595	24	73871	0	0	0	0	0	0	0	0	0	0	3286	7	80372	1	8189	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
762045																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2935	130	0	0	61510	4160	11935	26	76381	0	0	0	0	0	0	0	0	0	1497	662	2	94511	1	9591	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
762054																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1632	91	0	0	21223	1486	6522	12	29377	0	0	0	0	0	0	0	0	0	0	3782	5	40138	1	3178	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
762353																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1428	57	0	0	20483	2061	664	2	22575	0	0	0	0	0	0	0	0	0	0	0	0	25964	1	2828	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
762447																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		204807	0	59777	3320	3106	8	864285	93619	319277	445	1250771	4326	0	0	0	0	0	0	0	0	0	75447	104	1506297	1	118935	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
762474																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		220423	0	56048	3334	2324	7	854026	61618	367473	463	1279871	0	0	0	0	0	0	0	0	0	223	36781	58	1579163	1	198224	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
762625																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7687	378	319	1	83569	8166	11503	22	103078	0	0	0	0	0	0	0	0	0	0	997	2	115563	2	12386	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
762773																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	0	0	0	0	161964	35785	20367	28	182331	0	0	0	0	0	0	0	0	0	0	11925	14	233101	1	39951	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
763211																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	9451	653	0	0	108114	6629	33285	59	150850	0	0	0	0	0	0	0	0	0	0	7913	15	172658	1	17754	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
763556																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11088	676	261	1	120239	10581	16266	39	147854	0	0	0	0	0	0	0	0	0	0	3481	8	164548	1	15022	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
763677																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	51981	1645	7053	15	520867	34405	122485	215	702386	0	0	0	0	0	0	0	0	0	0	9394	18	915716	1	78535	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
763752																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3520	183	0	0	74555	6827	36696	23	114771	0	0	0	0	0	0	0	0	0	0	967	3	126416	1	9727	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
763930																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	37611	940	3520	13	441145	18514	81761	140	564037	0	0	0	0	0	0	0	0	0	0	8198	14	595239	1	23753	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
764030																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		754835	0	105043	4871	6074	20	1755364	134777	803856	1147	2670337	0	0	0	0	0	0	0	0	0	2102	158756	248	3056478	1	320031	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
764058																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4247	458	0	0	263032	18367	92502	155	359781	0	0	0	0	0	0	0	0	0	0	34781	50	464126	2	33348	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
764067																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4208	223	0	0	52301	4579	20453	29	76962	0	0	0	0	0	0	0	0	0	0	0	0	87083	1	9231	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
764142																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6453	340	0	0	69301	7950	13030	17	88784	0	0	0	0	0	0	0	0	0	1452	831	2	106292	1	10127	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
764151																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1921	63	0	0	26448	2449	7991	22	36360	0	0	0	0	0	0	0	0	0	0	1940	5	39469	1	3768	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
764441																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3091	419	0	0	33431	3205	10561	16	47082	0	0	0	0	0	0	0	0	0	0	1111	3	55772	2	10124	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
764816																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5731	315	713	2	87419	7272	17648	19	111511	0	0	0	0	0	0	0	0	0	0	816	2	130797	1	10605	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
764843																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3087	155	0	0	26290	2383	3850	7	33227	0	0	0	0	0	0	0	0	0	0	1606	2	35486	2	3248	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
764982																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		43984	0	65551	3632	2325	6	653815	66906	168257	311	889948	0	0	0	0	0	0	0	0	0	9548	40819	41	1071107	1	101408	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
765019																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		176436	0	55405	6743	985	3	851532	65817	528000	753	1435922	0	0	0	0	0	0	0	0	22500	16676	41317	52	1764859	1	164769	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
765046																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7295	258	261	1	68376	6226	0	0	75932	0	0	0	0	0	0	0	0	0	0	0	0	82353	1	7110	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
765130																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	72	15	0	0	35310	12298	20001	27	55383	0	0	0	0	0	0	0	0	0	0	20001	27	75066	1	8864	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
765318																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6695	443	581	2	87216	7774	17309	30	111801	0	0	0	0	0	0	0	0	0	7034	3836	5	132507	1	11691	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
765354																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7212	333	0	0	77231	8346	39168	51	123611	0	0	0	0	0	0	0	0	0	0	2332	5	146370	1	14244	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
765505																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	19266	897	1070	3	355125	50423	93392	150	468853	0	0	0	0	0	0	0	0	0	0	18806	36	557478	1	66657	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
765662																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3869	175	475	1	82240	4763	41430	68	128014	0	0	0	0	0	0	0	0	0	0	7272	16	155867	1	18650	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
765877																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4772	477	702	2	40737	4367	5087	10	51300	0	0	0	0	0	0	0	0	0	0	0	0	65196	1	13972	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
766052																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6277	467	0	0	65066	6132	14874	13	86217	0	0	0	0	0	0	0	0	0	0	722	1	96829	1	12015	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
766164																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	28029	417	766	3	184550	3468	14848	33	228193	0	0	0	0	0	0	0	0	0	0	2764	6	281501	1	35082	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
766258																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15303	542	2771	9	332934	16054	290270	376	641278	0	0	0	0	0	0	0	0	0	2448	53161	65	723689	1	66087	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
766735																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7909	338	0	0	167768	10453	124899	180	300576	0	0	0	0	0	0	0	0	0	1880	44441	59	322214	1	28479	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767040																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3198	451	0	0	62105	6403	12590	19	77893	0	0	0	0	0	0	0	0	0	0	1775	4	82237	2	6856	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767152																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2928	120	0	0	32719	2442	3074	8	38721	0	0	0	0	0	0	0	0	0	0	2001	5	44822	1	5723	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767246																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1576	260	0	0	14583	1698	778	2	16937	0	0	0	0	0	0	0	0	0	0	283	1	18271	1	1524	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767255																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10228	592	2243	6	81240	9211	21984	39	115695	0	0	0	0	0	0	0	0	0	0	13240	21	127880	1	11789	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767554																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4218	158	0	0	88933	6109	33153	64	126304	0	0	0	0	0	0	0	0	0	0	9710	16	144385	1	12248	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767572																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2765	90	0	0	20587	543	3966	8	27319	0	0	0	0	0	0	0	0	0	0	0	0	39431	2	4474	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767611																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4151	268	361	1	86887	10717	22916	33	114315	0	0	0	0	0	0	0	0	0	0	2142	6	126742	1	14711	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767705																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1533	116	0	0	70251	4975	32289	58	104074	0	0	0	0	0	0	0	0	0	3900	4605	13	133623	1	16318	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767732																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	21314	1263	859	3	215290	20916	67850	105	305313	0	0	0	0	0	0	0	0	0	0	24470	28	346424	1	32551	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767769																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2219	112	0	0	62895	5410	19702	39	84816	0	0	0	0	0	0	0	0	0	0	7869	11	96203	2	8060	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767817																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	13326	1071	0	0	115712	10325	35189	59	164227	0	0	0	0	0	0	0	0	0	0	4946	9	179450	1	16176	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
767974																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	9862	350	706	2	141178	7274	57183	65	208929	0	0	0	0	0	0	0	0	0	10142	5326	11	242717	1	13055	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
768074																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		70119	0	63783	1163	13225	40	488852	11751	223648	448	789509	0	0	0	0	0	0	0	0	0	0	1300	2	1041212	1	147058	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
768252																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7875	322	2348	5	76741	7308	43267	55	130231	0	0	0	0	0	0	0	0	0	0	3119	6	149893	1	11829	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
768458																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2979	151	256	1	87093	10512	65135	66	155463	0	0	0	0	0	0	0	0	0	0	4896	8	169433	1	15102	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
768476																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3986	155	0	0	43054	3144	2219	6	49259	0	0	0	0	0	0	0	0	0	0	0	0	56613	1	5475	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
768953																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3490	348	0	0	58416	3304	44458	63	106364	0	0	0	0	0	0	0	0	0	0	17836	21	112779	1	8814	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
769156																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11487	524	1608	3	63460	6027	13244	28	89799	0	0	0	0	0	0	0	0	0	0	1926	4	104573	1	12549	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
769334																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7444	476	0	0	47629	3723	11636	24	66709	0	0	0	0	0	0	0	0	0	0	1367	4	76961	1	6793	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
770068																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5075	170	569	2	59387	5317	16701	20	81732	0	0	0	0	0	0	0	0	0	0	0	0	91348	1	7780	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
770273																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3226	167	0	0	23713	1783	2248	6	29188	0	0	0	0	0	0	0	0	0	0	0	0	30622	1	2646	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
770367																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		742101	0	18929	681	4068	8	748563	19022	1267936	1171	2039496	0	0	0	0	0	0	0	0	0	88501	405628	447	2594835	1	247066	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
770451																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5171	341	359	1	60084	5784	23940	26	89554	0	0	0	0	0	0	0	0	0	743	2559	4	111492	1	8377	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
770545																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	480	28	387	1	21906	1374	1161	3	23935	0	0	0	0	0	0	0	0	0	0	612	1	26646	1	2475	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
770639																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6475	311	253	1	105381	7099	47716	82	159825	0	0	0	0	0	0	0	0	0	0	10387	20	175600	1	15967	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
770657																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	33024	3233	4483	9	507413	47595	129379	209	674299	0	0	0	0	0	0	0	0	0	0	53927	81	763984	1	65923	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
770853																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	9669	487	612	2	149412	11052	70127	100	229820	0	0	0	0	0	0	0	0	0	0	8202	19	250706	1	22457	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
771047																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1675	111	0	0	38574	4543	7652	13	47901	0	0	0	0	0	0	0	0	0	0	1526	2	54712	2	3998	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
771140																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15892	906	319	1	334516	27805	86386	176	437113	0	0	0	0	0	0	0	0	0	0	7249	21	479490	1	45085	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
771458																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8706	616	0	0	313010	21244	331222	329	652938	0	0	0	0	0	0	0	0	0	0	93238	132	773848	1	64459	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
771609																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	50105	2458	8177	18	479100	42278	210851	303	748233	0	0	0	0	0	0	0	0	0	0	44273	73	902967	1	76050	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
771636																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5574	202	369	1	79722	6552	16496	34	102161	0	0	0	0	0	0	0	0	0	0	4028	8	115489	1	7154	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
771748																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6381	203	0	0	60814	5672	25394	34	92589	0	0	0	0	0	0	0	0	0	0	1587	4	111972	1	16768	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
771878																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15173	553	765	3	324492	22539	26171	50	366601	0	0	0	0	0	0	0	0	0	0	8281	6	402405	1	33613	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
772008																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	43633	3129	3141	8	490210	39494	131517	253	668501	0	0	0	0	0	0	0	0	0	0	24951	53	953781	1	92234	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
772240																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2962	158	0	0	66509	7192	24644	28	94114	0	0	0	0	0	0	0	0	0	0	1904	4	99521	1	8328	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
