"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH311	RCFAH313	RCFAH314	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH311	RCOAH313	RCOAH314	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
299868																																																															52858	1865	1865	28.1485%	35.9153%	34.6481%	50993	147174	181157	0	0	27.9153%	0	0	9193	34.6481%	1	0	51471	0	0	0	0	0	0	0	0		0	0	51471	0	0	478	0	0	478	50993	0	0	0	0	0	0	0	0	0	1865	0	478	0	0	181635	42278										
300009																																																															59439	4662	4662	9.1315%	14.4205%	13.2894%	54777	412185	599868	722	0	6.4205%			0	13.2894%	1	0	70397	14186	468	0	722	244	0	0	0		0	0	54777	0	0	0	0	0	0	54777	0	0	0	0	0	0	0	0	0	4662	0	14654	0	0	614522	69675										
300036																																																															19841	2533	2545	5.1010%	9.8545%	8.5905%	17296	201339	339074	-482	0	1.8545%	0	0	19532	8.5905%	1	0	17770	256	11	0	-482	0	0	0	0		0	0	17985	0	689	0	0	0	689	17296	0	0	0	0	0	0	0	0	0	2545	0	956	12	0	340030	-1280										
300063																																																															48971	3010	3010	12.1797%	20.3972%	19.1435%	45961	240087	377358	0	0	12.3972%	0	0	18355	18.3796%	1	0	44127	0	0	0	0	0	0	0	0		0	0	44127	0	0	0	0	0	0	44127	1834	0	0	1834	0	1834	0	0	0	3010	0	0	0	0	377358	25772										
300157																																																															7556	254	260	10.6449%	24.9348%	24.0768%	7296	30303	68540	-10	0	16.9348%			600	24.0768%	1	0	7293	0	0	4	-10	0	0	0	0		0	0	7299	0	0	0	0	3	3	7296	0	0	0	0	3	0	0	0	0	260	0	7	6	0	68547	6703										
300250																																																															5240	383	383	9.6388%	17.1253%	15.8736%	4857	30598	50390	0	0	9.1253%	0	0	1000	15.8736%	1	0	4857	0	0	0	0	0	0	0	0		0	0	4857	0	0	0	0	0	0	4857	0	0	0	0	0	0	0	0	0	383	0	0	0	0	50390	3857										
300353																																																															34965	1809	1809	11.3185%	18.8226%	17.8487%	33156	185761	292936	1804	0	10.8226%			10359	17.8487%	1	0	34960	0	0	0	1804	0	0	0	0		0	0	33156	0	0	0	0	0	0	33156	0	0	0	0	0	0	0	0	0	1809	0	0	0	0	292936	22797										
300456																																																															2749	162	162	10.1638%	21.1983%	19.9491%	2587	12968	25453	62	0	13.1983%			380	19.9491%	1	0	2649	0	0	0	62	0	0	0	0		0	0	2587	0	0	0	0	0	0	2587	0	0	0	0	0	0	0	0	0	162	0	0	0	0	25453	2207										
300933																																																															28634	2585	2585	9.3513%	13.8651%	12.6134%	26049	206519	278559	13	0	5.8651%	0	0	22473	12.6134%	1	0	26062	0	0	0	13	0	0	0	0		0	0	26049	0	0	0	0	0	0	26049	0	0	0	0	0	0	0	0	0	2585	0	0	0	0	278559	3576										
300942																																																															15730	1522	1522	9.3868%	12.9242%	11.6737%	14208	121710	151362	591	0	4.9242%	0	0	3700	11.6737%	1	0	14799	0	0	0	591	0	0	0	0		0	0	14208	0	0	0	0	0	0	14208	0	0	0	0	0	0	0	0	0	1522	0	0	0	0	151362	10508										
300960																																																															29691	2810	2810	9.8711%	13.2384%	11.9855%	26881	224279	272319	670	0	5.2384%			14829	11.9855%	1	0	27551	0	0	0	670	0	0	0	0		0	0	26881	0	0	0	0	0	0	26881	0	0	0	0	0	0	0	0	0	2810	0	0	0	0	272319	12052										
301574																																																															70704	2052	2052	14.5919%	25.1188%	24.3898%	68652	281478	470479	2715	0	17.1188%			12376	24.3898%	1	0	71385	0	0	11	2715	0	0	0	0		0	0	68659	0	0	0	0	7	7	68652	0	0	0	0	7	0	0	0	0	2056	4	18	4	0	470497	56294										
301640																																																															10639	1013	1013	9.4676%	13.1524%	11.9001%	9626	80890	101673	278	0	5.1524%			9580	11.9001%	1	0	11202	1116	182	0	278	0	0	0	0		0	0	9626	0	0	0	0	0	0	9626	0	0	0	0	0	0	0	0	0	1013	0	1298	0	0	102971	1344										
301800																																																															94621	6643	6643	11.5731%	17.9055%	16.6484%	87978	528448	760192	162	0	9.9055%			8057	16.6484%	1	0	92776	15	52	2467	252	90	0	0	0		0	0	89900	0	278	0	0	1644	1922	87978	0	0	0	0	1644	0	0	0	0	6643	0	4456	0	0	764648	84557										
302030																																																															8478	400	400	8.6178%	25.3271%	24.1322%	8078	33474	93736	10	0	17.3271%	0	0	3300	24.1322%	1	0	8093	0	0	0	15	0	0	0	0		0	0	8078	0	0	0	0	0	0	8078	0	0	0	0	0	0	0	0	0	400	0	0	0	0	93736	4783										
302133																																																															2780	97	125	13.9766%	23.0228%	21.9876%	2655	12075	18996	28	0	15.0228%			2100	21.9876%	1	0	2655	0	0	0	0	0	0	0	0		0	0	2655	0	0	0	0	0	0	2655	0	0	0	0	0	0	0	0	0	125	0	0	28	0	18996	527										
302553																																																															14378	709	709	11.3499%	25.3410%	24.0914%	13669	56738	120433	1108	0	17.3410%			1800	24.0914%	1	0	14777	0	0	0	1108	0	0	0	0		0	0	13669	0	0	0	0	0	0	13669	0	0	0	0	0	0	0	0	0	709	0	0	0	0	120433	11869										
302656																																																															179468	17869	17869	10.1025%	12.5854%	11.3324%	161599	1425996	1599590	816	0	4.5854%	0	0	137381	11.3324%	1	0	165202	2506	281	0	816	0	0	0	0		0	0	161599	0	0	0	0	0	0	161599	0	0	0	0	0	0	0	0	0	17869	0	2787	0	0	1602377	27005										
302665																																																															14897	778	778	10.2770%	18.9438%	17.9544%	14119	78638	137384	398	0	10.9438%			3227	17.9544%	1	0	14517	0	0	0	398	0	0	0	0		0	0	14119	0	0	0	0	0	0	14119	0	0	0	0	0	0	0	0	0	778	0	0	0	0	137384	10892										
303550																																																															180812	14595	14595	8.9930%	14.0571%	12.9225%	166217	1286264	1848285	13961	0	6.0572%			140696	12.9225%	1	0	208869	27580	1111	0	14001	0	-40	0	0		0	0	166217	0	0	0	0	0	0	166217	0	0	0	0	0	0	0	0	0	14595	0	28691	0	0	1876976	54212										
303653																																																															30431	1014	1014	11.8044%	30.4213%	29.4076%	29417	100032	249203	2735	0	22.4213%	0	0	10000	29.4076%	1	0	32152	0	0	0	2735	0	0	0	0		0	0	29417	0	0	0	0	0	0	29417	0	0	0	0	0	0	0	0	0	1014	0	0	0	0	249203	19417										
303701																																																															19217	394	394	11.2363%	21.5689%	21.1266%	18823	89096	167519	378	0	13.5689%			0	21.1266%	1	0	20863	0	0	956	378	68	0	0	0		0	0	19461	0	0	0	0	638	638	18823	0	0	0	0	638	0	0	0	0	394	0	1594	0	0	169113	20485										
303747																																																															7148	438	438	9.2557%	20.4129%	19.1621%	6710	35017	72496	4	0	12.4129%			2751	19.1621%	1	0	6710	0	0	0	0	0	0	0	0		0	0	6710	0	0	0	0	0	0	6710	0	0	0	0	0	0	0	0	0	438	0	0	0	0	72496	3955										
303952																																																															41114	3042	3043	10.2247%	16.8974%	15.6468%	38071	243315	372344	673	0	8.8974%			12875	15.6468%	1	0	42482	3738	0	0	673	0	0	0	0		0	0	38071	0	0	0	0	0	0	38071	0	0	0	0	0	0	0	0	0	3043	0	3738	1	0	376082	28934										
304155																																																															6882	134	552	10.6774%	32.7589%	30.1314%	6330	21008	59284	917	0	24.1314%	0	0	1600	30.1314%	1	0	7247	0	0	0	917	0	0	0	0		0	0	6330	0	0	0	0	0	0	6330	0	0	0	0	0	0	0	0	0	552	0	0	418	0	59284	4730										
304173																																																															138144	1844	1844	16.7025%	33.6833%	33.2337%	136300	410126	816045	1722	0	25.6833%			0	33.2337%	1	0	140760	2569	146	0	1722	0	0	23	0		0	0	136300	0	0	0	0	0	0	136300	0	0	0	0	0	0	0	0	0	1844	0	2715	0	0	818760	139038										
304520																																																															10557	863	863	8.7844%	15.3242%	14.0715%	9694	68891	110355	-7	0	7.3242%			5825	14.0715%	1	0	9687	0	0	0	-7	0	0	0	0		0	0	9694	0	0	0	0	0	0	9694	0	0	0	0	0	0	0	0	0	863	0	0	0	0	110355	3869										
304575																																																															1539	91	91	7.2223%	21.3809%	20.1167%	1448	7198	20049	35	0	13.3809%			0	20.1167%	1	0	1850	0	0	220	35	0	0	0	0		0	0	1595	0	0	0	0	147	147	1448	0	0	0	0	147	0	0	0	0	91	0	367	0	0	20416	1815										
304762																																																															4830	238	238	8.4567%	17.6239%	16.7555%	4592	27406	54300	144	0	9.6239%			1700	16.7555%	1	0	4736	0	0	0	144	0	0	0	0		0	0	4592	0	0	0	0	0	0	4592	0	0	0	0	0	0	0	0	0	238	0	0	0	0	54300	2892										
304913																																																															305555	42	42	94.6256%	120.0076%	119.9911%	305513	254613	322865	61	0	112.0076%	0	0	101327	119.9911%	0	0	305513	0	0	0						0	0	0	305513	0	0	0	0	0	0	305513	0	0	0	0	0	0	0	0	0	42	0	0	0	0	322865	204125										
305059																																																															3851	213	213	14.1722%	21.0587%	19.8939%	3638	18287	25670	18	0	13.0587%			4300	19.8939%	1	0	4318	604	58	0	18	0	0	0	0		0	0	3638	0	0	0	0	0	0	3638	0	0	0	0	0	0	0	0	0	213	0	662	0	0	26332	0										
305077																																																															18387	372	372	12.6351%	28.2973%	27.7248%	18015	64978	142579	187	0	20.2973%			0	27.7248%	1	0	18202	0	0	0	187	0	0	0	0		0	0	18015	0	0	0	0	0	0	18015	0	0	0	0	0	0	0	0	0	372	0	0	0	0	142579	18015										
305152																																																															11670	701	701	10.6754%	16.8027%	15.7934%	10969	69453	102750	122	0	8.8030%			9730	15.7934%	1	0	12254	981	182	0	122	0	0	0	0		0	0	10969	0	0	0	0	0	0	10969	0	0	0	0	0	0	0	0	0	701	0	1163	0	0	103913	2402										
305237																																																															15627	657	657	8.6978%	13.3548%	12.7933%	14970	117014	172113	-225	0	5.3548%			10500	12.7933%	1	0	15134	0	0	233	-225	0	0	0	0		0	0	15126	0	0	0	0	156	156	14970	0	0	0	0	156	0	0	0	0	657	0	389	0	0	172502	4859										
305433																																																															11631	385	385	14.3559%	38.2058%	36.9412%	11246	30443	78337	551	0	30.2058%	0	0	5100	36.9412%	1	0	11797	0	0	0	551	0	0	0	0		0	0	11246	0	0	0	0	0	0	11246	0	0	0	0	0	0	0	0	0	385	0	0	0	0	78337	6146										
305442																																																															32441	2796	2796	10.6655%	14.4220%	13.1790%	29645	224941	277952	226	0	6.4220%	0	0	10000	13.1790%	1	0	29891	0	0	0	226	0	0	0	0		20	0	29645	0	0	0	0	0	0	29645	0	0	0	0	0	0	0	0	0	2796	0	20	0	0	277972	19665										
305648																																																															9188	697	697	10.2831%	14.4631%	13.3660%	8491	63527	82572	29	0	6.4631%			1803	13.3660%	1	0	8520	0	0	0	29	0	0	0	0		0	0	8491	0	0	0	0	0	0	8491	0	0	0	0	0	0	0	0	0	697	0	0	0	0	82572	6688										
305750																																																															19056	342	342	8.1966%	39.6125%	38.9016%	18714	48106	228313	1813	0	31.6125%			1400	38.9016%	1	0	20527	0	0	0	1813	0	0	0	0		0	0	18714	0	0	0	0	0	0	18714	0	0	0	0	0	0	0	0	0	342	0	0	0	0	228313	17314										
306056																																																															2731	174	174	11.2312%	19.7698%	18.5102%	2557	13814	22767	0	0	11.7698%			1264	18.5102%	1	0	2557	0	0	0	0	0	0	0	0		0	0	2557	0	0	0	0	0	0	2557	0	0	0	0	0	0	0	0	0	174	0	0	0	0	22767	1293										
306140																																																															8530	343	343	9.1860%	16.7861%	16.1111%	8187	50816	89125	839	0	8.7861%	0	0	1050	16.1111%	1	0	9026	0	0	0	839	0	0	0	0		0	0	8187	0	0	0	0	0	0	8187	0	0	0	0	0	0	0	0	0	343	0	0	0	0	89125	7137										
306159																																																															31941	2302	2302	12.1103%	17.5428%	16.2785%	29639	182075	244743	506	0	9.5428%	0	0	24568	16.2785%	1	0	30145	0	0	0	506	0	0	0	0		0	0	29639	0	0	0	0	0	0	29639	0	0	0	0	0	0	0	0	0	2302	0	0	0	0	244743	5071										
306270																																																															4658	266	266	8.8767%	21.9717%	20.7170%	4392	21200	49478	-685	78	13.9716%			0	20.7170%	1	0	3707	0	0	0	24	0	0	-709	0		0	0	4392	0	0	0	0	0	0	4392	0	0	0	0	0	0	0	0	0	266	0	0	0	0	49556	4392										
306337																																																															30697	1882	1882	11.5506%	15.4127%	14.4678%	28815	199167	249467	673	0	7.4127%			2198	14.4678%	1	0	29488	0	0	0	673	0	0	0	0		0	0	28815	0	0	0	0	0	0	28815	0	0	0	0	0	0	0	0	0	1882	0	0	0	0	249467	26617										
306908																																																															54654	3711	3711	10.8452%	18.4288%	17.1775%	50943	296569	469727	-1462	0	10.4288%			1372	17.1775%	1	0	49481	0	0	0	1476	0	0	-2938	0		0	0	50943	0	0	0	0	0	0	50943	0	0	0	0	0	0	0	0	0	3711	0	0	0	0	469727	49571										
307062																																																															63501	3105	3105	13.5765%	25.8899%	24.6240%	60396	245273	444857	1646	0	17.8899%			14174	24.6240%	1	0	62042	0	0	0	1646	0	0	0	0		0	0	60396	0	0	0	0	0	0	60396	0	0	0	0	0	0	0	0	0	3105	0	0	0	0	444857	46222										
307334																																																															9552	606	606	11.3944%	18.7298%	17.5415%	8946	50999	78512	0	0	10.7298%			4243	17.5415%	1	0	8946	0	0	0	0	0	0	0	0		0	0	8946	0	0	0	0	0	0	8946	0	0	0	0	0	0	0	0	0	606	0	0	0	0	78512	4703										
307361																																																															43617	3412	3412	9.7509%	16.0002%	14.7486%	40205	272602	412320	1031	0	8.0002%			8223	14.7486%	1	0	41236	0	0	0	1031	0	0	0	0		0	0	40205	0	0	0	0	0	0	40205	0	0	0	0	0	0	0	0	0	3412	0	0	0	0	412320	31982										
307679																																																															85507	8447	8447	9.5025%	12.6588%	11.4083%	77060	675476	810947	782	0	4.6588%			31101	11.4083%	1	0	90848	12168	838	0	782	0	0	0	0		0	0	77060	0	0	0	0	0	0	77060	0	0	0	0	0	0	0	0	0	8447	0	13006	0	0	823953	58965										
307932																																																															4918	277	277	9.3073%	14.7343%	13.9044%	4641	33378	49864	50	0	6.7343%			260	13.9044%	1	0	4691	0	0	0	50	0	0	0	0		0	0	4641	0	0	0	0	0	0	4641	0	0	0	0	0	0	0	0	0	277	0	0	0	0	49864	4381										
307950																																																															13540	1251	1251	9.0256%	13.5760%	12.3217%	12289	99735	136157	77	0	5.5760%	0	0	3148	12.3217%	1	0	12576	210	0	0	77	0	0	0	0		0	0	12289	0	0	0	0	0	0	12289	0	0	0	0	0	0	0	0	0	1251	0	210	0	0	136367	9351										
308256																																																															5475	341	341	8.8531%	13.8889%	13.0238%	5134	39420	57991	61	0	5.8889%			3500	13.0238%	1	0	5195	0	0	0	61	0	0	0	0		0	0	5134	0	0	0	0	0	0	5134	0	0	0	0	0	0	0	0	0	341	0	0	0	0	57991	1634										
308340																																																															16319	1154	1154	10.6238%	17.9058%	16.6396%	15165	91138	142745	596	0	9.9058%	0	0	7800	16.6396%	1	0	15761	0	0	0	596	0	0	0	0		0	0	15165	0	0	0	0	0	0	15165	0	0	0	0	0	0	0	0	0	1154	0	0	0	0	142745	7365										
308836																																																															8808	556	556	9.7774%	20.2255%	18.9488%	8252	43549	84399	13	0	12.2255%	0	0	4702	18.9488%	1	0	8252	0	0	0	0	0	0	0	0		0	0	8252	0	0	0	0	0	0	8252	0	0	0	0	0	0	0	0	0	556	0	0	0	0	84399	3537										
309150																																																															24342	1636	1636	10.6516%	17.0784%	15.9306%	22706	142531	213169	1204	0	9.0784%	0	0	6776	15.9306%	1	0	23910	0	0	0	1204	0	0	0	0		0	0	22706	0	0	0	0	0	0	22706	0	0	0	0	0	0	0	0	0	1636	0	0	0	0	213169	15930										
309570																																																															89962	3592	3599	9.5277%	14.0727%	13.5097%	86363	639267	906442	2112	0	3.4591%	0	0	74848	7.9591%	1	0	66980	10502	3486	0	2112	0	0	0	0		0	0	50880	0	0	0	0	0	0	50880	35483	0	0	35483	0	35483	0	0	0	3599	0	13989	7	0	920431	-9980										
309655																																																															27377	2770	2770	9.6145%	11.2292%	10.0931%	24607	243801	255937	92	0	3.2292%			22666	10.0931%	1	0	28620	3921	0	0	92	0	0	0	0		0	0	24607	0	0	0	0	0	0	24607	0	0	0	0	0	0	0	0	0	2770	0	3921	0	0	259858	5862										
309851																																																															7926	238	238	11.4933%	20.0795%	19.4766%	7688	39473	66891	97	0	12.0795%	0	0	3751	19.4766%	1	0	7842	0	0	34	97	0	0	0	0		0	0	7711	0	0	0	0	23	23	7688	0	0	0	0	23	0	0	0	0	238	0	57	0	0	66948	3994										
309972																																																															18040	567	567	11.9975%	24.4266%	23.6588%	17473	73854	145639	0	0	16.4266%			1161	23.6588%	1	0	17794	0	0	128	0	0	0	0	0		0	0	17666	0	0	0	0	193	193	17473	0	0	0	0	193	0	0	0	0	567	0	193	0	0	145832	16633										
310071																																																															25947	886	886	18.2783%	36.7896%	35.5334%	25061	70528	137108	42	0	28.7896%			8560	35.5334%	1	0	25103	0	0	0	42	0	0	0	0		0	0	25061	0	0	0	0	0	0	25061	0	0	0	0	0	0	0	0	0	886	0	0	0	0	137108	16501										
310754																																																															6535	407	407	12.8070%	14.6989%	13.7835%	6128	44459	47849	5	0	6.6989%			6246	13.7835%	1	0	6615	487	0	0	0	0	0	0	0		0	0	6128	0	0	0	0	0	0	6128	0	0	0	0	0	0	0	0	0	407	0	487	0	0	48336	364										
310950																																																															13182	668	668	17.7743%	23.7792%	22.5742%	12514	55435	70405	68	0	15.7792%			3476	22.5742%	1	0	12582	0	0	0	68	0	0	0	0		0	0	12514	0	0	0	0	0	0	12514	0	0	0	0	0	0	0	0	0	668	0	0	0	0	70405	9038										
310978																																																															376242	14884	14884	20.9161%	31.6214%	30.3704%	361358	1189835	1727655	2347	0	23.6214%			214807	30.3704%	1	0	363850	601	0	0	1891	0	0	0	0		0	0	361358	0	0	0	0	0	0	361358	0	0	0	0	0	0	0	0	0	14884	0	601	0	0	1728256	146696										
311050																																																															99340	5738	5738	8.7532%	21.6498%	20.3993%	93602	458849	1069344	162	0	13.6498%	0	0	47340	20.3993%	1	0	100824	6729	331	0	5597	0	0	-5435	0		0	0	93602	0	0	0	0	0	0	93602	0	0	0	0	0	0	0	0	0	5738	0	7060	0	0	1076404	53322										
311144																																																															6312	300	300	13.5739%	17.3445%	16.5201%	6012	36392	44291	11	0	9.3445%	0	0	1352	16.5201%	1	0	6023	0	0	0	11	0	0	0	0		0	0	6012	0	0	0	0	0	0	6012	0	0	0	0	0	0	0	0	0	300	0	0	0	0	44291	4660										
311256																																																															9376	1046	1046	8.3878%	11.2015%	9.9519%	8330	83703	99311	37	0	3.2015%			6500	9.9519%	1	0	8453	0	86	0	37	0	0	0	0		0	0	8330	0	0	0	0	0	0	8330	0	0	0	0	0	0	0	0	0	1046	0	86	0	0	99397	1916										
311265																																																															28428	847	847	11.9221%	29.6626%	28.7788%	27581	95838	231343	1614	0	21.6626%	0	0	2400	28.7788%	1	0	29196	0	0	0	1615	0	0	0	0		0	0	27581	0	0	0	0	0	0	27581	0	0	0	0	0	0	0	0	0	847	0	0	0	0	231343	25182										
311603																																																															86550	6163	0	11.0892%	13.0272%	13.0272%	86550	664379	780488	-5835	0	5.0272%	0	0	0	13.0272%	1	0	83380	0	28	0	1226	72	0	-7060	0		0	682	88432	0	0	0	0	1882	1882	86550	0	0	0	0	1882	0	0	0	0	6163	8045	710	0	0	781198	89215										
311649																																																															10985	534	534	14.4114%	25.8544%	24.5975%	10451	42488	72519	112	0	17.8544%			1750	24.5975%	1	0	10563	0	0	0	112	0	0	0	0		0	0	10451	0	0	0	0	0	0	10451	0	0	0	0	0	0	0	0	0	534	0	0	0	0	72519	8701										
311658																																																															6529	267	267	7.7598%	16.0884%	15.4305%	6262	40582	80698	260	0	8.0884%	0	0	700	15.4305%	1	0	6522	0	0	0	260	0	0	0	0		0	0	6262	0	0	0	0	0	0	6262	0	0	0	0	0	0	0	0	0	267	0	0	0	0	80698	5562										
311845																																																															1356096	119827	122067	7.9572%	13.6043%	12.3797%	1234029	9968177	15508333	12775	0	5.6043%			846490	12.3767%	1	0	1631105	253644	8788	0	12775	0	0	0	0		0	0	1355898	0	122166	0	0	0	122166	1233732	0	0	297	297	0	297	2240	0	0	122067	0	384598	0	0	15892931	771840										
311939																																																															19184	1417	1417	10.5901%	16.9459%	15.6943%	17767	113207	167770	662	0	8.9459%			12000	15.6943%	1	0	18429	0	0	0	662	0	0	0	0		0	0	17767	0	0	0	0	0	0	17767	0	0	0	0	0	0	0	0	0	1417	0	0	0	0	167770	5767										
312244																																																															62570	5372	5372	9.3875%	14.5724%	13.3213%	57198	429374	609300	494	0	6.5724%			15179	13.3213%	1	0	57781	32	57	0	494	0	0	0	0		0	0	57198	0	0	0	0	0	0	57198	0	0	0	0	0	0	0	0	0	5372	0	89	0	0	609389	42108										
312356																																																															18233	1244	1244	11.8923%	18.4846%	17.2234%	16989	98639	142857	316	0	10.4846%			1000	17.2234%	1	0	17305	0	0	0	316	0	0	0	0		0	0	16989	0	0	0	0	0	0	16989	0	0	0	0	0	0	0	0	0	1244	0	0	0	0	142857	15989										
312570																																																															4315	139	139	17.3993%	39.0816%	37.8227%	4176	11041	24001	158	0	31.0816%			0	37.8227%	1	0	4367	0	0	0	158	0	0	0	0		0	0	4209	0	0	0	0	33	33	4176	0	0	0	0	33	0	0	0	0	139	0	55	0	0	24056	4209										
312730																																																															111423	10049	10049	9.8990%	13.2850%	12.0868%	101374	838714	1024082	-3064	0	5.2850%	0	0	148643	12.0868%	1	0	123690	0	0	15228	201	0	0	-3265	0		0	0	111526	0	0	0	0	10152	10152	101374	0	0	0	0	10152	0	0	0	0	10049	0	25380	0	0	1049462	-21889										
313009																																																															13688	897	897	12.6885%	19.1682%	17.9121%	12791	71410	100808	-233	0	3.0970%			12083	7.5970%	1	0	5298	0	0	106	82	0	0	-315	0		0	0	5425	0	0	0	0	0	0	5425	7524	0	0	7524	158	7366	0	0	0	897	0	106	0	0	100914	-6552										
313157																																																															9576	526	526	9.7841%	13.5128%	12.7706%	9050	70866	92497	281	0	5.5128%			300	12.7706%	1	0	9344	0	0	0	281	13	0	0	0		0	0	9050	0	0	0	0	0	0	9050	0	0	0	0	0	0	0	0	0	526	0	0	0	0	92497	8763										
313175																																																															12363	365	365	10.2467%	18.4693%	17.9240%	11998	66938	117091	371	0	10.4693%			9270	17.9240%	1	0	12369	0	0	0	371	0	0	0	0		0	0	11998	0	0	0	0	0	0	11998	0	0	0	0	0	0	0	0	0	365	0	0	0	0	117091	2728										
313223																																																															17561	1391	1391	9.0170%	14.7023%	13.5377%	16170	119444	179328	923	0	6.7023%	0	0	2030	13.5377%	1	0	17648	555	0	0	1043	0	0	-43	-77		0	0	16170	0	0	0	0	0	0	16170	0	0	0	0	0	0	0	0	0	1391	0	555	0	0	179883	14695										
313401																																																															44503	3582	3582	9.4716%	13.0046%	11.9579%	40921	342209	432038	685	0	5.0046%	0	0	22004	11.9579%	1	0	41621	0	15	0	685	0	0	0	0		0	0	40921	0	0	0	0	0	0	40921	0	0	0	0	0	0	0	0	0	3582	0	15	0	0	432053	18932										
313577																																																															34802	3064	3064	8.7071%	11.2312%	10.2424%	31738	309868	364507	58	0	3.2312%			5751	10.2424%	1	0	36847	3640	1411	0	58	0	0	0	0		0	0	31738	0	0	0	0	0	0	31738	0	0	0	0	0	0	0	0	0	3064	0	5051	0	0	369558	31038										
314257																																																															51794	1338	1338	9.4686%	14.3491%	13.9784%	50456	360957	532878	250	0	6.3491%			35741	13.9784%	1	0	55936	2677	2553	0	250	0	0	0	0		0	0	50456	0	0	0	0	0	0	50456	0	0	0	0	0	0	0	0	0	1338	0	5230	0	0	538108	19945										
314444																																																															17199	971	971	10.8724%	19.9323%	18.8070%	16228	86287	149258	-225	0	11.9323%			1800	18.8070%	1	0	16003	0	0	0	-225	0	0	0	0		0	0	16228	0	0	0	0	0	0	16228	0	0	0	0	0	0	0	0	0	971	0	0	0	0	149258	14428										
315339																																																															5498	303	303	11.1560%	22.7679%	21.5132%	5195	24148	46567	-7	0	14.7679%	0	0	700	21.5132%	1	0	5263	0	0	34	2	9	0	0	0		0	0	5218	0	0	0	0	23	23	5195	0	0	0	0	23	0	0	0	0	303	0	57	0	0	46624	4570										
315357																																																															11077	914	914	11.0148%	15.1783%	13.9259%	10163	72979	92267	529	0	7.1783%			1600	13.9259%	1	0	10692	0	0	0	529	0	0	0	0		0	0	10163	0	0	0	0	0	0	10163	0	0	0	0	0	0	0	0	0	914	0	0	0	0	92267	8563										
315656																																																															19877	1751	1751	11.2717%	14.2410%	12.9865%	18126	139576	160810	0	0	6.2410%	0	0	3300	12.9865%	1	0	18126	0	0	0	0	0	0	0	0		0	0	18126	0	0	0	0	0	0	18126	0	0	0	0	0	0	0	0	0	1751	0	0	0	0	160810	14826										
316354																																																															41158	3179	3179	10.8736%	12.9096%	11.9124%	37979	318818	349277	155	0	4.9096%			27500	11.9124%	1	0	38134	0	0	0	144	11	0	0	0		0	0	37979	0	0	0	0	0	0	37979	0	0	0	0	0	0	0	0	0	3179	0	0	0	0	349277	10479										
316840																																																															512242	31475	31475	10.8843%	15.5886%	14.6308%	480767	3285996	4417071	3138	0	7.5886%	0	0	115089	14.6308%	1	0	494074	10168	0	0	3843	0	-704	0	0		0	0	480767	0	0	0	0	0	0	480767	0	0	0	0	0	0	0	0	0	31475	0	10168	0	0	4427239	375847										
316859																																																															9358	665	665	9.2142%	17.6749%	16.4189%	8693	52945	94344	316	0	9.6749%			2460	16.4189%	1	0	9600	0	0	355	316	0	0	0	0		0	0	8929	0	0	0	0	236	236	8693	0	0	0	0	236	0	0	0	0	665	0	591	0	0	94935	6824										
316934																																																															5426	186	186	11.8582%	21.0416%	20.3203%	5240	25787	44189	0	0	13.0416%			1550	20.3203%	1	0	5240	0	0	0	0	0	0	0	0		0	0	5240	0	0	0	0	0	0	5240	0	0	0	0	0	0	0	0	0	186	0	0	0	0	44189	3690										
317100																																																															40495	3299	3951	8.9566%	13.0048%	11.7360%	36544	311385	408010	-530	0	5.0048%	0	0	0	11.7360%	1	0	37024	0	0	606	1421	0	0	-1951	0		0	0	36948	0	0	0	0	404	404	36544	0	0	0	0	404	0	0	0	0	3951	0	1010	652	0	409020	37554										
