"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							9015	2065	0	0	39323	0	441	469	756	85871	66928	465	67393	0	881	0	0	0	18478	1200	85871	0	0	12725	0	0	3500	0	7720	59208			0	34683	33802	1053	0	0	0	0	18478	
242																																							2433	1331	0	0	8576	0	275	0	519	36979	27719	22	32038	0	168	0	4297	0	4941	120	36979	0	0	4293	0	0	120	0	7916	19803			0	22883	22715	408	1130	0	0	0	4941	
279																																							4917	2780	54	43458	9075	264	6030	27	2648	147382	111587	391	122118	0	617	0	10140	0	25264	1	147382	0	0	24821	0	0	0	0	7274	104313			0	77561	76944	442	1185	0	0	0	25264	
354																																							249	391	0	0	5353	0	29	0	150	11203	10108	33	10141	0	173	0	0	0	1063	25	11204	0	0	503	0	0	500	0	3509	6599			0	3810	3637	35	1394	0	0	0	1063	
457																																							1340	1069	0	167	460	0	140	79	1199	40715	33683	48	36910	0	450	0	2500	0	3805	60	40715	0	0	1005	0	0	2740	0	5000	28683			0	36711	36261	0	0	0	679	0	3805	
505																																							59300	1154	179	0	81374	0	10587	268	13195	421160	340856	3234	389590	58	4294	1595	45500	0	31512	6480	421160	0	0	15826	0	0	10653	2577	50725	290131			0	255225	250931	-1447	0	0	0	0	31570	
1155																																							36607	8491	0	97	26232	0	4018	4540	6367	215586	187384	1835	195932	0	2616	0	0	0	19654	1600	215586	0	0	12463	0	0	4900	486	23786	163598			0	131364	128748	691	0	0	0	6713	19654	
1351																																							0	3558	0	82026	5584	0	1074	441	1788	163382	143157	452	143609	0	1892	0	0	0	19773	240	163382	0	0	18916	0	0	530	0	14431	128726			0	70803	68911	87	0	0	0	0	19773	
1454																																							68618	25516	0	0	293560	0	5390	0	10332	637046	569618	1748	571366	0	2773	0	0	0	65680	1000	637046	0	0	56998	0	0	1214	2079	164175	405443			0	234324	231551	6468	0	0	0	0	65680	
1557																																							5179	1543	0	17454	2581	0	286	0	1007	71074	62830	467	65020	0	408	0	1723	0	6054	200	71074	0	0	4827	0	0	1000	0	24067	38763			0	34982	34574	27	8450	0	0	0	6054	
1669																																							29141	7467	513	49627	72552	0	2289	46	9573	250172	205197	434	205631	0	2881	0	0	0	44541	800	250172	0	0	41621	0	0	800	0	43521	161676			0	81845	78964	1320	0	0	0	0	44541	
1829																																							55403	4782	205	0	77696	0	3612	159	5928	405289	341877	1334	360679	0	3386	8144	13962	0	44610	390	405289	0	0	39245	0	0	3100	0	87095	254782			0	252746	249360	1875	0	0	0	3506	44610	
1856																																							39857	806	0	0	7773	0	411	0	2048	116772	71652	194	101846	0	860	98	30000	0	14926	500	116772	0	0	-3500	0	0	17782	0	2864	68788			0	66639	65779	144	0	0	0	0	14926	
2040																																							5495	3607	0	0	45349	0	3009	220	8043	200588	172324	419	179320	0	4065	0	0	0	21267	480	200587	0	0	15554	0	0	4270	343	18481	153844			0	117000	112935	963	21587	0	0	6577	21267	
2161																																							5150	10252	0	1	42480	0	2370	98	4618	136486	120093	1675	121768	0	603	0	0	0	14718	1000	136486	0	0	11579	0	0	1356	0	22094	97999			0	66075	65472	783	6045	0	0	0	14718	
2376																																							5831	4170	0	33974	398777	0	15173	3818	159881	2779851	1375178	34212	2365701	64	31909	0	921958	0	414086	500	2779851	0	0	408189	1843	0	27830	0	94219	1280960			-26522	2188293	2156384	4089	0	0	34353	0	414150	
2554																																							4009	435	0	0	2888	0	125	0	138	13235	11944	19	11963	0	130	289	0	0	1273	50	13236	0	0	185	0	0	975	0	4740	7204			0	5481	5351	63	0	0	0	0	1273	
2732																																							115453	17642	1112	0	81421	0	4611	973	4846	548627	468000	1210	469210	0	6730	0	0	0	79417	0	548627	0	0	72618	0	0	5789	0	91874	376126			0	329299	322569	1010	0	0	0	0	79417	
2750																																							1598	794	0	0	12736	0	266	166	2610	58495	46617	118	52884	0	819	0	5900	0	5611	121	58495	0	0	961	0	0	4400	0	6210	40407			0	41049	40230	129	95	0	249	0	5611	
3177																																							154918	8504	681	9785	102413	0	13435	906	38708	1037878	809818	9462	932902	0	3532	4630	113622	0	104975	0	1037877	0	0	47200	0	0	62349	0	112424	697394			-4899	707430	703898	325	0	0	0	0	104975	
3252																																							490	6994	0	727	75450	0	670	150	3648	167113	136352	316	146668	0	1974	0	3500	0	20445	200	167113	0	0	19051	0	0	300	0	24357	111995			0	80958	78984	894	0	0	6500	0	20445	
