"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
1557	10316	0	3906	19311	0	27908	0	0	0	0	26005	0	2487		7036	2150	1281	24002	23518	0	0	0	0	0	2615	5535	3577	10	8150	1319	0	482	0	4701	1801	0	1319	0	false							
1669	29036	1	14506	59197	0	119000	0	0	0	0	104867	0	352		29492	27909	9370	104400	104475	93	40	1381	0	0	10570	21043	7445	4181	30780	1269	1632	1782	0	13747	4683	0	2901	0	true							
1829	54038	0	0	110181	0	134545	0	0	0	0	199592	0	8539		38802	75958	16600	134545	191053	0	0	7325	0	0	6973	15428	22357	8789	22401	8918	1751	5380	0	14745	16049	0	10669	0	true							
1856	1507	0	445	2940	0	4827	0	0	6650	0	52197	0	505		17774	17380	0	4382	33998	0	17694	0	6650	0	7996	13303	9759	995	21299	0	761	497	0	14279	1258	0	761	17444	false							
2040	16071	11	555	22909	0	45528	0	0	23032	0	98729	0	5726		26620	46362	4126	44962	92741	0	262	819	23032	9626	2919	7782	11070	12408	10701	0	804	1000	312	7560	2116	0	804	851	true							
2161	26965	0	1327	28643	0	62175	0	0	0	0	59488	0	583		10052	7642	7151	60848	58905	0	0	0	0	0	3033	12570	2598	777	15603	1020	4372	253	258	8926	5903	0	5392	0	true							
2376	697040	0	45937	28485	0	216154	0	0	378713	0	2494048	11000	315036		396704	759482	108121	170217	2104595	0	63417	42912	378713	378713	146017	345346	235076	107459	488024	46956	81165	50094	25413	437194	203628	0	127518	59797	true	10872	21321	391980	331611	321931	100848	
2554	3032	0	231	16	0	6868	0	0	0	0	6317	0	445		2877	0	0	6637	5872	0	0	0	0	0	545	2469	180	91	545	0	0	0	0	409	0	0	0	0	false							
2732	59305	0	14698	139083	0	189483	0	0	14206	0	312857	0	11295		44979	124276	11823	174785	301562	0	0	3711	14206	14206	15293	40898	9539	2019	55899	42338	18789	400	0	22770	61527	0	61127	0	true							
2750	17443	0	2862	5644	0	15048	0	0	0	0	31655	0	6430		8307	654	1525	12186	24981	0	244	214	0	0	4354	4733	3185	166	8366	857	0	263	0	4131	1120	0	857	0	true							
3252	14908	0	67192	27774	0	95516	0	0	7382	0	69356	760	18825		12040	11094	5485	28324	49771	0	0	0	7382	6821	8063	12514	4700	4081	20327	9219	2647	2130	0	17317	13997	0	11866	0	false							
3458	2383	0	4108	5208	0	13707	0	0	0	0	24173	0	3701		8235	3441	837	9599	20472	0	0	0	0	0	2317	9161	3506	1694	11379	459	795	417	0	8443	1671	0	1254	0	false							
3720	35684	0	29789	41555	0	124819	0	0	0	0	97495	0	10871		22349	6878	6492	95030	86624	0	0	2487	0	0	9287	24027	3145	0	33153	7784	9082	1608	0	14110	18474	0	16866	0	false							
3971	116166	0	722	35480	0	58614	0	0	38765	0	611490	0	14810		147849	261733	24811	57892	553695	0	42985	7624	38765	22726	20062	87191	86010	20662	107252	2591	7031	8854	1190	66076	19666	0	9622	4220	true							
4156	20563	0	23494	38868	0	94096	0	0	13408	0	92407	0	10331		20420	23004	4895	70602	77865	0	4211	2052	13408	13328	13224	18239	9704	4099	31463	1368	1085	765	356	24846	3574	0	2452	4211	true							
4231	17179	0	12865	23185	0	39581	0	0	0	0	60562	0	1654		16103	5958	13799	26716	58908	0	0	8206	0	0	5893	13474	6903	6960	19367	754	986	833	1622	17127	4195	0	1740	0	false							
4839	28240	0	6171	57675	0	70239	0	0	19117	0	196200	0	23919		26429	48564	9277	64068	141405	0	30876	3856	19117	17887	16504	45987	32917	1761	62491	13986	5381	2860	0	70740	22227	0	19367	30876	true							
5069	40718	0	0	27861	0	32000	0	0	76281	0	280931	0	1726		56412	21116	1010	32000	208038	0	71167	493	76281	25197	31447	64585	70953	15725	96032	7447	22849	3262	2829	126298	36387	0	30296	52584	false							
5135	19959	0	30615	60476	0	123971	0	0	33221	0	245829	0	13792		81848	58521	17373	93356	231787	0	250	7459	32873	32873	30871	110118	3788	0	140989	6951	15191	430	0	62929	22572	348	22142	0	true							
5210	540973	12	54231	46574	0	88976	0	0	1172	0	911532	0	50044		155953	121462	53179	34733	861488	0	0	10456	1172	1172	36926	87230	86202	4841	121448	7342	21790	4510	256	59246	33898	0	29132	0	true	7442	24099	80001	41461	372371	118558	
5461	317160	0	6922	38465	0	52028	0	0	33890	0	487853	0	11757		8284	139646	3138	45106	476096	0	0	1898	33890	33890	5273	10681	2118	779	15954	6408	5379	409	0	10567	12196	0	11787	0	true							
5751	9276	0	2823	22188	0	45191	0	0	7027	0	119291	0	24253		18237	65672	9171	42368	89972	0	5066	4432	7027	2979	10051	13222	12646	3357	23273	759	1389	1699	1220	21039	5067	0	2148	0	true							
6039	39523	0	13297	94118	0	118061	0	0	0	0	135218	0	5258		46010	15355	14338	104764	129761	0	199	3603	0	0	14746	50641	6916	550	65387	819	6141	526	0	26843	7486	0	6960	199	false							
6141	3842	12	15262	13278	0	38778	0	0	0	0	15723	0	1548		4772	1270	1096	23504	14175	0	0	422	0	0	1491	5676	814	35	7167	1292	1303	0	0	3244	2595	0	2595	0	true							
6329	44947	0	19244	183067	0	233008	0	0	5690	0	328060	0	7684		76320	62974	13808	213764	320376	0	0	4641	5690	0	44916	97719	28960	6266	142635	7905	26995	4604	2774	101541	42278	0	34900	10275	false							
7009	0	0	0	133219	0	133219	0	0	0	0	740367	0	0		0	740366	36	133219	740367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
7045	23183	0	12049	20403	0	105527	0	0	0	0	73625	0	5773		21382	16565	6289	93478	67852	0	0	1890	0	0	2821	9086	9850	8268	11907	639	529	0	2684	8643	3852	0	1168	0	true							
7072	38047	0	0	13025	0	23872	0	0	2961	0	128495	0	6373		37708	22022	15941	23872	122122	0	0	4863	2961	757	9158	28341	15880	5803	37499	618	1609	1480	5536	21473	9243	0	2227	0	false							
7157	2004	0	2108	5468	0	11290	0	0	0	0	29131	13	960		9377	13667	2488	9182	28158	0	0	718	0	0	2463	7469	2998	0	9932	0	530	0	0	3553	530	0	530	0	false							
7456	25601	0	13333	18518	0	36796	0	0	0	0	41357	0	1170		10258	0	2205	23463	40187	0	0	341	0	0	3106	7890	2939	309	10996	289	301	922	0	3986	1512	0	590	0	true							
7634	7432	0	2787	12005	0	18113	0	0	0	0	38691	0	219		12873	951	5047	15326	38372	0	100	2647	0	0	6136	15996	1971	1095	22132	0	4829	0	281	12325	5110	0	4829	249	true							
8033	21104	0	2681	50467	0	81658	0	0	0	0	114421	0	897		41631	79	6594	78977	103782	0	9742	3332	0	0	12042	40336	18267	7421	52378	3142	5922	3883	2225	36435	15172	0	9064	5054	true							
8462	1273	0	2768	66021	0	102090	0	0	0	0	46976	0	11428		10036	7692	3783	99072	35548	250	0	1266	0	0	9446	12225	1481	0	20866	8004	6370	485	0	13116	14859	0	14374	0	true							
8631	17859	0	268	16373	0	22357	0	0	0	0	33883	0	841		8499	1811	2661	22089	33042	0	0	779	0	0	2147	6420	2992	1565	8567	0	829	260	0	4625	1089	0	829	0	true							
9357	119263	193	499	39824	0	47481	0	0	6222	0	397021	5937	0		1119	274426	1154	46789	391084	0	0	472	6222	6222	389	1677	65	0	2066	1200	0	0	0	1012	1200	0	1200	0	true							
9553	17649	0	8609	21235	0	44702	0	0	7348	0	65307	0	1652		15861	9223	6396	36093	55422	0	8233	0	7348	5460	4233	21030	9796	249	25163	1632	1492	0	0	19448	3124	0	3124	2922	true							
9807	460280	0	40575	85446	0	145178	0	0	60000	0	1673977	0	314287		141341	784569	64603	104603	1359690	0	0	4783	60000	60000	26883	136631	152610	8441	163514	74403	26029	2734	1397	183224	104563	0	100432	169548	true	8241	12067	479378	305191	296828	163452	
9955	12456	13	3330	23475	0	43963	0	0	2906	0	72858	0	17315		7661	45012	1354	40620	55543	0	0	0	2906	2906	6766	5240	2196	182	9100	0	1006	0	0	6723	1006	0	1006	0	true							
10250	129426	0	1094	26365	0	53276	0	0	3992	0	317442	0	9442		46735	102056	31211	52182	307751	0	249	11992	3992	3872	8902	22862	26156	13551	31764	787	3098	7575	3029	24736	14489	0	3885	498	true							
10849	72875	0	2198	12983	0	28399	0	0	8251	0	206964	0	41306		44706	23286	8453	26200	165658	1	0	2038	8251	8251	16942	52560	19395	725	69501	7827	8282	4790	282	44916	21180	0	16109	0	false							
11145	28867	0	50891	39251	0	106880	0	0	0	0	97680	0	12572		16869	30377	7918	55819	85108	170	0	3902	0	0	2933	9535	9265	5949	12468	722	1793	5225	3014	10813	10754	0	2515	0	true							
11640	166818	4	6343	22891	0	36268	0	0	0	0	277295	0	44324		37940	26077	18702	29916	232971	5	0	9953	0	0	10396	22728	20531	12501	33103	4645	5854	4638	3106	28217	18243	0	10498	0	true							
11837	5265	0	28113	7273	0	45484	0	0	0	0	35189	0	598		14750	5898	2962	17371	34591	0	0	879	0	0	4576	10065	5749	3071	14641	0	565	0	0	8711	565	0	565	0	true							
12030	37587	0	17354	86878	0	120094	0	0	0	0	178079	0	2587		74843	35559	20515	102740	175292	0	200	4718	0	0	24616	52127	18852	4609	76743	1504	2639	292	295	25360	4730	0	4143	0	false							
12142	29830	0	17737	65079	0	124582	0	0	0	0	86170	0	7039		22584	13270	7551	106845	79131	0	0	1178	0	0	14831	16313	870	0	25563	3701	7049	306	0	9430	11056	0	10750	0	false							
12179	5642	0	0	5345	0	8664	0	0	0	0	22169	0	752		7608	6233	1500	8664	21417	0	0	117	0	0	975	3838	3376	1087	4812	266	752	0	0	1668	1018	0	1018	0	true							
12311	11284021	39	3208150	8405898	0	11682360	0	0	3896661	0	67711145	0	2665138		2624824	52642739	715927	8472752	65046007	1419	0	101069	3896661	3881413	483255	1764413	938277	279815	2247668	89406	118247	96698	14274	840936	318625	0	207653	0	true	1310058	1583894	20548379	29700265	662353	10588368	
12647	24215	0	1894	40550	0	49416	0	0	14704	0	93676	0	7017		20294	23103	6492	47522	86659	0	0	987	14704	1984	6445	15425	7085	121	21869	932	2774	6899	6677	8782	17282	0	3706	0	false							
12656	2236	0	505	4350	0	6442	0	0	0	0	9922	0	2377		2872	2075	898	5937	7545	0	0	226	0	0	636	3531	1075	369	492	0	0	0	0	2739	0	0	0	0	true							
12937	12287	0	0	45313	0	62114	0	0	13740	0	92307	0	0		8136	37770	4882	62114	92307	0	0	0	13740	13740	9433	11488	2658	76	20670	8989	8685	921	0	15519	18595	0	17674	0	false							
12946	63517	15	139059	91370	0	284937	0	0	2350	0	913803	0	252644		159082	318301	50546	145863	661159	0	0	22781	2350	2350	55376	138675	71840	23037	192227	114742	93242	31846	3227	129846	243057	0	207670	0	true	33615	36519	149443	105808	55834	7683	
12955	14127	29	2113	50726	0	52003	0	0	0	0	80946	0	4292		11398	34297	4709	49861	66463	0	10191	1217	0	0	3478	13034	7860	3027	16512	2623	1383	0	1117	16001	5123	0	4006	10191	false							
13103	507867	0	30695	74790	0	191733	0	0	15000	0	1373788	0	361703		143678	554499	64561	160566	1010593	472	1492	22203	15000	0	30741	52755	77699	49138	83496	34539	35398	17707	13443	66655	101089	0	69937	0	true	8184	69704	287342	99475	181267	131393	
13251	3122	0	733	7090	0	11376	0	0	0	0	27129	0	980		6999	16285	1304	10643	26149	0	0	0	0	0	1630	5555	538	0	7185	0	0	0	0	724	0	0	0	0	true							
13457	3140	0	1443	4004	0	8522	0	0	0	0	10759	0	1363		2715	2416	1253	7079	9396	0	0	0	0	0	1017	2447	787	0	3464	0	953	0	0	1536	953	0	953	0	false							
14052	9852	0	1308	14017	0	21281	0	0	0	0	33504	0	4997		5374	15374	2279	19973	28507	0	0	654	0	0	1223	4308	1700	0	5531	0	1047	0	0	1857	1047	0	1047	0	true							
14155	16422	0	870	41219	0	81347	0	0	30200	0	87156	0	10172		16251	41693	6494	80477	76984	0	0	2371	30200	29830	4861	11444	7837	1811	16305	0	867	1927	294	9702	3088	0	867	0	true							
14650	6882	0	3723	9468	0	15784	0	0	0	0	12764	0	182		3496	1023	1362	12061	12582	0	0	256	0	0	2476	1527	488	0	3631	0	0	368	0	994	368	0	0	0	false							
14753	15646	3	782	13562	0	13562	0	0	0	0	27670	0	2252		7755	0	3414	12777	25418	0	0	767	0	0	2710	7266	1031	257	9975	500	0	260	0	3509	760	0	500	0	false							
14865	71903	16	18285	174754	0	174754	0	0	21150	0	159665	0	15078		24661	42728	10800	156453	144587	0	0	2589	21150	21050	18966	11862	9024	3073	28029	547	750	811	0	18264	2108	0	1297	0	true							
14977	4582	0	0	7015	0	12118	0	0	0	0	26987	0	0		8694	1269	3297	12118	26987	0	0	1133	0	0	3863	8964	3276	300	12827	1175	3192	366	0	7709	4732	0	4366	0	false							
16551	41998	0	6259	53999	0	96995	0	0	11517	0	181260	0	9484		64893	47871	25366	89888	171776	848	0	8287	11517	5486	11463	29746	37883	2984	28100	254	3714	4559	789	17183	9316	0	3968	0	true							
16748	19779	0	2030	22104	0	27332	0	0	0	0	49410	0	1445		11394	10056	4198	25302	47965	0	0	1644	0	0	1636	6885	4759	4464	8312	558	759	0	514	6350	1831	0	1317	0	false							
17110	0	0	0	0	0	0	0	0	0	0	111637	0	6447		13263	0	2964	0	105190	0	0	1190	0	0	44709	0	0	0	44709	66927	0	0	0	31446	66927	0	66927	0	false							
17147	3372509	0	78157	223528	0	305931	0	0	419683	0	5360000	0	719432		896385	778737	140169	227334	4640568	440	0	25973	419683	142870	193003	354630	422190	133646	525886	47933	27554	27541	2257	207084	105285	0	75487	0	true	1643	27825	456248	215923	1728170	1644327	
17259	13375	0	2103	9608	0	15768	0	0	0	0	32553	0	2495		9820	1845	4981	13665	30058	0	0	2102	0	0	3356	7455	4787	241	10811	256	559	423	255	6019	1493	0	815	0	false							
17464	200842	0	74205	481418	0	481418	0	0	114876	0	2234491	0	130694		115547	1812731	48217	407213	2101800	0	1997	7003	114876	113639	65855	78127	45475	16760	143982	3283	6071	3692	1655	90670	14701	0	9354	3976	true	233532	164188	1073567	544525	185141	15701	
17950	53754	283	37719	76788	0	166796	0	0	30018	0	247218	312	30335		32789	120535	10771	128794	213571	0	3000	4302	27018	27018	12957	27701	10962	2944	40658	1558	12172	4106	529	21775	18365	3000	13730	0	true							
17978	57728	0	0	4382	0	31817	0	0	0	0	163939	0	889		56064	3633	36895	31817	151439	0	11611	15585	0	0	14263	40237	11886	16031	54500	1430	18010	0	722	26352	20162	0	19440	0	true							
18050	68910	0	39921	166679	0	230146	0	0	0	0	246703	0	17487		46614	57046	10497	190225	229216	0	0	3511	0	0	17143	42191	18790	1979	58891	8028	18698	13918	0	33489	40644	0	26366	0	true							
18135	31853	0	0	79429	0	106723	0	0	26270	0	118899	0	243		14155	45603	3590	106723	118656	0	0	309	26270	26270	6255	8759	4900	1910	14847	3347	10356	5916	0	7669	19619	0	13703	0	true							
18377	16822	0	0	0	0	0	0	0	0	0	46922	0	938		17771	0	5972	0	40669	0	5315	2145	0	0	1843	6387	14098	6853	7021	252	0	668	0	11410	920	0	252	0	true							
18827	257107	0	57743	278308	0	450551	0	0	6415	0	528923	0	92488		81297	124172	25183	391342	436314	1466	121	5595	6415	5784	13284	44198	33550	23213	57482	5049	20417	5690	2245	32947	33400	0	25466	0	true	31146	52130	27912	50495	4442	233251	
18836	16910	0	1899	30149	0	38900	0	0	2261	0	92331	0	2694		37838	13421	13233	37001	89637	0	0	4166	2261	768	15808	21133	15428	6554	33752	1460	847	770	0	21085	3077	0	2004	0	true							
18854	78898	0	105076	287257	0	314652	0	0	207899	0	264462	0	27036		30288	21991	2973	209576	215863	0	21563	1201	207899	206842	22407	60050	19013	3053	82457	11395	31542	15809	304	74235	59050	0	42937	21563	true							
19356	8371	4834	0	17143	0	36810	0	0	4000	0	33269	0	1046		10871	4263	1508	31922	32223	54	0	0	0	0	2869	6252	4361	895	8677	3001	257	3000	0	3506	6258	2000	3258	0	false							
19936	14397	0	26274	59607	0	142397	0	0	0	0	114815	0	7701		20466	50646	9533	116123	107114	0	0	4578	0	0	7263	19632	7869	8453	26875	1160	1400	1202	2794	22751	6555	0	2560	0	true							
19972	74232	0	0	0	0	0	0	0	0	0	74232	0	0		0	0	0	0	74232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	10862	0	3571	20045	0	25764	0	0	9941	0	58432	0	7799		26243	3841	6863	22193	50633	0	0	1013	9941	6563	9855	8925	15139	2133	18780	2563	2049	3065	0	9809	7677	0	4612	2735	true							
20633	69301	0	22337	28828	0	93323	0	0	6274	0	154925	0	884		31730	21609	12956	70981	154041	5	0	4141	0	0	6468	18237	19381	14999	24660	311	606	2872	1141	27355	4930	0	916	0	true							
20857	8187	0	10020	23464	0	63937	0	0	248	0	36441	0	7279		4873	17521	2207	53917	29162	0	0	0	248	248	2062	5041	1396	366	7103	814	512	541	0	3992	1867	0	1326	0	true							
21256	1050	0	2423	2532	0	5508	0	0	0	0	3783	0	350		1030	556	1606	3085	3433	0	0	814	0	0	116	236	260	752	352	0	0	0	814	334	814	0	0	0	true							
21359	12784	0	1938	12321	0	19669	0	0	0	0	28878	0	1814		4586	7311	3774	17731	27064	0	0	0	0	0	2017	4995	786	114	7012	0	871	0	0	3326	871	0	871	0	true							
21630	17224	0	2244	22004	0	33535	0	0	0	0	58698	0	7698		9793	10738	2330	31291	51000	0	0	967	0	0	4755	11584	2091	147	16339	2761	9398	0	0	8783	12159	0	12159	0	true							
21658	22802	4	4859	19837	0	66909	0	0	735	0	81493	0	2087		32339	10253	16071	62046	79406	0	0	5489	0	0	6674	14177	16706	6809	20851	1215	1890	967	0	12027	4072	735	3105	0	true							
22048	21689	0	24842	100609	0	100609	0	0	7302	0	75783	0	6853		22841	0	6691	75767	68930	0	0	2891	7302	7302	11885	25658	9321	128	37543	1676	3120	2306	0	24151	7102	0	1676	0	true							
22543	16520	0	1560	27307	0	67549	0	0	0	0	39525	0	1137		6754	12367	3365	65989	38388	0	0	1317	0	0	2409	3885	1818	1863	6294	0	253	0	409	3221	663	0	253	0	true							
22552	13634	0	2805	14584	0	31329	0	0	1000	0	42323	0	3716		13538	3479	3277	28524	38607	0	0	461	1000	0	4047	8840	10386	15	12887	0	923	1000	0	9750	1923	0	923	987	true							
22730	93	0	11236	49671	0	77282	0	0	0	0	74368	0	7397		13217	55307	3235	66046	66971	0	0	467	0	0	3867	5846	5089	2531	6607	823	812	0	0	4116	1635	0	1635	0	true							
22936	13654	0	2938	56821	0	80624	0	0	0	0	87430	0	1105		22741	34803	6575	77686	86325	0	0	1481	0	0	6226	18326	10810	30	24552	1278	1631	672	0	12651	3581	0	2909	0	true							
23456	11760	0	1909	13443	0	45435	0	0	0	0	53912	0	8025		20688	7886	6282	43433	45887	93	0	2686	0	0	2925	8165	10261	7305	11090	562	3900	263	884	7968	5610	0	4462	0	true							
23504	1177005	0	51293	411448	0	462220	0	0	170776	0	2542435	0	470076		78694	1155542	21387	410927	2072359	0	0	6639	170776	151343	34585	54705	48189	5802	89290	4609	10231	9977	41789	64587	66606	0	14840	0	true	45381	3190	298493	476113	402847	622421	
23643	13406	0	15652	35580	0	78851	0	0	0	0	96569	0	8929		30922	2231	7671	63199	87540	0	100	2953	0	0	12275	25173	17438	0	37448	5287	10300	8505	1955	23963	26047	0	15587	0	false							
23755	54435	35	4454	41232	0	82260	0	0	0	0	91923	32	11232		13583	13605	6470	77771	80659	0	0	1193	0	0	4292	8671	4359	2816	12963	965	1280	1000	500	6555	3745	0	2245	0	false							
24006	532699	2	14087	136272	0	249018	0	0	0	0	873176	0	23655		168744	31895	63545	234929	849521	0	0	16267	0	0	32857	72710	78958	72783	105567	4462	3411	20277	23124	88564	51274	0	7873	0	true	54527	78939	26761	5134	454999	45213	
24378	19032	0	0	5778	0	10802	0	0	0	0	45093	0	253		19208	59	7445	10802	44840	0	0	1790	0	0	3111	6469	6674	9454	8611	294	0	0	0	6500	294	0	294	0	false							
24453	8747	0	1051	49050	0	68180	0	0	20017	0	161186	0	12537		25324	106200	4408	67129	145419	0	3230	3043	20017	7434	4924	13191	9774	8001	18115	7156	1879	1314	0	10567	10349	0	9035	3510	true							
24659	22316	0	1253	13491	0	25091	0	0	0	0	34214	0	1500		6566	959	3265	23838	32714	0	0	1331	0	0	4960	4061	1040	299	2933	0	0	578	0	3794	578	0	0	0	true							
24668	150715	0	7189	107369	0	125427	0	0	217290	0	1042828	0	98732		69870	504643	31064	118238	940438	0	3658	17940	217290	215973	133950	95491	21471	9460	165633	49351	44654	32283	810	190502	127098	0	51955	0	false							
24949	45747	0	9603	83893	0	125055	0	0	2000	0	203307	0	6008		76844	49515	14859	115452	197299	0	0	2701	2000	2000	19218	57745	24761	173	76791	2138	1641	2369	0	25053	6148	0	3779	0	true							
25357	13497	0	11057	42426	0	163433	0	0	18302	0	171894	318	7840		52468	62042	8898	152376	163486	0	250	3902	18302	18302	29926	45059	7121	7919	74985	1508	1746	862	2214	37557	6330	0	3254	0	true							
25647	10848	2	0	11705	0	12470	0	0	0	0	66649	0	0		13257	3782	4308	12468	47332	0	19317	2187	0	0	4085	18237	19399	5354	22322	255	4296	393	0	33818	4944	0	4551	19317	false							
26176	39950	0	245	21339	0	34033	0	0	40980	0	264838	0	17968		29523	31467	4432	33788	194967	0	51903	1665	40980	38684	80628	49480	17653	2253	130108	2404	37748	2750	505	120491	43407	0	40152	50716	true							
26242	181652	1	38499	60434	0	114235	0	0	0	0	264175	0	9163		35621	22654	14274	75735	255012	0	0	4027	0	0	13710	37677	4679	226	51387	255	1172	2150	0	20671	3577	0	1427	0	true							
26457	2241	0	1569	4822	0	8286	0	0	0	0	18024	0	2508		4118	8713	302	6717	15271	0	245	0	0	0	2150	3648	1051	221	5798	0	0	0	0	2952	0	0	0	0	true							
26765	10296	0	7452	125469	0	177755	0	0	0	0	265779	0	10794		10351	184509	3112	169831	254985	472	0	1668	0	0	10683	22912	8818	1970	33595	4557	15131	4318	2585	34032	26591	0	19688	0	true							
27070	193457	0	1440	36539	0	36539	0	0	0	0	443924	0	6655		140876	0	61184	35099	436264	0	1005	18642	0	0	58060	118661	38651	6966	176721	8282	15713	2740	1394	81462	28129	0	23995	0	false							
27548	226374	0	33912	72363	0	170965	0	0	19472	0	425459	0	26281		37383	116986	18698	126375	399178	10678	0	6027	19472	19472	9085	19993	17158	16293	27828	4918	11356	1690	1606	25146	19570	0	16274	0	true							
27614	65771	0	2328	91915	0	159298	0	0	0	0	176864	0	29715		39399	42130	25049	156970	147149	0	0	8989	0	0	8889	17319	13879	13164	23616	7477	3264	2751	2220	13852	15712	0	10741	0	true							
27847	48850	0	28058	97839	0	156784	0	0	21220	0	328990	0	44001		97114	33331	29215	128726	273489	0	11500	13025	17218	17218	25296	90466	76364	6908	115762	11127	15834	19629	1185	101920	47775	4002	26961	11500	true							
