"IDRSSD"	RCFD0071	RCFD0081	RCFD1754	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1754	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	
563336																																							4614	3464	956	21132	0	0	1339	1792	3586	106522	93536	541	94077	0	1065	0	0	12445	100	106522	0	0	12228	0	0	700	0	33614	59922			0	70204	69139	-583	500	0	0	0	12445		
563457																																							3026	1856	21032	14299	0	449	1337	0	3456	70119	53518	1882	55917	0	251	517	0	14202	250	70119	0	0	13993	0	0	250	0	11584	41934			0	24690	24439	-291	225	0	0	0	14202		
563774																																							11956	574	167	2984	0	0	71	320	4690	34066	23748	766	24514	0	196	0	0	9552	0	34066	0	0	9688	0	0	0	0	20	23728			0	13500	13304	-136	0	0	0	0	9552		
563934																																							1307	644	30264	6183	0	0	1173	166	465	57324	50312	148	50460	0	240	0	0	6864	400	57324	0	0	6135	0	0	500	0	9615	40697			0	17362	17122	-171	0	0	0	0	6864		
564052																																							2228	2181	84131	0	0	0	51	153	1965	226982	121574	651	122225	0	2933	0	0	104757	1250	226982	0	0	84234	0	0	19273	0	36864	84710			0	139206	136273	0	0	0	0	0	104757		
564324																																							44052	9184	0	134937	0	1722	7474	0	14271	533786	486192	1693	495930	0	4058	7539	0	37856	700	533786	0	0	42911	0	0	700	707	105701	380491			0	325497	321439	-6455	0	0	0	506	37856		
564463																																							18007	4166	2049	65762	0	0	2251	0	5537	197964	175151	1402	176553	0	1286	0	0	21411	400	197964	0	0	16996	0	0	5636	0	39342	135809			0	101478	100192	-1621	0	0	0	0	21411		
564557	136212	16782	0	112091	0	0	51050	6131	24469	1152452	3501	1012857	0	10248	2692	0	139595	1418	1152452	0	0	74229	0	0	66997	0		0	801027	790779	-3049	0	0	139595		0	0	0			0	112091							1006664					2692												233959	772705							14938	0	0	0			
564678																																							6651	808	0	2081	0	0	877	0	4864	101138	80531	248	89449	0	731	8670	0	11689	0	101138	0	0	11755	0	0	0	0	5482	75049			0	86588	85857	-66	0	0	0	0	11689		
564838																																							3517	3035	0	32772	0	0	1569	949	3364	133587	116226	432	118099	0	1471	0	0	15488	62	133587	0	0	10088	0	0	6809	0	30161	86065			0	89702	88231	-1471	150	0	1441	0	15488		
564856																																							18004	3527	0	0	0	0	928	0	991	47169	40214	140	40354	0	921	0	0	6814	657	47168	0	0	1714	0	0	4443	0	11071	29143			0	24640	23719	0	0	0	0	0	6814		
564977																																							14680	9421	381160	2565	0	234	4969	0	65695	2025572	1670641	15974	1807615	0	2559	91000	0	217957	0	2025572	0	0	121072	0	0	103793	0	63448	1607193			0	1549407	1546848	-6908	0	0	0	30000	217957		
565143																																							4389	2944	0	43339	0	0	657	35	7714	199148	166680	2649	177977	0	334	8648	0	21171	1000	199148	0	0	17112	0	0	4000	0	49035	117645			0	139920	139586	-941	484	0	0	0	21171	0	
565152																																							15288	1364	0	11425	0	0	102	0	411	53692	47855	130	48058	0	378	73	0	5633	300	53691	0	0	2254	0	0	3300	0	18150	29705			0	25480	25102	-221	0	0	0	0	5633	0	
565170																																							74748	336	41447	8952	0	0	148	0	2774	153052	91609	7413	99022	0	187	0	0	54030	0	153052	0	0	53999	0	0	0	0	2116	89493			0	24834	24647	31	0	0	0	0	54030		
565536																																							3093	3288	975	42202	0	2643	531	109	3296	123900	104227	724	108517	0	1252	2000	0	15383	790	123900	0	0	8660	0	0	7502	0	13118	91109			0	63415	62163	-1569	5600	0	0	1566	15383		
565750																																							35555	8632	0	46228	2349	1076	18799	11610	7631	676191	541965	5011	591965	0	14083	43989	0	84226	210	676191	0	0	64932	0	0	20500	1935	99848	442117			0	556459	542376	-1416	0	0	1000	0	84226		
565844																																							15031	1797	0	31740	0	0	885	0	955	98873	90481	389	90870	0	957	0	0	8003	145	98873	0	0	7462	0	0	1004	0	16281	74200			0	49422	48465	-608	0	0	0	0	8003		
566056																																							2487	3349	0	27957	0	750	2113	14	10382	215522	179797	2245	189396	0	2223	7354	0	26126	100	215522	0	0	12360	0	0	13683	0	33643	146154			0	169093	166870	-17	1600	0	0	0	26126		
566243																																							14549	5066	0	88811	0	0	86	985	6634	171848	156344	329	156673	0	933	0	0	15175	100	171848	0	0	14727	0	0	2100	194	34886	121458			0	56456	55523	-1752	0	0	0	0	15175		
566953																																							3439	2471	0	2593	0	366	2452	91	4831	108042	91692	1038	94730	0	758	0	0	13312	491	108042	0	0	1548	0	0	11279	0	28931	62761			0	92557	91799	-6	0	0	2000	0	13312		
567240																																							1841	3439	40055	27367	0	30	2253	1075	2817	194775	143989	516	173824	0	1074	7887	0	20951	200	194775	0	0	10344	0	0	10800	0	22542	121447			0	115804	114730	-393	1168	0	0	21432	20951	0	
567679																																							7183	3538	2115	0	0	541	2969	60	7188	181345	151246	1422	161725	0	946	9057	0	19620	1	181345	0	0	20311	0	0	0	152	27766	123480			-692	158545	157599	0	0	0	0	0	19620		
567736																																							0	3810	0	28905	0	0	1998	371	3402	116313	103884	710	104594	0	1310	0	0	11719	800	116313	0	0	6808	0	0	4487	0	39991	63893			0	75537	74227	-376	3600	0	0	0	11719		
567905																																							21819	14634	1135	32512	0	0	2059	649	7615	180631	174591	3177	177768	0	6621	0	0	2863	2905	180631	0	0	-46571	0	0	48279	0	60149	114442			0	106829	100208	-1750	0	0	0	0	2863		
568126																																							4866	8392	0	70367	0	0	893	0	10839	299997	238751	1780	258388	0	2350	17857	0	41609	101	299997	0	0	43144	0	0	1000	0	76115	162636			0	206990	204640	-2636	0	0	0	0	41609	0	
568135																																							3472	4079	430	24406	0	499	5862	151	1716	178708	154180	928	161108	0	1401	6000	0	17600	225	178708	0	0	15274	0	0	2775	506	31534	122646			0	138988	137587	-674	0	0	0	0	17600		
568359																																							24974	1751	0	18346	0	3395	5052	60	6878	325478	267621	1460	292081	0	2517	23000	0	33398	155	325479	0	0	8544	0	0	25101	9477	23593	244028			0	251996	249479	-402	6066	0	0	0	33398		
568377																																							11145	2138	39938	8	0	0	1244	15	3820	134728	117313	206	118519	0	449	1000	0	16209	0	134728	0	0	16532	0	0	0	0	2574	114739			0	76869	76420	-323	0	0	0	0	16209		
568470																																							4559	8653	0	238071	0	8226	24782	2125	43137	1069917	906875	12412	976062	95	7749	44190	0	93760	344	1069917	0	0	80903	0	0	18505	4483	154654	752221			0	742232	734483	-5992	1398	0	0	12585	93855		
568939																																							2197	6848	0	51023	0	0	2406	3513	1496	205478	176528	938	177466	0	1888	0	0	28012	366	205478	0	0	22937	0	0	5332	0	36004	140524			0	139883	137995	-623	0	0	0	0	28012		
570558																																							29806	4869	0	25531	0	0	1458	127	1738	176738	158485	96	158581	0	602	0	0	18157	2000	176738	0	0	10491	0	0	6000	0	58613	99872			0	113811	113209	-334	0	0	0	0	18157		
570651																																							740	1861	3137	0	0	475	351	0	846	54079	47233	200	47933	0	326	0	0	6146	105	54079	0	0	2227	0	0	3814	0	10658	36575			0	45895	45569	0	1100	0	500	0	6146		
571135																																							1250	5352	0	43683	0	0	298	0	2077	95386	79777	258	82785	0	504	2750	0	12601	35	95386	0	0	13227	0	0	515	0	18864	60913			0	43230	42726	-1176	0	0	0	0	12601		
571265																																							20403	3996	9520	71635	0	0	4683	1965	9315	291407	261086	1743	262829	0	2939	0	0	28578	4404	291407	0	0	16160	0	0	7929	2743	110834	150252			0	170086	167147	85	0	0	0	0	28578		
571920																																							1698	2902	0	36641	0	340	3717	43	7079	169283	146554	2267	155154	0	1525	6333	0	14129	1000	169283	0	0	12263	0	0	1835	187	10921	135633			0	116461	114936	-969	1740	0	0	0	14129		
571957																																							1709	1370	0	13282	0	0	30	498	549	34973	28784	26	30870	0	171	1400	0	4103	100	34973	0	0	4121	0	0	200	0	5611	23173			0	17706	17535	-318	0	0	660	0	4103	0	
572347																																							4020	2034	0	0	0	2995	2052	0	499	57403	48717	232	48949	0	440	0	0	8454	109	57403	0	0	1123	0	0	7222	0	15873	32844			0	46243	45803	0	0	0	0	0	8454		
572374																																							104524	107254	0	191251	0	9668	132059	11824	83543	4586363	3648447	17607	4018242	53	37497	240004	0	568068	8000	4586363	0	0	446668	0	0	114995	3474	1226321	2422126			0	3980263	3942766	-1595	0	0	0	112184	568121	0	
572459																																							47	4671	2200	45703	0	1810	1332	239	14171	350940	242983	1477	318250	0	3646	51494	0	32689	336	350939	0	0	15352	0	0	18316	0	29480	213503			0	284413	280767	-1315	0	0	15700	6596	32689	0	
572655																																							31921	1847	2998	0	0	0	4660	0	1927	213379	189918	196	190114	0	2620	0	0	23265	899	213379	0	0	15645	0	0	6721	0	70207	119711			0	172646	170026	0	0	0	0	0	23265		
573036																																							11818	2694	0	84554	0	0	5915	0	8467	331142	301445	528	301973	0	2165	0	0	29169	1800	331142	0	0	4250	0	0	25594	0	71279	230166			0	219859	217694	-2475	0	0	0	0	29169		
573335																																							16579	2858	3000	83501	0	0	6871	342	5642	309981	247049	273	277747	0	4091	30425	0	32234	500	309981	0	0	27371	0	0	5000	0	51542	195507			0	195279	191188	-637	0	0	0	0	32234		
574051																																							5253	7874	0	4924	0	4199	8682	0	7763	271687	235795	1151	236946	0	2872	0	0	34741	550	271687	0	0	9240	0	0	25000	0	69262	166533			0	235864	232992	-49	0	0	0	0	34741	0	
574079																																							35793	1186	0	41848	0	9	4615	360	7359	259440	229736	1433	236169	0	1530	5000	0	23271	0	259440	0	0	24093	0	0	0	0	22894	206842			0	169800	168270	-822	0	0	0	0	23271		
574949																																							3888	1799	0	38656	0	486	2750	401	9642	309163	258746	2500	278246	0	2968	17000	0	30917	150	309163	0	0	29491	0	0	1855	140	24389	234356			-459	254369	251401	-120	0	0	0	0	30917		
574976																																							34508	16732	38	456145	0	10992	17744	0	32594	1515519	1322694	9137	1339481	0	10807	1890	0	176038	0	1515519	0	0	181334	0	0	2880	244	239387	1083307			0	953637	942830	-8176	3692	0	0	5760	176038		
575133																																							8641	1647	6240	13582	0	0	745	0	2886	76146	67158	156	67314	0	227	0	0	8832	90	76146	0	0	3355	0	0	6410	0	17579	49579			0	42632	42405	-1023	0	0	0	0	8832		
575254																																							124940	40801	0	398475	20	0	60570	2609	93663	2685635	2284612	35462	2427124	0	21073	95000	0	258511	1250	2685635	0	0	111726	0	0	151024	17545	540256	1744356			0	1968085	1947012	-5489	0	0	12050	0	258511		
575348																																							2456	2452	95	36135	0	0	1960	0	2417	100931	90381	287	90668	0	761	0	0	10263	150	100931	0	0	10357	0	0	1100	0	28870	61511			0	52516	51755	-1344	3661	0	0	0	10263	0	
575375																																							420	470	0	0	0	342	1331	0	525	66203	53621	370	53991	0	1239	0	0	12212	0	66203	0	0	12212	0	0	0	132	5683	47938			0	44603	43364	0	19619	0	0	0	12212		
575647																																							3774	510	45	10200	0	0	80	0	663	35064	31414	44	31458	0	277	0	0	3606	150	35064	0	0	3860	0	0	350	0	5392	26022			-413	20069	19792	-341	0	0	0	0	3606	0	
575656																																							7700	2351	170	94629	0	0	34	0	1213	121674	101897	422	102319	0	162	0	0	19355	500	121674	0	0	17945	0	0	3500	0	28321	73576			0	15739	15577	-2590	0	0	0	0	19355		
575759																																							11749	7687	0	84602	280	483	3188	0	16873	360120	301621	2431	309582	0	5725	5530	0	50538	6642	360120	0	0	37383	0	0	8168	413	38983	262638			0	240570	234845	-1655	0	0	0	0	50538	0	
575834																																							31698	6590	0	35367	0	0	4184	0	12774	377020	314350	4139	332362	0	4164	13873	0	44658	1420	377020	0	0	42800	0	0	1420	0	134977	179373			0	288571	284407	-982	2000	0	0	0	44658		
575955																																							3966	2934	0	12939	0	178	1814	944	5525	123310	105682	605	110715	0	1150	3188	0	12595	300	123310	0	0	9360	0	0	3240	0	14889	90793			0	96160	95010	-305	0	0	0	1240	12595	0	
576354																																							1907	2976	0	24162	0	0	4152	196	4618	142246	108874	2393	129767	0	1211	18500	0	12479	106	142246	0	0	5770	0	0	6700	0	15102	93772			0	102496	101285	-97	2950	0	0	0	12479		
576541																																							29084	5631	4464	68143	0	357	3580	205	5065	345706	277035	701	309913	0	4589	11000	0	35793	1200	345706	0	0	31974	0	0	2900	1690	87638	189397			0	229740	225151	-281	2336	0	0	21177	35793	0	
576578																																							3759	805	0	16094	0	0	1539	0	4581	96302	81734	864	85088	0	583	2490	0	11214	0	96302	0	0	11850	0	0	0	0	6591	75143			0	70021	69438	-636	86	0	0	0	11214	0	
576608																																							6460	8217	0	65850	0	273	21051	307	29233	951989	722482	7940	850590	0	6260	97985	0	101399	0	951989	0	0	102798	0	0	275	506	45095	677387			0	826224	819964	-1674	128	0	0	22183	101399		
576644																																							14112	2767	0	9193	0	1446	2925	0	7708	177941	152120	1147	158557	0	2108	5290	0	19384	325	177941	0	0	5480	0	0	14014	117	26067	126053			-292	137402	135294	-143	4379	0	0	0	19384		
576653																																							2710	812	0	53399	0	0	1190	30	5699	136850	119593	844	122437	0	973	2000	0	14413	250	136850	0	0	13281	0	0	1750	0	24450	95143			0	73300	72327	-868	683	0	0	0	14413		
576952																																							11294	6885	0	50468	0	1399	7506	0	4837	277366	242520	344	249931	0	2461	2533	0	27435	2933	277366	0	0	15360	0	0	10016	941	34447	208073			0	196497	194036	-874	0	0	0	4534	27435		
577128																																							33164	60564	37790	792420	0	163264	57490	106	152445	3997297	3057205	44483	3507701	0	19879	335860	0	489596	100	3997297	4871	4871	100408	0	0	409687	4776	617497	2439708			0	2707727	2687848	-20599	1442	0	0	65282	489596	1117	
577137																																							31185	7340	0	51703	0	30	29910	1758	7796	452206	321359	10366	385725	0	2233	54000	0	66481	103	452206	0	0	13954	0	0	53367	0	59319	262040			0	324717	322484	-943	0	0	0	0	66481		
577230																																							6877	705	2689	21847	0	0	693	537	826	61508	55871	90	55961	0	410	0	0	5547	5000	61508	0	0	-1678	0	0	2500	0	2907	52964			0	27744	27334	-275	0	0	0	0	5547		
577472																																							9077	3165	0	20480	22	830	8768	16	15164	308351	227049	1545	279094	0	3079	50500	0	29257	0	308351	0	0	28423	0	0	1595	766	25750	201299			0	253142	250063	-761	0	0	0	0	29257		
578116																																							5174	3298	0	99798	0	76	8813	0	13181	341203	299304	2625	304433	0	2149	2504	0	36769	550	341202	0	0	36773	0	0	2450	320	53986	245318			0	212528	210379	-3004	164	0	0	0	36769		
578237																																							5379	3471	0	16107	0	0	1549	122	710	46771	43023	127	43150	0	745	0	0	3621	1084	46771	0	0	1015	0	0	2034	0	10730	32293			0	20178	19433	-512	0	0	0	0	3621		
578255																																							5792	32856	25139	271957	6104	8575	29483	0	26742	1285855	1034284	9752	1159129	0	13318	115093	0	126726	1500	1285855	0	0	94532	0	0	38111	1806	302880	731404			0	890719	877401	-7417	0	0	0	0	126726		
578554																																							391	3718	0	13457	0	0	2855	105	3246	102494	90357	119	90476	0	1146	0	0	12018	190	102494	0	0	9744	0	0	2286	0	25868	64489			0	74269	73123	-202	5599	0	0	0	12018		
578741																																							4144	3778	0	35354	0	200	1196	0	3031	237910	187860	2732	208092	0	2476	17500	0	29818	240	237910	0	0	22207	0	0	8349	0	29312	158548			0	191935	189459	-978	748	0	0	0	29818	0	
578862																																							16114	1621	220	20203	0	0	123	80	348	58851	53188	112	53300	0	319	0	0	5551	200	58851	0	0	2853	0	0	2800	0	18388	34800			0	20461	20142	-302	0	0	0	0	5551		
579140																																							2945	4861	0	28361	0	916	1467	0	5630	235093	201587	641	211228	0	2551	6000	0	23865	1660	235093	0	0	17805	0	0	4700	0	46971	154616			0	193464	190913	-300	0	0	3000	0	23865		
579319																																							6470	1381	0	10511	0	0	678	0	890	53231	47837	172	48009	0	178	0	0	5222	575	53231	0	0	4006	0	0	814	0	14751	33086			0	32436	32258	-173	1043	0	0	0	5222	0	
579364																																							23586	5583	0	30718	0	2162	14773	5827	11079	317443	247045	808	279597	0	3698	31744	0	37846	354	317443	0	0	16987	0	0	20983	0	109268	137777			0	215317	211619	-478	12096	0	0	0	37846		
579636																																							2004	3226	352	22480	0	614	2644	24	5072	90350	81531	434	81965	0	545	0	0	8385	100	90350	0	0	5733	0	0	2900	0	24077	57455			0	53779	53234	-348	700	0	0	0	8385		
580155																																							8127	3511	10057	5936	0	1338	13826	1809	9775	409769	352904	2791	368195	0	6595	12500	0	41574	10	409769	0	0	22574	0	0	19074	933	48911	303993			0	361052	354457	-84	0	0	0	0	41574		
580548																																							2801	14652	0	44633	0	1606	7710	244	10079	351110	294781	3170	319941	0	3148	17500	0	31169	300	351110	0	0	26677	0	0	5400	260	53079	241702			0	272273	269125	-1208	0	0	4490	0	31169		
580847																																							4520	3504	0	26657	0	112	1420	148	2078	119117	97337	288	107043	0	1045	1000	0	12074	300	119117	0	0	6757	0	0	5900	0	25542	71795			0	81089	80044	-883	634	0	0	8418	12074		
580874																																							3027	5990	0	405	0	2231	4818	90	4775	199384	171105	2119	181635	0	1573	8411	0	17749	0	199384	23	0	17749	0	0	0	0	28020	143085			0	178336	176763	0	1262	0	0	0	17749		
581237																																							9095	1049	32714	4291	0	0	1104	0	672	84716	73657	11	73668	0	356	0	0	11048	350	84716	0	0	9510	0	0	1350	0	42451	31206			0	36147	35791	-162	0	0	0	0	11048		
581358																																							0	3790	0	52745	0	0	2215	0	3850	159452	126153	762	140802	0	1542	9000	0	18649	650	159451	0	0	1165	0	0	17350	0	15445	110708			0	98394	96852	-516	0	0	4887	0	18649		
582177																																							9361	1493	12898	20166	0	0	1971	0	9477	296323	253092	1660	271967	0	930	14000	0	24356	0	296323	0	0	14765	0	0	10259	15853	37055	216037			0	226034	225104	-668	0	0	0	3215	24356		
582654																																							458	2219	0	22947	0	0	203	0	1377	59000	46694	170	51464	0	1128	4600	0	7536	120	59000	0	0	7416	0	0	580	0	9240	37454			0	32074	30946	-580	850	0	0	0	7536		
582878																																							580	1036	1500	0	0	0	500	0	1432	40968	34781	933	35714	0	91	0	0	5254	0	40968	0	0	5254	0	0	0	0	1	34780			0	34452	34361	0	1559	0	0	0	5254		
582953																																							11705	5425	8060	16478	0	616	6189	0	9416	251007	210629	3491	227440	0	2364	12000	0	23567	2000	251007	0	0	11473	0	0	10534	10915	43544	167085			0	184567	182203	-440	0	0	0	1320	23567		
582971																																							65742	14316	17199	12100	1500	3782	19874	63	9723	648964	562837	6441	574101	0	4451	1000	0	74863	0	648964	0	0	75210	0	0	0	5759	132572	430265			0	503357	498906	-347	0	0	0	3823	74863		
583071																																							11354	734	0	4034	0	0	1264	152	4470	130602	107812	1476	109288	0	1261	0	0	21314	0	130602	0	0	21874	0	0	0	0	8877	98935			0	109855	108594	-560	0	0	0	0	21314		
583138																																							61	3245	0	24682	0	2541	2787	143	4535	181083	155658	400	156058	0	1621	0	0	25025	600	181083	0	0	16611	0	0	8340	0	21029	134629			0	123689	122068	-526	21021	0	0	0	25025	0	
583268																																							37603	4680	0	12571	0	0	5184	0	7777	385587	336184	1530	337714	0	3208	0	0	47873	226	385587	0	0	34700	0	0	13450	0	65375	270809			0	320980	317772	-503	0	0	0	0	47873		
583352																																							11234	4086	0	172858	0	5108	8893	0	6626	460495	401817	1912	403729	0	4407	0	0	56765	1486	460494	0	0	47929	0	0	7792	0	133353	268464			0	256097	251690	-442	0	0	0	0	56765		
583754																																							38428	1158	0	5992	0	916	873	0	778	61154	44551	301	44852	0	26	0	0	16302	200	61154	0	0	-322	0	0	16489	0	17233	27318			0	13035	13009	-65	0	0	0	0	16302		
583905																																							13512	2226	0	134607	0	0	18602	66	18523	1052428	730058	11026	916712	0	4928	174339	0	135716	0	1052428	0	0	130082	0	0	0	0	55628	674430			0	869820	864892	5634	0	0	0	1289	135716		
584377																																							12236	19707	3177	320982	0	17820	19480	22	31445	1147486	1006844	15302	1022492	0	7983	0	0	124994	10723	1147486	346	346	99636	0	0	19730	0	346866	659978			0	730254	722271	-5095	0	0	0	0	124994		
584724																																							4233	8533	0	86465	0	13	11578	387	21217	523604	435088	5077	477703	0	2004	22139	0	45901	2095	523604	0	0	36938	0	0	7830	0	92996	342092			0	393182	391178	-962	0	0	0	15399	45901	0	
584920																																							143834	40386	236805	323571	0	19801	49384	1313	17206	1952611	1735849	12550	1748399	0	17111	0	0	204212	730	1952611	0	0	190474	0	0	26425	4625	690691	1045158			0	1132797	1115686	-13417	0	0	0	0	204212		
585235																																							3795	2581	0	54072	0	496	2659	1953	4583	149568	128734	427	136661	0	628	7500	0	12907	300	149568	0	0	5909	0	0	8696	0	29591	99143			0	80057	79429	-1998	0	0	0	0	12907		
585749																																							8401	14940	0	41968	0	7410	8611	0	9001	587958	517427	1758	523214	0	7472	2000	0	64743	625	587957	0	0	42091	0	0	22175	0	90652	426775			0	505099	497627	-148	0	0	0	2029	64743		
586027																																							1625	4755	34540	22603	274	0	640	41	12948	180096	111066	759	111825	0	2870	0	0	68271	1131	180096	0	0	65202	0	0	2319	0	6688	104378			0	104048	101178	-381	1492	0	0	0	68271		
586072																																							100994	6042	70319	0	0	1837	19138	843	4772	684687	600648	1767	602415	0	6500	0	0	82272	0	684687	0	0	52272	0	0	30000	1249	102945	497703			0	485993	479493	0	0	0	0	0	82272		
586335																																							0	2319	65	61140	0	0	2334	839	2099	92247	83653	256	84789	0	249	0	0	7458	478	92247	0	0	8333	0	0	450	0	15098	68555			0	23700	23451	-1803	0	0	880	0	7458		
586960																																							11719	3723	0	63700	0	0	2746	0	1187	125539	115924	233	116157	0	509	0	0	9382	290	125539	0	0	7122	0	0	3710	0	27222	88702			0	42973	42464	-1740	0	0	0	0	9382		
587677																																							8603	1632	0	180712	0	0	4283	21	4556	322853	249438	454	251392	0	1512	1500	0	71461	0	322853	0	0	75208	0	0	0	0	8814	240624			0	124558	123046	-3747	0	0	0	0	71461		
587752																																							531	968	0	0	0	3906	1231	0	1417	67665	53556	265	53821	0	960	0	0	13844	300	67665	0	0	4141	0	0	9403	4471	18531	35025			0	42908	41948	0	13193	0	0	0	13844	0	
587800																																							56190	51458	1500	916110	1006	35380	51084	258	136442	4941722	3673148	75276	4184784	0	35181	436360	0	756938	0	4941722	0	0	725985	0	0	6926	7628	856431	2816717			0	3719847	3684666	24027	0	0	0	0	756938		
588245																																							2061	1096	0	9412	0	568	1162	0	1657	142396	122570	1545	124115	0	1749	0	0	18281	80	142396	0	0	13301	0	0	4978	0	22579	99991			0	125242	123493	-78	2947	0	0	0	18281		
588348																																							84	806	0	30314	0	0	1350	0	2785	200673	159594	639	177463	0	2215	17230	0	23210	94	200673	0	0	21630	0	0	2042	0	16082	143512			0	167204	164989	-556	345	0	0	0	23210		
588478																																							3989	1532	167111	0	16	0	639	0	17606	300848	152749	5317	263182	0	860	105116	0	37665	1	300847	0	0	9548	0	0	28116	0	5073	147676			0	110815	109955	0	0	0	0	0	37665	0	
589158																																							746	1362	99	7065	0	0	1399	0	2153	108319	94533	480	95013	0	1291	0	0	13306	125	108319	0	0	7783	0	0	5500	0	13547	80986			0	95561	94270	-102	1225	0	0	0	13306	0	
589523																																							54807	15195	0	176124	0	0	15090	950	18179	725744	647439	7345	657655	0	8343	0	0	68089	3127	725744	0	0	48072	0	0	19265	0	101598	545841			0	453642	445299	-2375	100	0	0	2871	68089		
589943																																							573	18600	0	127129	0	18763	20579	3648	30759	1217900	991850	5430	1092396	0	13465	61167	0	125504	4663	1217900	0	0	60671	0	0	62194	9214	202633	789217			0	972924	959459	-2024	29176	0	0	33949	125504		
590145																																							13819	2009	0	5151	0	0	84	20	561	51473	40045	103	40296	0	705	148	0	11177	22	51473	0	0	11061	0	0	134	0	5314	34731			0	30534	29829	-40	0	0	0	0	11177		
590220																																							110097	6629	10871	92471	0	1912	14274	1086	20543	635202	575616	7525	583141	0	2365	0	0	52061	2459	635202	0	0	37417	0	10655	3862	1946	32346	543270			0	377738	375373	-2332	0	0	0	0	52061		
590248																																							1607	6616	60153	103243	0	14497	21797	537	22038	766319	612997	4945	689717	0	5752	68575	0	76602	952	766319	0	0	44048	0	0	33177	2668	142413	470584			0	538643	532891	-1575	0	0	3200	0	76602	272	
590640																																							5770	6014	0	90176	0	0	5773	390	14346	312178	258571	2260	276031	0	2176	15000	0	36147	830	312178	0	0	28468	0	0	8000	0	85152	173419			0	191885	189709	-1151	0	0	200	0	36147		
590949																																							2692	3846	0	18325	0	25	3455	0	6137	290069	217650	1541	259148	0	2784	39957	0	30921	2750	290069	0	0	23968	0	0	5157	0	36339	181311			0	251906	249122	-954	6467	0	0	0	30921		
590976																																							18946	569	0	0	0	0	806	0	7193	570050	416819	2757	494205	0	6909	74629	0	75845	1	570050	0	0	73502	0	0	2342	2449	13176	403643			0	544496	537587	0	2500	0	0	0	75845		
591209																																							21689	1089	0	49555	0	141	6097	0	10443	276248	227801	1847	234648	0	1606	5000	0	41600	0	276248	0	0	45285	0	0	0	0	6110	221691			0	188840	187234	-3685	0	0	0	0	41600		
591320																																							24329	10248	1736	96099	0	455	18002	3733	4751	500229	446102	691	455176	0	2942	0	0	45053	2000	500229	0	0	19380	0	0	25600	0	144352	301750			0	343818	340876	-1927	0	0	0	8383	45053		
591357																																							1572	1738	0	12430	0	257	1740	0	1388	84342	75747	957	76704	0	610	0	0	7638	50	84342	0	0	7976	0	0	100	0	13744	62004			0	63460	62850	-488	2367	0	0	0	7638		
591366																																							78799	3744	20	17536	0	1844	18378	107	13751	420611	336821	3490	375025	0	5113	34714	0	45586	251	420611	0	0	22197	0	0	23843	0	105434	231387			0	291545	286432	-705	0	0	0	0	45586		
591740																																							2196	663	0	12841	0	0	136	78	508	29778	22805	73	26700	0	342	2750	0	3078	50	29778	0	0	1347	0	0	2000	0	3655	19150			0	13698	13356	-319	0	0	1072	0	3078	0	
592439																																							115493	4334	0	55210	0	0	657	167	850	319013	292910	1267	294177	0	1185	0	0	24836	4500	319013	0	0	5781	0	0	15278	0	136296	156614			0	143487	142302	-723	0	0	0	0	24836		
592448																																							4908	17796	0	20237	0	5675	7753	2317	13431	489144	385845	6908	447753	0	6286	55000	0	41391	100	489144	0	0	17768	0	0	23822	64509	126135	259710			0	358804	352518	-299	0	0	0	0	41391	0	
592550																																							3914	2751	0	24534	0	0	2611	1063	6693	159489	132855	2002	140144	0	1573	5287	0	19345	450	159489	0	0	12017	0	0	7303	0	23583	109272			0	119496	117923	-425	0	0	0	0	19345		
592644																																							72175	11504	39563	144431	0	660	11955	460	6114	546642	490178	4570	494748	0	3667	0	0	51894	1775	546642	0	0	38871	0	0	16225	420	167979	322199			0	260667	257000	-4977	2360	0	0	0	51894		
592859																																							7878	624	0	1318	0	0	149	0	410	18400	16582	33	16796	0	151	65	0	1604	125	18400	0	0	1235	0	0	361	0	2990	13592			0	8172	8021	-117	0	0	116	0	1604		
593007																																							50199	48124	92933	780343	0	99985	41277	185	156122	4172075	3252640	34244	3722917	0	23526	95939	0	449158	1778	4172075	683	15562	296210	6749	0	177340	10158	595998	2656642			0	2908843	2885317	-26170	0	0	45745	278787	449158	0	
