"IDRSSD"	RCFD0071	RCFD0081	RCFD1754	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1754	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	
157744																																							1779	3992	0	57886	0	480	2440	0	7479	205897	186107	1865	190872	0	1642	2900	0	15025	101	205897	0	0	6902	0	0	10179	0	36495	149613			0	109451	107809	-2157	24032	0	0	0	15025		
157856																																							9477	2138	0	18405	0	0	775	0	2589	57737	44309	371	51095	0	262	0	0	6642	100	57737	0	0	6196	0	0	800	0	29217	15092			0	23039	22777	-454	1576	0	0	6415	6642		
158376																																							42571	1166	0	29	0	0	2751	0	1467	139287	112839	238	113077	0	860	0	0	26210	0	139287	0	0	26204	0	0	0	0	18329	94510			0	92163	91303	6	0	0	0	0	26210		
158741																																							4805	2865	0	32024	0	0	597	0	3591	165449	138022	880	142672	0	1086	3770	0	22778	400	165450	0	0	19994	0	0	2900	205	18297	119725			0	122448	121362	-516	0	0	0	0	22778		
159636																																							57805	12586	0	287524	0	4806	57802	2032	73038	2443329	2149773	13654	2163427	0	26628	0	0	279902	6995	2443329	0	0	268736	0	0	15398	6620	248643	1901130			0	1967744	1941116	-11227	0	0	0	0	279902	0	
159645																																							644	218	0	38896	0	0	565	89	1703	84810	57512	591	75603	0	452	17500	0	9207	240	84810	0	0	6527	0	0	2760	0	12421	45091			0	42188	41736	-320	959	0	0	0	9207		
159953																																							751	6129	21339	61899	0	0	965	18	1391	163050	131497	504	139799	0	1353	3808	0	23251	1200	163050	0	0	21342	0	0	1800	0	29693	101804			0	71911	70558	-1091	0	0	3990	0	23251		
159971																																							78096	5923	44719	93367	0	0	3166	0	19286	560951	445145	3935	449080	0	750	0	0	111871	0	560951	0	0	117817	0	0	0	0	34324	410821			0	317144	316394	-5946	0	0	0	0	111871		
160360																																							24185	6562	0	27135	0	101	6248	1284	10393	302631	263803	2834	266637	0	2916	0	0	35994	986	302631	0	0	13081	0	0	22592	0	93229	170574			0	229639	226723	-665	0	0	0	0	35994		
160454																																							17789	3652	0	22072	0	1088	2675	0	5839	170181	152049	925	152974	0	1971	0	0	17207	100	170181	0	0	9537	0	0	8371	0	46417	105632			0	119037	117066	-801	0	0	0	0	17207		
160650																																							976	9750	0	180597	0	0	8557	0	28943	893515	710267	3115	783582	0	8438	70200	0	109933	900	893515	0	0	86881	0	0	22910	290	99270	610997			0	672431	663993	-758	409	0	0	0	109933		
160959																																							3559	20410	30338	315944	151	0	8857	130	26712	1910162	1632716	5451	1736277	0	22295	90031	0	173885	506	1910162	0	0	168772	0	0	5656	22839	53192	1579524			0	1503517	1481222	-1049	0	0	0	8079	173885		
161273																																							13583	12606	76140	21353	0	1222	12002	135	27079	855404	691213	6640	762444	0	8086	64591	0	92960	500	855404	0	0	5210	371	0	87848	848	147519	543694			0	698151	690065	-598	0	0	0	0	92960		
161602																																							16097	37465	56745	339641	0	11366	12690	159	44572	2819674	2223826	25088	2562466	52	21245	308500	0	257156	8000	2819674	5052	5052	209418	0	0	46314	6571	544344	1679482			0	2306902	2285657	-6576	3659	0	0	0	257208		
162337																																							5517	46693	0	213960	0	6145	13757	784	24888	842119	745617	6859	752476	0	7900	0	0	89643	200	842119	0	0	58722	0	0	32678	0	149561	596056			0	538275	530375	-1957	0	0	0	0	89643		
163343																																							17675	3030	238	76	0	237	746	304	2141	78352	68942	524	69466	0	1025	0	0	8886	400	78352	0	0	7886	0	0	600	53	17772	51170			0	54877	53852	0	0	0	0	0	8886	0	
163370																																							8017	4890	0	51276	0	731	4498	0	19285	519496	420404	2996	467906	0	4450	44506	0	51590	0	519496	0	0	52465	0	0	0	0	48693	371711			0	434815	430365	-875	434	0	0	0	51590		
163549																																							21979	19909	6750	178802	500	22001	26590	9805	34061	1323874	1172613	12303	1206166	0	6890	21250	0	117708	316	1323874	0	0	54952	0	0	67929	4890	187549	985065			0	1000232	993342	-5489	5245	0	0	0	117708		
163857																																							12778	8215	12274	75211	0	762	6762	0	13568	442788	389552	2525	401798	0	4121	7426	0	40990	500	442788	0	0	40574	0	0	1250	2321	114889	274663			0	310948	306827	-1334	4070	0	0	2295	40990		
164153																																							11655	2719	0	32972	0	235	1005	342	2266	110509	98494	491	100077	0	466	1092	0	10432	650	110509	0	0	3657	0	0	6850	114	27034	71460			0	59322	58856	-725	345	0	0	0	10432	0	
164331																																							12850	4930	0	122196	0	24	1763	503	8385	255483	234490	983	235473	0	1126	0	0	20010	1100	255483	0	0	21791	0	0	1600	0	66199	168291			0	105776	104650	-4481	182	0	0	0	20010		
164377																																							10841	1261	0	53274	0	0	2481	45	10272	155728	121861	1536	138397	0	346	15000	0	17331	0	155728	0	0	19211	0	0	0	0	7426	114435			0	77900	77554	-1880	0	0	0	0	17331		
164854																																							49497	5303	0	0	0	2551	2804	0	7643	269008	227524	1421	239334	0	2049	10389	0	29674	510	269008	0	0	24064	0	0	5100	117	63423	164100			0	203142	201093	0	0	0	0	0	29674		
164957																																							1612	2938	1111	7385	0	217	3833	220	704	70363	62780	520	63300	0	354	0	0	7063	200	70363	0	0	6106	0	0	959	0	21152	41628			0	51415	51061	-202	1282	0	0	0	7063		
164975																																							70	700	0	24998	0	46	1209	0	4383	114163	103031	716	105747	0	644	2000	0	8416	0	114163	0	0	197	0	0	9749	0	3272	99759			0	83401	82757	-1530	0	0	0	0	8416		
165039																																							8526	7649	7000	156022	0	126	9732	720	36110	541943	440485	2556	493682	0	3055	40000	0	48262	3070	541944	0	0	-8964	0	0	58823	0	90755	349730			0	319113	316058	-4667	0	0	10641	0	48262		
165628																																							46965	169215	434369	2628784	10927	868754	218537	1918	585347	13770524	9837845	194388	11734806	104	57715	1571621	7500	2035614	10075	13770524	0	0	599526	0	0	1478910	13277	2461056	7376789			0	8847376	8789661	-52897	0	0	55000	68452	2035718	2770	
165758																																							6426	4647	0	29769	0	0	1322	1135	2631	112025	101113	377	103490	0	775	0	0	8535	10	112025	0	0	2050	0	2000	4990	0	32016	69097			0	66870	66095	-515	0	0	2000	0	8535		
165806																																							2067	29551	29535	271322	0	351	14030	57	32105	1499893	1202838	8303	1384907	59	8938	168000	0	114927	375	1499893	0	0	109741	0	0	16450	369	361953	840885			0	1129444	1120506	-11639	0	0	0	5766	114986	0	
166111																																							15311	2537	0	1855	0	0	5333	311	19056	258005	193477	1584	223185	0	786	28124	0	34820	0	258005	0	0	40087	0	0	0	0	26651	166826			0	214288	213502	-5267	100	0	0	0	34820		
166531																																							26796	6714	0	9467	0	0	3605	31	8028	264125	229063	1701	233737	0	4193	2973	0	30388	2500	264125	0	0	25599	0	0	2500	0	48278	180786			0	210084	205891	-211	3593	0	0	0	30388		
166652																																							20534	11333	3130	66696	0	3385	2288	2978	5271	590133	515584	3925	525559	0	8028	0	0	64574	500	590133	0	0	25696	0	0	40892	390	166984	348600			0	482156	474128	-2514	0	0	0	6050	64574		
166849																																							7943	508	0	5148	0	0	1172	238	2667	92856	80735	502	83587	0	956	2350	0	9268	50	92855	0	0	8851	0	0	475	307	12344	68391			0	75829	74873	-108	0	0	0	0	9268		
167453																																							813	2534	0	12313	0	336	1569	0	2586	99919	74468	448	81316	0	1214	5100	0	18603	150	99919	0	0	17100	0	0	1573	0	17848	56620			0	80982	79768	-220	0	0	1300	0	18603		
167565	0	8894	0	0	0	181343	2430	0	20036	778639	121257	145749	0	0	0	0	632890	5000	778639	0	0	455870	0	0	172020	0		0	0	0	0	0	0	632890	0	0	0	0			0	0							24492					0												23992	500							565936	0	0	0		0	
167752																																							2752	272	0	7517	0	1065	11	0	417	21321	17601	45	17646	0	125	0	0	3675	50	21321	0	0	883	0	0	2825	0	4921	12680			0	8110	7985	-83	1302	0	0	0	3675		
167864																																							63237	9136	2485	82728	1516	468	4502	0	14013	425265	376296	1068	377364	0	3642	0	0	47901	1000	425265	0	0	34307	0	0	15000	0	216044	160252			0	219222	215580	-2406	31600	0	0	0	47901		
168357																																							9080	5577	1888	27634	0	4989	3805	0	4424	171430	144984	3581	151065	0	1235	2500	0	20365	127	171430	0	0	6081	0	0	14770	81	35087	109897			0	111970	110735	-613	3217	0	0	0	20365		
168571																																							5816	734	14	19655	0	505	1600	166	1323	85358	67321	123	67444	0	208	0	0	17914	2	85358	0	0	896	0	0	17532	0	8345	58976			0	31433	31225	-516	24320	0	0	0	17914		
169327																																							13904	3978	369	52029	0	0	7798	84	10891	437804	357256	1648	399045	0	3243	35813	0	38759	2000	437804	0	0	35398	0	0	3000	1457	95454	261802			0	346698	343455	-1639	3839	0	0	4328	38759		
169354																																							49444	11210	0	218021	0	0	1640	0	8466	375603	340486	586	341072	0	1636	0	0	34531	1137	375603	0	0	33449	0	0	3607	0	127439	213047			0	88458	86822	-3662	0	0	0	0	34531	0	
169653																																							67908	87094	366368	1604641	0	23871	67780	851	182694	6170671	5228753	49776	5400968	0	43951	100000	0	769703	81000	6170671	5278	0	-199479	0	0	914303	36656	1604800	3623953			0	3771481	3727530	-26121	0	0	0	22439	769703		
169756																																							104555	7920	119010	5170	1333	0	4737	1550	2851	471203	434167	445	434612	0	2261	0	0	36591	672	471203	0	0	26689	0	0	9905	0	177087	257080			0	226338	224077	-675	0	0	0	0	36591		
170257																																							6636	1992	0	31337	0	0	873	105	2539	69796	61481	148	61629	0	302	0	0	8167	300	69796	0	0	8235	0	0	300	0	27995	33486			0	26616	26314	-668	0	0	0	0	8167		
170275																																							37512	5103	13370	8116	178	0	4689	514	7877	204298	165948	1664	177213	0	605	9601	0	27085	0	204298	0	0	27349	0	0	0	0	38410	127538			0	127544	126939	-264	0	0	0	0	27085	0	
170332																																							1049	3717	0	19894	0	0	3666	2	8314	253297	206753	881	231290	0	3031	23656	0	22007	1400	253297	0	0	16838	0	0	4428	0	41298	165455			0	219686	216655	-659	0	0	0	0	22007		
170640																																							1746	734	318	10460	0	0	95	17	228	26397	22913	12	22925	0	140	0	0	3472	309	26397	0	0	3172	0	0	391	0	4753	18160			0	10354	10214	-400	2585	0	0	0	3472		
171133	3309	22683	0	7136	0	0	3722	697	13296	414492	2550	372495	0	4490	50000	0	41997	14803	414492	0	0	22168	0	0	5299	0		0	368139	363649	-273	0	664	41997		1696	0	1696			0	7136							317585					50000												82563	235022							0	0	0	664			
171656																																							7946	3741	0	24280	0	289	2102	0	3746	123376	100403	383	114732	0	1140	0	0	8644	400	123376	0	0	6434	0	0	2700	0	23787	76616			0	82412	81272	-890	0	0	13946	0	8644	0	
171759																																							1375	4075	0	18234	0	0	1385	0	7023	128541	109288	480	114268	0	1378	2500	0	14273	700	128541	0	0	9311	0	0	4577	0	28208	81080			0	97827	96449	-315	0	0	2000	0	14273		
171768																																							54238	10486	0	91059	33	0	43517	1038	10498	707938	518550	1726	625036	0	3382	104760	0	82902	656	707938	0	0	70582	0	0	13350	1158	139647	378903			0	499257	495875	-1686	0	0	0	0	82902	36	
172158																																							671	1780	13254	0	0	191	1239	0	1871	95843	81422	152	86060	0	817	2786	0	9783	730	95843	0	0	7725	0	0	1328	0	18728	62694			0	77654	76837	0	0	0	1700	0	9783		
172251																																							4823	591	0	1516	0	0	803	0	435	45722	38586	43	40629	0	451	2000	0	5093	100	45722	0	0	2600	0	0	2400	0	9218	29368			0	35330	34879	-7	2675	0	0	0	5093		
172457																																							4492	5139	500	22828	0	0	9859	0	9473	267052	225004	4316	243170	0	2786	13850	0	23882	980	267052	0	0	17380	0	0	10980	262	69682	155321			0	217285	214499	-5458	0	0	0	0	23882		
172475																																							35453	4776	7662	8390	122	602	6037	130	17301	487677	390376	5793	448048	0	2894	51879	0	39629	100	487677	0	0	29906	0	0	9000	0	57039	333337			0	410098	407204	623	0	0	0	0	39629		
172859																																							4586	2713	11259	5442	0	3843	812	0	3183	138358	109098	659	120144	0	1363	8387	0	18214	210	138358	0	0	9889	0	0	8240	0	21431	87667			0	107853	106490	-125	0	0	2000	0	18214	30	
173306																																							8718	6806	0	70821	3110	568	5716	0	11667	356419	308733	2709	324988	0	2182	13546	0	31432	400	356420	0	0	31528	0	0	1000	0	12498	296235			0	251195	249013	-1496	0	0	0	0	31432		
173342																																							3073	818	0	36809	0	0	921	15	1575	84835	75959	185	77233	0	668	389	0	7602	100	84835	0	0	6944	0	0	975	0	10973	64986			0	42292	41624	-417	0	0	700	0	7602		
173548																																							4176	3300	0	37757	0	1144	1440	105	2523	119484	101451	615	104330	0	753	2213	0	15154	1000	119484	0	0	13685	0	0	1000	0	14362	87089			0	69538	68785	-531	254	0	0	51	15154		
173557																																							6593	3643	16641	39082	0	0	5645	4080	3282	286276	258044	623	258667	0	2653	0	0	27609	750	286276	0	0	21839	0	0	5745	0	61355	196689			0	209961	207308	-725	2	0	0	0	27609		
173575																																							12744	2479	38724	97092	0	0	8963	0	42230	1164923	957386	5685	1041721	0	8854	78650	0	123202	0	1164923	0	0	125020	0	0	0	0	151968	805417			0	971545	962691	-1818	0	0	0	0	123202		
173641																																							3405	5330	0	81386	0	0	2337	1132	3057	203714	175619	3073	178692	0	1992	0	0	25022	900	203714	0	0	26253	0	0	1000	0	36486	139133			0	109059	107067	-3131	0	0	0	0	25022		
173959																																							4483	1400	0	49638	0	0	539	116	5394	94518	78548	514	79062	0	410	0	0	15456	276	94518	0	0	15565	0	0	276	0	14935	63613			-15	31363	30953	-646	1995	0	0	0	15456		
174321																																							35853	2995	0	35658	0	0	4278	0	1527	141291	128640	190	128830	0	1310	0	0	12461	2322	141291	0	0	2030	0	0	8264	0	51256	77384			0	62290	60980	-155	0	0	0	0	12461		
174367																																							2461	2285	5266	2210	0	2575	1287	0	581	51904	41592	194	42486	0	343	700	0	9418	500	51904	0	0	1717	0	0	7336	0	12298	29294			0	35582	35239	-135	0	0	0	0	9418		
174572																																							2473	52225	264184	985956	0	5940	48671	251	353551	6558098	4557932	78141	5817232	30	63406	1181159	0	740836	0	6558098	0	0	543177	0	0	324100	1860	755443	3802489			-44408	4906393	4842987	-82033	0	0	0	0	740866		
175056																																							3743	3794	0	17875	0	2434	6892	123	9303	271357	246503	1297	247800	0	2304	0	0	23557	660	271357	0	0	11707	0	0	11292	0	58415	188088			0	229497	227193	-102	0	0	0	0	23557		
175140																																							8900	7080	0	76068	0	5337	5252	144	12994	413966	348476	1184	367906	0	3319	11500	0	46060	375	413966	0	0	35503	0	0	11794	0	79467	269009			0	299724	296405	-1612	1786	0	0	6746	46060		
175458																																							2004	667	4634	4803	0	0	132	0	571	28497	23965	71	25535	0	349	1250	0	2962	100	28497	0	0	701	0	0	2300	0	3714	20251			0	16035	15686	-139	0	0	249	0	2962		
175609																																							27235	2435	0	93311	0	0	2684	78	5740	230299	206351	928	207279	0	1983	0	0	23020	2400	230299	0	0	20999	0	0	520	0	85636	120715			0	95719	93736	-899	5080	0	0	0	23020		
176101																																							32899	16079	0	272817	0	0	13656	0	52019	1061368	951967	12353	979320	0	10122	15000	0	82048	1000	1061368	0	0	90791	0	0	1000	0	249460	702507			0	684020	673898	-10743	0	0	0	0	82048		
176325																																							600	2451	0	31992	0	0	1617	0	4472	154929	126163	484	140175	0	1616	12017	0	14754	420	154929	0	0	14281	0	0	705	0	37552	88612			0	115413	113797	-652	0	0	1511	0	14754		
176437																																							5128	940	0	14694	0	0	432	100	2665	55936	50955	606	51561	0	317	0	0	4375	200	55936	0	0	986	0	0	4200	0	12231	38724			0	32294	31977	-1011	0	0	0	0	4375		
176464																																							10924	18989	1110	240430	1580	2951	12629	216	22986	740065	650806	5706	673159	0	5643	0	0	66906	2500	740065	0	0	45481	0	0	28111	444	159247	491559			0	433449	427806	-9186	0	0	900	15747	66906		
176642																																							8887	2063	0	13040	0	458	3398	433	1976	111378	96137	267	99404	0	1172	3000	0	11974	400	111378	0	0	11337	0	0	400	0	13542	82595			0	82295	81123	-163	0	0	0	0	11974		
177135																																							0	2806	18607	0	0	0	75	0	230	30449	22131	8	22139	0	92	0	0	8310	500	30449	0	0	7210	0	0	600	0	11563	10568			0	8226	8134	0	597	0	0	0	8310	0	
177443																																							8174	1802	0	93026	0	109	86	490	5581	190581	152923	335	159258	0	940	6000	0	31323	280	190581	0	0	29576	0	0	3670	0	19418	133505			0	81569	80629	-2203	684	0	0	0	31323		
177500																																							3108	1326	0	0	0	0	2314	47	745	71770	61047	165	65712	0	797	4500	0	6058	50	71770	0	0	5958	0	0	50	0	15124	45923			0	65027	64230	0	0	0	0	0	6058		
177555																																							3735	442	0	5327	0	0	328	0	539	25978	21830	11	24041	0	141	2200	0	1937	125	25978	0	0	1302	0	0	545	0	5476	16354			0	14998	14857	-35	750	0	0	0	1937		
177751																																							140492	9967	0	0	0	136	526	0	7356	847673	716892	6988	723880	0	7853	0	0	123793	2500	847673	0	0	116793	0	0	6906	0	352563	364329			0	697049	689196	-2406	0	0	0	0	123793		
177920																																							66923	14204	0	99706	0	17904	13002	257	27007	1205402	1016258	8762	1081032	0	7494	53708	0	124370	8541	1205402	0	0	109821	0	0	7464	925	207853	808404			0	972968	965474	-1456	0	0	1668	636	124370		
178057																																							1040	917	200	0	0	435	178	0	174	14489	12384	86	12470	0	14	0	0	2019	100	14489	0	0	123	0	0	1796	0	2114	10270			0	11559	11545	0	0	0	0	0	2019		
178150																																							8013	4056	0	46190	0	599	1139	195	4925	179094	156932	694	157626	0	1199	0	0	21468	169	179094	0	0	18593	0	0	3906	0	27305	129627			-176	111358	110159	-1024	3818	0	0	0	21468		
178244																																							1234	4405	0	5864	0	0	730	0	3665	111896	87814	332	95653	0	1140	7507	0	16243	137	111896	0	0	14928	0	0	1350	0	15598	72216			0	96928	95788	-172	210	0	0	0	16243		
178356																																							63	3195	0	47754	0	0	2424	0	1159	112064	101463	453	102916	0	243	1000	0	9148	50	112064	0	0	5943	0	0	4800	1	29812	71651			0	57711	57468	-1645	0	0	0	0	9148		
178851																																							2358	4887	0	178461	0	267	9096	77	4399	388190	349065	1310	350375	0	2832	0	0	37815	1701	388190	0	0	33734	0	0	3562	264	121232	227833			0	191213	188381	-1182	0	0	0	0	37815		
179148																																							660	3425	0	8858	0	0	6154	225	8371	188341	155649	1437	167086	0	2275	10000	0	21255	760	188341	0	0	18354	0	0	2240	0	29026	126623			0	162923	160648	-99	0	0	0	0	21255	0	
179335																																							14061	3881	0	50862	0	0	2867	1360	7233	184183	152452	803	155355	0	1398	0	0	28828	560	184183	0	0	5572	0	0	23960	0	38873	113579			0	105142	103744	-1264	175	0	2100	0	28828		
179700																																							1089	5417	0	92215	0	573	6035	0	24399	559432	420936	1576	501113	0	4161	77865	0	58319	10	559432	0	0	4228	0	0	55993	0	46994	373942			0	433865	429704	-1912	0	0	0	736	58319		
180144																																							1240	2494	8102	20263	0	115	856	0	3494	103734	89700	740	91327	0	402	887	0	12407	1200	103734	0	0	5927	0	0	6025	0	22706	66994			0	67414	67012	-745	158	0	0	0	12407		
180443																																							276	1036	0	26437	0	0	210	822	1042	63568	57244	232	58652	0	699	576	0	4916	600	63568	0	0	3373	0	0	1950	0	8737	48507			0	34444	33745	-1007	0	0	600	0	4916		
180537																																							775	2597	10340	22773	0	0	1769	117	5654	105750	85799	1227	87071	0	2382	0	0	18679	75	105750	0	0	18600	0	0	675	0	13129	72670			0	64107	61725	-671	0	0	45	0	18679		
180845																																							3756	1946	0	44883	0	4609	614	82	2589	118443	83266	74	100671	0	550	7575	0	17772	300	118443	0	0	2587	0	0	16562	0	19236	64030			0	60514	59964	-1677	0	0	0	9756	17772	0	
181963																																							21199	3578	0	57912	0	0	1768	0	1770	202419	180687	907	181628	0	1775	34	0	20791	800	202419	0	0	20978	0	0	828	0	46567	134120			0	117967	116192	-1815	0	0	0	0	20791		
182353																																							39	699	0	15667	0	0	9	0	835	42856	38266	300	38566	0	327	0	0	4290	30	42856	0	0	4437	0	0	120	0	4661	33605			0	25196	24869	-297	738	0	0	0	4290		
182951																																							488	4353	0	68416	0	281	11086	948	12787	345729	306391	4199	314590	0	3634	4000	0	31139	1	345729	0	0	28480	0	0	4006	0	59725	246666			0	250462	246828	-1348	542	0	0	0	31139	0	
183668																																							150269	5936	0	40581	0	338	2479	0	18109	726808	648272	4132	652404	0	6700	0	0	74404	1044	726808	0	0	55278	0	0	18750	0	203874	444398			0	515796	509096	-668	0	0	0	0	74404		
183770																																							10328	6685	0	69245	0	97	6817	0	19896	585100	445767	4936	531099	0	3271	80396	0	54001	0	585100	0	0	55328	0	0	0	0	68886	376881			0	475303	472032	-1327	0	0	0	0	54001		
183846																																							2503	4032	0	51035	0	0	6619	0	6200	249135	200825	3989	210710	0	1916	0	0	38425	263	249135	0	0	37258	0	0	1500	0	56610	144215			0	179452	177536	-596	1210	0	0	5896	38425		
183958																																							2576	4558	0	46000	0	0	2778	0	8325	209970	161934	990	178128	0	3102	15204	0	31842	300	209970	0	0	30674	0	0	1750	0	37812	124122			0	148834	145732	-882	1	0	0	0	31842		
184142																																							9853	11269	0	202855	0	2165	10246	660	24754	619017	540830	3417	561247	0	1731	11000	0	57770	1531	619017	0	0	19046	0	0	44221	0	125612	415218			0	358946	357215	-7028	0	0	6000	0	57770	0	
184656																																							3300	3090	12611	107243	0	0	1541	0	2923	170474	143490	1029	150552	0	470	0	0	19922	200	170474	0	0	22755	0	0	200	0	32548	110942			0	38932	38462	-3233	1304	0	0	6033	19922		
184759																																							1829	2061	10561	865	0	0	89	44	912	41268	33531	177	33708	0	138	0	0	7560	400	41268	0	0	6373	0	0	900	0	5758	27773			0	24862	24724	-113	183	0	0	0	7560		
185251																																							1487	415	200	9957	0	0	134	0	839	18050	15895	14	15909	0	223	0	0	2141	25	18050	0	0	1191	0	0	1025	0	1844	14051			0	4792	4569	-100	449	0	0	0	2141		
185448																																							97	2431	0	32326	0	0	948	3409	1122	96467	69750	160	73910	0	519	1930	0	22557	100	96467	0	0	19777	0	0	2100	0	16194	53556			0	56653	56134	580	0	0	2070	0	22557		
185859																																							5114	4233	196542	42265	0	9099	20132	553	4625	531895	416416	1015	434877	0	20655	13400	0	97018	1286	531895	0	0	64192	0	0	32692	0	141951	274465			0	269987	249332	-1152	0	0	0	4046	97018		
186221																																							12519	15538	0	137011	0	2038	37257	133	41200	1019789	843296	3358	924991	0	10231	60000	0	94798	1366	1019789	0	0	88519	3295	0	8584	1033	242513	600783			0	779435	769204	-3671	561	0	0	18337	94798		
186548																																							27	2039	15467	2705	0	0	1695	0	1274	131940	113175	361	116586	0	1013	3050	0	15354	45	131940	0	0	13990	0	0	1580	294	23257	89919			0	109202	108189	-261	250	0	0	0	15354		
186717																																							21540	14917	0	149058	0	0	2250	3966	7398	715093	617273	1522	618795	0	4807	0	0	96298	751	715093	0	0	97821	0	0	1251	0	143815	473458			0	520771	515964	-3525	0	0	0	0	96298		
186744																																							5336	16154	0	309616	398	1822	10861	548	41713	1252663	1072997	6970	1107400	0	11020	10000	0	145263	4000	1252663	0	0	114279	0	0	32541	1100	113675	959322			0	858635	847615	-5557	17500	0	0	17433	145263		
186856																																							742	959	3503	2230	0	0	1864	16	1370	62181	59805	255	60060	0	594	0	0	2122	215	62182	0	0	-1319	0	0	3210	0	9802	50003			0	50805	50211	16	1286	0	0	0	2122		
187648																																							1914	220	0	2552	0	0	121	191	206	28796	26168	89	26257	0	323	0	0	2539	66	28796	0	0	1911	0	0	589	0	2290	23878			0	23915	23592	-27	0	0	0	0	2539		
187899																																							44662	7540	0	0	250	47	30851	0	29233	842065	492734	8997	774005	0	3480	272274	0	68060	3000	842065	0	0	36009	0	0	32529	7278	134074	358660			-3207	725684	722204	-271	0	0	0	0	68060		
187947																																							35738	20076	0	293131	0	737	17348	233	40617	1282602	1069054	7536	1174495	0	14022	88007	0	108107	540	1282602	0	0	83510	0	0	33165	3674	252202	816852			0	884482	870460	-9108	588	0	0	9898	108107		
188056																																							60552	9035	0	96227	0	0	1059	18	1994	311559	274861	574	277890	0	2772	125	0	33669	500	311559	0	0	15798	0	0	17500	0	45087	229774			0	139446	136674	-129	6000	0	2330	0	33669		
188177																																							30892	711	53966	12415	0	0	325	135	762	167476	125747	57	125804	0	385	0	0	41672	0	167476	0	0	42050	0	0	0	0	1407	124340			0	68655	68270	-378	0	0	0	0	41672		
188430																																							16154	7917	0	27423	0	1194	1720	2916	19631	368816	261827	2832	337136	0	2172	69800	0	31680	775	368816	0	0	-133906	0	0	165776	49097	96128	165699			0	244936	242764	-965	0	0	0	2677	31680		
188449																																							7129	4732	0	47021	0	0	6642	0	3873	231574	201455	435	206890	0	1885	5000	0	24684	400	231574	0	0	20953	0	0	4350	0	23867	177588			0	163152	161267	-1019	910	0	0	0	24684		
188720																																							1216	4311	21551	42076	0	0	2527	148	9791	234579	200170	723	203980	0	1041	0	0	30599	2167	234579	0	0	29124	0	0	1000	0	39946	160224			0	153826	152785	-1692	174	0	0	3087	30599		
188739																																							2238	2425	12	970	0	0	1075	154	870	54845	48201	230	48431	0	534	0	0	6414	90	54845	0	0	3814	0	0	2510	0	14077	34124			0	45210	44676	0	2425	0	0	0	6414		
188917																																							21331	1093	0	70412	0	0	751	0	2607	151025	135670	639	136309	0	676	0	0	14716	20	151025	0	0	15878	0	0	140	0	21688	113982			0	55507	54831	-1322	0	0	0	0	14716	0	
188926																																							2675	1351	0	0	0	0	1342	0	4430	121444	106496	807	108515	0	1198	1200	0	12929	150	121444	0	0	8298	0	4111	370	0	21536	84960			0	112844	111646	0	0	0	0	12	12929		
189044																																							48468	6863	0	199334	0	7499	28244	0	14302	1003178	856295	11713	911686	0	7656	177	0	91492	150	1003178	0	0	53222	0	0	42826	20667	209306	646989			0	683282	675626	-4706	2175	0	0	43501	91492		
189129																																							17384	15865	21260	89507	0	5189	9540	0	22518	710675	589176	2642	637959	0	6204	8676	0	72716	4000	710675	0	0	59300	0	0	11709	192	178848	410328			0	535424	529220	-2293	0	0	0	37465	72716	0	
189549																																							14339	1966	0	25098	0	865	1970	0	4209	145034	124726	1071	126945	0	1157	1148	0	18089	90	145034	0	0	11326	0	0	6986	0	19863	104863			0	96171	95014	-313	1573	0	0	0	18089	0	
189745																																							47121	8133	14365	201695	0	118	11317	3331	27518	1117566	967640	8225	991001	0	12111	15000	0	126565	600	1117566	0	0	-57784	0	0	188833	13261	147239	820401			0	802812	790701	-5084	6	0	0	136	126565		
189950																																							2227	3207	0	4928	0	274	3444	0	4803	104942	84828	716	91992	0	1089	1000	0	12950	50	104942	0	0	3004	0	0	9950	0	9227	75601			0	87148	86059	-54	0	0	5448	0	12950		
190563																																							12533	1095	750	12695	0	4675	5126	0	4941	159976	135906	336	136242	0	811	0	0	23734	474	159976	0	0	887	0	0	22518	0	65054	70852			0	118972	118161	-145	0	0	0	0	23734		
190648																																							9215	3764	1209	35041	0	179	2841	0	3368	195414	172481	419	178126	0	2405	0	0	17288	1567	195414	0	0	13207	0	0	3426	119	30671	141810			0	142083	139678	-912	0	0	1760	3466	17288		
