"IDRSSD"	RCONG350	RCONG351	RCONG352	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	
	SFP TPS ISS FNC INST AFS AMRTZ COST	SFP TPS ISS FNC INST AFS FV	SFP TPS ISS RE INV TR HTM AMRTZ COST	SFP TPS ISS RE INV TRS HTM FV	SFP TPS ISS RE INV TR AFS AMRTZ COST	SFP TPS ISS RE INV TR AFS FV	SFP CORP & SIMILAR LN HTM AMRTZ COST	SFP CORP & SIMILAR LN HTM FV	SFP CORP & SIMILAR LN AFS AMRTZ COST	SFP CORP & SIMILAR LN AFS FV	SFP 1T4 RES MBS I OR G GSE HTM AMRTZ	SFP 1T4 RES MBS I OR G GSE HTM FV	SFP 1T4 RES MBS I OR G GSE AFS AMRTZ	SFP 1T4 RES MBS I OR G GSE AFS FV	SFP 1T4 MBS N I OR G GSE HTM AMRTZ	SFP 1T4 RES MBS N I OR G GSE HTM FV	SFP 1T4 MBS N I OR G GSE AFS AMRTZ	SFP 1T4 RES MBS N I OR G GSE AFS FV	SFP DVRS (MIXED) POOLS SFP HTM AMRTZ	SFP DVRS (MIXED) POOLS SFP HTM FV	SFP DVRS (MIXED) POOLS SFP AFS AMRTZ	SFP DVRS (MIXED) POOLS SFP AFS FV	SFP OTHR CLTRL REF ASSET HTM AMRTZ	SFP OTHR CLTRL REF ASSET HTM FV	SFP OTHR CLTRL REF ASSET AFS AMRTZ	SFP OTHR CLTRL REF ASSET AFS FV	US government agency obligations (ex	US government agency obligations (ex	US government agency obligations (ex	US government agency obligations (ex	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Asset-backed securities and structur	Asset-backed securities and structur	Asset-backed securities and structur	Asset-backed securities and structur	MBS CMRL PT SCTY GUAR FNMA HTM AMTRZ	MBS CMRL PT SCTY GUAR FNMA HTM FV	MBS CMRL PT SCTY GUAR FNMA AFS AMTRZ	MBS CMRL PT SCTY GUAR FNMA AFS FV	MBS CMRL PT SCTY OTHR HTM AMTRZ	MBS CMRL PT SCTY OTHR HTM FV	MBS CMRL PT SCTY OTHR AFS AMTRZ	MBS CMRL PT SCTY OTHR AFS FV	MBS CMRL OTHR CMRL GUAR FNMA HTM AMT	MBS CMRL OTHR CMRL GUAR FNMA HTM FV	MBS CMRL OTHR CMRL GUAR FNMA AFS AMT	MBS CMRL OTHR CMRL GUAR FNMA AFS FV	MBS CMRL OTHR CMRL OTHR CMRL HTM AMT	MBS CMRL OTHR CMRL OTHR CMRL HTM FV	MBS CMRL OTHR CMRL OTHR CMRL AFS AMT	MBS CMRL OTHR CMRL OTHR CMRL AFS FV	
37																											0	0	6114	5854	0	0	7499	7252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
242																											0	0	5454	5344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
279																											0	0	0	0	34199	32998	14758	14200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354																											498	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
457																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
505																											0	0	0	0	0	0	41765	40673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1155																											0	0	13439	13168	20	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1351																											20428	19648	4000	3848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1454																											0	0	265847	256248	0	0	3897	3871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																											8007	7888	62547	61344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																											0	0	3351	3156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5979	5620	
2040																											0	0	6796	6650	0	0	3415	3288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																											6750	6633	0	0					0	0	0	0	13035	12615	4074	4138	0	0	0	0	0	0	0	0	0	0	0	0	
2554																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																											0	0	43685	43399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																											0	0	803	757	0	0	917	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																											0	0	6209	6131	0	0	19344	19126	0	0	138	138	0	0	27100	26520	0	0	0	0	0	0	541	531	0	0	0	0	
3458																											0	0	2746	2703	0	0	1633	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																											0	0	45117	43981					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971																											0	0	26396	25536	0	0	13573	13395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																											0	0	16725	16242	0	0	3777	3742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																											0	0	1998	1944	0	0	27051	26067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																											0	0	21603	20191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210																											17000	16872	115580	112422					0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	952	0	0	0	0	
5461																											0	0	44236	43321	0	0	29442	28546	0	0	0	0	0	0	15394	15043	0	0	0	0	0	0	0	0	0	0	0	0	
5751																											0	0	853	849	0	0	4236	4227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2050	2022	0	0	0	0	
6039																											0	0	21792	21461					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																											0	0	23993	23904					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																											0	0	0	0					0	0	0	0	0	0	920	882	0	0	0	0	0	0	0	0	0	0	0	0	
7072																											0	0	2000	1968	0	0	12527	12082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																											0	0	0	0	0	0	167	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																											0	0	0	0	1	1	7105	6829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033																											0	0	2050	1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																											0	0	40057	39560	0	0	40048	38714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631																											0	0	14162	13876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357																											0	0	51685	50811					0	0	0	0	0	0	8919	8796	0	0	0	0	0	0	0	0	0	0	0	0	
9553																											0	0	229	218	0	0	18340	17691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																											0	0	12640	12467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250																											0	0	14099	13907	0	0	56723	55103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849																											7559	7476	16338	15961	7207	6976	29523	28102	0	0	62	59	1335	1299	9703	9394	0	0	0	0	0	0	0	0	0	0	0	0	
11145																											0	0	4335	4221					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																											0	0	22502	22049	0	0	1202	1152	0	0	0	0	0	0	28469	27564	0	0	0	0	0	0	0	0	0	0	0	0	
11837																											0	0	9172	8804	0	0	24349	23464	0	0	0	0	0	0	3357	3280	0	0	0	0	0	0	0	0	0	0	0	0	
12030																											427	424	8392	8362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142																											0	0	15066	14617	2	2	31756	30674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12179																											0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25773	25972	375178	366553	184074	179397					0	0	25773	25972	57211	54904	0	0	0	0	0	0	4268731	4119452	1814314	1742925	0	0	34240	33612	
12647																											1917	1904	0	0					0	0	0	0	0	0	0	0	0	0	0	0	76	76	0	0	0	0	0	0	
12656																											351	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12937																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946																											0	0	33096	32099					0	0	124	97	0	0	1934	1924	0	0	0	0	0	0	0	0	0	0	0	0	
13103																											0	0	39638	38872					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																											0	0	260	258	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																											0	0	1421	1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14052																											0	0	1260	1244	0	0	1637	1599	0	0	0	0	0	0	923	899	0	0	0	0	0	0	0	0	0	0	0	0	
14155																											0	0	250	249	0	0	1318	1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650																											1500	1475	0	0	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14753																											1000	999	0	0	469	474	92	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865																											0	0	12498	12414	0	0	2467	2424	0	0	0	0	0	0	6838	6799	0	0	0	0	0	0	998	997	0	0	0	0	
14977																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																											0	0	4166	4057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16748																											0	0	1263	1237	0	0	2008	2025	0	0	0	0	0	0	348	344	0	0	0	0	0	0	1331	1306	0	0	0	0	
17110																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																											22618	21863	10000	9991					0	0	0	0	0	0	9037	8674	0	0	0	0	0	0	0	0	0	0	0	0	
17259																											0	0	495	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950																											0	0	12412	12149	0	0	34732	34167	0	0	0	0	0	0	53504	51974	0	0	0	0	0	0	0	0	0	0	0	0	
17978																											34770	34071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18050																											0	0	984	986	2397	2357	115078	111732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18135																											24289	23629	95515	92787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18827																											0	0	5994	5864					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18836																											0	0	1498	1482	0	0	1253	1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18854																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																											0	0	0	0	0	0	11637	11077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936																											4999	4852	0	0	3437	3380	18515	18158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	890	0	0	
19972																											0	0	0	0	166	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20053																											0	0	1527	1481	0	0	2594	2503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20633																											0	0	3113	3043	0	0	21820	21353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20857																											0	0	0	0	0	0	3316	3326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21256																											0	0	2755	2691	0	0	36	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21359																											0	0	427	425	0	0	4329	4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21658																											0	0	4200	4140					0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	485	0	0	0	0	
22048																											0	0	7602	7546	0	0	9951	9542	0	0	0	0	0	0	907	874	0	0	0	0	0	0	0	0	0	0	0	0	
22543																											0	0	3029	3005					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22552																											0	0	0	0	0	0	243	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22730																											0	0	12671	12302	0	0	17321	16821	0	0	0	0	0	0	24476	23575	0	0	0	0	0	0	3313	3282	0	0	0	0	
22936																											0	0	12011	11817	0	0	7710	7356	0	0	0	0	0	0	5988	5777	0	0	0	0	0	0	0	0	0	0	0	0	
23456																											0	0	0	0	0	0	19832	19612	0	0	0	0	0	0	624	619	0	0	0	0	0	0	0	0	0	0	0	0	
23504																											0	0	29996	28738					0	0	0	0	20626	19729	3584	3517	0	0	0	0	30274	28732	94845	92407	0	0	0	0	
23643																											0	0	33896	32155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23755																											0	0	0	0	0	0	21493	20859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24006																											125252	122857	58908	57985					0	0	0	0	63373	61318	4688	4506	0	0	0	0	1865	1857	0	0	0	0	0	0	
24378																											0	0	0	0	0	0	8734	8724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24453																											0	0	8061	7979	0	0	106	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	480	0	0	0	0	
24659																											500	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24668																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949																											0	0	7719	7673	0	0	5864	5749	0	0	0	0	0	0	6509	6337	0	0	0	0	0	0	22948	22418	0	0	0	0	
25357																											0	0	0	0	3660	3743	539	559	0	0	0	0	0	0	0	0	0	0	0	0	4029	3902	5937	5747	0	0	0	0	
25647																											0	0	2995	2921					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26176																											0	0	5424	5285	0	0	10791	10692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26242																											0	0	32530	31566	0	0	6088	5807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26457																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765																											0	0	0	0	0	0	49870	48179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27070																											0	0	10842	10922	0	0	51504	50080	0	0	0	0	0	0	5497	5264	0	0	0	0	0	0	3254	3180	0	0	0	0	
27548																											0	0	13595	13480					0	0	0	0	0	0	2600	2482	0	0	0	0	0	0	0	0	0	0	4953	4912	
27614																											0	0	0	0	0	0	63214	60428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27847																											0	0	1991	1908	255	263	36037	35082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28013																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152																											0	0	4084	4014					0	0	0	0	0	0	1599	1564	0	0	0	0	0	0	0	0	0	0	0	0	
28255																											0	0	3069	3081	0	0	29217	28430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28406																											57288	55144	0	0					0	0	0	0	0	0	0	0	0	0	0	0	2913	2853	0	0	0	0	0	0	
28675																											0	0	1798	1783					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732																											0	0	3000	2975	0	0	5550	5352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29476																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29636																											0	0	99567	95297					0	0	0	0	0	0	81519	78193	0	0	0	0	0	0	0	0	0	0	0	0	
29878																											0	0	25356	24635					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30502																											0	0	56655	54814					0	0	0	0	0	0	22971	22385	0	0	0	0	0	0	2949	2834	0	0	0	0	
30650																											0	0	0	0	0	0	6531	6281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30810																																																							
31134																											0	0	2000	1966					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255																											0	0	890	889					0	0	0	0	0	0	803	793	0	0	0	0	0	0	0	0	0	0	0	0	
31657																											0	0	0	0	63965	61613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31826																											0	0	3895	3703					0	0	0	0	0	0	372	368	0	0	0	0	0	0	0	0	0	0	0	0	
31835																											0	0	11322	10959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32234																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	339	0	0	0	0	
32766																											0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32971																											0	0	750	738	2	2	2786	2733	0	0	0	0	0	0	500	495	0	0	0	0	0	0	702	683	0	0	0	0	
33147																											0	0	4050	4048					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33259																											0	0	21627	20768	0	0	1041	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33268																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33370																											4150	4150	0	0	704	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839																											0	0	2300	2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33857																											0	0	10191	10339					0	0	0	0	0	0	952	920	0	0	0	0	0	0	8668	8412	0	0	0	0	
34425																											0	0	13370	13073					0	0	0	0	0	0	0	0	0	0	0	0	0	0	12847	12397	0	0	0	0	
34434																											0	0	862	849	0	0	13672	13112	0	0	0	0	0	0	484	470	0	0	0	0	0	0	0	0	0	0	0	0	
34452																											0	0	0	0	0	0	8081	7923	0	0	0	0	0	0	4937	4844	0	0	0	0	0	0	0	0	0	0	0	0	
34537																											0	0	8271	8365					35600	35657	226549	226143	86470	84298	182610	175194	0	0	0	0	9050	8616	16200	15610	17505	17687	10042	9973	
34555																											0	0	8247	8127					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742																											0	0	13999	13912	0	0	13174	12921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35057																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301																																																							
35570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41251	39376	0	0					43203	89443	0	0	56318	53950	27918	26787	0	0	0	0	99701	96090	0	0	0	0	0	0	
35646																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35879																											0	0	19433	18458	0	0	5837	5711	0	0	0	0	0	0	4657	4515	0	0	0	0	0	0	665	617	0	0	0	0	
36456																											0	0	6128	6125	0	0	3320	3226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
