"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	84	77															13	446	5	668	0	0	4	88	1	109	1	382	false	true	
242	70	94													66	94	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			38	1600	21	2696	14	5301	87	1332	8	1354	5	1528	7	27													true	false	
354			1	89	0	0	0	0	5	153	1	167	1	171			7	347	5	595	0	0	17	506	1	140	0	0	false	false	
457			10	462	13	1715	5	1992	54	1301	5	799	13	4256			22	809	8	1299	5	1294	56	1441	9	1438	7	2284	false	false	
505			12	764	31	4130	40	15629	133	3511	29	2787	15	5481															false	false	
1155			38	1413	50	6195	34	10711	169	4077	43	5020	42	12519			13	545	7	753	7	1872	50	1227	6	522	7	1517	false	false	
1351			129	3716	15	1784	19	6023	236	3440	29	2997	14	4399			68	2713	27	3701	7	1951	140	2309	8	866	0	0	false	false	
1454			53	1875	72	8107	37	12719	448	7907	59	5469	24	6096			9	458	8	986	5	1315	62	1630	6	456	2	690	false	false	
1557	26	101															16	747	12	1739	7	2141	235	4974	32	4145	24	6202	false	true	
1669			73	2357	22	2939	14	5548	186	2832	16	816	11	2352			1	16	3	207	0	0	123	1664	2	176	1	229	false	false	
1829			71	2566	55	7828	75	29700	149	3628	28	2571	27	4708															false	false	
1856			16	433	1	107	1	244	37	1085	65	8365	6	1616			5	254	1	42	5	1215	16	201	1	182	0	0	false	false	
2040			41	2435	27	3966	46	18202	57	1844	17	2379	16	5185			4	191	2	581	5	1534	17	517	3	485	3	1448	false	false	
2161			52	867	14	1131	1	117	605	5650	42	4614	14	1935			4	43	0	0	0	0	152	3349	1	144	2	401	false	false	
2376			12	722	47	8088	220	99540	24	1109	3	301	4	908															false	false	
2554	3	48													66	34	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
2732			21	609	53	7878	144	63910	100	1321	47	3345	58	8402			0	0	1	146	0	0	0	0	0	0	0	0	false	false	
2750			14	580	1	226	0	0	28	751	6	729	2	763			10	532	14	1934	8	1549	36	892	21	2614	15	3121	false	false	
3177			64	2561	88	10959	103	40406	77	1717	25	1820	17	1743															false	false	
3252			23	1118	12	1792	10	3555	233	5409	21	2395	5	1952			31	1081	26	3385	27	7701	773	25204	52	5802	14	2975	false	false	
3458			8	234	4	619	2	751	34	726	10	1014	7	1291			33	1195	14	1424	5	1235	66	730	1	231	1	3	false	false	
3720			66	2442	50	6269	51	18841	217	4718	37	3333	16	4261			41	1141	26	2559	14	5030	50	1135	17	1792	11	3348	false	false	
3971			31	811	29	3250	46	19754	56	1057	10	975	17	5097			20	919	43	5872	29	6778	56	1367	34	3411	24	5242	false	false	
4156			50	1675	21	2437	17	7878	143	2659	16	1681	16	4603			78	2847	42	5244	15	3902	283	5254	17	1810	5	1141	false	false	
4231			148	5159	37	5422	27	10302	69	1209	9	974	2	902			154	3955	32	3270	11	2700	27	453	1	215	0	0	false	false	
