"IDRSSD"	RCFD0071	RCFD0081	RCFD1754	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1754	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	
250476																																							11325	962	18464	41571	164	0	2441	0	1586	132759	121422	75	121497	0	999	0	0	11262	0	132759	0	0	-1871	0	0	14600	0	19154	102268			0	57245	56246	-1467	0	0	0	0	11262		
250850																																							589	1690	0	55830	0	108	242	100	2732	104983	93161	579	93740	0	662	0	0	11243	1000	104983	0	0	10137	0	0	1000	0	17619	75542			0	43574	42912	-894	780	0	0	0	11243		
251352																																							5437	9025	201	198012	0	4189	23383	335	18451	499692	455912	1775	457687	0	3694	0	0	42005	1000	499692	0	0	32438	0	0	11045	0	106509	349403			0	244353	240659	-2478	0	0	0	0	42005		
251558																																							11592	6331	0	100975	83	1544	5352	291	7055	305237	261992	475	276750	0	2437	3205	0	28487	2160	305237	0	0	24725	0	0	2840	3767	93720	168272			0	170684	168247	-1238	0	0	0	11078	28487		
251745																																							14166	12493	49695	95943	0	176	5853	0	4750	391769	349408	1924	351332	0	3748	0	0	40437	1250	391769	0	0	38676	0	0	2250	0	121499	227909			0	212441	208693	-1739	0	0	0	0	40437		
251857																																							9394	1060	0	30164	0	0	159	0	1450	71334	60203	126	62817	0	879	0	0	8517	175	71334	0	0	6592	0	0	2225	0	18009	42194			0	28836	27957	-475	1150	0	0	2488	8517		
251978																																							4790	4925	10462	3033	0	0	9029	509	8379	276290	199940	4897	249337	0	2943	44500	0	26953	1703	276290	0	0	26019	0	0	479	0	22782	177158			-1229	227356	224413	-19	10750	0	0	0	26953		
252041																																							29548	2011	0	42772	0	1231	4239	4	4216	405177	357301	1237	370888	0	3081	12350	0	34289	554	405177	0	0	29604	0	0	4636	2891	84589	272712			0	299573	296492	-505	21773	0	0	0	34289		
252256																																							2486	887	0	1878	0	54	442	0	545	36656	33595	43	33638	0	328	0	0	3019	100	36657	0	0	192	43	0	2763	0	3927	29668			0	30649	30321	-36	0	0	0	0	3019	0	
252452																																							7727	1987	0	54478	0	97	2920	930	971	108064	100784	97	100881	0	425	0	0	7183	112	108064	0	0	2788	0	0	5887	0	24801	75983			0	39379	38954	-1604	0	0	0	0	7183		
252658																																							322	2896	0	4266	0	0	1679	0	3314	170880	136770	452	154770	0	1922	17198	0	16110	450	170880	0	0	9669	0	0	5985	0	36119	100651			0	160125	158203	6	200	0	0	350	16110	0	
253356																																							25743	19982	30091	162766	0	0	21357	603	12475	988419	829943	3205	843009	0	9983	0	0	145410	1500	988419	0	0	143641	0	0	3500	0	331325	498618			0	698982	688999	-3231	26403	0	0	9861	145410		
253468																																							35673	20567	1700	476216	6696	0	12621	0	41977	2082390	1538604	7823	1887427	0	33164	341000	0	194963	33327	2082390	0	0	161932	0	0	2191	0	374725	1163879			0	1520104	1486940	-2487	0	0	0	0	194963		
253646																																							471	3735	0	28285	0	313	1276	0	7085	200706	168505	1657	179303	0	1566	0	0	21403	800	200706	0	0	18944	0	0	1675	130	40074	128431			0	160977	159411	-16	0	0	1805	7336	21403		
253730																																							144	3967	3912	6511	0	0	3444	792	4094	93338	80547	1872	82919	0	1038	500	0	10419	300	93338	0	0	4183	0	0	6200	0	19521	61026			0	70254	69216	-264	1258	0	0	0	10419		
253776																																							6897	1910	2	2260	0	0	218	87	611	20982	19500	81	19581	0	51	0	0	1401	0	20982	0	0	1467	0	0	0	0	9308	10193			0	9048	8997	-66	0	0	0	0	1401		
254317																																							30189	4849	868983	0	0	0	21971	0	10761	1073527	838205	12805	851010	0	1922	0	0	222517	5000	1073527	0	0	70617	0	0	146900	0	47653	790552			0	65244	63322	0	0	0	0	0	222517	73452	
254504																																							2751	3184	0	26080	0	1624	5133	0	10626	235675	208498	4063	214561	0	2902	0	0	21114	400	235675	0	0	20718	0	0	400	0	38565	169933			0	189179	186277	-404	0	0	2000	0	21114		
254849																																							27703	3000	0	7507	0	0	2664	95	37736	270809	214404	3031	243065	7327	1442	22630	0	20417	2281	270809	0	0	5781	0	0	12522	2789	108115	106289			0	177274	175832	-167	13483	0	0	3000	27744		
255350																																							501	2269	963	26584	0	90	2945	348	4159	120179	105883	1597	107730	0	756	0	0	12449	200	120179	0	0	3193	0	0	9596	364	23641	82242			0	82712	81956	-540	0	0	250	0	12449		
255547																																							1440	2364	992	12976	0	0	1836	0	2094	80606	65146	274	71000	0	797	4990	0	9606	270	80606	0	0	9091	0	0	600	393	8303	56843			0	57736	56939	-355	1572	0	0	590	9606		
255556																																							5950	4508	19784	31718	0	0	2300	60	8555	220589	168215	4177	200340	0	1425	18332	0	20249	1387	220589	0	0	17461	0	0	2029	0	53625	114590			0	145856	144431	-628	3283	0	0	9616	20249		
255574																																							42066	8968	0	159906	0	9432	35979	19	29401	865044	606671	3774	727549	0	5052	117104	0	137495	0	865044	0	0	140231	0	0	0	49525	86576	520095			0	534800	529748	-2736	0	0	0	0	137495	0	
255659																																							18047	63710	0	1047742	0	41146	72100	271	33235	3660226	3140575	10138	3302430	0	38790	35187	0	357796	5000	3660226	0	0	293733	0	0	82229	8267	250414	2890161			0	2414498	2375708	-23166	0	0	0	116530	357796		
255873																																							4599	2317	1588	655	409	0	4969	0	6035	143406	115552	1203	132689	0	1453	15934	0	10717	1	143406	0	0	-1791	0	0	13097	449	8409	107144			-590	123838	122385	0	0	0	0	0	10717		
256049																																							3927	194	15	0	0	0	31	148	71	7725	7004	36	7040	0	49	0	0	685	100	7725	0	0	-269	0	0	854	0	3307	3697			0	3388	3339	0	0	0	0	0	685		
256058																																							4244	12035	0	128024	0	0	5880	250	7452	419915	365639	2297	380111	0	2684	12175	0	39804	1500	419915	0	0	32634	0	0	7795	0	61788	303851			0	249559	246875	-2125	15155	0	0	0	39804		
256076																																							3447	1123	0	11747	0	0	2829	525	3618	100569	88603	293	88896	0	613	0	0	11673	0	100569	0	0	11941	0	0	0	0	12153	76450			0	77893	77280	-268	0	0	0	0	11673		
256179																																							1000	4589	5539	7375	0	0	517	0	3223	82016	68704	1119	69823	0	862	0	0	12193	672	82016	0	0	10992	0	0	689	0	22955	45749			0	54959	54097	-160	5676	0	0	0	12193		
256553																																							11303	42850	0	236362	0	7523	43077	935	88319	2432282	2087302	22035	2158637	0	29871	49300	0	273645	10765	2432282	0	0	208368	0	0	57067	1056	259680	1827622			0	2030728	2000857	-2555	0	0	0	0	273645		
257233																																							9628	8990	0	144216	0	6228	12638	319	20662	520946	447327	4554	453881	0	2853	2000	0	67065	1219	520946	0	0	46532	0	0	21078	0	96444	350883			0	320118	317265	-1764	1000	0	0	0	67065		
257345																																							9160	6223	0	57838	0	0	3652	24	1073	192121	169970	416	170386	0	1720	0	0	21734	327	192120	0	0	21151	0	0	1604	0	33329	136641			0	114866	113146	-1348	1005	0	0	0	21734		
257466																																							7411	1534	0	57542	0	0	908	0	853	110024	97588	469	98057	0	421	0	0	11967	1500	110024	0	0	9338	0	0	1500	0	43026	54562			0	40197	39776	-371	2000	0	0	0	11967		
257578																																							45193	9130	0	0	0	6266	8035	235	21517	429714	317180	7188	384368	0	2124	60000	0	45346	130	429714	0	0	43059	5722	0	2157	14446	37691	279489			0	321294	319170	0	0	0	0	0	45346		
257653																																							5665	1640	0	20274	0	0	54	0	401	54967	48054	105	48159	0	489	0	0	6808	200	54967	0	0	6640	0	0	300	0	13164	34890			0	18493	18004	-332	8929	0	0	0	6808		
257756																																							555	6286	0	25816	0	1464	3814	0	5194	178567	151041	511	159722	0	1764	1310	0	18846	400	178568	0	0	12989	0	0	6524	0	38878	112163			0	132898	131134	-1067	4304	0	0	6860	18846		
258146																																							2472	1072	0	6363	0	167	116	0	795	37038	30690	168	31858	0	144	1000	0	5180	270	37038	0	0	4815	0	0	270	0	7768	22922			0	26197	26053	-175	0	0	0	0	5180		
258306																																							8603	8936	2404	19274	0	372	5185	0	20149	436650	351658	10791	392449	0	3226	30000	0	44201	0	436650	0	0	43279	0	0	3888	0	66253	285405			0	374928	371702	-2966	25	0	0	0	44201		
258379																																							1896	3274	0	7560	0	0	731	0	6510	101244	89115	2724	91839	0	1340	0	0	9405	0	101244	0	0	10774	0	0	0	0	6621	82494			0	81310	79970	-1369	1303	0	0	0	9405		
258445																																							15516	4454	155	73815	0	6414	12297	1733	3392	641054	540666	2331	571587	0	5516	12000	0	69467	419	641054	0	0	41593	0	0	28236	188	109567	431099			0	528606	523090	-781	0	0	0	16590	69467		
258539																																							11270	2091	0	20884	0	0	80	0	869	87573	76022	137	76159	0	567	0	0	11414	338	87573	0	0	9559	0	0	1913	0	14795	61227			0	52946	52379	-396	0	0	0	0	11414		
258771																																							121201	50014	78035	823012	9266	275856	94712	1721	193113	7120892	5140695	152450	6343089	0	39479	1049944	0	777803	10	7120892	0	0	371149	22136	0	426212	568515	1043087	4097608			0	4922790	4883311	-19568	0	0	0	0	777803		
258874																																							11095	461	262	10043	0	0	428	0	607	75042	62893	521	63414	0	203	0	0	11627	0	75041	0	0	11787	0	0	0	0	2649	60244			0	50824	50621	-160	1525	0	0	0	11627		
259059																																							1277	141	0	42122	0	0	1197	0	983	103807	89383	125	92721	0	597	3213	0	11086	500	103807	0	0	2233	0	0	8700	0	18227	71156			0	57102	56505	-347	1582	0	0	0	11086		
259330																																							33262	8535	24319	141421	5	0	26336	2181	27285	633873	531851	6512	558729	-11	4952	20000	0	75155	25	633873	0	0	67298	0	0	10020	0	81452	450399			0	360481	355529	-2188	15000	0	0	366	75144	0	
259442																																							16838	4720	3300	33732	0	0	3523	12	11132	361248	283423	1940	324458	0	3641	39095	0	36790	360	361248	0	0	23185	0	0	13600	812	36838	246585			0	290036	286395	-355	784	0	0	0	36790		
259956																																							0	3263	0	54630	1731	0	2366	565	2354	124041	105027	104	110357	0	542	3000	0	13684	500	124041	0	0	6724	0	0	7430	0	6997	98030			0	59674	59132	-970	0	0	600	1626	13684		
260055																																							287298	56760	536966	159758	205	17631	70536	2046	98634	3557072	3145659	41150	3228367	393	29378	48	0	328312	4410	3557072	3452	3452	230490	0	0	97485	7981	1106895	2038765			0	2345183	2315805	-4073	0	0	0	38058	328705		
260831																																							8931	1247	0	4966	0	0	1386	159	567	75424	68322	149	68471	0	882	0	0	6953	200	75424	0	0	-425	0	0	7217	0	21256	47066			0	59050	58168	-39	0	0	0	0	6953		
260868																																							35987	17181	0	34519	0	11131	44523	268	12551	1075381	883517	2855	967563	0	6015	81191	0	107818	240	1075381	0	0	34838	0	0	73817	7715	222452	661065			0	917521	911506	-1077	0	0	0	0	107818	0	
261146																																							880	6787	0	21784	0	8732	4422	0	7340	240532	211130	2270	216348	0	1321	2948	0	24184	100	240532	0	0	9764	0	0	14966	46743	26638	184492			0	140781	139460	-646	4384	0	0	0	24184		
261360																																							49245	15364	2892	83540	0	0	16761	534	13379	542064	477386	7063	484449	0	4115	0	0	57615	1000	542064	0	0	48965	0	0	8025	0	93900	383486			0	364464	360349	-375	0	0	0	0	57615		
261940																																							5972	11354	58353	33820	0	5473	16052	284	19751	625284	551996	4923	564023	0	4997	7104	0	61261	300	625284	0	0	45690	0	0	16004	496	104748	447248			0	459651	454654	-733	19075	0	0	0	61261		
262059																																							933	3670	0	39787	0	0	12113	178	13293	356765	315280	2543	317823	0	3754	0	0	38942	1000	356765	0	0	36973	0	0	2000	0	54996	260284			0	290545	286791	-1031	0	0	0	0	38942		
262237																																							3102	4664	0	27050	0	0	2115	0	4124	182590	151378	1136	162909	0	2183	9395	0	19681	756	182590	0	0	10144	0	0	9244	0	29563	121815			-375	143718	141535	-88	0	0	1000	0	19681		
262358																																							5124	4647	849	18864	0	4644	18100	855	11495	283661	241518	551	251369	0	1807	9300	0	32292	400	283661	0	0	6860	0	0	25314	0	66183	175335			0	220885	219078	-282	5	0	0	0	32292		
262741																																							1623	2871	4542	35453	0	0	6905	177	7448	206019	159096	935	182931	0	1786	22900	0	23088	425	206019	0	0	16620	0	0	6575	0	28941	130155			0	148786	147000	-532	0	0	0	0	23088		
262844																																							13158	7119	0	183984	0	7833	8962	0	24417	791247	635025	2979	712487	0	8286	56235	0	78760	750	791247	0	0	63772	0	0	17940	0	98201	536824			0	545388	537102	-3702	8672	0	0	18248	78760		
262956																																							277	5231	549	35317	541	1550	1024	345	6933	135395	116774	1575	118349	0	1890	0	0	17046	300	135395	0	0	5192	0	0	12000	144	29062	87712			0	82389	80499	-446	2985	0	0	0	17046		
263243																																							1917	7160	28204	78679	0	745	12055	0	10671	426089	350731	2605	387366	0	4140	33420	0	38723	90	426089	0	0	14259	0	0	26301	0	76949	273782			0	290798	286658	-1927	0	0	0	610	38723		
263551																																							4371	2065	0	5238	0	0	333	456	1866	35798	28563	67	28630	0	729	0	0	7169	1241	35799	0	0	2126	0	0	3898	0	6099	22464			0	21598	20869	-96	600	0	0	0	7169		
263627																																							28128	1846	30413	0	0	0	1406	363	11661	163812	145339	3844	149183	0	673	0	0	14629	2500	163812	0	0	9629	0	0	2500	0	37424	107915			0	90668	89995	0	0	0	0	0	14629		
264455																																							15636	7836	0	156944	276	0	7352	75	8683	475017	424640	3015	427655	0	3205	0	0	47362	4000	475017	0	0	29766	0	0	16000	0	146102	278538			0	281420	278215	-2404	0	0	0	0	47362		
264772																																							105227	956	0	196986	0	5473	2310	0	45067	1238502	1006762	9141	1126745	0	7048	101884	0	111757	0	1238502	0	0	14660	0	0	100848	0	67220	939542			0	889531	882483	-3751	0	0	0	8958	111757		
265340																																							118	4265	2	76256	0	0	3827	315	7096	238150	202248	375	202623	0	1840	0	0	35527	180	238150	0	0	35905	0	0	772	0	37175	165073			0	147660	145820	-1330	451	0	0	0	35527	0	
265407																																							11777	29583	6743	184821	0	27215	24610	230	52429	1597991	1238170	19853	1442952	0	10593	121860	0	155039	250	1597991	0	0	160493	313	0	0	366	316821	921349			0	1270497	1259904	-5704	0	0	0	63069	155039		
265452																																							241	1355	13960	22646	0	740	768	0	1891	87290	59000	197	77543	0	689	16200	0	9747	65	87290	0	0	6979	0	0	2750	0	7837	51163			0	46378	45689	-47	0	0	47	2099	9747		
265676																																							8741	2381	0	16992	0	0	3107	1091	1571	94912	84664	350	85296	0	1348	282	0	9616	232	94912	0	0	7242	0	0	2591	0	27945	56719			-230	60192	58844	-219	2185	0	0	0	9616		
266066																																							6287	4147	3230	44177	0	0	4200	0	6859	212958	169134	1431	186565	0	2219	16000	0	26393	1000	212958	0	0	24132	0	0	1000	190	44000	125134			0	145187	142968	261	900	0	0	0	26393		
266244																																							17659	2583	0	20277	0	0	3992	344	4679	158686	130744	887	144197	0	1730	12566	0	14489	231	158686	0	0	13018	0	0	1731	0	17833	112911			0	110882	109152	-491	0	0	0	0	14489		
266253																																							341	1881	0	20143	0	0	1394	45	5740	129827	101905	691	119553	0	1288	16684	0	10274	300	129827	0	0	7849	0	0	2667	0	18917	82988			0	101571	100283	-542	0	0	273	0	10274		
266271	297066	286872	155962	2249784	0	177004	341909	16266	932282	23198143	741498	20808960	23646	165619	1305129	250201	2365537	241900	23198143	0	0	1183226	0	0	1013160	291871		-19938	18614746	18449127	-52811	0	0	2389183	0	0	0	0			155962	2249784							18512132					1304368					0	0						4017562	14494570							0	0	0	0		0	
266655																																							5997	1295	0	9330	0	0	339	0	4496	87878	61029	474	75068	0	733	13479	0	12810	150	87878	0	0	1662	0	0	11150	0	8189	52840			0	67154	66421	-152	0	0	86	0	12810		
266851																																							12714	1804	0	24988	0	0	4995	0	6191	194530	166618	828	171068	0	1740	1600	0	23462	100	194530	0	0	22276	0	0	1718	315	31972	134646			0	145260	143520	-632	3	0	2022	0	23462		
266945																																							22722	4957	0	135007	0	1184	15991	37	29670	686261	611523	1640	614084	0	5500	921	0	72177	900	686261	0	0	43627	0	0	29995	0	73846	537677			0	482192	476692	-2345	1	0	0	0	72177		
267652																																							9629	1012	0	24531	0	0	3063	280	4466	96646	84441	872	85313	0	886	0	0	11334	270	96647	0	0	2985	0	0	8730	0	28251	56190			0	54551	53665	-651	0	0	0	0	11334		
268006																																							2633	21840	0	174279	0	8337	27918	266	47807	1697194	1390260	15485	1541846	0	14659	121334	0	155348	250	1697194	8130	0	162540	0	0	0	2041	214203	1176057			0	1418602	1403943	-7442	0	0	0	14767	155348	0	
268136																																							23480	4183	0	18779	366	0	5645	78	6319	204591	178285	2454	184739	0	3755	4000	0	19852	650	204591	0	0	9105	0	0	10329	163	37058	141227			0	149333	145578	-232	0	0	0	0	19852		
268677																																							89741	4821	11843	65827	0	174	3532	552	16269	639468	565176	9601	574777	0	5187	0	0	64691	0	639468	0	0	-38288	0	0	105332	0	60636	504541			-10	451896	446709	-2343	0	0	0	0	64691	0	
268828																																							13970	4482	0	113757	0	0	8529	4494	11880	310725	243935	620	244555	0	2619	0	0	66170	10000	310725	0	0	47529	0	0	10000	0	52663	191272			0	156232	153613	-1359	0	0	0	0	66170		
268976																																							27040	5624	109274	0	0	0	2292	0	5058	630669	539673	738	547911	0	1395	7500	0	82758	0	630669	0	0	0	0	0	82758	351	36806	502867			0	482425	481030	0	0	0	0	0	82758		
269049																																							54504	6253	323	13545	0	540	11126	900	7776	492917	357109	1438	442047	0	4606	83500	0	50870	12250	492917	0	0	7483	0	0	31297	695	79159	277951			0	401861	397255	-160	0	0	0	0	50870		
269058																																							5352	990	0	60649	0	14	895	0	4501	148856	129971	1531	131502	0	970	0	0	17354	500	148856	0	0	7770	0	0	10500	288	32167	97804			0	77137	76167	-1416	0	0	0	0	17354		
269571																																							2504	191	24443	2864	0	0	133	0	1880	86414	72510	330	73840	0	274	1000	0	12574	0	86414	0	0	12543	0	0	0	0	0	72510			0	54673	54399	31	0	0	0	0	12574		
269759																																							0	640	0	7867	0	0	327	0	2298	44317	38105	31	38136	0	681	0	0	6181	200	44317	0	0	1296	0	0	4800	0	12919	25186			0	33866	33185	-115	0	0	0	0	6181		
270148																																							3209	2110	0	41692	0	0	2862	27	2841	125187	112143	1049	113192	0	819	0	0	11995	287	125187	0	0	10242	0	0	3003	0	34738	77405			0	70230	69411	-1537	3035	0	0	0	11995	0	
270353																																							9108	1181	0	17137	0	0	322	0	1446	52115	46414	865	47279	0	381	0	0	4836	175	52115	0	0	2078	0	0	3325	0	9791	36623			0	23302	22921	-742	0	0	0	0	4836		
270504																																							16418	19669	32206	31483	2703	12608	9717	364	13316	654508	527926	1827	582923	0	5413	22875	0	71585	350	654508	0	0	52803	0	0	19254	0	33078	494848			0	521437	516024	-822	0	0	0	30295	71585		
270531																																							15252	621	0	5669	0	0	2281	2693	648	108442	96606	603	97209	0	1413	0	0	11233	1000	108442	0	0	-24102	0	0	34568	0	19760	76846			0	82691	81278	-233	0	0	0	0	11233		
270652																																							0	2523	0	21076	0	0	678	0	1527	81087	72576	188	72764	0	265	0	0	8323	150	81087	0	0	2891	0	0	5550	0	16405	56171			0	52048	51783	-268	3500	0	0	0	8323		
271136																																							6364	1174	1000	0	0	0	4680	8389	1748	81843	74424	493	74917	0	1800	0	0	6926	1430	81843	0	0	879	0	0	4617	0	27768	46656			0	44388	42588	0	15900	0	0	0	6926		
271275																																							7287	2610	5462	49183	0	190	6751	0	10188	305046	260027	3187	279214	0	2416	16000	0	25832	0	305046	0	0	722	0	0	25927	582	73141	186886			0	225209	222793	-817	0	0	0	0	25832		
271341																																							12069	1314	0	17033	0	91	1557	5	2364	88921	78287	276	78603	0	701	40	0	10317	271	88920	0	0	3931	0	0	6400	0	23047	55240			0	54554	53853	-285	635	0	0	0	10317		
271529																																							7549	7783	0	115065	0	1268	11262	2017	6250	403589	342033	4774	377001	0	2579	1010	0	26588	1800	403589	0	0	18828	0	0	12200	7790	91622	250411			0	247184	244605	-6240	0	0	0	29184	26588		
271631																																							9264	9603	0	103901	0	0	10991	94	12988	476634	421635	4117	435459	0	3349	0	0	41175	600	476634	0	0	38239	0	0	5300	0	137678	283957			0	329142	325793	-2964	4000	0	0	9707	41175		
271752																																							2041	1257	0	59233	0	0	239	0	4987	102699	87335	1500	88835	0	700	0	0	13864	765	102699	0	0	12483	0	0	1474	0	36072	51263			0	35642	34942	-858	0	0	0	0	13864		
272030																																							3502	2513	0	12291	0	0	3129	90	1664	80725	72965	239	73204	0	362	0	0	7521	77	80725	0	0	1297	0	2770	3608	0	17766	55199			0	57898	57536	-231	0	0	0	0	7521	0	
272058																																							119	442	421	2078	0	0	6	0	1557	50232	33321	73	44894	0	429	0	0	5338	66	50232	0	0	88	0	0	5184	0	3077	30244			0	46038	45609	0	0	0	11500	0	5338		
272151																																							7680	465	0	14053	0	0	56	0	1527	32218	27016	32	27048	0	215	0	0	5170	155	32218	0	0	5097	0	0	155	0	7061	19955			0	8652	8437	-237	0	0	0	0	5170		
272272																																							3398	24881	0	146325	0	7044	54738	3874	73356	1876996	1588287	10927	1679133	0	18214	76652	0	197863	1	1876996	0	0	81340	0	0	118867	753	211944	1376343			0	1580841	1562627	-2345	0	0	0	3267	197863		
272302																																							77994	14091	145666	361959	0	12833	37176	0	113344	3396056	2734442	14947	3063612	0	11670	302319	0	332444	0	3396056	0	0	330816	14485	0	0	0	323730	2410712			0	2628540	2616870	1628	1638	0	0	11904	332444		
273336																																							2290	29600	59005	396345	0	0	21296	79	50184	1650232	1473895	8092	1512487	0	12186	20000	0	137745	2000	1650232	0	0	97864	0	0	46064	0	685504	788391			0	1103618	1091432	-8183	1	0	10500	0	137745		
273550																																							19441	8230	5	158590	2540	3847	3950	59	13012	433761	331966	1896	387099	0	2901	47581	0	46662	430	433761	0	0	24431	0	0	22360	0	53577	278389			0	226958	224057	-559	30	0	0	5656	46662		
273653																																							4728	1462	0	2223	0	0	1002	45	537	52665	46673	181	46854	0	934	0	0	5810	150	52664	0	0	2341	0	0	3350	0	10999	35674			0	43602	42668	-31	0	0	0	0	5810		
273662																																							420188	15379	0	815189	0	1498	3521	0	19300	1623696	1494622	2556	1497178	0	3520	0	0	126518	1800	1623696	0	0	110291	0	0	27200	0	188061	1306561			0	352141	348621	-12773	0	0	0	0	126518		
273840																																							2831	6194	0	16429	0	1915	5642	205	5555	186484	169550	517	170067	0	1370	0	0	16417	746	186484	0	0	4203	0	0	11683	197	43691	125859			0	148886	147516	-215	0	0	0	0	16417		
273859																																							4216	881	5348	0	0	0	53	0	393	19155	17047	28	17075	0	59	0	0	2080	150	19155	0	0	1705	0	0	225	0	7516	9531			0	6130	6071	0	2193	0	0	0	2080		
274025																																							5312	893	0	3952	0	0	62	0	280	16979	15160	12	15172	0	93	0	0	1807	250	16979	0	0	1462	0	0	250	0	4857	10303			0	6149	6056	-155	424	0	0	0	1807		
274052																																							492	796	0	4921	0	0	630	0	445	39402	36573	82	36655	0	356	0	0	2747	225	39402	0	0	2139	0	0	475	0	8602	27971			0	32162	31806	-92	312	0	0	0	2747		
274164																																							38813	16381	15636	13	0	0	5864	0	8112	382781	332225	2058	339222	0	3548	4939	0	43559	350	382781	0	0	35326	0	0	7883	0	112676	219549			0	296510	292962	0	5000	0	0	0	43559		
274548																																							16326	3943	6646	13456	0	1419	1209	0	5603	221210	185198	990	189845	0	3612	3500	0	31365	655	221210	0	0	19173	0	0	11772	0	28201	156997			0	176184	172572	-235	0	0	0	157	31365	36	
274641																																							8210	1789	0	4828	0	0	436	0	1889	56671	48005	134	48139	0	710	0	0	8532	157	56671	0	0	8019	0	0	471	0	5336	42669			0	40229	39519	-115	0	0	0	0	8532		
274829																																							49495	4246	0	117467	0	0	10334	748	20269	432026	380975	3539	394322	0	2116	0	0	37705	918	432027	0	0	32083	0	0	7628	0	87193	293782			0	231583	229467	-2924	0	0	0	9808	37705		
274856																																							6254	1418	0	22690	0	238	445	0	2094	105479	85080	173	91553	0	1356	6000	0	13926	92	105479	0	0	9073	0	0	4900	0	7490	77590			0	73696	72340	-139	0	0	300	0	13926		
275255																																							1677	2436	0	12515	0	770	3401	62	2866	162791	134058	310	143868	0	1448	9500	0	18923	118	162791	0	0	7982	0	0	11361	2244	16944	117114			-323	138268	136820	-215	0	0	0	0	18923		
275358																																							249	11521	0	121293	0	7344	9779	2336	22870	741971	616835	5101	662082	0	6920	28966	0	79889	1291	741971	0	0	21986	0	0	59160	317	133550	483285			0	573077	566157	-2548	105	0	2134	9046	79889		
275479																																							2872	1751	531	24552	0	0	1075	0	6812	177682	123877	3417	151544	0	818	24250	0	26138	0	177682	0	0	26249	0	0	0	0	16835	107042			0	139400	138582	-111	1507	0	0	0	26138		
275657																																							505	2377	6253	21153	0	0	380	0	751	59206	48476	31	48507	0	991	0	0	10699	300	59206	0	0	9989	0	0	800	0	12150	36326			0	28778	27787	-390	0	0	0	0	10699		
276074																																							2614	816	0	26947	0	0	2540	0	6848	185180	138466	448	169437	0	1241	30523	0	15743	0	185180	0	0	15070	0	0	4243	0	18011	120455			0	146656	145415	-3570	0	0	0	0	15743		
276159																																							1962	2428	0	57333	0	0	1277	10	1627	122706	109924	278	110802	0	834	0	0	11904	100	122706	0	0	12014	0	0	250	0	30205	79719			0	58307	57473	-460	596	0	600	0	11904		
276551																																							17210	4753	12990	14416	0	1005	1596	0	5089	119564	103026	362	104263	0	1037	875	0	15301	100	119564	0	0	11002	0	0	4644	0	32659	70367			0	62162	61125	-445	1380	0	0	0	15301		
276579																																							336081	829899	877898	14599078	41678	1045212	879596	4614	1914666	66254848	53945863	529471	58703913	0	489553	3650432	0	7550935	30	66254848	234192	113961	1706239	109964	830900	5332741	84120	24041997	29903866			0	45229786	44740233	-318975	211015	346602	216284	247902	7550935	0	
276645																																							5050	7186	0	38511	0	264	3684	211	6610	213109	174504	874	194117	0	1738	16712	0	18992	250	213109	0	0	12267	0	0	6800	0	20620	153884			0	150331	148593	-325	3000	0	0	2027	18992		
276654																																							2019	2099	512	17944	0	304	884	0	781	77403	63894	203	64397	0	680	300	0	13006	100	77403	0	0	6595	0	0	6562	0	9988	53906			0	53120	52440	-251	420	0	0	0	13006		
276850																																							784	22079	3699	186650	0	12040	18944	0	22042	989380	805235	4007	892838	0	12026	83596	0	96542	2000	989380	175	0	36967	1471	0	59000	1993	164246	640990			0	731475	719449	-1425	54	0	0	0	96542		
276953																																							2146	433	0	22370	0	0	185	0	1766	55129	45343	274	47092	0	321	0	0	8037	75	55129	0	0	5148	0	0	2925	0	10089	35254			0	28550	28229	-111	0	0	1475	0	8037		
277053																																							14535	5204	0	41354	0	4116	3654	460	2382	228488	200551	667	201218	0	551	0	0	27270	300	228488	0	0	1367	0	0	26100	0	72188	128364			0	157334	156783	-497	0	0	0	0	27270		
277240																																							40172	2192	0	7957	301	94	3668	0	3673	338163	270293	1147	294042	0	7823	15800	0	44121	1691	338163	0	0	26158	0	0	16276	0	38474	231819			0	287671	279848	-4	258	0	0	6802	44121		
277277																																							5555	2822	8	2984	0	244	4371	60	6189	172440	129493	241	155900	0	1090	26166	0	16540	4273	172440	0	0	12313	0	0	0	0	8761	120732			0	151297	150207	-46	0	0	0	0	16540		
