"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	951	65	10	0	881	5	0			0	0	
242	167	0	0	0	168	1	0			0	0	
279	641	170	26	0	617	172	0			0	0	
354	177	0	6	0	173	2	0			0	0	
457	412	83	18	0	451	140	0			0	0	
505	4360	60	231	0	4294	225	0			0	0	
1155	2514	1	9	0	2616	112	0			0	0	
1351	1411	57	71	0	1892	609	0	0	0	0	0	
1454	2864	120	11	0	2773	40	0			0	0	
1557	22	25	0	0	408	3	-408	0	0	0	0	
1669	2916	127	33	0	2881	125	0			0	0	
1829	3626	213	79	0	3386	52	0			0	0	
1856	1078	30	193	0	860	5	0			0	0	
2040	4151	96	10	0	4066	21	0			0	0	
2161	588	0	5	0	603	20	0			0	0	
2376	31151	620	36	0	31909	1414	0			0	0	
2554	142	8	4	0	130	0	0			0	0	
2732	5553	500	100	0	6730	1777	0			0	0	
2750	826	0	7	0	819	0	0			0	0	
3177	3718	394	12	0	3532	220	0			0	0	
3252	1966	550	217	0	1974	775	0			0	0	
3458	374	15	0	0	364	5	0			0	0	
3720	1593	33	16	0	1545	1	0			0	0	
3971	13870	2050	756	0	13832	2768	0			0	0	
4156	1727	15	37	0	1722	47	0			0	0	
4231	750	495	29	0	801	575	0			0	0	
4437	2632	250	64	0	2971	653	0			0	0	
4839	5622	900	5	0	4877	160	0			0	0	
5005	353	60	0	0	294	1	0			0	0	
5069	15000	0	0	0	15000	0	0			0	0	
5135	3904	280	24	0	3774	174	0			0	0	
5210	17239	1150	225	0	16825	961	0			0	0	
5461	6268	530	39	0	6209	510	0			0	0	
5751	870	173	21	0	676	0	0			0	0	
6039	1570	678	3	0	1297	408	0			0	0	
6141	468	30	12	0	449	23	0			0	0	
6329	7806	2359	222	0	8412	3187	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	1026	120	19	0	999	112	0			0	0	
7072	1455	325	87	0	1556	513	0			0	0	
7157	343	0	16	0	333	6	0			0	0	
7456	500	80	8	0	412	0	0	0	0	0	0	
7634	1167	75	60	0	1134	102	0			0	0	
8033	1020	438	29	0	1022	469	0			0	0	
8462	516	0	8	0	521	13	0			0	0	
8631	449	0	6	0	455	12	0			0	0	
9357	3707	0	10	0	3698	1	0			0	0	
9553	847	0	10	0	840	3	0			0	0	
9807	60213	0	715	0	60617	1119	0			0	0	
9955	1512	75	4	0	1435	2	0			0	0	
10250	8341	85	409	0	8755	908	0			0	0	
10849	2078	0	115	0	2256	293	0			0	0	
10858	2499	-120	200	0	2558	139	0			0	0	
11145	1765	605	39	0	1913	792	0			0	0	
11275	18581	3175	1594	0	17957	4145	0			0	0	
11640	3062	55	37	0	3044	74	0			0	0	
11837	1177	-100	2	0	1276	1	0			0	0	
12030	9808	650	2174	0	9494	2510	0			0	0	
12142	1531	15	54	0	1646	184	0			0	0	
12179	326	35	33	0	311	53	0			0	0	
12245	1548	115	0	0	1435	2	0			0	0	
12311	730981	51795	60730	264	766098	147378	0			0	2328	
12647	964	-40	0	0	1024	20	0			0	0	
12656	259	15	5	0	245	6	0			0	0	
12937	1837	245	3	0	1783	194	0			0	0	
12946	12913	1227	211	0	12611	1136	0			0	0	
12955	1191	0	3	0	1188	0	0			0	0	
13103	10589	241	44	0	10474	170	0			0	0	
13251	532	30	15	0	509	22	0			0	0	
13457	179	0	11	0	168	0	0			0	0	
14052	715	82	2	0	648	17	0	0	0	0	0	
14155	1788	150	34	0	1687	83	0			0	0	
14650	316	15	5	0	345	49	0			0	0	
14753	420	10	0	0	410	0	0			0	0	
14865	2959	490	4	0	2467	2	0			0	0	
14977	325	0	1	0	324	0	0			0	0	
16458	2471	0	7	0	2496	32	0			0	0	
16551	2379	75	4	0	2506	206	0			0	0	
16748	478	40	7	0	513	82	0			0	0	
16944	182	8	2	0	219	47	0			0	0	
16953	73	0	4	0	102	33	0			0	0	
17110	279	0	0	0	279	0	0			0	0	
17147	68202	4099	6272	0	69366	11535	0			0	436	
17259	263	5	31	0	241	14	0			0	0	
17464	22694	1000	2031	0	27261	7598	0			0	0	
17950	3001	150	3	0	2928	80	0			0	0	
17978	2810	-4	18	0	2930	134	0			0	0	
18050	3768	210	37	0	3619	98	0			0	0	
18135	1404	195	48	0	1388	227	0			0	0	
18377	296	0	0	0	296	0	0			0	0	
18827	4522	95	16	0	4497	86	0			0	0	
18836	2630	353	32	0	2409	164	0			0	0	
18854	3314	575	2	0	2799	62	0			0	0	
19356	876	0	5	0	874	3	0			0	0	
19730	57615	7751	1824	0	59206	11166	0			0	0	
19936	3172	270	31	0	3050	179	0			0	0	
19972	420	72	0	0	420	72	0	0	0	0	0	
20053	886	0	54	0	842	10	0			0	0	
20512	568	25	9	0	561	27	0			0	0	
20633	2897	270	46	0	2735	154	0			0	0	
20857	427	20	0	0	426	19	0			0	0	
21256	147	0	4	0	143	0	0			0	0	
21359	196	0	0	0	201	5	0			0	0	
21630	506	90	3	0	418	5	0			0	0	
21658	1745	165	16	0	1601	37	0			0	0	
22048	2561	145	17	0	2907	508	0			0	0	
22543	761	139	46	0	785	209	0			0	0	
22552	1043	45	10	0	990	2	0			0	0	
22730	670	55	26	0	648	59	0			0	0	
22936	3913	160	133	0	4825	1205	0			0	0	
23045	186	0	0	0	186	0	0			0	0	
23456	857	40	11	0	809	3	0			0	0	
23504	15130	1150	74	0	14439	533	0			0	0	
23643	1841	0	119	0	2018	296	0			0	0	
23755	1738	260	69	0	1411	2	0			0	0	
24006	3985	59	44	0	5239	1357	0			0	0	
24378	264	40	4	0	224	4	0	0	0	0	0	
24453	1474	230	1	0	1990	747	0			0	26	
24659	448	0	49	0	404	5	0			0	0	
24668	1934	352	25	0	1672	115	0			0	0	
24855	25	0	0	0	26	1	0			0	0	
24949	13345	4830	980	0	13766	6231	0			0	0	
25357	1437	21	3	0	1434	21	0			0	0	
25647	1829	63	2	0	1862	98	0			0	0	
26176	10579	0	528	1512	11869	306	0			0	0	
26242	2658	0	98	0	2751	183	-8			0	0	
26457	179	10	0	0	177	8	0			0	0	
26765	3864	-71	174	0	3863	102	0			0	0	
26859	6300	0	103	0	6314	117	0			0	0	
27070	800	150	0	0	800	150	0			0	0	
27548	6722	3060	142	0	6520	3000	0			0	0	
27614	1651	91	74	0	1603	117	0			0	0	
27847	6429	0	199	0	7018	788	0			0	0	
28013	26820	694	629	0	26423	926	0			0	236	
28152	1141	0	3	0	757	5	386			0	0	
28255	1805	182	17	0	1743	137	0			0	0	
28349	3619	1500	39	0	3587	1507	0			0	0	
28406	7622	1956	236	0	5550	120	0			0	0	
28572	1210	180	39	0	1098	107	0	0	0	0	0	
28675	743	28	0	0	715	0	0			0	0	
28732	1084	30	3	0	1070	19	0			0	0	
29104	10202	0	31	0	10237	66	0			0	0	
29476	473	42	3	0	454	26	0			0	0	
29636	6803	749	127	0	6954	1027	0			0	0	
29878	21203	3248	0	0	18164	209	0			0	0	
29953	1068	0	5	0	1064	1	0			0	0	
30052	239	7	7	0	242	17	0			0	0	
30418	59	29	0	0	71	41	0			0	0	
30502	10749	1600	127	0	10012	990	0			0	0	
30650	1631	98	15	0	2244	726	0			0	0	
30810	1540375	384229	270813	0	1787611	902278	0	0	186796	0	0	
30874	10498	-143	38	0	11170	567	0			0	0	
31134	791	158	36	0	740	143	0			0	0	
31255	4775	450	74	0	4255	4	0			0	0	
31657	560	0	12	0	556	8	0			0	0	
31826	2849	75	20	0	3222	468	0			0	0	
31835	1574	120	39	0	1543	128	0			0	0	
32234	253	-40	0	0	293	0	0			0	0	
32766	245	18	1	0	226	0	0			0	0	
32971	2146	331	19	0	1952	156	0			0	0	
33147	6070	1035	61	0	5203	229	0			0	0	
33259	8429	410	75	0	8280	336	0			0	0	
33268	621	208	1	0	628	216	0			0	0	
33370	164	0	0	0	189	25	0			0	0	
33754	201	-41	9	0	252	19	0			0	0	
33839	92	0	0	0	92	0	0			0	0	
33857	1802	240	24	0	1642	104	0			0	0	
34153	12801	-2818	1119	0	15949	1449	0			0	0	
34359	324	20	7	0	300	3	0	0	0	0	0	
34425	2983	262	64	0	3094	437	0			0	0	
34434	1970	150	5	0	1879	64	0			0	0	
34452	572	54	0	0	567	49	0			0	0	
34537	20078	1518	970	0	22104	4514	0			0	0	
34555	1508	90	16	0	1445	43	0			0	0	
