"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RIADG377	
1669																																																																0	1358		5602			14343	0		2043	162362	0	0	0	77337	2320	52380	16627	737	2915	365	1760	25368	45642	5613	11762	7532	22288	20241	17458				0	0			0	0	5897	63	25895	7477			0			0	0														0	0	0	0	0		0	43							0	8902	0	0	0	0	0			0	0		0	0	11082	0		
1856																																																															1933	366	2262		665			2643	0		205	37351	1	17	0	11994	1	11522	6344	1778	0	3236	5786	722	472	12549	2622	6508	745	671	0				0	0			0	0	0	12130	0	1243			0			0	0														11320	0	0	0	0		0	1							0	134	0	0	0	0	0			0	0		0	0	3758	0		
2040																																																															0	2815	11339		5238			31158	1674		585	130274	0	0	0	17327	624	3080	17850	775	1935	5216	4240	4302	539	18899	13208	28183	32164	17398	1515				0	6			0	0	142	2132	30596	25810			0			0	0														122423	0	0	0	757		0	20							0	161	0	0	0	314	0			443	443		0	0	647	0		
2161																																																															0	8222	1054		4201			11476	0		0	120654	0	0	0	54782	464	41271	31464	2844	7835	13818	21268	8628	287	9741	11044	14995	20798	5161	682				281	9			0	0	874	14221	13070	6523			0			214	186	0	0	0	0	0	0	0	0	0	0	0	0		0				460		0	27							0	2009	0	0	0	0	0			157	0	150	0	7	3441	89		
2376																																																															0	0	1911374	0	0	19111	0	19111	3926		0	3519918	0	0	11697	259702	3827	23227	149371	3238	21118	3150	9487	43028	173170	70672	152814	348085	342300	2171340	171630	0	0	0	0	0	0		0	0	0	9166	60358	1252441	0	0	0			0	1715	0	0	0	0	0	0	0	0	0	0	0	0		2802014				236	0	0	0							0	0	0	0	0	0	236	0	0	0	0	0	0	0	13	0		
2732																																																																0	171729		0			36296	6775		0	431202	243	0	8420	19926	272	4636	57947	1357	1204	8764	8377	0	0	91045	24267	129231	149700	13047	1239				0	0					9262	25635	47014	113878			0			0	0													0	0	0	0	0	23		0	261							0	34	0	0	0	23	0			0	0	0	0	0	363	0	0	
2750																																																															293	6332	506		18314			2173	0		856	39535	0	0	0	2353	55	0	21163	24	1430	366	534	0	0	14917	5010	9819	6672	67	0				0	49			0	0	100	1701	840	3328			0			0	0													0	20221	0	0	0	0		0	2067							0	364	0	0	0	0	0			0	0	0	0	0	204	0	0	
3252																																																															0	29285	0		55751			11533	0		2152	111711	0	208	0	227	0	220	0	37	158	7	25	0	0	29079	62843	5275	9840	881	0				0	0			0	0	0	706	0	5793			0			0	0														42781	0	0	0	0		0	426							0	1392	0	0	0	0	0			0	0	0	0	0	4238	0		
3458																																																																9114	9		8525			10962	0		0	41716	0	0	0	6684	29	0	7046	176	1262	2417	2670	99	41	2803	2805	10093	17790	1238	0				0	0			0	0	744	304	2022	418			0			0	0														0	0	0	0	107		0	0							0	1778	0	0	0	0	0			0	0	0	0	0	1127	107		
3720																																																																11002	1977		7678			14549	2377		4394	152464	0	0	370	32956	758	346	32245	1440	2642	12706	14028	1952	137	19918	15061	31633	47692	5015	68				0	252			0	0	4148	7448	30340	26701			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		71254				567		0	163							0	3134	0	0	0	0	567			0	0	0	0	0	4587	0		
3971																																																																23102	100144		10454			65293	23039		0	661873	0	29461	3736	110802	4035	47609	95807	5251	8493	16593	14687	36499	26494	168830	14086	107039	180341	73997	790				0	477			10590	7928	6294	46251	35796	190324			0			5026	1616														281219	0	0	0	7255		0	6							0	277	0	93	0	0	0			2136	2102	34	0	0	16118	0		
4156																																																																22252	16166		10808			22023	3811		0	158594	0	437	0	46751	903	19837	32153	1631	696	1834	7452	22909	12231	17858	18904	12452	21019	33422	7892				0	0			0	0	1543	2791	2496	26813			0			0	0														28278	0	0	0	0		0	0							0	873	0	0	0	0	0			0	0	0	0	0	927	0		
4231																																																															0	4064	1009		191			1886	0		802	42430	0	0	0	13846	121	0	10890	1010	2178	5066	4247	1242	0	1910	5792	14381	5328	1122	0				0	0			0	0	159	515	6511	9712			0			68	24														0	0	0	0	501		0	51							0	855	0	0	0	0	433			0	0		0	0	2708	0		
5069																																																																4450	1750		0			5828	1961		0	302702	4462	0	0	24485	15110	13725	214526	16536	7048	87	0	0	0	110471	95357	19287	42401	0	0				0	0			0	0	44670	34945	105845	68120			0			0	0														69583	0	0	0	0		0	0							0	0	0	0	0	0	0			0	0	0	0	0	0	0		
5135																																																															0	81854	5557		107876			33061	0		2511	385757	0	0	0	74399	956	10806	245731	15619	18714	30653	7351	1453	151	87881	123517	75168	11127	3776	2694				619	0			0	0	2345	9526	39463	15445			0			132	0														43730	0	0	0	3019		0	54							0	4722	0	0	0	0	0			2833	1560	1259	10	4	7369	54		
5210																																																															0	65374	38436	0	5694	71111	0	71111	110585		82397	1282273	0	0	0	383335	35773	138285	81133	33071	29609	31871	41133	105497	141504	205452	58013	204739	241261	164077	23482	0	0	0	0	5423	0		6293	4225	7330	16938	199282	249640	0	0	0			0	795	0	0	0	0	0	0	0	0	0	0	0	0		700262				3833	2177	0	2177							0	906	0	0	0	0	3833	0	0	0	0	0	0	0	7872	0		
5461																																																																31826	50112		14938			36053	5310		0	449049	511	0	13056	43151	860	547	44298	0	924	4605	2993	14010	19023	19736	40297	73693	130374	140771	185				0	118			0	0	1270	9885	49413	191453			0			0	0													0	288851	0	0	0	0		0	6377							0	34	0	0	0	0	0			0	0	0	0	0	8760	0	0	
5751																																																																24825	7355		25176			33428	2682		1052	153433	0	1116	0	27041	253	7923	32296	2307	5667	606	2239	6757	9322	41093	33213	15069	15363	10830	8821				0	29			0	0	1097	1245	15504	8832			0			0	46														27129	0	0	0	0		0	142							0	2474	0	0	0	0	0			0	0	0	0	0	1182	0		
6039																																																															0	39020	2606		3652			15541	1328		254	210235	0	0	0	28475	829	6831	47657	1539	2299	4838	7803	5986	5847	17576	26243	30173	21180	48502	36574				540	337			0	0	5233	18132	46481	40204			0			433	0	0	0	0	0	0	0	0	0	0	0	0	0		0				433		0	1734							0	1106	0	0	0	0	0			0	0	0	0	0	4763	0		
6329																																																																5321	12748	0	1274	53141	0	53141	2786		1492	702404	0	0	0	130591	4127	2747	138499	7966	15711	35547	65578	1425	519	40219	80776	152863	219209	74313	509	0	0	0	0	1302	0		0	0	40548	67187	104350	36610	0	0	0			0	397	0	0	0	0	0	0	0	0	0	0	0	0	1468	41234				23	532	49	532							0	183589	0	0	0	0	0	0	0	23	0	0	23	0	56757	0	0	
7009																																																															0	0	0		0			81458	0		0	256956	0	0	0	0	0	0	251031	0	0	0	0	0	0	251031	0	5925	0	0	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	239							0	0	0	0	0	0	0			0	0	0	0	0	175259	0		
7045																																																															0	6640	0		7783			4809	674		355	83149	0	0	0	38291	142	36860	5380	869	3105	4745	4732	2344	22107	2258	4869	14361	14827	3221	4839				488	15			0	0	1242	0	5019	6386			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		33339				0		0	0							0	6740	0	0	0	0	0			0	0	0	0	0	4565	0		
7072																																																																1256	13763		154			15270	4945		0	267937	0	0	0	160196	4995	105927	14956	11813	23111	3910	8928	45340	65884	19009	6075	10084	17235	23340	30756				0	3384			2558	1720	2510	11213	25761	23151			0			846	573														122761	0	0	0	6042		0	0							0	74	0	0	0	2071	3125			0	0	0	0	0	1265	0		
7456																																																															0	14288	0		31527			11666	0		14	73255	0	0	0	6003	460	0	35856	234	194	2018	3557	0	0	32607	3112	12517	16303	1167	1546				0	11			0	0	604	187	2958	3919			0			0	0														0	0	0	0	0		0	7							0	874	0	0	0	0	0			0	0	0	0	0	737	0		
7634																																																																1633	0		5955			7366	0		0	52215	0	0	0	14396	277	425	15618	940	989	2820	5764	3787	0	5709	8317	10618	9591	2438	946				0	0			0	0	942	0	0	14215			0			0	0														1543	0	0	0	0		0	293							0	130	0	0	0	0	0			0	0		0	0	7008	0		
8033																																																																6837	5271		5604			16793	0		0	259471	0	0	0	112585	5091	39107	128029	22491	17747	26484	45146	590	0	59738	28053	16332	34959	5583	0				0	0			0	0	33245	31565	29695	7489			0			1293	0													0	18136	0	0	0	3886		0	461							0	1399	0	0	0	2593	0			0	0		0	0	3436	0	0	
8462																																																															0	9186	0		11299			14215	0		0	56519	0	0	0	9796	55	2427	11631	1523	375	158	444	2223	5073	15320	12310	7661	8151	1818	262				0	0			0	0	0	0	2034	1539			0			0	0														0	0	0	0	0		0	0							0	6055	0	0	0	0	0			0	0	0	0	0	2340	0		
8631																																																																227	0		770			4320	0		164	35609	0	0	0	15911	200	261	3016	261	1	312	1025	5651	8627	1594	1222	2421	3051	6847	3758				0	0			0	0	0	858	1255	7202			0			79	0														0	0	0	0	79		0	46							0	3136	0	0	0	0	0			0	0		0	0	1520	0		
9357																																																																661	20523		0			157258	1254		0	455967	0	4177	0	60	31	0	266297	0	0	0	0	0	60	142184	175218	49611	66946	21849	0				0	3219			0	0	7781	0	37695	33842			0			0	0													0	249359	0	0	0	0		188705	80							0	88	0	0	0	0	0			0	0	0	0	0	593	0	0	
9553																																																															0	33604	2484		49776			8382	0		0	107379	0	0	0	6209	423	398	53057	133	627	989	3326	903	231	54697	5723	8098	15867	11209	5576				0	0			0	0	1253	0	2858	0			0			0	0														43540	0	0	0	0		0	972							0	807	0	0	0	0	0			0	0	0	0	0	611	0		
9807																																																																0	411778	0	0	40097	0	40097	47739		0	1670736	1858	0	0	316405	19495	76712	347891	20502	17697	26711	29446	98892	119981	160944	317677	394428	269564	195801	689	0	0	0	0	31	0		0	0	64990	259284	98846	412834	0	0	0			5598	2309	0	0	0	0	0	0	0	0	0	0	0	0	0	457899				84521	760	0	760							0	0	4393	18756	16292	12146	27196	140	0	0	0	0	0	0	335	140	0	
9955																																																																20067	42		9116			13923	1591		0	86325	0	1925	0	3110	0	438	41415	255	752	1428	78	349	248	20119	21296	28696	7074	4409	0				0	0			0	0	0	0	4449	30908			0			0	0														41762	0	0	0	0		0	53							0	578	0	0	0	0	0			0	0	0	0	0	563	0		
10250																																																																936	14902		0			75030	13486		0	286956	0	0	0	39799	3768	20598	43936	1466	3153	13072	14601	7507	0	38683	11990	57101	91417	46784	1180				187	501			0	0	7797	23510	56503	40229			0			0	0														134620	0	0	0	38		0	18							0	6657	0	0	0	0	0			0	0	0	0	0	3633	38		
10849																																																															0	16750	12250		4392			4869	75		3000	128080	56	0	0	31104	213	23354	21355	668	5566	18028	6392	450	0	9189	14869	27968	40381	4624	0				0	0			0	0	3141	5475	28046	17574			0			0	0														0	0	0	0	0		0	0							0	361	0	0	0	0	0			0	0		0	0	886	0		
11145																																																																2403	198		64			14931	4795		1537	219820	0	0	0	58626	238	13426	26432	3441	8869	7434	13713	23790	644	5440	13506	35207	53440	50658	1677				0	17			0	0	3011	7580	48464	22928			0			819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000				1838		0	0							0	3386	0	0	0	941	0			0	0		0	0	51642	78	0	
11640																																																															0	28594	6030		43753			21490	467		0	215788	0	0	0	26422	918	20195	84433	4333	2152	1500	2266	7385	8186	48096	41012	32220	19136	22074	25848				0	0			0	0	6882	37074	23250	10033			0			28	0														74566	0	0	0	783		0	184							0	3279	0	0	0	755	0			0	0	0	0	0	7412	0		
11837																																																																1429	3408		130			12720	1017		2362	48958	60	0	0	11723	297	0	14347	16	1994	4508	4310	392	503	16972	6692	6025	4768	2838	0				80	0			0	0	1408	2830	3877	6934			0			0	0														330	0	0	0	12		0	174							0	188	0	0	0	0	0			12	0		0	12	441	0		
12030																																																															0	52275	1558		3773			29883	0		0	285465	0	0	0	64453	213	9105	58136	10933	3537	18186	12195	19535	32	81674	39684	53064	22729	15747	7826				214	187			0	0	2745	5333	81066	21574			0			0	0														0	0	0	0	0		0	627							0	11122	0	0	0	0	0			0	0	0	0	0	10442	0		
12142																																																																3411	9509		3386			21008	1225		0	129015	0	339	0	37073	1883	1410	41895	1370	5108	10698	18265	1632	0	8314	27103	24875	25145	4298	1250				0	0			0	0	3612	13286	6447	17711			0			178	0													0	0	0	0	0	630		0	0							0	3539	0	0	0	0	433			19	0		0	0	6586	0	0	
12179																																																																73	565		0			2300	1005		0	30770	4	0	0	17784	144	0	746	0	0	74	973	4240	12337	1464	335	2380	4777	3526	507				0	0			0	0	83	0	4697	3390			0			0	0														17491	0	0	0	320		0	0							0	257	0	0	320	0	0			0	0		0	0	476	0		
12311		87644	984140	1362753	68464	22508187	51426	7910795	0	397509	75753770	0	550017	12938762	263619	12429512	35435333	2116903	4229614	9321835	9761268	1600182	0	0	23099	0	607227	826336	364048	0	11036	20239	10381	246961	1011089	4043354	3716798	0	2327466	0	0	0	0	0	0	0	0	0	0	0	0	37925824	707670	0	12238447	165912	0	47528	0	0	0	3775646		87644	984140	57888	68464	22508187	51426		7910795	0	397509	75753770	0	2327466		12938762	263619	8117935		259957	500263	611467	975777	8229500	2286003							0	23099	607227	826336	364048					246961	1011089	4043354	3716798			0			377112	46695																			537992	766873									12238447	0	5383	28528	52478	30729				0				3775646			
12647																																																															0	8757	7156		5246			10948	1586		3351	100378	0	0	0	27531	128	6336	25690	3408	5794	14444	2298	1345	9	14246	19088	21373	10738	7152	205				418	70			0	0	1512	3077	7912	21901			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				105		0	21							0	286	0	0	0	0	0			0	0	0	0	0	478	105		
12656																																																															0	1116	0		599			1210	0		0	10808	0	0	0	6045	0	453	1519	82	159	50	300	2937	2230	282	997	1218	943	962	361				0	0			0	0	0	0	131	126			0			292	0														0	0	0	0	292		0	0							0	1159	0	0	0	0	0			0	0	0	0	0	422	0		
