"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	997	40	17	0	1019	79	0					
242	188	0	14	0	185	11	0					
279	974	16	7	0	971	20	0					
354	136	0	17	0	124	5	0					
457	453	70	92	0	516	225	0					
505	5652	803	22	0	4839	12	0					
1155	3413	206	222	0	3153	168	0					
1351	1200	370	87	0	1200	457	0					
1454	3384	80	104	0	3364	164	0					
1669	2959	274	26	0	2900	241	0					
1856	575	0	4	0	580	9	0					
2040	2831	0	121	0	2762	52	0					
2161	1465	534	34	0	949	52	0			0	0	
2376	28639	-2000	331	0	30402	94	0			0	0	
2554	156	26	0	0	155	25	0					
2732	4933	400	159	0	4539	165	0					
2750	867	0	6	0	861	0	0					
3252	4510	1650	351	0	3691	1182	0					
3458	366	60	3	0	443	140	0					
3720	1685	124	4	0	1640	83	0				0	
3971	211	202	2	0	10362	0	-10355					
4156	1850	150	53	0	2008	361	0					
4231	676	381	49	0	613	367	0					
5069	8275	-2640	0	0	12665	1750	0					
5135	4943	955	73	0	4410	495	0					
5210	13964	1620	178	0	13976	1810	0			0	0	
5461	6141	0	112	0	6133	104	0					
5751	2079	0	120	0	2084	125	0					
6039	2949	200	93	0	2770	114	0			0	0	
6329	11712	8850	1142	0	9650	7930	0				0	
7009	0	0	0	0	0	0	0					
7045	1256	280	45	0	1033	102	0			0	0	
7072	1962	473	81	0	2001	593	0					
7456	816	25	1	0	849	59	0					
7634	1075	120	43	0	991	79	0					
8033	1417	350	5	0	1249	187	0					
8462	1097	20	14	0	1071	8	0					
8631	428	0	2	0	427	1	0					
9357	4065	850	4	0	3313	102	0				0	
9553	1209	200	3	0	1006	0	0					
9807	32206	0	3227	0	30011	1032	0				0	
9955	1811	260	4	0	1556	9	0					
10250	3533	0	709	0	2985	161	0					
10849	1347	264	0	0	1083	0	0					
11145	2452	385	73	0	2242	248	0				0	
11640	3608	47	341	0	3704	484	0					
11837	833	0	11	0	828	6	0					
12030	8140	2000	5005	0	8132	6997	0					
12142	1686	120	72	0	1595	101	0					
12179	121	-54	3	0	181	9	0					
12311	771875	229759	116389	0	686938	261211	0	0	4882		0	
12647	1074	0	40	0	1050	16	0			0	0	
12656	220	0	2	0	231	13	0					
12937	2138	0	11	0	2127	0	0					
12946	18458	3600	651	0	17863	3656	0				0	
13103	15677	924	152	0	15111	510	0				0	
13251	462	60	44	0	459	101	0					
13457	93	67	0	0	214	187	-1					
14155	2855	420	82	0	2472	119	0					
14650	568	177	11	0	620	240	0					
14753	502	0	0	0	502	0	0					
14865	3556	1300	130	0	3318	1192	0					
14977	576	90	11	0	560	85	0			0	0	
16551	3008	0	90	0	3179	261	0					
16748	719	0	0	0	719	0	0					
17110	279	0	0	0	279	0	0			0	0	
17147	80552	7227	6276	0	75032	7983	0			0	0	
17259	155	8	3	0	176	32	0					
17950	4249	440	39	0	3931	161	0					
17978	1445	6	14	0	1445	20	0					
18050	4912	360	56	0	4679	183	0					
18135	1206	-32	92	0	1170	24	0					
18827	7404	1802	251	0	5825	474	0			0	0	
18836	1297	140	48	0	1236	127	0					
18854	7831	200	76	0	7654	99	0				0	
19356	998	15	41	0	874	72	140					
19936	3477	200	44	0	3395	162	0					
19972	400	8	0	0	400	8	0					
20053	1220	120	27	0	1150	77	0					
20633	3036	448	43	0	3095	550	0					
20857	829	91	0	0	741	3	0					
21256	78	0	0	0	78	0	0					
21359	344	420	2	0	343	421	0					
21658	1833	180	19	0	1812	178	0				0	
22048	1475	197	37	0	1721	480	0					
22543	1111	50	37	0	643	72	453				0	
22552	1413	32	127	0	1255	1	0					
22730	899	380	204	0	1219	904	0					
22936	1152	75	75	0	1203	201	0					
23456	1550	255	7	0	1069	249	468					
23504	31418	1800	752	0	31707	2841	0			0	0	
23643	1122	36	160	0	1283	357	0					
23755	1711	15	257	0	1476	37	0					
24006	4943	144	714	0	4471	386	0				73	
24378	187	0	10	0	196	19	0					
24453	3193	2025	212	0	2914	1958	0					
24659	426	0	20	0	535	129	0					
24668	13026	6832	312	0	10128	4246	0				0	
24949	4628	-600	512	0	4807	91	0					
25357	3084	1194	46	0	2975	1131	0					
25647	1639	175	3	0	1461	0	0				0	
26176	2929	-1254	114	0	4069	0	0					
26242	3113	300	181	0	2917	276	-9					
26457	210	5	3	0	202	0	0					
26765	9619	13055	258	0	5534	11063	1835				0	
27070	1000	-20	112	0	1000	92	0					
27548	7339	1180	1068	0	5502	411	0				0	
27614	1342	0	22	0	1412	92	0					
27847	4849	641	259	0	4520	571	0					
28013	27497	2615	113	0	26160	1391	0				1011	
28152	1373	86	5	0	1294	12	0				0	
28255	3470	560	44	0	3111	245	0					
28406	19335	-1118	39	0	20877	463	0				0	
28675	629	0	0	0	665	36	0				0	
28732	940	0	82	0	872	14	0					
29476	856	167	6	0	711	28	0					
29636	3372	334	407	0	3019	388	0				0	
29878	13376	-878	178	0	14411	335	0				0	
30052	312	5	0	0	312	5	0					
30502	7134	390	213	0	7231	700	0			0	0	
30650	1373	0	7	0	1368	2	0					
30810	3038993	3034558	570869	0	2613189	3176623	-3000	0	215294		25448	
31134	1050	173	39	0	1000	162	0				0	
31255	5700	4200	139	0	4901	3540	0			0	0	
31657	919	53	37	0	874	45	0					
31826	3023	50	77	0	3174	278	0				0	
31835	1808	485	82	0	1431	190	0					
32234	31	17	7	0	21	14	0					
32766	196	108	3	0	218	133	0					
32971	1807	105	74	0	1997	369	0					
33147	3811	125	49	0	3884	247	0				0	
33259	6976	0	38	0	7013	75	0					
33268	1183	0	3	0	1238	58	0				0	
33370	116	0	0	0	116	0	0					
33839	103	0	1	0	102	0	0					
33857	7704	2656	189	0	6447	1588	0				0	
34425	7902	1351	473	0	7770	1692	0			0	0	
34434	2111	510	23	0	2125	547	0					
34452	567	127	38	0	648	246	0					
34537	32423	11730	1789	0	27122	8218	0				0	
34555	2634	120	119	0	2497	102	0			0	0	
34742	3566	436	12	0	3300	182	0					
35057	1466	0	17	0	1479	30	0			0	0	
35301	67265	14429	0	0	54146	1310	0			0	0	
35570	235818	12000	16939	0	230969	24090	0			0	0	
35646	209	15	1	0	228	35	0					
35879	918	0	10	0	939	31	0					
36456	1409	320	148	0	1114	173	0					
36933	1196	240	56	0	969	69	0					
37051	729	0	2	0	707	1	21					
37341	591	90	21	0	539	59	0					
37435	11766	341	861	0	11778	1214	0				0	
37640	15823	2070	605	0	15694	2546	0			0	8	
37659	451	75	10	0	453	87	0			0	0	
37949	2053	240	54	0	1955	196	0					
38740	1829	90	13	0	1766	40	0					
39327	619	45	28	0	793	247	0					
39756	6220	1375	113	0	5135	403	0				0	
40033	444	0	2	0	447	5	0					
40499	20655	3828	319	0	18489	1981	0				0	
40855	1004	96	5	0	917	14	0					
41245	472	0	37	0	484	49	0					
41553	729	100	6	0	667	44	0					
41629	2148	354	241	0	2005	452	0					
41825	3593	582	52	0	3051	92	0				0	
41937	237	0	0	0	238	1	0					
41955	277	0	0	0	277	0	0					
42037	439	4	0	0	440	5	0					
42354	1207	87	12	0	1154	46	0					
42372	2031	-147	136	0	2152	110	0					
42420	47764	12531	2048	2197	48298	12916	0				0	
42448	17120	7465	813	0	14287	5445	0			0	260	
42457	577	68	0	0	509	0	0					
43052	840	200	14	0	1401	775	0					
43351	3162	1539	172	0	2467	1016	0					
43856	243	0	0	0	243	0	0					
43959	750	-57	156	0	675	24	0					
44040	4607	300	74	0	4299	66	0					
44433	4918	-25	25	0	5361	443	0				0	
44741	4932	570	127	0	4600	365	0					
44750	1241	1260	9	0	1053	1081	0					
44929	1062	30	6	0	1116	90	0				0	
45038	1869	100	253	0	1748	232	0			0	0	
45047	2006	300	116	0	1895	305	0					
45056	449	40	1	0	463	55	0					
45430	519	-6	11	0	605	91	0					
45458	1212	500	1	0	804	93	0					
45551	9083	780	323	0	8542	562	0				0	
45560	11719	1350	63	0	10492	186	0				0	
45775	807	36	0	0	821	50	0					
46053	2319	124	199	0	2157	161	0					
46941	1502	99	20	0	1453	70	0					
47247	3718	19	471	0	3378	150	0				0	
47256	372	61	0	0	312	1	0					
47452	1205	318	93	0	800	6	0					
47500	3705	550	217	0	3344	406	0					
