"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							5831	915	0	0	37065	0	462	185	820	82259	63107	691	63798	0	977	0	0	0	18461	1200	82259	0	0	12663	0	0	3500	0	6857	56250			0	37958	36981	1098	0	0	0	0	18461	
242																																							826	951	0	0	9142	0	273	0	539	35003	25783	21	30101	0	168	0	4297	0	4902	120	35003	0	0	4217	0	0	120	0	6488	19295			0	21856	21688	445	1584	0	0	0	4902	
279																																							4230	2024	52	45100	9827	264	6093	47	2480	150684	113392	799	125685	0	565	0	11494	0	24999	1	150684	0	0	24526	0	0	0	0	8402	104990			0	78047	77482	472	3085	0	0	0	24999	
354																																							249	102	0	0	5181	0	31	0	136	9880	8789	5	8794	0	167	0	0	0	1087	25	9881	0	0	511	0	0	500	0	2484	6305			0	3955	3788	51	393	0	0	0	1087	
457																																							1203	1410	0	170	462	0	142	81	1281	40992	34532	396	37428	0	447	0	2500	0	3564	60	40992	0	0	763	0	0	2740	0	6175	28357			0	35945	35498	1	745	0	0	0	3564	
505																																							58243	1402	194	0	83529	0	10656	98	13715	419378	338523	3567	387590	52	4316	1595	45500	0	31736	6480	419378	0	0	15787	0	0	10653	575	52329	286194			0	253687	249371	-1184	0	0	0	0	31788	
1155																																							29511	5254	0	101	27896	0	4068	4531	6649	206384	177270	1749	186881	0	2584	0	0	0	19503	1600	206384	0	0	12287	0	0	4900	454	20829	156441			0	130504	127920	716	0	0	0	7862	19503	
1351																																							0	3335	0	81153	5605	0	1015	186	1631	161854	141439	624	142063	0	1479	0	0	0	19791	240	161854	0	0	18913	0	0	530	0	13570	127869			0	70408	68929	108	0	0	0	0	19791	
1454																																							65091	16875	0	0	280194	0	4618	0	10717	612259	546564	1405	547969	0	2739	0	0	0	64290	1000	612259	0	0	55873	0	0	1214	2427	161877	384687			0	235076	232337	6203	0	0	0	0	64290	
