"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONJA22	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	Equity securities with readily deter	
37	0	0					74	0	48308					0			0	34911	0	0	0										
242	0	296					173	0	11998					4500			0	6637	6	0	0										
279	0	0					2058	43718	15860					17119			7999	931	1	0	0										
354	0	0					0	746	143					0			0	0	0	0	0										
457	0	0					338	48	249					6000			47	246	3	0	0										
505	0	1986					3442	0	72407					30300			0	23925	0	0	0										
1155	0	987					280	21	25218					0			0	10457	0	0	3021										
1351	0	0					183	44955	5110					0			23943	0	0	0	0										
1454	0	33644					1258	0	397634					0			0	99165	69	0	0										
1669	0	11722					177	39359	73640					0			31351	0		0	0										
1856	0	0					1448	3000	29098					30000			0	0	0	0	0										
2040	0	0					1086	0	43838					22500			0	28288	16	0	3										
2161	0	0					361	0	14868					0			0	10819	0	0	0										
2376	0	0					25835	302851	46687					551817			0	0	0	0	0										
2554	0	0					17	250	2372					0			250	1466		0	0									0	
2732	0	0					174	0	77047					0			0	31120		0	0										
2750	0	0					267	0	8587					3305			0	2862	3804	0	0										
3252	0	0					724	0	85620					7400			0	11769	0	0	0										
3458	0	0					204	4244	4817					0			4244	0	0	0	1000										
3720	0	2217					268	72	73568					0			72	2305		0	6013										
3971	0	0					5098	0	62324					81821			0	0	977	0	0										
4156	0	249					384	0	42218					1500			0	20035	0	0	295										
4231	0	0					0	0	43591					0			0	15197	0	0	0										
4839	0	0					1550	0	73253					34754			0	32243	0	0	7123										
5069	0	0					0	0	28202					0			0	12246	726	0	0										
5135	0	29909					1845	0	52477					34001			0	4599	0	0	0										
5210	0	0					4516	41378	155620					85716			0	12507		0	33435									1019	
5461	0	995					2712	0	168068					0			0	68186	0	0	0										
5751	0	0					350	0	39901					0			0	31711	0	0	0										
6039	0	0					304	0	22572					0			0	586	0	0	0										
6329	0	0					634	0	29770					0			0	5890		0	0										
7009	0	121748					0	0	314810					0			0	55578	31223	0	0										
7045	0	0					751	0	111964					0			0	47902	0	0	0										
7072	0	0					2820	0	21943					19558			0	3368		0	0									0	
7456	0	0					405	0	13012					0			0	12809	0	0	0										
7634	0	0					98	1	12682					0			0	5126	0	0	0										
8033	0	0					1714	0	4748					20136			0	2753		0	0										
8462	0	0					21	0	91125					0			0	14732	0	0	0										
8631	0	0					336	0	14191					0			0	309	0	0	0										
9357	0	0					723	0	90851					3500			0	0	962	0	0										
9553	0	0					1815	30656	22228					39672			30656	1740		0	0									0	
9807	0	69091					5608	0	258024					0			0	169486		0	24556									1232	
9955	0	0					977	0	53977					17420			0	41419	0	0	0										
10250	0	835					999	0	100231					0			0	31863	0	0	0										
10849	5479	0					551	34893	75974					0			0	9071	0	0	0										
11145	0	0					864	0	21111					20302			0	14625		0	0									0	
11640	0	0					4678	0	93250					0			0	52910	0	0	0										
11837	0	4996					112	0	50940					2290			0	4484	0	0	0										
12030	0	15285					6552	2398	23854					0			1937	0	0	0	0										
12142	0	0					1175	317	79472					0			309	32450		0	0									0	
12179	0	574					729	19	728					0			0	0	99	0	0										
12311	0	4974					581126	8788761	14600326					6836466			5256	3833962		0	169374									10944	
12647	0	0					147	32913	0					0			29988	0	0	0	0										
12656	153	0					29	846	0					0			342	0	0	0	0										
12937	0	0					246	0	0					0			0	0		0	0									0	
12946	0	0					3879	0	226276					1480			0	123393		0	0									3181	
13103	0	0					6862	0	328692					106638			0	10637	157156	0	0										
13251	0	349					405	0	2162					0			0	1551	0	0	0										
13457	0	0					0	0	6795					0			0	5402	1	0	0										
14052	0	0					68	0	7401					0			0	3171	0	0	0										
14155	0	0					727	0	12565					5000			0	9831	39	0	0										
14650	0	0					47	3668	14					0			2169	0	0	0	0										
14753	0	0					9	7949	4685					0			6266	4351	0	0	0										
14865	0	0					688	2851	27583					0			2851	1159	0	0	0										
14977	0	0					21	0	1637					0			0	633	0	0	0										
16551	0	0					1516	23975	31480					5000			23975	27297	0	0	0										
16748	0	0					209	14542	8785					0			14542	0	0	0	0										
17110	5086	0					219	5086	26853					0			0	0	26853	0	0										
17147	0	0					24592	540021	1001077					449419			228621	510234	0	0	138910										
17259	0	0					461	1615	11605					0			1615	10535	0	0	0										
17950	0	1245					1281	0	213685					0			0	53105	0	0	0										
17978	117522	0					3355	155981	0					2708			5844	0	0	0	0										
18050	0	0					507	19930	176221					14			17432	64168	0	0	0										
18135	0	0					376	26468	117413					4000			2178	25446	0	0	16212										
18827	0	0					7511	0	126084					70950			0	44704	10704	0	0										
18836	0	0					343	0	10300					1858			0	5853	0	0	0										
18854	0	0					1051	0	0					0			0	0	0	0	0										
19356	0	0					391	55	20315					505			55	8595		0	0									0	
19936	0	0					611	21289	38194					7835			4024	1933	0	0	0										
19972	0	0					32	24649	0					0			24458	0	0	0	0										
20053	0	0					126	0	11130					0			0	5162	0	0	0										
20633	0	0					1051	0	63330					9500			0	23698	761	0	0										
20857	0	3957					812	0	62924					15277			0	53629	0	0	0										
21256	0	0					56	0	2535					0			0	0	0	0	0										
21359	0	246					320	235	8174					58			0	3352	0	0	0										
21658	0	2973					181	0	29350					722			0	9905	0	0	0										
22048	0	0					1063	0	38874					10460			0	17883	0	0	0										
22543	0	0					365	0	4864					8100			0	1029	580	0	0										
22552	0	0					862	535	1521					4000			535	1241	0	0	0										
22730	0	0					358	0	85537					428			0	23970	0	0	6268										
22936	0	0					256	0	40730					0			0	0	0	0	0										
23456	0	492					632	324	57976					242			324	31159	0	0	0										
23504	0	0					36195	176089	726056					520092			58511	84846	0	0	872										
23643	0	0					1081	0	72648					22555			0	39478	0	0	0										
23755	0	0					470	0	56569					0			0	20692	0	0	0										
24006	0	5904					4144	373827	107289					82435			11465	0		0	0										
24378	0	0					433	780	11167					250			780	1950	0	0	0										
24453	0	0					1277	0	9309					0			0	0	0	0	0										
24659	4558	0					5	6949	0					0			1891	0	0	0	0										
24668	0	0					11222	0	526822					90000			0	474440	0	0	1019										
24949	0	0					1313	0	58150					0			0	3845		0	0									0	
25357	0	0					3195	30761	18275					0			0	115	0	0	0										
25647	0	986					126	0	4715					2000			0	0	0	0	0										
26176	0	0					2916	0	16694					65000			0	0	0	0	0										
26242	0	0					2852	0	72523					10000			0	32358	0	0	2004										
26457	0	5211					0	0	5211					0			0	0	0	0	0										
26765	0	0					2820	1383	52919					15000			1281	1728	0	0	0										
27070	0	0					1767	0	171007					0			0	69073		0	0									0	
27548	0	0					520	0	169610					0			0	51122		0	0									2204	
27614	0	0					1730	0	168667					28100			0	57712	0	0	0										
27847	0	0					2107	470	141976					20043			0	57523	0	0	0										
28013	0	0					25459	9873	592573					480293			0	0		0	0									172	
28152	0	2862					560	0	21142					670			0	9442		0	0									0	
28255	0	3494					1239	0	54699					0			0	20189	0	0	0										
28406	0	0					10759	304035	0					170000			0	0		0	0									13553	
28675	0	0					450	0	63569					10000			0	4967	14	0	0										
28732	0	0					227	0	16282					0			0	7587	0	0	0										
29476	0	0					588	1802	2044					4851			1802	2044	0	0	0										
29636	0	0					2248	0	469895					22			0	104664		0	98844										
29878	0	0					1954	0	24901					0			0	0	0	0	0										
30052	0	0					114	0	0					158			0	0	0	0	0										
30502	0	0					3327	0	244836					61585			0	56590		0	42217									19840	
30650	0	0					383	0	16194					0			0	7407	0	0	0										
30810	0	672337					1000	202803	1339455					22517872			0	0		0	0									58277	
31134	0	0					358	0	16725					0			0	13608	0	0	0										
31255	0	0					2792	0	98018					0			0	34686	0	0	0										
31657	0	0					305	66993	0					0			0	0	0	0	0										
31826	0	0					1242	0	52646					0			0	36520	0	0	0										
31835	0	1997					1745	2210	28464					0			2210	13081	878	0	0										
32234	0	0					1648	0	134130					0			0	92297	0	0	0										
32766	0	0					24	9249	7					0			9249	0	0	0	0										
32971	0	0					1362	2	40471					10012			0	35565	0	0	0										
33147	0	0					2701	0	13508					10585			0	2370		0	0										
33259	0	63846					874	0	91743					0			0	6073	0	0	0										
33268	0	0					0	0	68148					0			0	42618	0	0	0										
33370	0	0					463	4867	0					2057			0	0	0	0	0										
33839	0	0					29	0	6295					0			0	4042	0	0	0										
33857	0	0					1938	0	81078					39953			0	33025	0	0	0										
34425	0	0					5773	0	75154					60000			0	20418	0	0	6550										
34434	0	0					998	10350	25033					0			8850	7941	0	0	0										
34452	0	0					230	0	48953					0			0	32455	0	0	0										
34537	0	100					35031	400647	982958					208000			0	44905		0	225599									6241	
34555	0	977					4011	0	94644					3550			0	57910	0	0	0										
34742	0	0					1714	0	17578					3500			0	3622	0	0	0										
35057	0	1457					1177	0	8399					2600			0	3107	0	0	0										
35301	15537403	10952	958467	216936	361850	130232	402416	38417564	25094564	0	166969255	13254438	130593394	2811709	66924	77357	0	7307283		5136163	2020078	14147094	2307712	3731657	7983093	3614169	4677789	0	2383210	3792	
35570	0	0					264919	1710531	1940587					5166754			14856	0		0	130300									4730	
35646	0	0					29	19770	4585					0			18510	4585	0	0	0										
35879	0	0					1649	0	44576					36139			0	14403	0	0	0										
36456	0	0					288	0	24354					0			0	10719	0	0	0										
36933	0	0					131	0	15507					0			0	5922		0	0									0	
37051	0	988					64	0	3007					0			0	461	0	0	0										
37341	0	0					63	0	4234					1000			0	1631	9	0	0										
37435	0	0					1197	7199	426609					0			4000	43238		0	0									2904	
37640	0	0					13048	0	733605					210382			0	272753	0	0	31796										
37659	0	0					0	2448	531					0			2448	0	0	0	0										
37949	0	0					0	0	106016					0			0	54414	0	0	6338										
38740	0	0					853	0	21849					16761			0	5957		0	0									0	
39327	7011	15932					0	52984	35354					0			17542	5535	0	0	0										
39756	0	6426					736	0	79346					15112			0	28177	0	0	31602										
40033	0	736					231	63	20130					0			0	8504		0	0										
40499	0	0					14935	46095	182173					226364			24319	0	0	0	0										
40855	0	0					664	0	16377					9194			0	13845	0	0	0										
41245	0	1569					45	395	12897					0			395	9842	0	0	851										
41553	0	0					343	18435	41548					0			18434	0	0	0	0										
41629	0	3506					607	0	10639					5800			0	2318	0	0	0										
41825	0	1480					325	0	45441					0			0	11757	0	0	0										
41937	0	0					64	0	22368					0			0	10951	0	0	265										
41955	0	0					198	0	7891					3032			0	969		0	0										
42037	0	0					0	0	12032					0			0	5752	0	0	0										
42354	0	2249					94	0	78927					0			0	15086		0	0									0	
42372	0	0					628	0	23181					7000			0	10932	0	0	0										
42420	0	0					26070	410430	811033					460509			40509	27161		0	137016									0	
42448	0	0					8953	0	121118					111500			0	97287	2283	0	0										
42457	0	0					680	6784	8196					0			6691	0	1901	0	0										
43052	0	0					279	0	21769					1500			0	11221	0	0	0										
43351	0	0					428	0	13039					8400			0	5694	185	0	0										
43856	0	1000					729	3572	21926					0			3572	10168	0	0	0										
43959	0	0					66	0	128867					0			0	39292	0	0	0										
44040	0	0					1018	0	106875					0			0	38397	0	0	0										
44433	0	0					2302	0	62062					21000			0	4013	0	0	140										
44741	0	0					1643	0	93188					0			0	46614	109	0	19716										
44750	0	0					987	0	22110					0			0	9348	0	0	0										
44929	0	18392					1237	0	33897					0			0	7634		0	0										
45038	0	0					103	775	41688					0			775	20086	0	0	19876										
45047	0	0					542	0	8064					0			0	0	0	0	0										
45056	0	0					201	7716	7500					0			7713	133	0	0	0										
45430	0	0					664	12608	22757					461			12608	0	0	0	0										
45458	0	0					821	0	26364					7798			0	6039	1572	0	0										
45551	0	3942					2380	0	60803					10000			0	19812		0	0										
45560	0	0					11444	166011	307112					150031			18528	50159	3823	0	0										
45775	0	0					599	5654	9276					12000			593	2197	0	0	0										
46053	0	0					2455	0	42126					0			0	13685	0	0	0										
46941	0	2500					527	2110	19946					2595			2110	1339	0	0	0										
47247	0	0					2970	40	50496					63100			40	27435		0	0										
47256	0	0					40	0	0					0			0	0	0	0	0										
47452	496	9018					36	496	10001					3693			0	391	0	0	0										
47500	0	0					2827	0	67014					43500			0	38156	20652	0	0										
48057	0	13660					178	0	39242					0			0	13266	0	0	0										
48150	0	295					248	0	3694					0			0	1067	8	0	0										
48374	0	0					9792	0	20513					113000			0	889	174	0	1027										
48440	0	0					157	977	30509					1900			977	13238		0	0										
49054	0	0					1733	0	14309					12662			0	1733	0	0	0										
49148	0	0					205	0	45956					0			0	12600	0	0	0										
49241	0	0					6199	62783	26657					20494			21849	9878	0	0	0										
49652	0	0					642	0	35702					9592			0	25443	0	0	0										
49858	0	0					503	0	11175					0			0	4498		0	0									0	
49951	0	0					298	0	2486					0			0	0	0	0	0										
50144	0	0					346	48878	0					0			13203	0	0	0	0										
50461	0	0					0	0	0					0			0	0		0	0									0	
50872	0	0					2898	0	5812					16891			0	2464	0	0	0										
51253	0	0					1326	0	5505					13551			0	5386	0	0	0										
51356	0	0					0	0	8418					0			0	0	0	0	0										
51459	0	11807					1929	0	122515					0			0	30853	0	0	0										
51842	0	0					175	0	18911					0			0	18649	12	0	0										
52719	0	0					6402	0	0					0			0	0	0	0	0										
52951	0	0					583	0	25875					899			0	12637	0	0	0										
53051	0	0					5	27958	0					0			1288	0	0	0	0										
53752	0	0					47	1658	32138					0			453	6313	0	0	0										
54049	0	0					239	0	10065					2000			0	3640	0	0	0										
54058	0	0					573	0	55931					11033			0	18247	0	0	0										
54441	0	0					108	0	12454					2400			0	5955	0	0	2340										
54656	0	4701					2658	0	713853					0			0	432423	0	0	0										
54973	0	4944					67380	43450	1418490					50000			0	15427	0	0	50430										
55336	0	15889					1906	0	48899					6000			0	13467	0	0	0										
55635	0	0					222	0	5110					3470			0	0	0	0	0										
55653	0	0					1193	0	33134					0			0	7764	0	0	2102										
55970	0	14772					536	0	46059					1600			0	0	0	0	0										
56258	0	0					262	0	57001					0			0	16926	0	0	0										
56351	0	0					6651	0	411411					529			0	171148	0	0	0										
56548	0	0					1282	0	46418					14000			0	14274	34	0	0										
56557	0	0					8779	386908	182119					95000			18109	3243		0	42268									0	
56717	0	0					2848	0	91760					52199			0	40719	0	0	30457										
57040	0	497					227	0	24823					0			0	19514		0	0									0	
57451	0	47480					381	0	260130					3000			0	67977	0	0	20152										
58207	0	0					297	0	19966					2000			0	8364		0	757									0	
58225	0	22749					625	0	60206					3000			0	18131	0	0	23										
58243	0	0					27528	302743	196094					110383			36704	16888	4976	0	31169										
58355	0	0					47	0	0					0			0	0	0	0	0										
58551	0	0					0	0	50429					0			0	28397	0	0	0										
58636	0	0					1348	80	66080					16516			0	26071	0	0	0										
58757	0	499					1298	0	11288					15588			0	1082	2	0	0										
58971	0	106119					7541	456301	883822					0			2396	5398		0	222552									0	
59316	0	0					2545	0	265862					37307			0	106891		0	25692									0	
59352	0	0					118	0	141201					0			0	75248	0	0	0										
59370	0	1976					789	2535	18654					10000			0	4257	22	0	0										
59754	0	0					271	200	3615					500			200	3615	0	0	0										
60143	0	2705728	94	0	0	0	674099	94	11971115	154417	71646025	0	64306974	4459802	0	0	0	0		0	1564	0	1527805	0	7737582	0	0	0	0	37377	
60330	0	0					1775	0	49125					18227			0	8807		0	0									0	
60545	0	0					1241	0	63800					21000			0	23267	0	0	0										
60554	0	0					179	0	8888					302			0	5809	0	0	0										
60648	0	2969					764	3346	59877					0			3346	2503		0	0									0	
61122	0	0					5352	91877	131937					94000			8510	21849	0	0	46210										
61355	0	0					1783	419	89554					0			419	42643		0	6592										
61476	0	0					2680	80	16564					39618			0	3201	0	0	0										
61757	0	0					873	1133	37855					0			640	6582	0	0	0										
61832	0	0					1234	0	110826					0			0	60778	0	0	0										
61953	0	0					244	4047	30611					0			3061	15390	0	0	0										
62044	0	0					401	0	3346					133			0	318	0	0	0										
62110	101	0					81	101	10919					0			0	0	10919	0	0										
62147	0	0					102	0	24936					0			0	14374	0	0	0										
62772	0	0					2988	0	44168					47429			0	24967	0	0	0										
63050	0	4973					25	0	70519					0			0	33698		0	0									0	
63069	0	523750	0	0	0	5420	64702	4586773	7412557	0	47890554	0	43868525	190917	902115	48152	829749	287931	9788	200000	0	660939	32510	2193970	6505006	0	0	0	0		
63201	0	0					123	54994	5386					0			16835	3919	0	0	0										
63573	0	0					4221	0	62857					25870			0	0	0	0	0										
63733	0	0					3332	0	267468					100525			0	122563	82	0	0										
63742	0	0					287	0	15197					5998			0	9137	0	0	0										
63751	0	0					27	0	1210					27			0	0	0	0	0										
64150	0	0					969	10768	44095					1646			10768	22433	3701	0	0										
64552	0	0					538	0	20686					0			0	3461	0	0	0										
64730	0	1985					176	0	77146					0			0	1732	0	0	0										
65205	0	0					2631	54967	179544					0			0	2642	27163	0	0										
65241	0	0					130	0	20621					0			0	19624	0	0	0										
65513	0	0	0	0	0	0	375	111664	6537	0	375300	0	322222	36900	0	0	0	1056	0	0	0	0	0	0	0	57530	5481	54134	0		
65559	0	64113					1	0	294392					0			0	40496		0	0										
65746	0	0					8354	0	55813					50245			0	1097		0	4309									0	
65858	0	0					7121	0	268463					150026			0	45534	0	0	0										
66154	0	0					1085	0	27931					3794			0	14317	0	0	0										
66275	0	0					293	0	29900					0			0	8771	0	0	0										
66677	0	0					1040	0	823					34860			0	0		0	0									0	
67142	0	0					544	0	52948					6000			0	48022	0	0	0										
67151	0	0					1793	8346	157893					35454			0	73567	0	0	0										
67209	0	0					8531	0	129273					170965			0	9782	32852	0	934										
67254	0	0					0	0	110					0			0	0	0	0	0										
67656	0	0					863	27175	77224					0			9757	36574	0	0	0										
67870	0	0					379	0	30646					3117			0	0	0	0	0										
68448	0	0					804	0	18920					0			0	17939	0	0	0										
68671	0	0					267	0	0					0			0	0	0	0	0										
68756	0	0					1598	5000	61751					0			0	21625	0	0	0										
68831	0	0					356	206	32719					0			0	16052	0	0	0										
68840	0	0					447	0	38431					2000			0	27138		0	1416										
68859	0	0					762	0	218078					646			0	136116	0	0	395										
69333	0	0					4149	145221	153021					0			69103	35220	0	0	23440										
69678	0	24746					1322	1300	175805					0			1300	146105		0	19517									40	
70058	0	0					916	0	52785					3710			0	18296		0	0										
70218	0	0					644	0	1986					12000			0	0	0	0	0										
70414	0	0					3519	256	145005					0			256	55464	0	0	0										
70638	0	0					1275	0	33134					5459			0	29384		0	0									0	
70955	0	0					0	0	0					0			0	0	0	0	0										
71073	0	0					1327	1004	45922					29867			0	17943	0	0	0										
71318	0	0					7363	62219	108889					68344			37887	1825	0	0	10717										
71457	0	29499					1856	390	86806					6363			390	29807	0	0	32090										
71859	0	0					61	0	2736					0			0	1374	0	0	0										
72258	0	0					0	0	290175					0			0	36635	0	0	0										
72351	0	0					38	0	30129					0			0	13436	0	0	0										
72454	0	0					307	14405	0					4000			14405	0	0	0	0										
72678	0	0					5230	3126	306950					38628			0	0	75	0	0										
73116	0	0					924	0	103816					10000			0	10691		0	0										
73152	0	0					249	0	63582					3000			0	27143	0	0	0										
73554	0	0					808	4032	10142					15249			4032	0	0	0	0										
73956	0	0					105	462	39268					0			462	8140	0	0	0										
74056	0	6907					224	0	27738					3503			0	1385	0	0	0										
74140	0	0					15909	0	547761					260000			0	211482		0	32913									3575	
74403	0	1969					5004	0	88619					86458			0	0		0	64257									0	
74449	4420	0					25	4420	0					0			0	0	0	0	0										
75053	0	0					1261	33401	164300					20000			0	53777	0	0	0										
75259	0	0					1225	0	0					24000			0	0		0	0									0	
75446	0	0					2636	1000	176653					38335			0	84649	0	0	23										
75455	0	16839					0	0	25123					5			0	503	0	0	0										
75558	0	0					1032	0	5092					0			0	182	0	0	0										
75633	0	2141705	0	0	0	0	1036507	3984642	13132567	0	111889682	0	96398477	11102300	0	995001	0	1833671		238710	294766	3381182	1725967	603460	6430649	0	0	0	5574	0	
75651	0	0					299	0	11389					0			0	4416	3799	0	0										
76153	0	0					359	1867	0					0			1021	0	0	0	0										
76443	0	0					1373	0	32462					1813			0	9906	0	0	0										
76854	0	0					524	0	27032					11500			0	26786		0	0									0	
77150	0	0					294	669	5730					5692			669	0	0	0	0										
77253	0	0					1241	3484	65135					0			1103	50750	0	0	0										
77422	0	0					816	0	23443					10000			0	0	0	0	0										
77851	0	0					9404	74428	193790					201			74428	26122	0	0	8651										
78157	1251	0					100	6517	0					0			0	0	0	0	0										
78241	0	0					48	0	15054					0			0	4643	0	0	0										
78559	0	0					253	0	11295					500			0	1591	0	0	0										
79042	0	0					183	0	104332					2764			0	13291		0	80114									0	
79127	0	1973					270	0	11288					121			0	4445	0	0	0										
79145	0	0					1067	0	17087					27946			0	9517	0	0	0										
79257	0	0					51	105	893					0			105	0	0	0	0										
79855	0	7159					203	859	23026					0			859	1093	0	0	1										
80150	0	0					448	0	123291					129			0	43217	0	0	0										
80374	0	4864					1768	0	18927					0			0	4357	3	0	0										
80431	0	0					519	0	19025					0			0	3396	0	0	0										
80552	0	0					6	0	6796					0			0	0	0	0	0										
80936	0	993					105	0	15361					0			0	11282	0	0	1255										
81175	0	0					206	711	1306					6145			600	0		0	0									0	
81429	0	0					182	1000	37429					0			0	17975	0	0	0										
82033	0	0					391	0	47293					2000			0	8055	0	0	0										
82257	0	248					101	0	3305					0			0	1317	0	0	0										
82350	0	0					195	17	14399					72			0	2578		0	0									0	
82659	0	0					318	0	8836					1233			0	279	0	0	0										
83151	0	1960					635	0	13171					6615			0	1221	0	0	0										
83236	25977	21131					0	25977	21131					0			0	0	0	0	0										
83375	0	0					3916	0	290931					42547			0	203228	1456	0	0										
83638	0	501	0	0	0	0	72486	89294	1665695	0	8411392	0	7626058	1233000	0	179959	0	157268	23239	0	0	89294	406516	0	561424	0	292873	0	43915		
83834	0	0					1037	0	48568					1716			0	28842	0	0	0										
83852	0	807					0	0	18994					0			0	6525	0	0	0										
83955	0	0					172	1280	2966					1655			980	1326	0	0	0										
84046	0	0					297	0	33922					5737			0	18924		0	0										
84541	0	0					940	62522	68233					3776			61772	0	0	0	270										
84804	0	0					107	0	27995					0			0	13174	0	0	0										
85052	0	0					819	0	111105					0			0	20022		0	279									0	
85258	0	15481					758	10326	41224					13000			10326	0	0	0	0										
85454	0	0					0	0	13063					0			0	12266	0	0	0										
85472	0	3478					51150	981857	86114					383311			149041	0		0	82463									12566	
85931	0	0					1496	17774	37325					5000			17774	10932	0	0	0										
86349	0	0					688	0	58143					77			0	0	0	0	0										
86358	0	0					0	0	19050					0			0	8050	0	0	0										
86554	0	0					219	0	25910					0			0	8773	0	0	0										
86675	0	0					875	28606	162826					0			0	0	0	0	0										
87047	0	0					487	0	53176					0			0	38700		0	0									0	
87159	0	3966					280	7781	71859					0			3782	23931	0	0	0										
87234	0	0					1584	0	128672					10500			0	38031	0	0	32438										
87476	0	0					3145	0	12724					23000			0	0	0	0	0										
87579	0	0					4663	39782	10192					91996			0	0	10192	0	0										
88231	1792	4573					2788	21202	11047					53267			18910	6474	0	0	0										
88240	0	0					97	0	30858					240			0	30581	0	0	5146										
88259	0	991					297	0	7604					2593			0	1925	0	0	0										
88352	0	0					0	0	46333					0			0	10643	0	0	0										
88455	0	0					858	8347	44730					0			7342	31164	0	0	0										
88772	0	0					3527	41644	133191					7819			41644	35851	0	0	0										
88950	0	0					522	0	5281					9138			0	1124	0	0	0										
89032	0	9997					1010	7162	46515					0			6161	0	0	0	0										
89135	0	0					83	0	13581					0			0	3159	0	0	0										
89854	0	0					773	0	3766					6041			0	0	0	0	0										
89957	0	0					180	0	4870					0			0	0		0	0									0	
90047	0	0					0	0	13038					0			0	11888	0	0	0										
90177	0	901					4149	18830	15604					88684			9988	0	58	0	0										
90328	0	0					1378	0	48943					0			0	19294	0	0	0										
90337	0	0					2742	0	17342					21100			0	6140	0	0	0										
90579	0	0					488	1092	109363					0			1092	0		0	0									0	
91615	0	0					389	0	16181					1000			0	8941		0	0									0	
91651	0	999					245	0	11030					0			0	1403	0	0	0										
91754	0	4701					2919	0	444360					0			0	269328	0	0	0										
91950	0	0					58	0	6461					140			0	1706	0	0	0										
92144	0	0					54	0	25270					0			0	8700	0	0	0										
92676	0	0					1546	282	88217					400			0	5776	37	0	34147										
92706	0	0					1848	0	46770					28000			0	21121	1298	0	0										
92902	0	0					41	8303	40					0			8303	40	0	0	0										
93244	0	0					437	35581	12462					8750			27736	0	0	0	3373										
93543	0	0					2169	0	53948					24040			0	31107	605	0	0										
93619	0	0					81	0	0					0			0	0		0	0									0	
93758	0	0					854	0	9460					0			0	7772	0	0	0										
94139	0	0					1778	63393	135071					0			63393	7986	201	0	5812										
94522	0	0					822	0	34455					0			0	29855	1186	0	0										
94755	0	11846					123	0	52392					0			0	17123	0	0	0										
94858	0	1479					309	0	33074					0			0	14864	0	0	0										
95051	0	4919					161	0	6808					0			0	130	0	0	0										
95659	0	0					332	0	9294					4400			0	6102	0	0	0										
95677	0	0					254	6	132					3000			0	0	0	0	0										
96553	600	0					123	4271	0					0			2306	0	0	0	0										
97055	0	0					2830	0	43087					60623			0	30404	0	0	0										
97279	0	0					303	0	17994					0			0	10369	0	0	0										
97457	0	0					593	0	634					6250			0	507		0	0									0	
97804	0	0					6142	0	97456					113138			0	1554		0	0									125	
97943	0	0					1083	0	72942					17000			0	57042	0	0	0										
98351	0	3906					0	1258	42353					0			1258	0	0	0	0										
98463	0	0					4119	0	265560					0			0	0		0	32941										
98717	0	0					642	0	46103					6546			0	0	0	0	0										
99143	0	0					2253	2020	47742					4168			1672	29280	0	0	0										
99255	0	0					140	0	15429					0			0	5676	0	0	0										
99376	0	0					10932	8641	160327					30000			0	0	0	0	0										
99442	0	0					1233	0	123560					26259			0	43720	0	0	0										
99536	0	100752					998	260	257010					0			260	0	0	0	3318										
99853	0	0					0	0	13772					0			0	1905		0	0									0	
100236	0	0					223	4072	18200					0			2072	0	0	0	0										
100357	0	0					6025	0	172940					0			0	48896	0	0	0										
100562	0	0					17199	496036	735895					65041			14579	119238		0	0									2890	
100777	0	0					320	83584	54339					0			3234	0	2664	0	0										
100843	0	0					6872	5437	80473					71750			5437	66104	0	0	0										
101019	0	0	0	0	51962	0	38589	248390	1027415	0	7009904	321533	5921601	800000	0	15503	139476	25092	5152	0	0	0	381644	46952	492542	0	4757	10000	102725		
101037	0	0					1340	0	254790					0			0	116961		0	4570										
101439	0	0					148	0	46179					0			0	10131	218	0	0										
101671	0	0					2086	8955	259653					20024			8955	45214		0	34360										
