"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONJA22	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	Equity securities with readily deter	
312570	0	0					407	0	3642					0			0	0	0	0	0										
312730	0	9973					3606	0	200123					83808			0	16656	1895	0	0										
313009	0	0					1707	10	14231					24400			10	1812		0	0									0	
313157	0	2202					131	0	32703					0			0	10026	507	0	0										
313223	0	0					758	2558	46197					10835			2558	33263	0	0	0										
313401	0	0					1960	1067	97486					3956			1067	29215	0	0	0										
313577	0	0					2048	305	30735					46000			0	28073	0	0	0										
314257	0	0					1212	0	38401					10000			0	2464	0	0	225										
314444	0	0					1013	0	39967					16300			0	25862		0	0										
315357	0	0					227	0	21791					2356			0	16727	0	0	0										
315656	0	0					368	0	0					6000			0	0	0	0	0										
316354	0	0					2182	0	4458					41750			0	280	481	0	0										
316840	0	29947					32092	62844	414083					440000			464	0		0	175682									2746	
316859	0	0					201	101	32405					0			101	12379	0	0	0										
316934	0	0					0	13195	0					0			0	0	0	0	0										
317258	0	0					782	0	71669					0			0	39966	0	0	1066										
317342	0	0					8876	0	598081					267016			0	43923		0	67892										
317379	0	0					328	3564	61621					0			69	8283	0	0	0										
317650	0	0					0	50	36990					0			50	2886	0	0	0										
318639	0	0					29	0	2383					0			0	843	0	0	0										
318835	0	0					1789	337	36069					10250			0	0	0	0	4715										
318947	0	0					205	84	11920					2000			0	0	0	0	375										
318974	0	9964					10753	0	183821					200000			0	0	0	0	0										
319047	0	0					960	0	24077					8000			0	10432	107	0	0										
319458	0	0					180	0	54714					0			0	14469		0	0										
319551	0	0					2583	0	53306					54809			0	16086	20070	0	0										
320034	0	0					418	0	36860					6900			0	3781	0	0	0										
320052	0	33615					1438	30612	34839					0			30612	0	0	0	0										
320070	0	0					1075	0	4402					7093			0	547	26	0	0										
320119	0	34985					15416	503495	2139529					60094			346053	117439	5255	0	419250										
321152	0	0					40	0	10911					0			0	0	0	0	0										
321255	0	0					0	2779	0					0			2779	0	0	0	0										
321273	0	0					580	1000	22791					10390			0	8574	0	0	0										
321330	489	3100					51	3317	14547					0			2461	5346	0	0	0										
321947	0	0					1104	2841	138308					5500			2841	49630	0	0	8358										
322056	0	3964					571	3180	158103					0			3180	79492	0	0	0										
322449	0	0					544	0	7282					1000			0	4479	0	0	0										
322476	0	0					12	0	1113					0			0	0	0	0	0										
322551	0	10039					51	931	10159					0			931	120	0	0	0										
322757	0	0					209	0	9803					0			0	3739	0	0	0										
322850	0	0					426	0	16103					6294			0	2512	249	0	0										
323204	0	0					5689	0	196067					18000			0	71059		0	0									171	
323651	0	0					587	0	38982					0			0	22771	0	0	0										
324153	0	0					589	0	64893					0			0	27067	0	0	0										
324229	0	0					452	0	13728					0			0	4641	0	0	0										
324256	0	0					0	16344	0					0			3525	0	0	0	0										
324274	0	0					1541	169666	67152					0			0	0	1414	0	24000										
324340	0	1929					3567	0	164015					10259			0	104299		0	2461									0	
324649	0	0					27179	42690	186450					394532			42690	88468	0	0	19575										
324854	0	3996					1230	0	93842					0			0	85674	0	0	0										
324863	0	0					1404	72937	75520					0			72937	72847	0	0	0										
324975	0	0					171	1865	35622					1000			1865	13464	0	0	0										
325141	0	0					756	0	56414					0			0	16163	378	0	0										
325459	0	0					235	0	8449					3500			0	3819	78	0	0										
325534	0	0					328	0	95676					1461			0	37681		0	0									0	
326054	0	0					327	0	67222					3000			0	16559	41	0	21270										
326344	0	0					690	12238	64389					15000			12238	25355		0	3172										
326858	0	107					4321	6177	234549					42727			6177	67597	0	0	6647										
326979	0	0					3722	0	140354					16879			0	0	0	0	0										
327220	0	0					553	0	15054					1345			0	6767	0	0	0										
327305	0	1961					4286	8	82311					83224			0	9739	469	0	110										
327435	0	0					1506	0	164369					0			0	4244	0	0	0										
327556	0	981					555	0	20253					8036			0	10042	0	0	0										
327855	0	0					2940	0	50144					0			0	49145	0	0	0										
328058	0	0					253	0	12588					0			0	2057	0	0	0										
328357	0	0					848	0	22273					525			0	237	0	0	0										
328656	0	0					1192	0	7797					16521			0	5569	0	0	0										
328777	0	0					15063	64118	418160					322500			40499	49744	2249	0	5000										
329149	0	0					839	0	16644					17000			0	1913	0	0	3775										
329345	0	0					2284	0	61490					39302			0	31326	0	0	0										
329550	0	0					2424	0	38205					1777			0	2802		0	0										
329952	0	4937					3905	0	214287					0			0	115313	0	0	0										
330239	0	0					556	0	139245					0			0	24777	0	0	0										
330248	0	0					273	0	42246					0			0	6900	0	0	0										
330855	0	2478					6392	0	279530					60000			0	175478		0	46764									0	
330873	0	0					1291	0	43027					16309			0	5977	0	0	0										
330949	0	0					724	19292	14129					11003			19292	0		0	0									0	
331076	0	0					512	0	56008					12750			0	9867	0	0	0										
331375	0	0					1759	0	21805					15000			0	4027	237	0	0										
331544	0	10884					28	375	45842					0			375	7820	0	0	0										
331553	0	0					112	0	29814					714			0	9426	0	0	0										
331713	0	0					3270	0	81397					70000			0	80988		0	0									0	
332055	0	0					258	13192	0					1000			1285	0	0	0	0										
332224	0	0					254	0	54969					746			0	1747	0	0	0										
332345	0	0					0	0	818					0			0	818	0	0	0										
332402	0	0					2746	0	59621					55297			0	3537	523	0	0										
332671	0	0					972	201	12434					0			0	5045	1382	0	0										
332756	0	0					257	0	11462					4500			0	2020	1198	0	0										
333034	0	1990					198	875	24144					0			875	100	191	0	0										
333203	0	0					2435	0	69015					31144			0	24322		0	122									446	
333650	0	0					434	400	27617					120			400	26455	0	0	0										
333856	0	0					150	288	54593					1117			288	24443	0	0	0										
333940	0	193					42	17989	10710					0			17989	0	0	0	0										
334264	0	0					1053	0	79295					0			0	40953		0	2975										
334648	0	0					860	0	77374					6178			0	17572	0	0	0										
334657	0	0					241	0	0					43			0	0	0	0	0										
335346	0	34					665	0	85544					0			0	23492	0	0	0										
335355	0	0					962	0	40900					12000			0	28251	0	0	0										
336147	0	0					706	2492	16231					8885			1492	6837	0	0	0										
336361	1247	0					199	24746	8183					0			13270	1281	0	0	0										
336576	0	0					1301	0	20094					28900			0	20094	0	0	0										
336950	0	0					0	900	0					0			0	0	0	0	0										
337247	0	1817					74	0	20504					0			0	14919		0	0									0	
337340	0	12783					265	0	20334					0			0	5557	0	0	0										
338178	0	0					3126	0	24173					41019			0	2264	2319	0	0										
338646	0	3422					236	0	23650					2000			0	6684	40	0	0										
338851	0	0					85	0	14475					0			0	1582	0	0	0										
338945	0	457					51	606	9812					0			606	0	2	0	0										
339054	0	0					676	314	19646					2000			314	824	0	0	0										
339072	0	0					5322	0	198027					40000			0	0	6054	0	0										
339353	0	0					111	0	6881					550			0	4905	0	0	0										
339456	0	498					1096	0	60326					0			0	42556	0	0	0										
339607	0	0					11288	0	113863					221302			0	14778	13145	0	0										
339773	0	51129					30297	0	211122					377659			0	34173	0	0	0										
339858	0	491					338839	411318	8249432					5794551			396088	20414		0	415763									14331	
339876	0	0					20	0	4203					0			0	0	11	0	0										
340135	0	0					7900	7620	165383					83160			873	81202	0	0	26263										
340144	0	0					1718	64536	99418					48831			62532	6133	0	0	8512										
340256	0	0					524	1636	57047					0			0	9168	0	0	0										
340443	0	0					320	0	47493					6000			0	34153	0	0	0										
340742	0	0					2901	0	113226					63500			0	14284		0	15727									2370	
340751	0	0					1094	0	153995					5000			0	68178	0	0	1139										
341310	0	0					476	101	80885					0			0	6471	0	0	0										
342054	0	0					511	0	124609					0			0	530	0	0	9787										
342362	0	5699					3146	0	530784					0			0	320428	0	0	0										
342410	0	0					12122	0	454672					164725			0	182793		0	12731									0	
342634	0	0					51246	1023975	2097497					443618			46011	75013	0	0	96665										
343051	0	0					49	1554	51606					0			1552	0	0	0	0										
343248	0	0					45	3234	4634					358			3234	0		0	0									0	
343257	0	2951					40	0	18765					0			0	14042	0	0	0										
343378	0	0					10	523	2					0			0	0	2	0	0										
343770	0	0					66	2437	4817					0			1971	0	16	0	0										
343903	0	297					3638	22053	22090					50000			6960	5301	5082	0	0										
343958	0	0					764	0	1293					4622			0	303	0	0	0										
344647	0	0					1952	1044	345414					0			1044	35283	0	0	82690										
344816	0	0					2418	0	112396					0			0	891	0	0	13054										
344852	0	0					40	0	45091					0			0	16126		0	0									0	
345309	0	0					3952	68318	126614					25000			0	10782	46201	0	0										
345345	0	0					1311	0	5992					20000			0	5002	0	0	0										
345747	0	0					1491	29874	37038					18000			22718	2083	0	0	0										
345756	0	0					3833	0	67825					29363			0	21726	0	0	0										
345877	0	0					1461	686	446					22589			686	0	0	0	0										
346379	0	0					2314	0	14299					21345			0	5744	561	0	0										
346566	0	0					145	0	8555					0			0	204	0	0	0										
346771	0	0					278	14	126					0			0	0	0	0	0										
347022	0	0					324	0	46901					0			0	0	0	0	4426										
347639	0	0					255	1000	32637					8400			0	9559	0	0	0										
347956	0	0					953	0	36665					951			0	8160	28505	0	0										
348159	0	0					381	0	20588					0			0	8143	2	0	0										
348207	0	0					32509	155559	12025					666195			0	0		0	3738									0	
348551	0	0					858	0	101957					18100			0	2895	0	0	2649										
348720	0	2983					589	0	17074					0			0	1190	0	0	0										
349129	0	982					218	195	66032					0			195	13332		0	0									0	
349343	0	3442					129	0	15561					0			0	5427	0	0	0										
349370	0	0					2407	3740	18714					46607			0	158	0	0	0										
350572	0	0					179	0	60979					0			0	6783	40	0	0										
350657	0	0					18	6369	2834					0			0	0	0	0	0										
350750	0	0					1021	0	11					3000			0	0	0	0	0										
351131	0	0					0	0	23856					0			0	6433	0	0	0										
351560	392	0					556	392	0					0			0	0	0	0	0										
351878	0	4818					626	0	18177					7500			0	5976	0	0	0										
352035	0	0					193	0	31856					3000			0	8691		0	1602									1802	
352370	200	0					1774	346	328					0			146	0	327	0	0										
352651	0	0					73	0	4382					0			0	558	106	0	0										
352745	0	0					251	3371	45818					0			3371	14729	0	0	0										
352772	0	0					18464	249563	1362386					192000			182187	51062		0	101844									5698	
352820	0	1978					137	0	48915					2000			0	15106	0	0	2358										
353238	0	0					659	1381	44705					0			1170	12584	0	0	0										
353546	0	0					308	0	36646					0			0	12466	0	0	0										
353555	0	109369					4384	504	300189					16238			415	9880	3401	0	34665										
353724	0	0					235	0	32489					0			0	0	0	0	0										
353957	0	0					197	0	24377					2500			0	7980	0	0	0										
354057	0	0					111	0	106106					0			0	23617	0	0	0										
354253	0	0					391	0	8648					0			0	3644	0	0	0										
354310	0	0					32801	84393	365613					273306			0	72808	0	0	48812										
354552	0	0					721	0	277401					0			0	69554	0	0	4734										
354851	0	0					143	0	2839					2500			0	2837	0	0	0										
355120	0	4959					424	2361	35445					0			2361	6227		29000	0										
355559	0	14241					1116	0	103148					636			0	57781	0	0	0										
355737	0	0					0	0	689					0			0	689	0	0	0										
355858	7036	8742					1941	26521	106776					0			3855	43262	0	0	5887										
356239	0	0					273	484	43821					0			484	19153	0	0	1738										
356659	0	4730					453	214	9322					10133			214	0	0	0	0										
356752	0	0					193	381	19654					0			381	416	0	0	0										
357049	0	0					304	0	5417					0			0	0	0	0	0										
357151	0	0					107	0	0					0			0	0	0	0	0										
357526	0	0					1693	18994	7463					0			7996	1089	157	0	0										
357553	0	1988					304	0	47297					2094			0	28373	0	0	1915										
357777	0	0					1040	46141	0					5000			0	0	0	0	0										
357937	0	0					935	12849	19327					6075			6852	0	0	0	0										
358112	0	1000					495	0	27056					56			0	13102	0	0	5574										
358448	0	749					323	1592	32629					0			1592	16968	0	0	0										
358756	0	0					258	8	12815					5742			8	11715	0	0	0										
359324	0	0					530	0	6143					9500			0	4301	0	0	0										
359472	0	0					175	14	3512					3000			0	0	2282	0	0										
359650	0	2440					28	7	3852					0			0	863	0	0	0										
359744	0	0					46	0	8720					0			0	1543	0	0	0										
359838	0	0					620	0	48215					3332			0	17102	0	0	7490										
360777	0	0					30	0	0					0			0	0	0	0	0										
361055	0	0					6529	71843	178366					122250			0	3671		0	82239									0	
361167	0	0					47107	164847	2062539					772165			3207	781358		0	7825									5825	
361279	0	0					636	0	13283					8500			0	12929	0	0	1146										
361354	0	57					157	0	28744					0			0	5917	18	0	0										
361439	0	0					1055	0	32311					258			0	25419	0	0	0										
361653	0	495					1015	0	46064					0			0	14225	0	0	0										
362043	0	0					163	0	13918					2640			0	3809	0	0	0										
362155	0	0					97	11067	16931					0			0	0	0	0	0										
362717	0	0					5874	0	165292					298			0	93907		0	19614									0	
362856	0	0					694	0	95836					500			0	73682		0	0									0	
362940	0	494					0	0	18728					0			0	11263	0	0	0										
363442	0	497					2	0	2876					0			0	208	191	0	0										
363648	0	2152					333	0	107507					820			0	43918	0	0	0										
363657	0	0					2668	0	218357					0			0	125476	495	0	26780										
363778	600	0					501	5144	0					6156			0	0	0	0	0										
364131	0	0					126	0	31771					0			0	13946	0	0	0										
364270	0	0	0	0	0	0	174	1106	0	0	139685	24789	98483	0	0	0	1001	0	0	0	0	105	0	0	0	0	0	0	0		
364430	0	0					799	250	19408					7000			250	7455	0	0	0										
364449	0	0					4148	36907	433780					0			36407	48123		0	0									2057	
364850	0	0					508	0	2783					5068			0	1626	0	0	0										
365325	5160	69924					152074	19409	2073501					1060948			5798	289140		0	250771									4668	
365576	0	0					3947	0	73408					62886			0	11706	0	0	0										
365745	0	0					961	1228	72665					3672			0	18484	0	0	1289										
365848	0	0					149	353	47579					0			353	17188	1	0	0										
365950	0	0					202	0	6866					3161			0	508	0	0	0										
366078	0	0					3393	35388	26685					32500			31667	11200		0	0										
366238	0	3990					789	0	122258					0			0	43878	6493	0	3663										
366247	0	0					183	2913	20339					0			2913	0	0	0	0										
366359	0	0					26	125	17441					0			125	1248	0	0	0										
366658	0	0					676	3863	24450					0			3863	0	0	0	0										
366854	0	0					120	0	371					0			0	169	0	0	0										
367150	0	0					397	0	23331					6671			0	7075	0	0	0										
367178	0	0					737	8444	0					0			725	0	0	0	0										
367431	0	0					288	0	33659					0			0	4737		0	0										
367543	0	0					704	0	88937					5000			0	39702	556	0	0										
367954	0	0					0	7698	32102					0			4534	1252	0	0	0										
368054	0	0					751	954	69662					1818			954	25276	0	0	0										
368344	0	0					692	0	52550					0			0	0	0	0	4877										
368522	0	0					1043	0	49721					18500			0	32469		0	0									0	
368933	0	0					90	0	8215					0			0	802	0	0	0										
368951	0	4923					289	0	46681					1731			0	4243	0	0	4052										
369453	0	0					1057	2681	34526					5000			2681	11274	0	0	0										
369659	0	0					1508	0	62633					0			0	34878	0	0	5137										
370020	0	0					212	0	34713					2288			0	23546	14	0	1319										
370271	0	438608					126096	20657446	24834537					500000			0	19095		0	1500000									6842	
370347	0	0					455	0	17336					10250			0	11310		0	0									0	
370721	0	0					1789	0	26103					14083			0	13930	0	0	0										
370833	0	0					193	0	1781					3500			0	0	0	0	0										
370954	0	0					90	2	14218					0			0	965	0	0	0										
371223	0	0					441	0	29016					439			0	943		0	0									0	
371232	0	0					381	0	29529					0			0	12367	0	0	3076										
371362	0	0					2100	2	121687					0			0	43324	0	0	0										
371559	0	5872					226	0	51468					3500			0	31542	0	0	0										
371755	0	1003					400	0	53345					5000			0	21418	0	0	0										
371849	0	0					2	2275	15076					0			1265	3518	0	0	0										
371924	0	0					6509	0	119601					96740			0	38673		0	19525									495	
371942	0	0					378	0	18672					0			0	10635		0	0									0	
372444	0	0					91	0	21121					850			0	1648	0	0	0										
372538	0	34989					1040	0	142653					403			0	44730	0	0	0										
372640	0	0					291	0	36353					0			0	11312	0	0	0										
372855	0	0					91	0	29887					0			0	2725	0	0	0										
373058	0	0					268	0	11482					3000			0	4206	0	0	0										
373115	0	3982					7034	0	305928					96712			0	81437	265	0	12233										
373272	0	0					244	0	2666					4800			0	0	0	0	0										
373553	0	0					138	255	316					0			0	0	0	0	0										
373601	0	0					0	1349540	12028					0			67577	0	12028	0	0										
374130	0	0					158	0	18301					0			0	5829	0	0	0										
374354	0	8884					171	0	17793					0			0	4389		0	0									0	
374653	0	0					4055	0	226305					0			0	32164	427	0	0										
374774	0	0					151	0	24258					0			0	16481	0	0	0										
375034	10043	0					3017	445414	438038					0			19914	49802	0	0	0										
375043	0	0					3510	0	61690					42000			0	17678	0	0	0										
375379	0	0					90	591	9643					0			0	1405	0	0	0										
375502	0	0					2381	0	57790					45211			0	20303		0	0									0	
375566	0	0					3974	0	19367					53000			0	16687	0	0	0										
375650	0	2941					57	6849	10174					0			6099	6017		0	0									0	
376237	0	0					56	0	16113					0			0	7171	0	0	0										
376273	0	0					4571	125480	3932					0			6841	75	3829	0	0										
376442	0	994					1408	909	35009					6000			909	20197		0	0									0	
376947	0	0					179	0	14962					0			0	7969	0	0	0										
377663	0	0					405	0	27155					2532			0	8836	0	0	0										
377850	0	0					100	87	1336					0			0	0	0	0	0										
377908	0	1981					20050	1817633	370976					317054			0	81108		0	141560									1625	
378044	0	0					0	910	2543					0			440	300	0	0	0										
378110	0	0					292	0	10620					3000			0	5808	0	0	0										
378558	0	0					131	0	4519					0			0	3096	0	0	0										
379050	0	0					166	0	2375					3030			0	698	0	0	0										
379153	0	5433					162	2637	6898					0			2637	0	0	0	0										
379171	0	0					3249	2122	7255					34200			0	3020	0	0	3774										
379470	0	0					1040	0	24901					3793			0	14541		0	0									0	
379649	0	0					165	28988	30630					0			28988	0	0	0	0										
379920	500	0					295346	3224000	2927463					1855053			939175	21023		0	280492									177	
380346	0	0					162	0	3823					0			0	3442	0	0	0										
380458	0	0					3968	0	248100					908			0	31254	0	0	0										
380533	0	15840					241	7647	15840					364			7647	0	0	0	1111										
380654	1500	2973					221	13325	23528					0			8930	4318	27	0	0										
380841	0	3190					41	0	17559					0			0	2157	0	0	0										
380878	0	0					1013	0	30830					0			0	390	0	0	0										
380944	0	0					76	0	3975					493			0	0		0	0									0	
381026	0	0					164	11466	1801					1500			11466	0	0	0	0										
381343	0	0					3839	0	196696					68500			0	40470		0	19614									0	
381839	0	0					462	0	23896					9927			0	5204		0	0									0	
381932	0	0					424	0	23812					5000			0	12682	0	0	0										
381950	0	17809					346	0	147973					0			0	70072	1058	0	0										
382050	0	3965					901	0	73706					0			0	29452	1114	0	0										
382069	0	0					4522	0	236431					53600			0	0		0	9911									2913	
382256	0	2870					111	2320	10737					0			2320	465	0	0	0										
382274	0	0					0	93	0					725			0	0	0	0	0										
382443	0	0					646	0	46091					11990			0	21833	0	0	0										
382537	0	0					130	0	21394					0			0	6753	0	0	471										
382649	0	0					1675	17842	131650					37225			17842	34779	0	0	20259										
382658	0	0					244	7156	0					0			4701	0	0	0	0										
382742	0	0					837	1456	10700					8000			1456	0	0	0	0										
382854	0	492					269	0	20875					2500			0	9115	0	0	0										
384018	0	0					1524	65900	150510					0			11733	2816	1915	0	0										
384278	0	45761					1239	88	456474					0			0	212245	0	0	0										
384353	0	0					72	502	0					0			302	0	0	0	0										
384652	0	1962					10122	85574	111702					178000			0	2913	0	0	28566										
384830	0	0					46	0	14154					0			0	2362	656	0	0										
385350	0	0					178	4865	0					1100			3756	0	0	0	0										
385471	0	3909					2430	49443	21141					33600			49443	0	0	0	0										
385547	0	0					360	12640	15946					0			12640	13431	0	0	0										
385686	0	0					201	30931	21113					0			0	0	0	0	0										
386432	0	0					0	2838	43180					0			2338	23426	0	0	0										
386450	0	0					1418	105064	0					0			53441	0	0	0	5925										
386731	0	0					205	154	145023					0			0	39300	75	0	0										
386825	0	11532					294	898	51437					0			898	9518	0	0	0										
386852	0	3476					1331	4906	49223					0			4906	12777		0	202									0	
387055	0	0					161	0	20906					1745			0	8619	0	0	0										
387671	0	0					1314	0	59230					0			0	18153	63	0	0										
388155	0	0					467	0	22557					0			0	15256	0	0	0										
388258	0	0					45	0	9281					0			0	7708	0	0	0										
388557	0	0					210	0	1196					2000			0	1057	0	0	0										
388744	0	0					518	0	16165					0			0	9511	0	0	0										
388753	0	0					50	0	1609					103			0	1359		0	0									0	
388874	0	0					133	788	0					2250			0	0		0	0									0	
388940	0	0					255	0	23374					750			0	13761	0	0	2678										
389059	0	0					339	0	14740					0			0	3679	2	0	0										
389358	12956	0					0	28803	0					0			4566	0	0	0	0										
389376	0	0					141	0	9767					3097			0	919	153	0	0										
389826	0	0					2	0	6739					0			0	4769	0	0	0										
390336	0	0					2002	0	161271					21000			0	60331	500	0	0										
390372	0	0					393	0	71899					0			0	4455		0	0									40	
390840	0	1975					431	0	19332					0			0	13118	0	0	0										
391418	0	0					913	0	87440					0			0	6888		0	0										
391557	0	0					69	3993	0					0			3980	0	0	0	0										
391575	0	0					5099	170193	257327					0			0	50307	0	0	0										
391959	0	0					445	0	2993					4300			0	1504		0	0									0	
391977	0	0					2469	27761	188620					38345			0	23967	3864	0	0										
392152	0	0					162	172	0					1495			0	0	0	0	0										
392255	0	0					411	690	14992					0			690	1635	0	0	0										
392778	0	480					1093	4106	195516					13000			4031	11268	1979	0	0										
393252	0	2983					21	0	25478					0			0	8812		0	0									0	
393355	0	0					278	2332	16390					2000			2332	1532	1	0	0										
393850	0	0					405	0	14562					0			0	2417	40	0	0										
393953	0	0					269	0	162609					0			0	58541	0	0	0										
394156	0	0					1072	0	11817					90			0	5975	0	0	0										
394259	0	0					1708	0	176745					6098			0	59720	0	0	5456										
395238	0	120931					165838	0	3990978					1301519			0	115		24196	163736									3131	
395274	0	0					1286	2950	18903					23226			996	4411		0	0									0	
396057	0	0					39	0	5933					1231			0	3399	16	0	2953										
396244	0	0					623	0	65348					8553			0	47568		0	15024									0	
396253	0	0					1310	0	95733					2000			0	4529		0	0									0	
396356	0	594					79	0	12176					1158			0	5615	0	0	0										
396954	0	0					499	0	122948					0			0	21722		0	0									0	
397456	0	0					483	0	47345					0			0	17230	0	0	0										
397531	0	25323					614	10478	175160					0			0	0	0	0	0										
397540	0	0					5059	134467	97929					14385			105724	0	14848	0	0										
397559	0	0					1397	8625	18673					24307			4006	412	0	0	0										
397755	0	0					1493	0	7361					9500			0	6099	0	0	0										
397858	0	2973					0	7109	18054					0			7109	10968	0	0	0										
398051	0	0					391	0	9715					0			0	4326	0	0	750										
398248	0	11713					2395	2392	119676					32500			2392	29249		0	26849										
398350	0	0					25019	0	325723					203000			0	22078	267	0	10900										
398631	0	0					590	0	40378					8000			0	19739	0	0	0										
398668	0	445868					33724	0	593024					0			0	0		0	0									0	
398837	0	0					1931	16781	12216					24000			13603	3190	1381	0	0										
399357	0	0					75	530	4202					1500			530	1677	0	0	0										
399517	0	0					17744	0	416693					265389			0	133466	943	0	0										
399731	0	0					0	0	17137					0			0	8262	0	0	0										
399973	0	994					182	0	14888					503			0	8812	0	0	0										
400057	0	3504					281	416	31167					0			0	16038	0	0	3163										
400141	0	3373					1734	10681	79903					30007			10681	42268	0	0	0										
400365	0	1974					1192	0	87134					0			0	11587	0	0	0										
400767	0	0					60	0	65087					0			0	19213	0	0	0										
400945	0	0					361	0	24723					0			0	2397	0	0	0										
401072	0	0					150	36459	24448					0			3687	0	0	0	0										
401559	0	0					149	0	38843					0			0	12625	0	0	0										
401755	0	0					193	0	0					0			0	0	0	0	0										
401906	1000	0					1726	1000	87029					14218			0	19053	12173	0	0										
401951	0	0					49	0	2907					39			0	0	0	0	0										
402462	0	0					303	0	110821					0			0	0	0	0	0										
402846	0	0					0	34925	10368					0			34925	10363	0	0	0										
402873	0	0					398	130	0					3231			0	0	0	0	0										
403067	0	0					1104	0	9687					0			0	5400	0	0	0										
403106	0	0					8606	5534	174101					155025			5534	60948		0	0										
403151	0	359					4549	134013	95654					33096			133813	105	286	0	0										
403179	0	0					6889	47710	239991					134795			12121	10625	0	0	0										
403254	0	0					565	0	2101					0			0	0	0	0	0										
403357	0	0					0	0	15194					0			0	2998	0	0	0										
403656	0	0					92	0	23068					0			0	1131		0	0										
403870	0	0					2205	0	121721					51825			0	3140	0	0	2734										
403946	0	0					3755	900	74380					84000			0	0		0	0									2204	
404653	0	0					207	0	6848					0			0	2885	0	0	0										
404943	0	0					299	0	17646					3900			0	4046	0	0	0										
406022	0	0					310	0	85697					0			0	10477	0	0	0										
406059	0	0					696	0	66926					0			0	0		0	0										
406666	0	0					466	0	38107					0			0	11179	0	0	0										
406778	0	0					735	486	12735					5500			486	6494	0	0	0										
406974	0	0					251	0	56671					0			0	15550	0	0	10077										
407168	0	992					570	0	8352					10793			0	7327	33	0	0										
407506	0	9951					5590	0	100517					75625			0	16468	18558	0	0										
407645	0	0					351	0	233037					0			0	75913		0	15458										
407850	0	0					0	1074	0					950			240	0	0	0	0										
408307	0	967					2150	18374	82171					24000			18374	5125	16519	0	0										
408642	0	26920					965	0	87211					7351			0	33484	0	0	0										
408875	0	0					4236	0	36271					29000			0	0	0	0	0										
409265	0	0					67	0	31490					0			0	5986	0	0	0										
410159	0	3747					0	0	6422					0			0	801	0	0	0										
410560	0	7121					1813	0	81136					0			0	20333	0	0	0										
410748	71456	0					0	78303	0					0			6847	0	0	0	0										
410917	0	981					1313	0	116421					0			0	17261		0	24863										
410944	0	5930					123	0	19543					2577			0	4079		0	0										
411062	0	0					241	7677	101490					0			7677	13184	0	0	0										
411174	0	0					967	0	0					0			0	0	0	0	0										
411231	0	0					66	0	34615					0			0	17341	0	0	0										
411240	0	0					117	0	22695					57			0	12239	0	0	0										
411473	4993	1975					4844	49911	12011					93000			0	0	0	0	0										
411512	0	0					1747	6568	7572					25607			2135	0		0	0										
411549	0	0					29	0	13781					0			0	3447	0	0	0										
411576	0	0					133	0	7381					0			0	4708	0	0	0										
411624	0	0					635	28051	15365					6092			17789	5377	0	0	0										
411651	0	21712					172	69	27809					1383			65	0	43	0	0										
412153	0	0					375	0	17980					4368			0	6388	0	0	0										
412452	0	0					0	179	6081					0			179	2572	0	0	0										
412555	0	0					217	0	50778					0			0	33733	0	0	0										
412667	0	0					77	26984	0					0			26959	0	0	0	0										
412751	0	59307					4481	0	714193					0			0	72803	23387	0	0										
412845	0	8081					505	3950	80938					0			3950	35315	0	0	3275										
412872	0	0					473	0	37925					0			0	19151	0	0	0										
413141	0	0					8715	0	70726					318000			0	0	9282	0	0										
413208	0	14588505	0	121	2542	0	840890	13126914	30219090	0	177497408	3822806	150848996	7733574	0	3702297	10238	0		9814268	2792268	4390278	8766235	8723856	1368678	0	355577	0	1437677	184095	
