"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP755	RCONP756	RCONP757	RCONP758	RCONP759	
2040	15093	11	3227	25881	0	52278	0	0	17738	39154	0	111596	0	5116	705	29788	61108	5483	15982	10119	2995	12988	12034	1772	424	2643	2387	154	49040	106220	0	260	228	21416	5003	605	21233	0	2526	303	0	true								
2161	22287	0	615	25052	0	56430	0	0	0	0	0	53400	0	417	791	11865	6304	7722	10409	0	2922	7487	918	538	3594	8263	1087	0	55815	52983	0	0	0	0	8094	4850	0	0	7008	4849	0	true								
2376	546838	0	17023	21269	0	87742	0	0	39747	202207	0	1725884	26000	203107	197006	327152	494279	75996	213172	26900	76453	139276	71948	39476	86354	140577	83286	47398	70719	1491432	0	5345	25460	162460	258236	99379	162460	0	170100	54257	0	true	8044	27037	35638	273676	175229	333358	67906	
2554	1787	0	172	54	0	7189	0	0	0	0	0	5382	38	553	102	3060	0	0	2647	0	567	2080	381	32	203	333	0	0	7017	4791	0	0	0	0	536	0	0	0	536	0	0	false								
2732	55984	0	12448	125154	0	190270	0	0	0	0	0	293526	0	11227	22925	39899	78375	14255	32687	0	13084	20361	5055	1399	60893	53104	3704	1567	177822	282299	0	0	4575	0	31589	87679	0	0	26570	87426	0	true								
2750	14000	0	2443	7165	0	15543	0	0	0	0	0	29710	0	5523	5468	10148	658	1532	7115	0	3372	4094	2281	401	1527	1521	1756	100	13100	23649	0	538	104	0	4384	520	0	0	2944	0	0	true								
3177	494166	0	21565	33366	0	75178	0	0	0	0	0	718408	0	159468	181033	116004	45474	43213	84559	0	58480	34451	17866	5207	33936	14795	10804	3228	53613	558693	0	247	11091	0	48462	14301	0	0	33103	11380	0	true	9631	16469	27513	0	45474	418392	75520	
3252	15133	0	25058	23363	0	53233	0	0	557	20835	0	90830	2660	28680	46109	16965	15320	5578	11743	462	4073	7670	4052	1170	21637	12999	6672	2104	28175	57173	0	2317	0	20278	26718	16694	18462	0	7552	14022	0	false								
3458	1896	0	3201	4047	0	10771	0	0	0	0	0	15877	0	1865	3923	6474	3628	742	4302	0	1644	2658	1935	237	1010	1547	1322	0	7570	14012	0	0	101	0	3282	597	0	0	1960	597	0	false								
3720	28859	0	24172	35336	0	101419	0	0	0	0	0	84457	0	7206	15882	24344	4761	6927	23094	0	9435	13715	1159	35	8842	17068	231	352	77247	77251	0	0	2884	0	16398	10095	0	0	16167	9743	0	false								
3971	98114	0	702	23140	0	43155	0	0	2565	2565	0	506494	0	12642	5402	124192	221908	28153	66897	0	18251	48646	47043	10252	8986	24859	20160	8275	42453	492161	0	1691	9743	0	51720	10560	0	0	27779	6066	1691	true								
4156	19174	0	24494	30442	0	87256	0	0	888	11351	0	102671	0	7455	22972	25504	24025	5984	16202	752	4473	11729	7078	2224	7668	14498	8498	3303	62762	86776	0	8440	2607	10463	28629	5338	9398	0	18206	3960	0	true								
4231	14425	0	11525	20690	0	36422	0	0	0	0	0	68147	0	2356	13240	20139	7573	16698	14011	0	3891	10121	3435	2692	3617	11713	7556	3124	24897	65791	0	0	10905	0	19896	6114	0	0	12226	3104	665	false								
4437	72385	0	3140	27031	0	76870	0	0	129	2058	0	139080	0	9339	9384	24072	16337	11200	11347	95	3529	7818	11833	892	3354	7624	14868	440	73730	129741	0	0	0	1929	21115	5171	1559	0	9968	1010	0	true								
4839	24883	0	3931	46328	0	59549	0	0	1776	14377	0	211805	0	17604	8216	35483	53953	11504	26347	1776	10939	15408	8304	832	22259	34960	40065	202	55618	161595	0	32606	3982	12601	75980	21506	8705	0	38780	18439	32355	true								
5069	44567	0	0	19919	0	22053	0	0	44218	67150	0	194390	0	643	0	54575	6775	1126	11244	2550	3203	8041	38892	4439	15080	41309	28843	3241	22053	164335	0	29412	507	22932	65894	22579	6956	0	36037	20352	4615	false								
5135	14712	0	27212	68155	0	114807	0	0	17825	28957	0	222650	0	3222	24944	56991	46139	17847	54827	17825	18828	35999	2164	0	41159	60683	2966	0	87595	190022	0	29406	7810	10686	66931	37877	9802	446	64688	37154	199	true								
5210	384250	1	23890	63802	0	97665	0	0	31	1015	0	752876	0	61673	71761	162246	116699	54645	94541	31	33940	62717	62081	3508	27308	33032	26886	2455	73774	691203	0	0	10504	984	56265	33416	984	0	30183	30157	0	true	32896	27660	13217	73657	43041	285429	37135	
5461	229254	0	4218	37725	0	46149	0	0	369	8448	0	373749	0	9857	12672	10178	106349	3637	9325	369	3373	5952	696	157	11443	13686	2174	665	41931	363892	0	0	2026	8079	13595	14373	8079	0	11359	13770	0	true								
5751	6224	0	1923	25034	0	46330	0	0	297	4398	0	112038	0	24608	21482	18719	68192	8186	12160	297	5377	6783	5518	1041	3452	6351	6069	3031	44407	85008	0	2422	3677	4101	16108	2795	894	0	8386	1417	0	true								
6039	8764	0	7925	22491	0	32952	0	0	0	0	0	40976	0	820	6336	19691	2873	6176	18770	0	6918	11852	821	100	2591	6439	618	0	25027	40150	0	6	1542	0	7565	2083	0	0	6947	2083	0	false								
6141	3394	11	10529	17610	0	37521	0	0	0	0	0	17767	0	2188	12717	5263	1849	1130	4581	0	1721	2860	647	35	1929	4637	695	0	26981	15579	0	0	414	0	3454	3807	0	0	3291	3275	0	true								
6329	27578	0	11777	112645	0	148326	0	0	0	0	0	295182	0	7618	12652	74161	49982	13101	63419	0	27344	36075	8212	2530	37663	68539	31560	5699	136549	287564	0	0	3710	0	106017	37444	0	0	77562	28640	17009	false								
7009	0	0	0	177508	0	177508	0	0	0	0	0	450288	0	0	0	0	450288	20	0	0	0	0	0	0	0	0	0	0	177508	450288	0	0	0	0	0	0	0	0	0	0	0	false								
7045	18380	0	9448	21293	0	99076	0	0	0	0	0	69948	0	7103	0	23298	15862	6329	9929	0	2002	8052	8602	4642	851	3438	4778	3341	89628	62845	0	0	2029	0	8989	3419	0	0	2808	1356	0	true								
7072	25906	0	0	7885	0	15048	0	0	111	1502	0	114594	0	489	0	43457	23575	18568	32844	0	8272	24572	8633	1980	3173	10796	6108	1578	15048	113851	0	254	6122	1391	18521	3134	0	0	11436	2533	0	false								
7157	2173	0	1364	8129	0	14035	0	0	0	0	0	29766	13	562	955	11640	11544	2952	9666	0	2930	6736	1974	0	567	3170	672	0	12671	29191	0	0	755	0	4136	273	0	0	3464	273	0	false								
7456	14341	0	11494	20794	0	35780	0	0	0	0	0	29918	0	773	9517	11038	0	2211	8229	0	2486	5743	2591	218	110	3493	836	100	24286	29145	0	0	338	0	3660	879	0	0	2724	878	0	true								
7634	5453	0	4582	9214	0	16290	0	0	0	0	0	35549	0	178	3118	14294	1217	4572	12838	0	3749	9113	1099	333	2731	10189	1475	190	11708	35122	0	249	2283	0	12358	2227	0	0	11216	1704	249	true								
8033	18115	0	2255	61441	0	86098	0	0	0	0	0	96710	0	939	1824	39717	113	6529	33284	0	10210	23074	5736	697	10972	20584	6859	350	83843	95771	0	0	3281	0	26377	12388	0	0	22598	8958	0	true								
8462	403	0	4049	69801	0	112041	0	0	0	0	0	57914	0	15293	17642	10665	10242	3864	9308	0	4525	5139	1001	0	18609	17077	918	0	107742	42621	250	0	1115	0	12333	24271	0	0	11407	24271	0	true								
8631	16967	0	303	19229	0	25712	0	0	0	0	0	36075	0	1279	709	9986	2603	2984	5853	0	1962	3892	3060	1072	544	3837	1698	440	25409	34796	0	0	994	0	5209	1310	0	0	3070	1310	0	true								
9357	114340	162	378	37259	0	42736	0	0	1796	4902	0	328467	6455	0	0	1234	211886	1661	921	1796	686	548	0	0	101	437	469	0	42196	322012	0	0	469	3106	1007	0	3106	0	538	0	0	true								
9553	16839	0	7244	23979	0	41923	0	0	0	9856	0	68933	0	8144	11253	18424	9225	6842	14764	0	5785	8979	3660	0	6722	10821	6456	446	34679	58351	0	2438	0	9856	20182	4263	6080	0	13831	3611	0	true								
9807	398465	0	104073	56833	0	126512	0	0	60000	60000	0	1530384	0	252021	192029	163724	748238	59482	121822	60000	86519	35363	38752	3090	84386	70376	52211	12984	22439	1278363	0	0	5038	0	119979	99978	0	0	58378	96384	147189	true	8371	9609	4459	336503	411735	263739	134726	
9955	12001	13	2952	23499	0	44599	0	0	103	974	0	56699	0	13218	11074	9257	27944	1541	6973	103	2582	4392	2039	244	2161	4027	1100	209	41634	43481	0	0	0	871	3862	3635	871	0	3553	2635	0	true								
10250	98560	0	1440	19740	0	39535	0	0	198	2276	0	281855	0	8394	6505	57424	84878	36477	24835	198	8697	16138	21936	10653	4587	8952	16155	11298	38095	272987	0	474	14274	201	29649	11343	0	1626	10706	2833	374	true								
10849	78235	0	3037	12156	0	16715	0	0	0	0	0	210111	0	38260	22664	50205	28094	8483	34931	0	10322	24609	14646	628	9634	25383	17850	711	13677	171851	1	0	1607	0	39748	13830	0	0	25744	9272	0	false								
11145	21146	0	21761	27031	0	72878	0	0	0	0	0	80332	0	8560	3348	17672	22587	7806	8354	0	2242	6112	7227	2091	1140	9760	6745	1282	51010	71772	107	0	3304	0	9824	9103	0	0	4973	5927	0	true								
11275	44110	0	7798	71832	0	101199	0	0	48993	187628	0	999496	0	84928	51744	195625	547395	31009	137054	48107	54560	82494	55825	2746	47439	96954	64979	2994	93401	909575	0	4993	9703	138635	158765	53601	131610	0	109339	35054	0	true	12989	43303	37109	144837	365074	37567	6543	
11640	150662	7	5769	13862	0	27792	0	0	0	0	0	258671	0	35377	30731	42743	16150	18267	25918	0	7586	18429	9240	7488	7302	19631	12965	9217	21680	223294	336	0	9607	0	29570	19545	0	0	15517	11416	0	false								
11837	4662	0	34860	7497	0	50106	0	0	0	0	0	37793	0	1257	33724	16543	5335	3505	10513	0	2494	8019	3181	2849	2494	5490	2049	1220	15246	36536	0	0	1296	0	10044	1209	0	0	6775	1209	0	true								
12030	27114	0	15519	69023	0	96473	0	0	0	0	0	176265	0	2064	13275	72999	23657	20390	58377	0	21279	37098	11604	3018	13963	25331	12119	1082	80954	174001	0	200	7419	0	43606	8889	0	0	33949	5345	0	false								
12142	22567	0	6420	52517	0	103660	0	0	0	0	0	83795	0	7259	10878	23680	12327	8157	17552	0	11781	11174	724	1	11547	13174	500	0	97240	76536	0	0	2090	0	13166	12055	0	0	11793	11225	0	false								
12179	4957	41	0	3479	0	7098	0	0	0	0	0	22455	0	1000	750	9765	4868	2122	6728	0	2127	4601	2338	699	256	1535	873	201	7057	21455	0	0	325	0	1607	1258	0	0	791	1000	0	true								
12311	4351691	2237	906965	3854650	0	4597933	0	0	13010	2521997	0	47516646	0	3250451	2015030	3030335	38973347	704616	1541488	11908	594409	947079	1422558	66289	452235	306033	388782	14223	3686756	44266195	1975	0	99698	2308987	883478	277795	2305140	200000	379899	378369	0	true	368054	615803	2702899	15303918	20654545	655017	3680158	
12647	7882	0	986	26738	0	32168	0	0	0	9133	0	50001	0	3052	0	10943	13042	3812	7353	0	2535	4819	3589	0	3897	7676	6561	0	31182	46949	0	0	1092	0	5847	12287	0	6290	3586	7737	0	false								
12656	1963	0	466	3952	0	5973	0	0	0	0	0	9906	0	1158	0	3499	1358	889	2599	0	696	1903	893	6	1086	1357	436	208	5507	8748	0	0	231	0	3087	0	0	0	2443	0	0	true								
12937	10651	0	0	46783	0	65180	0	0	77	3424	0	103588	0	0	0	9351	48088	5512	7919	77	3496	4499	1208	148	15898	16482	2855	263	65180	103588	0	0	3606	3347	14477	21021	3347	0	11900	19207	500	true								
12946	42255	12	69635	44863	0	127170	0	0	479	1174	0	686388	0	172539	230467	111666	233781	32562	82889	479	27476	56703	23013	4474	74226	169073	45341	10046	57523	513849	0	0	13616	695	96448	202238	695	0	79378	163812	0	true								
12955	11046	0	2621	30360	0	47933	0	0	0	0	0	70537	0	7466	10087	14050	26810	5234	9112	0	3450	5662	3458	1481	2120	3371	4257	8883	45312	63071	0	0	1287	0	15790	2841	0	0	3647	1844	9356	true								
13103	355914	0	75433	61811	0	151475	0	0	24980	24980	0	1043358	0	103925	0	161167	398269	59107	89990	0	35011	54979	32345	38832	34363	58849	11795	23001	75923	937970	119	1463	17751	0	60677	67331	0	0	35913	57299	0	true	6011	19540	50372	244824	153445	184933	65746	
13251	2158	0	153	5825	0	9050	0	0	0	0	0	26263	0	1011	848	7729	15551	1647	7147	0	2552	4595	582	0	218	607	0	0	8897	25252	0	0	106	0	825	0	0	0	825	0	0	true								
13457	3362	0	1001	2883	0	6529	0	0	0	0	0	10692	0	1466	1269	2920	2033	1269	2669	0	1060	1609	251	0	683	1212	482	0	5528	9226	0	0	0	0	1433	944	0	0	951	944	0	false								
14052	8285	0	4074	12689	0	21960	0	0	0	0	0	29998	0	1499	0	6243	10815	2449	5093	0	2290	2803	1149	0	1802	1780	1074	0	17886	28499	0	0	839	0	2414	2242	0	0	1599	1983	0	true								
14155	28081	0	695	21169	0	52115	0	0	123	22870	0	92270	0	6966	7547	19541	29718	6423	13833	123	4081	9752	4548	1160	2910	5612	4460	1948	51420	85304	0	0	2323	22747	11530	3400	22747	0	7332	980	0	true								
14650	6304	0	2010	11419	0	15863	0	0	0	0	0	12823	0	147	1640	3656	704	1279	3091	0	2060	1257	339	0	1265	894	0	0	13853	12676	0	0	367	0	1294	865	0	0	1794	365	0	false								
14753	13489	2	443	13757	0	13757	0	0	0	0	0	27154	0	1821	752	8937	0	3347	8065	0	2838	5227	872	0	3006	1122	600	0	13312	25333	0	0	555	0	3224	1504	0	0	2624	1504	0	false								
14865	48045	8	18777	150331	0	150331	0	0	988	27332	0	143244	0	21599	20342	28438	45825	11621	17241	889	12812	7467	5707	2452	8848	8310	2646	1132	131546	121400	0	245	3205	26344	20425	511	25766	0	14897	251	0	true								
14977	4044	0	0	5650	0	9794	0	0	0	0	0	26725	0	0	0	9219	1297	2364	8164	0	2698	5466	1027	28	4845	5177	2143	0	9794	26725	0	0	107	0	6757	5408	0	0	5616	4406	0	false								
16458	88758	0	295	30716	0	30788	0	0	0	0	0	228890	0	5239	1907	23532	94583	9313	12821	0	3578	9243	9173	1538	2430	7727	10423	1437	30453	223651	40	0	4072	0	14112	7905	0	0	7347	2810	0	true								
16551	24948	23	7340	35333	0	66107	0	0	12499	12499	0	132729	53	10403	8903	55984	30683	23912	22928	2000	8126	16803	26538	4517	3446	4774	9747	3146	57693	122273	1051	0	9309	0	16167	4946	0	0	5347	2873	0	true								
16748	14467	0	1863	17825	0	22549	0	0	0	0	0	37704	0	1900	0	11438	6766	4207	6312	0	2428	4176	3696	1138	371	2175	1976	511	20686	35804	0	0	1462	0	5033	0	0	0	2546	0	0	false								
16944	9793	0	2549	7492	0	13914	0	0	0	0	0	18490	0	1586	0	5417	697	807	3395	0	1135	2260	1858	164	611	1468	504	0	11365	16904	0	0	133	0	1939	644	0	0	1435	511	0	true								
16953	5214	0	2666	8927	0	15062	0	0	0	0	0	18889	0	2337	1789	6865	2901	431	4780	0	1327	3453	2085	0	2297	909	703	0	12396	16552	0	0	0	0	3909	0	0	0	3206	0	0	false								
17110	0	0	0	0	0	0	0	0	0	0	0	82221	0	6397	0	10159	0	3018	10159	0	10159	0	0	0	72062	0	0	0	0	75824	0	0	2099	0	23634	48428	0	0	23634	48428	0	true								
17147	2459817	0	56434	205145	0	283704	0	0	333800	333800	0	4392351	0	619811	805	855185	815037	157709	318758	16449	116237	205628	296170	237149	51488	94193	105334	11297	226167	3772540	1103	0	38366	0	199473	62839	0	0	106394	38565	37939	true	201	16451	209515	469316	178684	1250260	1209542	
17259	15640	0	0	5941	0	16303	0	0	0	0	0	34133	0	1820	824	10778	1631	4827	6817	0	2146	4671	3491	470	1129	2571	2228	156	16303	32313	0	0	1681	0	6084	0	0	0	3700	0	0	false								
17464	129610	0	65419	397687	0	397687	0	0	2142	65752	0	1587112	0	103900	60069	123464	1220363	44571	82154	2043	27650	54504	32898	8412	24473	41539	41540	6123	332268	1482507	0	705	10358	62239	72489	41186	58733	1370	47530	18482	0	true	188263	138024	5981	688054	398435	118960	10650	
17950	38485	0	37514	52851	0	125487	0	0	27	49494	0	211609	0	26425	46989	24308	88959	8846	17386	27	5761	11625	5688	1234	21537	33843	3054	1422	87973	155566	0	29618	3497	19849	17519	42337	19849	29618	14530	40850	0	true								
17978	52502	0	0	3088	0	27910	0	0	0	0	0	183812	0	1282	854	72085	3825	42171	51866	0	15785	36081	16400	3819	8254	29541	11765	5840	27910	182430	0	100	16858	0	37826	17574	0	0	22909	14886	0	true								
18050	55247	0	44096	162934	0	220602	0	0	0	0	0	209127	0	8475	47527	47856	46270	10738	38936	0	11624	27356	8764	112	10369	28849	20285	251	176506	200652	0	0	2911	0	33524	26230	0	0	22912	16306	0	true								
18135	26662	0	0	70526	0	97987	0	0	89	13575	0	107365	0	246	0	20208	26912	4354	13723	89	4358	9365	5149	1336	10286	7320	15033	944	97987	106625	0	494	879	13486	15114	18469	13486	0	10659	6947	0	true								
18377	17846	0	0	0	0	0	0	0	98	98	0	47680	0	900	0	19451	0	5505	8260	0	2132	6128	8607	2584	1561	2337	4997	1488	0	42562	0	4218	713	0	9158	1225	0	0	3083	814	0	true								
18827	256226	0	43197	241768	0	392207	0	0	0	0	0	443622	0	28041	50973	79518	75126	22770	44543	0	14642	29901	22824	12152	9113	8622	8367	6650	347572	415557	1438	24	3906	0	20825	11927	0	0	9535	8200	0	true								
18836	13005	0	1684	23917	0	35995	0	0	251	2583	0	93404	0	2284	1691	42742	11956	13443	21687	0	11248	12524	13267	5703	4401	8134	9606	3560	34311	90915	0	205	3797	2332	22431	3270	440	0	9519	1943	0	true								
18854	47339	0	9630	142680	0	168637	0	0	2073	58855	0	261441	0	26357	13503	37195	14886	3168	28031	1905	9205	18826	9164	0	26444	118880	16097	600	159007	183232	0	51852	1077	56782	108789	53232	38476	0	57978	87346	51852	true								
19356	11854	0	3230	15516	0	27317	0	0	99	5952	0	42877	0	7269	4526	14648	5693	1903	10804	0	3640	7194	3063	751	1343	6092	2645	602	24022	34014	65	1594	0	3863	7815	2867	1730	1990	4820	2615	0	false								
19730	374264	0	8518	375372	0	427453	0	0	106637	108128	0	1570282	0	152237	81418	292018	682032	47951	231928	97058	83714	149543	48847	9914	80413	96226	35163	10166	417891	1417808	1044	237	10668	1491	115291	106677	1491	0	84182	92338	0	true	195006	26859	196026	256301	425731	344113	30143	
19936	12785	0	34088	63687	0	128768	0	0	0	0	0	112387	0	7254	32007	23542	41623	10060	18588	0	4948	13662	2620	2312	8769	18794	3179	3695	94680	105133	0	0	4456	0	28790	5647	0	0	23021	4542	0	true								
19972	78105	0	0	0	0	0	0	0	0	0	0	78105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78105	0	0	0	0	0	0	0	0	0	0	0	false								
20053	9482	0	1158	18821	0	27837	0	0	3857	7465	0	50992	0	4974	0	24751	3312	7043	8753	0	6126	6521	9152	2952	381	2732	9341	993	26679	46018	0	0	821	3108	10427	3020	0	3108	2656	0	3969	true								
20512	17207	0	1580	19166	0	29282	0	0	198	1941	0	48211	0	1918	0	11890	9299	5191	4795	198	978	3817	3316	3778	982	4377	2972	1484	27702	42069	0	4224	1681	1743	7265	2550	947	0	3428	1931	0	true								
20633	68688	0	19863	31702	0	70787	0	0	0	6233	0	187615	0	1641	19863	41722	38488	13761	16464	0	5442	11101	15183	9996	7737	8162	15618	7200	50884	185974	40	0	3541	0	30589	8128	0	0	11104	4795	0	true								
20857	7191	0	6358	131009	0	155086	0	0	0	9978	0	67785	0	11656	15014	6297	37752	1534	4806	0	1637	3169	1482	9	3175	1951	11070	348	148728	56129	0	0	0	744	5800	10744	0	0	3869	1257	0	true								
21256	1028	0	1332	2353	0	4224	0	0	0	0	0	4467	0	445	793	1302	878	1749	732	0	53	679	418	152	0	1259	0	0	2892	4022	0	0	1159	0	1259	0	0	0	1259	0	0	true								
21359	9197	0	1785	10289	0	17899	0	0	0	0	0	24707	0	1614	687	5427	5635	3426	4772	0	1839	2933	579	76	1359	2345	744	0	16114	23093	0	0	0	0	3722	726	0	0	2978	726	0	true								
21630	19331	0	1968	20733	0	30548	0	0	0	0	0	60980	0	5412	6510	11851	9734	2526	10093	0	2680	7413	1714	44	9356	10469	240	0	28580	55568	0	0	1058	0	9407	10658	0	0	9167	10658	0	true								
21658	19489	2	3351	20457	0	55967	0	0	0	0	0	85357	0	1187	736	38965	10408	16190	22476	0	6539	15937	12646	3843	2057	4249	8603	1586	52614	84170	0	0	4915	0	12473	4022	0	0	4997	1309	0	true								
22048	20759	0	20770	30963	0	82344	0	0	43	4001	0	74946	0	3706	8022	26721	0	7258	20276	43	8109	12240	6182	190	8551	12059	6547	309	61574	71240	0	0	3011	3958	21061	6405	3958	0	16726	3884	0	true								
22543	10946	1	7330	19187	0	49801	0	0	0	0	0	29166	0	2398	0	8600	5108	3803	2262	0	1540	4040	2272	748	1184	1078	1748	502	42470	26768	0	0	0	0	3508	1004	0	0	1760	501	0	true								
22552	13745	0	2386	14698	0	28201	0	0	1500	1500	0	48373	0	4053	3948	17175	3749	3258	12417	500	3053	9364	4748	10	1147	6320	5238	1000	25815	44021	0	299	0	0	11575	2130	0	0	6610	857	3965	true								
22730	53	0	7836	44756	0	68690	0	0	0	0	0	68884	0	3265	6853	16814	45475	3500	7765	0	3721	5210	5883	1999	1058	2569	2191	724	60854	65619	0	0	336	0	5055	1487	0	0	1765	1227	0	true								
