"IDRSSD"	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	RCONL136	RCONL137	RCONL138	
161273	0	0	0	0	0	0	0	0	834	361966	0	0	0	0	0	369922	0	0	0	137	137	0	0	0	137	0	0	0	22	0	0	0	0	25612	4974	0	0	2115	18139	3322	6011	212	4204	9854	0	5186	0	0	0	125	0	0	0	1605	91992	276325	0	0	0	0	0	25309	22	30	7422	177	-5109	889	0	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	387	0	0	0	31961	41994	95616	306593	0	8399	47808	306593	362800	0	0	0	51267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470338	0	470316	
161602	0	0	0	0	0	0	0	39	0	1583436	0	0	0	0	0	1559688	0	0	0	2703	2703	0	0	2703	0	0	55	660	0	0	0	0	0	26827	22527	0	0	4	179113	0	686	-2519	1675	111367	0	2135	0	0	0	3890	0	0	10167	5324	393490	1150707	0	0	0	0	0	46644	660	1051	3570	700	-20185	3362	0	0	0	3362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121074	0	0	0	121074	0	0	0	39724	322085	400783	1318627	0	64417	200392	1318627	1583436	0	184	184	166406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1913382	0	1912722	
162337	0	0	0	0	0	0	0	0	2472	332843	0	0	0	0	0	292254	0	0	0	920	920	0	0	0	920	0	0	5753	0	0	0	0	0	12942	34566	0	0	0	1	0	0	-4216	41141	137297	37982	2445	0	0	0	0	0	0	0	0	110828	181426	0	0	0	0	0	46418	5753	0	1068	3246	-5126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3560	0	0	0	3559	0	0	0	54083	172932	152056	224701	0	34586	76028	224701	335315	0	0	0	53970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599152	0	593399	
163343	0	0	0	0	0	0	0	0	645	44369	0	0	0	0	0	43649	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	2335	0	3740	0	0	0	15	0	-11	253	1275	1717	60	0	0	0	19	0	0	0	1935	14317	27397	0	0	0	0	0	3930	84	0	329	0	-1135	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	214	0	0	0	2588	10197	16068	34941	0	2039	8034	34941	45014	0	6658	6658	6365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62544	0	62460	
163370	0	0	0	0	0	0	0	0	249	294850	0	0	0	0	0	330568	264	3300	3300	0	0	0	0	0	0	0	0	0	81	0	0	0	0	6242	9050	0	0	0	0	0	0	363	9856	42748	828	0	0	0	0	0	0	0	105	217	143102	187144	0	0	0	0	0	16478	81	0	1801	267	-3402	35	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7338	0	0	0	7338	0	0	0	16203	54272	144197	212146	0	10854	72099	212146	295099	0	456	456	40606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407272	0	407191	
163549	0	0	0	0	0	0	0	0	318	784926	0	0	0	0	0	767924	0	0	0	4214	4214	0	0	0	4214	0	0	15692	0	0	0	0	0	5943	16499	0	0	0	0	0	6750	-1045	20526	100607	1520	342	0	0	226	2837	0	0	0	27111	166905	573908	0	0	0	0	0	90550	15692	0	14771	0	4513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22854	22854	0	0	22854	0	0	0	0	0	0	0	10286	0	110	0	10176	0	0	0	26469	163547	194116	655477	0	32709	97058	655477	785244	0	4223	4223	91126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006132	0	990440	
163857	0	0	0	0	0	0	0	0	1722	214657	0	0	0	0	0	190348	435	5438	5438	0	0	0	0	0	0	0	0	2312	0	0	0	0	0	3500	13806	0	0	0	7855	0	0	-755	9457	46900	9973	495	0	0	0	0	1350	0	0	3856	39681	146810	0	0	0	0	0	19782	2312	927	0	0	-2870	1449	0	0	0	1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2813	0	0	0	2813	0	0	0	13884	83268	49654	174898	0	16654	24827	174898	216379	0	10851	10851	23616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293152	0	290840	
164153	0	0	0	0	0	0	0	0	0	59105	0	0	0	0	0	52023	0	0	0	15	15	0	0	0	15	0	0	857	0	0	0	0	0	15083	1970	0	0	0	0	0	0	-335	5388	25170	1346	1607	0	0	0	622	0	0	0	3652	5669	42702	0	0	0	0	0	5617	857	33	551	27	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	0	0	32	0	0	0	0	0	0	0	509	0	0	0	509	0	0	0	20504	31375	7696	48982	0	6275	3848	48982	59105	0	32	32	8292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105359	0	104502	
164331	0	0	0	0	0	0	0	0	0	160826	0	0	0	0	0	97466	0	0	0	134	134	0	0	0	134	0	0	24	0	0	0	0	0	3820	15529	0	0	0	0	0	0	-3247	0	60467	0	68242	0	0	0	0	0	0	0	8321	50795	38350	0	0	0	0	0	10931	0	0	0	0	-4496	289	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	0	0	0	619	0	0	0	3820	84317	50795	118565	0	16863	25398	118565	160826	0	0	0	22898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260314	0	260290	
164377	0	0	0	0	0	0	0	0	0	111210	0	0	0	0	0	60538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3687	36312	0	0	0	0	0	0	-1213	149	58782	5073	38776	0	0	0	0	0	0	0	0	46924	13614	0	0	0	0	0	12990	0	0	700	341	-1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1543	0	0	0	1543	0	0	0	3836	95794	52338	65882	0	19159	26169	65882	111210	0	0	0	21679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219897	0	219897	
164854	0	0	0	0	0	0	0	0	396	181644	0	0	0	0	0	171745	0	0	0	1280	1280	0	0	0	1280	0	0	0	0	0	0	0	0	7846	11533	0	0	0	0	0	0	331	1712	13847	833	3789	0	0	0	0	0	0	2902	0	32692	136151	0	0	0	0	0	11792	0	22	1000	759	-2341	3431	0	0	0	3431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4960	0	0	0	4960	0	0	0	12482	26380	34284	159622	0	5276	17142	159622	182040	0	0	0	21119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217117	0	217117	
164957	0	0	0	0	0	0	0	0	0	43761	0	0	0	0	0	43683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	1477	0	0	0	0	4346	0	-42	233	1749	0	0	0	0	0	0	0	0	0	0	12483	31200	0	0	0	0	0	2828	0	0	77	0	-375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	565	0	0	0	837	4149	16829	34516	0	830	8415	34516	43761	0	846	846	5928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57911	0	57911	
164975	0	0	0	0	0	0	0	0	0	49339	0	0	0	0	0	57650	411	5138	5138	0	0	0	0	0	0	0	0	0	7	0	0	0	0	333	577	0	0	0	0	0	0	-1319	4767	24822	6	0	0	0	0	0	0	0	0	0	48892	8758	0	0	0	0	0	7022	7	218	1037	159	-1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5318	26565	49057	19497	0	5313	24529	19497	49339	0	129	129	8602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93199	0	93192	
165039	0	0	0	0	0	0	0	0	282	78525	0	0	0	0	0	70814	0	0	0	179	179	0	0	0	179	0	0	151	0	0	0	0	0	26095	7686	0	0	0	777	0	0	-328	1886	28287	3027	5128	0	0	0	0	0	0	0	0	38328	32486	0	0	0	0	0	11340	727	444	311	84	-829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3191	0	0	166	3025	0	0	0	28425	37061	41605	50592	0	7412	20803	50592	78807	0	0	0	14387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153001	0	152274	
165628																																																																																																																																															
165758	0	0	0	0	0	0	0	0	537	51211	0	0	0	0	0	45783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13388	3240	0	0	0	0	0	0	-63	481	9486	0	0	0	0	0	0	0	0	234	146	9422	35981	0	0	0	0	0	5937	0	0	161	0	-1247	193	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14103	25433	9422	41950	0	5087	4711	41950	51748	0	12400	12400	7686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87476	0	87476	
165806	0	0	0	0	0	0	0	0	0	767939	0	0	0	0	0	759218	0	0	0	12955	12955	0	0	0	12955	0	0	170	33	0	0	0	0	5458	12432	0	0	0	4952	0	0	951	27356	255357	0	0	0	0	0	72	0	0	0	14866	217313	527039	0	0	868	0	0	45487	203	90	6532	324	-5432	2850	0	0	2850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	0	0	0	33	0	0	0	0	0	0	20293	0	0	0	20293	0	0	0	32904	295007	220559	598658	0	59001	110280	598658	767939	0	0	0	80656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072184	0	1071981	
166111	0	0	0	0	0	0	0	4	0	140685	0	0	0	0	0	191020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10904	5874	0	0	11	35	0	15	100	29	4391	0	2047	0	0	0	0	0	0	91	0	166557	24372	0	0	0	0	0	25433	0	0	1012	0	-630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4269	0	0	0	4269	0	0	0	11035	11412	166557	55124	0	2282	83279	55124	140685	0	100	100	33946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234994	0	234127	
166531	0	0	0	0	0	0	0	0	1375	140253	0	0	0	0	0	133453	0	0	0	733	733	0	0	0	733	0	0	0	0	0	0	0	0	18096	9026	0	0	0	0	0	0	-2440	504	36676	1040	0	0	0	0	0	0	0	0	0	40976	92477	0	0	0	0	0	15819	0	3	626	0	-5585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2954	0	0	0	2954	0	0	0	18603	46328	42016	111354	0	9266	21008	111354	141628	0	0	0	22483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212598	0	212598	
166652	0	0	0	0	0	0	0	0	4724	489373	0	0	0	0	0	451147	0	0	0	13720	13720	0	0	0	13720	0	0	2399	119	0	0	0	0	41675	10842	0	0	0	0	501	0	-1830	9425	68165	944	0	0	0	0	0	0	0	0	13844	36660	400643	0	0	0	0	0	27925	2399	0	728	0	-10330	12728	0	12728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14621	0	0	0	14621	0	0	0	51100	106307	38105	453783	0	21261	19053	453783	494097	0	0	0	67197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598039	0	595521	
166803	0	0	0	0	0	0	1926	0	796	961754	0	0	0	0	0	1171614	0	0	0	2736	2736	0	0	0	2736	0	0	0	0	0	0	0	0	90736	23391	0	0	28296	112530	0	0	-219	27281	225451	0	0	0	0	0	0	0	0	4065	123684	544029	499836	0	0	0	0	0	68177	0	0	7496	0	-12261	997	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26812	0	0	0	26812	0	0	1926	150378	492552	545955	591062	0	98510	272978	591062	962550	0	0	0	139144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1688254	0	1688254	
166849	0	0	0	0	0	0	0	0	17	50113	0	0	0	0	0	47044	90	1125	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4468	2517	0	0	0	0	0	0	-98	1884	8787	0	0	0	0	0	248	0	0	0	0	7587	39457	0	0	0	0	0	1929	0	16	118	0	-741	0	0	0	0	0	59	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056	0	0	0	1056	0	0	0	6368	13600	7835	43492	0	2720	3918	43492	50130	0	2178	2178	6372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68435	0	68435	
167060																																																																																																																																															
167453	0	0	0	0	0	0	0	0	196	86324	0	0	0	0	0	69266	1240	15500	15500	106	106	0	0	0	106	0	0	0	59	0	0	0	0	4393	1599	0	0	0	0	0	0	69	1448	4274	5890	786	0	0	0	0	0	0	0	663	13488	55115	0	0	0	0	0	4243	59	0	233	0	-990	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5841	6769	19378	75477	0	1354	9689	75477	86520	0	0	0	14550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89724	0	89665	
167565	0	0	0	0	0	0	0	0	0	129971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144567	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204410	144567	0	4	0	144567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350658	0	59839	0	70132	0	59839	129971	0	350653	350653	240414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508448	0	363881	
167752	0	0	0	0	0	0	0	0	5	12702	0	0	0	0	0	8017	0	0	0	0	0	0	0	0	0	0	0	1065	0	0	0	0	0	227	6299	0	0	0	0	0	0	-90	121	8533	3554	0	0	0	0	0	0	0	0	0	1819	6198	0	0	0	0	0	1788	1065	86	100	0	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	167	0	0	0	434	15590	5373	6902	0	3118	2687	6902	12707	0	658	658	2134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24945	0	23880	
167864	0	0	0	0	0	0	15	0	1301	277164	0	0	0	0	0	162316	0	0	0	3152	3152	0	0	0	3152	0	0	596	0	0	0	0	0	17161	20617	0	0	0	0	4358	0	-3407	0	23594	865	80972	0	0	0	0	0	0	0	0	25105	137211	0	0	0	0	0	16346	596	0	263	74	-7593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2883	0	0	0	2883	0	0	15	17161	118124	30417	239631	0	23625	15209	239631	278465	0	73650	73650	38251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393587	0	392991	
168357	0	0	0	0	0	0	0	0	183	43624	0	0	0	0	0	43020	0	0	0	11	11	0	0	0	11	0	0	540	0	0	0	0	0	8001	10402	0	0	0	1994	0	0	5	0	7694	0	0	0	0	0	200	0	0	0	1232	8260	33528	0	0	0	0	0	2337	540	0	247	30	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8001	22516	8490	35059	0	4503	4245	35059	43807	0	947	947	7190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73959	0	73419	
168441	0	0	0	0	0	0	0	0	0	171026	0	0	0	0	0	179046	0	0	0	2554	2554	0	0	0	2554	0	0	0	0	0	0	0	0	3150	3014	0	0	0	0	0	0	-965	6832	21514	5299	0	0	0	0	1171	0	0	0	835	66338	111873	0	0	0	0	0	8129	0	42	1658	218	-2968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8471	0	0	0	8471	0	0	0	10024	27021	73026	129109	0	5404	36513	129109	171026	0	0	0	24547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220981	0	220981	
168571	0	0	0	0	0	0	0	0	9	30453	0	0	0	0	0	21730	0	0	0	156	156	0	0	0	156	0	0	0	0	0	0	0	0	3670	2292	0	0	20	85	0	175	-3388	1687	13433	0	5318	0	0	0	0	0	0	0	0	8946	12784	0	0	0	0	0	3737	583	0	0	0	-3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5377	22010	8946	21587	0	4402	4473	21587	30462	0	6200	6200	5320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54666	0	54083	
169327	0	0	0	0	0	0	0	0	0	211903	0	0	0	0	0	194954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1929	15755	0	0	0	0	0	0	-11589	46981	25926	1142	9839	0	0	0	0	0	0	0	2417	49101	143436	0	0	0	0	0	16324	0	143	1226	236	-13599	673	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8093	0	0	0	8093	0	0	0	49053	49516	50479	176760	0	9903	25240	176760	211903	0	4192	4192	24030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309487	0	309487	
169354	0	0	0	0	0	0	0	0	943	89380	0	0	0	0	0	34641	0	0	0	1044	1044	0	0	0	1044	0	0	0	0	0	0	0	0	41398	15907	0	0	0	0	0	0	393	4990	227167	4086	156	0	0	0	0	0	0	2517	0	870	31254	0	0	0	0	0	3566	0	143	493	73	-1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3784	0	0	0	3784	0	0	0	49048	243567	5029	39095	0	48713	2515	39095	90323	0	0	0	26295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317169	0	317169	
169653	0	0	0	0	0	0	256	32	37640	3650986	0	0	0	0	0	2831547	0	0	0	36272	36272	0	0	0	36272	0	93834	0	0	0	0	0	0	110284	82933	0	0	205048	441629	0	93509	2620	465023	951567	6	192529	0	0	4008	21540	0	0	0	32741	553006	2245800	0	0	0	0	0	525356	236113	19590	14860	105	157700	4569	0	0	0	4569	254	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	109	0	0	109	0	0	0	0	0	0	0	267946	0	0	0	267946	0	0	256	799945	1527738	575022	3095567	0	305548	287511	3095567	3688626	0	0	0	924027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6083507	0	5847907	
169756	0	0	0	0	0	0	0	427	0	197162	0	0	0	0	0	171532	0	0	0	418	418	0	0	0	418	0	0	0	0	0	0	0	0	60520	47640	0	0	34650	76565	1420	3987	5	181	0	0	5356	0	0	0	0	0	0	0	0	47936	123597	0	0	0	0	0	14018	0	0	0	0	-1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	267	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95351	124205	49356	147643	0	24841	24678	147643	197162	0	0	0	35065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410119	0	410119	
169952	0	0	0	0	0	0	0	0	0	58955	0	0	0	0	0	45131	0	0	0	30	30	0	0	0	30	0	0	0	0	0	0	0	0	1273	345	0	0	0	0	0	0	-722	5292	43036	820	0	0	0	0	0	0	0	0	64	8042	37025	0	0	0	0	0	7362	0	0	340	0	-1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1690	0	0	0	1690	0	0	0	6565	43785	8862	45767	0	8757	4431	45767	58955	0	0	0	9825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102276	0	102276	
170051	0	0	0	0	0	0	0	0	4033	360021	0	0	0	0	0	265471	0	0	0	622	622	0	0	0	622	0	0	5446	0	0	0	0	0	16068	11420	0	0	0	0	0	0	-4656	15399	189835	5558	0	0	0	0	0	0	0	0	384	15223	249864	0	0	0	0	0	50574	5446	38	5436	117	-7793	51	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22116	0	0	0	22116	0	0	0	31505	207075	20898	312190	0	41415	10449	312190	364054	0	0	0	80528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561793	0	551468	
170257	0	0	0	0	0	0	0	0	0	37561	0	0	0	0	0	34258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7946	1440	831	0	0	0	0	0	-279	0	24730	0	0	0	0	0	0	0	0	650	1426	9155	23027	0	0	0	0	0	3539	0	18	57	0	-631	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	128	0	0	0	0	0	8614	28281	9155	27327	0	5656	4578	27327	37561	0	500	500	7598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70246	0	70246	
170275	0	0	0	0	0	0	0	0	0	105443	0	0	0	0	0	129482	0	0	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	30994	125	0	0	0	2977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81790	47692	0	0	0	0	0	12042	0	0	1428	0	-660	888	0	0	0	888	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4427	0	0	0	4427	0	0	0	30994	4530	81790	63642	0	906	40895	63642	105443	0	0	0	23137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174960	0	174960	
170332	0	0	0	0	0	0	0	0	1190	129384	0	0	0	0	0	153231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23036	465	73	0	0	0	0	0	-184	1401	19960	0	0	0	0	0	0	0	0	0	2162	79045	72023	0	0	0	0	0	9265	0	3	406	0	-3007	131	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6237	868	0	0	5369	0	0	0	25308	22993	79045	86452	0	4599	39523	86452	130574	0	0	0	18294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203887	0	203887	
170640	0	0	0	0	0	0	0	0	0	12773	0	0	0	0	0	11786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	1168	0	0	35	1391	0	0	-149	2935	5618	0	200	0	0	0	0	0	0	0	0	4077	7709	0	0	0	0	0	430	0	0	135	0	-261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	0	3204	12597	4077	8215	0	2519	2039	8215	12773	0	4285	4285	3374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28643	0	28643	
170976	0	0	0	0	0	0	0	0	0	30335	0	0	0	0	0	35976	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	1632	289	0	0	3598	4177	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21900	14076	0	0	0	0	0	3213	40	145	186	0	-335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5375	12307	21911	16918	0	2461	10956	16918	30335	0	7655	7655	5563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57069	0	57029	
171133																																																																																																																																															
171656	0	0	0	0	0	0	0	0	0	55343	0	0	0	0	0	49963	0	0	0	275	275	275	0	0	0	0	0	0	0	0	0	0	0	829	15083	0	0	0	0	0	0	-327	0	31592	0	0	0	0	0	0	0	0	0	193	14787	34983	0	0	0	0	0	3530	0	0	0	0	-984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1104	47178	14787	38513	0	9436	7394	38513	55343	0	310	310	8323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99646	0	99646	
171759	0	0	0	0	0	0	0	0	0	100810	0	0	0	0	0	70914	1674	20925	20925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2941	3716	0	0	0	0	0	0	188	835	15695	1413	974	0	0	0	0	60	0	0	128	12055	58731	0	0	0	0	0	6653	0	165	1614	43	-804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4302	0	0	0	4302	0	0	0	3941	21153	13511	89823	0	4231	6756	89823	100810	0	0	0	12328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100067	0	100067	
