"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					76	0	42797					0			0	23784	0	0	0									
242	0	0					275	0	12397					4797			0	6998	3	0	400									
279	0	0					1664	32376	10436					25097			14637	3255	1	0	0									
354	0	0					0	0	6030					0			0	772	0	0	0									
457	0	0					138	159	345					1200			158	342	3	0	0									
505	0	4939					3328	0	72080					21000			0	31257	0	0	0									
1155	0	1008					228	61	30989					0			0	11938	0	0	12884									
1351	0	0					0	73531	2816					0			40968	0	0	0	0									
1454	0	8012					1017	0	332416					0			0	107945	32	0	0									
1557	0	0					218	0	24667					1764			0	3578	0	0	0									
1669	0	8546					916	43704	76365					0			25445	0	0	0	0									
1829	0	0					3965	0	100037					38960			0	25412	2100	0	7373									
1856	0	0					1440	0	20039					30000			0	0	0	0	0									
2040	0	0					1546	0	60876					0			0	29686	16	0	7587									
2161	0	0					823	1	27029					0			0	17082	0	0	0									
2376	0	0					47288	79712	338865					985160			0	0	0	0	0									
2554	0	0					17	0	3563					0			0	2886	0	0	0									
2732	0	0					174	0	101477					0			0	69145	0	0	0									
2750	0	0					527	0	14242					9897			0	4929	3943	0	0									
3177	0	34					6039	803	111644					113296			494	0	28	0	0									
3252	0	0					721	676	70409					4500			676	17879	0	0	0									
3458	0	0					192	2385	11978					0			2385	0	0	0	7500									
3720	0	5833					221	304	53442					0			304	8659	0	0	3432									
3971	0	0					2009	0	85578					22951			0	0	1007	0	0									
4156	0	256					694	0	39054					14400			0	19834	0	0	2498									
4231	0	0					0	0	48076					0			0	13466	0	0	0									
4437	0	0					707	0	87982					2243			0	17702	0	0	2554									
4839	0	0					1134	0	74427					22000			0	21873	0	0	10190									
5069	0	1243					0	0	35629					0			0	16865	5442	0	0									
5135	0	4400					1189	0	26399					17716			0	4050	0	0	0									
5210	0	0					4953	75407	121354					68000			0	38882	1049	0	53824									
5461	0	1501					2227	0	142476					15000			0	59620	0	0	0									
5751	0	4402					351	0	45764					5500			0	25774	0	0	0									
6039	0	0					79	0	11115					0			0	267	7	0	0									
6141	0	0					0	21801	0					0			12045	0	0	0	0									
6329	0	0					414	0	36174					0			0	5661	0	0	0									
7009	0	0					0	0	304656					0			0	69068	11243	0	0									
7045	0	0					829	0	99872					0			0	34502	0	0	0									
7072	0	0					1263	9693	6537					6000			1229	1932	0	0	0									
7157	0	1507					23	300	18940					0			300	12176	0	0	0									
7456	0	0					382	0	15129					0			0	11883	0	0	0									
7634	0	0					55	4	12102					0			0	4911	0	0	0									
8033	0	0					1221	0	8384					12600			0	1947	0	0	0									
8462	0	0					21	0	102336					0			0	15270	0	0	0									
8631	0	0					140	0	12820					0			0	0	0	0	0									
9357	0	0					484	0	71530					0			0	0	991	0	0									
9553	0	0					1570	25091	22285					35193			25091	2986	5752	0	0									
9807	59941	0					17596	393684	72367					240000			198721	55010	0	0	54842									
9955	0	985					752	0	30709					11000			0	22304	0	0	0									
10250	0	818					866	0	75892					0			0	16796	0	0	0									
10849	3980	0					549	18731	50210					0			0	1606	0	0	0									
11145	0	0					1011	0	19972					13144			0	11397	0	0	0									
11275	5004	0					8303	46772	13080					172035			18421	0	0	0	33790									
11640	0	0					3856	0	116502					36000			0	55920	0	0	0									
11837	0	0					479	0	46228					7000			0	4036	0	0	0									
12030	0	0					7699	3641	14438					0			2792	0	0	0	0									
12142	0	0					690	757	75892					4500			751	25507	0	0	0									
12179	0	321					725	101	837					1358			0	0	83	0	0									
12245	0	0					466	0	25948					4925			0	10915	0	0	0									
12311	0	4910	0	0	0	77311	331322	3496493	8362388	0	64107275	401976	57395567	4127731	213617	172806	8388	1714700	10049	0	784300	191126	536163	3083362	4450669	0	1391964	0	3816	
12647	0	0					310	13861	0					0			12258	0	0	0	0									
12656	0	0					29	850	0					0			650	0	0	0	0									
12937	0	0					690	0	2993					699			0	0	0	0	0									
12946	0	0					2896	0	168094					21197			0	91972	1653	0	0									
12955	0	0					222	225	3					2070			225	0	0	0	0									
13103	0	0					9114	0	283389					142948			0	5340	118144	0	0									
13251	0	547					311	0	1855					0			0	1305	0	0	0									
13457	0	0					0	0	5305					0			0	4577	19	0	0									
14052	0	0					152	0	7010					1000			0	2620	0	0	0									
14155	0	0					728	0	10253					4150			0	5836	14	0	0									
14650	0	0					45	2946	19					0			1445	0	0	0	0									
14753	0	0					9	14099	4100					0			9956	3616	0	0	0									
