"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP755	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	BROKERED DEPS LT 100K GE 250K	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	BRKRD DEP 100000 - 250000 MAT LE 1 Y	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP 100000 - 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	DEP OTHR TRNS ACCTS INDV PRTNRS CRPS	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
37	7897	0	5648	13514	0	22146	0	0	0	0	0	43420	0	327		23231	3419	4116	10652	0	2856	7796	9789	2790	1064	3177	3590	1042	16498	43093	0	0	435	0	8523	350	0	0	4241	0	0	true								
242	5031	0	379	6700	0	12575	0	0	0	0	0	16874	0	2510		4663	2891	1667	2875	0	583	2292	1349	439	1150	2521	269	349	12196	14364	0	0	239	0	2138	2151	0	0	1520	1750	0	true								
279	29636	0	0	10874	0	35498	0	0	0	0	0	104369	0	0		31352	1555	12931	19959	0	4835	15124	10056	1337	7895	15331	17685	915	35498	104369	0	0	5055	0	35838	5988	0	0	19416	3810	0	true								
354	1742	0	114	2378	0	2378	0	0	0	0	0	5434	0	1121		2125	1160	0	2125	0	679	1446	0	0	308	100	0	0	2264	4313	0	0	0	0	408	0	0	0	408	0	0	false								
457	5457	0	457	8076	0	10909	0	0	0	1500	0	28064	0	2226		6782	11695	1856	5103	0	1632	3471	1208	471	1678	1798	438	215	10452	25838	0	0	419	0	4129	0	0	1500	1976	1500	0	true								
505	175929	8	10491	22054	0	30801	0	0	0	0	0	349463	0	120288		22030	140391	5743	16841	0	7767	9074	4066	1123	5194	4124	1476	319	20302	229175	0	0	1891	0	7866	3247	0	0	6323	2995	0	true								
1155	760	1	6223	27455	0	114351	0	0	0	0	0	60994	0	1339		32152	9501	11046	18618	0	18644	8377	3536	1595	11161	4277	2376	767	107983	59655	144	0	4126	0	13722	4859	0	0	9315	2743	0	true								
1351	5557	0	8609	16140	0	30610	0	0	0	0	0	98415	0	5920		40108	17459	8941	30765	0	8969	21796	9343	0	7079	20480	7732	0	22001	92495	0	0	3287	0	25688	9603	0	0	20456	7103	0	false								
1454	803	0	11224	178813	0	306559	0	0	0	0	0	366620	1028	29993		43321	261838	25767	27087	0	13515	16946	8191	4669	25631	25366	5278	4383	295335	335599	0	0	7984	0	18398	42260	0	0	15549	11309	0	true								
