"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1061	75	9	0	988	11	0			0	0	
242	197	0	9	0	189	1	0			0	0	
279	842	187	17	0	733	95	0			0	0	
354	184	0	3	0	181	0	0			0	0	
457	494	0	5	0	489	0	0			0	0	
505	4169	60	10	0	4193	94	0			0	0	
1155	2081	458	54	0	2022	453	0			0	0	
1351	1317	135	7	0	1300	125	0	0	0	0	0	
1454	2870	60	64	0	2902	156	0			0	0	
1557	498	78	1	0	434	15	0			0	0	
1669	2869	64	18	0	2898	111	0			0	0	
1829	3582	175	207	0	3547	347	0			0	0	
1856	1046	0	3	0	1043	0	0			0	0	
2040	3594	60	40	0	3495	1	0			0	0	
2161	755	4	1	0	758	8	0			0	0	
2376	30620	-40	0	0	31036	376	0			0	0	
2554	177	12	0	0	165	0	0			0	0	
2732	3598	450	92	0	3508	452	0			0	0	
2750	630	-90	0	0	720	0	0			0	0	
3177	3392	331	0	0	3760	699	0			0	0	
3252	2811	450	188	0	2444	271	0			0	0	
3458	320	35	1	0	322	38	0			0	0	
3720	1701	6	51	0	1645	1	0			0	0	
3971	10919	2	586	0	11331	1000	0			0	0	
4156	1969	60	78	0	1854	23	0			0	0	
4231	757	110	14	0	679	46	0			0	0	
4437	1978	-137	176	0	2016	77	0			0	0	
4839	4884	1050	29	0	5323	1518	0			0	0	
5069	11800	-530	0	0	12330	0	0			0	0	
5135	4025	35	9	0	4039	58	0			0	0	
5210	14865	0	371	0	15172	678	0			0	0	
