"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	40	66															11	414	4	546	0	0	4	34	0	0	0	0	false	true	
242	100	85													61	66													true	true	
279			45	1653	28	3342	26	8604	110	1955	12	1261	3	762			14	569	9	1322	6	1584	29	411	2	311	0	0	false	false	
354			2	58	0	0	0	0	29	644	2	247	3	977			0	0	0	0	1	187	46	891	4	854	0	0	false	false	
457			8	245	13	1451	7	3327	58	1274	6	659	16	5931			8	365	13	1619	4	973	45	1123	8	970	5	1056	false	false	
505			8	415	42	6086	62	23965	270	5744	95	9044	55	10263			0	0	1	125	0	0	0	0	0	0	0	0	false	false	
1155			40	1656	49	5924	43	14197	209	4676	46	4263	45	16413			7	321	9	1172	9	2797	41	1046	9	1058	10	3026	false	false	
1351			168	4268	39	5387	30	11569	269	5075	34	4537	23	7611			39	1155	14	1567	8	1986	118	2525	16	1694	2	732	false	false	
1454			25	970	52	5841	59	24368	368	6941	41	3378	33	8156			0	0	9	1212	9	2262	47	1028	11	951	5	547	false	false	
1669			121	4475	49	7105	51	17535	265	5127	26	2268	17	6154			0	0	0	0	0	0	195	3579	8	954	3	1144	false	false	
1856			3	49	1	151	1	152	10	292	7	343	3	309			4	186	4	645	1	281	30	665	3	227	1	327	false	false	
2161			30	1299	26	3469	25	10089	126	2785	20	2091	8	2310			22	1142	13	2156	4	839	53	620	6	699	3	408	false	false	
2732			3	59	19	2470	77	41297	10	317	15	1840	27	10512															false	false	
2750			16	520	2	297	1	199	86	975	6	491	3	702			6	293	8	1152	9	2596	80	1810	31	2902	21	3247	false	false	
