"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					77	0	47098					0			0	35925	0	0	0									
242	0	0					180	0	11183					4700			0	7069	11	0	0									
279	0	0					2019	42139	9990					14358			10522	970	1	0	0									
354	0	0					5	0	3542					0			0	496	0	0	0									
457	0	0					429	51	143					6000			50	140	3	0	0									
505	0	3493					2514	0	63823					11000			0	22532	0	0	0									
1155	0	1003					231	25	26706					0			0	9639	0	0	1960									
1351	0	0					183	47965	5394					0			27329	0	0	0	0									
1454	0	21959					1258	0	407991					0			0	107350	65	0	0									
1557	0	0					229	0	12106					1864			0	2926	0	0	0									
1669	0	11977					176	41174	80344					0			33164	0	0	0	0									
1856	0	0					1899	3000	25288					40000			0	0	0	0	0									
2040	0	0					1084	0	49403					23000			0	32054	16	0	3089									
2161	0	0					363	0	15993					0			0	11239	0	0	0									
2376	0	0					27813	238770	88791					567726			0	0	0	0	0									
2554	0	0					19	250	3312					0			250	2405	0	0	0									
2732	0	0					174	0	88181					0			0	35897	0	0	0									
2750	0	0					285	0	9262					4353			0	3257	3856	0	0									
3252	0	0					663	0	81310					4400			0	13068	0	0	0									
3458	0	0					263	4060	6495					1563			4060	0	0	0	1500									
3720	0	2251					261	106	72245					0			106	2885	0	0	4637									
3971	0	0					5070	0	60520					81828			0	0	1000	0	0									
4156	0	999					264	0	41026					1500			0	21699	0	0	230									
4231	0	0					0	0	45420					0			0	15801	0	0	0									
4839	0	0					1185	0	77318					26669			0	34356	0	0	10838									
5069	0	0					0	0	24528					0			0	12629	742	0	0									
5135	0	26355					2016	0	49517					38026			0	5134	0	0	0									
5210	0	0					4535	47369	157635					87250			0	15116	1042	0	33806									
5461	0	998					2712	0	179216					0			0	71325	0	0	0									
5751	0	0					348	0	36478					4100			0	29051	0	0	0									
6039	0	0					304	0	22395					0			0	704	0	0	0									
6141	0	0					0	24014	0					0			14938	0	0	0	0									
6329	0	0					597	0	30363					0			0	6410	0	0	0									
7009	0	154391					0	0	294275					0			0	50316	14907	0	0									
7045	0	0					751	0	115571					0			0	47047	0	0	0									
7072	0	0					3072	0	15916					26150			0	3639	0	0	0									
7456	0	0					545	0	14466					4743			0	14204	0	0	0									
7634	0	0					98	2	12845					0			0	5266	0	0	0									
8033	0	0					1452	0	4818					12000			0	2790	0	0	0									
8462	0	0					21	0	84424					0			0	14722	0	0	0									
8631	0	0					336	0	14350					0			0	318	0	0	0									
9357	0	0					598	0	75406					0			0	0	983	0	0									
9553	0	0					2447	29611	26655					54441			29611	2352	2681	0	0									
9807	0	69745					11008	0	267490					90000			0	175966	1261	0	62293									
9955	0	999					921	0	49613					15879			0	41705	0	0	0									
10250	0	844					999	0	99918					0			0	31447	0	0	0									
10849	5474	0					551	37445	68317					0			0	7865	0	0	0									
11145	0	0					774	0	21580					15301			0	14542	0	0	0									
11640	0	0					4588	0	97822					53000			0	54517	0	0	0									
11837	0	0					512	0	42509					9800			0	4054	0	0	0									
12030	0	8153					7323	2657	17814					0			2146	0	0	0	0									
12142	0	0					922	461	76330					0			450	30278	0	0	0									
12179	0	717					729	26	841					1775			0	0	13	0	0									
12311	0	4996	0	0	0	34578	583019	8688399	14853006	0	102067828	0	90629566	6019600	546208	88798	5566	3426107	11503	0	516677	710269	443568	7426356	10196180	0	643340	0	3936	
12647	0	0					147	28927	0					0			25553	0	0	0	0									
12656	154	0					29	849	0					0			343	0	0	0	0									
12937	0	0					246	0	0					0			0	0	0	0	0									
12946	0	0					6553	0	201068					26474			0	117292	2870	0	0									
13103	0	0					6741	0	326420					107457			0	9181	153869	0	0									
13251	0	350					394	0	2071					0			0	1452	0	0	0									
13457	0	0					0	0	7284					0			0	5056	4	0	0									
14052	0	0					68	0	6506					0			0	3314	0	0	0									
14155	0	0					837	0	13368					5000			0	10323	34	0	0									
14650	0	0					47	3670	14					0			2171	0	0	0	0									
14753	0	0					9	9179	3921					0			7344	3525	0	0	0									
14865	0	0					649	3337	16458					0			3337	913	0	0	0									
14977	0	0					316	0	1782					7050			0	656	0	0	0									
16551	0	0					1555	29355	34086					5000			29355	29716	0	0	0									
16748	0	0					209	15880	7619					0			15880	0	0	0	0									
17110	100	0					219	100	37766					0			0	0	37766	0	0									
17147	0	0					23829	578166	887539					408320			237257	464408	0	0	142107									
17259	0	0					474	1616	11514					0			1616	10360	0	0	0									
17950	0	1499					1263	0	197758					0			0	57639	0	0	0									
17978	118500	0					3355	155650	0					3650			5844	0	0	0	0									
18050	0	0					505	20232	163019					30			17490	59689	0	0	0									
18135	0	0					619	24465	108189					9400			2177	26112	0	0	16002									
18827	0	0					4533	0	116836					0			0	43544	10844	0	0									
18836	0	0					380	0	11507					2713			0	6792	0	0	0									
18854	0	0					1047	0	0					0			0	0	0	0	0									
19356	0	0					364	0	23936					1657			0	9296	0	0	0									
19936	0	0					587	23022	31722					7884			4050	1982	0	0	0									
19972	0	0					32	24235	0					0			24025	0	0	0	0									
20053	0	0					126	0	12483					0			0	5295	0	0	0									
20633	0	0					890	0	63284					10000			0	24136	780	0	0									
20857	0	3989					340	0	70648					2897			0	60331	0	0	0									
21256	0	0					56	0	2241					0			0	0	0	0	0									
21359	0	253					320	235	8307					71			0	3751	0	0	0									
21630	0	0					342	0	24233					136			0	5579	0	0	0									
21658	0	3009					181	0	26482					3214			0	9332	0	0	0									
22048	0	0					1054	0	41808					9994			0	21629	0	0	0									
22543	0	0					365	0	3937					8100			0	1092	586	0	0									
22552	0	0					939	644	1884					4000			644	1519	0	0	0									
22730	0	0					352	0	75040					445			0	18916	0	0	5881									
22936	0	0					249	0	31752					0			0	0	0	0	0									
23456	0	0					455	368	26550					216			368	16494	0	0	0									
23504	0	0					34234	189603	792058					476674			60616	91320	0	0	846									
23643	0	0					730	0	76018					0			0	41747	0	0	0									
23755	0	0					470	0	55186					0			0	21115	0	0	0									
24006	0	1000					2653	371980	106579					50282			7763	0	0	0	0									
24378	0	0					433	0	10965					0			0	1193	0	0	0									
24453	0	0					2061	0	9889					20042			0	0	0	0	0									
24659	1995	0					5	5096	0					0			2302	0	0	0	0									
24668	0	0					5897	0	419362					0			0	361861	0	0	1589									
24949	0	0					1314	0	57141					0			0	1423	0	0	3000									
25357	0	0					3189	35852	21349					7000			0	165	0	0	0									
25647	0	0					0	0	3075					0			0	203	0	0	0									
26176	0	0					2916	0	11474					86000			0	0	0	0	0									
26242	0	0					2843	0	65132					22000			0	30477	0	0	5753									
26457	0	4241					0	0	4241					0			0	0	0	0	0									
26765	0	0					2010	1431	54318					0			1329	1764	0	0	0									
27070	0	0					1767	0	186193					0			0	73312	0	0	0									
27548	0	0					562	0	177702					11858			0	56587	2163	0	0									
27614	0	0					1717	0	183568					31800			0	60707	0	0	0									
27847	0	0					2093	574	146301					22189			0	59234	0	0	0									
28013	0	0					29771	9983	482626					604733			0	0	1098	0	4000									
28152	0	1042					560	4003	14246					674			2986	6162	0	0	0									
28255	0	3504					1233	0	52432					0			0	18428	0	0	0									
28406	0	0					9439	302833	15141					130000			0	0	15141	0	0									
28675	0	0					360	0	58396					8419			0	4016	30	0	0									
28732	0	0					227	0	16197					0			0	7131	0	0	0									
