"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	TEXTA545	
17464																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		170059	0	23418	1333	1007	3	758467	60820	373085	530	1155977	0	41000	0	0	0	0	0	0	0	0	172838	172	1578057	1	205959	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
17950																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	8406	371	928	3	141612	14077	104988	125	255934	0	0	0	0	0	0	0	0	0	0	8330	12	277396	2	23332	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
18050																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10542	638	516	1	215694	32183	65499	102	292251	0	0	0	0	0	0	0	0	0	0	17154	22	336205	1	37822	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
18135																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3448	271	986	3	118471	6562	52156	84	175061	0	0	0	0	0	0	0	0	0	6260	16184	28	238714	1	19110	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
18377																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4507	375	761	2	35253	2257	837	3	41358	0	0	0	0	0	0	0	0	0	0	0	0	44399	1	3184	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
18827																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	13677	565	834	3	200239	21695	131085	124	345835	0	0	0	0	0	0	0	0	0	0	18190	13	390635	1	38261	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
18836																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	14023	566	1193	4	116503	12165	9229	27	140948	0	0	0	0	0	0	0	0	0	3168	1754	5	158782	1	13163	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
18854																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2039	78	0	0	117228	4260	42388	77	161655	0	0	0	0	0	0	0	0	0	13670	12206	25	182159	1	20446	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
18957																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3001	191	0	0	19460	1745	2100	5	24561	0	0	0	0	0	0	0	0	0	0	0	0	26883	1	861	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
19356																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2676	499	0	0	54986	4492	7619	15	65281	0	0	0	0	0	0	0	0	0	0	1153	3	76313	1	8262	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
19730																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		339386	0	62648	3556	1547	5	1322873	87112	548828	661	1935896	0	0	0	0	0	0	0	0	0	12888	142001	178	2244044	1	178851	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
19936																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10759	356	1257	4	142186	20163	58651	88	212853	0	0	0	0	0	0	0	0	0	0	14492	20	240511	1	20500	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
19972																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	61903	3123	7200	21	69104	0	0	0	0	0	0	0	0	0	0	0	0	81617	1	12767	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
20053																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	8267	553	0	0	46980	6493	2375	5	57622	0	0	0	0	0	0	0	0	0	0	1925	4	67753	1	6198	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
20512																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5526	420	415	1	65362	8578	12212	19	83514	0	0	0	0	0	0	0	0	0	0	7743	10	99770	1	9599	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
20633																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	18575	785	556	2	210166	4360	58440	98	297020	9283	0	0	0	0	0	0	0	0	0	3259	8	332100	1	26791	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
20857																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1019	100	0	0	36997	2913	172211	40	210227	0	0	0	0	0	0	0	0	0	0	139408	11	188023	1	15768	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
21256																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2021	58	0	0	4952	499	1751	3	8724	0	0	0	0	0	0	0	0	0	0	745	2	9645	2	1033	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
21359																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2036	85	433	1	16300	1856	2522	6	21291	0	29	77	78	128	0	0	0	0	0	0	0	24558	1	2383	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
21630																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2357	94	0	0	44101	4736	21068	35	67526	0	0	0	0	0	0	0	0	0	0	3743	9	84095	1	7282	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
21658																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	13038	1085	939	3	102446	11617	13788	26	130213	2	0	0	0	0	0	0	0	0	0	1287	3	144192	1	14289	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
22048																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6135	316	1059	2	108709	12523	31186	53	147089	0	0	0	0	0	0	0	0	0	1602	3754	8	189164	1	17965	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
22356																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	9410	2095	254	1	197057	17569	82446	115	289167	0	0	0	0	0	0	0	0	0	1201	12758	23	365301	1	39093	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
22543																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3875	182	0	0	47348	6203	12794	18	64017	0	0	0	0	0	0	0	0	0	0	4592	3	79314	2	13178	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
22552																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1847	127	253	1	40178	3588	6670	15	48948	0	0	0	0	0	0	0	0	0	0	604	2	57545	1	4778	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
22730																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4169	259	0	0	77909	9912	12321	25	94399	0	0	0	0	0	0	0	0	0	0	3891	8	111470	2	12190	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
22936																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	12472	579	1201	4	186359	14017	29780	75	229812	0	0	0	0	0	0	0	0	0	0	6639	14	264290	1	18725	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
22954																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2946	185	0	0	54108	4465	10009	23	67063	0	0	0	0	0	0	0	0	0	0	1521	3	82326	1	8300	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
23045																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1054	51	0	0	15064	1452	15684	12	31803	0	0	0	0	0	0	0	0	0	0	0	0	39453	2	7913	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
23241																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		860	0	67489	4248	1183	4	1498223	136121	640558	232	2207453	0	50000	0	0	0	0	0	0	0	0	575114	98	2092429	1	28874	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
23456																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	7200	769	697	2	66353	6960	7322	16	81572	0	0	0	21	0	0	0	0	0	0	267	1	92477	1	9853	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
23504																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		0	0	10061	665	1842	6	459100	29324	607686	596	1078689	0	0	0	0	0	0	0	0	0	29999	143917	194	1193026	1	86419	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF								143917	
23540																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	12198	560	1035	3	102013	10912	60162	49	175410	0	0	0	0	0	0	0	0	0	0	6107	4	192998	1	10205	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
23643																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	8050	279	299	1	97842	10980	34076	53	140267	0	0	0	0	0	0	0	0	0	0	5905	11	155993	1	15502	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
23755																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	8556	498	541	2	86435	9013	34692	60	130224	0	0	0	0	0	0	0	0	0	0	3875	7	150662	1	13805	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
24006																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	57576	3552	1816	6	637190	45894	142039	268	838621	0	0	0	0	0	0	0	0	0	0	11694	22	928344	1	103265	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
24453																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1638	76	923	3	161146	3888	38555	69	202262	0	0	0	0	0	0	0	0	0	15336	17618	27	251084	1	12128	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
24659																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3060	217	352	1	26230	2571	3898	11	33540	0	0	0	0	0	0	0	0	0	0	672	1	37546	1	4692	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
24668																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10751	538	712	2	117534	13927	35393	54	164390	0	0	0	0	0	0	0	0	0	0	8268	17	198190	1	19008	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
24855																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	9786	860	3298	9	13084	0	0	0	0	0	0	0	0	0	0	1672	4	13495	1	949	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
24949																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	40967	2115	847	3	557682	44598	81932	142	681428	0	0	0	0	0	0	0	0	0	39106	21606	31	771753	1	69544	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
25357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1525	101	602	2	88256	6788	14971	23	105354	0	0	0	0	0	0	0	0	0	0	859	2	125995	1	11148	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
25647																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5338	206	1172	3	46230	2320	11145	31	63885	0	0	0	0	0	0	0	0	0	0	1135	3	67311	2	3342	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
26149																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2381	97	437	1	72443	4666	10136	26	85397	0	0	0	0	0	0	0	0	0	0	586	2	95626	1	5866	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
26242																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	17444	812	0	0	227915	23294	71770	82	317129	0	0	0	0	0	0	0	0	0	0	5535	11	389202	1	44650	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
26457																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	636	71	0	0	18270	1526	3204	5	22110	0	0	0	0	0	0	0	0	0	0	0	0	25177	1	2940	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
26765																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2226	72	0	0	88477	9260	103935	128	194638	0	0	0	0	0	0	0	0	0	0	10561	22	223913	1	24108	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
26859																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10475	723	0	0	157335	10510	119793	166	287604	0	0	0	0	0	0	0	0	0	0	40744	53	350361	1	33857	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
27548																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	20300	1174	1502	4	315724	33949	125010	151	462536	0	0	0	0	0	0	0	0	0	12731	15540	36	548340	1	47652	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
27614																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	26673	1681	3896	8	182076	27110	59367	64	272012	0	0	0	0	0	0	0	0	0	0	18594	9	316587	1	27855	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
27847																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	25918	1269	4409	13	267988	25688	76212	110	374527	0	0	0	0	0	0	0	0	0	0	9500	17	454538	1	41426	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
28152																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6597	533	0	0	46215	6604	12263	21	65077	0	0	0	0	0	0	0	0	0	0	2555	4	72568	2	6731	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
28255																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3453	131	468	1	141550	8191	82179	131	227651	0	0	0	0	0	0	0	0	0	0	20911	26	245424	1	19986	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
28349																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10259	518	704	2	114006	7136	25074	45	150043	0	0	0	0	0	0	0	0	0	0	3170	8	183664	2	15618	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
28406																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		95004	0	43762	3065	6706	12	577133	39432	93298	232	720899	0	0	0	0	0	0	0	0	0	0	690	2	862532	1	134964	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
28572																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4343	159	0	0	34467	2103	1247	3	40058	0	0	0	0	0	0	0	0	0	0	0	0	53690	1	4615	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
28732																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2496	107	0	0	51702	4377	11610	23	65808	0	0	0	0	0	0	0	0	0	0	2658	6	81440	1	8323	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
29104																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		290296	0	18909	887	3645	10	537279	33330	408590	473	1000797	32374	0	0	0	0	0	0	0	0	115748	67759	117	1301584	1	118058	34614	false			false			CONF	CONF	CONF	CONF	CONF	CONF	0	0	0	0	CONF	CONF	CONF	0	0	0	0	0	0	0		
29636																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	24451	1011	2787	8	367425	37402	154248	161	548911	0	0	0	0	0	0	0	0	0	0	16538	33	826113	1	75549	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
29953																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3162	160	0	0	41844	3550	14893	29	59899	0	0	0	0	0	0	0	0	0	2470	4488	9	82145	1	9866	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
30052																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	261	11	0	0	12130	2183	3260	11	15651	0	0	0	0	0	0	0	0	0	0	694	2	20840	1	2886	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
30258																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	16029	1072	776	2	304044	29594	58739	91	379588	0	0	0	0	0	0	0	0	0	25	32248	35	430682	1	8414	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
30418																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1976	173	0	0	350837	18963	1366	2	354179	0	0	0	0	0	0	0	0	0	123865	0	0	542529	1	37617	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
30502																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	25573	1622	263	1	417727	41578	148818	210	592382	0	0	0	0	0	0	0	0	0	0	17878	27	800354	1	63537	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
30650																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6969	440	0	0	86771	6230	14266	27	108005	0	0	0	0	0	0	0	0	0	0	4703	8	141442	1	12470	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
30810	35462154	0	897408	0	0	0	0	0	0	1195442	62656307	1	6663771	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	0	0	0	728704	CONF	CONF	0	1321959	0	1693318	56758	96220	339	30427627	13315887	3244989	7738											0	78116	9											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	0	0	802971	0	0	0	0		
31134																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5833	362	527	1	60177	7745	16038	19	82633	58	0	0	0	0	0	0	0	0	0	705	2	110766	1	14929	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
31255																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	11796	359	1388	3	197443	6692	159438	184	370066	0	0	0	0	0	0	0	0	0	4087	24180	38	421823	1	35558	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
31657																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5991	166	296	1	72766	5232	18752	33	97805	0	0	0	0	0	0	0	0	0	0	1953	5	109572	1	11385	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
31826																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	17971	496	1648	5	150439	14647	33291	55	203349	0	0	0	0	0	0	0	0	0	0	9132	19	241807	1	36773	2500	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
31835																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2730	130	264	1	54927	5183	38009	42	95930	0	0	0	0	0	0	0	0	0	0	4014	9	120836	1	12386	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
32234																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3353	134	0	0	48284	4380	13094	18	64731	0	0	0	0	0	0	0	0	0	0	1139	4	97248	1	11652	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
32766																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1624	108	0	0	38210	2848	7223	17	47057	0	0	0	0	0	0	0	0	0	0	1586	5	52905	1	4646	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
33147																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	19155	856	510	2	230153	16489	92440	201	342258	0	0	0	0	0	0	0	0	0	3002	12939	26	374294	1	34359	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
33259																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	35994	2420	585	2	384656	24316	94246	186	515481	0	0	0	0	0	0	0	0	0	0	19430	31	587835	1	42792	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
33268																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4754	181	1389	3	74139	6609	30185	54	110467	0	0	0	0	0	0	0	0	0	0	3824	7	123115	1	10180	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
33754																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	990	52	0	0	25625	2484	1534	4	28149	0	0	0	0	0	0	0	0	0	0	310	1	34197	2	4415	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
33839																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1543	144	0	0	22811	1843	3987	8	28341	0	0	0	0	0	0	0	0	0	0	1624	2	32441	1	3260	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
33857																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5771	311	0	0	76137	3983	13986	27	95894	0	0	0	0	0	0	0	0	0	0	2496	5	120260	1	10685	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
34153																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	30385	1973	641	2	324282	20480	48360	56	403668	0	0	0	0	0	0	0	0	0	0	48360	56	460589	1	25096	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
34359																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2287	101	0	0	19996	1530	1649	4	23932	0	0	0	0	0	0	0	0	0	0	624	1	30771	1	6166	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
34425																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	11413	603	303	1	223816	17952	31703	70	267235	0	0	0	0	0	0	0	0	0	0	2446	7	328867	1	24327	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
34434																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	16830	569	2777	5	137879	11769	76008	110	233494	0	0	0	0	0	0	0	0	0	0	71613	99	257900	1	20137	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF								N/A	
34452																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4553	180	1319	2	64277	5905	21472	29	91621	0	0	0	0	0	0	0	0	0	0	301	1	106970	1	10875	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
34537																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		265820	0	54007	3719	2591	7	1258981	108490	391093	549	1706672	0	0	0	0	0	0	0	0	0	6855	93740	115	2082209	1	193725	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
34555																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	18692	1048	1860	5	120229	9795	31706	49	172487	0	0	0	0	0	0	0	0	0	7372	5521	10	200070	2	20746	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
34742																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	12667	574	262	1	193376	15042	45962	90	252267	0	0	0	0	0	0	0	0	0	0	8944	15	277229	1	22929	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
34836																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2284	122	251	1	22615	1032	2251	3	27401	0	0	0	0	0	0	0	0	0	0	1042	1	28563	1	1870	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
35057																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2355	143	0	0	78602	7304	15380	34	96337	0	0	0	0	0	0	0	0	0	0	1641	4	114648	1	9553	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
35301	132171336	103551787	0	0	0	0	0	0	620990	957385	159303682	1	11619395	184268	false			true	64214099	97499909	CONF	CONF	CONF	CONF	CONF	CONF	0	0	0	0	CONF	CONF	103551787	1033109	0	0	0	0	0	267362	10089	28352187	3242											0	27314328	3222											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	0	0	0	0	0	0	0		
35570																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		590160	0	527107	26809	26314	79	4729923	450203	1610003	2052	6893347	0	0	0	0	0	0	0	0	0	0	186691	249	9893309	1	821609	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
35646																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1416	144	256	1	29342	3120	5756	12	36770	0	0	0	0	0	0	0	0	0	0	1039	2	48787	2	11302	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
35842																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4819	262	509	2	105329	8461	41147	66	151804	0	0	0	0	0	0	0	0	0	0	4328	7	168012	1	12778	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
