"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								11644										
242								1160										
279								6133										
354								455										
457								1931										
505								75170	0	0	0	0	1058	3504	0	3504	70608	
1155								41617										
1351								5648										
1454								105051	9968	0	0	0	5714	2293	0	2293	87076	
1557								2811										
1669								27511										
1829								47831	2744	0	0	0	1842	8056	0	8056	35189	
1856								73659										
2040								8395										
2161								15754										
2376								8410	0	0	0	0	2253	4857	0	4857	1300	
2554								3596										
2732								67205	2459	0	0	0	2772	14490	0	14490	47484	
2750								2590										
3252								5244										
3458								4515										
3720								24982										
3953								3926										
4156								5065										
4231								8527										
4437								16522										
4839								5819	1538	0	0	0	1491	1586	0	1586	1204	
5005								18281	1026	0	0	0	1324	3331	0	3331	12600	
5069								71027	0	0	0	0	152	2757	0	2757	68118	
5135								38171	0	0	0	0	2734	176	176	0	35261	
5210								54995	7492	0	0	0	5380	1712	0	1712	40411	
5331								17391	1281	0	0	0	1644	8914	0	8914	5552	
5461								26366	10876	0	0	0	6299	369	0	369	8822	
5751								1222										
6039								21108										
6141								5743										
6329								48091	471	0	0	0	5300	14481	0	14481	27839	
6972								51704	5082	0	0	0	4048	62	0	62	42512	
7009								7855	245	2000	2000	0	15	5570	0	5570	25	
7045								22214										
7157								630										
7456								5354										
7634								9454										
8033								13715										
8462								16945										
8631								4536										
9357								10360	8794	0	0	0	592	812	0	812	162	
9553								7050										
9807								139184	10738	0	0	0	4571	12862	0	12862	111013	
9955								16929										
10250								40219	4335	0	0	0	1268	11116	11116	0	23500	
10849								21768	339	0	0	0	1196	4992	0	4992	15241	
10858								26309	5009	0	0	0	1639	14015	0	14015	5646	
11145								9707										
11640								22400	65	0	0	0	2700	17883	0	17883	1752	
11837								1636										
12030								18610	12	0	0	0	3205	2984	0	2984	12409	
12142								8809										
12245								2077										
12311	2334707	692457	0	1263	0	160647	1480340	2334707	428214	1263			264243	160647			1480340	
12647								15367										
12656								417	0	0	0	0	178	230	0	230	9	
12937								42182										
12946								10789	4764	0	0	0	3563	2320	0	2320	142	
12955								11107										
13103								34656	0	0	0	0	2658	13193	0	13193	18805	
13251								12760										
13457								1032										
14052								9870										
14155								2162										
14650								3784										
14753								3717										
14865								11420										
14977								11868										
16458								24769										
16551								15084										
16748								5485										
16944								9168										
16953								9154										
17110								17341										
17147								73856	0	0	0	0	20247	53609	0	53609	0	
17259								2640										
17464								233637	16771	0	0	0	9962	10413	0	10413	196491	
17950								13989										
18050								34837	231	0	0	0	3747	6671	0	6671	24188	
18135								5240										
18377								16483										
18827								33731	3560	0	0	0	2063	11686	0	11686	16422	
18836								8453										
18854								32476										
18957								1976										
19356								2263										
19730								255610	4406	0	0	0	16062	15091	0	15091	220051	
19936								58368										
19972								25078										
20053								4042										
20512								3905										
20633								8360	1681	0	0	0	2763	3898	0	3898	18	
20857								48278										
21256								1749										
21359								2461										
21630								2200										
21658								8194										
22048								17193										
22356								9042										
22543								12210										
22552								954										
22730								9370										
22936								30959	0	0	0	0	1706	399	0	399	28854	
22954								7910										
23045								8152										
23456								1351										
23504								92535	9053	0	0	0	4533	3889	0	3889	75060	
23540								45316										
23643								9158										
23755								9061										
24006								105194	3655	0	0	0	3544	6116	0	6116	91879	
24453								41147	1380	0	0	0	685	128	0	128	38954	
24659								4265										
24668								11584										
24855								9790										
24949								134661	0	0	0	0	5697	10034	0	10034	118930	
25357								2882										
25647								1605										
26242								10687	0	0	0	0	2207	3527	0	3527	4953	
26457								340										
26765								18574										
26859								93253	14	0	0	0	2446	88561	0	88561	2232	
27548								14058	0	0	0	0	4620	9358	0	9358	80	
27614								10822										
27847								17119	0	0	0	0	3210	9000	0	9000	4909	
28152								8131										
28255								112968										
28349								2689										
28406								148544	30	0	0	0	2522	9391	0	9391	136601	
28572								5418										
28732								4360										
29104								113080	0	0	0	0	2546	10374	0	10374	100160	
29636								54402	8022	0	0	0	7040	39340	0	39340	0	
29953								2541										
30052								4994										
30258								53467	5018	0	0	0	2057	1104	0	1104	45288	
30418								152	0	0	0	0	0	48	0	48	104	
30502								66750	5068	293	0	293	3190	1101	0	1101	57098	
30650								8123										
30810	4019102	311832	114180	0	0	287898	3305192	4019102	311288	114180			544	287898			3305192	
31134								23571										
31255								24070	3040	0	0	0	1360	2449	0	2449	17221	
31657								2337										
31826								30588										
31835								4563										
32234								22584										
32766								18041										
33147								13994	1393	0	0	0	1815	263	0	263	10523	
33259								69474	4	0	0	0	1264	1647	0	1647	66559	
33268								10473	1445	0	0	0	701	532	0	532	7795	
33754								6206										
33839								10045	0	0	0	0	246	9799	0	9799	0	
33857								3906										
34153								74760	8844	0	0	0	3849	2400	0	2400	59667	
34359								1785										
34425								21441	1	0	0	0	1851	2491	0	2491	17098	
34434								9428										
34452								2565										
34537								116885	0	0	0	0	8472	4769	0	4769	103644	
34555								9908										
34742								6239	7	0	0	0	1482	2728	0	2728	2022	
34836								2240										
35057								3445	0	0	0	0	945	2500	2500	0	0	
35301	45399421	88484	336982	21777061	0	37448	23159446	23285378	88482	0			2	37448			23159446	
35570								84824	0	0	0	0	15476	4404	0	4404	64944	
35646								7273										
35842								4538										
36054								336365	12096	0	0	0	2692	38801	0	38801	282776	
36344								17863	20	0	0	0	2349	5788	0	5788	9706	
36456								7907										
36858								7795										
36933								8149										
37051								9881										
37341								1978										
37378								22953										
37435								114031	13	0	0	0	9238	11626	0	11626	93154	
37640								58607	0	0	0	0	6942	41654	0	41654	10011	
37659								1510										
37743								11171										
37949								3759										
38535								30181	3719	0	0	0	1883	293	0	293	24286	
38740								28329										
39327								30259	3537	0	0	0	6179	19277	0	19277	1266	
39420								40648	7370	0	0	0	8629	24388	0	24388	261	
39475								325830	22747	0	0	0	17021	34347	0	34347	251715	
39756								39956	6819	0	0	0	2519	1709	0	1709	28909	
40033								7391										
40350								7474										
40707								51007										
40855								4728										
41245								4416										
41553								4562										
41629								15230										
41759								5030										
41825								5940										
41937								2280										
41955								788										
42037								11718										
42055								3637										
42354								11586										
42420								89274	50637	0	0	0	32988	904	0	904	4745	
42448								15827	3395	0	0	0	3871	129	0	129	8432	
42457								4504										
43052								8693										
43351								754										
43454								2638										
43744								9842										
43856								16133										
43959								10366										
44040								18170										
44433								22582	0	0	0	0	693	12159	0	12159	9730	
44741								34425	0	0	0	0	3095	929	0	929	30401	
44750								3887										
44929								9238										
45038								14442										
45047								13552										
45056								7739										
45430								24530										
45458								329										
45551								37319	4	0	0	0	2783	9532	0	9532	25000	
45560								65968	18387	0	0	0	2920	13069	0	13069	31592	
45775								21494										
46053								9741										
46941								7108										
47153								5385										
47247								18121										
47256								7478										
47452								20814										
47500								16091	2174	0	0	0	741	5867	0	5867	7309	
48057								19653										
48150								6886										
48374								11808	4517	0	0	0	3376	750	0	750	3165	
48440								8664										
49054								4048										
49148								2460										
49241								8137	0	0	0	0	3369	740	0	740	4028	
49344								14133										
49643								604										
49652								2135										
49821								68929	0	0	0	0	3651	20258	0	20258	45020	
49858								5316										
49951								13269										
50144								1520										
50461								20559										
50546								3144										
50854								10511										
50957								8512										
51253								3191	41	0	0	0	1302	1848	0	1848	0	
51356								1808										
51459								6370										
51730								16516										
51842								3939										
52410								1730										
52719								2967847	0	0	0	0	0	1022447	1022447	0	1945400	
52951								2966										
53033								651767	22359	468	0	468	5033	28123	619	27504	595784	
53051								11766										
53239								23534										
53453								1930										
53752								8848										
54049								17202										
54058								12534										
54375								13594	0	0	0	0	3245	10349	0	10349	0	
54441								3800										
54656								8037	0	0	0	0	3033	743	0	743	4261	
55176								25631	0	0	0	0	904	24727	0	24727	0	
55336								42310	3328	0	0	0	5764	363	0	363	32855	
55635								8114										
55653								12683										
56258								4812										
56351								68597	9168	0	0	0	9459	3986	0	3986	45984	
56427								3747										
56548								6924	808	0	0	0	786	327	0	327	5003	
56557	49459	38288	0	1	0	3767	7403	49459	34900	1			3388	3767			7403	
56717								10345	5673	0	0	0	1197	278	0	278	3197	
57040								4239										
57228								31519										
57255								26311										
57451								17340	1	0	0	0	1521	4117	0	4117	11701	
57572								4444										
57956								11618										
58074								3006										
58207								15308										
58225								8598										
58243	358254	57480	0	791	0	3319	296664	358254	45444	791			12036	3319			296664	
58355								2830										
58551								1924										
58636								26502										
58757								8480										
58971								362367	65365	115	0	115	13664	3047	0	3047	280176	
59316								37168	7326	0	0	0	3994	604	0	604	25244	
59352								30000										
59679								5506										
59754								1394										
60143	5217224	924892	0	82636	0	43616	4166080	5167521	688806	32933			236086	43616			4166080	
60330								13995	7277	0	0	0	4935	1301	0	1301	482	
60433								3307										
60545								4320										
60554								6820										
60648								66801										
61122								78531	10586	0	0	0	5899	39880	0	39880	22166	
61355								59825	5747	0	0	0	2385	3608	0	3608	48085	
61476								29832										
61757								31238										
61832								9322										
61953								9986										
62044								2434										
62110								509										
62147								3506										
63050								4879										
63069	392249	241326	780	53892	5970	29894	60387	392249	193902	54672			47424	35864			60387	
63078								115833	16973	0	0	0	5313	31046	0	31046	62501	
63201								2231										
63359								14297										
63573								12025	1451	0	0	0	476	7623	0	7623	2475	
63733								19608	218	0	0	0	3720	15670	0	15670	0	
63742								5382										
63751								541										
64150								21354										
64543								24664	14	0	0	0	4128	12661	0	12661	7861	
64552								601										
64619	219038	29783	0	0	0	5370	183885	219038	24950	0			4833	5370			183885	
64730								22536										
65205								108717	1334	0	0	0	1524	4611	0	4611	101248	
65241								8158										
65513	143288	469	6604	1471	0	23691	111053	143288	0	8075			469	23691			111053	
65559								96664	1134	0	0	0	2053	592	0	592	92885	
65746								59038	22	0	0	0	3859	55157	0	55157	0	
65858								41480	14104	0	0	0	15227	6216	0	6216	5933	
66015	44242	187	0	3254	0	6482	34319	44242	0	3254			187	6482			34319	
66154								5339										
66172								27045	1776	0	0	0	1968	139	0	139	23162	
66275								15510										
66837								38009	0	0	0	0	1974	35741	0	35741	294	
67142								7349										
67151								32706	2882	0	0	0	1562	26801	0	26801	1461	
67209								11360	2336	0	0	0	1373	5180	0	5180	2471	
67254								9412										
67311								320644	6413	23	0	23	59544	138605	575	138030	116059	
68345								3673										
68448								7747										
68756								5724										
68831								12745										
68840								2751										
68859								46672	10	0	0	0	3055	5190	0	5190	38417	
68943								14559										
69333								125513	9439	0	0	0	6303	4395	0	4395	105376	
69678								47254	289	0	0	0	3215	33763	0	33763	9987	
69847								2360										
70049								17648	0	0	0	0	2752	10074	0	10074	4822	
70058								3820										
70218								3162										
70414								18725	2	0	0	0	1989	3777	0	3777	12957	
70638								4764										
70955								5919										
71318								22803	5209	0	0	0	2163	9214	0	9214	6217	
71457								4785										
71859								2088										
72258								8787										
72351								1684										
72454								5051										
72678								5031	44	0	0	0	1426	3561	0	3561	0	
73031								13599										
73116								31089	3517	0	0	0	1997	1059	0	1059	24516	
73152								2065										
73554								11722										
73956								6014										
74056								14476										
74140								30837	9840	0	0	0	6572	14238	0	14238	187	
74159								918										
74403								28662	6422	0	0	0	2706	4196	0	4196	15338	
74449								3797										
74458								21401										
75053								21056	4	0	0	0	1491	410	0	410	19151	
75259								17691										
75446								3409										
75455								19143										
75558								47947										
75633	18080324	1282406	0	1060485	0	41835	15695598	18080324	1006982	1060485			275424	41835			15695598	
75651								1223										
76135								9496										
76153								2104										
76443								5097										
76854								2652										
77150								3850										
77253								3627										
77422								33097										
77758								48815	6886	0	0	0	1500	25621	0	25621	14808	
77851								24939	7438	0	0	0	1866	4028	0	4028	11607	
78036								22014										
78157								18231										
78241								3392										
78559								6985										
78858								76142	4635	0	0	0	1071	1927	0	1927	68509	
79042								2669										
79127								2560										
79145								2161										
79257								5474										
79855								18311										
80020								4137										
80150								70110										
80431								2238										
80552								5293										
80936								8529										
81429								19169										
82033								4238										
82257								2922										
82350								4925										
82659								3446										
83151								19331										
83236								9063										
83375								10418	2000	0	0	0	2769	192	0	192	5457	
83638	139290	4257	0	395	0	14441	120197	139290	442	395			3815	14441			120197	
83834								11555										
83852								3837										
83955								7112										
84046								778										
84055								9042										
84251								2907										
84541								38130	8	0	0	0	4908	16154	0	16154	17060	
84804								4282										
85052								1575										
85258								16245										
85454								8544										
85931								3827										
86349								18726										
86358								3238										
86527								61353	6579	0	0	0	5328	18205	0	18205	31241	
86554								10510										
87047								2208										
87159								5098										
87234								28976	0	0	0	0	1857	5862	0	5862	21257	
87476								20255										
88240								1283	0	0	0	0	324	959	0	959	0	
88259								6327										
88352								13328										
88455								13198										
88530								26430										
88950								2524										
89032								12799										
89135								2779										
89751								10632	6757	0	0	0	2954	921	0	921	0	
89854								11234										
89957								2037										
90047								2650										
90328								12899	1	0	0	0	3962	6292	0	6292	2644	
90337								54593	2791	0	0	0	4796	1787	0	1787	45219	
90645								26025										
90739								9931										
91156								4838										
91259								5182										
91615								2749										
91651								7284										
91754								2719	0	0	0	0	1315	137	0	137	1267	
91950								2269										
92050								14143										
92144								1949										
92706								20758										
92854								4332										
92902								4199										
93244								20361										
93413								3101										
93543								10306										
93619								20136										
93721								1364527	3381	0	0	0	82985	105132	0	105132	1173029	
93758								8679										
94139								65239	0	0	0	0	8045	6943	0	6943	50251	
94456								2610										
94522								28142	4396	0	0	0	2819	10454	0	10454	10473	
94755								2733										
94858								3742										
95051								13670										
95659								6874										
96553								1645										
97055								2813										
97279								10725										
97457								2057										
97804								8195	0	0	0	0	1347	5575	0	5575	1273	
97943								3055										
98351								10820										
98454								26208										
98463								73328	135	0	0	0	2347	10406	0	10406	60440	
98548								10816										
98641								8337										
98717								19858										
99059								131388	262	0	0	0	3799	73713	0	73713	53614	
99143								21068										
99255								1480										
99442								5346										
99536								66048	3194	0	0	0	2392	7582	0	7582	52880	
99853								8155										
99974								8337										
100236								23872										
100357								20754	5599	0	0	0	3422	11170	0	11170	563	
100553								1989										
100562								522636	6122	0	0	0	22953	68483	0	68483	425078	
100843								7427	70	0	0	0	2286	4592	0	4592	479	
101019	503655	8421	0	17328	0	7129	470777	503655	6103	17328			2318	7129			470777	
101037								32335	6415	0	0	0	8882	2922	0	2922	14116	
101345								1893										
101439								19799										
101671								58314	3	122	0	122	3437	5403	0	5403	49349	
101738								21445										
101952								13862										
102155								1132										
102333								5613										
102342								16346										
102539								16035										
102557								5781										
103134								3473										
103255								56254	15450	0	0	0	21108	6096	0	6096	13600	
103563								3641										
103602								51										
104056								10941										
104234								7108										
104430								18296										
104542								4227										
105026								13510	2181	0	0	0	2377	7913	0	7913	1039	
105053								24073										
105071								23630										
105222								12898										
105530								3264										
105633								5849										
106359								51117	14076	0	0	0	7345	2175	0	2175	27521	
106377								39226	12347	0	0	0	5718	20165	0	20165	996	
106452								27975	3404	0	0	0	1924	2703	0	2703	19944	
106519								2487										
106546								9866										
106658								30014	5763	0	0	0	2584	11208	0	11208	10459	
107057								1705										
107226								17592										
107244								69497	780	0	0	0	23483	40207	0	40207	5027	
107431								8670										
107459								1771										
