"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	50	60															15	543	6	820	1	311	3	84	0	0	0	0	false	true	
242	98	84													67	94	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279	88	65															10	496	2	211	1	377	36	411	0	0	0	0	false	true	
354			2	49	0	0	1	111	21	267	0	0	0	0			6	224	4	373	0	0	43	636	0	0	0	0	false	false	
457			13	486	14	1894	4	1674	46	1160	7	681	15	6880			15	575	14	2037	5	1483	47	1192	10	869	12	3487	false	false	
505			10	511	34	3991	41	15070	207	4722	54	5349	26	7958															false	false	
1155			35	1395	42	4956	42	14063	218	4875	46	4639	41	10573			13	490	11	1402	7	2504	53	1259	11	1292	6	2066	false	false	
1351			139	3349	24	2986	23	8136	199	3642	30	3387	15	5323			60	2039	21	2778	10	3100	130	2560	11	1294	3	891	false	false	
1454			34	1426	60	6172	55	19501	444	7339	51	4869	31	7172			5	172	6	844	8	2715	59	1484	8	819	6	1509	false	false	
1557	7	128															10	452	14	1958	8	1083	221	5378	59	6705	20	3015	false	true	
1669			75	2409	25	2959	11	2572	165	3057	16	1561	9	3268			1	9	1	18	0	0	140	2567	2	220	1	368	false	false	
1829			71	2922	63	7741	73	28344	78	2741	27	3233	18	4974															false	false	
1856			8	248	2	140	2	436	18	466	48	3665	7	1471			4	181	2	400	3	971	19	332	1	122	0	0	false	false	
2040			30	1556	27	3334	38	10909	82	1938	21	2006	33	13007			4	177	6	987	2	374	9	243	2	177	1	285	false	false	
2161			32	1147	7	895	2	372	236	4441	38	4053	15	5006			1	16	0	0	0	0	78	1964	20	2359	9	2035	false	false	
2376			6	296	41	6243	166	71345	14	505	1	67	3	1598															false	false	
2554	3	31															9	149	11	1748	0	0	33	917	2	209	1	274	false	true	
