"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP755	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	BROKERED DEPS LT 100K GE 250K	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	BRKRD DEP 100000 - 250000 MAT LE 1 Y	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP 100000 - 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	DEP OTHR TRNS ACCTS INDV PRTNRS CRPS	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
37	8460	0	6838	13398	0	24009	0	0	0	0	0	41795	0	373		22308	3119	3868	11396	0	2388	9008	9570	1342	627	3261	3567	452	17171	41422	0	0	311	0	7555	352	0	0	3888	0	0	false								
242	5359	0	653	6440	0	12448	0	0	0	0	0	17342	0	3468		4595	3322	1449	2734	0	1370	1364	1454	407	1325	1796	270	675	11795	13874	0	0	0	0	1663	2403	0	0	767	2153	0	true								
279	32318	0	0	10880	0	37850	0	0	0	0	0	108467	0	0		31530	1603	12752	18493	0	5275	13218	11759	1277	7170	14553	20381	913	37850	108467	0	0	4508	0	36471	6546	0	0	19042	2680	0	true								
354	2531	0	147	2716	0	2716	0	0	0	0	0	5767	0	1165		1744	1185	0	1744	0	470	1274	0	0	208	100	0	0	2569	4602	0	0	0	0	308	0	0	0	308	0	0	true								
457	6640	0	401	6234	0	9381	0	0	0	1500	0	27266	0	2574		6416	10344	1922	4902	0	846	4057	1012	501	1992	1059	700	115	8980	23192	0	1500	518	0	2366	1500	0	1500	1551	1500	0	true								
505	180062	0	8186	14855	0	28312	0	0	0	0	0	360603	0	120410		20432	149169	5853	15813	0	6141	9672	3600	1019	4567	4946	1321	106	20126	240193	0	0	1816	0	7942	2998	0	0	6766	2747	0	true								
1155	832	1	6794	26336	0	117251	0	0	0	1750	0	62923	0	1341		33031	9887	10040	17842	0	16914	8843	5319	1955	10390	3201	4547	1035	110341	61582	115	0	3888	1750	14565	4608	1750	0	8078	2247	0	true								
1351	5721	0	10628	17279	0	34383	0	0	0	0	0	97159	0	7416		38692	18341	8841	29334	0	8420	20914	9358	0	8635	17873	7897	0	23755	89743	0	0	3536	0	24654	9751	0	0	19855	6653	0	false								
1454	767	0	11451	317799	0	453253	0	0	0	0	0	403347	1018	22955		42966	299746	26075	25441	0	14344	14759	8319	5544	26519	21679	5661	6009	441802	379374	0	0	8395	0	18892	40976	0	0	12227	12011	0	true								
