"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCOAS540	RCOWH312	
192857																																																																																								24342	1804	1804	11.7774%	16.8800%	15.6290%	22538	144206	191366	2524	0			8.8800%							21008	191366								0	0	0		0	1530	15.6290%	1	0	25062	0	0	0	2524		0	0	0		0	22538	0	0	22538	0	0	0	0	0	0	0	0	0	1804	0	0		0			
193162																																																																																								13312	1070	1070	9.7032%	15.6083%	14.3537%	12242	85288	126164	0	3406			7.6083%							8267	129970								0	0	0		0	4375	14.3537%	1	0	12642	0	400	0	0		0	0	0		0	12242	0	0	12242	0	0	0	0	0	0	0	0	0	1070	0	400		0			
193247																																																																																								12190	670	670	11.7370%	17.7941%	16.8160%	11520	68506	98151	75	0			9.7941%							5421	99841								0	0	0		0	7789	16.8160%	1	0	13285	1690	0	0	75		0	0	0		0	11520	0	0	11520	0	0	0	0	0	0	0	0	0	670	0	1690		0			
193537																																																																																						127490	0				18.8015%			24390		129724	602	0										14390	129724	0	0.0000%	0	0	383	383	0.3004%	0	0	0	0	1	10000		1	0	24992	0	0	0	602		0	0	0		0	24390	0	0	24390	0	0	0	0	0	0						0		0	3352		
193649																																																																																						270860	0				15.2265%			41424		272052	1095	0										35524	272052	0	0.0000%	35237	0	233	35470	13.0953%	0	0	0	0	1	5900		1	0	42519	0	0	0	1095	0	0	0	0		0	41424	0	0	41424	0	0	0	0	0	0						0		0	0		
193809																																																																																								213503	9459	9459	12.0828%	16.2827%	15.5613%	204044	1311228	1688709	-7069	0			8.2827%							204044	1688709								0	0	0		0	0	15.5613%	1	0	196975	0	0	0	7198		0	-14267	0		0	204044	0	0	204044	0	0	0	0	0	0	0	0	0	9459	0	0		0			
194440																																																																																								19016	1654	1654	7.9101%	12.0886%	11.0372%	17362	157305	219492	186	0			4.0886%							14675	219492								0	0	0		0	2687	11.0372%	1	0	17548	0	0	0	186		0	0	0		0	17362	0	0	17362	0	0	0	0	0	0	0	0	0	1654	0	0		0			
194570																																																																																								20788	912	912	14.6180%	22.7579%	21.7595%	19876	91344	135969	56	0			14.7579%							11702	135969								0	0	0		0	8174	21.7595%	1	0	19932	0	0	0	56	0	0	0	0		0	19876	0	0	19876	0	0	0	0	0	0	0	0	0	912	0	0	0	0			
194936																																																																																						195864	0				19.6210%			37561		191433	1043	0										27603	191433	0	0.0000%	0	0	145	145	0.0740%	0	0	0	0	1	10025		1	0	38671	0	0	0	1110	0	0	0	0		0	37561	0	0	37561	0	0	0	0	0	0						0		0	145		
195111																																																																																								118863	10563	10563	9.6665%	13.5968%	12.3885%	108300	874196	1120363	-2558	-4655			5.5968%							65386	1117327								0	0	0		0	44532	12.3885%	1	0	107360	1409	210	0	1411	0	0	-3970	0		0	108300	0	0	108300	0	0	0	0	0	0	0	0	0	10563	0	1619	0	0			
195157																																																																																						61918	0				10.8328%			6721		62043	234	0										3921	62043	0	0.0000%	3178	0	267	3445	5.5638%	0	0	0	0	1	2800		1	0	6955	0	0	0	234		0	0	0		0	6721	0	0	6721	0	0	0	0	0	0						0		0	0		
195456																																																																																						94100	0				8.6623%			8078		93255	89	0										3478	93255	0	0.0000%	4025	0	383	4408	4.6844%	0	0	0	0	1	4600		1	0	8167	0	0	0	89		0	0	0		0	8078	0	0	8078	0	0	0	0	0	0						0		0	0		
196752																																																																																						120356	0				11.2053%			13129		117168	0	0										4531	117238	0	0.0000%	9666	0	5	9671	8.0353%	0	0	0	0	1	8668		1	0	13199	0	15	55	0		0	0	0		0	13129	0	0	13129	0	0	0	0	0	0						70		0	0		
196800																																																																																						1030389	0				11.7336%			114398		974964	-151	0										5987	975079	0	0.0000%	39886	0	241	40127	3.8944%	0	0	0	0	1	108526		1	0	114362	0	115	0	1917	0	0	-2068	0		0	114398	0	0	114398	0	0	0	0	0	0						115		0	0		
197142																																																																																								54894	2067	2067	15.2309%	25.3400%	24.3858%	52827	216630	346840	-451	0			17.3400%							35827	346840								0	0	0		0	17000	24.3858%	1	0	52376	0	0	0	-451		0	0	0		0	52827	0	0	52827	0	0	0	0	0	0	0	0	0	2067	0	0		0			
197254																																																																																						41769	0				15.0234%			6188		41189	0	0										2549	42172	0	0.0000%	5688	0	8	5696	13.6369%	0	0	0	0	1	4622		1	0	7171	983	0	0	0		0	0	0		0	6188	0	0	6188	0	0	0	0	0	0						983		0	0		
197302																																																																																						501398	0				12.0212%			58891		489891	-2508	0										59537	490537	0	0.0000%	25323	0	118	25441	5.0740%	0	0	0	0	1	0		1	0	57029	0	0	646	1175		-88	-3595	0		0	58891	0	0	58891	0	0	0	0	0	0						646		0	8921		
197478			4943759	462079	462079	9.2540%	13.3788%	12.1283%	4481680	36952276	48429588	33314	1427607			5.3788%						2990775	50328333								0	0	0		1974966	12.1283%	0	4999055	465547	5591	0	47483		-1246	0	0		0	4481680	0	0	4481680	0	0	0	0	0	0	0	0	0	462079	0	471138		0																																						2																	0			1																																	
197759																																																																																								36938	2765	2765	9.6863%	13.9960%	12.9483%	34173	263919	352796	1893	0			5.9960%							11427	358426								0	0	0		0	28376	12.9483%	1	0	41696	4520	1110	0	1893		0	0	0		0	34173	0	0	34173	0	0	0	0	0	0	0	0	0	2765	0	5630		0			
198046																																																																																								9753	686	686	9.7709%	17.7660%	16.5164%	9067	54897	92796	13	0			9.7660%							6367	92796								0	0	0		0	2700	16.5164%	1	0	9080	0	0	0	13	0	0	0	0		0	9067	0	0	9067	0	0	0	0	0	0	0	0	0	686	0	0	0	0			
198073																																																																																								13386	650	650	12.7290%	25.8442%	24.5892%	12736	51795	100055	0	0			17.8442%							10167	100055								0	0	0		0	2569	24.5892%	1	0	12736	0	0	0	0		0	0	0		0	12736	0	0	12736	0	0	0	0	0	0	0	0	0	650	0	0		0			
198149																																																																																								51036	3600	3600	7.8420%	11.1483%	10.3620%	47436	457790	604900	1450	0			3.1483%							35730	606221								0	0	0		0	13027	10.3620%	1	0	50207	718	603	0	1450		0	0	0		0	47436	0	0	47436	0	0	0	0	0	0	0	0	0	3600	0	1321		0			
198251																																																																																								14188	1511	1511	7.4120%	11.7553%	10.5033%	12677	120695	171033	393	0			3.7553%							5177	171033								0	0	0		0	7500	10.5033%	1	0	13070	0	0	0	393		0	0	0		0	12677	0	0	12677	0	0	0	0	0	0	0	0	0	1511	0	0		0			
198961																																																																																								15128	1114	1114	9.6501%	17.0219%	15.7684%	14014	88874	145221	100	0			9.0219%							13614	145221								0	0	0		0	400	15.7684%	1	0	14114	0	0	0	100		0	0	0		0	14014	0	0	14014	0	0	0	0	0	0	0	0	0	1114	0	0		0			
199137																																																																																						95824	0				16.7639%			16202		96648	550	0										15789	96648	0	0.0000%	5130	0	131	5261	5.4903%	0	0	0	0	1	413		1	0	16752	0	0	0	550		0	0	0		0	16202	0	0	16202	0	0	0	0	0	0						0		0	5403		
199351																																																																																						133737	0				9.3836%			12341		131516	0	0										3407	134329	0	0.0000%	22039	0	0	22039	16.4794%	0	0	0	0	1	11747		1	0	15154	2615	198	0	0	0	0	0	0		0	12341	0	0	12341	0	0	0	0	0	0						2813		0	0		
199436																																																																																								22933	1810	1810	10.1300%	15.0265%	13.8405%	21123	152617	208520	1300	0			7.0265%							14112	208520								0	0	0		0	7011	13.8405%	1	0	22423	0	0	0	1300	0	0	0	0		0	21123	0	0	21123	0	0	0	0	0	0	0	0	0	1810	0	0	0	0			
199463																																																																																						385840	0				8.9075%			33575		376930	1080	5237										12549	382466	0	0.0000%	42615	0	1292	43907	11.3796%	0	0	0	0	1	21325		1	0	34954	0	299	0	1080		0	0	0		0	33575	0	0	33575	0	0	0	0	0	0						299		0	0		
200042																																																																																								5617	56	56	13.5830%	28.0220%	27.7426%	5561	20045	40941	176	0			20.0220%							4362	40941								0	0	0		0	1199	27.7426%	1	0	5737	0	0	0	176	0	0	0	0		0	5561	0	0	5561	0	0	0	0	0	0	0	0	0	56	0	0	0	0			
200378																																																																																								1001050	69118	69118	12.2099%	18.1437%	16.8909%	931932	5517349	7632604	1266	0			10.1437%			2				86198	7693739								0	0	0		0	906869	16.8909%	1	0	994333	36255	3916	20964	1266		0	0	0		0	931932	0	0	931932	0	0	0	0	0	0	0	0	0	69118	0	61135		0			
200435																																																																																						800893	0				11.3650%			91978		809306	2287	0										89478	809306	0	0.0000%	22942	0	870	23812	2.9732%	0	0	0	0	1	2500		1	0	94265	0	0	0	2501	0	0	0	-214		0	91978	0	0	91978	0	0	0	0	0	0						0		0	22942		
201254																																																																																								12069	1195	1195	7.7936%	12.6199%	11.3703%	10874	95635	139525	374	0			4.6199%							-6636	139525								0	0	0		0	17510	11.3703%	1	0	11248	0	0	0	374	0	0	0	0		0	10874	0	0	10874	0	0	0	0	0	0	0	0	0	1195	0	0	0	0			
201834																																																																																								237211	21325	21325	10.2164%	13.9718%	12.7158%	215886	1697784	2113130	-8301	0			5.9718%							150459	2113130								0	0	0		0	65427	12.7158%	1	0	207585	0	0	0	403		0	-8704	0		0	215886	0	0	215886	0	0	0	0	0	0	0	0	0	21325	0	0		0			
202514																																																																																								35549	2369	2369	12.7668%	19.0357%	17.7672%	33180	186749	259893	647	0			11.0357%							23726	259939								0	0	0		0	9500	17.7672%	1	0	33873	46	0	0	647		0	0	0		0	33180	0	0	33180	0	0	0	0	0	0	0	0	0	2369	0	46		0			
202541																																																																																						203304	0				10.1013%			20164		199617	4121	0										17664	199617	0	0.0000%	8084	0	285	8369	4.1165%	0	0	0	0	1	2500		1	0	24285	0	0	0	4121		0	0	0		0	20164	0	0	20164	0	0	0	0	0	0						0		0	0		
202907																																																																																								1075342	63346	63346	8.0899%	15.8342%	14.9014%	1011996	6791263	12509323	83897	0			7.8342%			0				557764	13185746								0	0	0		0	1130545	14.8998%	1	0	1772206	660235	16188	0	116857		0	-32960	0		0	1011886	0	0	1011886	0	0	110	110	0	110	0	0	0	63346	0	676423		0			
203043																																																																																								43197	2369	2369	12.7613%	19.5000%	18.4306%	40828	221523	319937	551	0			11.5000%							32784	321153								0	0	0		0	9260	18.4306%	1	0	42595	1116	100	0	551	0	0	0	0		0	40828	0	0	40828	0	0	0	0	0	0	0	0	0	2369	0	1216	0	0			
203052																																																																																						80898	0				14.9867%			12507		83454	24	0										11983	83454	0	0.0000%	1627	0	0	1627	2.0112%	0	0	0	0	1	500		1	0	12507	0	0	0	0		0	0	0		0	12507	0	0	12507	0	0	0	0	0	0						0		0	0		
203575																																																																																						80787	0				14.2134%			11344		79812	362	0										8309	79812	0	0.0000%	643	0	0	643	0.7959%	0	0	0	0	1	3035		1	0	11706	0	0	0	362	0	0	0	0		0	11344	0	0	11344	0	0	0	0	0	0						0		0	2718		
204004																																																																																								1207888	133233	133370	9.2582%	11.3726%	10.1169%	1074518	10621070	11606165	13332	0			3.3726%			2				382885	12052981								0	0	0		0	1138448	10.1169%	1	0	1534665	422176	24383	257	24134		-5802	-5001	0		0	1074518	0	0	1074518	0	0	0	0	0	0	0	0	137	133370	0	446816		0			
204077																																																																																								44800	1772	1772	18.2760%	28.4551%	27.3296%	43028	157441	235435	735	0			20.4551%							23738	235435								0	0	0		0	19290	27.3296%	1	0	43763	0	0	0	735		0	0	0		0	43028	0	0	43028	0	0	0	0	0	0	0	0	0	1772	0	0		0			
204237																																																																																						177462	0				11.2656%			19895		176600	210	0										3455	176882	0	0.0000%	0	0	138	138	0.0778%	0	0	0	0	1	16722		1	0	20387	282	0	0	210	0	0	0	0		0	19895	0	0	19895	0	0	0	0	0	0						282		0	5491		
204826																																																																																								35241	1821	1821	9.6442%	24.2799%	23.0253%	33420	145145	346529	2861	0			16.2799%							32116	346529								0	0	0		0	1304	23.0253%	1	0	36281	0	0	0	2861	0	0	0	0		0	33420	0	0	33420	0	0	0	0	0	0	0	0	0	1821	0	0	0	0			
205243																																																																																						395545	0				14.0884%			55162		391542	3643	0										33195	391950	0	0.0000%	33117	0	273	33390	8.4415%	0	0	0	0	1	22375		1	0	59213	408	0	0	3643		0	0	0		0	55162	0	0	55162	0	0	0	0	0	0						408		0	0		
205346																																																																																								34158	2548	2548	8.8328%	16.7588%	15.5087%	31610	203821	357871	4651	0			8.7588%							25048	357871								0	0	0		0	6562	15.5087%	1	0	36261	0	0	0	4651		0	0	0		0	31610	0	0	31610	0	0	0	0	0	0	0	0	0	2548	0	0		0			
205458																																																																																								5978	467	467	11.1430%	15.6734%	14.4490%	5511	38141	49457	-17	0			7.6734%							761	49457								0	0	0		0	4750	14.4490%	1	0	5494	0	0	0	-17	0	0	0	0		0	5511	0	0	5511	0	0	0	0	0	0	0	0	0	467	0	0	0	0			
205542																																																																																								30627	2088	2088	12.0797%	15.9053%	14.8209%	28539	192559	236255	950	0			7.9053%							23729	236255								0	0	0		0	4810	14.8209%	1	0	29489	0	0	0	950		0	0	0		0	28539	0	0	28539	0	0	0	0	0	0	0	0	0	2088	0	0		0			
206156																																																																																						374675	0				10.5677%			36957		349716	131	30267										6457	379983	0	0.0000%	13616	0	100	13716	3.6608%	0	0	0	0	1	30500		1	0	37088	0	0	0	131		0	0	0		0	36957	0	0	36957	0	0	0	0	0	0						0		0	0		
206174																																																																																								58083	2607	2607	12.4543%	27.4749%	26.2417%	55476	211404	445435	1707	0			19.4749%							56165	446124								0	0	0		0	0	26.2417%	1	0	57872	399	290	0	1707	0	0	0	0		0	55476	0	0	55476	0	0	0	0	0	0	0	0	0	2607	0	689	0	0			
206473																																																																																								27494	353	353	16.7890%	33.1145%	32.6894%	27141	83027	161659	1	0			25.1145%							26641	161659								0	0	0		0	500	32.6894%	1	0	27142	0	0	0	1		0	0	0		0	27141	0	0	27141	0	0	0	0	0	0	0	0	0	353	0	0		0			
206772																																																																																						146554	0				14.1175%			20412		144586	60	0										13988	144586	0	0.0000%	0	0	10	10	0.0068%	0	0	0	0	1	6424		1	0	20472	0	0	0	60		0	0	0		0	20412	0	0	20412	0	0	0	0	0	0						0		0	0		
206950																																																																																								5326	349	698	8.2201%	14.5016%	12.6011%	4628	36727	56301	48	0			6.5016%							3958	56301								0	0	0		0	670	12.6011%	1	0	4676	0	0	0	48	0	0	0	0		0	4628	0	0	4628	0	0	0	0	0	0	349	0	0	698	0	0	0	0			
207041																																																																																						43738	0				10.3218%			4606		44624	380	0										4242	44624	0	0.0000%	1078	0	10	1088	2.4875%	0	0	0	0	1	364		1	0	4986	0	0	0	380	0	0	0	0		0	4606	0	0	4606	0	0	0	0	0	0						0		0	0		
207050																																																																																						897348	0				10.1490%			94332		929473	99	0										58390	931531	0	0.0000%	250	0	8135	8385	0.9344%	0	0	0	0	1	38000		1	0	96489	0	2058	0	99	0	0	0	0		0	94332	0	0	94332	0	0	0	0	0	0						2058		0	81663		
207452																																																																																						258730	0				12.7663%			33156		259716	2241	0										30756	259716	0	0.0000%	20606	0	329	20935	8.0914%	0	0	0	0	1	2400		1	0	35397	0	0	0	2241		0	0	0		0	33156	0	0	33156	0	0	0	0	0	0						0		0	0		
207470																																																																																								38304	764	764	14.5942%	33.0492%	32.3900%	37540	115900	257225	-1087	0			25.0492%							38627	257225								0	0	0		0	0	32.3900%	1	0	37540	0	0	0	0		0	0	0		0	37540	0	0	37540	0	0	0	0	0	0	0	0	0	764	0	0		0			
207555																																																																																						166150	0				9.5759%			14894		155536	267	8768										7465	165675	0	0.0000%	19652	0	170	19822	11.9302%	0	0	0	0	1	8800		1	0	16532	1371	0	0	267		0	0	0		0	14894	0	0	14894	0	0	0	0	0	0						1371		0	0		
207845																																																																																						1304377	0				8.7460%			112374		1284858	1735	0										99080	1309785	0	0.0000%	28497	0	16379	44876	3.4404%	0	0	0	0	1	38221		1	0	139036	23623	1060	0	1735		0	0	0		244	112374	0	0	112374	0	0	0	0	0	0						24927		0	0		
207872																																																																																								56018	4956	4956	8.8751%	14.1330%	12.8826%	51062	396364	575341	182	24677			6.1330%							7054	602255								0	0	0		0	46246	12.8826%	1	0	53482	0	1953	227	208		0	0	-25		0	51119	57	57	51062	0	0	0	0	57	0	0	0	0	4956	0	2237		0			
207957																																																																																								2356	72	72	9.0113%	41.1816%	39.9231%	2284	5721	25346	70	0			33.1816%							1215	25346								0	0	0		0	1100	39.9231%	1	0	2385	0	0	0	101	0	0	0	0		0	2284	0	0	2284	0	0	0	0	0	0	0	0	0	72	0	0	0	0			
208057																																																																																						692881	0				14.7000%			101366		689566	3956	0										73866	689566	0	0.0000%	0	0	1381	1381	0.1993%	0	0	0	0	1	27500		1	0	105322	0	0	0	3956		0	0	0		0	101366	0	0	101366	0	0	0	0	0	0						0		0	47587		
208244			1928535	90066	102066	8.7120%	13.1895%	12.4914%	1826469	14621767	20964877	149194	-102			5.1895%						607799	22030571								0	0	0		2284467	12.4914%	0	3041460	1027582	38214	0	146119		3178	-102	0		0	1826469	0	0	1826469	0	0	0	0	0	0	12000	0	0	102066	0	1065796		0																																						2																	0			1																																	
208347																																																																																						70463	0				9.3111%			6475		69541	-5	0										5100	69541	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1	1380		1	0	6475	0	0	0	0		0	0	0		0	6475	0	0	6475	0	0	0	0	0	0						0		0	5555		
208440																																																																																						118634	0				11.9604%			13729		114787	414	0										11979	114787	0	0.0000%	14280	0	1008	15288	12.8867%	0	0	0	0	1	1750		1	0	14143	0	0	0	414		0	0	0		0	13729	0	0	13729	0	0	0	0	0	0						0		0	0		
208459																																																																																								13728	851	851	17.4950%	20.4246%	19.1585%	12877	67213	73604	13	0			12.4246%							11177	73604								0	0	0		0	1700	19.1585%	1	0	12890	0	0	0	13		0	0	0		0	12877	0	0	12877	0	0	0	0	0	0	0	0	0	851	0	0		0			
208570																																																																																						423819	0				14.5721%			60688		416468	75	0										29453	416468	0	0.0000%	386	0	0	386	0.0911%	0	0	0	0	1	31235		1	0	60763	0	0	0	75	0	0	0	0		0	60688	0	0	60688	0	0	0	0	0	0						0		0	0		
208655																																																																																						330932	0				13.3429%			42913		321616	1457	0										35933	322000	0	0.0000%	38641	0	890	39531	11.9454%	0	0	0	0	1	7364		1	0	44754	384	0	0	1457		0	0	0		0	42913	0	0	42913	0	0	0	0	0	0						384		0	0		
208972																																																																																								11401	176	176	12.7000%	29.2483%	28.7968%	11225	38980	88386	412	0			21.2483%							11225	88386								0	0	0		0	0	28.7968%	1	0	11637	0	0	0	412		0	0	0		0	11225	0	0	11225	0	0	0	0	0	0	0	0	0	176	0	0		0			
209148																																																																																								43509	3690	3690	8.6546%	14.7759%	13.5227%	39819	294460	460089	1287	0			6.7759%							23566	462125								0	0	0		0	18289	13.5227%	1	0	43142	2036	0	0	1287	0	0	0	0		0	39819	0	0	39819	0	0	0	0	0	0	0	0	0	3690	0	2036	0	0			
209362																																																																																						107488	0				16.3055%			15976		97979	0	0										5945	97979	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1	10031		1	0	15976	0	0	0	0		0	0	0		0	15976	0	0	15976	0	0	0	0	0	0						0		0	0		
209447																																																																																						85910	0				12.0642%			9932		82326	373	0										3297	82326	0	0.0000%	5498	0	9	5507	6.4102%	0	0	0	0	1	6635		1	0	10305	0	0	0	373		0	0	0		0	9932	0	0	9932	0	0	0	0	0	0						0		0	0		
209559																																																																																						77639	0				25.5238%			20271		79420	513	0										19971	79420	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1	300		1	0	20784	0	0	0	513		0	0	0		0	20271	0	0	20271	0	0	0	0	0	0						0		0	97		
209858																																																																																								52576	1801	1801	9.4296%	12.7687%	12.3313%	50775	411757	538462	4018	55205			4.7687%							64	604089								0	0	0		0	61133	12.3313%	1	0	65215	7944	2103	375	4018		0	0	0		0	50775	0	0	50775	0	0	0	0	0	0	0	0	0	1801	0	10422		0			
210238																																																																																						500535	0				10.6606%			53099		498088	2919	0										13908	498088	0	0.0000%	0	0	1902	1902	0.3800%	0	0	0	0	1	39191		1	0	56018	0	0	0	2919		0	0	0		0	53099	0	0	53099	0	0	0	0	0	0						0		0	27986		
210256																																																																																						210996	0				8.9998%			17787		197638	1002	0										6546	199147	0	0.0000%	10808	0	9486	20294	9.6182%	0	0	0	0	1	12750		1	0	20298	1344	165	0	1002		0	0	0		0	17787	0	0	17787	0	0	0	0	0	0						1509		0	0		
210434			11361929	267825	1277825	7.2153%	15.5592%	13.8094%	10084104	73023647	139760872	475157	-957793	125099175	8.0609%	7.5592%						8048645	139574596												2331820	13.8094%	0	10855622	617023	103228	0						0	51192					0	0	0	0	75	0	1010000	0	0	1277825	0	771517		0		11094104	0	1010000	16.0421%	14.5816%	69156344	2.5000%	14.5816%	0	10084179	0	0	0	0	75	75	10084104	1010000																			0																	0			0																																	
210779																																																																																								16235	872	872	12.7130%	23.3375%	22.0841%	15363	69566	120845	150	0			15.3375%							5602	120845								0	0	0		0	9761	22.0841%	1	0	15513	0	0	0	150		0	0	0		0	15363	0	0	15363	0	0	0	0	0	0	0	0	0	872	0	0		0			
211114																																																																																								13111	815	815	9.1969%	13.3395%	12.5103%	12296	98287	133697	1169	0			5.3395%							5596	133697								0	0	0		0	6700	12.5103%	1	0	13465	0	0	0	1169	0	0	0	0		0	12296	0	0	12296	0	0	0	0	0	0	0	0	0	815	0	0	0	0			
211271																																																																																								372377	23933	23933	13.8408%	19.5202%	18.2656%	348444	1907654	2517517	2317	0			11.5202%							286623	2522330								0	0	0		0	66634	18.2656%	1	0	355574	3562	1251	0	2317	0	0	0	0		0	348444	0	0	348444	0	0	0	0	0	0	0	0	0	23933	0	4813	0	0			
211338																																																																																								26476	2027	2027	11.0124%	16.3681%	15.1149%	24449	161754	222014	913	0			8.3681%							23688	222014								0	0	0		0	761	15.1149%	1	0	25362	0	0	0	913		0	0	0		0	24449	0	0	24449	0	0	0	0	0	0	0	0	0	2027	0	0		0			
211851																																																																																						68674	0				12.0511%			8309		68948	472	0										2059	68948	0	0.0000%	10000	0	76	10076	14.6722%	0	0	0	0	1	6250		1	0	8781	0	0	0	472	0	0	0	0		0	8309	0	0	8309	0	0	0	0	0	0						0		0	0		
212018																																																																																								58411	4422	4422	9.3202%	16.5333%	15.2817%	53989	353292	579269	4112	0			8.5333%							45375	579269								0	0	0		0	8615	15.2817%	1	0	58102	0	0	0	4222	0	-109	0	0		0	53989	0	0	53989	0	0	0	0	0	0	0	0	0	4422	0	0	0	0			
212335																																																																																								25157	2135	2135	6.1735%	12.3942%	11.3423%	23022	202974	372915	1765	0			4.3942%							-780	372915								0	0	0		0	23802	11.3423%	1	0	24787	0	0	0	1765		0	0	0		0	23022	0	0	23022	0	0	0	0	0	0	0	0	0	2135	0	0		0			
212344																																																																																								22955	698	698	21.5690%	33.6613%	32.6378%	22257	68194	103190	874	0			25.6613%							21197	103830								0	0	0		0	1700	32.6378%	1	0	23771	640	0	0	874		0	0	0		0	22257	0	0	22257	0	0	0	0	0	0	0	0	0	698	0	640		0			
212465			15460845	1094558	1094558	10.8251%	16.3477%	15.1904%	14366287	94574770	132713040	-1524	-607209			8.3477%						5335535	133559753								0	0	0		10480897	15.1904%	0	15814908	1330586	94001	29335	434604		228933	-607209	-57852		0	14366287	0	0	14366287	0	0	0	0	0	0	0	0	0	1094558	0	1453922		-3777																																						2																	0			1																																	
212522																																																																																								139846	14729	14729	7.9473%	11.8728%	10.6223%	125117	1177869	1574338	3734	0			3.8728%							118737	1574508								0	0	0		0	6549	10.6223%	1	0	129020	0	170	0	11857		0	-8124	0		0	125117	0	0	125117	0	0	0	0	0	0	0	0	0	14729	0	170		0			
212577																																																																																								398386	28714	28714	10.0562%	12.2728%	11.3883%	369672	3246077	3676056	2169	0			4.2728%			2				161222	3707189								0	0	0		0	239583	11.3883%	1	0	402974	25638	647	3933	2169		0	0	0		915	369672	0	0	369672	0	0	0	0	0	0	0	0	0	28714	0	31133		0			
213471																																																																																						477367	0				14.7148%			69441		471913	0	0										69441	471913	0	0.0000%	2509	0	0	2509	0.5256%	0	0	0	0	1	0		1	0	69441	0	0	0	0		0	0	0		0	69441	0	0	69441	0	0	0	0	0	0						0		0	0		
213538																																																																																						190932	0				15.8158%			30501		192852	401	0										20501	192852	0	0.0000%	0	0	12	12	0.0063%	0	0	0	0	1	10000		1	0	30902	0	0	0	401		0	0	0		0	30501	0	0	30501	0	0	0	0	0	0						0		0	4846		
213912																																																																																								13648	901	901	7.6966%	11.9526%	11.1636%	12747	114184	165619	52	0			3.9526%							11768	165619								0	0	0		0	979	11.1636%	1	0	12799	0	0	0	52		0	0	0		0	12747	0	0	12747	0	0	0	0	0	0	0	0	0	901	0	0		0			
213958																																																																																								7714	649	649	7.5771%	14.8778%	13.6261%	7065	51849	93242	728	0			6.8778%							1501	96041								0	0	0		0	8363	13.6261%	1	0	10592	2702	97	0	728		0	0	0		0	7065	0	0	7065	0	0	0	0	0	0	0	0	0	649	0	2799		0			
214106																																																																																								152790	11830	11830	8.2482%	16.2425%	14.9849%	140960	940682	1708979	-618	1538			8.2425%							123991	1710517								0	0	0		0	16969	14.9849%	1	0	140342	0	0	0	1560		0	-2178	0		0	140960	0	0	140960	0	0	0	0	0	0	0	0	0	11830	0	0		0			
214414																																																																																								172895	12516	12516	9.2559%	11.8990%	11.0376%	160379	1453023	1732728	5267	0			3.8990%							125792	1783043								0	0	0		0	84902	11.0376%	1	0	215961	47340	2975	0	5267		0	0	0		0	160379	0	0	160379	0	0	0	0	0	0	0	0	0	12516	0	50315		0			
214722																																																																																								113202	9304	9304	9.2473%	14.8501%	13.6296%	103898	762296	1123549	13341	0			6.8501%							84218	1123549								0	0	0		0	19680	13.6296%	1	0	117239	0	0	0	13341	0	0	0	0		0	103898	0	0	103898	0	0	0	0	0	0	0	0	0	9304	0	0	0	0			
