"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							2705	904	0	0	44572	0	416	48	1336	86633	68957	465	69422	0	974	0	0	0	17211	1200	86633	0	0	13136	0	0	3500	0	10942	58015		NA	0	37626	36652	-625	0	0	0	0	17211	
242																																							843	1079	0	0	11883	0	278	0	518	38857	28712	17	34301	0	164	0	5197	0	4556	120	38857	0	0	4398	0	0	120	0	6617	22095		NA	0	24418	24254	-82	2	0	75	300	4556	
279																																							3751	2650	47	37575	8811	265	5860	0	2161	153228	116481	720	127479	0	670	0	10278	0	25749	1	153228	0	0	25460	0	0	0	0	9014	107467		NA	0	86918	86248	288	5860	0	0	0	25749	
354																																							150	313	0	0	6188	0	31	0	265	10155	9058	3	9367	0	181	0	0	0	788	25	10155	0	0	505	0	0	500	0	2984	6074		NA	0	3389	3208	-242	0	0	306	0	788	
457																																							4118	606	0	164	397	0	132	0	1235	42287	36328	36	38364	0	415	0	2000	0	3923	60	42287	0	0	926	0	0	2940	0	4495	31833			0	35999	35584	-3	51	0	0	0	3923	
505																																							55545	1434	191	0	78679	0	10405	457	13916	417202	345796	3611	384907	59	4373	1595	35500	0	32236	6480	417202	0	0	17449	0	0	10653	0	57938	287858			0	259353	254980	-2346	0	0	0	0	32295	
1155																																							25049	7370	0	83	28162	0	4283	3119	6618	212506	182861	2089	194259	0	2511	0	0	0	18247	1600	212506	0	0	12115	0	0	4900	0	25467	157394			0	140333	137822	-368	0	0	0	9309	18247	
1351																																							0	4747	0	79914	2859	0	1012	565	1365	163635	141749	583	142332	0	1437	0	0	0	21303	240	163635	0	0	20635	0	0	530	0	16587	125162			0	73555	72118	-102	1055	0	0	0	21303	
1454																																							79786	19198	0	0	310227	0	5245	0	10231	656583	603122	1441	604563	0	2921	0	0	0	52020	1000	656583	0	0	61119	0	0	1214	1316	177132	425990			0	233501	230580	-11313	0	0	0	0	52020	
1557																																							3516	524	383	0	37481	0	804	0	1388	79591	63348	38	70084	0	111	70	6510	0	9507	200	79591	0	0	336	0	0	9623	0	28455	34893			0	35536	35425	-652	0	0	188	0	9507	
1669																																							26183	8975	381	50732	71503	0	2206	2	11633	255101	209045	433	209478	0	2933	0	0	0	45623	800	255101	0	0	43558	0	0	800	0	44203	164842			0	86419	83486	465	0	0	0	0	45623	
1829																																							24395	7266	173	0	95956	0	3421	0	5192	395623	340901	1131	352396	0	3262	8144	5972	0	43226	390	395622	0	0	39572	0	0	3100	707	95887	245013		NA	0	253631	250369	164	0	0	0	4392	43226	
1856																																							27982	530	0	0	22804	0	392	0	2167	122019	78044	112	108156	0	1069	98	30000	0	13863	500	122019	0	0	657	0	0	14282	0	6893	71151		NA	0	69115	68046	-1576	0	0	0	0	13863	
2040																																							5268	2609	0	0	59132	0	2798	56	7665	194027	165033	884	174358	0	4153	0	0	0	19670	480	194028	0	0	16455	0	0	4270	315	15660	149373		NA	0	115148	110995	-1535	5189	0	0	8441	19670	
2161																																							7300	8353	0	1	27177	0	2305	43	4408	123088	106262	2339	108601	0	670	0	0	0	14487	1000	123088	0	0	12538	0	0	1356	0	22343	83919		NA	0	67616	66946	-407	6555	0	0	0	14487	
2376																																							5385	4222	0	31517	306109	0	14936	2983	165790	2788813	1444727	35735	2337090	64	31414	0	843352	0	451659	500	2788813	0	0	438784	1067	0	33794	1779	102023	1342704		NA	-25569	2286439	2255025	4150	0	0	13276	0	451723	
2554																																							3978	495	0	0	2976	0	117	0	184	12778	11485	20	11505	0	143	289	0	0	1273	50	12778	0	0	200	0	0	975	0	3140	8346		NA	0	4882	4739	48	0	0	0	0	1273	
