"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	
1459735																																								7318	12479	0	0	38654	0	4832	1051	19210	350172	298362	9412	310774	0	3189	0	3000	0	39398	2366	350172	0	0	30272	665	0	8178	211	68011	230351	1a	1231	0	265654	262465	-1418	3287	0	0	0	39398		
1459799																																								14236	4597	0	0	31058	126	3207	65	4900	126440	110477	1150	111627	0	958	0	0	0	14813	1503	126440	0	0	4884	0	0	8766	0	48091	62386	1a	1231	0	69209	68251	-340	0	0	0	0	14813	0	
1462986																																								5891	2033	0	0	25368	0	956	0	1865	57542	48073	146	48219	0	570	0	0	0	9323	3000	57542	0	0	4148	0	0	2550	0	6598	41475	1a	1231	0	21999	21429	-375	0	0	0	0	9323		
1469677																																								1698	37058	90	0	127361	0	14623	724	22375	761727	644199	3261	690844	0	7144	0	27736	0	70883	7000	761727	0	0	11127	0	0	54342	0	150493	493706	2b	1231	0	562978	555834	-1586	1964	0	0	15648	70883		
1470150																																								6482	1598	0	0	11932	0	272	1437	1040	105245	77193	236	90849	0	939	0	5396	0	14396	1445	105245	0	0	9898	0	0	3176	222	10860	66333	2a	1231	0	81815	80876	-123	1386	0	0	8024	14396		
1474309																																								7344	892	0	0	22475	0	377	1253	466	48569	45788	110	45898	0	865	0	0	0	2671	100	48569	0	0	-5278	0	0	8900	0	4488	41300	1b	1231	0	16627	15762	-1051	0	0	0	0	2671		
1478231																																								3105	6214	0	0	369	0	2366	0	5368	186429	154013	2687	169760	0	2489	0	13060	0	16669	1300	186429	777	0	7943	0	0	7425	0	37079	116935	5	1231	0	170719	168230	1	0	0	0	0	16669		
1479470																																								18861	5600	0	375	65399	0	9755	0	13197	405026	352335	2307	368642	0	3728	0	14000	0	36383	7323	405025	0	0	25742	0	0	3684	0	81003	271332	2b	1231	0	295067	291339	-366	500	0	0	0	36383		
1481745																																								9174	3062	0	0	27370	0	4538	2603	1171	208785	186659	669	187328	0	2470	0	0	0	21457	2178	208785	0	0	4820	0	0	15295	541	44846	141813	4	1231	0	152796	150326	-836	10000	0	0	0	21457		
1481754																																								5099	2634	0	0	18365	0	4319	547	1454	193645	173752	791	174543	0	1417	0	0	0	19102	1757	193645	0	0	5695	0	0	12318	257	31244	142508	4	1231	0	153262	151845	-668	9125	0	0	0	19102		
1492817																																								6067	3559	0	0	122069	0	2405	0	1310	181406	163971	373	168394	0	726	0	0	0	13012	150	181406	0	0	9437	0	0	4350	0	9922	154049	2b	1231	0	46722	45996	-925	0	0	4050	0	13012	0	
1493319																																								15414	2389	1141	1194	14833	0	181	511	4272	112450	104529	842	105371	0	1670	0	0	0	7079	1425	112450	0	0	-25686	0	3687	27993	0	2295	102234	1b	1231	0	73240	71570	-340	945	0	0	0	7079		
1494482																																								13595	994	0	0	0	0	1121	0	3194	58663	53369	98	53467	0	634	0	0	0	5196	234	58663	0	0	2964	0	0	1998	0	23186	30183	1a	1231	0	40393	39759	0	0	0	0	0	5196	0	
1494914																																								102646	3137	230	1	42548	0	9021	0	11554	1402765	1216282	14152	1240434	0	8570	0	10000	0	162331	123000	1402765	0	0	3232	0	0	36823	0	478405	737877	1a	1231	0	1242198	1233628	-724	0	0	0	0	162331	0	
1516423																																								117	3701	2	0	39013	0	2186	618	9839	171774	141091	372	142463	0	2461	0	1000	0	29311	2244	171774	0	0	22010	0	0	5571	0	13726	127365	1b	1231	0	118759	116298	-514	0	0	0	0	29311		
1629903																																								197	7619	1900	0	995	0	195	0	26514	68834	0	8440	8440	0	0	4302	0	0	60394	300	68834	0	0	22660	0	0	37439	0	0	0	2a	1231	0	0	0	-5	27110	0	0	0	60394	2	
1718188																																								68392	14676	9229	0	297574	21263	37331	8815	31801	1514091	1274703	19997	1333056	0	20658	15017	7338	0	181035	6107	1514091	0	0	109034	2239	0	67305	41216	433350	841353	1a	1231	0	987196	966538	-1411	0	0	0	31018	181035		
1718469																																								184960	7915	36131	0	693697	0	1041	357	44780	1858868	1165078	19621	1654699	0	9629	3520	470000	0	204169	852	1858868	0	0	66208	20208	0	145178	0	416587	748491	2a	0630	0	875888	866259	-8069	0	0	0	0	204169	0	
1820979																																								500	260	0	0	3629	0	175	0	185	4749	0	484	484	0	0	0	0	0	4265	1150	4749	0	0	1987	0	0	1150	0	0	0	1b	1231	0	0	0	-22	0	0	0	0	4265		
1826382																																								58	717	0	0	4954	0	119	134	4170	74405	50436	404	52040	0	3457	0	0	0	22365	59	74405	0	0	19807	0	0	2571	0	395	50041	2a	1231	0	67710	64253	-72	0	0	1200	0	22365		
1836701																																								24772	3762	0	0	5623	0	1978	0	2387	283052	252657	636	256784	0	3276	0	1217	0	26268	1917	283052	0	0	7268	0	0	17234	181	33265	219392	4	1231	0	247625	244349	-151	0	0	0	2274	26268	0	
1842065																																								584426	145407	241031	1935412	2179444	0	57158	1433	495939	25594679	17815280	303594	20177699	0	81359	2882951	2058825	0	5416980	1769	25594679	0	0	174307	0	0	5289246	11290	6131399	11683881	1a	1031	0	17141547	17060188	-48342	0	0	0	0	5416980		
1852569																																								225968	12177	1405	0	0	0	1581	167	5127	347949	298912	1867	301044	0	3334	0	265	0	46905	8576	347949	0	0	32683	0	0	5646	0	113776	185136	1a	1231	0	104858	101524	0	0	0	0	0	46905		
1862719																																								60837	7676	0	0	18427	0	19747	4616	21073	934457	788666	2184	845956	0	7620	0	55106	0	88501	4534	934457	0	0	13399	0	25586	42898	10789	186491	602175	1b	1231	0	798912	791292	2084	0	0	0	0	88501		
1863097																																								7688	4572	0	1487	132205	0	9064	0	22124	472318	404185	4962	429924	0	5516	0	14038	0	42393	1048	472317	0	0	31112	0	0	10960	0	15983	388202	1b	1231	0	300694	295178	-727	0	0	0	6739	42393		
1864197																																								129252	22154	714	0	198221	0	14808	0	30293	1052560	955498	5869	961367	0	8165	3313	0	0	91193	25148	1052560	0	0	65886	533	0	0	0	315994	639504	1a	1231	0	647067	638902	159	11300	0	0	0	91193	3070	
1867983																																								12124	14065	911	435149	984488	0	23834	0	21534	2105893	1853421	7654	1893767	0	6845	0	0	0	212126	1900	2105893	0	0	190080	0	0	25460	14342	454949	1398472	2b	1231	0	605933	599088	-5314	358	0	0	32692	212126		
1872941																																								10777	7430	18	0	29492	0	5710	0	3477	319504	274639	460	294442	0	2655	169	14543	0	25062	500	319504	0	0	6084	0	0	19021	3017	45340	229299	4	1231	0	262069	259414	-543	0	0	4800	0	25062		
1872996																																								12717	11012	4837	0	81287	2	15596	748	18881	865817	692765	5118	768730	0	7771	13883	67700	0	97086	1250	865816	0	0	51653	0	0	44990	1310	151075	541690	2b	1231	0	711950	704179	-807	1365	0	0	3147	97086		
1879016																																								4831	1897	319	0	47457	0	6677	3604	4220	204521	173523	1075	186330	0	977	0	11732	0	18191	0	204521	0	0	13438	0	0	6124	0	17779	155744	4	1231	0	136493	135516	-1371	0	0	0	0	18191		
1883321																																								558432	97465	72	0	2822549	0	25	0	40014	3518557	3262601	10090	3272691	0	0	0	0	0	245866	280	3518557	0	0	168750	0	0	106577	0	645121	2617480	1a	1231	0	0	0	-29741	0	0	0	0	245866		
1885932																																								3812	7163	0	0	80956	267	5560	0	31251	1009560	881176	6591	895367	0	36980	0	7600	0	114193	510	1009560	0	0	51711	0	0	63900	0	12150	869027	2a	1231	0	890731	853751	-1928	26800	0	0	0	114193		
1890525																																								96809	16965	1924	16168	50162	0	19278	56	47468	1434633	1119104	6845	1306949	0	14196	1516	181000	0	127684	7904	1434633	0	0	61968	0	0	57876	21579	266345	852759	2a	1231	0	1175991	1161795	-64	0	0	0	0	127684	913	
1892154																																								24840	13420	0	0	10430	0	2079	111	5597	168119	151482	524	152006	0	779	0	0	0	16112	1750	168118	0	0	5452	0	0	9317	0	45413	106069	2a	1231	0	108971	108192	-407	3450	0	0	0	16112		
1893049																																								1380781	2490	1000	3483097	1640238	0	0	0	11219	6518825	6011577	92706	6104283	0	0	0	0	0	414542	1500	6518825	0	0	2820	0	0	410616	0	33	6011544	2a	1231	0	0	0	-394	0	0	0	0	414542	0	
1897270																																								23788	8347	2265	1	199927	0	14152	529	17804	630286	558644	1858	564841	0	3356	5393	0	0	65445	47336	630286	0	0	21744	0	0	0	2624	126494	432150	2b	1231	0	358812	355456	-3635	0	0	0	4339	65445		
1900675																																								6551	3107	0	0	35399	0	1262	132	686	83126	76223	131	76354	0	946	0	0	0	6772	200	83126	0	0	2181	0	0	4700	0	23742	52481	4	1231	0	36935	35989	-309	0	0	0	0	6772		
1914421																																								55320	14448	2499	0	38	0	2238	4551	8128	398505	356849	2317	359166	0	3026	0	0	0	39339	600	398505	0	0	18473	0	0	20245	0	136207	220642	2b	1231	0	314309	311283	21	0	0	0	0	39339		
1917301	148695	42711	4727	140413	212757	0	47104	532	129277	3580282	40663	3166850	0	18490	33641	220310	0	413432	5270	3580282	49133	49090	276842	0	0	166810	0	2a	0	2749779	2731289	-35490	0	0	413432	0	74772	74772	0				140413	212757						2782015						88621					49133	49090						804611	1977404		1231					40003	0	0	0		0	
1918344																																								304291	5166	632	8556	177823	0	5479	4112	94256	3783478	3261789	43827	3412450	0	28570	358	6373	100461	371028	206764	3783478	0	0	152729	0	0	46447	0	851848	2409941	1a	1231	-33789	3144208	3115638	-1123	62500	0	0	0	371028	4667	
1929247																																								276329	94800	54693	227966	1530539	0	216005	6814	383322	10358756	8115816	51166	8808227	0	34423	609720	250000	0	1550529	2498	10358756	55981	55991	194599	0	0	1378920	28485	2973673	5142143	2a	1231	0	6877285	6842862	-25488	26240	5000	285652	49602	1550529		
1940747																																								14362	3828	0	20484	0	0	824	39	2521	199939	168428	1446	169874	0	2218	0	0	0	30065	60	199939	0	0	7965	0	0	22040	0	143281	25147	9	1231	0	160099	157881	0	0	0	0	0	30065		
1945247																																								312	2198	318	0	4963	0	236	570	516	59100	55827	272	56099	0	202	0	0	0	3001	1102	59100	0	0	-12253	0	0	14246	10620	19819	36008	8	1231	0	28910	28708	-94	10659	0	0	0	3001		
1972298																																								6391	2859	0	8276	49663	0	2784	844	5249	157756	136839	1210	139206	0	2084	0	0	0	18550	2362	157756	0	0	13412	0	0	3389	0	37256	99583	2a	1231	0	79768	77684	-613	4006	0	0	1157	18550		
1977248																																								1987	58013	0	0	766824	0	4356	0	15099	846870	806875	2511	809386	0	0	591	0	0	37484	900	846870	0	0	39317	0	0	11023	0	0	806875	1a	1231	0	0	0	-13756	0	0	0	0	37484		
2002222																																								15795	8079	0	667	43758	0	2455	1295	10006	228748	199756	2555	202311	0	1778	0	0	0	26437	1615	228748	0	0	22871	0	0	2423	218	33780	165976	1a	1231	0	148253	146475	-472	0	0	0	0	26437		
2006024																																								21186	2616	116	1093	120150	0	8862	3970	3381	579218	503158	3490	506648	0	8513	0	0	0	72570	1590	579218	0	0	51227	0	0	20094	0	139447	363711	1b	1231	0	424331	415818	-341	0	0	0	0	72570	2026	
2007991																																								9017	1539	0	4296	125026	0	1517	1520	10212	379626	329367	3629	340991	0	3852	0	0	0	38635	1842	379626	0	0	36671	0	0	2838	336	36268	293099	2a	1231	0	229283	225431	-2716	732	0	0	7995	38635		
2009605																																								4431	10631	439	0	309960	0	19345	234	12770	1253157	1041387	3801	1122771	0	9426	5101	61512	0	130386	490	1253157	0	0	118042	0	0	20010	1293	189769	851618	1a	1231	0	898379	888953	-8156	0	0	0	16071	130386		
2010722																																								10736	4379	0	0	39724	0	4651	746	2626	289495	249517	1374	266891	0	2785	0	16000	0	22604	141	289495	0	0	2621	0	0	20859	1842	75347	174170	5	1231	0	227576	224791	-1017	0	0	0	0	22604		
2037185																																								25952	3252	0	0	23546	0	4219	894	11635	182486	152600	2325	161688	0	1764	0	869	0	20798	661	182486	0	0	9808	0	0	10674	0	41911	110689	2b	1231	0	114115	112351	-345	637	0	0	5894	20798		
2044811																																								52961	13177	1588	57622	131127	0	25070	5514	33734	1527917	1231006	5752	1335401	0	5572	53773	85485	7500	192516	2000	1527917	5651	5658	55282	0	0	137711	0	468733	762273	2a	1231	0	1142325	1136753	-2477	10004	0	0	0	192516	943	
2044820																																								5610	1557	0	0	67809	0	2020	0	829	151315	138726	98	138824	0	721	0	0	0	12491	2000	151315	0	0	4154	0	0	7680	0	33403	105323	1a	1231	0	74211	73490	-1343	0	0	0	0	12491		
2047504																																								247506	43462	43434	0	1098997	0	22109	0	349052	7297761	6063594	68978	6275383	0	67842	331832	10000	132811	1022378	700220	7297761	0	0	254701	0	29110	63922	0	875788	5187806	1a	1231	-11603	5229211	5161369	-13972	0	0	0	0	1022378		
2051127																																								4569	2419	440	944	48645	0	2059	0	7793	275950	231680	1501	240082	0	3820	0	3500	0	35868	1890	275950	0	0	26762	0	0	7890	0	19420	212260	2a	1231	0	212598	208778	-674	303	0	0	3401	35868		
2059990																																								5028	368	0	0	0	0	1223	1286	1916	77722	45813	275	70352	0	1208	202	24264	0	7370	0	77722	0	0	6257	0	0	1113	5756	4317	41496	1a	1231	0	63151	61943	0	0	0	0	0	7370		
2068107																																								37668	2541	0	0	0	0	788	1535	9090	336922	281507	1377	297884	0	3167	0	15000	0	39038	1250	336922	0	0	12547	0	0	25241	24372	50049	231458	1a	1231	0	264095	260928	0	0	0	0	0	39038		
2078290																																								87124	207520	55096	0	2620178	0	164730	11507	345342	12521725	10402276	83529	10551615	0	79827	761113	41563	0	1970110	5245	12521725	0	0	446064	0	0	1566903	4312	4933314	5468962	2a	1231	0	8339630	8259803	-48102	0	0	0	24247	1970110	5000	
2107181																																								29903	1146	0	0	78233	0	871	0	34353	148291	20000	59851	79851	0	32	0	0	0	68439	4500	148290	0	0	50844	0	0	13137	1438	20000	0	1a	1231	0	1379	1347	-42	1000	0	0	0	68439		
2107341																																								120	3034	135	0	20816	0	3340	135	918	102653	76551	137	91546	0	905	99	4731	0	11106	1558	102652	0	0	3052	0	0	6942	0	13194	63357	4	1231	0	74961	74056	-446	0	0	4050	6077	11106	0	
2110640																																								218201	13617	0	0	62994	0	15229	1036	24390	699306	585326	9508	632048	0	6193	0	4000	0	67258	45045	699306	4269	4269	-2328	0	0	42019	6307	227622	357704	1b	1231	-17265	359202	353009	-213	254	0	0	28945	67258		
2119773																																								63715	20093	1446	54872	150725	0	39856	2432	60265	2268369	1899107	20642	1967384	0	11050	83796	45000	0	300985	2150	2268369	2670	2635	94199	0	0	208907	0	434582	1464525	2a	1231	0	1776423	1765373	-4271	22004	0	0	0	300985	1122	
2121196																																								5690681	1158	26625	0	6524742	128132	0	0	1008801	21604409	18222866	289827	19112693	0	653803	0	600000	0	2491716	1	21604409	5943	0	730536	0	0	1739004	0	42914	18179952	2a	1031	0	8872130	8218327	22175	0	0	0	0	2491716		
2122997																																								54427	0	0	0	0	0	0	0	2138	56565	500	1646	2146	0	0	0	0	0	54419	1000	56565	0	0	52419	0	0	1000	0	0	500	1b	1231	0	0	0	0	0	0	0	0	54419		
2123930																																								56	2882	0	1760	19756	0	1461	41	1930	67665	59606	261	61796	0	207	0	1000	0	5869	350	67665	0	0	2158	0	0	4093	0	10700	48906	2a	1231	0	39986	39779	-732	0	0	0	929	5869		
2132594																																								268	29927	72	6994	109792	0	2903	0	6930	434917	402124	454	402578	0	3037	0	0	0	32339	5	434917	0	0	14975	0	0	20492	0	68486	333638	1a	1231	0	281068	278031	-3133	0	0	0	0	32339		
2132941	232202	22811	4163	254458	144070	0	30662	775	44142	2091962	9932	1930265	0	15320	0	0	0	161697	1320	2091962	0	0	119575	0	0	41730	1140	2a	0	1372859	1357539	-928	0	115305	161697		40121	0	40121				254458	144070						1764907						0												442266	1322641		1231					0	0	0	115305			
2140348																																								6687	5435	0	0	6001	0	8020	149	3016	83191	72761	591	73352	0	636	0	0	0	9839	608	83191	0	0	-497	0	0	9961	951	23892	48870	1a	1231	0	53568	52932	-233	0	0	0	0	9839		
2142155																																								39267	36933	0	146317	88158	0	9006	8089	53334	1543797	1302009	25910	1394868	0	13378	3223	27000	0	148929	1300	1543797	1289	1289	80247	0	0	69294	0	418035	883974	2a	1231	0	1150119	1136741	-1912	20915	0	13660	25000	148929	525	
2163477																																								19027	0	0	0	1142	0	8	0	6999	27176	0	5313	5313	0	0	0	0	0	21863	1762	27176	0	0	13343	0	0	6758	0	0	0	2a	0930	0	0	0	0	0	0	0	0	21863		
2164111																																								1002	2447	0	0	5493	0	3089	518	1089	122412	100562	814	109473	0	1612	0	6000	0	12939	1500	122412	0	0	5999	0	0	5503	0	16649	83913	1b	1231	0	107408	105796	-63	2978	0	0	2097	12939	0	
2182786	48777000	165000	9000	0	2533000	0	30000	24000	13009000	171731000	5485000	145604000	38000	365000	6000	3163000	4250000	26089000	8000000	171731000	19673000	8545000	12353000	0	0	5802000	3183000	1a	0	60609000	60244000	-66000	24078000	49000	26127000	0	0	0	0				0	2533000						124112000						3163000					19673000	8545000						4000	124108000		1231					0	24078000	0	49000		0	
2193616	890145	21884	1443	0	2450808	0	5094	3717	354559	21939759	206627	20028900	0	194852	0	875000	0	1910859	10000	21939759	7660	0	1118508	53537	0	805000	116761	1a	0	18229003	18034151	-22649	0	0	1910859		0	0	0				0	2450808						18947273						875000					7660	0						9201	18938073		0930					0	0	0	0			
2209553																																								271535	30454	6572	395274	344766	0	7203	0	105616	2784297	2444934	52407	2497341	0	20139	45664	0	0	286956	140344	2784297	0	0	50071	3292	0	111497	2859	998588	1446346	1a	1231	0	1591201	1571062	-14956	0	0	0	0	286956		
2218443																																								3716	1092	0	2445	41311	0	4326	0	3043	212037	179970	577	193747	0	1864	0	13200	0	18290	4000	212037	0	0	3279	0	0	10648	0	21493	158477	4	1231	0	157968	156104	363	0	0	0	0	18290		
2232757																																								13643	6073	0	0	46699	0	2789	53	4910	183739	166469	836	167305	0	1227	0	0	0	16434	1250	183739	0	0	5195	0	0	10891	0	51830	114639	2a	1231	0	109710	108483	-902	1089	0	0	0	16434		
2233875																																								17765	11542	0	0	3656	0	797	0	1954	174776	137752	1250	146252	0	840	0	7250	0	28524	280	174776	0	0	4250	0	0	24120	0	85846	51906	1a	1231	0	139877	139037	-126	25	0	0	0	28524		
2236821																																								58108	3865	0	0	24793	0	35030	0	26189	870505	659470	5586	785056	0	6485	0	120000	0	85449	9250	870505	0	0	-28747	0	0	105325	0	72268	587202	2b	1231	0	724555	718070	-379	0	0	0	0	85449	4450	
2239288																																								142101	44109	1425	81614	186394	0	75272	4169	138583	4938317	4329494	32026	4462920	0	32852	19397	37149	38500	475397	2850	4938317	18626	16885	221457	0	0	254037	0	1606674	2722820	2a	1231	0	4070881	4038029	-2947	187004	0	0	8866	475397	1594	
2253891	1036082	1932848	113391	3213087	13725908	1448447	894375	0	3814727	114098215	6631014	98329303	7316	5191353	305928	22314571	1565683	15761596	100001	114098215	0	0	8573302	0	0	7509593	0	2a	0	92804775	87613422	-421300	0	0	15768912	0	123188	123188	0				3213087	13524014						67694847						22250471												433135	67261712		1231					0	0	0	0		0	
2262718																																								37541	0	0	0	18924	0	339	0	8340	86832	0	1981	1981	0	0	21688	0	0	84851	1	86832	0	0	41379	0	0	43471	0	0	0	2a	1231	0	0	0	0	0	0	0	0	84851		
2265456																																								0	3111871	0	0	5657	0	4228	528	45718	3375984	2808029	27704	2835733	0	4165	0	0	0	540251	1000	3375984	0	0	143122	0	0	396439	0	2788963	19066	2a	1231	0	212147	207982	-310	0	0	0	0	540251		
2290887																																								43350	12815	2385	0	47730	0	1782	192	15357	514180	466645	3512	475596	0	4099	0	2318	0	38584	22776	514180	0	0	17002	0	0	0	1211	137032	329613	1b	1231	0	392957	388858	-1194	500	0	0	3121	38584	0	
2297998																																								70008	3477	802	0	80171	0	1963	0	24207	832024	609734	7544	667278	0	9100	37632	50000	0	164746	118402	832024	0	0	48062	0	0	0	0	65241	544493	1a	1231	0	592864	583764	-1718	30000	0	0	0	164746		
2298995																																								15983	20642	73	69910	102376	0	18007	2123	19225	1416543	1204130	4416	1256913	0	8730	33075	45615	0	159630	1000	1416543	1350	1335	43762	0	0	117860	0	336498	867632	2a	1231	0	1118603	1109873	-2992	23003	0	0	1417	159630	903	
2304636																																								4238	4504	0	0	6471	0	2692	0	2706	91384	76681	348	82351	0	897	0	3900	0	9033	1245	91384	0	0	4772	0	0	3095	1176	24557	52124	4	1231	0	70473	69576	-79	21	0	0	1422	9033		
2305969																																								7399	5874	0	0	33445	0	5983	2657	6867	228636	192335	912	209987	0	1714	0	10000	0	18649	534	228636	0	0	2822	0	0	15526	681	11426	180909	2a	1231	0	158870	157156	-233	8574	0	0	6740	18649		
2316714																																								6977	1707	0	0	92708	0	1825	0	8628	312417	264744	832	272621	0	3550	0	0	0	39796	2313	312417	0	0	33609	0	0	4208	0	55409	209335	2b	1231	0	204122	200572	-334	0	0	0	7045	39796	0	
2317672																																								13733	1914	0	21650	6449	0	27	5328	3225	238929	201172	932	217704	0	2064	0	15600	0	21225	1160	238929	0	0	11405	0	0	8757	0	48062	153109	2a	1231	0	188667	186603	-97	0	0	0	0	21225		
2325882																																								28718	3	0	0	100124	0	1867	0	8612	140169	0	13563	13563	0	0	0	0	0	126606	2000	140169	0	0	27004	0	0	98644	0	0	0	2a	1231	0	0	0	-1042	0	0	0	0	126606	845	
2328137																																								25081	13328	2427	16966	253706	136	34764	1887	36294	1069804	924572	7712	954488	0	5986	14589	245	0	115316	43802	1069804	0	0	15351	0	0	58799	7546	242740	681832	2a	1231	0	668583	662597	-2636	0	473	0	21959	115316	10	
2328285																																								0	72	211	10585	0	0	79	0	1017	19178	0	576	576	0	0	1984	0	0	18602	1500	19178	0	0	4194	0	0	12908	0	0	0	1b	1231	0	0	0	0	0	0	0	0	18602	5230	
2329200																																								10614	3513	671	0	12395	0	412	315	4541	89675	70392	836	76928	0	1652	0	5700	0	12746	2050	89674	0	0	8678	0	0	2050	0	18188	52204	1a	1231	0	57895	56243	-32	971	0	0	0	12746	0	
2332910																																								14609	1494	0	5342	10409	0	4088	0	8117	524904	403972	1634	405606	0	6066	0	0	0	119298	70000	524904	0	0	49208	0	0	0	297	95663	308309	1b	1231	0	483614	477548	90	3000	0	0	0	119298		
2333140																																								2047	5885	0	0	203	0	1030	0	2938	54741	42028	1003	45031	0	959	0	2000	0	9710	57	54741	0	0	-8045	0	0	17690	0	18841	23187	2b	1231	0	38370	37411	8	5227	0	0	0	9710		
2333298																																								78760	17716	0	0	137139	0	3677	0	11168	1146019	1045237	1733	1046970	0	11058	0	0	0	99049	1520	1146019	0	0	73418	0	0	25524	0	366560	678677	2b	1231	0	908617	897559	-1413	0	0	0	0	99049		
2337335																																								0	0	0	0	0	0	0	0	3028	3028	0	1	1	0	0	0	0	0	3027	1000	3028	0	0	27	0	0	2000	0	0	0	2b	1231	0	0	0	0	0	0	0	0	3027		
2339535																																								27179	4907	603	0	6616	42	7683	6140	1586	209487	174623	1324	187447	0	3630	0	11500	0	22040	2625	209487	0	0	-38320	0	0	57732	0	6633	167990	2b	1231	0	154141	150511	3	4220	0	0	0	22040		
2339599																																								20399	2239	0	9750	71842	0	3000	0	5975	359262	307653	1627	320546	0	3958	0	10266	0	38716	500	359262	0	0	32357	0	0	7400	0	64700	242953	6	1231	0	250015	246057	-1541	0	0	0	1000	38716		
2339795																																								51309	10952	0	96005	123189	0	25104	905	24176	1492678	1233315	4139	1351449	0	7916	5133	110463	0	141229	2500	1492678	1385	1361	55988	0	0	85594	0	286361	946954	2a	1231	0	1161201	1153285	-2853	5	0	0	2171	141229	1230	
2339900																																								12064	7997	330	39977	186603	0	13273	122	19480	751371	674391	2866	687750	0	4608	43	450	0	63621	1000	751371	118	118	32145	0	0	34965	514	262974	411417	2a	1231	0	473062	468454	-4489	0	0	9925	0	63621	2396	
2343167																																								6274	4940	0	0	56315	0	3749	769	6844	343983	304355	498	314853	0	2578	0	10000	0	29130	1000	343983	0	0	13379	0	0	15833	0	49247	255108	2b	1231	0	267670	265092	-1082	0	0	0	0	29130		
2344753																																								59547	5208	0	0	57881	0	7737	0	11300	833913	713111	2086	757077	0	14255	4010	41880	0	76836	4000	833913	0	0	62101	0	0	10885	660	102143	610968	1a	1231	0	701825	687570	-150	0	0	0	0	76836		
2349301																																								125815	13961	0	0	114681	0	10075	180	23657	830865	734415	5808	740223	0	8160	0	0	0	90642	20	830865	0	0	73425	0	0	19008	0	275595	458819	1a	1231	0	549620	541460	-1811	1036	0	0	0	90642		
2349459																																								19609	7662	0	0	38052	0	5506	437	3195	352939	323131	1056	325737	0	5108	0	1550	0	27202	3648	352939	0	0	8749	0	0	15556	214	66208	256923	2a	1231	0	282512	277404	-751	860	0	0	0	27202		
2353595																																								3218	30339	5891	25115	164137	726	45252	4690	104096	2424250	2014519	30301	2123935	0	19500	95779	50000	0	300315	12000	2424250	0	0	114911	0	0	175885	0	494378	1520141	2a	1231	0	1792924	1773424	-2481	171583	0	0	29115	300315		
2354323																																								9568	9401	0	0	6572	0	5286	275	4695	173024	145750	1325	156075	0	1389	0	9000	0	16950	4082	173025	0	0	5515	0	0	7413	0	28595	117155	2a	1231	0	137641	136252	-60	975	0	0	0	16950		
2354387																																								36514	1649	752	0	16463	0	5887	0	10959	460287	405421	2409	409594	0	4356	0	0	0	50693	2500	460287	0	0	26334	0	0	22540	0	80499	324922	2b	1231	-150	392419	388063	-531	0	0	0	1764	50693	0	
2354985																																								193727	21682	8589	0	1178299	0	11556	1742	540694	10757141	7119365	40188	9728200	0	39499	8888	2252615	108904	1028941	29361	10757141	12382	12128	315272	0	0	710496	1875515	1328519	5790846	2a	1231	0	6943566	6904067	-26188	0	0	195000	0	1028941		
2356091																																								525	4207	0	0	74685	0	4873	0	11189	299738	243258	1718	259654	0	2464	1870	10281	0	40084	200	299738	0	0	21312	0	0	19585	66	40731	202527	2a	1231	0	196218	193754	-1013	8569	0	0	4397	40084	0	
2358769																																								43929	7075	0	0	441019	0	19155	0	32510	995260	877687	6560	902807	0	7811	0	0	0	92453	1500	995260	0	0	35866	0	0	58722	24159	181333	696354	2b	1231	0	435224	427413	-3635	0	0	0	18560	92453		
2360904																																								10493	2310	0	0	17377	0	6501	0	1784	190859	169407	597	170004	0	2873	0	0	0	20855	1354	190859	0	0	8635	0	0	10917	0	30793	138614	2b	1231	0	151567	148694	-51	3700	0	0	0	20855		
2362458																																								2101	0	1648	0	0	0	0	773	159276	8683249	7289744	77489	7367233	0	4273	0	0	0	1316016	1500	8683249	0	0	538912	0	0	775604	3320874	0	7289744	2a	1231	0	872078	867805	0	4330772	0	0	0	1316016	0	
2371816																																								322	1837	0	0	34641	0	1007	208	14322	276476	204210	3288	229658	0	4004	0	22160	0	46818	2000	276476	0	0	35235	0	0	9683	0	17084	187126	2a	1231	0	226358	222354	-100	1785	0	0	0	46818		
