"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	Equity securities with readily deter	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	Equity securities with readily deter	
37																																								5620	1510	0	0	48308	0	312	36	1176	81677	67083	112	67195	0	1019	0	0	0	14482	1200	81677	0	0	10278	0	0	3500	0	16276	50808	1a	1231	0	25734	24715	-496	0	0	0	0	14482		
242																																								2566	638	0	0	11998	0	266	0	477	43646	33916	18	38434	0	184	0	4500	0	5212	120	43646	0	0	5097	0	0	120	0	8316	25600	4	1231	0	25298	25114	-125	2587	0	0	0	5212		
279																																								3052	3333	26	43718	15860	0	5209	575	7865	216812	169480	1081	187680	0	970	0	17119	0	29132	1	216812	0	0	29360	0	0	0	0	14582	154898	1a	1231	0	136402	135432	-229	1742	0	0	0	29132		
354																																								1670	229	0	746	143	0	33	0	126	8616	7279	2	7281	0	126	0	0	0	1335	100	8616	0	0	305	0	0	936	1	2440	4840	4	1231	0	3600	3474	-6	2194	0	0	0	1335		
457																																								3921	1184	0	48	249	0	280	329	1396	48513	37392	60	43452	0	485	0	6000	0	5061	60	48513	0	0	1061	0	0	3940	0	7376	30016	4	1231	0	41543	41058	0	48	0	0	0	5061		
505																																								6280	3836	44	0	72407	0	10620	0	14300	504128	431249	4392	465941	59	5001	1595	30300	0	38128	6480	504128	0	0	24412	0	0	10653	276	76314	354935	2a	1231	0	399771	394770	-3417	0	0	0	0	38187		
1155																																								14528	7897	0	21	25218	0	4292	1914	7319	233108	207007	2038	212066	0	3470	0	0	0	21042	1600	233108	0	0	14889	0	0	4900	0	25773	181234	5	1231	0	175389	171919	-347	0	0	0	3021	21042		
1351																																								0	2980	0	44955	5110	0	4738	504	1684	151336	124181	381	126319	0	1218	0	0	0	25017	240	151336	0	0	24411	0	0	530	0	20571	103610	4	1231	0	92583	91365	-164	0	0	1757	0	25017		
1454																																								32737	10559	0	0	397634	0	3844	0	13239	709088	630006	2646	632652	0	3328	0	0	0	76436	1000	709088	0	0	83453	0	0	1214	1270	172280	457726	2a	1231	0	253133	249805	-9231	0	0	0	0	76436		
1669																																								26789	7015	0	39359	73640	0	1971	0	13555	292046	246240	311	246551	0	2904	0	0	0	45495	800	292046	0	0	44811	0	0	800	0	62459	183781	4	1231	0	132621	129717	-916	0	0	0	0	45495		
1856																																								41579	443	0	3000	29098	0	337	0	2599	112498	68626	195	98821	0	581	98	30000	0	13677	500	112498	0	0	-270	0	0	14282	0	3094	65532	4	1231	0	34405	33824	-835	1520	0	0	0	13677		
2040																																								2347	2644	0	0	43838	0	2124	480	7915	209368	163588	798	186889	0	2770	0	22500	0	22479	480	209368	0	0	17900	0	0	4270	0	23034	140555	4	1231	0	137313	134543	-171	15477	0	0	3	22479		
2161																																								18645	8185	0	0	14868	0	2510	25	5182	153374	135181	1676	136857	0	948	0	0	0	16517	1000	153374	0	0	14132	0	0	1356	0	31372	103809	8	1231	0	101295	100347	29	3612	0	0	0	16517		
2376																																								1029	22454	0	302851	46687	0	13533	636	188088	4141471	2985070	70996	3632400	59	30473	0	551817	0	509012	500	4141471	0	0	455434	0	0	60979	0	169289	2815781	2a	0630	-16981	3596666	3566193	9080	0	0	24517	0	509071		
2554																																								2292	183	0	250	2372	0	149	0	195	14579	12849	22	12986	0	161	289	0	0	1593	50	14579	0	0	289	0	0	1275	0	3135	9714	4	1231	0	9010	8849	-21	0	0	115	0	1593	0	
2732																																								57281	9874	1112	0	77047	0	3435	0	3438	591871	498930	2019	500949	0	4695	0	0	0	90922	0	591871	0	0	85474	0	0	5789	0	126418	372512	2b	1231	0	444379	439684	-341	0	0	0	0	90922		
2750																																								752	546	0	0	8587	0	234	0	3028	56247	45569	319	49193	0	862	0	3305	0	7054	116	56247	0	0	499	0	0	6700	0	5589	39980	4	1231	0	43202	42340	-261	760	0	0	0	7054		
3252																																								0	4138	0	0	85620	0	583	711	4865	189812	155199	229	165328	0	3886	0	7400	0	24484	200	189812	0	0	24929	0	0	300	0	29919	125280	9	1231	0	97781	93895	-945	0	0	2500	0	24484		
3458																																								3249	1415	0	4244	4817	0	336	0	849	51290	45479	210	46689	0	383	0	0	0	4601	100	51290	0	0	3433	0	0	1101	0	7389	38090	4	1231	0	36677	36294	-33	86	0	0	1000	4601		
3720																																								41249	5121	0	72	73568	0	3642	871	9105	273679	229675	2527	238215	0	1650	0	0	0	35464	2400	273679	0	0	15955	0	0	18600	118	42375	187300	1b	1231	0	141583	139933	-1491	0	0	0	6013	35464		
3971																																								58479	6253	0	0	62324	926	6520	595	25359	775072	569748	8297	659866	0	10175	12142	81821	0	115206	2	775072	0	0	-55293	0	0	171276	2287	99221	470527	1b	930	0	608528	598353	-779	1834	0	0	0	115206		
4156																																								5890	4793	0	0	42218	0	6545	24	7853	214246	189584	657	192036	0	1951	1783	1500	0	22210	1200	214246	0	0	15229	0	0	6657	110	45507	144077	4	1231	0	145631	143680	-876	1350	0	0	295	22210		
4231																																								26994	1680	0	0	43591	0	790	918	1067	117663	101801	205	102006	0	655	0	0	0	15657	500	117663	0	0	4219	0	0	12100	0	27984	73817	2b	1231	0	43278	42623	-1162	0	0	0	0	15657		
4839																																								11711	1464	0	0	73253	298	6885	1027	3503	334325	251092	1427	294396	0	4315	0	34754	0	39929	1875	334325	0	0	25322	0	0	14840	0	59042	192050	1a	1231	0	237999	233684	-2108	2500	0	0	7123	39929		
5069																																								70603	933	0	0	28202	0	31822	4235	5329	447434	256951	7428	264379	0	12025	0	0	0	183055	4500	447434	0	0	171642	0	0	4129	0	27129	229822	1b	1231	0	318335	306310	2784	0	0	0	0	183055		
5135																																								45487	7326	0	0	52477	0	5676	6	15215	471004	366061	4069	404131	0	4523	1042	34001	0	66873	651	471004	0	0	42611	0	0	24391	0	66513	299548	2b	1231	0	348298	343775	-780	0	0	0	0	66873		
5210																																								43730	16467	2088	41378	155620	1726	25599	630	72550	1598890	1324374	9735	1453260	0	13417	13272	85716	0	145630	4798	1598890	0	0	105841	0	0	43353	474	68445	1255929	2a	1231	0	1237754	1224337	-8362	0	0	0	33435	145630	1019	
5461																																								16035	16274	0	0	168068	0	12084	867	15036	625570	564216	4834	569050	0	6135	0	0	0	56520	2059	625570	0	0	52566	0	0	4241	0	210014	354202	2b	1231	0	403341	397206	-2346	0	0	0	0	56520		
5751																																								1119	4486	164	0	39901	0	2512	43	6435	206103	170785	1596	172381	0	2180	1089	0	0	33721	600	206102	0	0	24388	0	0	8752	0	25271	145514	9	1231	0	144401	142221	-19	8133	0	0	0	33721		
6039																																								48325	3818	0	0	22572	0	7580	3211	2873	268677	238482	1363	239845	0	2845	0	0	0	28832	469	268677	0	0	-1962	0	0	30568	0	70525	167958	1a	1231	0	180643	177798	-243	2500	0	0	0	28832		
6329																																								20851	24933	0	0	29770	0	23888	848	18072	695511	625446	4407	629853	0	10134	0	0	0	65658	2600	695511	0	0	40794	0	0	22400	1100	209316	416130	2b	1231	0	575728	565594	-136	10455	0	0	0	65658		
7009																																								325039	852	0	0	314810	0	3368	0	9909	898110	816553	7003	823556	0	0	0	0	0	74554	500	898110	5108	0	73013	0	0	552	0	134124	682429	2a	1231	0	239024	239024	489	0	0	0	0	74554		
7045																																								10635	6972	0	0	111964	0	1796	175	3204	208338	189509	618	190127	0	1102	0	0	0	18211	100	208338	0	0	18078	0	0	2325	0	22720	166789	1a	1231	0	74694	73592	-2292	0	0	0	0	18211		
7072																																								691	5818	2102	0	21943	0	6929	696	13418	317197	258851	3722	282131	0	1868	3707	19558	0	35066	0	317197	0	0	31341	0	0	4061	0	34329	224522	1a	1231	0	260186	258318	-336	3575	0	0	0	35066	0	
7456																																								3880	1461	0	0	13012	0	937	0	3263	90941	83147	111	83258	0	869	0	0	0	7683	400	90941	0	0	2188	0	0	5100	0	19959	63188	4	1231	0	69257	68388	-5	0	0	0	0	7683		
7634																																								6735	1175	0	1	12682	0	441	333	747	68249	59249	79	59328	0	1024	0	0	0	8921	200	68249	0	0	926	0	0	8060	0	12111	47138	2b	1231	0	47159	46135	-265	0	0	0	0	8921		
8033																																								4190	2489	0	0	4748	0	4272	538	5223	265432	207903	3198	231237	0	1248	0	20136	0	34195	774	265432	0	0	28268	0	0	5226	0	54644	153259	1b	1231	0	233570	232322	-73	11650	0	0	0	34195		
8462																																								11044	13070	0	0	91125	0	406	0	687	177384	156684	188	156872	0	1075	0	0	0	20512	350	177384	0	0	21340	0	0	350	701	63454	93230	4	1231	0	55866	54791	-1528	5560	0	0	0	20512		
8631																																								4187	2372	0	0	14191	0	3371	96	3104	64892	57544	686	58230	0	427	0	0	0	6661	500	64891	0	0	5595	0	0	800	0	17639	39905	1a	1231	0	35414	34987	-234	2584	0	0	0	6661		
9357																																								475	6638	0	0	90851	800	336	0	2091	469224	380940	2216	386656	0	3314	26747	3500	0	82568	500	469224	0	0	28767	0	0	54660	81581	137914	243026	1a	1231	0	262970	259656	-1359	49	0	0	0	82568		
9553																																								4101	2165	0	30656	22228	0	944	0	6166	161509	106657	1049	147378	0	1007	0	39672	0	14131	400	161509	0	0	12939	0	0	1700	0	21584	85073	4	1231	0	90221	89214	-908	6035	0	0	0	14131	0	
9807																																								149176	17631	0	0	258024	84	12757	36157	128985	2333794	1950001	4635	1979192	0	30268	0	0	0	354602	20000	2333794	0	0	224479	0	0	112272	0	95210	1854791	2a	1231	0	1760016	1729748	-2149	0	0	0	24556	354602	1232	
9955																																								15975	1613	0	0	53977	0	1028	0	2001	155134	118751	123	136294	0	1555	0	17420	0	18840	110	155134	0	0	16130	0	0	3023	0	26081	92670	4	1231	0	82095	80540	-423	0	0	0	0	18840		
10250																																								12213	5761	0	0	100231	0	9513	147	4669	412973	374579	1476	376055	0	3119	0	0	0	36918	1500	412973	0	0	6590	0	0	30800	0	89217	285362	4	1231	0	283558	280439	-1972	0	0	0	0	36918		
10849																																								17009	1410	0	34893	75974	0	2902	7776	4508	279196	253332	577	253909	0	1149	694	0	0	25287	16	279196	0	0	11989	0	0	15375	0	27608	225724	1b	1231	0	135179	134030	-2093	0	0	0	0	25287		
11145																																								15372	3633	0	0	21111	143	5639	136	8741	260469	215578	2029	237909	0	2311	450	20302	0	22560	1000	260469	0	0	10761	0	0	11000	0	48878	166700	7	1231	0	206405	204094	-201	1150	0	0	0	22560	0	
11640																																								45715	11801	0	0	93250	0	4378	0	21124	394339	348513	2502	351015	0	3699	0	0	0	43324	650	394339	0	0	4918	0	0	39245	0	119935	228577	1a	1231	0	221770	218071	-1489	0	0	0	0	43324		
11837																																								343	1080	0	0	50940	0	1490	620	1480	96288	80613	123	83026	0	828	0	2290	0	13262	314	96288	0	0	2255	0	0	11686	0	7855	72758	2b	1231	0	41163	40335	-993	0	0	0	0	13262		
12030																																								38465	26817	0	2398	23854	0	3963	1452	12237	373021	315216	2586	317802	0	9304	0	0	0	55219	300	373021	0	0	54681	0	0	300	0	93038	222178	1a	1231	0	272025	262721	-62	1114	0	0	0	55219		
12142																																								10839	7619	0	317	79472	0	5041	0	8165	235042	210635	3450	214085	0	1643	0	0	0	20957	1250	235042	0	0	8656	0	0	14650	0	67451	143184	4	1231	0	120557	118914	-3599	4675	0	0	0	20957	0	
12179																																								5182	293	0	19	728	0	1185	0	2934	43298	34951	528	35479	0	140	0	0	0	7819	0	43298	0	0	7825	0	0	0	0	7575	27376	1a	1231	0	33097	32957	-6	0	0	0	0	7819		
12311																																								318896	706965	575089	8788761	14600326	0	845089	30042	4545890	104032856	81874140	1309877	92543525	383574	717586	1943840	6836466	1193552	11105757	39999	104032856	79761	150116	1956501	696955	780000	8987109	505893	23208247	58665893	2a	1231	0	71101991	70384405	-657852	0	0	1010000	169374	11489331	10944	
12647																																								9141	4193	1033	32913	0	0	4367	436	1312	159574	141208	202	141410	0	1044	0	0	0	18164	250	159574	0	0	858	0	0	17056	0	39816	101392	1a	1231	0	105129	104085	0	2094	0	0	0	18164		
12656																																								2231	682	0	846	0	0	182	53	156	17234	15363	34	15397	0	220	0	0	0	1837	72	17234	0	0	1377	0	0	388	0	4168	11195	5	1231	0	10832	10612	0	2472	0	0	0	1837		
12937																																								49758	2303	0	0	0	0	10862	0	919	208434	171164	2253	173417	0	2130	0	0	0	35017	750	208434	0	0	29017	0	0	5250	0	43347	127817	1a	1231	0	146722	144592	0	0	0	0	0	35017	0	
12946																																								58443	19284	1402	0	226276	32	18533	897	31114	1464928	1299996	15010	1316486	0	18031	16400	1480	0	148442	1	1464928	0	0	91824	12255	0	59755	2225	163745	1136251	2a	1231	0	1092917	1074886	-3138	0	0	0	0	148442	3181	
13103																																								4072	18259	4706	0	328692	0	19851	1395	33074	2088149	1678004	35796	1820438	8161	15303	6773	106638	0	259549	500	2088148	0	0	215537	0	0	34019	635	230107	1447897	2a	1031	0	1685995	1670692	9493	0	0	0	0	267710		
13251																																								11569	2366	0	0	2162	0	110	159	1114	46290	41196	119	41315	0	480	0	0	0	4975	25	46290	0	0	2994	0	0	1975	0	7301	33895	4	1231	0	29170	28690	-19	120	0	0	0	4975		
13457																																								6749	1137	0	0	6795	0	7	0	1480	24992	18746	156	18902	0	214	0	0	0	6090	50	24992	0	0	222	0	0	5852	0	5024	13722	5	1231	0	9038	8824	-34	0	0	0	0	6090		
14052																																								12888	686	145	0	7401	0	1318	158	2078	65119	58117	97	58214	0	513	0	0	0	6905	1000	65119	0	0	4289	0	0	1688	172	15107	43010	2b	1231	0	40533	40020	-72	253	0	0	0	6905		
14155																																								8044	8995	0	0	12565	0	6971	279	7275	219954	192690	1080	198770	0	2556	0	5000	0	21184	176	219954	0	0	20972	0	0	160	119	25603	167087	6	1231	0	178262	175706	-124	0	0	0	0	21184		
14650																																								3201	1035	0	3668	14	0	240	100	1971	33573	28837	412	29249	0	614	90	0	0	4324	200	33573	0	0	3824	0	0	300	0	9753	19084	4	1231	0	20087	19473	0	3781	0	0	0	4324		
14753																																								6860	996	0	7949	4685	0	111	40	572	42504	37584	99	37683	0	502	0	0	0	4821	300	42504	0	0	2306	0	977	1277	0	12448	25136	1a	1231	0	21320	20818	-39	473	0	0	0	4821		
14865																																								14677	12891	218	2851	27583	0	9283	1872	11096	393310	349903	2865	352768	0	3647	0	0	0	40542	730	393310	0	0	27535	0	0	12381	0	86009	263894	2a	1231	0	316486	312839	-104	0	0	0	0	40542		
14977																																								3698	519	0	0	1637	0	1717	0	1699	51248	42015	169	42184	0	583	0	0	0	9064	0	51248	0	0	9114	0	0	0	0	7304	34711	1a	1231	0	41106	40523	-50	1455	0	0	0	9064		
16551																																								26	19256	1909	23975	31480	657	6542	695	8044	322412	280442	473	285915	0	3000	2433	5000	0	36497	175	322412	0	0	22919	0	0	13075	0	61232	219210	2b	1231	0	230395	227395	328	0	0	0	0	36497		
16748																																								8330	1335	271	14542	8785	0	2612	0	2771	82914	73595	647	74242	0	719	0	0	0	8672	400	82914	0	0	5723	0	0	2600	85	22326	51270	2b	1231	0	44902	44183	-51	0	0	0	0	8672		
17110																																								20688	5189	0	5086	26853	0	2926	0	3173	140985	108044	8593	116637	0	279	0	0	0	24348	300	140985	0	0	17062	0	0	6986	0	0	108043	1a	1231	0	77349	77070	0	0	0	0	0	24348		
17147																																								19900	128828	32356	540021	1001077	0	93520	9698	361961	9464323	7363031	48854	8050214	0	76420	444907	449419	0	1414109	10871	9464323	0	0	358678	2310	125	1063666	4469	1734353	5628677	2a	1231	0	6901696	6825276	-19231	0	0	50000	138910	1414109		
17259																																								5905	927	0	1615	11605	0	1718	133	2779	62451	49169	1633	56930	0	176	0	0	0	5521	769	62451	0	0	4089	0	0	769	0	10371	38798	4	1231	0	37461	37285	-106	484	0	6128	0	5521		
17950																																								13348	5658	1299	0	213685	0	6384	218	7070	485710	438794	1715	440509	0	4010	2531	0	0	45201	725	485710	0	0	24694	0	0	22737	308	145019	293775	8	731	0	239219	235209	-2955	0	0	0	0	45201		
17978																																								6574	3467	0	155981	0	0	6218	2218	5847	304981	187979	438	191125	0	1445	0	2708	0	113856	0	304981	0	0	113856	0	0	0	0	4231	183748	1a	1231	0	126121	124676	0	0	0	0	0	113856		
18050																																								23584	6718	0	19930	176221	0	10621	0	9549	567435	509557	3166	512737	0	4775	0	14	0	54698	1214	567435	0	0	49522	0	0	7671	794	189171	320386	2b	1231	0	320868	316093	-3709	3925	0	0	0	54698		
18135																																								85	6023	0	26468	117413	0	12468	0	7222	276434	232484	632	253328	0	1168	0	4000	0	23106	456	276434	0	0	19400	0	0	6056	0	82739	149745	2b	1231	0	90423	89255	-2806	17500	0	0	16212	23106		
18827																																								77148	11680	3469	0	126084	1725	23637	1078	44224	1256042	1049079	9069	1129098	0	6208	9122	70950	0	126944	528	1256042	0	0	30521	0	0	97791	0	320180	728899	2a	1231	0	964083	957875	-1896	0	0	0	0	126944		
18836																																								4600	2058	0	0	10300	0	3787	1576	5897	151095	129809	2280	133947	0	1246	0	1858	0	17148	180	151095	0	0	15376	0	0	1676	0	32018	97791	2a	1231	0	124123	122877	-84	0	0	0	0	17148		
18854																																								126604	8110	1138	0	0	0	9479	100	5880	705775	625355	3559	628914	0	7699	0	0	0	76861	40	705775	0	0	62761	0	0	14060	0	144467	480888	2a	1231	0	562163	554464	0	0	0	0	0	76861		
19356																																								52	2370	0	55	20315	0	1147	0	3698	88795	79109	82	80247	0	1106	762	505	0	8548	2025	88795	0	0	3977	0	0	3371	0	21924	57185	5	1231	0	60416	59310	-825	1086	0	551	0	8548	0	
19936																																								67931	2309	0	21289	38194	0	4455	148	8798	313164	276797	1368	286000	0	3446	0	7835	0	27164	420	313164	0	0	13670	0	0	13580	0	66631	210166	2a	1231	0	173486	170040	-506	0	0	0	0	27164		
19972																																								20732	1157	0	24649	0	0	494	0	3720	93519	72915	1120	74035	0	400	0	0	0	19484	0	93519	0	0	19484	0	0	0	0	85	72830	1a	1231	0	43167	42767	0	0	0	0	0	19484		
20053																																								930	2104	0	0	11130	0	348	6	2470	99095	85967	420	86387	0	1190	0	0	0	12708	150	99095	0	0	6715	0	0	6053	0	20377	65590	4	930	0	78132	76942	-210	5165	0	0	0	12708		
20633																																								4720	4874	0	0	63330	0	6029	11262	11805	295097	252125	3571	265196	0	2923	0	9500	0	29901	1106	295097	0	0	27502	0	0	2816	0	26904	225221	2b	1231	0	195848	192925	-1523	152	0	0	0	29901		
20857																																								1541	3780	0	0	62924	0	1151	0	1979	135423	104941	91	120309	0	832	142	15277	0	15114	200	135423	0	0	596	0	0	13800	175	25504	79437	4	1231	0	64563	63731	518	0	0	0	0	15114		
21256																																								3735	202	0	0	2535	0	40	171	414	11455	10308	6	10314	0	78	0	0	0	1141	105	11455	0	0	598	0	0	495	0	2870	7438	5	1231	0	3766	3688	-57	670	0	0	0	1141		
21359																																								11074	657	228	235	8174	0	249	0	1156	53337	47627	86	47771	0	359	0	58	0	5566	550	53337	0	0	1782	0	0	3350	0	11864	35763	5	1231	0	31923	31564	-116	0	0	0	0	5566		
21658																																								10512	730	0	0	29350	0	1702	100	4431	165846	147376	1490	149588	0	1859	0	722	0	16258	100	165846	0	0	12498	0	0	4157	0	20108	127268	4	1231	0	120832	118973	-497	48	0	0	0	16258		
22048																																								1472	4018	0	0	38874	0	4098	531	8172	208908	177231	1244	188935	0	1608	0	10460	0	19973	1000	208908	0	0	13436	0	0	6400	0	35767	141464	2b	1231	0	153351	151743	-863	0	0	0	0	19973		
22543																																								3120	1894	0	0	4864	0	2535	0	892	126504	104397	310	112807	0	642	0	8100	0	13697	602	126504	0	0	7441	0	0	5698	832	27348	77049	2a	1231	0	110187	109545	-44	2822	0	0	0	13697		
22552																																								3967	1879	0	535	1521	0	2658	115	2018	103440	77895	577	94437	0	1361	0	4000	0	9003	100	103440	0	0	3004	0	0	5900	0	16287	61608	4	1231	0	92108	90747	-1	0	0	11965	0	9003		
22730																																								5468	3957	0	0	85537	0	3236	8	5162	191516	170686	612	177994	0	1269	0	428	0	13522	250	191516	0	0	14516	0	0	300	0	67069	103617	2b	1231	0	89341	88072	-1544	76	0	0	6268	13522		
22936																																								34284	2288	0	0	40730	0	3477	1380	5629	196154	177522	440	177962	0	1199	0	0	0	18192	725	196154	0	0	-3234	0	0	21470	0	66420	111102	2b	1231	0	107665	106466	-769	1900	0	0	0	18192		
23456																																								1094	2711	0	324	57976	0	2874	143	2287	201791	176625	365	177232	0	1627	0	242	0	24559	178	201791	0	0	23912	0	0	960	0	22724	153901	4	1231	0	133583	131956	-491	2426	0	0	0	24559		
23504																																								48424	50565	5003	176089	726056	0	33892	175	183597	4498836	3437413	34628	3993005	119	32812	105950	520092	0	505712	600	4498836	0	0	213927	0	0	310094	0	1230211	2207202	2a	1231	0	3201897	3169085	-18909	0	0	0	872	505831		
23643																																								3620	1202	0	0	72648	0	1428	526	6708	213242	172991	260	195806	0	1243	0	22555	0	17436	200	213242	0	0	18076	0	0	2300	130	38195	134796	5	1231	0	123973	122730	-3140	4250	0	0	0	17436		
23755																																								7270	1338	1043	0	56569	0	6134	0	3760	199127	180576	993	181569	0	1491	0	0	0	17558	110	199127	0	0	13902	0	0	4615	0	42121	138455	4	1231	0	124330	122839	-1069	174	0	0	0	17558		
24006																																								28377	6930	463	373827	107289	0	12522	142	39702	1455808	1169491	6973	1258899	20	4624	6106	82435	0	196889	0	1455808	0	0	114326	0	0	103081	0	127788	1041703	1a	0630	-13324	883876	879252	-7194	1198	0	0	0	196909		
24378																																								5613	707	0	780	11167	0	1795	95	862	62695	55058	108	55416	0	198	0	250	0	7279	0	62695	0	0	7268	0	0	0	0	6840	48218	1a	1231	0	41403	41205	11	471	0	0	0	7279		
24453																																								26200	3394	361	0	9309	0	14836	433	3507	282721	247264	1087	248351	0	3033	2150	0	0	34370	929	282721	0	0	3552	0	0	29926	220	32679	214585	2b	1231	0	225214	222181	-37	130	0	0	0	34370		
24659																																								19513	2437	0	6949	0	0	748	25	350	68714	62243	275	62518	0	535	0	0	0	6195	50	68713	0	0	1695	0	0	4450	0	13896	48347	9	1231	0	31863	31328	0	7364	0	0	0	6195		
24668																																								14377	16298	382	0	526822	0	18858	320	23805	1772741	1475267	4476	1570762	0	10882	328	90000	0	201979	625	1772741	0	0	55937	0	0	156587	0	181803	1293464	2a	1231	0	1182433	1171551	-11170	0	0	0	1019	201979		
24949																																								51894	5989	986	0	58150	0	5117	860	18911	383756	335636	3295	338931	0	4863	0	0	0	44825	1800	383756	0	0	10953	0	0	33223	285	85276	250360	2a	1231	0	245962	241099	-1151	465	0	0	0	44825	0	
25357																																								6223	4752	1846	30761	18275	0	5898	3308	7351	408664	364923	701	365624	0	2866	2568	0	0	43040	1608	408664	0	0	4643	0	0	36907	0	47192	317731	4	1231	0	328138	325272	-118	2410	0	0	0	43040		
25647																																								14873	228	0	0	4715	0	1504	9	898	120825	106855	945	109800	0	1536	0	2000	0	11025	12	120825	0	0	-10959	0	0	22079	0	11352	95503	2b	1231	0	100134	98598	-107	0	0	0	0	11025		
26176																																								15393	854	19	0	16694	0	2355	833	11150	399433	282230	1701	348931	0	4183	0	65000	0	50502	1	399433	0	0	22302	489	0	29558	5428	25862	256368	1a	1231	-1078	350401	346218	-281	0	0	0	0	50502		
26242																																								13451	7631	0	0	72523	0	12744	71	19321	484370	419023	1104	432131	0	2963	10846	10000	0	52238	1	484369	0	0	27636	0	0	25669	0	36615	382408	1b	1231	0	350746	347783	-1068	0	0	0	2004	52238		
26457																																								1950	496	0	0	5211	0	171	0	232	29317	26018	46	26064	0	204	0	0	0	3253	100	29317	0	0	2921	0	0	250	0	4744	21274	8	1231	0	21461	21257	-18	0	0	0	0	3253		
