"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	90	75	0	0	0	0	0	0	0	0	0	0	0	0			9	334	4	525	0	0	4	163	1	121	1	399	false	true	
242	70	96	0	0	0	0	0	0	0	0	0	0	0	0	70	88	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			43	1798	23	3166	12	4986	83	1073	6	940	3	330	6	21													true	false	
354			0	0	0	0	0	0	5	42	0	0	2	336			9	443	6	741	0	0	18	391	3	238	0	0	false	false	
457			8	363	9	1294	5	1668	45	1160	10	828	10	3435			20	739	9	1409	5	1081	52	1284	11	1301	9	2837	false	false	
505			14	884	30	4069	39	16772	127	4047	32	3356	17	6425															false	false	
1155			47	1767	46	6030	42	12975	157	3796	38	4027	36	10298			13	538	10	1390	4	996	45	1247	11	1448	11	2775	false	false	
1351			120	3411	17	2242	18	5964	263	3948	28	3426	15	4399			65	2859	27	3539	7	1988	139	2307	10	1136	0	0	false	false	
1454			62	2198	75	8722	40	12975	419	7298	53	5678	24	6471			13	537	8	895	2	392	60	1335	5	615	2	548	false	false	
1557	29	102															20	887	15	2164	14	5192	258	5015	29	3537	24	6157	false	true	
1669			70	2066	22	3211	14	7413	196	2801	18	1319	15	4751			1	18	3	236	0	0	120	1359	2	275	1	110	false	false	
1829			61	2008	47	6434	70	27390	161	4265	37	3515	31	6985															false	false	
1856			7	244	1	113	0	0	31	782	32	3884	7	2404			4	196	1	50	1	377	14	110	2	186	0	0	false	false	
