"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	55	54															17	657	7	833	1	315	3	89	0	0	1	244	false	true	
242	95	89													67	90	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			41	1728	27	3117	19	8359	53	1040	11	1288	3	644			8	384	2	215	1	379	40	401	0	0	0	0	false	false	
354			2	52	0	0	1	121	17	227	0	0	0	0			8	395	3	263	0	0	35	449	0	0	0	0	false	false	
457			13	492	13	1692	4	1308	47	1082	12	1084	12	4768			15	559	12	1627	6	1528	47	1105	9	983	9	1510	false	false	
505			12	567	37	4737	39	18019	185	4428	41	3752	22	8420															false	false	
1155			38	1458	40	4952	40	12183	224	4754	49	5081	36	10153			16	614	15	1613	9	2801	55	1490	13	1747	7	1754	false	false	
1351			144	3388	23	2707	21	7012	196	3151	35	3798	12	3994			60	2072	25	3334	9	2534	136	2567	11	1319	3	792	false	false	
1454			39	1621	63	6704	51	17332	456	7874	61	5734	31	6780			5	189	7	1049	7	2436	58	1444	9	742	4	941	false	false	
