"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
8033	26222	0	1909	60070	0	88522	0	0	0	0	169874	0	925		44443	65		86613	148324	0	20625	4194	0	0	9506	41797	53343	6264	51203	2977	8146	20234	1320	66467	32677	0	0	11123	18534								
8462	1207	0	4395	70359	0	111202	0	0	0	0	37144	0	7719		8045	4981		106556	29425	251	0	1391	0	0	8213	10377	1591	0	18224	7263	3018	494	0	12136	10775	0	0	10281	0								
8631	17091	0	225	18281	0	23160	0	0	0	0	33591	0	1018		7584	2881		22935	32573	0	0	1062	0	0	1618	4142	3778	2401	5760	1168	510	0	0	4355	1678	0	0	1678	0								
9357	109475	629	538	43918	0	50303	0	0	50000	0	358204	9780	0		50946	194644		49136	348424	0	0	436	50000	50000	50457	835	94	206	51292	559	1932	0	0	646	2491	5687	0	2491	0								
9553	16831	0	13770	16794	0	39692	0	0	8249	0	66820	0	3708		15145	7687		25922	61125	0	1987	0	8249	8000	5538	20402	10832	1139	25940	0	3204	1186	0	22766	4390	0	0	3204	1738								
9807	473704	0	34445	108141	0	169717	0	0	0	0	1729939	0	329686		81738	855650	80674	135272	1400253	0	0	1755	0	0	50365	150924	78215	1605	201289	76049	38091	5337	0	199371	119477	10600	0	114140	157465	true	8187	18584	521177	334473	285669	188035	
9955	12063	33	2928	28290	0	40663	0	0	4243	0	72144	0	21922		6894	40291		37702	50222	0	0	0	4243	1743	4587	5327	6386	285	9914	1800	1406	0	0	9691	3206	0	0	3206	0								
10250	155989	0	987	28693	0	53837	0	0	0	0	349348	0	7551		44623	105359		52850	340951	0	846	10846	0	0	9065	27925	32738	2624	36990	1054	6490	6444	1661	27729	15649	3925	0	7544	745								
10849	35896	0	12387	17486	0	45868	0	0	0	0	172807	0	18790		42506	26431		33480	154017	1	0	2551	0	0	17442	54928	17702	592	66408	2255	15107	2051	403	48158	19816	0	0	17331	3717								
11145	35137	0	41387	48074	0	109222	0	0	6112	0	114057	0	14259		26639	22400	8240	67642	99798	193	0	4620	6112	1059	1691	15163	17510	4213	16854	767	8869	7777	531	11937	17944	0	0	9636	0	true							
11640	154991	0	7287	13879	0	27927	0	0	0	0	268234	0	45603		33988	25499		20640	222631	0	0	10562	0	0	14712	24868	15126	9593	39481	9946	7872	3708	1920	30310	23445	0	0	17818	0								
11837	5371	0	16967	9925	0	38296	0	0	5031	0	41719	0	186		13693	6740		21329	41533	0	0	633	0	0	4648	6773	4127	5712	11421	5336	1763	333	916	7567	8348	0	5031	7099	0								
12030	39204	0	19185	96397	0	129953	0	0	0	0	188733	0	1598		55598	48650		110768	186935	0	200	6143	0	0	13564	48504	19364	5295	58972	0	6759	7393	0	31129	14152	0	0	6759	0								
12142	29536	0	12392	66953	0	121986	0	0	0	0	78538	0	3659		19025	12436		109594	74879	0	0	1633	0	0	13196	14431	1439	0	22903	2142	4396	962	0	10041	7500	0	0	5948	0								
12311	8898917	71	1236975	9648745	0	10440309	0	0	2554011	0	75737792	0	4218856		3509132	60392224	636439	9182485	71507649	20778	11287	141127	2554011	2554011	1657521	3160434	465542	42917	4817955	414366	667725	36497	1649	1817282	1120237	1799389	0	1082091	0	true	764426	639647	24515661	34038165	298946	8584707	
12647	27052	0	1459	42624	0	51741	0	0	18726	0	91816	0	5884		12018	24902	3731	50282	85932	0	0	246	18726	13039	4519	8939	4699	0	13458	6442	9576	5687	0	6139	21705	0	0	16018	0	false							
12656	2604	0	855	4842	0	7287	0	0	0	0	8701	0	1493		2515	1230		6432	7208	0	0	224	0	0	976	2400	1363	128	3376	0	0	0	0	2352	0	0	0	0	0								
12946	65544	0	201849	202518	0	390205	0	0	84900	0	974394	0	303279		136288	318707		188356	671115	0	0	21516	0	0	59205	142018	79328	13837	200106	129501	115778	47163	3313	158100	295755	98814	84900	245279	0								
13103	503056	0	29168	107573	0	226370	0	0	42166	0	1680335	0	390667		182207	767048	68325	196821	1288294	381	1374	27393	42166	0	31658	110776	121949	14891	142434	29761	61159	35143	4895	97066	130958	0	0	90919	0	true	8657	75958	348582	165776	175442	188879	
13251	3835	0	672	9649	0	14260	0	0	0	0	29772	0	2452		5979	19429		13588	27320	0	0	0	0	0	1402	3822	1284	0	5224	0	0	0	0	529	0	0	0	0	0								
13457	3440	0	379	3915	0	6549	0	0	0	0	9639	0	822		2110	1494		6170	8817	0	0	0	0	0	1213	1901	623	0	3114	401	567	0	0	1627	968	0	0	968	0								
14155	20448	0	9402	51940	0	94093	0	0	4171	0	94348	0	11617		16170	32779		82729	82383	1962	348	2549	0	0	6240	14645	10516	1118	20885	2927	1685	3990	0	16348	8602	39152	2000	4612	0								
14650	7501	0	2737	9827	0	15030	0	0	0	0	19674	0	196		3418	1160		12293	19478	0	0	515	0	0	1910	2618	2126	3225	3967	254	251	628	0	6461	1133	0	0	505	0								
14753	14049	1	949	13513	0	13513	0	0	0	0	23886	0	2329		6249	0		12563	21557	0	0	831	0	0	1904	6547	595	27	8451	500	0	264	0	2824	764	0	0	500	0								
14865	243409	1	9125	62580	0	62580	0	0	0	0	369784	0	27820		25506	76995		53454	338490	0	3474	3646	0	0	24295	11892	8217	2150	32265	902	574	1349	0	21049	2825	32627	0	1476	3474								
14977	4783	0	0	7394	0	11304	0	0	0	0	26942	0	0		7762	1036	3175	11304	26942	0	0	1130	0	0	2702	12630	2203	329	15332	500	2759	0	0	10102	3259	0	0	3259	0	false							
16551	44926	0	7421	67209	0	111337	0	0	6917	0	168341	0	9201		48199	44458		103514	159140	402	0	7177	6917	4138	9481	26873	33753	1222	36353	782	2315	4531	0	23130	7628	0	0	3097	0								
16748	16606	0	2641	21471	0	26678	0	0	0	0	43023	0	1420		10064	7676		24037	41603	0	0	1176	0	0	2507	8047	5642	887	10497	569	557	532	0	7019	1658	0	0	1126	0								
17110	0	0	0	0	0	0	0	0	0	0	129261	0	6685		21869	0	7841	0	122576	0	0	3902	0	0	61587	0	0	0	61587	67674	0	0	0	39718	67674	0	0	67674	0	false							
17147	5739162	1	443868	425572	0	953454	0	0	581158	0	8928945	0	1124272		1015714	1417048	185862	509004	7804592	581	81	42361	581158	133644	320386	861813	261420	41244	1179914	66435	189100	30425	1913	469148	287873	9403	0	186453	0	true	36415	93310	822894	403283	2180648	3335832	
17259	13357	0	1530	10360	0	16388	0	0	0	0	33325	0	3546		9381	1387		14858	29779	0	0	1771	0	0	3810	6528	4741	841	10338	0	839	1306	515	6539	2660	0	0	839	0								
17950	65922	489	31057	86065	0	168607	0	0	12000	0	282039	268	51590		29986	133981		137061	215729	0	14452	4246	0	0	10643	25018	13091	4199	35497	13836	12752	2597	0	22965	29185	40466	12000	26588	0								
17978	53944	0	0	2839	0	33122	0	0	0	0	142460	0	960		46676	2783		33122	138901	0	2599	14535	0	0	11342	31089	14518	14983	42431	1218	9120	645	2819	25256	13802	0	0	10338	0								
18050	80089	0	52191	192466	0	266154	0	0	0	0	268598	0	5228		43007	49057		213963	263370	0	0	3855	0	0	29417	44247	18871	780	71959	16656	19078	10402	0	50309	46136	14914	0	35734	0								
18135	26133	0	0	106953	0	131615	0	0	5507	0	105142	0	1090		12549	36795		131615	103316	0	736	805	5507	5507	6280	9027	2385	1755	15054	15786	6408	572	0	6899	22766	5507	0	19194	0								
18827	801476	0	31689	65642	0	112223	0	0	159	0	1102419	0	267045		70311	128776	22797	78726	835231	1808	143	6771	159	159	15791	53937	26860	11383	69728	14859	37217	10631	1489	37660	64196	0	0	52076	0	true	36229	18559	50668	37700	162446	459174	
18836	17141	5	1450	31847	0	42412	0	0	0	0	94270	0	2772		36587	14055		40957	91498	0	0	4713	0	0	16703	15122	19316	7590	28996	530	2204	773	837	22143	4344	2991	0	2734	0								
18854	65980	0	44929	309395	0	312619	0	0	21338	0	409826	0	26096		26436	122602	2589	267690	317651	0	66079	1009	21338	21338	30440	93576	30401	1640	124006	16361	37161	11164	500	129621	65186	153492	0	53522	66079	true							
19356	9199	0	5168	20571	0	37568	0	0	15090	0	47258	0	778		8509	4205		32380	31390	20	15090	0	950	249	3185	5744	2806	1297	8902	1500	11847	6479	996	4523	20822	0	8097	13347	0								
19936	16134	0	29304	58693	0	142202	0	0	0	0	147420	0	12464		18954	84105		112898	134956	0	0	3803	0	0	6631	20218	7244	3957	26849	536	3654	3301	1642	19095	9133	0	0	4190	0								
19972	77521	0	0	0	0	0	0	0	0	0	77521	0	0		0	0		0	77521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
20053	13090	0	926	19356	0	27542	0	0	15000	0	68619	0	7597		32654	7955		26616	61022	0	0	1506	10880	2220	4229	12006	17818	6311	16235	262	3523	3425	0	7710	7210	4120	0	3785	748								
20633	50834	0	14942	25108	0	120151	0	0	0	0	131818	0	848		28337	22516		105204	130970	5	0	3303	0	0	5637	21020	21783	4026	26657	1127	4107	503	265	24129	6002	15784	0	5234	2671								
20857	8717	0	11044	14230	0	47339	0	0	0	0	56935	0	8381		4567	34909		36295	48554	0	0	0	0	0	2136	4716	1636	211	6852	540	1070	3000	0	4132	4610	0	0	1610	0								
21256	952	0	2721	2594	0	5718	0	0	0	0	3696	0	315		626	548		2997	3381	0	0	842	0	0	340	749	205	59	1089	0	0	842	0	727	842	0	0	0	0								
21359	13372	0	1906	10919	0	22903	0	0	0	0	29697	0	2888		4135	9342		20997	26809	0	0	0	0	0	1453	3358	720	452	4811	500	500	0	0	1848	1000	0	0	1000	0								
21658	22962	1	5497	22057	0	68201	0	0	3	0	85188	0	2896		32758	9274	15162	62703	82292	0	0	5045	3	3	3299	23455	15195	4156	26754	255	3390	3202	0	13347	6847	0	0	3645	0	true							
22048	23168	0	11820	83778	0	83778	0	0	6215	0	92520	0	7939		22063	0		71958	84581	0	0	2779	6215	1705	8733	23158	16545	3385	31860	5589	7813	3583	546	29758	17531	814	0	13402	0								
22543	56590	13	11860	62595	0	98987	0	0	0	0	99579	0	3961		13857	16834		87114	95618	0	0	1434	0	0	3017	9189	8244	1097	12132	1070	2463	1075	0	7690	4608	0	0	3533	0								
22552	13405	0	1610	16270	0	28381	0	0	6399	0	48291	0	4526		16181	4232		26771	43765	0	0	546	6399	1499	3955	10748	13859	17	14703	267	1808	0	0	12397	2075	0	0	2075	249								
22730	181	0	20662	63870	0	98534	0	0	0	0	67525	0	8163		9968	52585		77872	59362	0	0	544	0	0	3263	4021	4116	1650	7102	1709	0	0	0	3082	1709	0	0	1709	0								
23456	19847	0	8038	23989	0	86437	0	0	0	0	99300	0	11123		36206	11738		78399	88177	0	0	4589	0	0	6702	20652	20936	6817	27354	6958	3164	1574	912	18901	12608	0	0	10122	0								
23504	1496574	0	47621	546284	0	599512	0	0	62211	0	3146991	0	470292		60280	1380640	15411	551891	2676699	0	0	3518	20070	20070	27662	94765	16640	7185	122427	22664	43635	55208	2018	85972	123525	3387	0	66299	17574	true	55925	6762	476040	602871	416812	175737	
23643	15823	0	18185	36926	0	77968	0	0	0	0	105093	0	10846		28057	2097		59783	94147	0	100	2281	0	0	8425	31472	18407	0	39897	4406	12340	12123	0	30247	28869	0	0	16746	0								
23755	61278	44	5047	49054	0	89421	0	0	0	0	96105	33	8463		10224	13877		84330	87609	0	0	1290	0	0	4377	7150	4183	1474	10528	0	2366	1400	0	6960	3766	1000	0	2366	0								
24006	356891	1	11518	143557	0	317491	0	0	77500	0	976077	0	25360		187495	151652		305972	950717	0	0	17448	77500	30000	34798	169477	130525	59162	204275	12024	33367	12718	15463	206467	73572	0	0	45391	0								
24378	19886	0	0	7285	0	13085	0	0	0	0	41672	0	501		14054	681		13085	41171	0	0	1644	0	0	2698	5352	7168	5581	6789	306	0	0	0	6745	306	0	0	306	0								
24453	19756	0	6179	84284	0	121131	0	0	6687	0	162805	0	9112		13039	112349		114952	153444	0	249	2879	6687	3787	2877	11824	7124	1494	14701	1223	4685	1473	0	10280	7381	1335	0	5908	249								
24659	20288	0	1005	14060	0	23839	0	0	0	0	28959	0	1376		4870	517		22834	27583	0	0	1438	0	0	4284	1762	1208	175	5192	725	0	0	0	2559	725	0	0	261	0								
24668	300507	0	25945	98068	0	124172	0	0	0	0	1414785	0	154757		103756	407806	44263	96509	1256835	1718	3193	28232	0	0	153599	228383	12061	2094	338578	145077	142732	22226	300	292382	310335	180955	0	249923	0	false							
24949	45597	0	8563	97894	0	136344	0	0	0	0	202037	0	3819		63969	62457		127536	198218	245	0	2358	0	0	14987	31866	41620	348	46819	0	2684	2211	267	24852	5162	5296	0	2684	0								
25357	208347	0	9868	11351	0	46738	0	0	0	0	360035	583	6195		34625	64573		36870	353257	0	0	4063	0	0	22274	38891	12723	4274	61165	1110	3685	4159	0	43537	8953	0	0	4795	0								
25647	17573	2	0	16755	0	17878	0	0	0	0	128170	0	33		32497	6994	6723	17876	113446	0	14691	3035	0	0	18865	36692	31678	508	55229	3562	6700	5598	0	55246	15860	0	0	10262	14691	false							
26176	46045	0	246	21591	0	36732	0	0	26766	0	246837	0	27658		26465	23458		36486	216136	0	3043	1871	26766	23967	24892	113300	16061	1065	138192	7244	10103	4669	0	128853	22016	40892	0	17347	12427								
26457	2256	0	2753	6359	0	10008	0	0	0	0	18416	0	3244		3093	10263		7255	14927	0	245	256	0	0	1247	2841	1040	12	4088	501	0	256	0	2047	757	0	0	501	0								
26765	47802	0	9059	105440	0	155366	0	0	6995	0	1546358	0	81015		68964	993268		146209	1465343	98	0	1742	6995	6995	35772	106914	46936	2671	142686	46691	146744	118427	1133	123329	312995	6995	0	193435	0								
27070	154596	0	2660	40310	0	40310	0	0	1000	0	402282	0	5553		132149	0		37650	394768	0	1961	18839	1000	1000	61672	108493	41313	4259	159291	4526	17694	8639	1090	83588	31949	0	0	21566	0								
27548	352029	0	94378	27994	0	174907	0	0	2636	0	670829	0	44399		53818	198654	24452	72672	623209	7857	3221	1465	2636	2636	17721	36450	24951	10588	54122	8549	19723	1908	256	35893	30436	56240	0	28271	2983	true							
27614	90397	0	3951	89286	0	164740	0	0	0	0	201599	0	36660		38414	34507		160789	164939	0	0	793	0	0	8987	27188	20186	1256	36175	6197	10209	2401	271	19203	19078	0	0	16406	0								
27847	54222	0	33084	99637	0	172301	0	0	4114	0	381278	0	34514		121243	34159		139217	336842	0	9922	17067	0	0	34271	103658	93681	4689	137929	7586	32204	15682	1126	115056	56598	5601	4114	39790	9759								
28013	747166	0	60332	136273	0	318284	0	0	253651	0	3069756	0	266550		547811	1330822	91524	257952	2803206	0	0	36279	253651	191324	398596	326120	96721	54999	724716	65765	36407	8885	4274	328625	115331	0	0	102172	0	true	110442	147510	1143984	186838	746183	983	
28152	27778	0	3840	29836	0	46453	0	0	1521	0	80727	0	8164		17452	28821	7886	42613	72382	0	181	2064	0	0	3468	9725	8824	1342	9857	0	519	251	0	5907	770	2882	1521	519	0	true							
28675	13848	0	13112	33808	0	34497	0	0	29578	0	82509	0	8182		41808	17677	4230	21385	74327	0	0	1063	29078	17879	8372	21920	14006	3515	30292	500	2167	0	504	6005	3171	0	500	2667	0	false							
28732	18816	0	2259	30501	0	37418	0	0	0	0	49075	0	5429		7128	10849		35159	43646	0	0	1334	0	0	3057	8290	2656	38	11347	300	3360	1709	0	6912	5369	0	0	3660	0								
29476	2783	0	895	5336	0	20295	0	0	5744	0	68026	0	8927		10732	4402		19400	42813	0	16286	2386	0	0	5971	13464	23379	4186	19435	4652	4113	2895	2181	36268	13841	2909	3563	8765	21376								
29636	78474	0	37848	68721	0	135775	0	0	0	0	660318	0	109817		91505	361304		97927	550501	0	0	17868	0	0	23256	62856	53181	20636	86112	11985	22085	16461	10080	68424	60611	0	0	34070	0								
29878	646703	0	0	35582	0	134852	0	0	0	0	1135376	0	0		218441	16486	85945	134852	1135376	0	0	28653	0	0	69551	199151	95131	27720	268702	7793	42770	19486	10585	173113	80634	0	0	50563	0	true	18644	89365	15800	686	638209	8494	
30052	3142	0	0	10050	0	12100	0	0	0	0	11886	0	0		1291	5873		12100	11886	0	0	0	0	0	540	1455	877	0	1995	0	0	0	0	1580	0	0	0	0	0								
30502	407636	0	10275	38922	0	76922	0	0	0	0	643479	0	84239		59061	115032	21709	66647	559233	0	7	6561	0	0	18384	56377	18609	11493	74571	3666	8030	2183	2069	45802	15948	0	0	11696	0	true							
30650	10374	0	941	26705	0	42625	0	0	5	0	60674	0	489		9913	27109		41684	60185	0	0	467	5	5	4105	7309	4398	0	11414	274	5671	1433	0	5899	7378	5	0	4753	0								
30810	29226698	0	42	885958	0	885958	0	0	22327047	0	72541991	0	0		25252145	9331221	2355528	885900	72541991	16	0	988050	21687115	10353017	3767029	12290735	10336345	5369662	16057764	336505	1239400	492150	152246	6511626	2220301	0	559457	1575905	5770998	true	599731	0	4256745	5074476	29226698	0	
31134	13837	6916	7457	47523	0	62095	0	0	0	0	46180	200	451		13036	5681	5850	47722	45529	0	0	2714	0	0	6804	12639	3699	352	19229	1661	571	936	0	10458	3168	0	0	1979	0	true							
31255	11703	0	57252	47703	0	106089	0	0	14510	0	550036	0	182013		26513	330270	7019	45404	367778	3433	245	2864	14510	14510	25867	63560	12731	1499	29749	31084	69816	2990	514	77143	104405	54248	0	100895	0	false							
31657	11714	0	4477	31341	0	59657	0	0	0	0	70274	0	4033		14379	3741		55180	66241	0	0	2631	0	0	6452	25372	4078	23	31823	4778	13288	828	0	21546	18894	0	0	18066	0								
31826	31378	0	21514	76821	0	107927	0	0	0	0	135901	0	32033		35312	9611	16499	86413	103868	0	0	8334	0	0	15890	36687	13927	3633	40631	11482	11002	300	1991	34825	24775	0	0	21098	0	false							
31835	7589	0	9433	32974	0	49487	0	0	0	0	65335	0	14217		14586	7728		40054	51118	0	0	2948	0	0	10575	26459	1819	17	37034	2135	8303	710	0	24284	11148	0	0	10438	0								
