"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDJ448	RCFDJ449	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONJ448	RCONJ449	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	FDIC LOSS-SHARING INDEMINIFICATION A	PREPAID DEPOSIT INSURANCE ASSESSMENT	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	FDIC LOSS-SHARING INDEMINIFICATION A	PREPAID DEPOSIT INSURANCE ASSESSMENT	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																CONF				0	131	0	873	45	117	0	0	0	0	0	625	0	0	0	CONF	0	0	0				
242																CONF				0	242	0	519	10	71	0	0	0	0	0	206	0	0	0	CONF	0	0	0				
279																CONF				2	1219	382	2634	50	224	0	0	0	0	0	732	0	0	0	CONF	77	0	0				
354																CONF				0	0	52	145	0	21	0	0	0	0	0	72	0	0	0	CONF	0	0	0				
457																CONF				0	196	0	1273	0	89	0	0	0	0	0	430	0	0	0	CONF	558	0	0				
505																CONF				0	4256	0	13537	1286	3992	1365	0	0	0	0	1189	0	0	0	CONF	4100	0	0	Prepaid pension			
1155																CONF				14	1153	0	6577	161	504	0	0	0	0	0	853	0	0	0	CONF	4067	0	0				
1351																CONF				11	0	0	1765	82	257	0	0	0	0	0	1508	0	0	0	CONF	0	0	0				
1454																CONF				0	1092	0	10426	1052	1935	0	0	0	0	0	2631	0	0	0	CONF	4768	0	0				
1557																CONF				0	147	0	1903	0	737	0	0	0	0	0	1019	0	0	0	CONF	0	0	0				
1669																CONF				7	912	68	9831	163	579	0	0	0	0	0	1431	0	0	0	CONF	4801	0	2040				
1829																CONF				0	2025	10	5643	606	2294	0	0	0	0	0	1314	0	0	0	CONF	0	0	0				
1856																CONF				0	1525	0	2128	306	306	0	0	0	0	0	297	0	0	0	CONF	0	0	0				
2040																CONF				18	1546	573	7485	486	1962	0	0	0	0	0	805	0	0	0	CONF	2599	0	0				
2161																CONF				0	811	0	4544	138	248	0	0	0	0	0	776	0	0	0	CONF	0	0	2709				
2376																CONF				0	38222	25650	136202	688	16484	9296	0	0	0	0	9563	0	0	4240	CONF	35122	0	11161	Deferred Exp FHLB Penalty			
2554																CONF				0	0	0	127	13	48	19	0	0	0	0	79	0	0	0	CONF	0	0	0	sofware			
2732																CONF				0	174	1564	5271	70	1436	158	0	0	0	0	1727	0	0	0	CONF	0	370	0	current fed inc tax receivable			
2750																CONF				0	547	0	2397	150	250	0	0	0	0	0	672	0	0	0	CONF	928	0	0				
3177																CONF				0	6390	3086	34659	941	3246	0	0	0	0	0	2741	0	0	0	CONF	11670	0	7526				
3252																CONF				0	323	0	3209	256	691	0	0	0	0	0	2195	0	0	0	CONF	0	0	0				
3458																CONF				0	187	63	559	19	56	0	0	0	0	0	253	0	0	0	CONF	0	0	0				
3720																CONF				0	558	88	5793	175	457	0	0	0	0	0	913	0	0	0	CONF	1478	0	2299				
3971																CONF				0	3767	2304	26623	0	6252	0	0	0	0	0	2894	0	0	0	CONF	11406	0	0				
4156																CONF				0	2564	0	7949	0	658	0	0	0	0	0	1188	0	0	0	CONF	2662	0	877				
4231																CONF				0	0	87	1055	0	315	0	0	0	0	0	653	0	0	0	CONF	0	0	0				
4437																CONF				0	866	619	7631	270	1050	0	0	0	0	0	935	0	0	0	CONF	4161	0	0				
4839																CONF				0	1348	0	3629	399	689	0	0	0	0	0	1592	0	0	0	CONF	0	0	0				
5005																CONF				0	4425	4114	18647	302	482	117	30	0	0	0	931	0	0	0	CONF	8695	0	0	ACCOUNTS RECEIVABLE	COMPUTER SOFTWARE		
5069																CONF				0	0	778	7179	1429	3386	1615	0	0	0	0	3015	0	0	0	CONF	0	0	0	Accounts Receivable			
5135																CONF				0	1374	1121	11070	151	1038	176	0	0	0	0	3878	0	0	0	CONF	3659	0	0	5th third clearing			
5210																CONF				0	6192	1611	49750	0	7649	4560	0	0	0	0	3466	0	0	0	CONF	27027	0	3805	Prepaid Pension			
5331																CONF				0	3923	2061	9096	0	2395	1624	0	0	0	0	394	0	0	0	CONF	323	0	0	accrued interest on securities purchased			
5461																CONF				0	1959	0	9934	0	5465	1904	2000	0	0	0	1793	0	0	0	CONF	717	0	0	QZAB	PRFD STOCK-SR HOUSING CRIVE PREV FOUNDATION		
5751																CONF				0	305	0	4085	133	276	0	0	0	0	0	822	0	0	0	CONF	1399	0	1283				
6039																CONF				0	136	222	2548	0	1360	490	619	0	0	0	585	0	0	0	CONF	0	245	0	DUE FROM USDA	DUE FROM HOLDING COMPANY		
6141																CONF				0	0	0	562	127	193	0	0	0	0	0	369	0	0	0	CONF	0	0	0				
6329																CONF				519	662	3966	14533	685	2852	0	0	0	0	0	2283	0	0	0	CONF	2203	0	2567				
7009																CONF				0	0	287	12253	0	9498	5287	0	0	0	0	2468	0	0	0	CONF	0	0	0	Receivables			
7045																CONF				0	585	0	1966	135	389	0	0	0	0	0	992	0	0	0	CONF	0	0	0				
7072																CONF				0	975	2291	6371	115	2565	1780	0	0	0	0	540	0	0	0	CONF	0	0	0	Deferred Compensation			
7157																CONF				0	18	0	659	37	257	164	0	0	0	0	384	0	0	0	CONF	0	0	0	lease contract receivable			
7456																CONF				0	333	0	1161	0	206	64	0	0	0	0	622	0	0	0	CONF	0	0	0	Prepaid Health Insurance			
7634																CONF				0	128	0	668	153	235	53	0	0	0	0	305	0	0	0	CONF	0	0	0	LATE FEES RECEIVABLE			
8033																CONF				0	1288	0	3493	61	245	79	0	0	0	0	961	0	0	0	CONF	999	0	0	OTHER ASSETS			
8462																CONF				0	21	0	989	0	257	0	0	0	0	0	711	0	0	0	CONF	0	0	0				
8631																CONF				0	133	128	2609	53	188	0	0	0	0	0	163	0	0	0	CONF	1997	0	0				
9357																CONF				0	2243	0	4063	0	854	0	0	0	0	0	966	0	0	0	CONF	0	0	0				
9553																CONF				0	1627	0	5939	165	735	447	0	0	0	0	1413	0	0	0	CONF	1407	0	757	Nebraska Fund XV Investment			
9807																CONF				0	18032	0	124957	0	9158	5176	1500	1560	0	0	9848	0	0	0	CONF	0	87919	0	BANKRUPTCY CLAIM RECEIVABLE	PERFORMANCE BOND (MADISON CROSSING)	LITIGATION BOND	
9955																CONF				0	1045	0	2235	0	251	0	0	0	0	0	939	0	0	0	CONF	0	0	0				
