"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
1557																																							3287	1017	265	0	12247	0	577	75	1310	70077	53650	18	58101	0	737	70	4433	0	11976	200	70077	0	0	2000	0	0	9624	0	18757	34893			0	50427	49690	152	1539	0	0	0	11976	
1669																																							25284	7364	0	51016	78640	0	2067	20	12091	279721	232432	374	232806	0	2912	0	0	0	46915	800	279721	0	0	44780	0	0	800	0	54717	177715			0	106151	103239	535	0	0	0	0	46915	
1829																																							4489	4613	329	0	103498	0	4050	80	14616	442611	321086	1948	392794	0	3746	8144	69760	0	49817	390	442611	0	0	44112	0	0	3100	0	104723	216363			0	306538	302792	2215	0	0	0	0	49817	
1856																																							54478	486	0	5000	22348	0	375	0	3243	123154	66225	120	106345	0	979	98	40000	0	16809	500	123154	0	0	1894	0	0	14282	0	3135	63090			0	37748	36769	133	357	0	0	0	16809	
2040																																							2197	2931	0	0	53619	0	2294	172	8693	198166	136541	1436	175081	0	3220	0	26000	0	23085	480	198166	0	0	17981	0	0	4270	0	21931	114610			0	127699	124479	354	3781	0	0	11104	23085	
2161																																							13872	7816	0	0	18203	0	2236	21	4925	138148	118574	2912	121486	0	784	0	0	0	16662	1000	138148	0	0	13812	0	0	1356	0	28586	89988			0	87120	86336	494	4739	0	0	0	16662	
2376																																							298	24939	0	177849	175033	0	14094	449	187839	3793816	2521513	66633	3324205	61	29878	0	678671	0	469550	500	3793816	0	0	441207	4213	0	57445	0	140425	2381088			-20143	3238980	3209102	-9459	0	0	57388	0	469611	
2554																																							3430	326	0	250	3047	0	95	0	176	13525	12038	19	12057	0	125	289	0	0	1468	50	13525	0	0	337	0	0	1115	0	3965	8073			0	6037	5912	-34	0	0	0	0	1468	
2732																																							13951	15268	1112	0	132487	0	3659	0	3214	545057	456335	2146	458481	0	3862	0	0	0	86576	0	545057	0	0	80325	0	0	5789	0	122640	333695			0	379228	375366	462	0	0	0	0	86576	
2750																																							754	864	0	0	10098	0	252	0	1316	57309	46397	259	50186	0	646	0	3530	0	7123	120	57309	0	0	1211	0	0	5800	0	5087	41310			0	44516	43870	-8	155	0	0	0	7123	
3177																																							137414	8056	365	571	99541	0	11938	1007	37865	1094332	869286	11565	988448	0	3307	4630	107597	0	105884	0	1094332	0	0	45589	0	0	63953	0	206307	662979			-3217	796252	792945	-441	0	0	0	0	105884	
3252																																							0	4044	0	0	81037	0	673	98	4626	197775	165977	218	172695	0	3289	0	6500	0	25080	200	197775	0	0	23772	0	0	300	0	23776	142201			0	109586	106297	808	1000	0	0	0	25080	
3458																																							313	803	0	2617	9830	0	372	0	847	43597	34402	313	39268	0	375	0	0	0	4329	100	43597	0	0	3035	0	0	1101	0	4708	29694			0	29190	28815	93	0	0	53	4500	4329	
3720																																							35365	5279	0	140	53183	0	3971	1033	8310	247758	206259	2087	212641	0	1726	0	0	0	35117	2400	247758	0	0	13846	0	0	18600	0	36194	170065			0	142203	140477	271	0	0	0	4295	35117	
3971																																							56379	6114	221	0	70396	726	10032	456	22016	787835	626192	12916	675993	0	10576	12142	36885	0	111842	2	787835	0	0	-65004	0	0	176276	8553	117619	508573			0	609783	599207	568	1593	0	0	0	111842	
4156																																							1018	4373	0	0	38794	0	6805	110	5685	202841	177623	739	180124	0	2025	1783	1500	0	22717	1200	202841	0	0	14791	0	0	6657	583	37810	139813			0	142515	140490	69	3200	0	0	262	22717	
4231																																							12332	1721	0	0	51216	0	805	988	896	114201	97196	517	97713	0	632	0	0	0	16488	500	114201	0	0	3604	0	0	12100	0	22049	75147			0	46875	46243	284	0	0	0	0	16488	
4839																																							16925	3862	0	0	80103	353	6545	770	2733	339710	262800	2416	300170	0	5254	0	22376	0	39540	1875	339710	0	0	22910	0	0	14840	2261	55541	207259			0	231412	226158	-85	0	0	0	12578	39540	
5069																																							29110	1774	0	0	29414	0	17252	638	4368	515608	298637	8452	333589	0	13454	0	26500	0	182019	4500	515608	0	0	169889	0	0	4128	0	26876	271761			0	446506	433052	3502	0	0	0	0	182019	
5135																																							48233	3804	0	0	35314	0	5310	236	14565	466737	387500	2456	405531	0	4254	1042	15575	0	61206	651	466737	0	0	36029	0	0	24391	0	52389	335111			0	362487	358233	135	0	0	0	0	61206	
5210																																							41686	13705	0	57562	143226	1914	17183	309	61956	1196953	972312	11550	1095865	0	14488	0	76500	0	101088	4798	1196953	0	0	94715	0	0	5455	1877	45948	926364			0	872023	857535	-3880	0	0	0	35503	101088	
5461																																							45343	17076	0	0	166327	0	10730	1055	16301	586965	526973	3557	530530	0	5372	0	0	0	56435	2059	586965	0	0	47351	0	0	4241	0	194681	332292			0	335505	330133	2784	0	0	0	0	56435	
5751																																							1516	3965	257	0	42203	0	3020	0	6309	196387	155541	1725	161766	0	1639	1088	4500	0	34621	600	196387	0	0	23195	0	0	8752	120	21874	133667			0	138547	136908	2074	1001	0	0	0	34621	
6039																																							54741	11232	0	0	21903	0	7645	5993	3303	286448	257539	1269	258808	0	2684	0	0	0	27640	469	286448	0	0	-3449	0	0	30568	0	68598	188941			0	181215	178531	52	3100	0	0	0	27640	
6141																																							3398	8872	0	23214	0	0	143	0	474	57293	51258	79	51337	0	307	0	0	0	5956	400	57293	0	0	1256	0	0	4300	0	14933	36325			0	19549	19242	0	1950	0	0	0	5956	
6329																																							14684	22279	0	0	29400	0	19082	1592	18944	584690	523704	7073	530777	0	8052	0	0	0	53913	2600	584690	0	0	31189	0	0	20000	1174	166196	357508			0	475342	467290	124	10245	0	0	0	53913	
7009																																							241513	835	0	0	416463	0	509	0	6269	871315	801312	8309	809621	0	0	0	0	0	61694	500	871315	240	0	58987	0	0	552	0	73898	727414			0	205486	205486	1655	0	0	0	0	61694	
7045																																							8400	4800	0	0	108054	0	1939	104	2462	203709	182591	879	183470	0	867	0	0	0	20239	100	203709	0	0	16998	0	0	2325	0	21074	161517			0	78817	77950	816	0	0	0	0	20239	
7072																																							286	3104	791	0	11847	118	5070	0	11607	193697	141727	7439	161166	0	1800	751	12000	0	32531	0	193697	0	0	32442	0	0	0	0	13076	128651			0	157671	155871	89	4252	0	0	0	32531	
7157																																							0	736	0	233	18891	0	109	0	411	46035	40576	360	40936	0	254	0	0	0	5099	200	46035	0	0	4637	0	0	200	0	5508	35068			0	24171	23917	62	1738	0	0	0	5099	
7456																																							3446	2512	0	0	15758	0	778	0	1685	86101	74597	165	78985	0	725	0	4223	0	7116	400	86101	0	0	1837	0	0	4600	0	19018	55579			0	62647	61922	279	0	0	0	0	7116	
7634																																							6229	932	0	2	11120	0	419	406	731	64924	55344	141	56385	0	953	0	900	0	8539	200	64924	0	0	65	0	0	8060	0	10589	44755			0	46038	45085	214	0	0	0	0	8539	
8033																																							6037	2831	0	0	5077	0	2734	932	4517	223539	177178	2728	195006	0	1241	0	15100	0	28533	774	223539	0	0	23218	0	0	4476	0	46486	130692			0	191952	190711	65	10700	0	0	0	28533	
8462																																							8133	14842	0	0	88496	0	368	0	626	174129	152271	188	152459	0	809	0	0	0	21670	350	174129	0	0	19970	0	0	350	336	69939	82332			0	56582	55773	1000	5555	0	0	0	21670	
8631																																							8546	1016	0	0	15486	0	1642	101	2742	62751	55200	550	55750	0	422	0	0	0	7001	500	62751	0	0	5679	0	0	800	0	16314	38886			0	31522	31100	22	2118	0	0	0	7001	
9357																																							939	9965	0	0	62648	650	453	0	3572	554383	424588	2173	470790	0	3275	26747	44029	0	83593	500	554383	0	0	28094	0	0	54660	172396	158167	266421			0	280193	276918	339	95	0	0	0	83593	
9553																																							5259	1097	0	25742	25611	0	1034	0	7342	170069	110306	1179	156665	0	1001	0	42800	0	13404	400	170069	0	0	11907	0	0	1700	0	14840	95466			0	104985	103984	-603	0	0	2380	0	13404	
9807																																							15117	37597	0	292215	58185	43	9657	36376	138926	2381979	1780820	10581	2068171	0	29220	0	210000	0	313808	20000	2381979	0	0	231668	0	0	112272	0	81806	1699014			0	1823083	1793863	-50132	0	0	0	66770	313808	
9955																																							23591	1480	0	0	38292	0	1108	82	2017	141454	103929	185	123499	0	1573	0	19385	0	17955	110	141454	0	0	14550	0	0	3023	0	20881	83048			0	76457	74884	272	0	0	0	0	17955	
10250																																							36598	6297	0	0	100437	0	9469	1465	4648	395634	356697	1025	357722	0	2953	0	0	0	37912	1500	395634	0	0	4383	0	0	30800	0	84539	272158			0	239673	236720	1229	0	0	0	0	37912	
10849																																							17067	3342	0	43480	53919	0	3161	9980	4017	262785	235220	412	235632	0	1512	694	0	0	27153	16	262785	0	0	11738	0	0	15375	0	27743	207477			0	127637	126125	24	1000	0	0	0	27153	
11145																																							10929	5845	0	0	18917	94	5566	249	7596	232229	192333	2267	211335	0	1900	450	16735	0	20894	1000	232229	0	0	8673	0	0	11000	0	41032	151301			0	184483	182583	221	0	0	0	0	20894	
11275																																							55472	14931	14640	0	43249	0	16220	2064	74374	1655057	1140103	32602	1435662	0	3643	76846	236700	0	219395	1	1655057	0	0	8774	414	0	210521	241948	262719	877384			0	1116044	1112401	99	2498	0	0	26257	219395	
11640																																							1016	10686	0	0	95585	0	4525	0	17319	366696	276851	2289	323037	0	3815	0	37500	0	43659	650	366696	0	0	7568	0	0	35100	0	72446	204405			0	241380	237565	341	0	0	6397	0	43659	
11837																																							5630	1188	0	0	38046	0	781	620	2071	88934	67159	446	74605	0	934	0	7000	0	14329	314	88934	0	0	2228	0	0	11686	0	6490	60669			0	41532	40598	101	0	0	0	0	14329	
12030																																							20392	20805	0	2948	14654	0	3492	3190	12716	340725	284089	2724	286813	0	7876	0	0	0	53912	300	340725	0	0	53239	0	0	300	0	75514	208575			0	265356	257480	73	5048	0	0	0	53912	
12142																																							6359	14253	0	605	73665	0	5278	0	8604	231335	205157	3447	208604	0	1677	0	0	0	22731	1250	231335	0	0	8824	0	0	13250	0	59645	145512			0	119598	117921	-593	4650	0	0	0	22731	
12179																																							1004	1351	0	44	968	0	1248	0	2908	39283	29800	451	31494	0	219	0	1243	0	7789	0	39283	0	0	7785	0	0	0	0	4798	25002			0	31979	31760	4	0	0	0	0	7789	
12311	414716	1022511	603220	5301387	15959558	0	825827	71336	4152315	100416340	1353222	89553772	383348	614890	1955338	5920351	1055787	10479220	39999	100416340	407162	95747	668074	638792	490000	9435533	3414496		0	66264572	65649682	-154386	0	831865	10862568	140444	0	140444				5301387	15959558						79451356						5920351					407162	95747						8431692	71019664							0	0	705000	831865		
12647																																							2743	15765	0	17602	0	0	3601	451	1249	100470	90540	305	90845	0	960	0	0	0	9625	125	100470	0	0	213	0	0	9287	47	19325	71215			0	59972	59012	0	0	0	0	0	9625	
12656																																							994	617	0	1355	0	0	182	206	189	17772	16023	28	16051	0	236	0	0	0	1721	72	17772	0	0	1261	0	0	388	0	3612	12411			0	10908	10672	0	3557	0	0	0	1721	
12937																																							35328	1977	0	0	0	0	10963	0	1330	199735	161287	2967	166754	0	1984	0	2500	0	32981	750	199735	0	0	26981	0	0	5250	0	48470	112817			0	152121	150137	0	0	0	0	0	32981	
12946																																							17255	18319	1762	0	156007	32	23329	1425	25525	1302440	1132903	10227	1164625	0	15993	16400	21495	0	137815	1	1302440	0	0	77335	7716	0	55742	3209	150343	982560			0	1047454	1031461	4737	0	0	0	0	137815	
12955																																							15905	1448	0	225	2	0	2720	0	733	144474	129063	283	130872	0	1466	0	326	0	13602	1567	144474	0	0	2802	0	0	9233	4804	29797	99266			0	120103	118637	0	0	0	1200	0	13602	
13103																																							6253	22845	5747	0	304199	0	16724	296	26298	1842042	1478129	29252	1593668	6214	13521	6773	86287	0	242160	500	1842042	0	0	195542	0	0	34019	2217	70239	1407890			0	1464203	1450682	12099	8	0	0	0	248374	
13251																																							11480	2411	0	0	1740	0	55	75	1057	41548	36580	245	36825	0	523	0	0	0	4723	25	41548	0	0	2716	0	0	1975	0	7238	29342			0	24876	24353	7	377	0	0	0	4723	
13457																																							3840	462	0	0	6301	0	7	0	1640	23539	17188	145	17333	0	214	0	0	0	6206	50	23539	0	0	275	0	0	5852	0	3605	13583			0	11503	11289	29	0	0	0	0	6206	
14052																																							5782	784	0	0	5968	0	1375	158	2051	57645	50267	113	50380	0	485	0	0	0	7265	1000	57645	0	0	4548	0	0	1688	0	13676	36591			0	41763	41278	29	249	0	0	0	7265	
14155																																							1953	4694	0	0	12398	0	7489	226	7311	179875	155545	757	161342	0	2228	0	3250	0	18533	176	179875	0	0	17909	0	0	160	0	18577	136968			0	148032	145804	288	0	0	1790	0	18533	
14650																																							2873	920	0	3611	17	0	222	0	1861	31156	26742	490	27232	0	559	90	0	0	3924	200	31156	0	0	3423	0	0	300	0	9397	17345			0	21481	20922	1	640	0	0	0	3924	
14753																																							2698	3354	0	10361	2322	0	134	0	714	43622	38661	175	38836	0	504	0	0	0	4786	300	43622	0	0	2194	0	977	1277	0	13291	25370			0	23935	23431	38	608	0	0	0	4786	
14865																																							35626	8926	55	3803	15032	0	8926	1059	11233	376060	334513	2877	337390	0	4001	0	0	0	38670	730	376060	0	0	25234	0	0	12631	0	78935	255578			0	295401	291400	75	0	0	0	0	38670	
14977																																							3118	584	0	0	0	0	1828	0	1038	48244	35009	103	39716	0	498	0	4604	0	8528	0	48244	0	0	8528	0	0	0	0	4860	30149			0	41791	41293	0	383	0	0	0	8528	
16551																																							2540	9689	2284	23200	37066	728	6728	856	7890	322940	279196	583	286788	0	2809	2433	7009	0	36152	175	322940	0	0	21178	0	0	13075	0	55594	223602			0	232335	229526	1724	0	0	0	0	36152	
16748																																							13349	1527	341	10254	7926	0	2433	0	2656	81431	72577	564	73141	0	719	0	0	0	8290	400	81431	0	0	5190	0	0	2600	56	18761	53816			0	43608	42889	100	0	0	0	0	8290	
17110																																							18279	5915	0	100	27463	0	1059	0	2921	125064	100788	3819	104607	0	279	0	0	0	20457	300	125064	0	0	13171	0	0	6986	0	0	100788			0	69606	69327	0	0	0	0	0	20457	
17147																																							28759	99602	17996	624615	673097	0	94259	10242	300334	7006499	5495568	43778	6034317	0	63456	243552	297942	0	972182	10871	7006499	0	0	242060	2173	125	712794	1482	1359215	4136354			0	4973844	4910388	6332	0	0	58358	138671	972182	
17259																																							6252	1030	0	1602	12913	0	1867	191	2788	63647	48867	1680	57764	0	204	0	2000	0	5883	769	63647	0	0	4020	0	0	769	0	9979	38888			0	37208	37004	325	0	0	5217	0	5883	
17464																																							97197	54890	16268	141036	523273	0	50221	1676	153765	3167495	2745599	62745	2808344	0	25238	84775	0	0	359151	540	3167495	0	0	92928	290	0	341780	9478	373153	2372446			-79073	2059591	2034353	2976	273	0	0	0	359151	
17950																																							5447	5512	0	0	183955	0	5357	258	4705	398766	350501	2893	357194	0	3712	1695	0	0	41572	725	398766	0	0	25114	0	0	13050	754	56180	294321			0	194795	191083	2683	0	0	3800	0	41572	
17978																																							5310	3723	0	157321	0	0	6295	2428	7118	313040	196697	453	202495	0	2205	0	5345	0	110544	0	313039	0	0	110544	0	0	0	0	5692	191005			0	133050	130845	0	0	0	0	0	110544	
18050																																							15015	9743	81	21773	138271	0	11123	0	8670	497503	438529	2345	440935	0	4366	0	61	0	56568	1214	497503	0	0	44534	0	0	7671	1482	157002	281527			0	295711	291345	3149	0	0	0	0	56568	
18135																																							379	4997	0	11165	138899	0	14170	436	7718	296799	221733	692	273891	0	1146	0	12400	0	22908	456	296799	0	0	15424	0	0	6056	1339	83315	138418			0	87242	86096	972	31600	0	0	39066	22908	
18377																																							13736	75	0	0	8265	0	1036	0	336	53367	47067	215	48382	0	245	0	1100	0	4985	0	53367	0	0	4739	0	0	0	0	0	47067			0	30164	29919	246	0	0	0	0	4985	
18827																																							107009	25011	5032	0	116519	1357	23397	482	34127	1151618	1005668	16891	1022559	0	5203	8183	0	0	129059	528	1151618	0	0	31675	0	0	97791	0	266300	739368			0	835704	830501	-935	0	0	0	0	129059	
18836																																							5267	2220	0	0	15395	0	3916	2219	5826	151245	130530	1841	134646	0	1356	0	2275	0	16599	180	151245	0	0	14681	0	0	1676	0	28021	102509			0	117758	116402	62	0	0	0	0	16599	
18854																																							83902	6975	1447	0	0	0	6664	228	5556	618861	556420	4806	561226	0	6746	0	0	0	57635	40	618861	0	0	43535	0	0	14060	0	115978	440442			0	520835	514089	0	0	0	0	0	57635	
19356																																							54	3323	0	0	31162	0	749	0	1965	81568	70127	151	72015	0	872	0	1737	0	9553	2025	81568	0	0	3836	0	0	3200	0	15086	55041			0	44338	43466	492	849	0	0	0	9553	
19730																																							167073	44382	362	6751	212406	0	58079	13727	88783	2416995	2135458	17390	2160887	0	19508	0	0	0	256108	4083	2416995	7576	8039	53032	0	0	197804	15114	711034	1424424			0	1816634	1797126	1189	5616	0	0	0	256108	
19936																																							53533	2553	0	15745	28269	0	4718	354	8335	272316	238107	1321	246411	0	3346	0	6983	0	25905	420	272316	0	0	12978	0	0	12406	0	46844	191263			0	162155	158809	101	0	0	0	0	25905	
19972																																							21549	368	0	23565	0	0	398	0	3711	93309	74005	1102	75107	0	400	0	0	0	18202	0	93309	0	0	18202	0	0	0	0	0	74005			0	44118	43718	0	0	0	0	0	18202	
20053																																							555	1963	0	0	15223	0	316	16	2732	96308	84003	362	84365	0	1227	0	0	0	11943	150	96308	0	0	5633	0	0	6053	0	19917	64086			0	76335	75108	107	395	0	0	0	11943	
20633																																							546	9145	0	0	70223	0	6235	12885	11064	293997	247893	2729	263549	0	2916	0	10000	0	30448	1106	293997	0	0	26287	0	0	2816	0	26331	221562			0	186815	183899	239	0	0	2927	0	30448	
20857																																							4468	2256	0	0	105184	0	1047	0	3824	179843	101246	329	160503	0	769	142	47928	0	19340	200	179843	0	0	1483	0	0	13800	0	21202	80044			0	63691	62922	3857	0	0	11000	0	19340	
21256																																							3717	154	0	0	1180	0	51	223	661	9620	8492	3	8495	0	121	0	0	0	1125	105	9620	0	0	521	0	0	495	0	2286	6206			0	3525	3404	4	230	0	0	0	1125	
21359																																							7247	1160	292	233	7609	0	307	0	934	49443	43585	76	43766	0	301	0	105	0	5677	550	49443	0	0	1611	0	0	3350	0	10156	33429			0	31962	31661	166	0	0	0	0	5677	
21630																																							2607	2137	0	0	28110	0	3945	0	890	103255	91400	264	91758	0	910	0	94	0	11497	281	103255	0	0	5056	0	0	4919	0	22115	69285			0	64051	63141	1241	2425	0	0	0	11497	
21658																																							9691	2479	0	0	28556	0	1617	29	4458	164559	142476	1515	148394	0	1634	0	4403	0	16165	100	164559	0	0	11291	0	0	4157	0	18912	123564			0	119062	117428	617	301	0	0	0	16165	
22048																																							3612	5300	0	0	37713	0	4367	1681	8017	207254	175482	1416	187707	0	1523	0	10809	0	19547	1000	207254	0	0	12070	0	0	6400	0	34892	140590			0	148087	146564	77	0	0	0	0	19547	
22543																																							5076	5276	0	0	3829	0	2705	30	1962	118837	96658	169	104927	0	720	0	8100	0	13910	602	118837	0	0	7631	0	0	5698	2025	28432	68226			0	94682	93962	-21	3972	0	0	0	13910	
22552																																							2629	839	0	750	2688	0	2807	210	2487	101555	75532	591	92948	0	1213	0	4000	0	8607	100	101555	0	0	2543	0	0	5900	0	16162	59370			0	90358	89145	64	0	0	12825	0	8607	
22730																																							8910	3752	0	0	60896	0	3439	100	4045	165027	145485	764	150145	0	771	0	0	0	14882	250	165027	0	0	13830	0	0	300	0	49291	96194			0	80343	79572	502	4313	0	0	3896	14882	
22936																																							29349	2082	0	0	32398	0	3548	3715	7904	179712	159776	530	160306	0	1370	0	0	0	19406	725	179712	0	0	-2795	0	0	21442	0	54161	105615			0	99686	98316	34	2400	0	0	0	19406	
23456																																							770	1528	0	420	29373	0	2182	271	1145	115566	98259	388	101422	0	1197	0	75	0	14144	126	115566	0	0	12881	0	0	336	0	13328	84931			0	79870	78673	801	1204	0	2700	0	14144	
23504																																							24004	40745	6583	227266	667001	0	34473	0	165358	3833339	2924315	32808	3377726	119	24308	105950	269509	0	455494	600	3833339	0	0	174692	0	0	285094	0	1114298	1810017			0	2586267	2561959	-4892	0	0	100000	51094	455613	
23643																																							5723	1071	0	0	72507	0	1496	562	5482	192517	172098	416	172514	0	1351	0	0	0	20003	200	192517	0	0	17074	0	0	2300	0	35678	136420			0	107027	105676	429	0	0	0	0	20003	
23755																																							3720	7169	1193	0	44337	0	6082	0	3752	196145	176990	1068	178058	0	1407	0	0	0	18087	110	196145	0	0	12630	0	0	4615	0	41845	135145			0	130781	129374	732	518	0	0	0	18087	
24006																																							47856	8325	665	270366	108345	0	10818	1059	37675	1255305	1122914	9815	1143780	20	4065	6106	11051	0	111506	0	1255306	0	0	104746	0	0	14629	0	137342	985572			0	763913	759848	-7869	4242	0	0	0	111526	
24378																																							6938	685	0	0	9253	0	1916	161	855	63901	56526	137	56663	0	189	0	0	0	7238	0	63901	0	0	7194	0	0	0	0	6023	50503			0	42236	42047	44	2046	0	0	0	7238	
