"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	940	165	14	0	881	120	0			0	0	
242	189	25	1	0	168	5	0			0	0	
279	700	208	58	0	617	183	0			0	0	
354	184	0	13	0	173	2	0			0	0	
457	435	138	19	0	451	173	0			0	0	
505	4275	120	278	0	4294	417	0			0	0	
1155	2469	2	20	0	2616	169	0			0	0	
1351	1382	239	112	0	1892	861	0	0	0	0	0	
1454	2934	220	22	0	2773	81	0			0	0	
1557	176	208	8	0	408	40	-408	0	0	0	0	
1669	2842	187	57	0	2881	283	0			0	0	
1829	3321	425	81	0	3386	571	0			0	0	
1856	1066	230	193	0	860	217	0			0	0	
2040	4256	282	25	0	4065	116	0			0	0	
2161	762	175	16	0	603	32	0			0	0	
2376	30391	1100	51	0	31909	2669	0			0	0	
2554	145	8	7	0	130	0	0			0	0	
2732	5195	1000	639	0	6730	3174	0			0	0	
2750	907	-30	118	0	819	0	0			0	0	
3177	3781	757	13	0	3532	521	0			0	0	
3252	1890	850	289	0	1974	1223	0			0	0	
3458	390	24	11	0	364	9	0			0	0	
3720	1607	105	16	0	1545	59	0			0	0	
3971	13215	2376	1658	0	13832	4651	0			0	0	
4156	1794	15	121	0	1722	64	0			0	0	
4231	846	686	32	0	801	673	0			0	0	
4437	2151	475	134	0	2971	1429	0			0	0	
4839	4969	2788	84	0	4877	2780	0			0	0	
5069	13180	-1820	0	0	15000	0	0			0	0	
5135	4015	540	48	0	3774	347	0			0	0	
5210	16091	1450	243	0	16825	2427	0			0	0	
5461	6267	760	106	0	6209	808	0			0	0	
5751	1054	407	49	0	676	78	0			0	0	
6039	1327	612	8	0	1297	590	0			0	0	
6141	459	60	30	0	449	80	0			0	0	
6329	7368	5359	836	0	8412	7239	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	1063	240	35	0	999	211	0			0	0	
7072	1533	885	133	0	1556	1041	0			0	0	
7157	186	98	23	0	333	268	0			0	0	
7456	521	100	9	0	412	0	0	0	0	0	0	
7634	1013	180	81	0	1134	382	0			0	0	
8033	1016	649	42	0	1022	697	0			0	0	
8462	561	50	15	0	521	25	0			0	0	
8631	448	0	10	0	455	17	0			0	0	
9357	3709	0	44	0	3698	33	0			0	0	
9553	849	0	12	0	840	3	0			0	0	
9807	58809	0	1522	0	60617	3330	0			0	0	
9955	1393	75	7	0	1435	124	0			0	0	
10250	7057	85	638	0	8755	2421	0			0	0	
10849	2044	0	132	0	2256	344	0			0	0	
10858	2715	-30	366	0	2558	179	0			0	0	
11145	1850	842	65	0	1913	970	0			0	0	
11275	17670	10225	3303	0	17957	13815	0			0	0	
11640	2556	789	106	0	3044	1383	0			0	0	
11837	1138	-100	25	0	1276	63	0			0	0	
12030	8995	4550	3574	0	9494	8623	0			0	0	
12142	1453	120	81	0	1646	394	0			0	0	
12179	307	69	34	0	311	107	0			0	0	
12245	1464	185	1	0	1435	157	0			0	0	
12311	645014	67704	117864	336	766098	306316	0			0	2440	
12647	953	-50	0	0	1024	21	0			0	0	
12656	257	30	8	0	245	26	0			0	0	
12937	1946	365	3	0	1783	205	0			0	0	
12946	11778	2458	270	0	12611	3561	0			0	0	
12955	1192	0	4	0	1188	0	0			0	0	
13103	11081	891	140	0	10474	424	0			0	0	
13251	478	60	26	0	509	117	0			0	0	
13457	180	0	12	0	168	0	0			0	0	
14052	577	284	14	0	648	369	0	0	0	0	0	
14155	1743	250	49	0	1687	243	0			0	0	
14650	357	60	8	0	345	56	0			0	0	
14753	422	15	0	0	410	3	0			0	0	
14865	3600	1210	75	0	2467	152	0			0	0	
14977	325	0	1	0	324	0	0			0	0	
16458	2484	50	16	0	2496	78	0			0	0	
16551	2274	125	48	0	2506	405	0			0	0	
16748	512	60	21	0	513	82	0			0	0	
16944	202	104	7	0	219	140	12			0	0	
16953	76	5	10	0	102	41	0			0	0	
17110	279	0	0	0	279	0	0			0	0	
17147	67870	6648	9990	0	69366	18134	0			0	229	
17259	256	5	42	0	241	32	0			0	0	
17464	20857	1000	5132	0	27261	12536	0			0	0	
17950	3002	323	3	0	2928	252	0			0	0	
17978	2385	-79	233	0	2930	699	0			0	0	
18050	3673	245	75	0	3619	266	0			0	0	
18135	1156	215	115	0	1388	562	0			0	0	
