"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	43	57													14	2													true	true	
242	102	98													62	79													true	true	
279			35	1269	24	2512	20	8298	60	1297	7	1023	4	785			11	545	1	92	1	364	31	363	0	0	0	0	false	false	
354			3	79	0	0	1	71	30	598	1	124	0	0			5	150	3	336	1	273	41	783	1	200	0	0	false	false	
457			11	461	12	1716	4	1742	46	1148	4	479	12	5790			15	607	12	1437	5	1347	47	1014	9	1092	7	2130	false	false	
505			12	721	42	5309	48	20708	236	5842	50	4389	40	9481															false	false	
1155			43	1833	41	4823	43	13869	221	4518	45	4426	46	13474			14	474	10	1409	7	2683	54	1225	12	1237	7	2372	false	false	
1351			139	3575	32	4025	30	11729	220	4089	25	2726	23	6664			56	1725	18	2100	11	3025	133	2774	13	1296	5	1686	false	false	
1454			33	1361	52	4901	56	20719	397	6509	50	4156	32	7709			4	110	5	664	10	2965	47	1140	13	1471	6	1679	false	false	
1557			5	225	3	347	1	596	98	1964	13	1710	3	761			12	437	17	1794	10	1537	167	3580	43	4060	38	7494	false	false	
1669			89	2953	24	3087	29	9503	186	3422	20	2020	12	4138			1	3	0	0	0	0	153	2836	5	447	0	0	false	false	
