"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	77	84															15	540	5	622	0	0	4	141	1	106	1	378	false	true	
242	71	103													67	94	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			37	1503	19	2357	14	5326	87	1259	8	258	5	1723	7	28													true	false	
354			1	29	0	0	0	0	5	168	1	167	1	166			7	340	5	592	0	0	17	415	2	229	0	0	false	false	
457			11	491	13	1697	5	1941	47	1204	9	1068	11	4194			20	843	8	1111	5	1245	53	1194	7	941	9	2428	false	false	
505			12	747	31	4050	38	15952	139	3503	30	2848	16	6375															false	false	
1155			41	1514	43	5507	39	12237	170	3855	47	5389	38	10559			12	400	8	867	9	2965	53	1446	7	799	6	1292	false	false	
1351			131	3764	17	2106	18	5755	228	3356	34	3580	13	4047			65	2618	31	4365	7	2176	132	2208	10	1166	0	0	false	false	
1454			49	1705	74	7830	39	13925	452	8044	54	5740	24	6435			9	410	8	882	5	1230	57	1531	8	483	3	667	false	false	
1557	56	34															16	808	11	1497	7	1876	233	5026	26	3762	21	4730	false	true	
1669			73	2290	20	2641	11	3442	189	2935	16	980	11	2077			1	16	1	51	0	0	132	1772	2	106	1	350	false	false	
1829			69	2450	58	8137	75	27826	145	3750	26	2307	28	5160															false	false	
1856			14	361	1	106	1	241	35	1058	69	8800	8	2363			4	180	1	34	5	1210	16	166	1	183	0	0	false	false	
2040			43	2382	28	3985	45	17826	61	2022	16	2345	17	6312			4	189	2	581	3	705	15	173	1	80	3	1357	false	false	
2161			53	835	14	1085	1	111	675	4764	46	4925	22	3387			4	37	0	0	0	0	166	3636	1	144	2	401	false	false	
2376			11	618	47	8138	217	97168	26	955	4	525	4	855															false	false	
2554	3	48													63	37	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
2732			15	659	51	7688	144	67235	82	4072	29	3270	28	8167			0	0	1	144	0	0	0	0	0	0	0	0	false	false	
2750			16	601	2	403	0	0	27	720	8	1353	0	0			10	480	11	1469	5	923	32	800	19	2212	19	4830	false	false	
3177			65	2675	83	10415	107	44186	81	1797	25	2211	18	3347															false	false	
3252			21	1011	13	1900	10	3505	238	6002	21	2582	4	1085			31	1144	28	3501	28	8068	695	21101	54	5735	18	4846	false	false	
3458			8	216	4	613	2	735	32	747	10	991	7	1260			33	1178	14	1381	5	1204	52	578	0	0	1	231	false	false	
3720			63	2356	50	6567	50	19096	216	4860	36	3512	17	4198			56	1663	25	2462	16	6033	43	865	14	1458	11	2905	false	false	
3971			28	860	25	2471	47	20003	47	821	11	1095	17	6219			19	928	41	5547	33	7667	51	1185	31	2706	26	5113	false	false	
4156			52	1782	20	2247	20	9165	152	2955	14	1661	13	4013			80	2827	45	5530	14	3616	277	5353	23	2294	5	1386	false	false	
4231			142	4922	34	5105	23	8231	63	1092	9	957	2	559			159	4030	31	3208	10	2440	26	435	1	112	0	0	false	false	
4437			67	2660	41	4981	56	20412	99	2265	29	2679	11	4138			5	212	3	248	3	930	2	46	1	169	2	634	false	false	
4839			72	3627	84	12694	144	106701	118	1280	11	1695	17	6434															false	false	
5005			6	281	14	2294	50	21704	16	596	7	1009	2	785															false	false	
5069			2	111	4	613	37	21057	3	177	1	0	2	746															false	false	
5135			108	3806	56	6802	47	17642	336	6297	31	3463	22	6642			163	6386	83	10431	53	15093	238	6361	68	6729	34	4749	false	false	
5210			114	4570	148	18486	159	63841	237	5331	46	5574	37	11453			31	1120	23	2565	14	3720	33	653	1	144	1	245	false	false	
5461			24	1174	57	8257	116	50863	179	6199	82	7722	64	21556			0	0	3	624	6	2060	6	118	7	369	3	484	false	false	
5751			57	2157	34	4482	21	8661	326	7807	46	5215	20	6374			22	978	19	2652	13	3155	103	3436	37	4569	26	7607	false	false	
6039			75	1984	18	1747	22	9331	84	1791	11	1313	10	3632			51	1340	9	1086	8	2368	86	1775	8	835	6	1183	false	false	
6141			37	1122	18	2478	7	2437	31	539	3	263	1	280			37	1111	5	706	2	750	59	1799	3	270	3	378	false	false	
6329			130	9316	92	12379	67	24158	732	16769	51	5429	8	1572	71	109													true	false	
7009			0	0	0	0	0	0	0	0	1	50	10	4997															false	false	
7045			51	2175	33	4598	17	5931	37	982	11	1113	7	2384			21	949	10	1312	3	1042	52	1079	9	1044	6	1473	false	false	
7072			15	866	28	3960	29	11570	44	1222	6	557	2	1080	0	1													true	false	
7157			19	536	4	591	0	0	65	1200	12	1196	3	1589			18	623	7	997	2	704	116	2223	6	834	0	0	false	false	
7456			15	397	9	1215	9	3294	44	1002	13	1618	14	4508			9	359	18	2237	9	2709	49	809	29	1648	10	1698	false	false	
7634			66	2578	23	3195	13	6468	75	1414	8	1113	3	1416			16	738	5	830	2	258	33	992	2	230	1	254	false	false	
8033			13	662	24	2880	29	10665	130	2096	25	2089	12	2735			2	28	5	543	5	1325	20	495	8	424	6	426	false	false	
8462			12	385	5	598	1	392	124	2721	10	1129	22	6952			10	344	10	1009	2	587	37	904	16	1820	13	2659	false	false	
8631			11	435	9	1383	6	2590	52	1296	12	1589	12	4041			0	0	2	175	2	793	5	31	0	0	0	0	false	false	
9357			4	222	5	703	50	20972	229	5103	76	6761	132	30205															false	false	
9553	13	58															25	639	38	4420	44	12692	65	1368	41	3624	34	6732	false	true	
9807			8	454	31	4258	102	44972	58	1663	28	3305	31	11971															false	false	
9955			13	310	4	786	8	3930	118	1385	17	1732	9	3608			70	2363	41	4682	16	4221	94	1996	22	2213	6	1842	false	false	
10250			23	1052	82	11587	87	39876	346	9418	103	10097	60	18888			0	0	1	234	1	433	0	0	0	0	0	0	false	false	
10849			23	812	24	3446	20	9066	45	1046	4	663	6	1134			22	577	9	1021	9	1788	27	523	7	639	3	153	false	false	
10858			40	1592	36	5257	59	24565	239	5381	60	6218	50	12462			52	2552	54	6718	20	6161	339	12255	93	11072	38	9497	false	false	
11145			199	3843	89	11858	58	22705	107	969	7	1009	5	2122			0	0	0	0	0	0	1	49	0	0	0	0	false	false	
11275			25	1323	73	11228	143	69637	183	6241	102	13384	109	41217			0	0	0	0	1	393	0	0	0	0	0	0	false	false	
11640			58	1792	29	3084	44	13947	326	6537	45	4006	30	9401			37	812	29	2696	13	3562	92	2524	43	3413	40	3753	false	false	
11837			11	478	8	1099	13	3927	5	49	3	269	1	572			9	294	2	278	2	761	2	7	0	0	0	0	false	false	
12030			265	11167	109	16542	74	34641	555	9304	37	4359	19	7102			128	4271	44	7481	24	6991	113	2163	2	199	2	323	false	false	
12142			43	1662	39	4535	36	14186	184	3746	27	2724	13	4119			15	547	6	560	5	1166	23	446	4	396	0	0	false	false	
12179			14	758	10	1551	7	2316	22	624	5	620	2	21			0	0	1	5	0	0	0	0	0	0	0	0	false	false	
12245			78	4686	65	8628	34	11475	108	2639	12	1148	2	623			8	184	1	62	1	337	5	84	0	0	1	452	false	false	
12311			2782	117028	3273	417840	4079	1453727	18109	528457	3462	373829	3286	976961			252	11008	211	25795	71	17900	447	12502	122	13666	43	10910	false	false	
12647			33	1240	41	5333	25	10450	150	2695	29	3296	12	2166			18	639	11	1215	10	2746	34	481	14	1559	5	840	false	false	
12656	18	39													18	45	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
12937			17	1032	16	2554	45	23191	31	935	8	1128	9	4617			0	0	1	149	0	0	0	0	0	0	0	0	false	false	
12946			102	3976	86	10788	93	31192	653	12038	97	8665	58	14286			50	1772	21	3780	16	3378	29	454	1	120	3	387	false	false	
12955			82	2534	25	3874	45	20153	78	557	20	2486	21	6904			4	180	2	344	1	432	4	117	2	126	2	331	false	false	
13103			65	2708	134	18465	261	102632	356	7684	142	12562	139	31714															false	false	
13251	57	5036													16	1581													true	true	
13457			5	70	2	173	0	0	29	386	2	155	1	318			7	252	5	792	3	1021	85	1508	12	1310	4	938	false	false	
14052			49	1963	22	3397	16	6088	50	1073	5	457	1	295			2	173	1	56	1	469	4	64	1	137	0	0	false	false	
14155			40	1992	30	4404	19	8456	193	3759	11	1297	2	614			98	3840	63	8206	14	4149	412	8842	27	3477	10	3071	false	false	
14650	26	92													9	47													true	true	
14753	12	65													22	239													true	true	
14865			63	2787	72	9192	41	17966	200	4550	40	4063	34	9812			49	2497	92	12428	42	11809	273	6476	101	9313	46	8401	false	false	
14977			3	47	1	111	0	0	45	935	5	705	0	0			23	841	13	1167	2	489	67	1847	19	1766	2	307	false	false	
16458			19	804	35	4425	50	17747	187	4113	32	2917	21	6707			5	195	3	311	2	659	5	40	2	169	1	80	false	false	
16551			106	4116	59	7888	36	11924	157	3144	34	3501	21	6016			24	905	15	2147	7	1668	42	1043	12	1015	3	807	false	false	
16748			16	662	10	1153	5	1291	36	858	8	941	4	963			10	373	15	1905	7	1957	29	579	7	885	2	640	false	false	
16944	14	20													12	4													true	true	
16953	23	147													21	303													true	true	
17110			0	0	0	0	0	0	2	38	4	272	3	1160															false	false	
17147			640	24861	573	73181	677	288674	2030	44703	564	57269	599	180552			320	12406	231	30103	139	38467	414	10673	145	13915	88	19001	false	false	
17259			15	469	16	2091	4	1267	21	1175	5	1107	7	3547	89	27													true	false	
17464			92	3036	213	26914	301	122009	1083	22329	233	20806	143	30416			6	307	7	899	2	499	41	451	14	716	0	0	false	false	
17950			80	3335	79	9893	54	18702	257	5480	31	3582	15	4709			53	1927	45	5618	32	8661	249	5545	29	2974	12	3030	false	false	
17978			50	1825	34	4425	27	11833	0	0	0	0	0	0			2	80	3	487	1	351	1	2	0	0	0	0	false	false	
18050			54	2229	69	9517	56	22494	316	4870	29	2993	9	3409			117	5045	35	4184	9	2370	155	2073	5	496	0	0	false	false	
18135			6	218	6	349	11	3468	63	2245	67	7497	49	13071															false	false	
18377			0	0	0	0	1	498	1	77	0	0	0	0			0	0	4	518	3	609	0	0	0	0	0	0	false	false	
18827			44	1610	44	4679	35	10261	130	3032	17	1540	23	5836			0	0	1	73	0	0	0	0	0	0	0	0	false	false	
18836			39	1495	26	2945	27	7697	38	997	3	408	3	1823			20	536	13	1224	3	605	29	556	6	666	0	0	false	false	
18854			23	852	14	1487	11	4615	288	8569	65	9459	63	30410			22	965	19	2279	7	1969	117	3324	22	3190	15	6455	false	false	
19356			5	144	3	155	3	1347	6	96	7	691	6	3307			2	69	1	60	0	0	3	146	0	0	1	296	false	false	
19730			95	4787	197	26598	343	137347	191	6289	113	13967	162	61103			8	251	15	2166	8	2469	15	400	11	1283	6	1762	false	false	
19936			51	2428	64	8866	31	11031	44	1993	4	293	7	3172			53	2738	33	4627	22	8063	81	3505	21	2653	3	1436	false	false	
19972			0	0	0	0	0	0	1	2	1	121	0	0			0	0	1	89	0	0	0	0	0	0	0	0	false	false	
20053			38	1489	20	2728	14	3919	93	2002	14	1560	1	272			19	945	12	1668	9	2545	87	2160	15	1543	2	698	false	false	
20512	87	29																											false	true	
20633			35	1561	39	4641	53	19927	35	966	17	2119	7	1739			1	27	1	148	0	0	0	0	0	0	1	400	false	false	
20857			11	344	9	1099	7	2064	148	2003	8	799	9	3155			6	235	23	2364	13	3591	246	1161	3	237	15	2786	false	false	
21256			3	75	2	180	0	0	11	169	1	101	0	0	3	4													true	false	
21359			3	80	5	1048	0	0	29	664	8	1186	1	225	33	89													true	false	
