"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	85	87															10	354	5	670	0	0	5	158	1	112	1	387	false	true	
242	70	97													69	85	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			39	1639	20	2546	13	5247	79	1126	9	1409	4	1025	7	20													true	false	
354			1	60	0	0	0	0	4	95	0	0	2	314			7	350	5	566	0	0	23	500	1	140	0	0	false	false	
457			9	436	13	1776	6	1537	52	1387	6	1000	11	4171			22	818	7	1065	5	1044	53	1284	6	756	12	3220	false	false	
505			14	815	30	3844	39	16363	141	3822	30	3140	14	4490															false	false	
1155			41	1548	47	6027	38	12466	164	3832	38	4602	39	11754			13	521	7	729	7	1964	50	1137	6	580	7	1448	false	false	
1351			125	3620	15	1838	20	6626	231	3401	29	3138	14	4628			69	2793	28	3820	7	2016	144	2550	8	965	0	0	false	false	
1454			51	1818	71	7854	34	11853	443	8014	64	6428	23	5224			9	425	8	995	5	1371	51	1395	6	704	1	272	false	false	
1557	26	104															14	651	12	1797	8	2239	265	5355	33	4350	23	5519	false	true	
1669			72	2208	25	3350	13	5227	184	2782	16	866	9	1830			1	16	3	207	0	0	126	1601	4	416	0	0	false	false	
1829			65	2270	53	7347	75	29892	152	4102	28	2548	31	5673															false	false	
1856			13	349	1	109	1	247	36	1099	66	8815	8	1642			4	259	1	42	4	844	18	201	1	147	0	0	false	false	
2040			40	2462	26	3842	46	19039	57	1901	13	1270	16	4911			4	160	3	628	5	1539	18	458	4	598	3	1305	false	false	
2161			63	918	13	1032	2	123	787	4822	45	4771	25	1651			5	44	0	0	0	0	205	3424	3	144	2	401	false	false	
2376			12	670	44	7612	224	102583	25	1117	4	552	4	893															false	false	
2554	3	47													62	45	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
2732			18	632	53	8344	151	69334	102	1419	44	3349	56	7546			0	0	1	147	0	0	0	0	0	0	0	0	false	false	
2750			13	514	1	229	0	0	30	863	7	642	4	1356			10	500	13	1705	7	1562	38	941	17	2171	14	2698	false	false	
3177			66	2888	88	11163	104	40952	74	1620	22	1795	17	2240															false	false	
3252			22	1060	12	1790	10	3625	242	6281	22	2578	4	1553			27	944	24	3379	26	7766	768	27243	56	6713	16	3995	false	false	
3458			6	172	4	625	3	825	34	743	10	1044	7	1331			36	1302	12	1146	7	1578	71	740	1	248	1	132	false	false	
3720			64	2440	47	5930	49	18192	198	4101	29	2678	14	3355			43	1053	24	2441	9	2477	51	935	12	1318	8	2245	false	false	
3971			32	895	35	4364	43	17482	58	1033	9	874	13	4710			20	989	41	5502	28	6461	59	1463	31	3476	23	5952	false	false	
4156			52	1631	20	2399	17	7507	133	2549	16	1661	18	5638			90	3385	38	5048	14	3694	322	6099	19	2130	4	810	false	false	
4231			150	5169	39	5685	22	8618	78	1451	8	843	2	459			156	4034	32	3359	11	2787	29	469	1	165	0	0	false	false	
4437			64	2549	44	5354	57	20415	114	2323	29	2715	11	3569			6	246	3	355	3	963	3	113	1	95	2	644	false	false	
4839			78	3617	108	13268	167	105854	120	1252	10	1619	16	7685	1	0													true	false	
5005			5	201	13	1951	47	20188	13	398	6	944	3	753															false	false	
5069			1	58	5	697	48	28716	3	152	0	0	3	1658															false	false	
5135			111	3903	56	6995	50	18086	308	5757	33	3978	19	5677			158	6144	83	10179	45	13912	245	6859	63	6095	29	7206	false	false	
5210			116	4711	144	17862	151	61681	241	5695	42	5005	34	10794			31	1528	28	3432	13	3532	42	910	2	248	1	260	false	false	
