"IDRSSD"	RCFD0071	RCFD0081	RCFD1754	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1754	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	
755458																																							475	5961	150	47159	0	0	2896	0	4829	245797	202385	1516	223164	0	2100	19250	0	22633	120	245797	0	0	1929	0	0	20966	0	13861	188524			0	186427	184327	-382	0	0	13	0	22633		
756343																																							13286	3327	830	0	0	0	2727	0	2982	144326	129076	661	130737	0	1739	1000	0	13589	200	144326	0	0	5789	335	0	7600	0	14444	114632			0	122578	120839	0	0	0	0	0	13589		
756848																																							117	4094	0	17556	0	304	1391	0	1927	180413	164624	287	164911	0	1968	0	0	15502	314	180413	0	0	8527	0	0	6620	0	24475	140149			0	143398	141430	41	13594	0	0	0	15502		
757377																																							23	3521	0	333422	0	354	11353	0	13144	824825	624024	9544	633568	0	3351	0	0	191257	0	824825	0	0	192862	0	0	0	0	42518	581506			0	461559	458208	-1605	4800	0	0	0	191257		
757452																																							1100	3815	2992	24920	0	2015	5816	0	6438	238260	200908	893	214801	0	1077	13000	0	23459	400	238260	0	0	7325	0	0	15775	285	38219	162689			0	190005	188928	-41	1951	0	0	0	23459		
757612																																							37108	16708	0	104677	0	28262	18135	721	44553	1137637	1004842	12188	1017030	0	6348	0	0	120607	102	1137637	0	0	11679	0	0	111445	637	162823	842019			0	893184	886836	-2619	0	0	0	0	120607	0	
757779																																							5662	943	0	15995	46	81	2034	9	4620	143399	119961	471	124353	0	900	3921	0	19046	0	143399	0	0	19292	0	0	0	0	11293	108668			0	114909	114009	-246	0	0	0	0	19046		
758703																																							55149	21036	86948	510564	12714	1635	40786	0	139924	3881689	2981112	42992	3504017	0	32788	422942	0	377672	500	3881689	0	0	0	5143	0	378994	1711	588350	2392762			0	3038105	3005317	-1822	762	0	35000	21971	377672		
758842																																							3402	3163	1000	38986	0	0	654	0	3337	120063	104079	572	107692	0	630	0	0	12371	400	120063	0	0	9096	0	0	2850	0	14288	89791			0	67826	67196	25	2325	0	0	3041	12371		
758851																																							5645	1048	1136	5030	0	1198	360	0	973	81762	73031	532	73563	0	681	0	0	8198	725	81761	0	0	2132	0	0	5352	0	8864	64167			0	64768	64087	-11	2285	0	0	0	8198	0	
759045																																							493	6474	0	94658	0	1303	5945	0	14595	506632	405595	7434	423916	0	7624	10887	0	82716	1000	506632	0	0	68279	0	0	14619	0	18499	387096			0	390788	383164	-1182	0	0	0	0	82716		
759625																																							5784	7386	0	16061	1670	0	11901	4231	7525	435765	386324	3176	389500	0	3393	0	0	46265	2571	435765	0	0	33315	0	0	11168	317	43620	342704			0	383797	380404	-789	486	0	0	0	46265		
760210																																							5538	1317	0	17472	0	0	628	170	4659	111071	95672	159	95831	0	766	0	0	15240	1220	111071	0	0	12946	0	0	1305	0	24500	71172			0	81247	80481	-231	806	0	0	0	15240	0	
760331																																							72413	4609	14	141192	0	0	4622	0	2447	524415	493600	348	493948	0	3140	0	0	30468	1440	524416	0	0	6560	0	0	24096	0	140996	352604			0	302258	299118	-1628	0	0	0	0	30468		
760340																																							6059	1413	0	3081	0	1876	671	0	1575	58945	49013	272	51604	0	475	0	0	7341	60	58945	0	0	750	0	0	6563	460	11889	37124			0	44285	43810	-32	0	0	0	2319	7341		
760434																																							8196	5005	24111	244	0	0	3714	0	2189	138611	126561	238	126799	0	1087	0	0	11812	100	138611	0	0	8891	0	0	2822	0	32119	94442			0	96239	95152	-1	0	0	0	0	11812	0	
760649																																							6741	3639	0	8946	0	3135	549	0	1649	113858	99312	315	100202	0	957	575	0	13656	600	113858	0	0	1422	0	0	11704	0	12942	86370			0	90156	89199	-70	0	0	0	0	13656		
760854																																							25659	16401	76407	159785	0	0	16095	149	28256	750335	652005	15518	685072	0	4160	0	0	65263	1156	750335	0	0	57587	0	0	9507	619	48913	603092			0	427411	423251	-2987	3713	0	0	17549	65263		
760939																																							5694	743	0	11080	0	0	381	632	1949	48765	44163	436	44599	0	362	0	0	4166	450	48765	0	0	2311	0	266	1284	0	12993	31170			0	28648	28286	-145	0	0	0	0	4166		
760957																																							7403	2984	0	22076	0	0	2147	0	1035	72166	66628	52	67680	0	303	0	0	4486	100	72166	0	0	1877	0	0	2900	0	16849	49779			0	36824	36521	-391	0	0	1000	0	4486		
761244																																							41	9075	0	21173	0	0	8670	1444	7596	266722	238200	736	243096	0	1754	4160	0	23626	120	266722	0	0	16961	0	0	6980	0	38081	200119			0	211371	209617	-435	9106	0	0	0	23626		
761347																																							26952	1425	0	4	0	0	452	806	822	46847	38189	55	38244	0	203	0	0	8603	400	46847	0	0	2569	0	0	5634	0	11088	27101			0	16558	16355	0	31	0	0	0	8603		
761459																																							8112	2581	0	34141	0	390	3371	0	2217	173051	154983	518	156201	0	1433	700	0	16850	107	173051	0	0	5356	0	0	12174	0	39288	115695			0	123672	122239	-787	0	0	0	0	16850		
761543																																							21527	1850	0	39597	0	1535	2955	0	5076	280131	224423	1164	245437	0	2155	15052	0	34694	150	280131	0	0	28021	0	0	6968	0	31370	193053			0	209746	207591	-445	0	0	0	4798	34694		
761806	197411	130544	4325420	2898730	14046	585353	124850	6459	998476	27614851	206887	24982689	0	212353	1977418	0	2632162	1	27614851	36226	36979	1067179	29300	0	1690508	11869		0	18468139	18255786	-125526	0	236874	2632162	0	219925	0	219925			4325420	2898730							21959606					1977418					36226	36979						4271839	17687767							381	0	345000	236874		0	
761833																																							21070	1717	0	10950	0	0	4369	5729	634	86963	84121	55	84176	0	457	0	0	2787	1672	86963	0	0	-8265	0	0	9828	0	24314	59807			0	42951	42494	-448	0	0	0	0	2787		
761851																																							477	5977	26607	28789	263	740	6165	558	9916	288263	226015	339	255867	0	3590	29513	0	32396	30	288263	0	0	19065	0	0	13470	130	54197	171818			0	211772	208182	-169	459	0	0	0	32396		
761954																																							14420	1929	0	9963	1	0	2208	286	1076	114980	103761	74	103835	0	892	0	0	11145	375	114980	0	0	5741	0	0	5125	123	38082	65679			0	85866	84974	-96	0	0	0	0	11145		
762045																																							9820	4024	95	738	0	0	413	0	5555	140013	100060	182	126149	0	1955	25907	0	13864	200	140013	0	0	9566	0	0	4110	0	21855	78204			0	121323	119368	-12	0	0	0	0	13864		
762353																																							4535	2331	0	4163	0	0	351	0	278	25292	22519	34	22553	0	194	0	0	2739	140	25292	0	0	236	0	0	2460	0	9386	13133			0	13828	13634	-97	0	0	0	0	2739		
762447																																							59372	60330	69436	602999	0	99028	43899	2095	92825	3396909	2713912	10776	2989068	0	26189	100770	0	407841	3801	3396909	0	0	168458	0	0	242506	828	548474	2165438			0	2391621	2365432	-6924	665	0	0	163610	407841		
762474																																							12191	29475	55400	213739	0	45194	61068	1666	80307	2269890	1877556	16320	2030460	0	17507	136584	0	239430	250	2269890	0	0	176160	7713	0	66497	7212	266674	1610882			0	1773045	1755538	-3477	0	0	0	0	239430	387	
762773																																							39833	3200	0	0	0	2632	4405	0	5733	339694	293131	1635	294766	0	2905	0	0	44928	2000	339694	0	0	42928	0	0	0	98	77463	215668			0	286698	283793	0	0	0	0	0	44928		
763211																																							2490	3544	42631	35613	0	5820	4113	360	1993	196637	159060	510	172022	0	957	4000	0	24615	600	196637	0	0	3374	0	0	21394	0	31957	127103			0	101030	100073	-753	0	0	838	7614	24615		
763677																																							2713	11193	23638	386101	0	1200	23869	722	33110	912599	771425	6085	822238	1	9172	34030	0	90360	1	912599	0	0	63138	0	0	27249	1782	105171	666254			0	437443	428271	-28	0	0	0	10698	90361		
763930																																							29646	9523	0	46183	0	0	7983	14466	12449	488016	433674	1027	458017	0	5557	23316	0	29999	585	488016	0	0	-11069	0	0	41783	0	54707	378967			0	373323	367766	-1300	0	0	0	0	29999		
764030																																							483135	172156	0	1191423	0	487795	145410	33543	213000	11357345	9656289	68931	9753452	0	28819	7848	0	1603893	750	11357345	0	0	287003	0	0	1321317	111298	2526993	7129297			0	8511914	8483095	-5177	35048	0	0	20384	1603893	1442	
764058																																							270	11045	0	163154	0	194	5488	555	7529	515689	394949	2009	461764	0	4694	22283	0	53925	250	515689	0	0	5902	0	0	47604	0	131154	263795			0	332148	327454	169	0	0	0	42523	53925		
764067																																							4861	2456	0	34270	0	0	882	125	841	100143	87480	55	87535	0	1399	0	0	12608	1243	100143	0	0	10550	0	0	1451	0	24186	63294			0	58107	56708	-636	0	0	0	0	12608	0	
764142																																							565	2475	0	23113	0	1091	2532	0	5116	121734	97322	426	109827	0	1034	6985	0	11907	200	121734	0	0	5110	0	0	7094	0	14516	82806			0	87876	86842	-497	0	0	315	4779	11907		
764151																																							1627	9290	0	11179	0	0	93	372	1545	48185	43439	47	43486	0	330	0	0	4699	220	48185	0	0	2770	0	0	1780	0	13876	29563			0	23709	23379	-71	700	0	0	0	4699		
764441																																							9421	1668	32423	901	0	231	947	0	624	72241	59694	92	59786	0	405	0	0	12456	160	72242	0	0	11496	0	0	820	0	8154	51540			0	25931	25526	-20	500	0	0	0	12456		
764816																																							102	3593	0	11147	0	0	2562	514	4150	169722	137061	1674	156464	0	2022	17358	0	13258	450	169722	0	0	9404	0	0	3510	0	34283	102778			0	149676	147654	-106	0	0	119	252	13258		
765019																																							5013	43443	8684	737442	2250	200440	63293	417	159938	4637481	3681746	56299	4045786	-685	19426	285024	0	592380	2059	4637481	7084	0	199686	0	0	398148	1749	245231	3436515			0	3427154	3407728	-7513	0	0	0	22717	591695	0	
765318																																							14708	3540	0	10021	0	2170	3386	28	6560	146259	131393	780	132768	0	952	595	0	13491	310	146259	0	0	799	0	0	12469	0	18009	113384			0	106057	105105	-87	741	0	0	0	13491		
765354																																							13317	3299	0	41494	0	0	1722	2361	1448	124026	110101	434	110535	0	981	0	0	13491	100	124026	0	0	13796	0	0	200	0	21765	88336			0	58866	57885	-605	2500	0	0	0	13491	0	
765505																																							4273	8923	0	121626	0	0	11376	0	31643	849359	634738	7981	746219	0	6772	103500	0	103140	10	849359	0	0	102207	0	0	0	431	139836	494902			0	677204	670432	923	655	0	0	0	103140		
765662																																							4628	6666	33804	78266	0	0	2119	0	4345	171765	146045	26	149071	0	658	3000	0	22694	1000	171765	0	0	18172	0	0	5000	0	41648	104397			0	42595	41937	-1478	0	0	0	0	22694		
765877																																							211	600	0	27666	0	0	513	0	5507	73658	53937	1087	59791	0	503	4267	0	13867	0	73658	0	0	14591	190	0	0	0	4160	49777			0	39474	38971	-724	0	0	500	0	13867	0	
766052																																							13152	1415	0	33644	0	0	124	478	778	101054	84040	88	84128	0	1106	0	0	16926	300	101054	0	0	16711	0	0	400	0	11471	72569			0	48820	47714	-485	3749	0	0	0	16926		
766164																																							131269	96219	0	336423	0	199418	77634	2059	104305	4524838	3474752	44693	3853930	0	27488	330000	0	670908	750	4524838	0	0	166087	0	0	505274	2106	748930	2725822			0	3597849	3570361	-1203	0	0	0	4485	670908	5044	
766258																																							7626	14569	0	353236	0	0	8531	0	36556	1084605	922338	11616	978933	0	8016	39000	0	105672	1000	1084605	0	0	101552	0	0	10562	0	190065	732273			0	672103	664087	-7442	0	0	0	5979	105672		
767040																																							9084	959	8798	2961	0	37	1657	1065	819	108326	99812	185	99997	0	1115	0	0	8329	189	108326	0	0	4553	0	0	3628	632	34527	65285			0	83228	82113	-41	201	0	0	0	8329		
767152																																							5807	2244	0	12875	0	0	793	49	342	46446	40129	57	40186	0	176	0	0	6260	75	46446	0	0	5270	0	0	1075	0	13873	26256			0	21241	21065	-160	3271	0	0	0	6260		
767246																																							5122	248	0	0	0	0	151	10	172	18302	16398	12	16410	0	121	0	0	1892	50	18302	0	0	1467	0	0	375	0	4263	12135			0	12403	12282	0	317	0	0	0	1892		
767255																																							26299	3773	0	21308	0	0	863	0	4796	160464	142899	1255	144154	0	1266	0	0	16310	150	160464	0	0	15212	0	0	1485	0	22492	120407			0	104691	103425	-537	0	0	0	0	16310	0	
767554																																							1996	3504	129	49972	0	780	3467	947	4223	136217	118269	107	119290	0	420	914	0	16927	1047	136217	0	0	7912	0	0	8953	1214	27781	90488			0	67055	66635	-985	3350	0	0	0	16927		
767572																																							3478	569	0	8384	0	0	265	40	539	33034	23598	42	27937	0	225	4297	0	5097	0	33034	0	0	5111	0	0	0	0	197	23401			0	19984	19759	-14	0	0	0	0	5097		
767611																																							11742	1250	1399	36715	0	0	1017	38	4990	140972	124544	895	125439	0	980	0	0	15533	167	140972	0	0	15809	0	0	439	0	19332	105212			0	83501	82521	-882	1300	0	0	0	15533		
767732																																							63945	26735	0	84194	0	10408	9708	1123	17002	468213	404958	1132	406090	0	3687	0	0	62123	9000	468213	0	0	20596	0	0	33293	0	121853	283105			0	228090	224403	-766	30695	0	0	0	62123		
767974																																							65511	1786	0	10114	0	2	3864	38	14703	664284	583488	4817	601805	0	7011	13500	0	62479	19	664284	0	0	-7235	0	0	69768	17385	116731	466757			0	557892	550881	-73	0	0	0	0	62479		
768074																																							8888	8122	0	142170	0	2004	20881	483	46953	1250647	966359	9780	1122639	0	13333	146500	0	128008	1	1250647	0	0	-161	0	0	130421	0	50714	915645			0	1034479	1021146	-2253	0	0	0	0	128008	0	
768252																																							33401	5634	1000	37970	0	0	386	0	1385	178467	160902	153	165727	0	1054	4672	0	12740	465	178467	0	0	1612	0	0	11535	0	47791	113111			0	80245	79191	-872	19500	0	0	0	12740		
768458																																							15549	3032	0	49762	0	0	4439	3217	3378	142708	129883	147	130172	0	960	142	0	12536	495	142708	0	0	-1733	0	0	14366	0	22409	107474			0	44356	43396	-592	19935	0	0	0	12536		
768476																																							3780	450	6209	0	0	0	496	0	346	58656	51932	520	52452	0	680	0	0	6204	0	58656	0	0	6204	0	0	0	0	1274	50659			0	48055	47375	0	0	0	0	0	6204		
768953																																							675	4486	0	256137	0	2558	4113	0	27184	354110	290247	5274	326856	0	512	0	0	27254	450	354110	0	0	10874	0	0	23872	0	41607	248640			0	59469	58957	-7942	0	0	31335	0	27254		
769156																																							6199	6446	765	15730	0	1524	1881	0	1174	111154	96363	322	96685	0	790	0	0	14469	250	111154	0	0	3338	0	0	10990	0	11161	85202			0	78225	77435	-109	0	0	0	0	14469		
769334																																							133	2450	0	39884	0	0	690	0	2163	87305	73251	190	77214	0	731	3773	0	10091	400	87305	0	0	6067	0	0	3403	0	8968	64283			0	42716	41985	221	0	0	0	0	10091		
770068																																							12	1461	0	29218	0	0	1706	3	4110	95577	75231	195	86914	0	971	9000	0	8662	262	95576	0	0	8132	0	0	688	0	14681	60550			0	60038	59067	-420	0	0	2488	0	8662		
770451																																							8931	1116	0	17296	0	0	1566	460	6596	125439	106389	1299	115421	0	1067	7733	0	10018	125	125439	0	0	4723	0	0	5375	0	18663	87726			0	87980	86913	-205	2561	0	0	0	10018		
770545																																							540	420	4326	0	0	0	195	0	405	38255	32604	38	34692	0	163	2050	0	3563	53	38255	0	0	341	0	0	3169	0	5638	26966			0	29708	29545	0	2824	0	0	0	3563		
770639																																							40867	1195	0	46294	0	59	4709	0	1603	227816	200864	1529	202393	0	2294	0	0	25423	1200	227816	0	0	19367	0	0	5000	0	51132	149732			0	135383	133089	-144	0	0	0	0	25423		
770657																																							33180	15104	0	208767	0	16536	17636	800	27548	882086	721155	8223	764562	0	8430	0	0	117524	600	882086	268	268	85451	583	0	41075	1	207980	513175			0	569968	561538	-9602	125	0	0	34916	117524		
770853																																							3115	11953	0	16239	0	0	10637	625	10193	337266	298617	636	301623	0	3132	2370	0	35643	275	337266	0	0	30459	0	0	5220	213	64310	234307			0	287423	284291	-311	0	0	0	0	35643		
771047																																							7392	1468	0	8966	0	0	316	978	1299	45488	41309	39	41348	0	101	0	0	4140	300	45488	0	0	2171	0	0	1695	0	10694	30615			0	25170	25069	-26	0	0	0	0	4140		
771140																																							5877	9998	0	140877	0	1116	10212	507	15797	655218	549162	5391	595898	0	5910	30200	0	59320	200	655218	0	0	34890	0	0	25757	0	79075	470087			0	475495	469585	-1527	1249	0	0	11145	59320		
771458																																							36189	21257	58366	265700	0	3914	26677	681	29479	1140870	981645	16111	1020404	0	15422	0	0	120466	3769	1140870	0	0	66130	0	0	55997	3550	329956	651689			0	710479	695057	-5430	0	0	0	22648	120466		
771609																																							1780	27421	0	178815	0	23109	31871	461	71993	1682487	1311989	33268	1526414	335	9320	181157	0	155738	1178	1682487	0	0	81559	0	0	81788	9650	274400	1037589			0	1346707	1337387	-8787	0	0	0	0	156073		
771748																																							4054	1829	0	51201	0	0	701	822	1220	117283	100382	129	101458	0	432	947	0	15825	200	117283	0	0	15231	0	0	1300	0	21047	79335			0	56796	56364	-906	1092	0	0	0	15825		
771878																																							45344	3848	12879	47946	0	946	4830	175	18174	364779	318674	3965	322639	0	1575	0	0	42140	0	364779	0	0	42629	0	0	0	412	12790	305884			0	231800	230225	-489	0	0	0	0	42140		
772008																																							36903	13459	0	240759	0	8192	13793	0	45944	1418126	1172241	8319	1269091	0	10475	87390	0	149035	1	1418126	0	0	153066	0	0	9	0	259238	913003			0	1069551	1059076	-4041	0	0	0	1141	149035		
772240																																							7592	1657	2680	42141	0	0	935	0	3941	117148	104832	94	108177	0	626	3125	0	8971	750	117148	0	0	6445	0	0	2550	0	28757	76075			0	58509	57883	-774	319	0	0	126	8971		
772446																																							0	37576	0	0	0	1483	105	0	11588	52318	511	938	1449	0	0	0	0	50869	1450	52318	0	0	42484	0	0	6935	0	511	0			0	0	0	0	0	1566	0	0	50869	0	
772754																																							1499	3315	0	12110	0	0	621	0	860	73203	64218	120	64338	0	605	0	0	8865	50	73203	0	0	8686	0	0	250	0	18147	46071			0	50264	49659	-121	5139	0	0	0	8865		
773032																																							4079	3681	0	27592	0	0	5716	1028	4129	118097	98137	229	98366	0	844	0	0	19731	200	118097	0	0	13927	0	0	5800	0	30932	67205			0	72716	71872	-196	0	0	0	0	19731		
773171																																							4581	991	988	0	0	171	2103	117	861	114070	99391	428	103819	0	906	4000	0	10251	100	114070	0	0	8719	0	0	1432	0	7908	91483			0	105164	104258	0	0	0	0	0	10251		
773247																																							129628	76743	0	657451	0	254905	96473	3483	257540	5629526	4095300	44317	4871462	0	20903	607610	0	758064	400	5629526	0	0	133240	0	0	626532	30401	993294	3102006			0	4137551	4116648	-2108	2920	0	0	124235	758064	3334	
773443																																							9734	2553	0	151173	0	3495	4764	0	5417	381409	314766	1826	330852	0	2062	0	0	50557	963	381409	0	0	51016	0	0	963	265	45425	269342			0	204070	202008	-2385	2000	0	0	14260	50557		
773470																																							22741	1299	0	0	0	0	11591	0	10436	1086783	761303	3835	940138	0	3158	175000	0	146645	8481	1086783	0	0	124155	0	0	14009	0	117986	643317			0	994099	990941	0	49775	0	0	0	146645		
773546																																							2889	2318	375	38887	0	0	1116	1274	4270	117623	100428	637	105065	0	564	4000	0	12558	200	117623	0	0	-1633	0	0	14310	0	18950	81478			0	67058	66494	-319	0	0	0	0	12558		
773742																																							23486	6126	2199	91418	0	796	5853	99	10476	291515	263157	5024	268181	0	1716	0	0	23334	3000	291515	0	0	19310	0	0	3000	1399	77612	185545			0	151379	149663	-1976	0	0	0	0	23334		
774132																																							9718	42507	0	1232	0	5535	30155	826	15100	696286	545444	17345	629944	0	6543	62000	0	66343	500	696287	0	0	53033	0	0	12810	77757	132255	413189			0	519999	513456	0	0	0	5155	0	66343	0	
774235																																							14534	975	0	12013	0	0	247	0	6714	103830	89220	1766	90986	0	1175	0	0	12844	600	103830	0	0	9803	0	0	2694	0	30950	58270			0	70522	69347	-253	0	0	0	0	12844	0	
774253																																							9727	1874	0	6530	0	1680	1588	0	1347	71954	63812	49	63861	0	478	0	0	8093	312	71954	0	0	978	0	0	6826	250	13503	50309			0	49436	48958	-23	0	0	0	0	8093		
774262																																							327897	54173	31	229934	0	86725	51618	12	106677	3280197	2811864	20081	2834443	0	23693	0	0	445754	250	3280197	0	0	139686	0	0	308793	0	291685	2520179			0	2446823	2423130	-2975	0	0	0	2498	445754		
774347																																							9447	3141	17623	16285	0	0	2995	318	2785	205253	179769	512	180281	0	3239	0	0	24972	122	205253	0	0	20080	0	0	3857	0	15168	164601			0	144364	141125	913	11534	0	0	0	24972	0	
775054																																							1270	9631	0	89562	423	3693	8334	914	15240	400708	340246	843	356089	0	3703	15000	0	44619	261	400708	0	0	24573	0	0	21387	0	91888	248358			0	272194	268491	-1602	3150	0	0	0	44619		
775241																																							5272	1016	0	7976	0	0	185	20	400	38118	31623	146	32062	0	391	0	0	6056	1800	38118	0	0	2533	0	0	1800	0	4772	26851			0	23640	23249	-77	0	0	0	293	6056	0	
775456																																							30174	8236	0	107085	0	4060	7913	429	20630	611215	525851	1536	538939	0	5047	3775	0	72276	1900	611215	0	0	31631	0	0	37748	288	105522	420329			0	437447	432400	997	0	0	0	7777	72276		
775773																																							35386	705	0	70793	0	43	5570	189	11038	224557	178493	2883	181376	0	260	0	0	43181	1	224557	0	0	44673	0	0	0	693	6735	171758			0	100400	100140	-1493	0	0	0	0	43181		
776369																																							20443	2389	4302	40674	0	0	2987	0	1323	142889	126919	241	127160	0	1595	0	0	15729	1200	142889	0	0	7368	0	0	7332	0	58428	68491			0	72366	70771	-171	0	0	0	0	15729		
776547																																							3610	3667	0	36437	0	0	2676	0	4349	200584	149133	943	181760	0	193	21632	0	18824	1000	200584	0	0	17488	0	0	1000	0	40363	108770			0	139838	139645	-664	10200	0	0	10052	18824	0	
777254																																							3696	1014	5167	1065	0	0	1064	0	435	53514	48067	6	48073	0	608	0	0	5441	25	53514	0	0	966	0	0	4475	0	10412	37655			0	41681	41073	-25	0	0	0	0	5441		
777366	102928	6809	34	26941	0	0	2027	0	24842	876858	9472	783259	0	14031	25000	0	93599	10050	876858	0	0	42963	50	0	40800	0		0	727258	713227	-214	0	0	93599		29947	0	29947			34	26941							718840					25000												122591	596249							0	0	0	0			
777375																																							4335	610	18	657	0	0	200	221	1002	87320	69954	1133	74586	0	484	3499	0	12734	0	87320	0	0	13446	0	0	0	0	3595	66359			0	61816	61332	-712	18945	0	0	0	12734		
777441																																							14537	1853	0	2072	0	0	3559	0	1422	69913	61385	214	61599	0	177	0	0	8313	400	69912	0	0	6169	0	0	1756	0	9421	51964			0	46647	46470	-12	0	0	0	0	8313		
777870																																							23327	2287	6673	3971	0	260	2005	411	9509	215147	182305	1541	183846	0	1236	0	0	31301	0	215147	0	0	31320	0	0	0	0	33864	148441			0	167940	166704	-19	0	0	0	0	31301		
778738																																							103	12432	9286	221501	38	8848	11337	0	12259	840984	688004	4872	733055	599	5804	29468	0	107330	28604	840984	0	0	78111	0	0	0	2470	111345	576659			0	567464	561660	615	1050	0	0	10711	107929		
779016																																							18953	3835	0	86472	175	272	8380	0	14841	435652	344176	4564	394271	0	3944	24633	0	41381	180	435652	0	0	38942	0	0	2600	250	54262	289914			0	304279	300335	-341	2139	0	0	20898	41381		
779351																																							13187	46047	12414	125608	0	36011	27590	1309	66882	1766499	1437349	19807	1551264	0	18469	9225	0	215235	3015	1766499	0	0	164858	0	0	49316	11376	352663	1084686			0	1432253	1413784	-1954	12291	0	75990	8893	215235		
779360																																							41393	8881	0	172465	0	268	10771	193	3626	422556	384653	340	384993	0	2795	0	0	37563	1662	422556	0	0	18256	0	0	19191	0	72945	311708			0	187754	184959	-1546	0	0	0	0	37563		
779641																																							1621	1384	0	3971	0	0	309	0	2201	52931	42909	237	43635	0	289	489	0	9296	330	52931	0	0	6187	0	0	2800	0	11074	31835			0	40574	40285	-21	3160	0	0	0	9296		
779650																																							21767	8198	34154	0	0	1156	7727	485	4495	423270	341585	153	386522	0	3055	30829	0	36748	120	423270	0	0	28248	0	0	8380	0	68142	273443			0	345502	342447	0	2841	0	0	13955	36748		
779968																																							28924	6344	0	72673	0	184	1008	0	11925	750941	607676	4290	611966	0	8216	0	0	138975	94500	750941	0	0	43219	0	0	2663	0	68545	539130			0	638099	629883	-1407	0	0	0	0	138975		
780049																																							3110	6799	1567	46204	0	0	3246	0	5490	178222	154886	1942	161919	0	1457	5091	0	16303	200	178222	0	0	11944	0	0	5156	0	38286	116600			0	113263	111806	-997	0	0	0	0	16303		
780218																																							4777	11698	0	167352	0	31059	18963	108	29302	829051	669674	4550	729917	0	3527	54198	0	99134	840	829051	0	0	78282	0	0	21776	7675	111673	558001			0	561644	558117	-1764	0	0	1495	0	99134		
780263																																							32733	5443	23191	32468	0	0	2218	0	7079	255317	226569	1118	227687	0	1987	0	0	27630	400	255317	0	0	26836	0	0	600	0	91685	134885			0	154172	152185	-206	0	0	0	0	27630		
780562																																							2655	2790	44440	77807	1524	0	2946	0	21692	270601	202765	4741	234957	0	1387	27451	0	35644	2287	270601	0	0	13972	6443	0	22375	0	83197	119568			0	111691	110304	-2990	0	0	0	0	35644		
780722																																							10204	9916	14454	16583	0	0	11777	734	20354	594309	502471	2239	539310	0	8700	34600	0	54999	4173	594309	0	0	44938	0	0	6278	0	142893	359578			0	518987	510287	-390	0	0	0	0	54999		
780955																																							9332	4891	0	21680	0	1592	3872	790	1173	185983	163853	686	166597	0	1620	2000	0	19386	120	185983	0	0	11706	0	0	8216	123	29354	134499			-509	144150	142530	-147	0	0	58	0	19386		
781028																																							15927	18292	42108	206726	343	0	32740	1099	52777	1393009	1167300	7812	1253999	0	9139	59447	0	139010	6119	1393009	0	0	-14147	0	0	148317	146	167411	999889			0	1031990	1022851	-1279	0	0	19440	0	139010	0	
782016																																							0	6562	0	38048	0	2521	2281	0	1001	125860	99967	1001	101947	0	654	979	0	23913	600	125860	0	0	14433	0	0	9400	0	16659	83308			0	75322	74668	-520	779	0	0	0	23913	0	
782306																																							16192	28443	83732	196461	0	31875	51546	2024	78210	4644193	3427400	48487	4110474	10479	38010	578015	0	523240	0	4644193	16244	16025	179449	0	0	347328	3247	576317	2851083			0	4171729	4133719	-3537	2500	0	40547	0	533719	0	
782351																																							17319	4119	0	20917	0	0	3456	0	5865	207505	183349	180	188529	0	2054	5000	0	18976	350	207505	0	0	17072	0	0	1850	279	56737	126612			0	157604	155550	-296	0	0	0	0	18976	0	
782548																																							104	1065	0	21957	0	0	205	16	1034	62463	40783	215	50913	0	486	5915	0	11550	400	62463	0	0	10443	0	0	900	0	10219	30564			0	36408	35922	-193	2160	0	0	4000	11550		
783161																																							101131	22496	0	314637	0	1579	6646	1092	36576	1249845	1127767	12772	1140539	0	12822	0	0	109306	23506	1249845	0	0	73859	0	0	16977	2295	419648	708119			0	776215	763393	-5036	0	0	0	0	109306		
783246																																							4968	7990	0	60582	0	240	4349	314	7518	312008	249626	1403	273712	0	2439	16472	0	38296	240	312008	0	0	35538	0	0	2660	0	60624	189002			0	228486	226047	-142	0	0	1489	4722	38296		
783349																																							6674	1021	0	0	0	0	1439	324	424	30535	27515	42	27557	0	266	0	0	2978	110	30535	0	0	1676	0	0	1192	0	7154	20361			0	20529	20263	0	390	0	0	0	2978		
