"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP755	RCONP756	RCONP757	RCONP758	RCONP759	
1557	10098	0	3814	18757	0	27075	0	0	0	0	0	26575	0	2589		7680	2514	1524	5178	0	1882	3296	1796	706	1077	4432	303	470	23261	23986	0	0	0	0	4486	1796	0	0	3713	1796	0	false								
1669	27194	8	23239	58807	0	126376	0	0	0	0	0	106056	0	351		30825	29848	9704	22865	0	8194	15363	4788	2480	4596	9533	1761	2299	102975	105665	154	40	1531	0	13497	4692	0	0	10198	0	0	true								
1829	51279	0	0	104723	0	127840	0	0	0	2690	0	193246	0	6539		38367	78807	17350	17252	0	5057	12195	10218	10897	8415	4504	5944	5930	127840	186707	0	0	7467	2690	13456	11337	2690	0	5081	7837	0	true								
1856	1340	0	695	3135	0	5395	0	0	8550	8550	0	60830	0	505		20573	17389	0	9338	2849	3778	5560	10107	1128	5354	10580	5594	0	4700	37468	0	22857	0	0	19031	2497	0	0	13934	2000	22507	false								
2040	14980	2	916	21953	0	41730	0	0	18264	25017	0	94811	0	5414		29300	43479	4342	10516	4211	5943	4573	7653	11131	2428	2144	1397	1082	40812	89136	0	261	850	6753	6435	616	6570	0	3827	744	0	true								
2161	25059	0	983	28586	0	61825	0	0	0	0	0	56749	0	614		9855	8233	7282	8224	0	2155	6069	1205	426	5122	6107	1813	560	60842	56135	0	0	0	0	8723	4879	0	0	6857	4372	0	true								
2376	613786	0	33475	27851	0	202933	0	0	8651	383443	0	2318580	11000	279886		383594	732418	101102	245367	3692	80348	167261	96463	39522	120798	253788	135860	78336	169458	2007957	0	19737	41617	374792	391038	197744	374792	0	236946	135755	18246	true	9777	21277	138404	342433	334593	312574	86544	
2554	2288	0	239	9	0	6508	0	0	0	0	0	5530	0	444		2835	0	0	2507	0	844	1663	316	12	100	307	0	0	6269	5086	0	0	0	0	407	0	0	0	407	0	0	false								
2732	59951	0	6714	122640	0	167905	0	0	0	0	0	288430	0	11272		31657	101069	12215	24867	0	9346	15728	5354	1229	60894	29651	4318	890	161191	277158	0	0	3875	0	23642	72111	0	0	19792	70753	0	true								
2750	16819	0	3709	5087	0	14800	0	0	0	0	0	31597	0	6387		8562	698	1464	5803	0	3247	2928	2124	263	2078	2498	840	102	11091	24966	0	244	227	0	4131	1387	0	0	2450	1126	0	true								
3177	544451	0	21997	52688	0	78961	0	0	0	0	0	790324	0	181625		110595	56233	40572	74726	0	22299	52428	29476	6392	12880	36031	22904	7231	56964	608699	0	0	15219	0	61830	17216	0	0	38243	10668	0	true	26506	26	30431	0	56233	256393	106432	
3252	14057	0	53446	23776	0	82135	0	0	345	13145	0	83842	1995	24630		14110	19352	5625	10538	345	3759	6779	2368	1202	17968	11831	4670	1854	28689	57217	0	0	0	12800	19965	16358	12800	0	15701	14096	0	false								
3458	2110	0	3367	4708	0	12348	0	0	0	0	0	22054	0	3549		7696	3182	835	5166	0	998	4168	1989	541	1045	4492	2878	651	8981	18505	0	0	0	0	7309	1757	0	0	3981	1457	0	false								
3720	32783	0	28020	36194	0	110418	0	0	0	0	0	95841	0	10956		23013	7198	6849	21529	0	7064	14607	1308	34	8926	19620	3501	800	82398	84885	0	0	2687	0	16760	16087	0	0	16269	12277	0	false								
3971	106033	0	764	26850	0	49527	0	0	2702	9251	0	576665	0	14649		118353	267815	25511	60602	2702	18311	42291	46933	10818	8279	31978	33208	10999	48763	548296	0	13720	8256	6549	65177	19287	248	0	29013	11244	4469	true								
4156	20657	0	15854	37810	0	84286	0	0	1005	11722	0	93337	0	9715		21509	22075	5328	14142	1005	4209	9934	4692	2674	9379	10314	6373	3030	68432	78177	0	5445	2265	10717	25275	3821	10717	0	16993	2699	5196	true								
4231	16367	0	9164	22049	0	35266	0	0	0	0	0	61930	0	1900		16574	6548	14019	10387	0	2482	7906	3359	2827	1560	12017	3624	5240	26102	60030	0	0	8329	0	17935	4506	0	0	10688	2889	0	false								
4839	26579	0	5292	55541	0	68685	0	0	0	15674	0	194115	0	18872		27311	49650	9958	23433	0	5967	17466	3813	65	20950	53114	16016	495	63393	140539	0	34704	4062	15674	70013	20562	15182	0	62519	11545	34704	true								
5069	41906	0	0	26826	0	28726	0	0	53396	91652	0	269911	0	1974		65128	11663	1086	36971	27752	11400	25571	14117	14040	24527	71208	49688	5791	28726	192107	0	75830	500	38256	123849	27365	26866	0	63152	32583	47623	false								
5135	18965	0	17944	52389	0	104176	0	0	63554	77736	0	283324	0	9072		119397	52883	18512	117295	63554	77460	39835	2102	0	25950	64565	1564	0	86232	274002	0	250	8172	7344	63363	28716	7344	6838	62269	28246	0	true								
5210	515125	13	60563	45948	0	84905	0	0	0	429	0	887407	0	57275		156845	125571	52997	89468	0	36880	57865	59683	2417	26453	37640	25463	310	24329	830132	0	0	10183	429	57304	32562	429	0	33894	30069	0	true	15688	5389	3252	80934	44637	345737	112112	
5461	298182	0	6248	44886	0	57294	0	0	176	28096	0	469679	0	9901		8526	139409	3281	7504	176	2814	4690	711	311	6490	14852	1778	442	51046	459778	0	0	1969	27920	10995	12567	27920	0	9024	12318	0	true								
5751	8575	0	2770	21634	0	39618	0	0	99	9996	0	115923	0	23341		18117	60810	9091	12078	0	5431	6647	5225	814	6118	8398	9223	4682	36848	87268	0	5314	4405	9897	22486	5935	3470	1484	11471	3045	0	true								
6039	34470	0	12438	92154	0	113468	0	0	0	0	0	144071	0	4989		48743	15770	15065	44419	0	11415	33004	3469	855	15368	24356	4746	618	101030	130736	0	8346	3718	0	37128	7960	0	0	32890	6834	8346	false								
6141	3678	13	12720	14933	0	35879	0	0	0	0	0	15379	0	1895		4728	1033	1076	3839	0	1174	2665	870	19	961	4764	215	0	23146	13484	0	0	419	0	3346	2594	0	0	3131	2594	0	true								
6329	36596	0	13043	166196	0	206190	0	0	5690	5690	0	317514	0	9798		76508	55611	13018	61419	0	22926	38493	12909	2180	30335	87644	25427	5393	193147	307716	0	0	4103	0	108161	40638	0	0	84489	33490	14796	false								
7009	0	0	0	73898	0	73898	0	0	0	0	0	727414	0	0		0	727414	32	0	0	0	0	0	0	0	0	0	0	73898	727414	0	0	0	0	0	0	0	0	0	0	0	false								
7045	21414	0	9215	21074	0	109583	0	0	0	0	0	73008	0	6592		21869	17462	6447	8862	0	1794	7424	7336	5315	676	1985	4216	5386	100368	66416	0	0	1827	0	8563	3700	0	0	1622	1039	0	true								
7072	32895	0	0	13076	0	23776	0	0	75	754	0	117951	0	216		39286	21395	16403	28912	75	7884	21028	8608	1766	2576	13614	6072	2113	23776	117735	0	0	5001	679	20152	4223	679	0	13024	3165	0	false								
7157	1968	0	1902	5508	0	11089	0	0	0	0	0	29487	13	964		9600	13836	2572	7961	0	2198	5763	1639	0	1348	1357	1378	0	9187	28510	0	0	729	0	3555	528	0	0	2454	0	0	false								
7456	21916	0	15455	19041	0	38013	0	0	0	0	0	36584	0	994		10072	0	2146	6989	0	2093	4896	3013	70	1298	2867	431	0	22558	35590	0	0	310	0	3390	1206	0	0	3289	875	0	true								
7634	7205	0	2411	10589	0	16990	0	0	0	0	0	38354	0	214		13176	1010	5407	11608	0	1848	9760	1102	466	4254	10250	1517	942	14579	38040	0	100	2919	0	12428	4535	0	0	11272	3232	249	true								
8033	18529	0	2320	45853	0	71752	0	6664	0	0	0	105426	0	1018		39898	102	6371	29921	0	8578	21360	6772	3188	10864	22030	10678	3325	69432	97744	0	0	2954	0	31315	15582	0	0	20640	12254	1981	true								
8462	1276	0	1249	69939	0	103702	0	0	0	0	0	48569	0	8692		9144	8384	4203	7933	0	4196	4182	766	0	13676	15539	550	0	102203	39877	250	0	1362	0	12185	17580	0	0	11635	17580	0	true								
8631	17203	0	296	16298	0	21280	0	0	0	0	0	33920	0	1317		8424	2715	2790	5611	0	2151	3460	2125	688	1701	1674	1723	480	20984	32603	0	0	893	0	5105	473	0	0	2903	472	0	true								
9357	125896	404	1248	55374	0	60046	0	0	2707	9444	0	364542	6325	0		3747	233767	2028	3390	2707	3509	216	22	0	593	539	0	0	58394	358217	0	0	593	6737	1132	0	6737	0	1132	0	0	true								
9553	16602	0	8914	14840	0	38090	0	0	0	14896	0	72216	0	4875		15970	9475	6218	11635	0	2916	8719	4335	1	2062	14470	13637	0	29176	59153	0	8188	0	14896	26851	3318	7797	0	13572	2960	0	true								
9807	450499	0	28745	81806	0	130719	0	0	60000	60000	0	1650101	0	318137		139448	785584	62598	108226	60000	16527	91699	27398	3824	102169	78041	62144	32216	101974	1331964	0	0	5213	0	168431	106139	0	0	78328	101882	162543	true	6297	9675	86002	473759	311824	277074	173425	
9955	11669	13	2869	21108	0	41485	0	0	0	877	0	62444	0	15289		8092	36741	1410	6341	0	2472	3869	1396	355	2970	2015	829	128	38603	47155	0	0	0	877	4737	1205	877	0	4084	900	0	true								
10250	123869	0	1276	29265	0	53574	0	0	327	4391	0	303122	0	9827		49124	92323	31677	20865	327	6894	13971	20982	7277	2267	9134	16035	10370	52298	292797	0	498	11798	3083	24911	12895	3083	0	8191	3210	747	true								
10849	66923	0	2802	10685	0	24576	0	0	0	0	0	210644	0	44166		46261	26290	8472	34218	0	10142	24077	11185	857	18462	33294	18660	755	21430	166478	344	0	2130	0	48721	22450	0	0	34537	17218	4028	false								
11145	25601	0	43788	41033	0	102795	0	0	0	0	0	89538	0	11343		16850	26493	7552	7459	0	1984	5475	6056	3335	4019	3672	10302	2601	58826	78195	181	0	3551	0	10179	10415	0	0	4425	3266	0	true								
11275	51170	0	5853	107474	0	107474	0	0	10536	152528	0	1032629	0	74369		155825	567395	34042	96598	10281	26609	69989	58330	897	84641	116415	55152	2031	101621	952712	0	5548	12796	141992	197967	60272	137928	0	155411	45645	0	true	9603	47767	44251	303315	227913	39839	11331	
11640	143032	5	4917	14982	0	26392	0	0	0	0	0	250459	0	35035		38333	22744	17964	20824	0	7736	13195	10719	6683	8511	18528	8295	11017	21095	215424	375	0	9164	0	28473	17878	0	0	15868	11171	0	false								
11837	5047	0	14723	6490	0	31707	0	0	0	0	0	35452	0	857		14864	5987	2975	8329	0	2950	5379	4563	1972	1412	4718	2943	481	16984	34595	0	0	901	0	8559	995	0	0	5871	259	0	true								
12030	35301	0	12604	75514	0	109158	0	0	0	0	0	174931	0	3348		73319	32407	20148	51593	0	14021	37573	18875	2850	9725	15266	5859	3054	96554	171383	0	200	5163	0	29973	3931	0	0	22071	2820	0	false								
12142	26665	0	9998	59645	0	118131	0	0	0	0	0	87026	0	6898		23991	13481	8001	17760	0	12861	10138	991	1	12975	9007	907	0	108133	80128	0	0	1416	0	10916	11973	0	0	9581	11391	0	false								
12179	5040	0	0	4613	0	7834	0	0	0	0	0	21966	0	753		8029	6356	1884	5418	0	1233	4185	1749	862	964	572	684	321	7834	21213	0	0	116	0	1524	1017	0	0	518	1018	0	true								
12311	11584806	33	2878186	2998018	0	9373192	0	0	1271	3972193	0	70078164	0	3270760		2804123	54348344	1398875	1677152	1271	502297	1174856	881486	245484	358668	532920	355902	93401	6493982	66807404	991	0	448889	3777232	931745	409146	3777232	134420	470516	421072	0	true	689729	1660272	4143981	18532722	32693537	3414027	8157644	
12647	9928	0	391	19325	0	25319	0	0	0	19810	0	65221	0	3362		8384	19329	3235	5769	0	1401	4368	2615	0	2435	11118	7350	6677	24928	61859	0	0	660	19810	5120	22460	7090	0	4417	9136	0	false								
12656	2360	0	585	3612	0	5723	0	0	0	0	0	10300	0	2393		3139	2147	926	2520	0	988	1532	604	15	356	1706	355	238	5138	7907	0	0	230	0	2655	0	0	0	2062	0	0	true								
12937	12918	0	0	48470	0	63511	0	0	58	7936	0	97776	0	0		8458	37427	5392	7471	58	2461	5010	782	205	16840	19247	2886	0	63511	97776	0	0	3670	7878	15470	23503	7878	0	13200	22366	0	false								
12946	60253	6	118140	63640	0	236484	0	0	56	2038	0	896419	0	231073		146591	327633	52360	98784	56	27632	72638	35638	10683	80563	190154	72854	18371	118338	665346	0	0	23304	1982	130269	231673	1982	0	96378	173422	0	true	6410	40550	71378	171021	81283	53242	7011	
12955	11014	25	2645	47834	0	48956	0	0	0	0	0	80107	0	6485		12046	34003	4883	6778	0	1749	5030	3154	2114	3115	5525	9301	5102	46286	63431	0	10191	1291	0	16984	6059	0	0	3999	4641	10191	true								
13103	464201	0	28976	70239	0	184961	0	0	24980	24980	0	1293168	0	311186		154069	510744	63971	76079	9980	22975	53104	48977	29013	37529	49375	43842	33408	155418	980636	567	1346	22119	0	65024	99130	0	0	24513	62391	0	true	7526	66546	81346	278144	91164	170005	123726	
13251	2682	0	1060	7238	0	11655	0	0	0	0	0	24925	0	993		7043	14478	1343	6504	0	1664	4840	539	0	302	320	100	0	10595	23932	0	0	0	0	722	0	0	0	622	0	0	true								
13457	2887	0	1207	3605	0	7091	0	0	0	0	0	10097	0	1355		2686	2241	1267	2199	0	782	1417	487	0	1097	829	357	0	5884	8742	0	0	0	0	1332	951	0	0	976	950	0	false								
14052	9379	0	1506	13678	0	21069	0	0	0	0	0	29198	0	917		5527	10913	2069	4826	0	1156	3670	702	0	764	1732	883	0	19563	28281	0	0	474	0	1829	1550	0	0	1471	1025	0	true								
14155	16270	0	963	36999	0	77302	0	0	89	24220	0	78243	0	6832		17544	32256	6071	11597	89	2726	8871	4589	1358	2356	5326	3589	901	76339	71411	0	0	1921	24131	8745	3427	24131	0	5491	1441	0	true								
14650	6841	0	2383	9397	0	14108	0	0	0	0	0	12634	0	121		3432	997	1357	2657	0	1658	1308	430	36	730	634	0	0	11725	12513	0	0	263	0	997	367	0	0	865	367	0	false								
14753	12762	0	802	13291	0	13291	0	0	0	0	0	25370	0	2262		8234	0	3466	7683	0	1771	5912	302	249	1210	2964	200	0	12489	23108	0	0	683	0	3617	757	0	0	3417	757	0	false								
14865	65508	3	21255	178680	0	178680	0	0	773	31382	0	155832	0	15569		25229	43651	10900	14942	724	10646	6700	6023	1860	9021	7850	3353	1219	157422	140263	0	0	2845	30609	19590	1853	30417	0	14645	797	0	true								
14977	4302	0	0	4860	0	8651	0	0	0	0	0	26358	0	0		8556	1143	3423	6963	0	2194	4775	1587	0	2852	6564	2641	300	8651	26358	0	0	1358	0	7988	4369	0	0	5377	4039	0	false								
16551	38624	29	6502	55594	0	98993	0	0	12731	12731	0	180203	51	12643		67372	45193	25833	29663	8245	10363	27506	26778	2725	4963	10438	13613	0	91424	167509	1038	0	7801	0	17939	11075	0	0	9743	5658	0	true								
16748	17554	0	2025	18775	0	23418	0	0	0	0	0	49159	0	3387		12184	9909	4352	5962	0	1656	4535	3309	2683	1291	3195	2061	2966	21393	45772	0	0	1465	0	7168	2345	0	0	3157	0	0	false								
17110	0	0	0	0	0	0	0	0	0	0	0	100788	0	6431		10934	0	3151	10934	0	10934	0	0	0	89854	0	0	0	0	94357	0	0	2024	0	30778	59076	0	0	30777	59076	0	true								
17147	3334787	0	52423	154493	0	219928	0	0	358799	358799	0	5275640	0	755783		856585	787012	149622	443526	105959	129342	315228	281313	130703	62462	151961	73123	9709	166473	4519857	1032	0	33372	0	212824	84431	0	0	149485	64937	0	true	1069	23358	142046	450071	214046	1648722	1686050	
17259	13042	0	1880	6679	0	16658	0	0	0	0	0	32209	0	2427		10185	1798	5164	5168	0	2451	4318	3081	335	1066	3048	2716	354	14778	29782	0	0	2231	0	7184	0	0	0	4114	0	0	false								
17464	192780	0	72271	563607	0	563607	0	0	652	82671	0	2181992	0	77158		130023	1755184	52798	88130	652	28931	59199	29295	12598	21994	56194	20096	5722	491336	2086525	0	18309	7994	79840	79268	24738	78830	2179	59578	5136	15657	true	272249	209457	9630	1036697	569636	175891	16889	
17950	46737	427	33251	56180	0	122937	0	0	1	55555	0	227564	311	30791		23693	96286	10201	17417	1	5868	11605	5389	831	38791	15945	4612	1500	89259	166287	0	30175	4682	25379	16668	44180	25379	30175	13835	40901	0	true								
17978	57403	0	0	3944	0	29996	0	0	0	0	0	166701	0	888		58974	3536	38370	42248	0	11148	31100	9349	7377	5733	28283	6928	5844	29996	154355	0	11458	16019	0	26804	19984	0	0	16935	17081	0	true								
18050	64844	0	29800	157002	0	209515	0	0	0	0	0	229014	0	8264		47169	47611	11049	35865	0	11780	24390	10133	866	15081	31290	22337	682	179715	220750	0	0	3012	0	35152	34238	0	0	25318	21053	0	true								
18135	30258	0	0	83315	0	108360	0	0	447	24361	0	113373	0	401		15674	38548	3451	10529	447	3537	7175	3503	1459	5611	11169	11162	951	108360	112972	0	0	202	23914	8740	20153	23914	0	6324	10456	0	true								
18377	16703	0	0	0	0	0	0	0	0	0	0	47067	0	523		18070	0	5982	6239	0	1719	4520	8534	3297	1190	2061	4340	4703	0	40681	0	5863	2074	0	11352	942	0	0	3000	251	0	true								
18827	256224	0	113351	266300	0	479007	0	0	657	8992	0	526661	0	82126		88269	123225	26786	43314	407	9500	33814	26121	18833	10769	18387	16586	13201	364139	444175	1517	360	19339	8335	36935	22008	5456	0	9890	13810	0	true	26271	51798	286071	27545	50643	4623	229820	
18836	15972	0	2383	28256	0	37019	0	0	194	2251	0	93511	0	2380		39526	13202	13907	22045	99	12375	11890	11876	3385	6525	7595	7161	3530	34636	91131	0	0	4756	2057	21700	3111	0	0	10215	2595	0	true								
18854	112490	0	18529	241164	0	263700	0	0	2736	216259	0	292721	0	24652		31879	22315	2963	23477	2633	6049	17465	6841	1524	32748	65663	25978	1648	245171	251422	0	16647	0	213523	78930	47107	213523	0	66597	31814	16647	true								
19356	10529	0	3918	15753	0	31199	0	0	0	4249	0	38928	0	5053		11423	5995	1590	7928	0	2217	5711	2663	832	3000	3443	3894	644	27235	33376	46	499	0	249	3853	7128	249	2000	2090	4353	0	false								
19730	439279	0	8130	314765	0	386275	0	0	59640	59640	0	1749183	0	160359		210453	912150	41717	172012	59640	61284	111718	28502	8949	64683	81668	29873	11077	378081	1588639	64	185	8130	0	97476	89825	0	0	73804	72547	0	true	203709	22025	152347	310196	478015	399718	35503	
19936	13339	0	23240	46844	0	126568	0	0	0	0	0	111539	0	6856		21924	46956	9887	14439	0	4090	10370	3451	4013	3858	12339	5364	7759	103328	104683	0	0	4947	0	22450	6870	0	0	13393	2804	0	true								
19972	74005	0	0	0	0	0	0	0	0	0	0	74005	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	74005	0	0	0	0	0	0	0	0	0	0	0	false								
20053	10367	0	4818	19917	0	25260	0	0	5078	9351	0	58743	0	5878		26834	3502	7064	12775	0	9192	7530	8759	1353	2083	9640	6318	0	20442	52865	0	0	790	500	10656	7385	250	3773	7124	4589	2735	true								
20633	70840	0	22266	26331	0	83043	0	0	0	5681	0	164850	0	1016		35236	23680	13871	16652	0	5200	11471	13091	5474	4884	9893	15247	5070	60772	163834	5	0	4199	0	29585	5509	0	0	13619	1128	0	false								
20857	7301	0	10436	21202	0	56350	0	0	0	9978	0	44896	0	4374		5219	16961	1931	3848	0	1125	2723	1125	246	1396	13113	907	0	45914	40522	0	0	0	744	4857	10559	0	0	4203	10306	0	true								
21256	1020	0	1853	2288	0	4544	0	0	0	0	0	3947	0	350		1106	633	1669	359	0	241	118	298	449	0	0	0	1187	2691	3597	0	0	1187	0	1187	0	0	0	0	0	0	true								
21359	11421	0	1802	10156	0	16893	0	0	0	0	0	26692	0	1666		4715	5769	3671	3978	0	1039	2939	600	137	1527	2508	752	0	15091	25026	0	0	0	0	2986	1801	0	0	2784	1251	0	true								
21630	19132	0	1705	21972	0	32155	0	0	0	0	0	59245	0	4425		10827	10220	2400	9124	0	2558	6566	1674	28	7870	10075	1002	119	30450	54820	0	0	797	0	9020	10046	0	0	7899	10046	0	true								
21658	21731	5	4225	18912	0	61116	0	0	0	0	0	81360	0	1353		34078	9636	15642	18300	0	5153	13147	12786	2992	2291	6955	4268	2401	56886	80007	0	0	5047	0	11830	4085	0	0	5975	3271	0	true								
22048	20394	0	20679	89502	0	89502	0	0	132	17318	0	85980	0	5734		23403	0	7403	18108	132	5772	12336	5163	132	23329	12864	5990	0	68823	80246	0	0	3472	17186	34292	7891	17186	0	30325	5868	0	true								
22543	15753	90	6538	28432	0	60495	0	0	0	0	0	36163	0	4157		7068	8919	3478	2993	0	1321	2973	1869	905	666	2328	223	1206	53867	32006	0	0	1376	0	3746	677	0	0	2741	252	0	true								
22552	13365	0	2329	16162	0	30943	0	0	1000	1000	0	44589	0	3503		14005	3157	3371	7628	0	1969	5659	6363	14	2629	5546	5887	0	28614	41086	0	0	369	0	12421	1641	0	0	7815	360	3002	true								
22730	199	0	7627	49291	0	75563	0	0	0	0	0	69922	0	5469		14183	50069	3193	7681	0	3725	4866	3948	1644	1878	1171	2091	331	67936	64453	0	0	327	0	4228	1243	0	0	1591	819	0	true								
22936	12277	0	2954	54161	0	71814	0	0	0	0	0	87962	0	1117		24182	34982	7071	17441	0	4628	12813	6690	51	3062	9992	3467	0	68860	86845	0	0	1407	0	12951	3570	0	0	9755	3299	0	true								
23456	11132	0	1839	13328	0	44430	0	0	0	0	0	53829	0	8621		21308	8032	6566	8988	0	2645	6343	7678	4642	2771	4430	3181	2975	42499	45208	92	0	900	0	7511	5846	0	0	2491	4710	0	true								
23504	1164678	0	35821	407714	0	450492	0	0	49838	114366	0	2473823	0	426906		87920	1106438	23341	52434	31418	15277	42169	26895	3579	18811	35268	35702	25005	414671	2046917	0	0	6918	62754	66304	48482	62110	1774	41012	13067	0	true	47539	4645	362488	283045	504107	388214	644699	
23643	13235	0	13959	34893	0	76342	0	0	0	0	0	95756	0	8816		31589	2105	7930	22439	0	5852	16587	9139	11	8563	21363	17095	1806	62383	86840	0	100	2996	0	24542	24285	0	0	15506	14420	0	false								
23755	54400	42	3598	41845	0	82950	0	0	0	0	0	94040	32	7985		14100	13392	7170	8501	0	3206	5297	3293	2304	3606	2756	2984	2802	79310	85773	0	250	1676	0	8280	3868	0	0	4768	1594	0	false								
24006	523808	1	15280	137342	0	244937	0	0	0	0	0	877977	0	28944		177464	32148	65152	83315	0	28953	55082	57777	35652	20198	40732	38282	45345	229656	849033	0	0	16832	0	93535	51022	0	0	42996	17934	0	true	49022	69941	110693	26771	5377	436746	52738	
24378	18260	0	0	6023	0	10625	0	0	0	0	0	45901	0	501		20061	255	7837	7313	0	2769	5073	5487	6732	1082	1445	1924	2874	10625	45400	0	0	2237	0	7033	292	0	0	2134	0	0	false								
