"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	42	60													16	1													true	true	
242	99	98													65	81													true	true	
279			38	1357	22	2612	21	8319	61	1081	8	1102	4	722			10	465	1	84	1	360	27	271	0	0	0	0	false	false	
354			3	75	0	0	0	0	33	660	2	262	0	0			0	0	2	228	1	272	45	930	2	300	0	0	false	false	
457			10	391	12	1665	4	1919	51	1078	6	653	10	4233			12	535	12	1433	5	1335	42	1073	10	1346	9	2739	false	false	
505			11	635	45	5941	53	22781	250	5849	54	4494	45	9316															false	false	
1155			48	1852	44	5587	42	13030	205	4327	48	4359	47	13936			12	489	10	1334	8	3037	51	1422	10	1134	9	2791	false	false	
1351			145	3619	32	4039	33	12468	226	4403	28	3278	20	5938			50	1517	18	2006	11	2972	136	2638	15	1709	4	1653	false	false	
1454			28	1117	55	5821	49	18825	379	6238	45	3772	29	8247			3	99	6	892	8	2227	47	852	15	1394	6	1166	false	false	
1557			5	212	2	273	1	565	80	1641	11	1397	3	739			11	415	15	1356	9	1336	140	3508	42	3994	34	7281	false	false	
1669			94	3133	29	3718	33	11645	208	3534	26	2496	14	5509			1	3	0	0	0	0	173	2897	4	307	0	0	false	false	
1856			4	80	1	121	1	187	12	156	24	1275	4	588			3	102	0	0	1	308	12	195	2	333	0	0	false	false	
2040			17	896	31	3450	38	12934	64	1766	27	2659	44	13587			3	130	2	401	2	313	10	274	4	526	1	258	false	false	
2161			41	1677	5	605	0	0	243	5734	41	5005	18	3097			0	0	0	0	0	0	103	2275	31	3679	11	2493	false	false	
2376			4	204	29	4232	142	58650	11	340	1	60	3	1250															false	false	
2554	4	86															6	114	11	2005	8	2066	36	1045	3	68	4	300	false	true	
2732			5	196	22	2978	87	45557	14	445	15	1822	32	12761															false	false	
2750			15	524	3	540	0	0	18	356	9	1002	1	609			2	68	4	600	7	2454	26	662	19	2086	11	2161	false	false	
3252			12	453	12	1280	7	2119	193	4253	19	2297	8	2440			42	1392	31	3959	27	7332	614	15017	86	10969	31	10510	false	false	
3458			26	1550	0	0	1	620	172	4177	12	1532	3	799			73	6275	7	1167	1	282	209	4160	13	1847	3	906	false	false	
3720			59	2481	80	10027	66	23877	236	4692	35	3053	20	4700			44	1339	27	3305	10	2346	23	464	19	1450	12	3604	false	false	
3971			4	224	11	1605	24	10106	30	300	14	833	12	3255			18	784	23	2557	30	6801	52	1287	19	2235	13	3491	false	false	
4156			28	1116	13	1516	17	7317	139	2988	21	2030	17	5683			91	3684	61	7096	17	4813	213	4192	27	3349	7	2119	false	false	
4231			158	4982	28	3846	16	5952	71	906	5	422	2	999			86	2144	17	1564	0	0	27	470	0	0	2	81	false	false	
4839			81	4436	104	15156	108	49170	97	1987	5	363	5	1463															false	false	
