"IDRSSD"	RCFD2221	RCFD3210	RCFD3792	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFDA221	RCFDB503	RCFDB504	RCFDB505	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDC227	RCFDC228	RCFDF264	RCFDL136	RCFDL137	RCFDL138	RCON2221	RCON3210	RCON3792	RCON4336	RCON5306	RCON5310	RCON5311	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCONA221	RCONB503	RCONB504	RCONB505	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONC227	RCONC228	RCONF264	RCONL136	RCONL137	RCONL138	
1557																																				0	9942	10277	0	0	351	351	0	0.129694	0.203549	0.196597	0	0	0	9926	351	-407	0	0	0	0	0	0	423	0	0	0	0	0	9926	0	0	76957	0	76534	
1669																																				0	45278	46258	0	0	1533	1533	0	0.173542	0.381116	0.368486	0.000000	0.000000	0.000000	44725	1533	304	0	0	0	0	0	0	249	0	0	0	0	0	44725	0	0	257968	0	257719	
1829																																				186	45324	39638	0	0	3399	3585	0	0.0918	0.1360	0.1237	0.0000	0.0000	0.0000	36053	3585	1095	0	0	0	0	0	0	8154	22	0	0	0	0	36075	0	0	401115	0	392939	
1856																																				0	15762	16736	0	0	847	847	0	0.1260	0.2478	0.2353	0.0000	0.0000	0.0000	15889	847	-225	0	0	0	0	0	0	98	0	0	0	0	0	15889	0	0	126230	0	126132	
2040																																				0	21153	21735	0	0	1673	1673	1111	0.0979	0.1660	0.1532	0.0000	0.0000	0.0000	20062	1673	-20	0	0	0	0	0	0	0	0	0	0	0	0	21173	0	0	205982	0	204871	
2161																																				0	15225	15788	0	0	758	758	0	0.1200	0.2237	0.2129	0.0000	0.0000	0.0000	15030	758	195	0	0	0	0	0	0	0	0	0	0	0	0	15030	0	0	125234	0	125234	
2376																																				0	447145	476614	534	0	31211	31211	0	0.1434	0.1779	0.1663	0.0000	0.0000	0.0000	445403	31211	1208	0	0	0	0	0	0	0	0	0	0	0	0	445403	0	0	3106772	-534	3106238	
2554																																				0	1283	1057	0	0	101	101	0	0.072010	0.131894	0.119291	0	0	0	956	101	38	0	0	0	0	0	0	289	0	0	0	0	0	956	0	0	13565	0	13276	
2732																																				0	80632	82948	0	0	3891	3891	0	0.1491	0.2624	0.2501	0	0	0	79057	3891	463	0	0	0	0	0	0	1112	0	0	0	0	0	79057	0	0	531449	0	530337	
2750																																				0	5804	6523	0	0	556	556	0	0.1019	0.1474	0.1348	0	0	0	5967	556	-212	49	0	0	0	0	0	0	0	0	0	0	0	5967	0	0	58543	0	58543	
3177																																				9	106306	105644	-9	0	3348	3357	0	0.102130	0.196773	0.190520	0	0	0	102287	3357	-1203	8	0	0	0	0	0	5223	0	0	0	0	0	102287	0	0	1006758	0	1001535	
3252																																				0	21926	22799	0	0	1331	1331	0	0.1260	0.2160	0.2034	0.0000	0.0000	0.0000	21468	1331	458	0	0	0	0	0	0	0	0	0	0	0	0	21468	0	0	170342	0	170342	
3458																																				0	3541	3943	0	0	355	355	0	0.091636	0.138985	0.126472	0.000000	0.000000	0.000000	3588	355	-47	0	0	0	0	0	0	0	0	0	0	0	0	3588	0	0	39155	0	39155	
3720																																				0	31038	32802	0	0	1626	1626	0	0.139327	0.243107	0.231057	0.000000	0.000000	0.000000	31176	1626	-138	0	0	0	0	0	0	0	0	0	0	0	0	31176	0	0	223762	0	223762	
3971																																				0	107540	95600	0	0	6720	6720	7504	0.133120	0.180192	0.167526	0	0	0	88880	6720	521	0	0	0	0	0	0	10629	6	0	0	0	0	96390	0	0	686330	-521	667670	
4156																																				0	22032	22026	0	0	1917	1917	0	0.097546	0.143625	0.131125	0	0	0	20109	1917	140	0	0	0	0	0	0	1783	0	0	0	0	0	20109	0	0	207931	0	206148	
4231																																				0	14176	15821	0	0	751	751	0	0.1315	0.2533	0.2413	0.0000	0.0000	0.0000	15070	751	-894	0	0	0	0	0	0	0	0	0	0	0	0	15070	0	0	114587	0	114587	
4437																																				0	27391	27307	50	0	1860	1860	1631	0.1075	0.1840	0.1715	0	0	0	25447	1860	263	0	0	0	0	0	0	0	0	0	0	0	0	27078	0	0	238446	0	236815	
4839																																				0	35546	39039	0	0	3162	3162	0	0.107600	0.155965	0.143333	0	0	0	35877	3162	-331	0	0	0	0	0	0	0	0	0	0	0	0	35877	0	0	333429	0	333429	
5069																																				257	158710	159646	0	0	4194	4451	0	0.402519	0.489156	0.475519	0.000000	0.000000	0.000000	155195	4451	3515	0	0	0	0	0	0	0	0	0	0	0	0	155195	0	0	385559	0	385559	
5135																																				0	49144	52093	0	0	3794	3794	0	0.1257	0.1718	0.1593	0.0000	0.0000	0.0000	48299	3794	-197	0	0	0	0	0	0	1042	0	0	0	0	0	48299	0	0	385292	0	384250	
5210																																				3	93014	101526	-2442	0	8989	8992	0	0.0890	0.1425	0.1299	0.0000	0.0000	0.0000	92534	8992	2922	0	0	0	0	0	0	0	0	0	0	0	0	92534	0	0	1036893	2442	1039335	
5461																																				0	46451	52372	0	0	4362	4362	0	0.096487	0.150859	0.138294	0.000000	0.000000	0.000000	48010	4362	-1559	0	0	0	0	0	0	0	0	0	0	0	0	48010	0	0	497582	0	497582	
5751																																				0	29955	28103	0	0	1212	1212	0	0.144543	0.205024	0.196182	0	0	0	26891	1212	1516	0	0	0	0	0	0	1548	0	0	0	0	0	26891	0	0	187589	0	186041	
6039																																				0	7777	8256	0	0	743	743	357	0.0875	0.1405	0.1278	0.0000	0.0000	0.0000	7513	743	-93	0	0	0	0	0	0	0	0	0	0	0	0	7870	0	0	86229	0	85872	
6141																																				0	5671	6036	0	0	368	368	3	0.0936	0.2053	0.1928	0.0000	0.0000	0.0000	5668	368	0	0	0	0	0	0	0	0	0	0	0	0	0	5671	0	0	60590	0	60587	
6329																																				0	41174	45715	0	0	4694	4694	0	0.086381	0.122493	0.109915	0.000000	0.000000	0.000000	41021	4694	153	0	0	0	0	0	0	0	0	0	0	0	0	41021	0	0	474884	0	474884	
7009																																				911	58882	57408	0	0	0	911	0	0.0886	0.1519	0.1495	0.0000	0.0000	0.0000	56497	911	2385	0	0	0	0	0	0	0	0	0	0	0	0	56497	0	0	637380	0	637380	
7045																																				0	18262	18919	0	0	982	982	0	0.0927	0.2190	0.2076	0.0000	0.0000	0.0000	17937	982	325	0	0	0	0	0	0	0	0	0	0	0	0	17937	0	0	193485	0	193485	
7072																																				0	31676	28112	0	0	1461	1461	3435	0.159543	0.240753	0.228241	0	0	0	26651	1461	-37	0	0	0	0	0	0	1472	0	-155	0	0	0	30241	0	0	172108	-155	167046	
7157																																				0	4662	4862	0	0	195	195	0	0.097777	0.187642	0.180117	0.000000	0.000000	0.000000	4667	195	-5	0	0	0	0	0	0	0	0	0	0	0	0	4667	0	0	47731	0	47731	
7456																																				0	5540	5889	0	0	521	521	0	0.0756	0.1100	0.1002	0.0000	0.0000	0.0000	5368	521	172	0	0	0	0	0	0	0	0	0	0	0	0	5368	0	0	70999	0	70999	
7634																																				0	6701	7259	0	0	533	533	0	0.112402	0.172415	0.159755	0.000000	0.000000	0.000000	6726	533	-25	0	0	0	0	0	0	0	0	0	0	0	0	6726	0	0	59839	0	59839	
8033																																				0	20820	21881	0	0	1033	1033	0	0.107204	0.157357	0.149928	0.000000	0.000000	0.000000	20848	1033	-28	0	0	0	0	0	0	0	0	0	0	0	0	20848	0	0	194471	0	194471	
8462																																				0	17846	18067	0	0	555	555	0	0.1026	0.2697	0.2614	0.0000	0.0000	0.0000	17512	555	334	0	0	0	0	0	0	0	0	0	0	0	0	17512	0	0	170692	0	170692	
8631																																				0	6770	7261	0	0	442	442	0	0.108984	0.192651	0.180923	0.000000	0.000000	0.000000	6819	442	-49	0	0	0	0	0	0	0	0	0	0	0	0	6819	0	0	62569	0	62569	
9357																																				0	76999	52766	0	0	3251	3251	0	0.1288	0.1750	0.1642	0	0	0	49515	3251	-4	0	0	0	0	0	0	27488	0	0	0	0	0	49515	0	0	411938	0	384450	
9553																																				0	11256	12735	0	0	950	950	0	0.0751	0.1166	0.1079	0.0000	0.0000	0.0000	11785	950	-636	107	0	0	0	0	0	0	0	0	0	0	0	11785	0	0	156974	0	156974	
9807																																				0	247667	331839	0	0	24804	24804	0	0.140716	0.170392	0.157656	0.000000	0.000000	0.000000	307035	24804	-59368	0	0	0	0	0	0	0	0	0	0	0	0	307035	0	0	2181945	0	2181945	
9955																																				0	15372	16360	0	0	1057	1057	0	0.125904	0.194332	0.181776	0	0	0	15303	1057	69	0	0	0	0	0	0	0	0	0	0	0	0	15303	0	0	121545	0	121545	
10250																																				0	33094	29380	0	0	3033	3033	6335	0.076422	0.122524	0.109875	0	0	0	26347	3033	412	0	0	0	0	0	0	0	0	0	0	0	0	32682	0	0	351094	0	344759	
10849																																				0	26972	28943	0	0	1662	1662	0	0.1053	0.1911	0.1801	0.0000	0.0000	0.0000	27281	1662	-1003	0	0	0	0	0	0	694	0	0	0	0	0	27281	0	0	259708	0	259014	
11145																																				0	19016	19987	0	0	1625	1625	0	0.0994	0.1539	0.1414	0.0000	0.0000	0.0000	18362	1625	204	0	0	0	0	0	0	450	0	0	0	0	0	18362	0	0	185137	0	184687	
11275																																				0	135280	144992	0	0	13642	13642	0	0.095912	0.133297	0.120755	0	0	0	131350	13642	-17	0	0	0	0	0	0	3943	4	0	0	0	0	131354	0	0	1373409	17	1369479	
11640																																				0	38502	41134	0	0	2756	2756	0	0.1046	0.1632	0.1523	0.0000	0.0000	0.0000	38378	2756	124	0	0	0	0	0	0	0	0	0	0	0	0	38378	0	0	366920	0	366920	
11837																																				0	11838	12375	0	0	618	618	1586	0.117661	0.252881	0.240253	0	0	0	11757	618	-1505	0	0	0	0	0	0	0	0	0	0	0	0	13343	0	0	101509	0	99923	
12030																																				0	46102	48972	0	0	2850	2850	0	0.1433	0.2207	0.2079	0.0000	0.0000	0.0000	46122	2850	-20	0	0	0	0	0	0	0	0	0	0	0	0	46122	0	0	321770	0	321770	
12142																																				0	20204	23054	-1365	0	1486	1486	0	0.100582	0.183300	0.171485	0.000000	0.000000	0.000000	21568	1486	1	0	0	0	0	0	0	0	0	0	0	0	0	21568	0	0	214432	0	214432	
12179																																				0	7007	7132	0	0	294	294	164	0.180981	0.303619	0.291103	0	0	0	6838	294	5	0	0	0	0	0	0	0	0	0	0	0	0	7002	0	0	37947	0	37783	
12245																																				0	13087	9825	0	0	35	35	0	0.080980	0.135277	0.134795	0	0	0	9790	35	317	0	0	0	0	0	0	2980	0	0	0	0	0	9790	0	0	123874	0	120894	
12311	69	5950343	6801263	-149879	156100	663045	819214	0	0.097796	0.128313	0.112857	0.000000	0.000000	0.000000	5982049	819214	-3920	0	0	0	0	0	383065	491996	12437	-725	0	0	0	5995211	0	0	61673557	-725	61168399																																				
12647																																				0	11522	12366	0	0	844	844	0	0.1235	0.1836	0.1711	0.0000	0.0000	0.0000	11522	844	0	0	0	0	0	0	0	0	0	0	0	0	0	11522	0	0	93326	0	93326	
12656																																				0	1634	1764	0	0	130	130	0	0.0908	0.1727	0.1600	0.0000	0.0000	0.0000	1634	130	0	0	0	0	0	0	0	0	0	0	0	0	0	1634	0	0	17989	0	17989	
12937																																				0	31198	33049	0	0	1851	1851	0	0.157727	0.209573	0.197835	0.000000	0.000000	0.000000	31198	1851	0	0	0	0	0	0	0	0	0	0	0	0	0	31198	0	0	197797	0	197797	
12946																																				157	97966	94960	0	0	8027	8184	0	0.101059	0.148896	0.136064	0.000000	0.000000	0.000000	86776	8184	1231	0	0	0	0	0	0	9959	0	0	0	0	0	86776	0	0	868626	0	858667	
12955																																				0	13235	14460	0	0	1225	1225	0	0.0995	0.1360	0.1245	0.0000	0.0000	0.0000	13235	1225	0	0	0	0	0	0	0	0	0	0	0	0	0	13235	0	0	133020	0	133020	
13103																																				16191	223773	216735	-2043	0	11407	27598	0	0.126034	0.185172	0.161593	0.000000	0.000000	0.000000	189137	27598	25246	0	0	0	0	0	0	11433	0	0	0	0	0	189137	0	0	1512113	0	1500680	
13251																																				0	4278	4571	0	0	311	311	0	0.108815	0.185181	0.172581	0	0	0	4260	311	18	0	0	0	0	0	0	0	0	0	0	0	0	4260	0	0	39149	0	39149	
13457																																				0	6091	6223	0	0	148	148	0	0.2425	0.5283	0.5157	0.0000	0.0000	0.0000	6075	148	16	0	0	0	0	0	0	0	0	0	0	0	0	6075	0	0	25056	0	25056	
14052																																				0	7165	7597	0	0	484	484	0	0.1240	0.1976	0.1850	0.0000	0.0000	0.0000	7113	484	52	0	0	0	0	0	0	0	0	0	0	0	0	7113	0	0	57378	0	57378	
14155																																				0	15785	17210	0	0	1488	1488	0	0.1083	0.1448	0.1323	0.0000	0.0000	0.0000	15722	1488	63	0	0	0	0	0	0	0	0	0	0	0	0	15722	0	0	145177	0	145177	
14650																																				0	3165	3342	0	0	267	267	0	0.094761	0.157278	0.144713	0.000000	0.000000	0.000000	3075	267	0	0	0	0	0	0	0	90	0	0	0	0	0	3075	0	0	32540	0	32450	
14753																																				0	4161	4417	0	0	365	1342	0	0.067456	0.151392	0.105395	0	0	0	3075	1342	109	0	0	0	0	977	0	0	0	0	977	0	0	3075	0	0	45585	0	45585	
14865																																				0	29846	32958	0	0	3206	3206	0	0.098320	0.125567	0.113352	0	0	0	29752	3206	94	0	0	0	0	0	0	0	0	0	0	0	0	29752	0	0	302603	0	302603	
14977																																				0	8085	8326	0	0	340	340	0	0.1687	0.2662	0.2554	0.0000	0.0000	0.0000	7986	340	99	0	0	0	0	0	0	0	0	0	0	0	0	7986	0	0	47346	0	47346	
16458																																				0	35069	36680	0	0	2166	2166	0	0.117957	0.212160	0.199632	0.000000	0.000000	0.000000	34514	2166	555	0	0	0	0	0	0	0	0	0	0	0	0	34514	0	0	292597	0	292597	
16551																																				0	23799	24404	0	0	2269	2269	0	0.091605	0.126803	0.115013	0	0	0	22135	2269	450	0	0	0	0	0	0	1085	129	0	0	0	0	22264	0	0	242848	0	241634	
16748																																				0	7403	7717	0	0	486	486	0	0.1089	0.1987	0.1861	0.0000	0.0000	0.0000	7231	486	136	0	0	0	0	0	0	0	36	0	0	0	0	7267	0	0	66412	0	66376	
16944																																				0	3741	3693	0	0	196	196	109	0.090643	0.236549	0.223994	0	0	0	3497	196	135	0	0	0	0	0	0	0	0	0	0	0	0	3606	0	0	38689	0	38580	
16953																																				0	4864	5237	0	0	71	71	0	0.1436	0.2761	0.2724	0.0000	0.0000	0.0000	5166	71	-302	0	0	0	0	0	0	0	0	0	0	0	0	5166	0	0	35982	0	35982	
17110																																				0	21140	21450	0	0	310	310	0	0.2040	0.2029	0.1999	0.0000	0.0000	0.0000	21140	310	0	0	0	0	0	0	0	0	0	0	0	0	0	21140	0	0	103620	0	103620	
17147																																				0	755525	613265	-8684	0	52611	52611	0	0.1057	0.1463	0.1337	0.0000	0.0000	0.0000	560654	52611	11560	0	0	0	0	125	0	191699	171	0	0	0	0	560825	0	0	5494862	0	5302992	
17259																																				0	5649	5540	0	0	233	233	0	0.080649	0.135519	0.129819	0	0	0	5307	233	342	0	0	0	0	0	0	0	0	0	0	0	0	5307	0	0	65804	0	65804	
17464																																				5	298973	176315	0	0	19185	19190	55590	0.0950	0.1150	0.1025	0.0000	0.0000	0.0000	157125	19190	2104	0	0	0	0	0	0	83930	224	0	0	0	0	212939	0	0	1794520	0	1654776	
17950																																				0	33741	33857	0	0	2572	2572	0	0.0874	0.1650	0.1525	0	0	0	31285	2572	1254	0	0	0	0	0	0	1202	0	0	0	0	0	31285	0	0	359052	0	357850	
17978																																				0	104777	106210	0	0	1433	1433	0	0.315396	0.935705	0.923080	0	0	0	104777	1433	0	0	0	0	0	0	0	0	0	0	0	0	0	104777	0	0	332208	0	332208	
18050																																				0	47185	47904	0	0	2907	2907	0	0.107080	0.206591	0.194054	0.000000	0.000000	0.000000	44997	2907	1888	0	0	0	0	0	0	300	0	0	0	0	0	44997	0	0	420517	0	420217	
18135																																				0	20223	21917	0	0	1138	1138	0	0.0835	0.1555	0.1474	0.0000	0.0000	0.0000	20779	1138	-556	0	0	0	0	0	0	0	0	0	0	0	0	20779	0	0	248832	0	248832	
18377																																				0	4159	4196	0	0	182	182	0	0.077274	0.246867	0.236159	0	0	0	4014	182	145	0	0	0	0	0	0	0	0	0	0	0	0	4014	0	0	51945	0	51945	
18827																																				0	46462	49696	-672	0	3254	3254	0	0.106302	0.174372	0.162954	0.000000	0.000000	0.000000	46442	3254	-413	811	0	0	0	0	0	294	0	0	0	0	0	46442	0	0	437182	0	436888	
18836																																				0	15084	16404	0	0	1309	1309	0	0.1013	0.1574	0.1448	0.0000	0.0000	0.0000	15095	1309	-11	0	0	0	0	0	0	0	0	0	0	0	0	15095	0	0	148972	0	148972	
18854																																				0	41653	44015	0	0	4306	4306	0	0.091978	0.127671	0.115181	0	0	0	39709	4306	33	0	0	0	0	0	0	1911	0	0	0	0	0	39709	0	0	433634	0	431723	
19356																																				0	7790	9130	0	0	583	583	0	0.1080	0.1970	0.1844	0.0000	0.0000	0.0000	8547	583	-757	0	0	0	0	0	0	0	0	0	0	0	0	8547	0	0	79141	0	79141	
19730																																				437	255914	253690	0	0	23046	23483	22722	0.103669	0.138725	0.125884	0.000000	0.000000	0.000000	230207	23483	1245	0	0	0	0	0	0	1484	256	0	0	0	0	253185	0	0	2245059	0	2220597	
19936																																				0	22800	24591	0	0	1970	1970	0	0.093948	0.156798	0.144237	0.000000	0.000000	0.000000	22621	1970	179	0	0	0	0	0	0	0	0	0	0	0	0	22621	0	0	240782	0	240782	
19972																																				0	15758	16085	0	0	327	327	0	0.1640	0.4469	0.4378	0.0000	0.0000	0.0000	15758	327	0	0	0	0	0	0	0	0	0	0	0	0	0	15758	0	0	96059	0	96059	
20053																																				0	9703	10001	0	0	720	720	571	0.124327	0.157147	0.145834	0	0	0	9281	720	-149	0	0	0	0	0	0	0	0	0	0	0	0	9852	0	0	75221	0	74650	
20512																																				0	10422	11350	0	0	566	566	0	0.1145	0.2508	0.2383	0.0000	0.0000	0.0000	10784	566	-362	0	0	0	0	0	0	0	0	0	0	0	0	10784	0	0	94216	0	94216	
20633																																				0	30927	33652	0	0	2625	2625	0	0.102993	0.156517	0.144308	0	0	0	31027	2625	-206	106	0	0	0	0	0	0	0	0	0	0	0	31027	0	0	301254	0	301254	
20857																																				0	19662	16779	0	0	443	443	0	0.073716	0.180169	0.175413	0	0	0	16336	443	3184	0	0	0	0	0	0	142	0	0	0	0	0	16336	0	0	221748	0	221606	
21256																																				0	1116	1164	0	0	64	64	0	0.104374	0.233876	0.221017	0	0	0	1100	64	16	0	0	0	0	0	0	0	0	0	0	0	0	1100	0	0	10539	0	10539	
21359																																				0	2650	2706	0	0	179	179	0	0.0901	0.1894	0.1768	0.0000	0.0000	0.0000	2527	179	123	0	0	0	0	0	0	0	0	0	0	0	0	2527	0	0	28037	0	28037	
21630																																				0	11688	10689	0	0	631	631	0	0.0956	0.1946	0.1831	0.0000	0.0000	0.0000	10058	631	1630	0	0	0	0	0	0	0	0	0	0	0	0	10058	0	0	105155	0	105155	
21658																																				0	13921	16131	0	0	1232	1232	0	0.093694	0.164456	0.151896	0.000000	0.000000	0.000000	14899	1232	-978	0	0	0	0	0	0	0	0	0	0	0	0	14899	0	0	159018	0	159018	
22048																																				0	17127	19072	0	0	1860	1860	0	0.091074	0.128712	0.116159	0.000000	0.000000	0.000000	17212	1860	-85	0	0	0	0	0	0	0	0	0	0	0	0	17212	0	0	188990	0	188990	
22543																																				0	14558	15056	0	0	579	579	0	0.147744	0.324336	0.311863	0.000000	0.000000	0.000000	14477	579	-107	188	0	0	0	0	0	0	0	0	0	0	0	14477	0	0	97987	0	97987	
22552																																				0	7875	8814	0	0	972	972	0	0.0870	0.1135	0.1010	0.0000	0.0000	0.0000	7842	972	33	0	0	0	0	0	0	0	0	0	0	0	0	7842	0	0	90142	0	90142	
22730																																				0	13034	13923	0	0	777	777	0	0.0936	0.1586	0.1497	0.0000	0.0000	0.0000	13146	777	-112	0	0	0	0	0	0	0	0	0	0	0	0	13146	0	0	140522	0	140522	
22936																																				0	8556	9825	0	0	1249	1249	0	0.0530	0.0995	0.0868	0.0000	0.0000	0.0000	8576	1249	-20	0	0	0	0	0	0	0	0	0	0	0	0	8576	0	0	161869	0	161869	
23045																																				0	7093	8012	0	0	140	140	0	0.171694	0.498352	0.489644	0	0	0	7872	140	-779	0	0	0	0	0	0	0	0	0	0	0	0	7872	0	0	45849	0	45849	
23456																																				0	13043	13318	0	0	912	912	0	0.120119	0.166307	0.154918	0.000000	0.000000	0.000000	12406	912	637	0	0	0	0	0	0	0	0	0	0	0	0	12406	0	0	103281	0	103281	
23504																																				0	182515	193631	-1596	0	16856	16856	0	0.0819	0.1322	0.1207	0.0000	0.0000	0.0000	176775	16856	-4404	0	0	0	0	0	119	11859	0	0	0	0	0	176775	0	0	2168997	0	2157138	
23643																																				0	16179	19372	0	0	1504	1504	0	0.0952	0.1612	0.1487	0.0000	0.0000	0.0000	17868	1504	-1689	0	0	0	0	0	0	0	0	0	0	0	0	17868	0	0	187684	0	187684	
23755																																				0	16082	17093	0	0	1475	1475	0	0.092960	0.145027	0.132512	0.000000	0.000000	0.000000	15618	1475	330	0	0	0	0	0	0	0	134	0	0	0	0	15752	0	0	168141	0	168007	
