"IDRSSD"	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
	LN RSTR SECD CNSTRTN MULTI PD 30 - 8	LN RSTR SECD CNSTRTN MULTI PD 90	LN RSTR SECD CNSTRTN MULTI NACRL	LN RSTR SECD NONFARM OWN PD 30 - 89	LN RSTR SECD NONFARM OWN PD 90	LN RSTR SECD NONFARM OWN NACRL	LN RSTR SECD NONFARM NONRES PD 30 - 	LN RSTR SECD NONFARM NONRES PD 90	LN RSTR SECD NONFARM NONRES NACRL	LN RSTR CMRL IND LN US ADR PD 30 - 8	LN RSTR CMRL IND LN US ADR PD 90	LN RSTR CMRL IND LN US ADR NACRL	LN RSTR CMRL IND LN NUS ADR PD 30 - 	LN RSTR CMRL IND LN NUS ADR PD 90	LN RSTR CMRL IND LN NUS ADR NACRL	LN RSTR ALL OTHR LN LEASE PD 30 - 89	LN RSTR ALL OTHR LN LEASE PD 90	LN RSTR ALL OTHR LN LEASE NACRL	ITEMIZE LN FARM PD 30 - 89	ITEMIZE LN FARM PD 90	ITEMIZE LN FARM NACRL	ITEMIZE LN FINANCE AGRI FARM PD 30 -	ITEMIZE LN FINANCE AGRI FARM PD 90	ITEMIZE LN FINANCE AGRI FARM NACRL	AUTO LN TO IND HH FAM PD 30 - 89	AUTO LN TO IND HH FAM PD 90	AUTO LN TO IND HH FAM NONACCRUAL	OTHR LN TO IND HH FAM PD 30 - 89	OTHR LN TO IND HH FAM PD 90	OTHR LN TO IND HH FAM NONACCRUAL	LN RSTR CMRL IND LN PD 30 - 89	LN RSTR CMRL IND LN PD 90	LN RSTR CMRL IND LN NACRL	CREDIT CARD LN HOUSE FAMILY PD 30 - 	CREDIT CARD LN HOUSE FAMILY PD 90	CREDIT CARD LN HOUSE FAMILY NACRL	ITEMIZE AUTO LN HOUSE FAMILY PD 30 -	ITEMIZE AUTO LN HOUSE FAMILY PD 90	ITEMIZE AUTO LN HOUSE FAMILY NACRL	OTHR CNSMR LN HOUSE FAMILY PD 30 - 8	OTHR CNSMR LN HOUSE FAMILY PD 90	OTHR CNSMR LN HOUSE FAMILY NACRL	PURCH CREDIT IMPR LN BAL PD 30 - 89	PURCH CREDIT IMPR LN BAL PD 90	PURCH CREDIT IMPR LN BAL NACRL	PURCH CREDIT IMPR LN CARRY PD 30 - 8	PURCH CREDIT IMPR LN CARRY 90	PURCH CREDIT IMPR LN CARRY NACRL	
166531	0	0	0	0	0	0	0	0	0							112	0	0	112	0	0	0	0	0	121	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166652	0	0	0	0	0	1387	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	2	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166849	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	100	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167060	0	0	0	0	0	0	0	0	646	0	0	746	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	1	0	0	0	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167453	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167565	0	0	0	0	0	0	0	0	0										0	0	0																												
167752	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167864	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	39	0	68	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168357	0	0	0	0	0	68	0	0	0							11	0	0	0	0	0	0	0	0	64	0	46	33	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168571	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169327	0	0	0	0	0	1303	0	0	349							0	0	0	0	0	0	0	0	0	0	0	0	6	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169354	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	81	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169756	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	11	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170257	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	60	49	0	1	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170275	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				68	72	0	23	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170332	0	0	0	0	0	0	0	0	1061							0	0	22	0	0	0				189	5	94	148	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170640	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	12	0	18	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171133	0	0	0	0	0	0	0	0	0										0	0	0																												
171656	0	0	0	0	0	50	0	0	75							0	0	0	0	0	0				0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171759	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171768	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	157	0	0	157	0	0	0	50	0	0	43	2	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172158	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172251	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172457	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172475	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172859	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	30	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173342	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173548	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173557	0	0	0	0	0	360	0	0	146							0	0	0	0	0	0				3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173575	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173641	0	0	0	0	0	25	0	0	0							0	0	0	0	0	0	0	0	0	6	0	0	25	0	0	0	0	1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173959	0	0	0	0	0	0	0	0	0							72	0	259	0	0	0				92	0	0	169	0	272	76	0	29	0	0	0	0	0	0	72	0	259	0	0	0	0	0	0	
174321	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174367	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175056	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	15	0	0	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175140	0	0	0	0	0	357	0	0	0							0	0	0	0	0	0				0	0	0	26	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175458	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175609	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	54	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176053	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176101	0	0	0	0	0	1733	0	1196	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176325	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176437	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	2	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176642	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				9	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177135	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177443	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	48	0	0	98	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177500	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177555	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	1	39	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177751	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177957	0	0	0	0	0	63	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178057	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178150	0	0	0	0	0	63	0	0	0							0	0	0	0	0	0				67	0	40	148	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178244	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	2	1	48	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178356	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				7	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178851	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179148	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	65	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179335	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				132	54	2	402	147	20	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	110	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180144	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	111	0	74	57	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180443	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180537	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				366	65	87	127	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180845	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
181963	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
182353	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
182951	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	18	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
183668	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
183770	0	0	0	0	0	0	0	0	0							0	0	8	0	0	0	0	0	0	25	0	3	63	0	52	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	
183846	0	0	0	0	0	0	0	0	830							0	0	0	0	0	0				11	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
183958	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	155	6	0	113	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
184142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
184656	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	98	15	0	34	22	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
184759	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	50	18	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
185251	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	27	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
185448	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	37	6	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
185859	0	0	0	0	0	861	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
186221	0	0	0	0	0	7708	0	0	1469							0	0	0	0	0	0	0	0	0	639	41	0	2766	2360	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
186548	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
186717	0	0	748	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	22	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
186744	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	26	22	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
186838	0	0	0	0	0	979	0	0	287	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	16	0	0	10	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
186856	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				121	12	0	169	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
187648	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				16	49	21	41	37	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
187899	0	0	0	0	0	254	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	14	46	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
187947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	60	0	0	25	0	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	
188056	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	62	0	0	176	53	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188177	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188430	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188449	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	139	0	44	64	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188720	0	0	0	50	0	0	0	0	0							31	0	9	0	0	0				1964	136	285	478	30	149	0	0	0	0	0	0	0	0	0	31	0	9	0	0	0	0	0	0	
188739	0	0	0	0	0	0	0	0	0							27	38	0	0	0	0	0	0	0	61	0	7	163	5	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188917	0	0	0	0	0	300	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188926	0	0	0	0	0	0	0	0	232							0	0	0	0	0	0				38	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189129	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	7	0	0	190	0	57	0	0	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189549	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189745	0	0	0	0	0	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189820	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				15	0	0	185	30	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189950	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190451	0	0	0	0	0	0	0	0	0							0	0	10	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190563	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190648	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	19	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190947	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	32	0	0	48	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190956	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
191355	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
191449	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
191935	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192147	0	0	0	0	0	0	371	0	289	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	235	0	67	153	0	134	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	57	0	85	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192651	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192857	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193162	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	57	0	2	83	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193247	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193537	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	151	0	43	276	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193649	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193809	0	0	0	0	0	830	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
194440	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	23	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
194570	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
194936	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
195111	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	4618	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
195157	0	0	0	0	0	0	0	0	36							0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
195456	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196743	0	0	0	0	0	0	0	0	0							0	0	14	0	0	0				0	0	0	0	0	14	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196752	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196800	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197142	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				47	10	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197254	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197302	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197478	2392	0	289	0	0	9449	0	0	13613										0	0	0																												
197759	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	13	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
198046	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
198073	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
198149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	3	0	8	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	168	
198251	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
198961	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	86	26	0	8	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199052	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199137	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199351	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	31	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199436	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				23	0	23	106	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199463	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200042	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
