"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					77	0	49398					0			0	36273	0	0	0									
242	0	0					171	0	10563					4500			0	6646	10	0	0									
279	0	0					2011	32871	10473					17081			12115	997	1	0	0									
354	0	0					5	0	3954					0			0	501	0	0	0									
457	0	0					335	54	143					6000			53	140	3	0	0									
505	0	6698					2044	0	76614					0			0	29005	0	0	0									
1155	0	1004					230	29	29229					0			0	10166	0	0	10240									
1351	0	0					183	48375	5530					0			28119	0	0	0	0									
1454	0	10000					1258	0	406576					0			0	108308	53	0	0									
1557	0	0					281	0	12781					2966			0	2687	0	0	0									
1669	0	9964					176	42958	80469					0			32748	0	0	0	0									
1829	0	0					4732	0	96778					62540			0	35310	2704	0	0									
1856	0	0					1898	5000	21768					40000			0	0	0	0	0									
2040	0	0					1174	0	50663					25000			0	31669	16	0	11388									
2161	0	0					363	0	16864					0			0	11478	0	0	0									
2376	0	0					38464	190569	165345					800107			0	0	0	0	0									
