"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1013	15	1	0	997	0	0			0	0	
242	168	0	0	0	171	3	0			0	0	
279	933	2	39	0	892	0	0			0	0	
354	188	0	1	0	188	0	-1			0	0	
457	493	0	1	0	492	0	0			0	0	
505	4082	30	11	0	4188	147	0			0	0	
1155	2435	153	13	0	2282	13	0			0	0	
1351	1352	60	6	0	1300	14	0	0	0	0	0	
1454	3385	337	8	0	3147	107	0			0	0	
1557	685	37	8	0	675	35	0			0	0	
1669	2934	15	14	0	2933	28	0			0	0	
1829	3672	100	0	0	3579	7	0			0	0	
1856	978	0	1	0	985	8	0			0	0	
2040	3444	0	69	0	3396	21	0			0	0	
2161	737	0	1	0	743	7	0			0	0	
2376	29862	91	5	0	30458	692	0			0	0	
2554	113	7	4	0	102	0	0			0	0	
2732	3616	150	15	0	3451	0	0			0	0	
2750	645	0	0	0	645	0	0			0	0	
3177	3220	152	0	0	3190	122	0			0	0	
3252	3063	300	66	0	3006	309	0			0	0	
3458	345	15	0	0	331	1	0			0	0	
3720	1701	15	0	0	1686	0	0			0	0	
3971	10896	19	161	0	11003	287	0			0	0	
4156	2037	30	1	0	2006	0	0			0	0	
4231	839	0	6	0	877	44	0			0	0	
4839	5145	450	3	0	4705	13	0			0	0	
5069	11800	0	0	0	11800	0	0			0	0	
5135	4081	85	8	0	4076	88	0			0	0	
5210	14540	0	53	0	14747	260	0			0	0	
5461	5411	0	52	0	5361	2	0			0	0	
5751	1553	85	12	0	1456	0	0			0	0	
6039	804	0	4	0	813	13	0			0	0	
6141	409	15	9	0	423	38	0			0	0	
6329	6992	2700	244	0	5628	1580	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	1064	120	5	0	1050	111	0			0	0	
7072	1753	65	25	0	1703	40	0			0	0	
7157	253	5	0	0	249	1	0			0	0	
7456	680	14	0	0	666	0	0	0	0	0	0	
7634	869	40	37	0	1123	331	0			0	0	
8033	1146	0	1	0	1156	11	0			0	0	
8462	719	45	1	0	680	7	0			0	0	
8631	421	0	1	0	425	5	0			0	0	
9357	3223	0	1	0	3222	0	0			0	0	
9553	995	0	1	0	1001	7	0			0	0	
9807	28573	0	38	0	28688	153	0			0	0	
9955	1530	10	2	0	1522	4	0			0	0	
10250	3519	-400	192	0	3930	203	0			0	0	
10849	1501	0	10	0	1495	4	0			0	0	
11145	1901	3	10	0	1909	21	0			0	0	
11275	15606	0	232	0	15853	479	0			0	0	
11640	3081	30	122	0	2939	10	0			0	0	
11837	935	-800	1303	0	432	0	0			0	0	
12030	7140	0	1033	0	8149	2042	0			0	0	
12142	1660	30	39	0	1651	60	0			0	0	
12179	235	-34	1	0	268	0	0			0	0	
12311	610383	24230	51141	90	594620	59518	0			0	799	
12647	965	0	0	0	967	2	0			0	0	
12656	287	0	24	0	264	1	0			0	0	
12937	1915	30	0	0	1885	0	0			0	0	
12946	16558	330	86	0	16487	345	0			0	0	
12955	1372	30	2	0	1360	20	0			0	0	
13103	13068	438	27	0	12676	73	0			0	0	
13251	460	30	4	0	427	1	0			0	0	
13457	194	10	0	0	184	0	0			0	0	
14052	504	0	0	0	504	0	0	0	0	0	0	
14155	2106	75	11	0	2086	66	0			0	0	
14650	520	30	21	0	482	13	0			0	0	
14753	494	0	0	0	496	2	0			0	0	
14865	3202	0	7	0	3209	14	0			0	0	
14977	468	30	0	0	439	1	0			0	0	
16551	2514	150	3	0	2414	53	0			0	0	
16748	659	30	0	0	629	0	0			0	0	
17110	279	0	0	0	279	0	0			0	0	
17147	62086	550	1634	0	62453	2551	0			0	155	
17259	211	0	2	0	209	0	0			0	0	
17464	24430	0	3320	0	24415	3305	0			0	0	
17950	3710	110	8	0	3616	24	0			0	0	
17978	2645	-41	181	0	2505	0	0			0	0	
18050	4121	150	26	0	3972	27	0			0	0	
18135	1285	0	24	0	1276	15	0			0	0	
18377	246	6	0	0	240	0	0			0	0	
18827	5454	218	34	0	5275	73	0			0	0	
18836	1524	2	43	0	1539	60	0			0	0	
18854	5920	478	30	0	5677	265	0			0	0	
19356	876	0	2	0	874	0	0			0	0	
19730	19359	1150	160	0	22740	4691	0			0	0	
19936	3184	75	9	0	3107	7	0			0	0	
19972	370	0	0	0	400	30	0	0	0	0	0	
20053	1179	0	66	0	1114	1	0			0	0	
20633	3104	60	0	0	3121	77	0			0	0	
20857	769	25	6	0	738	0	0			0	0	
21256	127	0	0	0	127	0	0			0	0	
21359	253	4	0	0	249	0	0			0	0	
21630	837	63	2	0	789	17	0			0	0	
