"IDRSSD"	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	RCONL136	RCONL137	RCONL138	
1557	0	0	0	0	0	0	0	0	0	0	0	45180	0	0	0	0	0	36801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6279	503	0	0	0	13835	2750	924	34	0	2786	0	0	0	0	0	0	0	0	0	0	2865	33936	0	0	0	0	0	1405	0	0	254	10	-369	81	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	902	0	0	0	6279	26916	5625	36984	0	5383	2813	36984	45180	0	9538	9538	6319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73602	0	73602	
1669	0	0	0	0	0	0	0	0	0	0	1460	109922	0	0	0	0	0	82376	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	37559	4839	0	0	0	26410	0	20283	1832	6516	66427	0	0	0	0	0	0	0	0	0	0	44308	38068	0	0	0	0	0	12269	469	382	99	0	-551	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44457	97775	44308	69673	0	19555	22154	69673	111382	0	0	0	43361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253968	0	253499	
1829	0	0	0	0	0	0	0	0	0	0	409	242232	0	0	0	0	0	256935	605	4047	4047	0	0	0	0	0	0	0	0	8314	0	0	0	0	0	34209	10082	0	0	0	0	0	0	2473	2546	75303	1409	2892	0	0	0	0	0	0	0	125	93886	162925	0	0	0	0	0	17691	8314	531	1642	195	7345	126	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	467	0	0	0	37286	87152	95490	177466	0	17430	47745	177466	242641	0	0	0	34423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400067	0	391753	
1856	0	0	0	0	0	0	0	0	0	0	0	76710	0	0	0	0	0	66646	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	403	40308	0	0	0	0	0	0	32	0	7074	0	0	0	0	0	0	0	0	0	250	1033	65362	0	0	0	0	0	2628	98	12	1517	0	-744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	49149	1033	66363	0	9830	517	66363	76710	0	0	0	14831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115502	0	115404	
2040	0	0	0	0	0	0	0	0	0	0	2421	130615	0	0	0	0	0	113956	0	0	0	334	334	0	0	0	334	0	0	0	0	0	0	0	0	4454	4743	0	0	0	0	0	0	-1383	15694	40804	5539	2776	0	0	0	0	0	0	0	0	20756	93200	0	0	0	0	0	11185	0	104	1703	16	-5467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2917	0	0	0	2917	0	0	0	20252	56454	26311	108589	0	11291	13156	108589	133036	0	9204	9204	20624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200368	0	200368	
2161	0	0	0	0	0	0	0	0	0	0	0	70034	0	0	0	0	0	66751	0	0	0	33	33	33	0	0	0	0	0	0	0	0	0	0	0	1453	13998	0	0	1	0	0	0	445	1978	34435	5177	0	0	0	0	0	0	0	0	0	34767	31984	0	0	0	0	0	6974	0	0	0	0	-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	92	0	0	0	3669	55058	39944	39050	0	11012	19972	39050	70034	0	6625	6625	14452	0	0	0	2042	204	204	0	0	0	0	0	0	0	0	0	137415	0	137415	
2376	0	0	0	0	0	0	0	0	0	0	2220	2377108	0	0	0	0	0	2228131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6874	1799	0	0	3052	40291	0	0	9082	0	349322	0	0	0	0	0	0	0	0	0	0	138606	2089526	0	0	0	0	0	175930	-1689	0	44286	0	-24569	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9926	435698	138606	2222885	0	87140	69303	2222885	2379328	0	0	0	421594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2782519	-1689	2780830	
2554	0	0	0	0	0	0	0	0	0	0	46	7317	0	0	0	0	0	4510	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	4607	0	0	0	0	0	0	72	0	0	1941	834	0	0	0	0	0	0	0	0	322	4188	0	0	0	0	0	577	289	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4607	2263	5310	0	921	1132	5310	7363	0	0	0	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12739	0	12450	
2732	0	0	0	0	0	0	0	0	0	0	2471	321833	0	0	0	0	0	321357	0	0	0	2067	2067	0	0	0	2067	0	0	1112	0	0	0	0	0	116798	11468	0	0	0	0	0	0	1607	0	83298	0	1250	0	0	0	0	0	0	0	0	56884	264473	0	0	0	0	0	11192	1112	961	0	0	-3806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117759	94766	56884	276909	0	18953	28442	276909	324304	0	0	0	77522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546206	0	545094	
2750	0	0	0	0	0	0	0	0	0	0	300	42573	0	0	0	0	0	36938	0	0	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	709	1617	0	0	0	0	0	0	106	2834	11051	1461	1559	0	0	0	0	0	0	0	893	1623	34422	0	0	0	0	0	2756	0	59	510	29	-719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	262	0	0	0	3602	14527	3113	38411	0	2905	1557	38411	42873	0	456	456	5558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58486	0	58486	
3177	0	0	0	0	0	0	0	0	0	1	0	505270	0	0	0	0	0	713005	0	0	0	635	635	0	0	0	635	0	0	5297	0	0	0	0	0	153008	573	0	0	50	8470	0	0	760	55579	51250	0	8968	0	0	0	0	0	0	0	0	549965	163040	0	0	0	0	0	58476	5301	1767	6652	1968	2392	483	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210404	66945	551933	215914	0	13389	275967	215914	505270	0	0	0	99912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046470	0	1041173	
3252	0	0	0	0	0	0	0	0	0	0	766	89586	0	0	0	0	0	82081	0	0	0	362	362	0	0	0	362	0	0	0	0	0	0	0	0	2162	5838	0	0	0	0	712	0	825	27810	41910	4535	543	0	0	0	0	0	0	0	11216	511	70354	0	0	0	0	0	3824	0	111	539	41	-1070	169	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	0	0	0	990	0	0	0	30083	59503	5799	75551	0	11901	2900	75551	90352	0	0	0	19928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167464	0	167464	
3458	0	0	0	0	0	0	0	0	0	0	17	28292	0	0	0	0	0	14844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8685	0	0	0	0	2620	26	316	13260	0	202	0	0	0	0	0	0	0	0	3054	11790	0	0	0	0	0	833	0	0	0	0	-345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	13260	3054	24130	0	2652	1527	24130	28309	0	0	0	3442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38043	0	38043	
3720	0	0	0	0	0	0	0	0	0	0	0	130603	0	0	0	0	0	129686	0	0	0	569	569	0	0	0	569	0	0	0	0	0	0	0	0	27509	2452	0	0	0	465	200	0	885	6407	28821	1034	0	0	0	0	0	345	0	0	4378	29527	95781	0	0	0	0	0	12086	389	178	2664	0	-286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1980	0	80	0	1900	0	0	0	34094	38860	30761	107450	0	7772	15381	107450	130603	0	0	0	29335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209529	0	209529	
3971	0	0	0	0	0	0	0	0	0	0	7809	500019	0	0	0	0	0	455700	610	3104	3104	1738	1738	0	0	0	1738	0	0	11458	8	0	0	0	0	67943	16338	0	0	0	0	0	0	1133	1230	64563	3919	13077	0	0	0	6393	0	0	0	1384	82049	372267	0	0	0	0	0	60381	13314	2940	2275	315	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11043	11043	0	0	11043	0	0	0	0	0	0	0	6945	0	0	1	6944	0	0	0	72113	86505	103720	438667	0	17301	51860	438667	507828	0	1945	1945	93707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678474	-692	664468	
4156	0	0	0	0	0	0	0	0	0	0	61	134274	0	0	0	0	0	124655	54	675	675	353	353	0	0	0	353	0	0	1783	0	0	0	0	0	5179	1780	0	0	0	0	0	0	929	1121	36071	8408	1891	0	0	0	0	0	0	0	4758	39546	80351	0	0	0	0	0	16329	1783	280	2039	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3708	0	0	0	3708	0	0	0	6580	55763	47954	99205	0	11153	23977	99205	134335	0	11115	11115	19049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205207	0	203424	
4231	0	0	0	0	0	0	0	0	0	0	0	72237	0	0	0	0	0	58365	0	0	0	358	358	0	0	0	358	0	0	0	0	0	0	0	0	0	10911	0	0	0	0	0	0	-309	0	35057	12841	0	0	0	0	0	0	0	0	0	11779	46586	0	0	0	0	0	3789	0	0	0	0	-1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45968	24620	50733	0	9194	12310	50733	72237	0	0	0	14740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119083	0	119083	
