"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	
1557	10186	0	3891	23881	0	34893	0	0	0	0	0	28455	0	2035		10926	3120	1792	6800	0	2480	4320	3099	1027	1230	1488	1505	0	31002	26420	0	0	120	0	2856	1367	0	0	1686	0	0	
1669	21183	1	18315	45376	0	101278	0	0	0	0	0	107767	0	350		38182	26919	10870	29324	0	11161	19001	5463	2557	4133	9799	5890	1661	82930	107377	32	40	2229	0	17597	3886	0	0	12158	0	0	
1829	48051	0	55	95887	0	118963	0	0	241	241	0	221938	0	2539		62500	78883	21252	30409	241	11438	18971	18992	13099	8067	4384	9294	10759	118908	219323	0	76	8049	0	22522	9982	0	0	8124	4036	0	
1856	1142	0	837	6893	0	8642	0	0	27908	27908	0	69402	0	214		51771	2183	0	4948	11312	5401	10859	21201	14310	0	0	13807	499	7805	37405	0	31783	0	0	14306	0	0	0	0	0	31782	
2040	13390	3	3559	15845	0	39484	0	0	27987	51880	0	125549	0	5430		41418	63643	5907	8577	5793	2053	6524	22633	10209	2397	1261	2271	1168	35922	119640	0	479	1393	23893	6500	597	23740	0	3658	0	0	
2161	20529	0	2629	22343	0	51645	0	0	0	0	0	54617	0	538		12415	6615	7740	10441	0	3712	6729	1510	464	6611	7050	1297	100	49016	54079	0	0	187	0	10272	4786	0	0	9543	4118	0	
2376	507978	0	11992	21328	0	64023	0	0	22888	22888	0	1380704	0	116586		283817	424166	67291	199998	0	70300	132280	65032	16206	50370	73421	35431	5521	52031	1264118	0	0	20072	0	132399	32344	0	0	96026	24947	0	
2554	2299	0	167	5	0	5358	0	0	0	0	0	6127	38	417		3313	0	1	2594	0	818	1776	545	172	100	415	0	0	5191	5672	0	0	0	0	515	0	0	0	514	0	0	
2732	54288	0	10710	86640	0	143134	0	0	0	0	0	309690	0	11272		46667	71027	14748	36692	0	14003	22913	8339	1412	77233	53740	5580	1155	132424	298418	0	0	4700	0	37388	100320	0	0	33598	97375	0	
2750	12442	0	2709	4949	0	14327	0	0	0	0	0	29692	0	5620		10792	757	1543	7193	0	3894	3833	2806	259	1880	2167	1654	0	11618	23733	0	339	102	0	5038	663	0	0	3544	400	0	
3177	543016	0	16099	38473	0	58851	0	0	0	0	0	751740	0	147513		124691	11653	49915	87547	0	26714	60833	32132	5012	10183	37313	22060	2824	42752	603969	0	258	19071	0	54853	17527	0	0	35533	11963	0	
3252	12778	0	341	19696	0	62631	0	0	358	12895	0	81673	0	8788		18129	15439	6130	11811	263	4360	7451	3534	2784	12320	13525	7266	2216	62290	68728	0	4157	0	12537	17722	17605	9987	0	10536	15309	0	
3458	1820	0	3244	3359	0	11090	0	0	0	0	0	16414	0	1877		7006	3498	675	5000	0	1182	3818	1589	417	635	2291	1034	130	7846	14537	0	0	110	0	3790	300	0	0	2926	0	0	
3720	30527	0	12039	27312	0	78507	0	0	0	0	0	93078	0	8979		26234	6114	7380	24333	0	9867	14729	1562	76	8871	19982	1350	0	66468	84099	0	0	3058	0	16643	13560	0	0	16010	12843	0	
3971	92299	0	916	18522	0	36132	0	0	0	0	0	506350	0	13489		135569	214183	32288	76071	0	21119	54952	48710	10788	11048	27196	19455	6600	35216	492113	0	748	12031	0	53921	10378	0	0	30297	7947	748	
4156	15838	0	11900	27105	0	68698	0	0	2292	15078	0	93055	0	8432		27805	21720	6155	18395	2212	5500	12895	6790	2620	10442	11439	4102	1709	56798	83005	0	1618	2853	12786	24637	3055	12786	0	19707	2174	0	
4231	14161	0	4231	16905	0	24992	0	0	0	0	0	73327	0	3292		21141	10341	18371	14000	0	3425	10575	5373	1768	2462	10823	8654	5745	20761	70035	0	0	12609	0	20491	7193	0	0	12119	1165	665	
4437	69390	0	7985	29918	0	71833	0	0	604	3251	0	148478	0	14633		28529	17427	11288	12756	385	2426	10330	14241	1532	5684	10722	13108	3618	63848	133845	0	0	0	2647	24698	8434	1205	0	10737	5669	0	
4839	24121	0	74	42953	0	56195	0	0	11535	23050	0	213400	0	14781		51343	56017	11672	38476	11535	7647	30829	12493	374	18970	31376	31369	205	56121	174341	0	24278	4088	11515	64735	17185	6350	0	35112	15234	35747	
5005	66978	0	1	36060	0	48442	0	0	0	0	0	206187	0	5		72317	18784	18461	47720	0	12662	35370	22437	1848	7915	22077	15354	2762	48441	205827	0	355	5625	0	39168	8940	0	0	23709	6283	0	
5069	51766	0	0	16496	0	18481	0	0	16223	39162	0	201908	2000	483		32489	10313	1073	20509	6266	8572	11937	6487	5493	25926	52160	19912	9342	18481	175480	0	23945	529	22939	74902	32438	9262	0	49261	28825	8778	
5135	15518	0	13811	42022	0	79092	0	0	0	32711	0	234588	0	3512		61137	48791	17713	57797	0	16169	41628	3340	0	26275	74461	8408	0	65281	196276	0	34800	7405	9641	71268	37876	4763	22574	63356	37380	1839	
5210	357878	6	35606	60324	0	93536	0	0	16	1421	0	729924	0	49094		172810	127215	56916	110968	16	40774	75869	50965	5202	13858	39928	14926	3309	57924	680830	0	0	10632	1405	56352	15669	1405	0	40676	12958	0	
5461	210297	0	3222	40669	0	49083	0	0	508	25024	0	392553	0	13395		11630	134056	4247	10854	508	3832	7022	745	31	12542	21624	1746	658	45861	379158	0	0	2137	23961	15048	21522	23291	0	187	0	0	
5751	5170	1	1965	21434	0	43711	0	0	396	1786	0	110046	0	19204		21109	64399	7451	15719	99	5928	9792	5075	314	6044	7368	5335	621	41745	88706	0	2136	2877	1390	18652	716	1240	0	13110	302	3504	
6039	8621	0	6962	21223	0	31228	0	0	0	0	0	44535	0	841		20584	3100	7274	19729	0	4862	14867	818	37	4035	7568	627	0	24266	43688	0	6	2299	0	10956	1274	0	0	10329	1274	0	
6141	2706	11	7517	19027	0	35727	0	0	0	0	0	18553	0	1760		5511	1881	1289	4479	0	1415	3064	961	71	2615	4513	1327	0	28199	16793	0	0	338	0	3718	4737	0	0	2916	4212	0	
6329	22136	0	8491	97378	0	133857	0	0	5035	5035	0	291746	0	7871		83886	47089	13701	74084	5035	32200	41884	6877	2925	37697	76382	15266	9290	125366	283875	0	0	3802	0	100156	38479	0	0	79115	34964	0	
7009	0	63	11	47054	0	47054	0	0	0	0	0	621379	0	0		0	621379	52	0	0	0	0	0	0	0	0	0	0	46980	621379	0	0	0	0	0	0	0	0	0	0	0	
7045	16917	0	13445	19901	0	88356	0	0	0	0	0	69319	0	8371		25580	14902	5550	12024	0	2986	9102	8602	4891	1512	4996	2455	2957	74911	60948	0	0	1543	0	8722	3198	0	0	4349	2033	0	
7072	22841	0	0	4257	0	11642	0	0	0	0	0	114425	0	0		47479	23284	19304	35671	0	11042	24629	9131	2677	3655	9476	5442	2248	11642	113925	0	500	6351	0	18281	2540	0	0	11472	1659	0	
7157	1495	0	1666	5214	0	11017	0	0	0	0	0	30318	13	494		12326	8511	3391	10489	0	2796	7693	1837	0	2417	4686	883	0	9351	29811	0	0	1063	0	4950	3036	0	0	4067	3036	0	
7456	14197	0	5815	14050	0	24497	0	0	0	0	0	31140	0	2456		12383	0	2538	9101	0	2189	6912	3279	3	1329	1892	1055	284	18682	28684	0	0	353	0	3689	871	0	0	2670	550	0	
7634	5691	0	3738	9145	0	16214	0	0	0	0	0	39295	0	357		16613	830	5328	14063	0	3671	10392	2026	524	4872	9004	1935	350	12476	38693	0	245	2789	0	14814	1347	0	0	12792	1084	3486	
8033	11142	0	2043	47532	0	69217	0	0	0	0	0	100753	0	1561		41751	178	6844	34708	0	10060	24648	6279	764	11390	28673	4235	3384	67174	92095	0	7097	0	0	35253	12429	0	0	31268	8795	7097	
8462	631	0	1446	52190	0	85587	0	0	0	0	0	58767	0	12025		11091	10541	4312	9707	0	5248	4950	893	0	13214	22822	468	0	83891	46742	250	0	1477	0	15664	20840	0	0	14491	21428	0	
8631	12439	0	338	13695	0	19918	0	0	0	0	0	35529	0	1417		10138	4769	3070	5955	0	1984	3971	2380	1803	3209	1631	2272	1071	19580	34112	0	0	1070	0	6728	1455	0	0	3385	1455	0	
9357	94937	41	376	37394	0	42227	0	0	84	13655	0	305636	7863	0		1126	208235	675	698	84	894	232	0	0	802	536	0	0	41810	297773	0	0	0	3569	536	802	3569	0	536	802	0	
9553	14856	0	8123	18303	0	37729	0	0	1481	12194	0	71625	0	12784		21829	9886	7100	18173	1481	5427	12746	3655	1	12682	10218	2154	0	29606	56478	0	2363	0	10713	21211	3843	10713	0	19057	3843	0	
9807	386798	0	58444	55780	0	82466	0	0	60000	60000	0	1539013	0	264209		192113	792596	64256	144510	60000	22275	122235	35890	11713	99355	54400	10150	3601	24022	1274804	0	0	5880	0	52449	115057	0	0	41318	112437	101274	
9955	12166	13	2232	19846	0	41203	0	0	45	4988	0	60896	0	13089		10480	25988	1786	7769	45	2838	4931	2230	481	7775	4155	124	207	38958	47807	0	0	0	4943	8759	3502	4943	0	8428	3502	0	
10250	94954	0	1651	18783	0	36025	0	0	297	8673	0	294006	0	9807		67517	77764	43606	36522	0	10885	25637	19845	11150	6690	18808	16688	11584	34374	283875	0	324	17656	201	34750	19020	0	5516	15478	10020	125	
10849	75706	0	3302	9178	0	19662	0	0	0	0	0	212926	0	28451		58437	30965	8749	48529	0	15105	33424	9518	391	10188	31975	5146	509	16357	184475	3	0	1730	0	39569	8249	0	0	42163	0	0	
10858	58867	1	450	9084	0	11848	0	0	0	0	0	312418	0	41111		36724	177533	5940	24361	0	7567	16794	10834	1529	7737	9291	21166	1100	11382	271307	15	0	510	0	24131	15163	0	0	9887	7141	0	
11145	20065	0	30097	25242	0	75596	0	0	0	0	0	84709	0	10228		19871	21971	8386	11640	0	3284	8356	5310	2921	2810	10096	6532	3363	45420	74481	79	0	4003	0	11769	11032	0	0	6133	6773	0	
11275	43598	0	4108	53068	0	80672	0	0	4781	108198	0	935067	0	65648		176852	532460	35357	114354	4484	32985	81369	59255	3243	46393	92575	41395	1794	76564	864727	0	4692	11764	103417	133793	48364	100175	0	101008	37960	0	
11640	152966	5	6797	13178	0	27144	0	0	0	0	0	271845	0	48285		45129	27106	18227	26145	0	11027	15230	11626	7246	11761	11899	12826	10158	20283	223560	59	0	9142	0	30495	16149	0	0	15388	8272	0	
11837	5808	0	17664	6987	0	32104	0	0	0	0	0	40932	0	1434		17902	4509	3719	12079	0	5096	6983	3630	2193	2977	5999	2564	1173	14440	39498	0	0	1196	0	11313	1400	0	0	7576	1400	248	
12030	24902	0	11440	55354	0	80491	0	0	0	0	0	184396	0	1643		82003	24018	22057	61626	0	15316	46310	17161	3216	9557	29191	12909	1816	69051	182454	0	299	8354	0	46728	6745	0	0	33241	5507	0	
12142	22290	0	9497	48186	0	96578	0	0	0	0	0	92458	0	7036		24379	11952	8016	17915	0	13031	10185	1163	0	21697	11531	609	0	87081	85422	0	0	1693	0	19119	14718	0	0	17573	14113	0	
12179	4552	0	0	2491	0	5955	0	0	0	0	0	23993	0	1502		9909	4722	2697	6739	0	1776	4963	2589	581	2565	1404	239	602	5955	22491	0	0	491	0	3055	1755	0	0	2467	1502	0	
12245	15754	0	2438	17694	0	27507	0	0	2586	5119	0	74137	0	9567		24891	17865	7262	11095	336	4498	9610	6349	4434	4208	7276	3026	1116	25069	64080	0	490	2777	2208	14635	991	2208	325	8545	696	0	
12311	4045689	27	1043248	3959446	0	4567621	0	0	414581	1365760	0	42734001	0	3013866		4557574	32556277	847079	3139306	345717	1136630	2002676	1318858	99410	402335	854228	295837	22061	3523567	39720135	779	0	139784	951179	1212441	362020	949585	0	965275	291288	0	
12647	6739	0	358	19119	0	24166	0	0	0	14220	0	60625	0	2813		13697	15001	5243	9939	0	2293	7646	3758	0	1935	10147	13106	0	23808	57812	0	0	1636	250	8145	17043	0	2587	6759	5322	0	
12656	1891	0	418	3434	0	5254	0	0	0	0	0	11117	0	1143		3950	1272	767	2377	0	1050	1927	876	97	844	2444	716	0	4836	9974	0	0	141	0	4004	0	0	0	3288	0	0	
12937	9873	0	0	36837	0	52566	0	0	216	3614	0	111254	0	302		11184	45356	5996	9628	216	3095	6588	1429	72	18478	22360	4003	0	52566	110952	0	0	0	2213	18983	25858	2213	0	16286	23926	1000	
12946	39561	23	49785	29770	0	91418	0	0	426	585	0	617099	0	146388		119097	195249	33579	85836	426	27694	59849	27535	4019	84353	134976	38091	5772	41610	470711	0	0	13533	159	91111	172081	159	0	64879	141857	0	
12955	8651	0	3851	27890	0	44502	0	0	0	0	0	72326	0	7296		16654	27518	5552	10288	0	3225	7063	5439	927	1660	4017	3725	10100	40651	65030	0	0	1556	0	15854	3648	0	0	3310	2367	8262	
13103	324507	0	71224	55711	0	132583	0	0	9980	9980	0	975407	0	105450		148731	366242	59787	100709	0	39829	60880	29816	18206	47209	58146	24397	6175	60675	867727	684	2230	16892	0	57432	78495	0	0	38639	66716	0	
13251	2036	0	135	5344	0	10135	0	0	0	0	0	27136	0	870		8342	15635	1799	7513	0	1906	5607	829	0	587	537	0	0	10000	26266	0	0	119	0	1124	0	0	0	1089	0	0	
13457	3773	0	1039	2845	0	6362	0	0	0	0	0	11153	0	1433		3087	1524	1249	2760	0	1090	1670	327	0	1087	1201	481	0	5323	9720	0	0	0	0	1832	937	0	0	1351	937	0	
14052	8061	0	495	10407	0	16842	0	0	0	0	0	31580	0	725		7649	9245	2876	6288	0	1440	4849	1361	0	566	4663	1396	0	16347	30855	0	0	1209	0	3753	2872	0	0	2587	2641	0	
14155	9529	0	497	12017	0	33872	0	0	160	7680	0	75875	0	11167		19707	26419	5556	13457	160	3754	9769	4526	1658	6087	6080	2497	5556	33375	64708	0	0	1506	7520	14163	6057	7520	0	6396	5771	0	
14650	5367	0	2201	9311	0	13770	0	0	0	0	0	11755	0	200		3847	818	1350	3117	0	1685	1628	534	0	799	674	250	0	11569	11555	0	0	336	0	1360	363	0	0	1006	363	0	
14753	14289	0	481	12219	0	12219	0	0	0	0	0	27980	0	2345		8781	0	3848	7979	0	1569	6411	605	196	1322	2838	550	200	11738	25635	0	0	1088	0	4410	500	0	0	3660	500	0	
14865	122024	1	9046	39911	0	39912	0	0	1210	21729	0	222386	0	26884		31130	43006	11602	20273	1112	13562	9348	5480	2740	13654	8054	2932	1586	30865	195204	0	298	3049	20519	24903	1323	20519	0	18943	814	1645	
14977	4142	0	0	4582	0	9020	0	0	0	0	0	28824	0	0		10678	1362	2645	8901	0	3455	5452	1662	109	4162	6622	1858	0	9020	28824	0	0	106	0	7385	5257	0	0	7185	3599	0	
16458	76698	0	516	18343	0	29948	0	0	0	0	0	218739	0	9356		26449	91931	10373	13707	0	3314	10393	9759	2983	5565	7673	6940	3483	29162	209383	270	0	4655	0	15982	7679	0	0	8111	5126	0	
16551	22396	0	5691	30097	0	61565	0	0	15910	15910	0	140906	50	11467		63887	31440	24905	28248	1202	17821	18253	19838	7975	8880	5727	6548	2028	55145	129389	729	0	9284	0	18231	4952	0	0	7384	3666	0	
16748	13352	0	1610	16477	0	21521	0	0	0	0	0	34610	0	1974		11435	4963	4791	6052	0	2192	4127	4021	1094	1512	1525	1696	127	19911	32636	0	0	1802	0	4435	425	0	0	2612	425	0	
16944	8763	0	901	7925	0	14762	0	0	0	0	0	20294	0	2157		6834	1157	1574	4535	0	1478	3057	2147	152	1119	1254	919	250	13861	18137	0	0	590	0	2749	793	0	0	1579	757	0	
16953	4238	0	1836	8574	0	13812	0	0	0	0	0	16877	0	583		7375	3109	553	5793	0	1145	4648	1582	0	115	1297	743	0	11976	16294	0	0	0	0	2155	0	0	0	1412	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	85337	0	6377		12579	0	5120	12579	0	12579	0	0	0	71759	1000	0	0	0	78960	0	0	4069	0	26791	45968	0	0	26791	45968	0	
17147	1620100	0	91392	269464	0	359014	0	0	93946	94646	0	2909190	0	479752		516587	581428	122792	260627	11764	69492	192490	152744	101861	49762	71677	56637	13000	264136	2429438	3486	0	29034	700	145186	45890	700	0	87918	33521	16919	
17259	14637	0	0	5692	0	14317	0	0	0	0	0	35205	0	2130		11506	1133	5162	6761	0	2433	4328	4475	270	919	4503	2008	499	14317	33075	0	0	1900	0	7929	0	0	0	5422	0	0	
17464	47222	0	58819	261139	0	261139	0	0	1335	41578	0	934685	0	58427		46869	739708	21871	31047	990	9823	21224	13348	2473	21198	38341	28032	13314	202320	875774	0	484	6885	39744	69561	31324	35697	499	47690	11849	57770	
17950	36558	0	30096	43054	0	106118	0	0	92	45128	0	196631	0	21988		23857	78866	9049	18512	92	5360	13152	4277	1068	24657	27015	4190	1488	76022	145643	0	29000	3666	16035	18062	39288	16035	29000	14779	36893	0	
17978	51699	0	0	2672	0	26491	0	0	0	0	0	193825	0	754		81453	3748	45331	57043	0	15091	41952	16552	7858	7310	32797	9091	7727	26491	192971	0	100	17220	0	39763	17162	0	0	25633	14474	0	
18050	46185	0	17711	110907	0	152543	0	0	0	0	0	193021	0	5300		49751	38380	10958	41242	0	11961	29306	8466	18	14975	25940	17790	0	134832	187721	0	0	3249	0	32433	26272	0	0	22608	18307	0	
18135	23620	0	0	63821	0	88217	0	0	452	8419	0	99183	0	789		23083	20103	5064	13715	383	4133	9582	7245	2123	15974	7841	7242	1320	88217	98394	0	0	1326	7967	15955	16422	7730	0	8394	15421	0	
18377	18296	0	0	0	0	0	0	0	99	99	0	46511	0	706		20140	0	5803	8150	99	1506	6644	9903	2087	592	2668	3492	1323	0	44190	0	1615	1685	0	6559	1516	0	0	3007	253	0	
18827	179303	0	10031	55480	0	109484	0	0	0	0	0	260764	0	30888		50072	9805	14301	23127	0	6190	17041	17487	9354	3140	7723	6995	3726	99453	229876	0	0	0	0	16578	5006	0	0	7593	0	0	
18836	11407	0	1639	22345	0	32924	0	0	142	2460	0	96610	0	2526		47224	11187	14361	25376	0	14091	14106	11704	7323	5445	9403	7366	4578	31285	93881	0	203	4336	2318	22691	4101	814	0	11518	2973	0	
18854	29168	0	5541	62562	0	82930	0	0	1281	29640	0	217912	0	14756		31906	8883	2171	22378	1281	5381	16997	9331	197	48270	57193	41986	506	77389	129527	0	73629	929	28359	101294	46661	28359	0	73913	31550	73342	
19356	9383	0	2956	13196	0	24286	0	0	99	6437	0	40502	0	2454		16240	4462	2661	11978	99	3420	8587	3664	569	1970	5103	2845	499	21282	34579	48	3469	122	5838	9917	500	4100	0	7073	0	0	
19730	352944	0	5351	268526	0	296828	0	0	59387	59387	0	1601352	0	152863		278212	735962	55727	194502	31941	62179	133952	68568	13513	103506	89427	34002	7299	291400	1448203	77	286	12671	0	134783	99451	0	0	101837	90458	0	
19936	10903	0	19916	39069	0	101657	0	0	0	0	0	115646	0	6091		25682	43789	10324	21156	0	6120	15036	3346	1180	9337	20332	3046	2557	81741	109555	0	0	4473	0	26377	8895	0	0	21776	7893	0	
19972	80591	0	0	0	0	0	0	0	0	0	0	80591	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	80591	0	0	0	0	0	0	0	0	0	0	0	
20053	10218	0	738	13386	0	17860	0	0	1590	3590	0	45599	0	2716		20323	3057	6921	11508	1590	6218	9613	4344	148	2416	4897	3138	1550	17122	42883	0	0	774	0	9501	2500	0	2000	4713	2290	3962	
20512	15785	0	0	15700	0	26253	0	0	198	4917	0	54880	0	0		14970	8896	5898	7368	0	2345	5023	4372	3230	3316	4121	4193	3600	26253	54880	0	0	1958	4719	11353	3877	2232	0	4448	2989	0	
20633	70007	0	12029	32454	0	74110	0	0	0	6716	0	199375	0	888		47162	40449	16067	20005	0	6373	13632	12740	14417	4214	14970	11348	11225	62041	198487	40	0	4336	0	34368	7389	0	0	15662	3522	0	
20857	5893	0	5681	42689	0	66369	0	0	0	9978	0	103164	0	3499		7511	73959	1442	6064	0	1255	4809	1224	223	861	2995	1655	10290	60688	99665	0	0	0	744	6057	9744	0	0	3346	510	0	
21256	1000	0	2599	2711	0	5547	0	0	0	0	0	4552	0	452		1524	802	1943	621	0	461	160	768	136	0	100	1126	0	2948	4100	0	0	1126	0	1226	0	0	0	100	0	0	
21359	4271	0	480	2611	0	3835	0	0	0	0	0	17366	0	1146		3342	6342	2632	2729	0	687	2042	511	102	560	1401	1450	0	3355	16220	0	0	0	0	2961	450	0	0	1961	0	0	
21630	16286	0	1216	18632	0	26341	0	0	0	0	0	62217	0	6304		12394	8452	2242	11203	0	2992	8211	1069	122	6617	17582	886	0	25125	55913	0	0	795	0	10051	15034	0	0	9165	15034	0	
21658	17672	2	3137	16340	0	50848	0	0	0	0	0	86155	0	773		40766	10665	15567	24029	0	5805	18224	13263	3474	1270	7554	6606	1622	47709	85382	0	0	4984	0	13687	3365	0	0	8028	796	0	
22048	18597	2	25630	33078	0	83092	0	0	0	0	0	77631	0	6328		31112	0	8318	26856	0	6975	19881	3922	334	6864	16292	4766	0	57460	71303	0	0	3345	0	19075	8847	0	0	16238	6918	0	
22543	11216	16	15962	32866	0	57228	0	0	0	0	0	33635	0	4042		9873	6446	4099	6759	0	2050	4709	2111	1003	1488	2187	1001	1424	41250	29593	0	0	1547	0	4729	1371	0	0	2797	876	0	
22552	11986	0	1700	11741	0	24041	0	0	1250	1250	0	44896	0	3702		20468	2183	3684	13547	750	4005	9542	6914	8	1818	4603	3838	0	22340	40747	1	447	530	0	8098	2161	0	0	5029	1392	1198	
22730	236	0	4977	36376	0	53000	0	0	0	0	0	66018	0	2248		18192	40364	3775	10035	0	4306	6936	4822	2128	2522	2617	1235	852	48023	63770	0	0	592	0	5754	1472	0	0	3667	1472	0	
22936	8507	0	1933	37921	0	54007	0	0	0	0	0	97409	0	778		33166	36072	11364	23909	0	5573	18336	9257	0	4490	9804	5370	0	52074	96631	0	0	3417	0	18480	1184	0	0	13361	933	0	
23045	3062	0	1292	3906	0	13179	0	0	0	0	0	22932	0	1441		1696	13119	1001	1499	0	845	654	167	30	2051	1897	536	571	11887	21491	0	0	571	0	2395	2660	0	0	1553	2394	0	
23456	10020	0	1908	12388	0	39297	0	0	0	0	0	52397	0	7636		23622	6964	7898	12670	0	3322	9349	8437	2514	2050	6123	2427	1191	37171	44761	218	0	2089	0	7234	4557	0	0	3875	4297	0	
23504	538414	0	16119	192042	0	210971	0	0	512	9331	0	1257782	0	214015		37800	611943	11420	22197	408	6972	15225	7999	7603	23650	21350	12027	12598	194852	1043767	0	0	4206	8819	43656	25969	8588	0	26953	18047	0	
23643	10647	0	4464	28572	0	60742	0	0	0	0	0	94662	0	8725		37835	2177	8029	29794	0	7266	22533	8034	2	7388	24933	10240	1441	56278	85837	0	100	2962	0	25267	18735	0	0	19150	13171	0	
23755	43347	33	3146	28853	0	61788	0	0	0	0	0	85750	71	9882		15901	13401	7573	9943	0	3802	6149	3656	2294	4578	4833	2081	1609	58609	75547	0	250	2469	0	8400	4701	0	0	4971	4440	0	
24006	463238	2	5733	109982	0	143636	0	0	0	0	0	701979	0	25915		157858	13136	56399	92094	0	29952	62142	44544	21220	11360	22964	19205	14218	137901	676064	0	0	11175	0	49993	17754	0	0	27159	7165	0	
