"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK256	RIADG377	
403357																																																																												0	7466	33		3523			2190	764	0	0	22761	0	0	0	3445	45	0	6037	38	176	1708	1466	57	0	2085	3738	5474	7519	500	0								0	8		0	0	0	0	75	2612	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	6	0	0	0	0	0	0	0	900	0	0	0	0	0			0	0	0			0	0	1694			0		
403656																																																																												0	2429	0		12188			3478	0	0	0	38365	0	0	0	2096	0	0	9025	0	88	26	24	510	1448	1547	7390	6292	11128	8357	981								0	0			0	0	0	0	0	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	229	0	0	0	0	0	0	0	8713	0	0	0	0	0			0	0	0			0	0	9232			0		
403870																																																																												0	18750	83968	0	8426	43499	0	43499	7585	0	1479	442052	27	0	0	145573	1096	103827	45111	18577	19384	24330	43699	29249	8683	57818	37643	49560	118527	30737	1911		0	0	0		0	0	0	0	0		0	0	1348	22154	40220	59791	0	0	0			795	878																							0	0	0	0	0	0	0	0	0	0	0	0		325346	0	0	0	0	0	0	0	0	0	0	4170	0	0	1258	0	0	0	0	0	0	0			0	0	4020			0		
403946																																																																												0	309	82116	0	33	92137	0	92137	22714	0	6600	693655	0	0	6160	140144	10542	7577	102697	4414	4098	13912	19898	38430	57870	144050	35329	111405	87701	159642	13307		0	0	0		0	0	5644	124	0		0	0	4499	73349	68475	184841	0	0	0			4393	350																							0	0	0	0	0	0	0	0	0	0	0	0		381324	307	0	307	0	0	0	0	0	0	0	524	0	954	0	187	1274	50	0	36	0	0			0	0	1297			50		
404653																																																																												0	1895	0		1411			3922	0	0	0	20963	0	2546	0	5169	0	4236	815	0	85	1664	1231	734	1454	718	699	5648	3926	3445	813								0	0			0	0	217	96	2041	940			0			191	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	6269		0	1	0	0	0	0	0	0	0	1407	0	0	0	0	0			0	0	0			0	0	1318			0	0	
404943																																																																												0	6479	0		7499			4407	0	0	0	32718	0	58	0	6490	140	14	10391	279	403	2801	2809	49	0	5212	4497	3661	7172	4653	496								0	0			0	0	1398	338	1038	4071			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		6490		0	0	0	0	0	0	0	0	0	365	0	0	0	0	0			0	0	0			0	0	435			0		
406022																																																																												0	4014	5403		101			11964	7579	0	672	145642	0	0	0	44765	2748	515	23442	1140	4067	10070	12001	17154	0	6294	14346	27183	32527	16502	2591								0	289			0	0	7020	2137	30962	26525			0			407	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	34736		0	184	0	0	0	0	0	0	0	45	70	0	0	0	0			0	0				0	0	1234			0	0	
406059																																																																												0	1012	0		428			28291	374	0	93	122637	0	0	0	38032	0	4087	32736	459	2285	2643	1415	30895	335	19369	14992	26909	16939	4497	1729								0	2			0	0	6702	9918	15344	10212			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	189	0	0	0	0	0	0	0	4039	0	0	0	0	0			17	0				0	17	8001			25		
406666																																																																												0	9887	1789		11825			15798	0	0	0	78794	0	0	0	10113	0	0	22422	519	1088	1338	3254	3523	91	13966	9143	10176	14445	9456	4977								0	8			0	0	435	0	2162	19386			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	28	0	0	0	0	0	0	0	1439	0	0	0	220	306			1055	1055	0			0	0	5924			8895		
406778																																																																												0	1374	3288		17			1454	823	0	0	40795	0	0	0	21834	398	2680	6080	694	1120	756	3883	13782	1308	1166	3100	2086	5512	5251	1824								0	0			0	0	1273	1884	3938	3262			0			771	0																							0	0	0	0	0	0	0	0	0	0	0	0		21253		0	0	0	0	0	0	0	0	0	683	0	0	0	0	0			0	0				0	0	567			0		
406974																																																																												0	0	14141		0			7331	3908	0	0	108349	497	0	0	9820	179	1991	30356	2158	1025	6637	0	0	0	33556	3936	39893	17687	3954	0								0	180			0	0	4855	7154	33988	27029			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	16	0	0	0	0	0	0	0	197	0	0	0	274	3600			0	0				0	0	48			55		
407168																																																																												0	5305	56		18496			12563	0	0	618	53292	0	0	0	4389	100	1880	23824	0	84	30	2556	1011	708	16448	10957	7218	6721	6014	1135								0	0			0	0	0	3405	2437	4772			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		13084		0	177	0	0	0	0	0	0	0	535	0	0	0	0	0			0	0	0			0	0	439			0		
407506																																																																												0	0	27968	0	0	72864	0	72864	52651	0	0	1000871	0	1200	0	364635	21479	176346	12893	3958	22733	36443	63706	98573	134471	118983	24551	70948	114031	164706	137342		0	0	0		0	0	0	0	0		0	0	25970	31280	104881	158557	0	1200	0			1456	605	0	0	0	0	0	7411	0	0	0	0	0	0	0	0	0	0	7281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		288820	332	0	332	0	0	0	0	0	0	0	13034	0	0	0	3258	4298	473	0	0	0	0	0	0	0	0	126020	0	0	473		
407645																																																																												0	17364	2284	0	8602	18919	0	18919	5132	0	1424	160478	0	4	0	34380	4591	3775	34232	2755	2025	7780	4919	13900	2970	32204	12410	26070	32546	21487	1367		0	0	0		0	0	908	158	0		0	0	1699	5649	45216	10295	4	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		30867	52	0	52	0	0	0	0	0	0	0	1711	0	0	0	0	0	141	0	1	0	0			1	0	2090			141		
407850																																																																												0	1500	0		3476			7341	0	0	0	15776	0	0	0	0	0	0	6393	0	0	0	0	0	0	8456	2087	2809	1870	458	0								0	0		0	0	0	0	368	2305	77			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		3225		0	22	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0			0	0	687			0		
408307																																																																												0	331	4936	0	0	3811	0	3811	15169	0	0	266797	0	0	0	190653	4550	15390	2337	2202	5195	4505	10446	57448	110264	13016	2263	18403	11387	22853	8151		0	0	0		0	0	0	378	0		0	0	0	29	4835	21156	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	28000	0	0	0	0	0	0	0	0	0	0	19406	0	0	0	0	0	0	0	0	0	0			0	0	1543			0	0	
408642																																																																												0	2619	13676	0	995	8593	0	8593	0	0	399	176142	0	30131	0	4352	0	0	34740	4033	0	0	0	0	319	36226	11578	30770	60006	29687	3522		0	0	0		0	0	2819	0	0		0	0	1223	16247	12749	39127	0	30131	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	13339	29873	13339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0			0		
408875																																																																												0	0	0	0	0	4017	0	4017	1099	0	0	447003	367	0	424	293677	0	145207	39777	95957	8958	30039	9152	19925	125556	2831	34355	49000	35720	31115	551		0	0	0		0	0	26	0	0		0	0	9274	48716	9655	80654	0	0	0			3120	2214																							0	0	0	0	0	0	0	0	0	0	0	0		279181	215	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	37			0		
409265																																																																												0	2058	0		3360			695	0	0	10	9521	0	0	0	1023	0	0	3687	37	102	289	231	364	0	1938	2624	1506	738	1609	77								0	0			0	0	0	0	0	367			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	7	0	0	0	0	0	0	0	717	0	0	0	0	0			0	0	0			0	0	1284			0	0	
410159																																																																												0	2593	0		2543			1187	0	0	104	11826	0	0	0	1699	0	0	706	0	134	125	659	586	195	410	556	1698	3678	1716	2069								0	0			0	0	0	0	0	1827			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	17	0	0	0	0	0	0	0	649	0	0	0	0	0			0	0	0			0	0	1207			0	0	
410560																																																																												0	17280	1131		44457			21422	0	0	7350	121875	0	0	0	14512	7	5971	51260	131	641	1155	2389	4412	5784	37211	18595	13813	18304	18024	0								0	0			0	0	0	871	2911	8236			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		15100		0	102	0	0	0	0	0	0	0	1379	0	0	0	0	0			0	0	0			0	0	2217			0		
410748																																																																												0	1203	9309	602	0	15884	0	15884	6443	0	1394	207420	0	0	0	122854	1024	1630	50432	4864	6526	26360	26271	58459	0	19754	20326	24947	10578	6106	0		0	0	0		0	0	0	0	0		0	0	9157	7739	2464	21074	0	0	0			0	375																							0	0	0	0	0	0	0	0	0	0	0	0	0	113592	0	0	602	0	0	0	0	0	0	0	2894	0	0	0	0	0	0	0	0	0	0			0	0	5379			0	0	
410917																																																																												0	6896	12962	3886	1004	12850	0	12850	5034	0	251	245194	0	0	6847	82344	2645	62728	16033	4792	10556	10295	24775	11998	17914	36377	8895	15628	20312	26676	54470		0	0	0		0	0	0	607	0		0	0	4457	16168	43261	28165	0	0	0			734	344																							0	0	0	0	0	0	0	0	0	0	0	0		0	8	0	3894	0	0	0	0	0	0	0	14701	0	0	0	0	352	121	0	7	0	0			0	0	9955			121		
410944																																																																												0	8915	109		5182			3326	100	0	0	23608	0	0	0	4397	4	0	6321	113	312	1993	1661	318	0	3331	3283	5305	6845	390	2								0	2			0	0	100	0	318	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		2148		0	20	0	0	0	0	0	0	0	610	0	0	0	0	0			0	0	0			0	0	525			0		
411062																																																																												0	3294	0		5257			3873	0	0	0	31514	0	0	0	9608	8	0	6515	58	110	3246	3234	2959	0	4792	1555	5411	7444	1881	711								0	0			0	0	275	0	4206	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	2548	0	0	0	0	0			0	0	0			0	0	2445			0	0	
411174																																																																												0	800	1927		0			81	11	0	0	29080	0	0	0	21389	124	14846	2868	1294	8451	260	175	2772	8141	411	2371	251	51	1868	2704								0	29			0	0	493	1382	0	2431			0			677	0																							0	0	0	0	0	0	0	0	0	0	0	0		208		0	13	0	0	0	0	0	0	0	58	0	0	0	0	105			0	0				0	0	342			0		
411231																																																																												0	1053	33		1264			5672	0	0	1269	24752	0	0	0	2744	128	0	8949	133	376	557	828	849	0	3150	5290	4902	5447	2727	211								0	0			0	0	0	1235	0	6980			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	123	0	0	0	0	0	0	0	2531	0	0	0	0	0			0	0	0			0	0	1720			0	0	
411240																																																																												0	14039	0		14284			1593	350	0	22	36463	0	0	10	4161	276	3920	9581	69	271	446	268	2323	784	13021	8671	6195	1662	2138	430								0	0			0	0	686	14	575	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	7	0	0	0	0	0	0	0	61	0	0	0	0	0			0	0	0			0	0	395			0		
411473																																																																												0	869	4951	0	0	23431	0	23431	13534	0	0	619166	0	0	1334	271905	6956	154019	94423	14759	28516	29809	15320	21150	156321	71505	65662	58152	45645	98284	4603		0	0	0		0	0	0	0	0		0	0	34398	64129	74951	120574	0	0	0			14981	5727																							0	0	0	0	0	0	0	0	0	0	0	0		338060	2246	0	2246	0	0	0	0	0	0	0	0	0	170	0	1451	462	0	0	96	0	0			0	0	1222			0		
411512																																																																												0	6375	23991	0	296	116115	0	116115	23635	0	9818	427238	0	1441	1024	50444	2467	40714	11470	2260	2670	3382	6707	13137	21072	104376	11075	43027	73385	71782	73034		0	0	0		0	0	0	40	0		0	0	7057	19332	91590	74132	0	1441	0			523	693																							0	0	0	0	0	0	0	0	0	0	0	0	10770	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	54	0	228	0	14	0	0			0	0	307			228	161	
411549																																																																												0	10023	0		14094			516	0	0	18	30966	0	0	0	1111	0	0	13253	0	78	541	370	96	0	3859	9316	3412	6851	3845	2562								0	0			0	0	0	0	1174	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		8964		0	14	0	0	0	0	0	0	0	1816	0	0	0	0	0			0	0	0			0	0	2200			0		
411576																																																																												0	1153	908		579			4964	2145	0	38	45660	0	0	0	29349	596	7177	10154	7948	1593	10590	6542	1875	802	3539	5122	3903	2673	618	105								0	0			0	0	600	532	2593	1026			0			183	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	23607		0	2	0	0	0	0	0	0	0	497	0	0	0	0	0			0	0				0	0	678			0	0	
411624																																																																												0	17403	4375		5379			4914	2945	0	107	101372	0	4463	0	37876	626	4761	26419	1669	6610	6503	7380	7652	7324	9105	9035	9458	11905	21249	2058								0	0			0	0	828	12	18784	1545			0			465	387																							0	0	0	0	0	0	0	0	0	0	0	0	0	39032		0	0	0	0	0	0	0	0	0	1090	0	0	0	342	423			0	0	0			0	0	1025			0	0	
411651																																																																												0	10157	0		60265			5882	0	0	1599	84743	0	0	0	234	0	0	40161	2	1	17	8	206	0	34173	7772	15182	19883	5948	1551								0	0			0	0	0	0	1143	786			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		27407		0	0	0	0	0	0	0	0	0	3241	0	0	0	0	0			0	0	0			0	0	1436			0		
412153																																																																												0	50414	3122		58496			25418	79	0	0	194181	0	0	3938	20391	0	1651	62820	1411	379	1546	2272	14384	399	65944	12183	15107	28366	46693	5475								0	15			0	0	414	293	7611	21735			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	59883		0	262	0	0	0	0	0	0	0	3371	0	0	0	0	0			0	0	0			0	0	2560			0	0	
412452																																																																												0	2879	0		2999			7257	40	0	0	31757	0	0	132	3025	0	1704	10744	1719	529	183	176	278	0	2304	8083	4336	7222	6732	44								0	0			0	0	206	1783	3999	6217			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	78	0	0	0	0	0	0	0	2248	0	0	0	0	0			0	0	0			0	0	1026			0	0	
412555																																																																												0	13989	0		24686			13121	189	0	0	65263	0	1013	0	6317	0	0	25874	7	8	113	139	2424	3580	40538	1235	2619	1406	7368	5713								0	0			0	0	0	0	0	3083			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		39563		0	0	0	0	0	0	0	0	0	1043	0	0	0	0	0			0	0	0			0	0	1822			0		
412667																																																																												0	18986	0		22714			18287	0	0	0	80153	0	0	0	1953	539	133	27146	133	13	319	93	1395	0	38464	4630	5960	26740	2406	0								0	0			0	0	0	1087	14258	910			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		32430		0	54	0	0	0	0	0	0	0	265	0	0	0	0	0			0	0	0			0	0	1100			667		
412751																																																																												0	594	3882	3261	33	866750	0	866750	26912	0	66715	2834775	0	1649	0	859979	13665	703891	160182	12285	13932	16623	41612	334238	435018	1014821	54015	169968	306461	402890	24270		0	0	0		0	0	0	43622	0		0	0	77600	216667	385768	226805	1649	0	0			37	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	31626	0	34887	0	0	0	0	0	0	0	5326	0	0	1530	8143	5179	0	0	85	0	0			0	0	3921			0		
412845																																																																												0	76818	1202	0	31697	17365	0	17365	1014	0	226	225125	0	43	513	51927	1888	31668	45908	1593	3691	13058	11485	7732	13854	22468	31656	32267	40432	13292	32662		0	0	0		0	0	0	70	0		0	0	3959	378	8106	19484	0	43	0			85	56																							0	0	0	0	0	0	0	0	0	0	0	0	0	51647	105	0	105	0	0	0	0	0	0	0	6666	0	0	0	0	0	348	0	109	103	0			6	0	4177			348	0	
412872																																																																												0	0	0		0			0	629	0	26	31133	0	0	0	29261	11	0	280	0	16	159	1243	15563	12126	39	225	670	218	720	0								0	0			0	0	221	0	312	597			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	0	0	0	0	26	0	0	0	0	0			0	0				0	0	49			0	0	
413141																																																																												0	6850	38946	0	0	6826	0	6826	62939	0	0	1020607	0	0	0	770437	30598	168502	101694	23233	36847	43222	66824	160269	410694	25436	68728	24789	32582	63843	27194		0	0	0		0	0	0	0	9067		11205	7926	0	24112	26333	40881	0	0	0			2282	5750																							0	0	0	0	0	0	0	0	0	0	0	0		679104	3	0	3	0	0	0	0	0	0	0	0	0	89	0	254	50	0	0	89	51	0			0	38	12682			0		
413208		0	1858344	8922046	219448	21209834	8982343	1344125	161440	0	72248162	0	300257	18098667	68742	15156103	46845860	2354066	3017669	429467	589633	45069	9025	28317	0	0	1153515	687773	89522	797793	0	90603	62867	0	1783705	1039563	6233815	0	0	547506	0	0	0	547506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18260038	0	63	181358	27037	4070	0	0	0	0	0	357875	0	0		0	1858344	12144	210848	21182684	8553671		1344125	161440	0	71315587	0	0		18098667	68742	8088767		1722174	3603709	4263505	3203880	3955245	538185							37341			0	1153515			687773	89522					0	1783705	1039563	6233815			0			665835	442404	0	0	0	0	0	0	0	547506	0	0	0	0	0	0	0	0	0	0	547506	0	0	0													0		675225	7925853		0	0	0	0	0	0		63	0	0	0	0	0				0		0	0			198547	0	0		0	
413347																																																																												0	3254	0		929			4710	997	0	791	31639	0	0	0	13973	0	0	6769	371	1535	3575	4461	4031	0	960	3903	4207	6550	1706	340								0	0			0	0	455	474	171	3805			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	463	0	0	0	0	0			0	0				0	0	1617			0	0	
413543																																																																												0	29258	512		15331			8563	251	0	1556	88270	0	0	0	17616	1057	4187	16843	132	1266	2116	5350	7563	1189	11372	6946	10835	13827	13931	13742								288	26			0	0	1372	0	0	4095			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	5064		0	4	0	0	0	0	0	0	0	2665	0	0	0	0	0			0	0	0			0	0	5676			0	0	
413646																																																																												0	29557	2854	0	37819	60184	0	60184	4448	0	450	253251	0	0	0	48050	2216	2151	68176	1972	6423	21925	13927	1299	1544	28952	33139	71884	51106	6291	6784		0	0	0		0	0	537	414	0		0	0	3423	3515	35273	6732	0	0	0			35	225																							0	0	0	0	0	0	0	0	0	0	0	0	0	46621	669	0	669	0	0	0	0	0	0	0	5679	0	0	0	0	0	366	0	0	0	0			0	0	11431			366	0	
413673																																																																												0	2005	2327		792			8448	2492	0	244	106333	0	0	0	45433	3407	37872	8471	1693	4274	10131	13658	4361	10984	4066	9600	11089	19230	14523	1850								0	61			0	0	1188	2112	18338	13159			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		65095		0	23	0	0	0	0	0	0	0	5109	0	0	0	0	226			0	0				0	0	1195			0		
413730																																																																												0	892	591		1854			1275	0	0	114	10115	0	0	0	2961	130	0	4372	150	199	610	198	730	1073	2211	1817	706	680	1189	552								0	0			0	0	243	36	782	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	0	0	0	0	0	0	0	284	0	0	0	0	0			0	0	0			0	0	949			0	0	
413758																																																																												0	16841	0		32301			13646	0	0	26	88310	0	19	0	213	0	0	35691	56	2	36	39	80	0	36013	9965	22444	13364	3332	2696								0	0			0	0	0	0	0	17501			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		19288		1820	48	0	0	0	0	0	0	0	2619	0	0	0	0	0			0	0	0			0	0	3276			0		
413851																																																																												0	2022	0		15044			2058	0	0	15	20994	0	0	0	345	0	0	17018	0	0	11	15	187	132	16830	188	614	2230	367	420								24	0		0	0	0	0	0	0	905			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	123	0	0	0	0	0	0	0	261	0	0	0	0	0			0	0	0			0	0	197			301		
414102																																																																												0	0	8577		32			16655	0	0	0	218175	0	0	0	106362	41862	0	55700	2280	7174	24258	45290	20729	4000	35309	10937	12596	25544	24216	0								0	0			0	0	6177	3943	19654	10182			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	102	0	0	0	0	0	0	0	2027	0	0	0	0	0			0	0				0	0	2602			0		
414652																																																																												0	17316	196		28458			12449	0	0	0	77054	0	371	1281	5121	7	264	33557	289	206	738	431	2466	533	22517	12012	6350	12855	11685	2974								830	0			0	0	7	135	2522	576			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	20093		0	269	0	0	0	0	0	0	0	4945	0	0	0	0	0			0	0	0			0	0	3852			0	0	
414764																																																																												0	7882	4718	0	7026	18814	0	18814	470	0	0	196651	124	0	0	46606	697	1249	45548	851	4951	8375	7675	14280	10474	50836	30567	21421	22533	16345	6591		0	0	0		0	0	0	26	0		0	0	7859	18030	29960	32030	0	0	0			0	312																							0	48630	0	0	3728	80	0	127	0	0	0	0	0	160996	254	0	254	0	0	0	0	0	0	0	10199	0	0	0	0	0	0	0	0	0	0			0	0	12204			0	0	
414858																																																																												0	12885	696		7719			12255	0	0	0	106928	97	0	0	44079	698	38872	17055	386	5297	5038	1442	9805	21895	9930	11291	8985	7966	14209	10553								0	0			0	0	1474	5838	7651	6530			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		99824		0	83	0	0	0	0	0	0	0	1542	0	0	0	0	0			0	0				0	0	5575			0		
415770																																																																												0	0	846		0			0	0	0	0	82225	0	0	0	75187	736	10	1836	407	884	2696	6116	39673	25411	14	531	888	2096	3500	0								0	0			0	0	0	832	1889	818			0			200	0																							0	0	0	0	0	0	0	0	0	0	0	0		75920		0	0	0	0	0	0	0	0	0	1443	0	0	0	0	0			0	0				0	0	474			0		
415855																																																																												0	3136	0		5914			962	0	0	0	11290	0	0	0	218	0	0	9028	50	11	50	107	0	0	8092	875	1287	513	214	0								0	0			0	0	0	0	349	362			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	132	0	0	0	0	0			0	0	0			0	0	217			0	0	
416245																																																																												296	130269	415574	295	51641	647252	749	648001	215170	0	89500	4135667	0	0	21888	1040585	52909	765575	282692	288354	141933	145113	212252	164962	84536	853766	345969	693643	807358	337410	38948		0	296	0		0	0	0	1007	8556		2180	1542	38244	159314	533939	704821	0	0	0			5427	970	916	61	711	266731	626	41	11847	10622	0	0	1212	940	61	755	267475	916	41	12615	13025	0	0	3869	943610	956969	10348	246580	249261	2033	710	772	32	28851	29322	152		3045864	41055	2000	41350	0	0	0	0	0	0	0	6095	351	0	0	1234	3481	157	0	3	0	0	0	0	0	0	4952	3	3	157		
416272																																																																												0	0	375		0			1665	1444	0	0	44654	0	0	0	32378	466	7025	1105	221	4805	2601	1997	10336	11996	1491	1477	3124	1201	3723	1242								0	28			0	0	1421	488	5727	0			0			1364	341																							0	0	0	0	0	0	0	0	0	0	0	0	0	25305		0	12	0	0	0	0	0	0	0	201	0	0	0	0	0			0	0				0	0	449			0	0	
416339																																																																												0	22205	52		17888			4686	545	0	0	66079	0	1280	0	11896	108	1349	9411	1085	895	3090	4846	396	1477	7431	8978	6704	13723	7875	9472								0	0			0	0	1336	0	18	5293			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	26612		0	459	0	0	0	0	0	0	0	219	0	0	0	0	0			0	0	0			0	0	94			0	0	
416357																																																																												0	13167	0		16908			4475	0	0	0	38025	0	0	0	306	0	0	18401	59	113	10	124	0	0	15308	3093	10275	8345	345	178								0	0			0	0	0	0	1102	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	2067	0	0	0	0	0			0	0	0			0	0	0			0	0	
416656																																																																												0	51513	94		11814			12716	470	0	0	182052	0	33281	0	40382	1132	23083	19342	1373	6563	13533	2651	12488	3617	6029	20014	26605	32168	32573	23966								108	20			0	0	1954	5569	2965	12134			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	718	0	0	0	0	0	0	0	4631	0	0	0	0	0			0	0	0			0	0	2551			0	0	
416674																																																																												0	3093	6888	0	0	13875	0	13875	6912	0	0	269844	0	0	433	86722	1786	24398	51794	4275	9822	24512	12688	9506	25051	14050	36404	40761	43165	45426	2047		0	0	0		0	0	437	228	0		0	0	18678	18562	72819	35478	0	0	0			505	179																							0	0	0	0	0	0	0	0	0	0	0	0		102229	2627	0	2627	0	0	0	0	0	0	0	396	0	176	0	0	1174	87	0	0	0	0			0	0	1343			87		
416973																																																																												0	489	694		0			415	5620	0	0	44488	0	0	0	32727	505	8203	1292	635	4482	981	986	2697	22136	3679	377	1017	3687	1449	1296								19	69			0	0	1067	1017	0	1111			0			25	0																							0	0	0	0	0	0	0	0	0	0	0	0		27636		0	3	0	0	0	0	0	0	0	519	0	0	0	0	0			0	0				0	0	233			0		
417626																																																																												0	0	15134	0	0	48677	0	48677	4359	0	0	440927	0	0	0	224886	2437	0	82826	6896	1924	10996	15538	150491	34662	63599	10407	47465	53278	29685	420		0	0	0		0	0	0	1	0		0	0	27512	17433	52671	40257	0	0	0			2455	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	7	0	7	0	0	0	0	0	0	0	4138	0	0	0	4778	1738	0	0	0	0	0			0	0	3415			0		
417710																																																																												0	826	395		81			3065	226	0	101	40007	0	0	0	19567	123	17510	5935	827	3413	257	269	3411	11287	10752	3265	1612	1545	1740	1317								0	0			0	0	597	226	7726	3123			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	19567		0	22	0	0	0	0	0	0	0	1301	0	0	0	0	0			0	0				0	0	2628			0	0	
