"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	46	62													20	3													true	true	
242	102	89													64	95	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			36	1563	27	2754	22	8864	37	830	10	1234	4	985			9	422	2	203	1	374	36	466	1	134	0	0	false	false	
354			3	88	0	0	1	100	27	464	1	199	0	0			6	209	4	352	0	0	37	599	0	0	0	0	false	false	
457			14	464	12	1656	4	1634	51	1274	6	551	15	5992			15	521	13	1859	5	1449	43	927	7	772	7	1309	false	false	
505			10	567	36	4281	42	15641	208	5042	46	4228	25	7861															false	false	
1155			37	1502	40	4865	46	14591	220	4633	41	4079	41	10458			13	489	11	1540	7	2661	56	1249	12	1527	8	2195	false	false	
1351			141	3555	27	3223	25	8464	200	3594	32	3741	15	5647			62	2143	20	2605	11	2997	135	2735	11	1287	4	1192	false	false	
1454			34	1446	59	6521	51	18375	418	6521	52	4239	30	7569			4	138	5	647	10	3275	56	1253	11	1162	6	1165	false	false	
