"IDRSSD"	RCFD2221	RCFD3210	RCFD3792	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFDA221	RCFDB503	RCFDB504	RCFDB505	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDC227	RCFDC228	RCFDF264	RCFDL136	RCFDL137	RCFDL138	RCON2221	RCON3210	RCON3792	RCON4336	RCON5306	RCON5310	RCON5311	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCONA221	RCONB503	RCONB504	RCONB505	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONC227	RCONC228	RCONF264	RCONL136	RCONL137	RCONL138	
2161																																				0	15615	16069	0	0	752	752	0	0.1213	0.2312	0.2204	0.0000	0.0000	0.0000	15317	752	298	0	0	0	0	0	0	0	0	0	0	0	0	15317	0	0	126290	0	126290	
2376																																				0	458036	489137	927	0	31359	31359	0	0.1439	0.1788	0.1674	0.0000	0.0000	0.0000	457778	31359	-669	0	0	0	0	0	0	0	0	0	0	0	0	457778	0	0	3182955	-927	3182028	
2554																																				0	1300	1072	0	0	103	103	0	0.075268	0.131389	0.118765	0	0	0	969	103	42	0	0	0	0	0	0	289	0	0	0	0	0	969	0	0	13163	0	12874	
2732																																				0	80914	82682	0	0	3242	3242	0	0.1470	0.2508	0.2410	0	0	0	79440	3242	362	0	0	0	0	0	0	1112	0	0	0	0	0	79440	0	0	541377	0	540265	
2750																																				0	5958	6645	0	0	603	603	0	0.1018	0.1383	0.1258	0	0	0	6042	603	-141	57	0	0	0	0	0	0	0	0	0	0	0	6042	0	0	59327	0	59327	
3177																																				9	102096	101526	-8	0	3279	3288	0	0.095392	0.190704	0.184528	0	0	0	98238	3288	-1336	5	0	0	0	0	0	5197	0	0	0	0	0	98238	0	0	1035027	0	1029830	
3252																																				0	22887	23726	0	0	1334	1334	0	0.1290	0.2246	0.2120	0.0000	0.0000	0.0000	22392	1334	495	0	0	0	0	0	0	0	0	0	0	0	0	22392	0	0	173537	0	173537	
3458																																				0	3592	3999	0	0	335	335	0	0.095618	0.149540	0.137013	0.000000	0.000000	0.000000	3664	335	-72	0	0	0	0	0	0	0	0	0	0	0	0	3664	0	0	38319	0	38319	
3720																																				0	31475	33302	0	0	1641	1641	0	0.145143	0.239002	0.227224	0.000000	0.000000	0.000000	31661	1641	-186	0	0	0	0	0	0	0	0	0	0	0	0	31661	0	0	218137	0	218137	
3971																																				3	107670	97224	0	0	6850	6853	6342	0.133624	0.179925	0.167243	0	0	0	90371	6853	389	0	0	0	0	0	0	10509	6	-53	0	0	0	96772	0	0	693609	-442	676310	
4156																																				0	22037	22144	0	0	1932	1932	0	0.098745	0.143287	0.130786	0	0	0	20212	1932	42	0	0	0	0	0	0	1783	0	0	0	0	0	20212	0	0	206471	0	204688	
4231																																				0	14571	15919	0	0	726	726	0	0.1350	0.2399	0.2290	0.0000	0.0000	0.0000	15193	726	-622	0	0	0	0	0	0	0	0	0	0	0	0	15193	0	0	112516	0	112516	
4437																																				0	27754	27831	50	0	1888	1888	1564	0.1048	0.1847	0.1721	0	0	0	25943	1888	197	0	0	0	0	0	0	0	0	0	0	0	0	27507	0	0	249003	0	247439	
4839																																				0	35859	39524	0	0	3210	3210	0	0.109043	0.155300	0.142687	0	0	0	36314	3210	-455	0	0	0	0	0	0	0	0	0	0	0	0	36314	0	0	333024	0	333024	
5069																																				211	161140	162311	0	0	4392	4603	0	0.406753	0.474025	0.460582	0.000000	0.000000	0.000000	157708	4603	3432	0	0	0	0	0	0	0	0	0	0	0	0	157708	0	0	387724	0	387724	
5135																																				0	50700	53503	0	0	3809	3809	0	0.1214	0.1757	0.1632	0.0000	0.0000	0.0000	49694	3809	-36	0	0	0	0	0	0	1042	0	0	0	0	0	49694	0	0	410406	0	409364	
5210																																				2	93962	103025	-2433	0	9229	9231	0	0.0894	0.1407	0.1281	0.0000	0.0000	0.0000	93794	9231	2601	0	0	0	0	0	0	0	0	0	0	0	0	93794	0	0	1047139	2433	1049572	
5461																																				0	47406	53090	0	0	4435	4435	0	0.097612	0.149638	0.137138	0.000000	0.000000	0.000000	48655	4435	-1249	0	0	0	0	0	0	0	0	0	0	0	0	48655	0	0	498453	0	498453	
5751																																				0	30422	28890	0	0	1492	1492	0	0.147911	0.209995	0.199150	0	0	0	27398	1492	1509	0	0	0	0	0	0	1515	0	0	0	0	0	27398	0	0	186748	0	185233	
6039																																				0	7809	8346	0	0	739	739	292	0.0901	0.1425	0.1299	0.0000	0.0000	0.0000	7607	739	-90	0	0	0	0	0	0	0	0	0	0	0	0	7899	0	0	84692	0	84400	
6141																																				0	5729	6100	0	0	371	371	0	0.0976	0.2060	0.1934	0.0000	0.0000	0.0000	5729	371	0	0	0	0	0	0	0	0	0	0	0	0	0	5729	0	0	58693	0	58693	
6329																																				0	42650	47343	0	0	4858	4858	0	0.088110	0.122261	0.109715	0.000000	0.000000	0.000000	42485	4858	165	0	0	0	0	0	0	0	0	0	0	0	0	42485	0	0	482180	0	482180	
7009																																				799	59737	58458	0	0	0	799	0	0.0928	0.1520	0.1499	0.0000	0.0000	0.0000	57659	799	2078	0	0	0	0	0	0	0	0	0	0	0	0	57659	0	0	621592	0	621592	
7045																																				0	18672	19346	0	0	1025	1025	0	0.0967	0.2097	0.1986	0.0000	0.0000	0.0000	18321	1025	351	0	0	0	0	0	0	0	0	0	0	0	0	18321	0	0	189521	0	189521	
7072																																				0	31890	28406	0	0	1436	1436	3353	0.163002	0.247407	0.234900	0	0	0	26970	1436	-36	0	0	0	0	0	0	1458	0	-145	0	0	0	30468	0	0	170414	-145	165458	
7157																																				0	4738	4942	0	0	202	202	0	0.102199	0.185205	0.177635	0.000000	0.000000	0.000000	4740	202	-2	0	0	0	0	0	0	0	0	0	0	0	0	4740	0	0	46380	0	46380	
7456																																				0	5671	6059	0	0	521	521	0	0.0792	0.1166	0.1065	0.0000	0.0000	0.0000	5538	521	133	0	0	0	0	0	0	0	0	0	0	0	0	5538	0	0	69940	0	69940	
7634																																				0	6865	7436	0	0	534	534	0	0.115903	0.176451	0.163780	0.000000	0.000000	0.000000	6902	534	-37	0	0	0	0	0	0	0	0	0	0	0	0	6902	0	0	59550	0	59550	
8033																																				0	21647	22704	0	0	1025	1025	0	0.105372	0.159668	0.152460	0.000000	0.000000	0.000000	21679	1025	-32	0	0	0	0	0	0	0	0	0	0	0	0	21679	0	0	205737	0	205737	
8462																																				0	17973	18480	0	0	578	578	0	0.1003	0.2613	0.2532	0.0000	0.0000	0.0000	17902	578	71	0	0	0	0	0	0	0	0	0	0	0	0	17902	0	0	178429	0	178429	
8631																																				0	6789	7334	0	0	442	442	0	0.105961	0.190900	0.179395	0.000000	0.000000	0.000000	6892	442	-103	0	0	0	0	0	0	0	0	0	0	0	0	6892	0	0	65043	0	65043	
9357																																				0	78793	54806	0	0	3252	3252	0	0.1286	0.1962	0.1845	0	0	0	51554	3252	-119	0	0	0	0	0	0	27358	0	0	0	0	0	51554	0	0	428385	0	401027	
9553																																				0	11831	13338	0	0	951	951	0	0.0770	0.1211	0.1125	0.0000	0.0000	0.0000	12387	951	-675	119	0	0	0	0	0	0	0	0	0	0	0	12387	0	0	160782	0	160782	
9807																																				0	240326	322295	0	0	25367	25367	0	0.136742	0.161705	0.148978	0.000000	0.000000	0.000000	296928	25367	-56602	0	0	0	0	0	0	0	0	0	0	0	0	296928	0	0	2171445	0	2171445	
9955																																				0	15767	16723	0	0	1041	1041	0	0.125534	0.201949	0.189378	0	0	0	15682	1041	85	0	0	0	0	0	0	0	0	0	0	0	0	15682	0	0	124922	0	124922	
10250																																				0	34409	31795	0	0	3028	3028	5287	0.082729	0.132382	0.119774	0	0	0	28767	3028	355	0	0	0	0	0	0	0	0	0	0	0	0	34054	0	0	353014	0	347727	
10849																																				0	27100	28892	0	0	1541	1541	0	0.1080	0.1977	0.1871	0.0000	0.0000	0.0000	27351	1541	-945	0	0	0	0	0	0	694	0	0	0	0	0	27351	0	0	253959	0	253265	
11145																																				0	19378	20404	0	0	1668	1668	0	0.0976	0.1530	0.1405	0.0000	0.0000	0.0000	18736	1668	192	0	0	0	0	0	0	450	0	0	0	0	0	18736	0	0	192410	0	191960	
11275																																				0	137273	147048	0	0	13692	13692	0	0.096959	0.134574	0.122044	0	0	0	133356	13692	-26	0	0	0	0	0	0	3939	4	0	0	0	0	133360	0	0	1379309	26	1375392	
11640																																				0	39519	42100	0	0	2745	2745	0	0.1082	0.1652	0.1544	0.0000	0.0000	0.0000	39355	2745	164	0	0	0	0	0	0	0	0	0	0	0	0	39355	0	0	363632	0	363632	
11837																																				0	11595	11796	0	0	546	546	1460	0.121535	0.273537	0.260876	0	0	0	11250	546	-1115	0	0	0	0	0	0	0	0	0	0	0	0	12710	0	0	94026	0	92566	
12030																																				0	47123	49960	0	0	2813	2813	0	0.1451	0.2276	0.2148	0.0000	0.0000	0.0000	47147	2813	-24	0	0	0	0	0	0	0	0	0	0	0	0	47147	0	0	324958	0	324958	
12142																																				0	20773	23443	-1365	0	1471	1471	0	0.104477	0.187309	0.175556	0.000000	0.000000	0.000000	21972	1471	166	0	0	0	0	0	0	0	0	0	0	0	0	21972	0	0	210304	0	210304	
12179																																				0	7034	7217	0	0	291	291	104	0.183014	0.310823	0.298290	0	0	0	6926	291	4	0	0	0	0	0	0	0	0	0	0	0	0	7030	0	0	37948	0	37844	
12245																																				0	13156	10184	0	0	142	142	0	0.083830	0.143289	0.141291	0	0	0	10042	142	174	0	0	0	0	0	0	2940	0	0	0	0	0	10042	0	0	122730	0	119790	
12311	93	5926366	6783383	-170295	156100	664543	820736	0	0.094904	0.127670	0.112223	0.000000	0.000000	0.000000	5962647	820736	-10582	0	0	0	0	0	383065	513857	12663	-1141	0	0	0	5976451	0	0	63355641	-1141	62827980																																				
12647																																				0	11345	12193	0	0	848	848	0	0.1233	0.1801	0.1676	0.0000	0.0000	0.0000	11345	848	0	0	0	0	0	0	0	0	0	0	0	0	0	11345	0	0	92020	0	92020	
12656																																				0	1643	1771	0	0	128	128	0	0.0905	0.1763	0.1635	0.0000	0.0000	0.0000	1643	128	0	0	0	0	0	0	0	0	0	0	0	0	0	1643	0	0	18153	0	18153	
12937																																				0	31315	33226	0	0	1911	1911	0	0.158934	0.214017	0.201708	0.000000	0.000000	0.000000	31315	1911	0	0	0	0	0	0	0	0	0	0	0	0	0	31315	0	0	197031	0	197031	
12946																																				139	100750	97128	0	0	8185	8324	0	0.101863	0.149402	0.136598	0.000000	0.000000	0.000000	88804	8324	1987	0	0	0	0	0	0	9959	0	0	0	0	0	88804	0	0	881758	0	871799	
12955																																				0	13488	14717	0	0	1229	1229	0	0.1001	0.1401	0.1284	0.0000	0.0000	0.0000	13488	1229	0	0	0	0	0	0	0	0	0	0	0	0	0	13488	0	0	134761	0	134761	
13103																																				13239	222196	217214	-2043	0	11574	24813	0	0.127200	0.182056	0.161259	0.000000	0.000000	0.000000	192401	24813	20544	0	0	0	0	0	0	11294	0	0	0	0	0	192401	0	0	1523879	0	1512585	
13251																																				0	4419	4608	0	0	202	202	0	0.110385	0.186642	0.178460	0	0	0	4406	202	13	0	0	0	0	0	0	0	0	0	0	0	0	4406	0	0	39915	0	39915	
13457																																				0	6163	6307	0	0	163	163	0	0.2536	0.4845	0.4720	0.0000	0.0000	0.0000	6144	163	19	0	0	0	0	0	0	0	0	0	0	0	0	6144	0	0	24227	0	24227	
14052																																				0	7274	7698	0	0	469	469	0	0.1247	0.1985	0.1864	0.0000	0.0000	0.0000	7229	469	45	0	0	0	0	0	0	0	0	0	0	0	0	7229	0	0	57970	0	57970	
14155																																				0	16040	17566	0	0	1575	1575	0	0.1038	0.1397	0.1272	0.0000	0.0000	0.0000	15991	1575	49	0	0	0	0	0	0	0	0	0	0	0	0	15991	0	0	154004	0	154004	
14650																																				0	3257	3437	0	0	270	270	0	0.100291	0.160121	0.147543	0.000000	0.000000	0.000000	3167	270	0	0	0	0	0	0	0	90	0	0	0	0	0	3167	0	0	31668	0	31578	
14753																																				0	4272	4514	0	0	345	1322	0	0.071393	0.163895	0.115896	0	0	0	3192	1322	103	0	0	0	0	977	0	0	0	0	977	0	0	3192	0	0	44710	0	44710	
14865																																				0	30596	33766	0	0	3289	3289	0	0.099372	0.128382	0.115877	0	0	0	30477	3289	119	0	0	0	0	0	0	0	0	0	0	0	0	30477	0	0	306696	0	306696	
14977																																				0	8159	8418	0	0	354	354	0	0.1622	0.2398	0.2298	0.0000	0.0000	0.0000	8064	354	95	0	0	0	0	0	0	0	0	0	0	0	0	8064	0	0	49720	0	49720	
16458																																				0	35314	36974	0	0	2214	2214	0	0.118110	0.209060	0.196542	0.000000	0.000000	0.000000	34760	2214	554	0	0	0	0	0	0	0	0	0	0	0	0	34760	0	0	294301	0	294301	
16551																																				0	24689	25330	0	0	2302	2302	0	0.093355	0.131188	0.119265	0	0	0	23028	2302	468	0	0	0	0	0	0	1063	130	0	0	0	0	23158	0	0	247863	0	246670	
16748																																				0	7499	7835	0	0	497	497	0	0.1102	0.1973	0.1848	0.0000	0.0000	0.0000	7338	497	125	0	0	0	0	0	0	0	36	0	0	0	0	7374	0	0	66624	0	66588	
16944																																				0	3197	3547	-391	0	194	194	120	0.090460	0.227737	0.215281	0	0	0	3353	194	115	0	0	0	0	0	0	0	0	0	0	0	0	3473	0	0	37186	0	37066	
16953																																				0	4924	5282	0	0	81	81	0	0.1454	0.2789	0.2746	0.0000	0.0000	0.0000	5201	81	-277	0	0	0	0	0	0	0	0	0	0	0	0	5201	0	0	35781	0	35781	
17110																																				0	16825	17135	0	0	310	310	0	0.1430	0.1576	0.1547	0.0000	0.0000	0.0000	16825	310	0	0	0	0	0	0	0	0	0	0	0	0	0	16825	0	0	117648	0	117648	
17147																																				0	753481	613006	-8554	0	53675	53675	0	0.1043	0.1432	0.1306	0.0000	0.0000	0.0000	559331	53675	11248	0	0	0	0	125	0	191165	166	0	0	0	0	559497	0	0	5555435	0	5364104	
17259																																				0	5737	5624	0	0	229	229	0	0.082007	0.134849	0.129358	0	0	0	5395	229	342	0	0	0	0	0	0	0	0	0	0	0	0	5395	0	0	65787	0	65787	
17464																																				4	300557	180286	0	0	20990	20994	51845	0.0725	0.1074	0.0949	0.0000	0.0000	0.0000	159292	20994	1115	0	0	0	0	0	0	88076	229	0	0	0	0	211366	0	0	2335858	0	2195708	
17950																																				0	34267	34613	0	0	2608	2608	0	0.0876	0.1665	0.1539	0	0	0	32005	2608	1060	0	0	0	0	0	0	1202	0	0	0	0	0	32005	0	0	366417	0	365215	
17978																																				0	105346	106763	0	0	1417	1417	0	0.316639	0.951499	0.938871	0	0	0	105346	1417	0	0	0	0	0	0	0	0	0	0	0	0	0	105346	0	0	332701	0	332701	
18050																																				0	48366	49418	0	0	3050	3050	0	0.105100	0.202372	0.189882	0.000000	0.000000	0.000000	46368	3050	1722	0	0	0	0	0	0	276	0	0	0	0	0	46368	0	0	441455	0	441179	
18135																																				0	20733	22058	0	0	1137	1137	0	0.0827	0.1585	0.1503	0.0000	0.0000	0.0000	20921	1137	-188	0	0	0	0	0	0	0	0	0	0	0	0	20921	0	0	252878	0	252878	
18377																																				0	4297	4332	0	0	182	182	0	0.080423	0.250115	0.239607	0	0	0	4150	182	147	0	0	0	0	0	0	0	0	0	0	0	0	4150	0	0	51602	0	51602	
18827																																				0	46047	49363	-738	0	3232	3232	0	0.105900	0.168121	0.157113	0.000000	0.000000	0.000000	46131	3232	-341	789	0	0	0	0	0	206	0	0	0	0	0	46131	0	0	435816	0	435610	
18836																																				0	15254	16600	0	0	1315	1315	0	0.1030	0.1584	0.1459	0.0000	0.0000	0.0000	15285	1315	-31	0	0	0	0	0	0	0	0	0	0	0	0	15285	0	0	148337	0	148337	
18854																																				0	43306	45979	0	0	4562	4562	0	0.092084	0.120123	0.108204	0	0	0	41417	4562	29	0	0	0	0	0	0	1860	0	0	0	0	0	41417	0	0	451632	0	449772	
19356																																				0	8018	9254	0	0	564	564	0	0.1096	0.2067	0.1941	0.0000	0.0000	0.0000	8690	564	-672	0	0	0	0	0	0	0	0	0	0	0	0	8690	0	0	79319	0	79319	
19730																																				395	260345	258961	0	0	23279	23674	22535	0.104249	0.140376	0.127543	0.000000	0.000000	0.000000	235287	23674	956	0	0	0	0	0	0	1313	254	0	0	0	0	258076	0	0	2281076	0	2256974	
19936																																				0	23070	24886	0	0	1985	1985	0	0.097600	0.157539	0.144973	0.000000	0.000000	0.000000	22901	1985	169	0	0	0	0	0	0	0	0	0	0	0	0	22901	0	0	234641	0	234641	
19972																																				0	15999	16379	0	0	380	380	0	0.1671	0.4531	0.4426	0.0000	0.0000	0.0000	15999	380	0	0	0	0	0	0	0	0	0	0	0	0	0	15999	0	0	95751	0	95751	
20053																																				0	9954	10319	0	0	835	835	571	0.120534	0.152159	0.139847	0	0	0	9484	835	-101	0	0	0	0	0	0	0	0	0	0	0	0	10055	0	0	79254	0	78683	
20512																																				0	10692	11550	0	0	560	560	0	0.1145	0.2581	0.2456	0.0000	0.0000	0.0000	10990	560	-298	0	0	0	0	0	0	0	0	0	0	0	0	10990	0	0	96010	0	96010	
20633																																				0	31381	34003	0	0	2699	2699	0	0.103999	0.157966	0.145428	0	0	0	31304	2699	-30	107	0	0	0	0	0	0	0	0	0	0	0	31304	0	0	301002	0	301002	
20857																																				0	20451	17666	0	0	443	443	0	0.070037	0.192789	0.187954	0	0	0	17223	443	3086	0	0	0	0	0	0	142	0	0	0	0	0	17223	0	0	246056	0	245914	
21256																																				0	1107	1153	0	0	63	63	0	0.104087	0.235210	0.222358	0	0	0	1090	63	17	0	0	0	0	0	0	0	0	0	0	0	0	1090	0	0	10472	0	10472	
21359																																				0	4931	4683	0	0	183	183	0	0.1330	0.1781	0.1712	0.0000	0.0000	0.0000	4500	183	70	0	0	0	0	0	0	361	0	0	0	0	0	4500	0	0	34197	0	33836	
21630																																				0	12046	11065	0	0	660	660	0	0.0973	0.1898	0.1785	0.0000	0.0000	0.0000	10405	660	1641	0	0	0	0	0	0	0	0	0	0	0	0	10405	0	0	106884	0	106884	
21658																																				0	14005	16196	0	0	1239	1239	0	0.094283	0.164126	0.151571	0.000000	0.000000	0.000000	14957	1239	-952	0	0	0	0	0	0	0	0	0	0	0	0	14957	0	0	158639	0	158639	
22048																																				0	17472	19266	0	0	1888	1888	0	0.090641	0.128023	0.115478	0.000000	0.000000	0.000000	17378	1888	94	0	0	0	0	0	0	0	0	0	0	0	0	17378	0	0	191723	0	191723	
22543																																				0	14656	15126	0	0	577	577	0	0.142925	0.323717	0.311368	0.000000	0.000000	0.000000	14549	577	-81	188	0	0	0	0	0	0	0	0	0	0	0	14549	0	0	101795	0	101795	
22552																																				0	8155	9076	0	0	973	973	0	0.0879	0.1166	0.1041	0.0000	0.0000	0.0000	8103	973	52	0	0	0	0	0	0	0	0	0	0	0	0	8103	0	0	92235	0	92235	
22730																																				0	13262	14102	0	0	788	788	0	0.0937	0.1578	0.1490	0.0000	0.0000	0.0000	13314	788	-52	0	0	0	0	0	0	0	0	0	0	0	0	13314	0	0	142064	0	142064	
22936																																				0	8749	10016	0	0	1244	1244	0	0.0556	0.1016	0.0890	0.0000	0.0000	0.0000	8772	1244	-23	0	0	0	0	0	0	0	0	0	0	0	0	8772	0	0	157649	0	157649	
23045																																				0	7077	8024	0	0	170	170	0	0.166307	0.497181	0.486647	0	0	0	7854	170	-777	0	0	0	0	0	0	0	0	0	0	0	0	7854	0	0	47226	0	47226	
23456																																				0	13060	13347	0	0	915	915	0	0.120115	0.165801	0.154435	0.000000	0.000000	0.000000	12432	915	628	0	0	0	0	0	0	0	0	0	0	0	0	12432	0	0	103501	0	103501	
23504																																				0	187375	200056	-1357	0	17193	17193	0	0.0847	0.1300	0.1188	0.0000	0.0000	0.0000	182863	17193	-5217	0	0	0	0	0	119	11205	0	0	0	0	0	182863	0	0	2170968	0	2159763	
23643																																				0	16803	19130	0	0	1149	1149	0	0.0971	0.1576	0.1481	0.0000	0.0000	0.0000	17981	1149	-1178	0	0	0	0	0	0	0	0	0	0	0	0	17981	0	0	185204	0	185204	
23755																																				0	16245	17149	0	0	1466	1466	0	0.091944	0.144038	0.131725	0.000000	0.000000	0.000000	15683	1466	433	0	0	0	0	0	0	0	129	0	0	0	0	15812	0	0	170700	0	170571	
