"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
17950	0	0					2120	0	231166					0	0	0			0	52225	0	0	0												
17978	58586	0					3355	126853	0					1345	0	0			5686	0	0	0	0												
18050	0	0					528	17662	176949					0	0	0			15697	71998	0	0	0												
18135	0	85846					341	0	85846					0	0	0			0	0	0	0	29309												
18827	0	0					5890	0	107892					20000	0	0			0	34100	10421	0	0												
18836	0	0					424	0	7291					4017	0	0			0	2732	0	0	0												
18854	0	0					1072	0	0					0	0	0			0	0		0	0										0		
19356	0	0					392	0	13543					0	0	0			0	4552	0	0	0												
19936	0	1999					629	13822	50746					7686	0	0			1049	2000	0	0	0												
19972	0	0					33	25899	0					0	0	0			25780	0	0	0	0												
20053	0	0					123	0	9631					0	0	0			0	4927	0	0	0												
20633	0	0					971	0	43883					9206	0	0			0	12124		0	0										789		
20857	0	4465					790	0	59595					15334	0	0			0	51805	0	0	0												
21256	0	0					56	0	2845					0	0	0			0	0	0	0	0												
21359	0	251					320	239	7293					24	0	0			0	2547	0	0	0												
21658	0	1512					737	0	24690					14994	0	0			0	11125	0	0	0												
22048	0	0					1103	0	34329					10999	0	0			0	17875		0	0										0		
22543	0	0					491	0	6846					0	0	0			0	1594		0	0										998		
22552	0	0					837	330	1115					4000	0	0			330	1004	0	0	0												
22730	0	0					350	0	83346					378	0	0			0	31329		0	5191										0		
23456	0	499					695	281	58260					369	0	0			281	32236	0	0	0												
23504	0	0					28469	139729	610706					376064	0	0			42512	30400		0	956										0		
23643	0	0					1237	0	69670					7080	0	0			0	39197	0	0	0												
23755	0	0					491	0	46001					0	0	0			0	19821	0	0	0												
24006	0	2996					6286	315531	64843					136372	3222	3222			5365	0		0	0										0		
24378	0	0					433	698	7834					0	0	0			698	767	0	0	0												
24453	0	0					1307	0	14001					0	0	0			0	0		0	0										0		
24659	3176	0					5	5251	0					0	0	0			1575	0	0	0	0												
24668	0	74792					5840	0	318425					0	0	0			0	211831	0	0	3573												
24949	0	0					1258	0	56127					0	0	0			0	884	0	0	0												
25357	0	0					3399	18484	24206					0	0	0			0	0	0	0	0												
25647	0	998					168	0	11310					3000	0	0			0	0	0	0	0												
26176	0	0					2916	0	13671					75000	0	0			0	0	0	0	0												
26457	0	7490					0	0	7490					0	0	0			0	0	0	0	0												
26765	0	0					9501	1224	121774					0	0	0			1122	4862	0	0	0												
27070	0	0					1646	0	113484					3000	0	0			0	34841		0	0										0		
27548	0	0					846	0	229806					10042	0	0			0	60068		0	0										2359		
27614	0	0					1730	0	172971					15000	0	0			0	55947	0	0	0												
27847	0	0					2165	241	134998					16208	0	0			0	58109	0	0	0												
28013	0	0					34217	8817	1059560					684319	10323	0			0	0		0	75000										214		
28152	0	1257					577	0	19933					757	0	0			0	7417		0	0										0		
28675	0	0					1132	0	78464					23000	0	0			0	3180	37	0	0												
28732	0	0					262	364	11809					0	0	0			364	6269	0	0	0												
29476	0	0					609	3925	1630					5000	0	0			3925	1630	0	0	0												
29636	0	0					2796	0	434146					8	0	0			0	60566		0	144503										0		
29878	0	0					3517	0	32282					30000	0	0			0	0	0	0	0												
30052	0	0					117	0	0					134	0	0			0	0	0	0	0												
30502	0	0					922	0	166228					0	0	0			0	43941		0	59125										18211		
30650	0	0					379	0	15937					0	0	0			0	8545		0	0										0		
30810								0	0						0	0																0	0	0	
31134	0	0					139	0	15768					0	0	0			0	12907	0	0	0												
31255	0	0					2865	0	108786					5900	0	0			0	55854	0	0	0												
31657	0	0					320	61483	0					0	0	0			0	0	0	0	0												
31826	0	0					999	0	40099					7000	0	0			0	28857		0	0										0		
31835	0	993					1885	2210	26930					15300	0	0			2210	11671	821	0	0												
32234	0	0					1663	0	159753					0	0	0			0	90026	0	0	0												
32766	0	0					24	0	4506					0	0	0			0	4502	0	0	0												
32971	0	0					1362	2	30832					20000	0	0			0	27484	0	0	0												
33147	0	0					2788	0	13267					15567	0	0			0	1597	0	0	0												
33259	0	47790					961	0	69347					0	0	0			0	5143	0	0	0												
33268	0	0					0	0	74937					0	0	0			0	35863	0	0	0												
33370	0	0					463	3454	0					3000	0	0			0	0	0	0	0												
33839	0	0					47	0	4389					0	0	0			0	3586	0	0	0												
33857	0	0					3161	0	64285					61506	0	0			0	29899	0	0	0												
34425	0	0					6907	0	80495					71726	0	0			0	16843	0	0	6322												
34434	0	0					1016	9210	19217					0	8	8			8085	4838	0	0	0												
34537	0	100					33887	273644	920811					80381	0	0			0	33855		0	118799										6422		
34555	0	1007					4190	0	92738					2299	0	0			0	58567	4	0	0												
34742	0	1994					2716	0	21305					10000	0	0			0	4304	0	0	0												
35057	0	1507					968	0	7658					0	0	0			0	3511		0	0										110		
35301	9512000	1815000	591000	107000	248000	6000	662000	35424000	31604000	11736000	147625000	0	133036000	8629000	2023000	1606000	38000	0	0	1820000		1926000	1330000	16639000	16238000	4559000	6139000	3837000	2522000	0	2957000	0	4000	0	
35570	0	0					273996	1102699	2644024					5445616	6290	6290			99273	0		0	447758										4997		
35646	0	0					1032	40	23890					0	0	0			40	22663	0	0	0												
35879	0	0					1257	0	24932					23441	0	0			0	7558	0	0	0												
36456	0	0					281	0	21196					0	0	0			0	10364		0	0										0		
36933	0	0					144	0	18009					0	0	0			0	7924	0	0	0												
37051	0	499					102	0	1456					2000	0	0			0	453	0	0	0												
37341	0	0					141	0	5150					6423	0	0			0	2615	8	0	0												
37435	0	0					1251	18212	397654					0	0	0			11886	36457		0	0										0		
37640	0	0					13968	0	845827					236909	3985	4353			0	317472		0	34123										0		
37659	0	0					44	3472	520					0	0	0			3472	0	0	0	0												
37949	0	4000					121	0	104106					2600	0	0			0	47366	0	0	7100												
38740	0	0					853	400	29075					18000	0	0			400	4599	0	0	0												
39327	6928	2001					467	19285	44720					0	0	0			3611	5154	0	0	0												
39756	0	8876					691	0	64791					13962	0	0			0	23446	0	0	4475												
40033	0	748					309	5	16807					0	0	0			0	6668	0	0	0												
40499	0	0					14876	27099	204132					271141	20103	20103			6951	0		0	0										0		
40855	0	0					735	0	12161					7296	0	0			0	11356	0	0	0												
41245	0	1198					45	395	9321					0	0	0			395	7674	0	0	533												
41553	0	0					343	14975	36297					0	0	0			14975	0	0	0	0												
41629	0	2585					562	0	11825					4781	0	0			0	1778		0	0										0		
41825	0	2003					392	0	37128					2484	0	0			0	9983	0	0	0												
41937	0	0					60	0	18250					0	0	0			0	8535	0	0	124												
41955	0	0					198	0	5809					3571	0	0			0	975	0	0	0												
42037	0	0					0	0	13187					0	0	0			0	8726	0	0	0												
42354	0	0					99	0	55119					0	0	0			0	9880		0	0										0		
42372	0	0					343	0	22623					0	0	0			0	0	0	0	0												
42420	0	0					11561	357890	811400					117732	0	0			41898	21185		0	76735										0		
42448	0	0					8743	0	139011					120475	0	0			0	104535	1083	0	0												
42457	0	0					690	6865	8567					2000	0	0			6865	0	959	0	0												
43052	0	0					332	0	19539					3900	0	0			0	9331	0	0	0												
43351	0	0					0	0	8167					9186	0	0			0	5296	0	0	0												
43856	0	0					965	3916	13369					0	0	0			3916	8471	0	0	0												
43959	0	0					232	0	111476					0	0	0			0	30467	0	0	0												
44040	0	0					1603	0	93909					0	0	0			0	40240	0	0	0												
44433	0	0					3143	0	52671					40000	0	0			0	2198		0	0										0		
44741	0	0					1643	0	101101					0	0	0			0	58724	420	0	0												
44750	0	0					995	0	15876					0	0	0			0	7980	0	0	0												
44929	0	16192					1237	0	29893					0	0	0			0	7758		0	0										0		
45038	0	0					99	538	52292					0	0	0			538	18526	0	0	16675												
45047	0	0					553	0	8125					0	0	0			0	0		0	0										0		
45056	0	0					208	7989	6380					0	0	0			7989	0	0	0	0												
45430	0	0					664	9400	26279					0	0	0			9400	0	0	0	0												
45458	0	0					736	0	30177					11722	0	0			0	11787	1645	0	0												
45551	0	12190					3052	0	103708					10000	0	0			0	18700		0	0										0		
45560	0	0					7191	123078	185589					0	0	0			11226	32508		0	0										3934		
45775	0	0					439	3449	7946					8000	0	0			408	2038	0	0	0												
46053	0	0					2594	0	44352					0	0	0			0	15898	0	0	0												
46941	0	0					527	2094	17049					8605	0	0			2094	4284	0	0	0												
47247	0	0					3195	0	39254					55100	351	267			0	15377	0	0	0												
47256	0	0					58	0	0					0	0	0			0	0	0	0	0												
47452	0	7652					36	0	8089					3285	0	0			0	0	0	0	0												
47500	0	0					2025	0	44979					32500	0	0			0	30122		0	0										22849		
48057	0	11744					178	0	31633					1500	0	0			0	9503	0	0	0												
48150	0	301					250	0	2748					0	0	0			0	836	7	0	0												
48374	0	0					10242	0	20463					98000	0	0			0	450		0	928										163		
48440	0	0					175	868	33356					3200	0	0			868	11502	0	0	0												
49054	0	0					974	0	14811					13922	0	0			0	1593	0	0	0												
49148	0	0					199	0	45181					0	0	0			0	10741		0	0										0		
49241	0	0					8661	44054	58280					18220	0	0			21090	14306	0	0	0												
49652	0	0					577	0	44137					10334	0	0			0	28701	0	0	0												
49858	0	0					1037	0	8263					0	0	0			0	4549	0	0	0												
49951	0	0					306	0	2450					0	0	0			0	0		0	0										0		
50144	0	0					346	50029	0					0	0	0			14076	0	0	0	0												
50461	0	0					0	0	0					0	0	0			0	0		0	0										0		
50872	0	0					2898	0	5087					28613	0	0			0	2146	0	0	0												
51253	0	0					1593	0	1600					19520	0	0			0	1585	0	0	0												
51356	0	0					0	0	7977					0	0	0			0	0		0	0										0		
51459	0	7030					2102	0	113702					0	0	0			0	31303	0	0	0												
51842	0	0					204	0	23032					2000	0	0			0	19472		0	0										12		
52719	0	0					6402	0	0					0	0	0			0	0	0	0	0												
52951	0	0					619	0	33931					661	0	0			0	16694		0	0										0		
53051	0	0					5	25211	0					0	0	0			1516	0	0	0	0												
53752	0	0					47	936	27851					0	0	0			0	5969	0	0	0												
54058	0	0					603	0	80445					6900	0	0			0	25213	0	0	0												
54656	0	6431					3511	0	744420					0	0	0			0	534771	0	0	0												
54973	0	5018					79240	132704	1210748					38000	0	0			0	28459		0	91190										0		
55336	0	2004					2077	0	44958					2726	0	0			0	15871		0	0										0		
55635	0	4212					258	0	9171					3470	0	0			0	0	0	0	0												
55653	0	0					188	0	32192					0	0	0			0	10236	0	0	5155												
55970	0	16342					547	0	40350					1400	0	0			0	0	0	0	0												
56258	0	0					8	0	52640					0	0	0			0	20822	0	0	0												
56351	0	0					9061	0	491556					1114	0	0			0	162624		0	0										0		
56548	0	2999					1482	0	52494					14000	0	0			0	0	34	0	0												
56717	0	0					3119	0	122715					53754	0	0			0	31170	0	0	0												
57040	0	500					226	0	14416					0	0	0			0	9765	0	0	0												
57451	0	30326					386	0	238672					7600	0	0			0	39317	0	0	7330												
58225	0	17023					644	0	54587					1000	0	0			0	18840	0	0	0												
58243	0	0					19732	363098	196766					0	0	0			6425	0		0	9868										0		
58355	0	0					116	0	0					1300	0	0			0	0	0	0	0												
58551	0	0					0	0	46722					0	0	0			0	29118	0	0	0												
58636	0	0					1472	35	71592					12000	0	0			0	23071	0	0	0												
58757	0	0					1707	0	20000					14523	0	0			0	2748	2	0	0												
58971	0	0					12272	663729	1281292					127536	0	0			3723	5366		0	343399										0		
59316	0	0					3136	0	211199					43202	0	0			0	79527		0	50582										0		
59352	0	0					118	0	122938					0	0	0			0	48726		0	0										0		
59370	0	2000					625	2149	15719					6000	0	0			0	3338	20	0	0												
59754	0	701					271	0	3011					500	0	0			0	2310	0	0	0												
60143	0	2796000	0	0	0	0	702000	0	12429000	60000	72343000	0	64790000	4975000	301000	258000			0	0		0	2000	0	1147000	0	8486000			0	0	0	47000	0	
60330	0	0					1830	0	77013					18193	0	0			0	6024	0	0	0												
60545	0	0					1254	0	56949					21000	0	0			0	32569		0	0										0		
60554	0	0					198	0	4863					852	0	0			0	4331		0	0										0		
60648	0	2992					764	3143	61588					0	0	0			3143	1858	0	0	0												
61122	0	0					4415	96604	122716					70000	0	0			16215	14512	0	0	50345												
61355	0	78206					2608	1294	220783					0	0	0			1294	20397	0	0	6259												
61476	0	0					6940	0	47774					38095	0	0			0	14793	0	0	0												
61757	0	8046					1302	2134	32999					0	0	0			1887	6249	0	0	0												
61832	0	3986					1209	0	105537					0	0	0			0	64919	0	0	0												
61953	0	0					247	3860	26594					0	0	0			3024	14345	0	0	0												
62044	0	0					401	0	3791					78	0	0			0	320	0	0	0												
62110	101	0					126	101	12661					0	0	0			0	0	12661	0	0												
62147	0	0					104	0	23670					0	0	0			0	12832	0	0	0												
62772	0	0					2988	0	41758					42173	0	0			0	21335		0	0										0		
63050	0	0					25	0	65737					0	0	0			0	25088		0	0										0		
63069	100	100246	0	0	0	0	65691	3849925	8385045	0	58193096	0	53045798	2235469	739428	28338	787033	1576	760757	3891		0	0	565470	95718	1736565	8183614	0	0	0	0	0	37993	0	
63201	0	0					121	4767	54389					0	0	0			3267	15658	0	0	0												
63573	0	0					4925	0	62820					46337	0	0			0	0	0	0	0												
63733	0	0					3713	0	234219					66476	0	0			0	111013	105	0	0												
63742	0	998					688	0	19047					14965	0	0			0	10547	0	0	0												
63751	0	0					56	0	1445					350	0	0			0	0	0	0	0												
64150	0	0					937	10144	59733					1440	0	0			10144	26004		0	0										0		
64552	0	0					546	0	18033					0	0	0			0	2656	0	0	0												
64730	0	1999					167	0	47365					0	0	0			0	1791	0	0	0												
65205	0	0					1774	37910	124261					0	0	0			0	2188		0	0										23657		
65513	0	0	0	0	0	0	375	76133	1128	0	409044	0	354372	68900					0	1128	0	0	0	0	0	0	0	33057		43076	0				
65559	0	42600					1	0	214615					0	0	0			0	35711	0	0	0												
65746	0	0					8724	0	47490					61339	0	0			0	797		0	2966										0		
65858	0	1999					735	0	316762					24	0	0			0	63161	0	0	0												
66154	0	0					1104	0	15987					3047	0	0			0	7244	0	0	0												
66275	0	0					540	0	22487					7500	0	0			0	8452		0	0										0		
66677	0	0					2657	0	2331					55746	0	0			0	0		0	0										0		
67142	0	0					1800	0	52884					15000	0	0			0	49070	0	0	0												
67151	0	0					2137	6174	126392					40783	0	0			0	52692	0	0	0												
67209	0	4991					4260	0	109580					96654	0	0			0	10263		0	1656										12120		
67254	0	0					0	0	111					0	0	0			0	0	0	0	0												
67656	0	0					953	20156	93798					0	0	0			8252	38546	966	0	0												
67870	0	0					400	0	23694					2867	0	0			0	0		0	0										0		
68448	0	0					315	0	17581					7000	0	0			0	16059	0	0	0												
68671	0	0					329	0	0					7000	0	0			0	0	0	0	0												
68756	0	0					1610	10000	66802					0	0	0			0	21585	0	0	0												
68831	0	0					381	148	35732					0	0	0			0	14390	0	0	0												
69333	0	0					4165	124264	196412					0	0	0			57198	32174		0	20674										0		
69678	0	19475					1314	1312	109345					0	0	0			1312	86342		0	15107										37		
70058	0	0					916	0	41912					3187	0	0			0	9310	0	0	0												
70218	0	0					323	0	2002					5000	0	0			0	0	0	0	0												
70414	0	0					3288	901	130894					405	0	0			901	47398	0	0	0												
70638	0	0					1307	0	34497					2784	0	0			0	31644	0	0	0												
70955	0	0					0	0	0					0	0	0			0	0		0	0										0		
71073	0	0					1327	2002	22619					25193	0	0			0	4162		0	0										0		
71318	0	0					5760	57491	65454					35432	0	0			35053	1705	0	0	0												
71457	0	19033					1690	343	74820					9134	0	0			343	24390	0	0	17460												
71859	0	0					83	0	4047					0	0	0			0	1405	0	0	0												
72258	0	0					0	0	368397					0	0	0			0	61158	0	0	0												
72351	0	0					38	0	30210					0	0	0			0	12574	0	0	0												
72454	0	0					273	15836	0					3000	0	0			15836	0	0	0	0												
72678	0	0					4549	495	249901					14250	0	0			0	0	27	0	0												
73116	0	0					740	0	104370					10000	0	0			0	11441	0	0	0												
73152	0	0					258	0	59542					0	0	0			0	24109	0	0	0												
73554	0	0					999	3378	10876					19492	0	0			3378	0	0	0	0												
73956	0	0					121	411	26487					0	0	0			411	5641	0	0	0												
74056	0	7088					321	0	26559					3413	0	0			0	961	0	0	0												
74140	0	0					17259	0	445529					245000	0	0			0	175576		0	32386										0		
74403	0	1999					3456	0	81018					65195	0	0			0	0		0	55030										0		
74449	6445	0					25	6445	0					0	0	0			0	0	0	0	0												
75259	0	0					554	502	0					10000	0	0			502	0		0	0										0		
75446	0	0					2718	1000	136907					35296	0	0			0	74965	0	0	0												
75455	0	18870					0	0	20340					0	0	0			0	0		0	0										0		
75558	0	0					1331	0	4535					0	0	0			0	156	0	0	0												
75633								0	0						0	0	0	0										0	0			0	0	0	
75651	0	0					303	0	9627					0	0	0			0	3873	3834	0	0												
76153	0	0					368	1425	0					700	0	0			676	0	0	0	0												
76443	0	0					1373	0	23563					1540	0	0			0	5776	0	0	0												
76854	0	0					613	0	22793					9500	0	0			0	21639	0	0	0												
77150	0	0					299	195	3763					5613	0	0			195	0	0	0	0												
77253	0	0					1268	2417	50502					0	0	0			949	36847	0	0	0												
77422	0	0					1123	0	23924					17000	0	0			0	0	0	0	0												
77851	0	0					11649	67684	246823					30204	0	0			67684	19153	0	0	11672												
78157	250	0					100	7007	0					0	0	0			0	0	0	0	0												
78241	0	0					202	0	13069					0	0	0			0	4531	0	0	0												
78559	0	0					269	0	10233					750	0	0			0	4586	0	0	0												
79042	0	13978					268	0	100566					2377	0	0			0	6749	0	0	83986												
79127	0	1500					270	0	17789					2830	0	0			0	5090	0	0	0												
79145	0	0					1302	0	14745					22084	0	0			0	2730	0	0	0												
79257	0	0					0	0	250					0	0	0			0	0	0	0	0												
79855	0	14091					196	1147	21994					0	0	0			1147	595	0	0	0												
80150	0	0					442	0	105063					93	0	0			0	46269	0	0	0												
80374	0	9999					1768	0	31141					0	0	0			0	7925	3	0	0												
80431	0	0					519	0	14467					0	0	0			0	1368		0	0										0		
81175	0	0					1046	267	7199					13074	0	0			200	0	0	0	0												
82033	0	0					980	0	37717					10000	0	0			0	3856	0	0	0												
82257	0	504					102	0	2874					0	0	0			0	1048	0	0	0												
82350	0	0					195	9	13997					48	0	0			0	1642	0	0	0												
82659	0	0					316	0	14833					1184	0	0			0	566		0	0										24		
83151	0	2009					716	0	8766					8000	0	0			0	716	0	0	0												
83236	25995	12027					0	25995	12027					0	0	0			0	0	0	0	0												
83375	0	0					1443	0	251903					11687	893	0			0	175009		0	0										1553		
83638	0	0					70172	77611	1484208					1170000	0	0			0	46760	23957	0	0												
83834	0	0					891	0	31707					2037	0	0			0	13366	0	0	0												
83852	0	0					44	0	13572					0	0	0			0	6908	0	0	0												
83955	0	0					172	345	3665					1433	0	0			345	1445	0	0	0												
84046	0	3186					295	0	30242					5691	0	0			0	12571	0	0	0												
84541	0	0					2695	72938	73595					35085	0	0			72688	0	0	0	849												
84804	0	0					111	0	27287					0	0	0			0	11777	0	0	0												
85052	0	0					844	0	132910					0	0	0			0	18968		0	0										0		
85454	0	0					0	0	16400					0	0	0			0	15527	0	0	0												
85472	0	997					62403	818252	127308					544731	0	0			134622	1251		0	65067										18562		
85931	0	0					1579	17245	38417					5000	0	0			17245	9306	0	0	0												
86349	0	0					694	0	64556					11	0	0			0	12821	0	0	0												
86675	0	0					859	0	129741					0	0	0			0	0	0	0	0												
87047	0	0					487	0	47097					0	0	0			0	32446		0	0										0		
87159	0	2001					279	5748	76820					0	0	0			3748	22474	0	0	0												
87234	0	0					1584	0	122919					16000	0	0			0	30562	0	0	22802												
87476	0	0					3145	0	8420					11000	0	0			0	0	0	0	0												
87579	0	0					2652	33834	0					49623	0	0			0	0		0	0										8056		
88231	0	0					2148	19366	7414					37112	0	0			17866	7414	0	0	0												
88259	0	2010					340	0	7942					3683	0	0			0	1603	0	0	0												
88352	0	0					0	0	36425					0	0	0			0	9634	0	0	0												
88455	0	0					3278	9920	101060					55500	0	0			9536	50954	0	0	0												
88950	0	0					744	0	5280					14300	0	0			0	1025	0	0	0												
89032	0	11000					1005	7714	43185					0	0	0			5992	0	0	0	0												
89135	0	0					79	0	8360					0	0	0			0	2382	0	0	0												
89854	0	0					773	0	2697					6028	0	0			0	0		0	0										0		
89957	0	0					306	0	3188					0	0	0			0	0	0	0	0												
90047	0	0					0	0	12300					0	0	0			0	11331	0	0	0												
90177	0	0					4331	15215	15475					93025	0	0			7617	0		0	0										126		
90328	0	0					2394	0	34702					10000	0	0			0	12810	0	0	0												
90337	0	0					2783	0	18752					13600	0	0			0	7145	0	0	0												
90579	0	0					509	1064	127054					0	0	0			1064	0		0	0										0		
91615	0	0					388	0	13692					3000	0	0			0	7774	0	0	0												
91754	0	4923					3743	0	473483					0	0	0			0	330451	0	0	0												
91950	0	0					57	0	5835					3	0	0			0	1530	0	0	0												
92144	0	0					57	0	22212					0	0	0			0	7695	0	0	0												
92676	0	0					1156	182	86402					0	0	0			0	5501	38	0	9836												
92706	0	0					1231	0	61966					18000	0	0			0	19010	1667	0	0												
92902	0	0					41	7793	20					0	0	0			7793	20		0	0										0		
93244	0	0					1601	32171	20150					31260	0	0			28598	0		0	3275										0		
93543	0	0					2214	0	57548					43876	0	0			0	40961		0	0										4281		
93619	0	0					81	0	0					0	0	0			0	0		0	0										0		
94139	0	0					1803	44201	120989					0	0	0			44201	9354		0	5757										294		
94522	0	0					868	0	39790					0	0	0			0	37363	1271	0	0												
94755	0	5021					123	0	52182					0	0	0			0	21653	0	0	0												
94858	0	0					309	0	31968					0	0	0			0	18884	0	0	0										0		
